OSU_RTS.MDBUS_E3.049_E01 Time [SNAP],OSU_RTS.MDBUS_E3.049_E01 Value [SNAP],OSU_RTS.MDBUS_E3.049_E01 Status [SNAP],OSU_RTS.MDBUS_E3.049_E02 Time [SNAP],OSU_RTS.MDBUS_E3.049_E02 Value [SNAP],OSU_RTS.MDBUS_E3.049_E02 Status [SNAP],OSU_RTS.MDBUS_E3.049_E04 Time [SNAP],OSU_RTS.MDBUS_E3.049_E04 Value [SNAP],OSU_RTS.MDBUS_E3.049_E04 Status [SNAP],OSU_RTS.MDBUS_RT.049S_C Time [SNAP],OSU_RTS.MDBUS_RT.049S_C Value [SNAP],OSU_RTS.MDBUS_RT.049S_C Status [SNAP],OSU_RTS.MDBUS_RT.049S_HF Time [SNAP],OSU_RTS.MDBUS_RT.049S_HF Value [SNAP],OSU_RTS.MDBUS_RT.049S_HF Status [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.049S_I Time [SNAP],OSU_RTS.MDBUS_RT.049S_I Value [SNAP],OSU_RTS.MDBUS_RT.049S_I Status [SNAP],OSU_RTS.MDBUS_RT.049S_P Time [SNAP],OSU_RTS.MDBUS_RT.049S_P Value [SNAP],OSU_RTS.MDBUS_RT.049S_P Status [SNAP],OSU_RTS.MDBUS_RT.049S_T Time [SNAP],OSU_RTS.MDBUS_RT.049S_T Value [SNAP],OSU_RTS.MDBUS_RT.049S_T Status [SNAP],Comments
10/19/18 20:30,156231,OK,10/19/18 20:30,196536,OK,10/19/18 20:30,1957434,OK,10/19/18 20:30,33576.91797,OK,10/19/18 20:30,517.1607666,OK,10/19/18 20:30,40527756,OK,10/19/18 20:30,0.431662262,OK,10/19/18 20:30,181.9417725,OK,10/19/18 20:30,381.0375977,OK,
10/19/18 20:45,156240,OK,10/19/18 20:45,196546,OK,10/19/18 20:45,1957509,OK,10/19/18 20:45,33577.01953,OK,10/19/18 20:45,451.2985535,OK,10/19/18 20:45,40527876,OK,10/19/18 20:45,0.37676944,OK,10/19/18 20:45,178.2894897,OK,10/19/18 20:45,379.6333618,OK,
10/19/18 21:00,156248,OK,10/19/18 21:00,196556,OK,10/19/18 21:00,1957584,OK,10/19/18 21:00,33577.12109,OK,10/19/18 21:00,533.1585083,OK,10/19/18 21:00,40527996,OK,10/19/18 21:00,0.445055298,OK,10/19/18 21:00,180.4081573,OK,10/19/18 21:00,380.4664307,OK,
10/19/18 21:15,156256,OK,10/19/18 21:15,196566,OK,10/19/18 21:15,1957659,OK,10/19/18 21:15,33577.26172,OK,10/19/18 21:15,826.9926758,OK,10/19/18 21:15,40528168,OK,10/19/18 21:15,0.690342712,OK,10/19/18 21:15,180.193222,OK,10/19/18 21:15,380.4069824,OK,
10/19/18 21:30,156264,OK,10/19/18 21:30,196576,OK,10/19/18 21:30,1957733,OK,10/19/18 21:30,33577.41016,OK,10/19/18 21:30,524.2438965,OK,10/19/18 21:30,40528344,OK,10/19/18 21:30,0.437660736,OK,10/19/18 21:30,178.5720367,OK,10/19/18 21:30,380.3061523,OK,
10/19/18 21:45,156272,OK,10/19/18 21:45,196586,OK,10/19/18 21:45,1957809,OK,10/19/18 21:45,33577.52734,OK,10/19/18 21:45,745.9575195,OK,10/19/18 21:45,40528484,OK,10/19/18 21:45,0.622482666,OK,10/19/18 21:45,175.120163,OK,10/19/18 21:45,378.1661072,OK,
10/19/18 22:00,156280,OK,10/19/18 22:00,196596,OK,10/19/18 22:00,1957888,OK,10/19/18 22:00,33577.67969,OK,10/19/18 22:00,678.8794556,OK,10/19/18 22:00,40528668,OK,10/19/18 22:00,0.56653009,OK,10/19/18 22:00,175.2801208,OK,10/19/18 22:00,378.130188,OK,
10/19/18 22:15,156287,OK,10/19/18 22:15,196606,OK,10/19/18 22:15,1957966,OK,10/19/18 22:15,33577.90234,OK,10/19/18 22:15,1115.128418,OK,10/19/18 22:15,40528936,OK,10/19/18 22:15,0.931058289,OK,10/19/18 22:15,176.7134247,OK,10/19/18 22:15,379.0448914,OK,
10/19/18 22:30,156295,OK,10/19/18 22:30,196616,OK,10/19/18 22:30,1958044,OK,10/19/18 22:30,33578.12109,OK,10/19/18 22:30,930.1871948,OK,10/19/18 22:30,40529196,OK,10/19/18 22:30,0.776677795,OK,10/19/18 22:30,175.9931183,OK,10/19/18 22:30,378.5145264,OK,
10/19/18 22:45,156303,OK,10/19/18 22:45,196626,OK,10/19/18 22:45,1958121,OK,10/19/18 22:45,33578.3125,OK,10/19/18 22:45,828.8361206,OK,10/19/18 22:45,40529428,OK,10/19/18 22:45,0.691657959,OK,10/19/18 22:45,174.2820587,OK,10/19/18 22:45,377.9188538,OK,
10/19/18 23:00,156311,OK,10/19/18 23:00,196635,OK,10/19/18 23:00,1958195,OK,10/19/18 23:00,33578.52734,OK,10/19/18 23:00,1087.005493,OK,10/19/18 23:00,40529684,OK,10/19/18 23:00,0.907409973,OK,10/19/18 23:00,179.833725,OK,10/19/18 23:00,380.2976685,OK,
10/19/18 23:15,156319,OK,10/19/18 23:15,196645,OK,10/19/18 23:15,1958269,OK,10/19/18 23:15,33578.72266,OK,10/19/18 23:15,782.1702881,OK,10/19/18 23:15,40529916,OK,10/19/18 23:15,0.65303949,OK,10/19/18 23:15,177.257782,OK,10/19/18 23:15,379.3201294,OK,
10/19/18 23:30,156327,OK,10/19/18 23:30,196655,OK,10/19/18 23:30,1958343,OK,10/19/18 23:30,33578.9375,OK,10/19/18 23:30,1110.772217,OK,10/19/18 23:30,40530172,OK,10/19/18 23:30,0.92740271,OK,10/19/18 23:30,177.0526276,OK,10/19/18 23:30,379.3162231,OK,
10/19/18 23:45,156335,OK,10/19/18 23:45,196665,OK,10/19/18 23:45,1958417,OK,10/19/18 23:45,33579.14063,OK,10/19/18 23:45,958.2012329,OK,10/19/18 23:45,40530416,OK,10/19/18 23:45,0.799993469,OK,10/19/18 23:45,177.58284,OK,10/19/18 23:45,379.605896,OK,
10/20/18 0:00,156342,OK,10/20/18 0:00,196675,OK,10/20/18 0:00,1958491,OK,10/20/18 0:00,33579.33984,OK,10/20/18 0:00,1028.999023,OK,10/20/18 0:00,40530656,OK,10/20/18 0:00,0.859172302,OK,10/20/18 0:00,176.1963501,OK,10/20/18 0:00,378.8433228,OK,
10/20/18 0:15,156350,OK,10/20/18 0:15,196685,OK,10/20/18 0:15,1958565,OK,10/20/18 0:15,33579.55859,OK,10/20/18 0:15,955.8520508,OK,10/20/18 0:15,40530920,OK,10/20/18 0:15,0.798281494,OK,10/20/18 0:15,173.1713715,OK,10/20/18 0:15,376.9376831,OK,
10/20/18 0:30,156358,OK,10/20/18 0:30,196695,OK,10/20/18 0:30,1958639,OK,10/20/18 0:30,33579.75391,OK,10/20/18 0:30,942.3345947,OK,10/20/18 0:30,40531152,OK,10/20/18 0:30,0.786715271,OK,10/20/18 0:30,178.2500153,OK,10/20/18 0:30,379.9417725,OK,
10/20/18 0:45,156366,OK,10/20/18 0:45,196704,OK,10/20/18 0:45,1958712,OK,10/20/18 0:45,33579.97266,OK,10/20/18 0:45,1165.698975,OK,10/20/18 0:45,40531416,OK,10/20/18 0:45,0.973298889,OK,10/20/18 0:45,176.4085236,OK,10/20/18 0:45,379.2092285,OK,
10/20/18 1:00,156374,OK,10/20/18 1:00,196714,OK,10/20/18 1:00,1958786,OK,10/20/18 1:00,33580.17578,OK,10/20/18 1:00,931.411377,OK,10/20/18 1:00,40531660,OK,10/20/18 1:00,0.777670471,OK,10/20/18 1:00,176.6352539,OK,10/20/18 1:00,379.1364441,OK,
10/20/18 1:15,156382,OK,10/20/18 1:15,196724,OK,10/20/18 1:15,1958860,OK,10/20/18 1:15,33580.39453,OK,10/20/18 1:15,1040.708984,OK,10/20/18 1:15,40531920,OK,10/20/18 1:15,0.868546997,OK,10/20/18 1:15,173.9738617,OK,10/20/18 1:15,377.6573486,OK,
10/20/18 1:30,156390,OK,10/20/18 1:30,196734,OK,10/20/18 1:30,1958935,OK,10/20/18 1:30,33580.58984,OK,10/20/18 1:30,741.692627,OK,10/20/18 1:30,40532152,OK,10/20/18 1:30,0.618928528,OK,10/20/18 1:30,172.8251038,OK,10/20/18 1:30,377.581543,OK,
10/20/18 1:45,156398,OK,10/20/18 1:45,196744,OK,10/20/18 1:45,1959009,OK,10/20/18 1:45,33580.78906,OK,10/20/18 1:45,1101.08728,OK,10/20/18 1:45,40532392,OK,10/20/18 1:45,0.919168762,OK,10/20/18 1:45,179.7753754,OK,10/20/18 1:45,380.4292603,OK,
10/20/18 2:00,156405,OK,10/20/18 2:00,196754,OK,10/20/18 2:00,1959083,OK,10/20/18 2:00,33581.00391,OK,10/20/18 2:00,924.4053345,OK,10/20/18 2:00,40532648,OK,10/20/18 2:00,0.771702454,OK,10/20/18 2:00,179.2592926,OK,10/20/18 2:00,379.5496216,OK,
10/20/18 2:15,156413,OK,10/20/18 2:15,196764,OK,10/20/18 2:15,1959157,OK,10/20/18 2:15,33581.19922,OK,10/20/18 2:15,878.9467773,OK,10/20/18 2:15,40532880,OK,10/20/18 2:15,0.733735657,OK,10/20/18 2:15,179.6353912,OK,10/20/18 2:15,380.4556885,OK,
10/20/18 2:30,156421,OK,10/20/18 2:30,196774,OK,10/20/18 2:30,1959231,OK,10/20/18 2:30,33581.41406,OK,10/20/18 2:30,993.0046387,OK,10/20/18 2:30,40533144,OK,10/20/18 2:30,0.829015991,OK,10/20/18 2:30,178.2987366,OK,10/20/18 2:30,379.4666748,OK,
10/20/18 2:45,156429,OK,10/20/18 2:45,196783,OK,10/20/18 2:45,1959306,OK,10/20/18 2:45,33581.60938,OK,10/20/18 2:45,929.1228638,OK,10/20/18 2:45,40533376,OK,10/20/18 2:45,0.775607117,OK,10/20/18 2:45,179.9655609,OK,10/20/18 2:45,380.5222168,OK,
10/20/18 3:00,156437,OK,10/20/18 3:00,196793,OK,10/20/18 3:00,1959380,OK,10/20/18 3:00,33581.82422,OK,10/20/18 3:00,846.2884521,OK,10/20/18 3:00,40533632,OK,10/20/18 3:00,0.706459839,OK,10/20/18 3:00,179.9436798,OK,10/20/18 3:00,380.5743408,OK,
10/20/18 3:15,156445,OK,10/20/18 3:15,196803,OK,10/20/18 3:15,1959454,OK,10/20/18 3:15,33582.01953,OK,10/20/18 3:15,1004.0177,OK,10/20/18 3:15,40533864,OK,10/20/18 3:15,0.83826239,OK,10/20/18 3:15,177.2388458,OK,10/20/18 3:15,379.3234253,OK,
10/20/18 3:30,156453,OK,10/20/18 3:30,196813,OK,10/20/18 3:30,1959528,OK,10/20/18 3:30,33582.22656,OK,10/20/18 3:30,1077.298096,OK,10/20/18 3:30,40534116,OK,10/20/18 3:30,0.898868774,OK,10/20/18 3:30,174.7375183,OK,10/20/18 3:30,378.3074341,OK,
10/20/18 3:45,156461,OK,10/20/18 3:45,196823,OK,10/20/18 3:45,1959602,OK,10/20/18 3:45,33582.42969,OK,10/20/18 3:45,839.2205811,OK,10/20/18 3:45,40534356,OK,10/20/18 3:45,0.700256836,OK,10/20/18 3:45,174.3978424,OK,10/20/18 3:45,378.1217041,OK,
10/20/18 4:00,156468,OK,10/20/18 4:00,196833,OK,10/20/18 4:00,1959676,OK,10/20/18 4:00,33582.625,OK,10/20/18 4:00,1085.842773,OK,10/20/18 4:00,40534592,OK,10/20/18 4:00,0.906478088,OK,10/20/18 4:00,179.1400299,OK,10/20/18 4:00,380.1771851,OK,
10/20/18 4:15,156476,OK,10/20/18 4:15,196843,OK,10/20/18 4:15,1959750,OK,10/20/18 4:15,33582.83984,OK,10/20/18 4:15,1032.35437,OK,10/20/18 4:15,40534852,OK,10/20/18 4:15,0.861733704,OK,10/20/18 4:15,180.9021454,OK,10/20/18 4:15,380.7068787,OK,
10/20/18 4:30,156484,OK,10/20/18 4:30,196852,OK,10/20/18 4:30,1959824,OK,10/20/18 4:30,33583.03125,OK,10/20/18 4:30,951.1154785,OK,10/20/18 4:30,40535076,OK,10/20/18 4:30,0.793944824,OK,10/20/18 4:30,180.3919373,OK,10/20/18 4:30,380.9303894,OK,
10/20/18 4:45,156492,OK,10/20/18 4:45,196862,OK,10/20/18 4:45,1959898,OK,10/20/18 4:45,33583.24609,OK,10/20/18 4:45,930.6705322,OK,10/20/18 4:45,40535336,OK,10/20/18 4:45,0.776926819,OK,10/20/18 4:45,179.3737183,OK,10/20/18 4:45,379.9692688,OK,
10/20/18 5:00,156500,OK,10/20/18 5:00,196872,OK,10/20/18 5:00,1959973,OK,10/20/18 5:00,33583.4375,OK,10/20/18 5:00,976.9700928,OK,10/20/18 5:00,40535564,OK,10/20/18 5:00,0.815580444,OK,10/20/18 5:00,179.2813721,OK,10/20/18 5:00,380.1350708,OK,
10/20/18 5:15,156508,OK,10/20/18 5:15,196882,OK,10/20/18 5:15,1960047,OK,10/20/18 5:15,33583.64844,OK,10/20/18 5:15,900.340332,OK,10/20/18 5:15,40535816,OK,10/20/18 5:15,0.751587341,OK,10/20/18 5:15,179.8319855,OK,10/20/18 5:15,379.8684998,OK,
10/20/18 5:30,156516,OK,10/20/18 5:30,196892,OK,10/20/18 5:30,1960121,OK,10/20/18 5:30,33583.83984,OK,10/20/18 5:30,922.9798584,OK,10/20/18 5:30,40536044,OK,10/20/18 5:30,0.770516724,OK,10/20/18 5:30,179.0912018,OK,10/20/18 5:30,380.1943359,OK,
10/20/18 5:45,156524,OK,10/20/18 5:45,196902,OK,10/20/18 5:45,1960195,OK,10/20/18 5:45,33584.04297,OK,10/20/18 5:45,1018.270264,OK,10/20/18 5:45,40536288,OK,10/20/18 5:45,0.850045776,OK,10/20/18 5:45,179.5687408,OK,10/20/18 5:45,380.1324463,OK,
10/20/18 6:00,156531,OK,10/20/18 6:00,196912,OK,10/20/18 6:00,1960269,OK,10/20/18 6:00,33584.23828,OK,10/20/18 6:00,884.8847046,OK,10/20/18 6:00,40536524,OK,10/20/18 6:00,0.738829163,OK,10/20/18 6:00,176.509079,OK,10/20/18 6:00,378.8677979,OK,
10/20/18 6:15,156539,OK,10/20/18 6:15,196921,OK,10/20/18 6:15,1960343,OK,10/20/18 6:15,33584.43359,OK,10/20/18 6:15,1127.975586,OK,10/20/18 6:15,40536760,OK,10/20/18 6:15,0.941233032,OK,10/20/18 6:15,173.9280853,OK,10/20/18 6:15,377.9384155,OK,
10/20/18 6:30,156547,OK,10/20/18 6:30,196931,OK,10/20/18 6:30,1960417,OK,10/20/18 6:30,33584.63672,OK,10/20/18 6:30,848.2602539,OK,10/20/18 6:30,40537004,OK,10/20/18 6:30,0.708281372,OK,10/20/18 6:30,175.7507782,OK,10/20/18 6:30,378.776947,OK,
10/20/18 6:45,156555,OK,10/20/18 6:45,196941,OK,10/20/18 6:45,1960491,OK,10/20/18 6:45,33584.82031,OK,10/20/18 6:45,1024.700439,OK,10/20/18 6:45,40537224,OK,10/20/18 6:45,0.855359558,OK,10/20/18 6:45,180.6175995,OK,10/20/18 6:45,380.7562256,OK,
10/20/18 7:00,156563,OK,10/20/18 7:00,196951,OK,10/20/18 7:00,1960565,OK,10/20/18 7:00,33585.03125,OK,10/20/18 7:00,906.1169434,OK,10/20/18 7:00,40537476,OK,10/20/18 7:00,0.756503418,OK,10/20/18 7:00,177.6694946,OK,10/20/18 7:00,379.5381165,OK,
10/20/18 7:15,156571,OK,10/20/18 7:15,196961,OK,10/20/18 7:15,1960639,OK,10/20/18 7:15,33585.21875,OK,10/20/18 7:15,1002.576355,OK,10/20/18 7:15,40537696,OK,10/20/18 7:15,0.836925903,OK,10/20/18 7:15,179.9355011,OK,10/20/18 7:15,380.4650574,OK,
10/20/18 7:30,156578,OK,10/20/18 7:30,196971,OK,10/20/18 7:30,1960713,OK,10/20/18 7:30,33585.42188,OK,10/20/18 7:30,843.371521,OK,10/20/18 7:30,40537944,OK,10/20/18 7:30,0.704036926,OK,10/20/18 7:30,179.6650238,OK,10/20/18 7:30,380.2686768,OK,
10/20/18 7:45,156586,OK,10/20/18 7:45,196980,OK,10/20/18 7:45,1960788,OK,10/20/18 7:45,33585.60547,OK,10/20/18 7:45,776.9286499,OK,10/20/18 7:45,40538164,OK,10/20/18 7:45,0.648602783,OK,10/20/18 7:45,178.8234253,OK,10/20/18 7:45,380.3298035,OK,
10/20/18 8:00,156594,OK,10/20/18 8:00,196990,OK,10/20/18 8:00,1960862,OK,10/20/18 8:00,33585.8125,OK,10/20/18 8:00,908.1416016,OK,10/20/18 8:00,40538408,OK,10/20/18 8:00,0.75815033,OK,10/20/18 8:00,178.6734314,OK,10/20/18 8:00,379.9354248,OK,
10/20/18 8:15,156602,OK,10/20/18 8:15,197000,OK,10/20/18 8:15,1960936,OK,10/20/18 8:15,33585.99609,OK,10/20/18 8:15,859.1444092,OK,10/20/18 8:15,40538632,OK,10/20/18 8:15,0.717240845,OK,10/20/18 8:15,178.7909698,OK,10/20/18 8:15,379.9225464,OK,
10/20/18 8:30,156610,OK,10/20/18 8:30,197010,OK,10/20/18 8:30,1961008,OK,10/20/18 8:30,33586.19141,OK,10/20/18 8:30,1119.149536,OK,10/20/18 8:30,40538864,OK,10/20/18 8:30,0.934366821,OK,10/20/18 8:30,177.5975952,OK,10/20/18 8:30,379.7200317,OK,
10/20/18 8:45,156617,OK,10/20/18 8:45,197020,OK,10/20/18 8:45,1961080,OK,10/20/18 8:45,33586.37891,OK,10/20/18 8:45,856.3901367,OK,10/20/18 8:45,40539092,OK,10/20/18 8:45,0.71501947,OK,10/20/18 8:45,176.9316559,OK,10/20/18 8:45,379.7612915,OK,
10/20/18 9:00,156625,OK,10/20/18 9:00,197030,OK,10/20/18 9:00,1961151,OK,10/20/18 9:00,33586.57031,OK,10/20/18 9:00,902.3352661,OK,10/20/18 9:00,40539320,OK,10/20/18 9:00,0.753252136,OK,10/20/18 9:00,179.8605957,OK,10/20/18 9:00,379.8538208,OK,
10/20/18 9:15,156633,OK,10/20/18 9:15,197041,OK,10/20/18 9:15,1961223,OK,10/20/18 9:15,33586.6875,OK,10/20/18 9:15,361.4837036,OK,10/20/18 9:15,40539456,OK,10/20/18 9:15,0.301731201,OK,10/20/18 9:15,181.425766,OK,10/20/18 9:15,381.0939941,OK,
10/20/18 9:30,156641,OK,10/20/18 9:30,197051,OK,10/20/18 9:30,1961295,OK,10/20/18 9:30,33586.76563,OK,10/20/18 9:30,596.4194336,OK,10/20/18 9:30,40539552,OK,10/20/18 9:30,0.497805542,OK,10/20/18 9:30,182.3177948,OK,10/20/18 9:30,381.6940918,OK,
10/20/18 9:45,156648,OK,10/20/18 9:45,197061,OK,10/20/18 9:45,1961368,OK,10/20/18 9:45,33586.88672,OK,10/20/18 9:45,538.8225708,OK,10/20/18 9:45,40539696,OK,10/20/18 9:45,0.449706451,OK,10/20/18 9:45,183.315979,OK,10/20/18 9:45,381.6207886,OK,
10/20/18 10:00,156656,OK,10/20/18 10:00,197071,OK,10/20/18 10:00,1961440,OK,10/20/18 10:00,33586.96484,OK,10/20/18 10:00,464.5857544,OK,10/20/18 10:00,40539788,OK,10/20/18 10:00,0.387780914,OK,10/20/18 10:00,181.8539581,OK,10/20/18 10:00,381.1346436,OK,
10/20/18 10:15,156664,OK,10/20/18 10:15,197081,OK,10/20/18 10:15,1961512,OK,10/20/18 10:15,33587.07422,OK,10/20/18 10:15,601.3071899,OK,10/20/18 10:15,40539924,OK,10/20/18 10:15,0.501393707,OK,10/20/18 10:15,183.2943726,OK,10/20/18 10:15,381.9786987,OK,
10/20/18 10:30,156671,OK,10/20/18 10:30,197091,OK,10/20/18 10:30,1961581,OK,10/20/18 10:30,33587.17578,OK,10/20/18 10:30,468.9024353,OK,10/20/18 10:30,40540044,OK,10/20/18 10:30,0.39138382,OK,10/20/18 10:30,181.8397675,OK,10/20/18 10:30,381.3323364,OK,
10/20/18 10:45,156679,OK,10/20/18 10:45,197101,OK,10/20/18 10:45,1961655,OK,10/20/18 10:45,33587.26172,OK,10/20/18 10:45,543.5919189,OK,10/20/18 10:45,40540144,OK,10/20/18 10:45,0.453707245,OK,10/20/18 10:45,182.5610504,OK,10/20/18 10:45,381.6671753,OK,
10/20/18 11:00,156686,OK,10/20/18 11:00,197112,OK,10/20/18 11:00,1961728,OK,10/20/18 11:00,33587.36328,OK,10/20/18 11:00,362.2901001,OK,10/20/18 11:00,40540268,OK,10/20/18 11:00,0.302439758,OK,10/20/18 11:00,179.4236908,OK,10/20/18 11:00,380.3676147,OK,
10/20/18 11:15,156694,OK,10/20/18 11:15,197122,OK,10/20/18 11:15,1961801,OK,10/20/18 11:15,33587.4375,OK,10/20/18 11:15,525.7396851,OK,10/20/18 11:15,40540360,OK,10/20/18 11:15,0.438939972,OK,10/20/18 11:15,177.4054108,OK,10/20/18 11:15,379.2858887,OK,
10/20/18 11:30,156702,OK,10/20/18 11:30,197132,OK,10/20/18 11:30,1961867,OK,10/20/18 11:30,33587.55078,OK,10/20/18 11:30,443.071167,OK,10/20/18 11:30,40540492,OK,10/20/18 11:30,0.369835571,OK,10/20/18 11:30,181.3024292,OK,10/20/18 11:30,380.6182251,OK,
10/20/18 11:45,156709,OK,10/20/18 11:45,197142,OK,10/20/18 11:45,1961932,OK,10/20/18 11:45,33587.625,OK,10/20/18 11:45,315.4579773,OK,10/20/18 11:45,40540584,OK,10/20/18 11:45,0.263305969,OK,10/20/18 11:45,181.8774567,OK,10/20/18 11:45,381.5140381,OK,
10/20/18 12:00,156717,OK,10/20/18 12:00,197152,OK,10/20/18 12:00,1962007,OK,10/20/18 12:00,33587.71094,OK,10/20/18 12:00,460.6980896,OK,10/20/18 12:00,40540688,OK,10/20/18 12:00,0.384495514,OK,10/20/18 12:00,183.668396,OK,10/20/18 12:00,381.5742188,OK,
10/20/18 12:15,156725,OK,10/20/18 12:15,197162,OK,10/20/18 12:15,1962082,OK,10/20/18 12:15,33587.80469,OK,10/20/18 12:15,315.9332275,OK,10/20/18 12:15,40540800,OK,10/20/18 12:15,0.263727966,OK,10/20/18 12:15,180.2312775,OK,10/20/18 12:15,381.3244324,OK,
10/20/18 12:30,156733,OK,10/20/18 12:30,197173,OK,10/20/18 12:30,1962157,OK,10/20/18 12:30,33587.89063,OK,10/20/18 12:30,593.8067627,OK,10/20/18 12:30,40540896,OK,10/20/18 12:30,0.495598724,OK,10/20/18 12:30,183.2408905,OK,10/20/18 12:30,381.7128601,OK,
10/20/18 12:45,156741,OK,10/20/18 12:45,197183,OK,10/20/18 12:45,1962225,OK,10/20/18 12:45,33587.96484,OK,10/20/18 12:45,239.4264221,OK,10/20/18 12:45,40540988,OK,10/20/18 12:45,0.19983989,OK,10/20/18 12:45,182.2420197,OK,10/20/18 12:45,381.5516968,OK,
10/20/18 13:00,156749,OK,10/20/18 13:00,197193,OK,10/20/18 13:00,1962286,OK,10/20/18 13:00,33588.01953,OK,10/20/18 13:00,408.1273804,OK,10/20/18 13:00,40541056,OK,10/20/18 13:00,0.340641663,OK,10/20/18 13:00,182.5870667,OK,10/20/18 13:00,381.3652344,OK,
10/20/18 13:15,156757,OK,10/20/18 13:15,197203,OK,10/20/18 13:15,1962346,OK,10/20/18 13:15,33588.11719,OK,10/20/18 13:15,443.1016541,OK,10/20/18 13:15,40541172,OK,10/20/18 13:15,0.36983905,OK,10/20/18 13:15,182.250946,OK,10/20/18 13:15,381.3735352,OK,
10/20/18 13:30,156765,OK,10/20/18 13:30,197214,OK,10/20/18 13:30,1962407,OK,10/20/18 13:30,33588.19141,OK,10/20/18 13:30,351.3917847,OK,10/20/18 13:30,40541264,OK,10/20/18 13:30,0.293358551,OK,10/20/18 13:30,178.5603485,OK,10/20/18 13:30,379.7315063,OK,
10/20/18 13:45,156773,OK,10/20/18 13:45,197224,OK,10/20/18 13:45,1962467,OK,10/20/18 13:45,33588.27344,OK,10/20/18 13:45,423.2685547,OK,10/20/18 13:45,40541360,OK,10/20/18 13:45,0.353348633,OK,10/20/18 13:45,179.2455902,OK,10/20/18 13:45,379.9090576,OK,
10/20/18 14:00,156782,OK,10/20/18 14:00,197234,OK,10/20/18 14:00,1962528,OK,10/20/18 14:00,33588.35547,OK,10/20/18 14:00,343.3906555,OK,10/20/18 14:00,40541456,OK,10/20/18 14:00,0.286378052,OK,10/20/18 14:00,184.1617432,OK,10/20/18 14:00,381.9256287,OK,
10/20/18 14:15,156790,OK,10/20/18 14:15,197245,OK,10/20/18 14:15,1962588,OK,10/20/18 14:15,33588.43359,OK,10/20/18 14:15,369.8277283,OK,10/20/18 14:15,40541552,OK,10/20/18 14:15,0.308684509,OK,10/20/18 14:15,182.0572968,OK,10/20/18 14:15,381.145813,OK,
10/20/18 14:30,156799,OK,10/20/18 14:30,197255,OK,10/20/18 14:30,1962648,OK,10/20/18 14:30,33588.50781,OK,10/20/18 14:30,368.6624146,OK,10/20/18 14:30,40541640,OK,10/20/18 14:30,0.307702332,OK,10/20/18 14:30,182.6233673,OK,10/20/18 14:30,381.335022,OK,
10/20/18 14:45,156808,OK,10/20/18 14:45,197266,OK,10/20/18 14:45,1962709,OK,10/20/18 14:45,33588.58594,OK,10/20/18 14:45,342.278717,OK,10/20/18 14:45,40541732,OK,10/20/18 14:45,0.285403656,OK,10/20/18 14:45,184.1509705,OK,10/20/18 14:45,382.2454224,OK,
10/20/18 15:00,156817,OK,10/20/18 15:00,197277,OK,10/20/18 15:00,1962770,OK,10/20/18 15:00,33588.66406,OK,10/20/18 15:00,369.4241333,OK,10/20/18 15:00,40541824,OK,10/20/18 15:00,0.308331421,OK,10/20/18 15:00,182.968277,OK,10/20/18 15:00,381.3764648,OK,
10/20/18 15:15,156826,OK,10/20/18 15:15,197288,OK,10/20/18 15:15,1962831,OK,10/20/18 15:15,33588.73438,OK,10/20/18 15:15,353.5997009,OK,10/20/18 15:15,40541912,OK,10/20/18 15:15,0.295130493,OK,10/20/18 15:15,182.5228882,OK,10/20/18 15:15,381.4384155,OK,
10/20/18 15:30,156834,OK,10/20/18 15:30,197298,OK,10/20/18 15:30,1962901,OK,10/20/18 15:30,33588.81641,OK,10/20/18 15:30,449.9039001,OK,10/20/18 15:30,40542008,OK,10/20/18 15:30,0.375528137,OK,10/20/18 15:30,181.7281952,OK,10/20/18 15:30,381.0957947,OK,
10/20/18 15:45,156843,OK,10/20/18 15:45,197309,OK,10/20/18 15:45,1962978,OK,10/20/18 15:45,33588.90625,OK,10/20/18 15:45,296.2427063,OK,10/20/18 15:45,40542116,OK,10/20/18 15:45,0.247269684,OK,10/20/18 15:45,181.7349701,OK,10/20/18 15:45,381.2398071,OK,
10/20/18 16:00,156852,OK,10/20/18 16:00,197319,OK,10/20/18 16:00,1963056,OK,10/20/18 16:00,33588.97656,OK,10/20/18 16:00,506.6253052,OK,10/20/18 16:00,40542200,OK,10/20/18 16:00,0.422819366,OK,10/20/18 16:00,183.9846039,OK,10/20/18 16:00,381.6710205,OK,
10/20/18 16:15,156861,OK,10/20/18 16:15,197329,OK,10/20/18 16:15,1963133,OK,10/20/18 16:15,33589.0625,OK,10/20/18 16:15,413.7275085,OK,10/20/18 16:15,40542304,OK,10/20/18 16:15,0.345308289,OK,10/20/18 16:15,182.9326935,OK,10/20/18 16:15,381.7044373,OK,
10/20/18 16:30,156870,OK,10/20/18 16:30,197339,OK,10/20/18 16:30,1963211,OK,10/20/18 16:30,33589.15234,OK,10/20/18 16:30,380.0704346,OK,10/20/18 16:30,40542412,OK,10/20/18 16:30,0.317230988,OK,10/20/18 16:30,182.2457123,OK,10/20/18 16:30,381.6121826,OK,
