OSU_RTS.MDBUS_E3.049_E01 Time [SNAP],OSU_RTS.MDBUS_E3.049_E01 Value [SNAP],OSU_RTS.MDBUS_E3.049_E01 Status [SNAP],OSU_RTS.MDBUS_E3.049_E02 Time [SNAP],OSU_RTS.MDBUS_E3.049_E02 Value [SNAP],OSU_RTS.MDBUS_E3.049_E02 Status [SNAP],OSU_RTS.MDBUS_E3.049_E04 Time [SNAP],OSU_RTS.MDBUS_E3.049_E04 Value [SNAP],OSU_RTS.MDBUS_E3.049_E04 Status [SNAP],OSU_RTS.MDBUS_RT.049S_C Time [SNAP],OSU_RTS.MDBUS_RT.049S_C Value [SNAP],OSU_RTS.MDBUS_RT.049S_C Status [SNAP],OSU_RTS.MDBUS_RT.049S_HF Time [SNAP],OSU_RTS.MDBUS_RT.049S_HF Value [SNAP],OSU_RTS.MDBUS_RT.049S_HF Status [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.049S_I Time [SNAP],OSU_RTS.MDBUS_RT.049S_I Value [SNAP],OSU_RTS.MDBUS_RT.049S_I Status [SNAP],OSU_RTS.MDBUS_RT.049S_P Time [SNAP],OSU_RTS.MDBUS_RT.049S_P Value [SNAP],OSU_RTS.MDBUS_RT.049S_P Status [SNAP],OSU_RTS.MDBUS_RT.049S_T Time [SNAP],OSU_RTS.MDBUS_RT.049S_T Value [SNAP],OSU_RTS.MDBUS_RT.049S_T Status [SNAP],Comments
10/19/18 0:15,155499,OK,10/19/18 0:15,195702,OK,10/19/18 0:15,1951383,OK,10/19/18 0:15,33562.15234,OK,10/19/18 0:15,1137.729248,OK,10/19/18 0:15,40510032,OK,10/19/18 0:15,0.95034613,OK,10/19/18 0:15,171.0314178,OK,10/19/18 0:15,376.3778687,OK,
10/19/18 0:30,155506,OK,10/19/18 0:30,195712,OK,10/19/18 0:30,1951456,OK,10/19/18 0:30,33562.38281,OK,10/19/18 0:30,1156.43103,OK,10/19/18 0:30,40510304,OK,10/19/18 0:30,0.966112061,OK,10/19/18 0:30,169.2405548,OK,10/19/18 0:30,376.1290283,OK,
10/19/18 0:45,155514,OK,10/19/18 0:45,195721,OK,10/19/18 0:45,1951528,OK,10/19/18 0:45,33562.64844,OK,10/19/18 0:45,1058.723389,OK,10/19/18 0:45,40510624,OK,10/19/18 0:45,0.88320166,OK,10/19/18 0:45,173.8346558,OK,10/19/18 0:45,378.4434814,OK,
10/19/18 1:00,155522,OK,10/19/18 1:00,195731,OK,10/19/18 1:00,1951600,OK,10/19/18 1:00,33562.88672,OK,10/19/18 1:00,868.6329346,OK,10/19/18 1:00,40510908,OK,10/19/18 1:00,0.725213928,OK,10/19/18 1:00,177.5244293,OK,10/19/18 1:00,379.5179443,OK,
10/19/18 1:15,155530,OK,10/19/18 1:15,195741,OK,10/19/18 1:15,1951672,OK,10/19/18 1:15,33563.14063,OK,10/19/18 1:15,1336.693848,OK,10/19/18 1:15,40511216,OK,10/19/18 1:15,1.116088623,OK,10/19/18 1:15,176.1300964,OK,10/19/18 1:15,379.1547241,OK,
10/19/18 1:30,155538,OK,10/19/18 1:30,195750,OK,10/19/18 1:30,1951744,OK,10/19/18 1:30,33563.39844,OK,10/19/18 1:30,1365.171875,OK,10/19/18 1:30,40511524,OK,10/19/18 1:30,1.138921753,OK,10/19/18 1:30,175.2498627,OK,10/19/18 1:30,378.6681519,OK,
10/19/18 1:45,155545,OK,10/19/18 1:45,195760,OK,10/19/18 1:45,1951816,OK,10/19/18 1:45,33563.62891,OK,10/19/18 1:45,981.2849731,OK,10/19/18 1:45,40511800,OK,10/19/18 1:45,0.818708984,OK,10/19/18 1:45,172.2077942,OK,10/19/18 1:45,377.7889404,OK,
10/19/18 2:00,155553,OK,10/19/18 2:00,195770,OK,10/19/18 2:00,1951888,OK,10/19/18 2:00,33563.91016,OK,10/19/18 2:00,1630.176147,OK,10/19/18 2:00,40512136,OK,10/19/18 2:00,1.361648315,OK,10/19/18 2:00,171.3696136,OK,10/19/18 2:00,376.9438477,OK,
10/19/18 2:15,155561,OK,10/19/18 2:15,195780,OK,10/19/18 2:15,1951962,OK,10/19/18 2:15,33564.19922,OK,10/19/18 2:15,1151.731812,OK,10/19/18 2:15,40512484,OK,10/19/18 2:15,0.961535461,OK,10/19/18 2:15,178.2186432,OK,10/19/18 2:15,379.758728,OK,
10/19/18 2:30,155568,OK,10/19/18 2:30,195789,OK,10/19/18 2:30,1952038,OK,10/19/18 2:30,33564.44922,OK,10/19/18 2:30,1286.014282,OK,10/19/18 2:30,40512780,OK,10/19/18 2:30,1.073709351,OK,10/19/18 2:30,177.1424103,OK,10/19/18 2:30,379.4146729,OK,
10/19/18 2:45,155576,OK,10/19/18 2:45,195799,OK,10/19/18 2:45,1952114,OK,10/19/18 2:45,33564.71484,OK,10/19/18 2:45,1376.896973,OK,10/19/18 2:45,40513100,OK,10/19/18 2:45,1.149631714,OK,10/19/18 2:45,176.5154724,OK,10/19/18 2:45,378.5918579,OK,
10/19/18 3:00,155584,OK,10/19/18 3:00,195809,OK,10/19/18 3:00,1952190,OK,10/19/18 3:00,33565,OK,10/19/18 3:00,1181.241333,OK,10/19/18 3:00,40513444,OK,10/19/18 3:00,0.985694885,OK,10/19/18 3:00,173.0810242,OK,10/19/18 3:00,377.6841431,OK,
10/19/18 3:15,155592,OK,10/19/18 3:15,195818,OK,10/19/18 3:15,1952266,OK,10/19/18 3:15,33565.25391,OK,10/19/18 3:15,1174.966797,OK,10/19/18 3:15,40513744,OK,10/19/18 3:15,0.980392334,OK,10/19/18 3:15,174.3686981,OK,10/19/18 3:15,378.1607056,OK,
10/19/18 3:30,155600,OK,10/19/18 3:30,195828,OK,10/19/18 3:30,1952343,OK,10/19/18 3:30,33565.53906,OK,10/19/18 3:30,1509.046753,OK,10/19/18 3:30,40514088,OK,10/19/18 3:30,1.259967896,OK,10/19/18 3:30,176.5320587,OK,10/19/18 3:30,379.1289673,OK,
10/19/18 3:45,155607,OK,10/19/18 3:45,195838,OK,10/19/18 3:45,1952419,OK,10/19/18 3:45,33565.80078,OK,10/19/18 3:45,1416.175781,OK,10/19/18 3:45,40514404,OK,10/19/18 3:45,1.181390381,OK,10/19/18 3:45,174.8491821,OK,10/19/18 3:45,378.7016602,OK,
10/19/18 4:00,155615,OK,10/19/18 4:00,195848,OK,10/19/18 4:00,1952495,OK,10/19/18 4:00,33566.06641,OK,10/19/18 4:00,1166.627686,OK,10/19/18 4:00,40514716,OK,10/19/18 4:00,0.973264648,OK,10/19/18 4:00,174.0787811,OK,10/19/18 4:00,378.4183655,OK,
10/19/18 4:15,155623,OK,10/19/18 4:15,195857,OK,10/19/18 4:15,1952571,OK,10/19/18 4:15,33566.34766,OK,10/19/18 4:15,1564.506226,OK,10/19/18 4:15,40515056,OK,10/19/18 4:15,1.306298828,OK,10/19/18 4:15,176.1969147,OK,10/19/18 4:15,378.9335938,OK,
10/19/18 4:30,155631,OK,10/19/18 4:30,195867,OK,10/19/18 4:30,1952646,OK,10/19/18 4:30,33566.62109,OK,10/19/18 4:30,1277.709106,OK,10/19/18 4:30,40515384,OK,10/19/18 4:30,1.066271118,OK,10/19/18 4:30,174.7926788,OK,10/19/18 4:30,377.9801636,OK,
10/19/18 4:45,155639,OK,10/19/18 4:45,195877,OK,10/19/18 4:45,1952722,OK,10/19/18 4:45,33566.89453,OK,10/19/18 4:45,1357.770752,OK,10/19/18 4:45,40515708,OK,10/19/18 4:45,1.132789185,OK,10/19/18 4:45,173.2747955,OK,10/19/18 4:45,378.1069031,OK,
10/19/18 5:00,155647,OK,10/19/18 5:00,195887,OK,10/19/18 5:00,1952798,OK,10/19/18 5:00,33567.19531,OK,10/19/18 5:00,1588.612793,OK,10/19/18 5:00,40516072,OK,10/19/18 5:00,1.325503052,OK,10/19/18 5:00,175.2830505,OK,10/19/18 5:00,378.4244995,OK,
10/19/18 5:15,155655,OK,10/19/18 5:15,195896,OK,10/19/18 5:15,1952873,OK,10/19/18 5:15,33567.49609,OK,10/19/18 5:15,1305.325439,OK,10/19/18 5:15,40516432,OK,10/19/18 5:15,1.089891602,OK,10/19/18 5:15,176.2525177,OK,10/19/18 5:15,378.4570313,OK,
10/19/18 5:30,155663,OK,10/19/18 5:30,195906,OK,10/19/18 5:30,1952948,OK,10/19/18 5:30,33567.74609,OK,10/19/18 5:30,1327.041626,OK,10/19/18 5:30,40516732,OK,10/19/18 5:30,1.107213745,OK,10/19/18 5:30,174.2168579,OK,10/19/18 5:30,378.2418213,OK,
10/19/18 5:45,155671,OK,10/19/18 5:45,195916,OK,10/19/18 5:45,1953023,OK,10/19/18 5:45,33568.07031,OK,10/19/18 5:45,1576.439331,OK,10/19/18 5:45,40517120,OK,10/19/18 5:45,1.315175171,OK,10/19/18 5:45,174.5531769,OK,10/19/18 5:45,378.4951172,OK,
10/19/18 6:00,155679,OK,10/19/18 6:00,195925,OK,10/19/18 6:00,1953099,OK,10/19/18 6:00,33568.39453,OK,10/19/18 6:00,1544.91626,OK,10/19/18 6:00,40517508,OK,10/19/18 6:00,1.289364746,OK,10/19/18 6:00,174.1862946,OK,10/19/18 6:00,377.6798096,OK,
10/19/18 6:15,155687,OK,10/19/18 6:15,195935,OK,10/19/18 6:15,1953174,OK,10/19/18 6:15,33568.66016,OK,10/19/18 6:15,1390.928833,OK,10/19/18 6:15,40517828,OK,10/19/18 6:15,1.160674561,OK,10/19/18 6:15,173.2111359,OK,10/19/18 6:15,377.7149353,OK,
10/19/18 6:30,155695,OK,10/19/18 6:30,195945,OK,10/19/18 6:30,1953250,OK,10/19/18 6:30,33568.96094,OK,10/19/18 6:30,1613.55249,OK,10/19/18 6:30,40518184,OK,10/19/18 6:30,1.347713623,OK,10/19/18 6:30,171.8017731,OK,10/19/18 6:30,377.4993286,OK,
10/19/18 6:45,155703,OK,10/19/18 6:45,195955,OK,10/19/18 6:45,1953326,OK,10/19/18 6:45,33569.26172,OK,10/19/18 6:45,1167.289673,OK,10/19/18 6:45,40518548,OK,10/19/18 6:45,0.974570557,OK,10/19/18 6:45,177.3769226,OK,10/19/18 6:45,379.4356689,OK,
10/19/18 7:00,155711,OK,10/19/18 7:00,195965,OK,10/19/18 7:00,1953403,OK,10/19/18 7:00,33569.53516,OK,10/19/18 7:00,1482.826294,OK,10/19/18 7:00,40518876,OK,10/19/18 7:00,1.237272339,OK,10/19/18 7:00,174.408432,OK,10/19/18 7:00,378.1566772,OK,
10/19/18 7:15,155719,OK,10/19/18 7:15,195975,OK,10/19/18 7:15,1953479,OK,10/19/18 7:15,33569.82813,OK,10/19/18 7:15,1338.840454,OK,10/19/18 7:15,40519224,OK,10/19/18 7:15,1.114244141,OK,10/19/18 7:15,176.1999207,OK,10/19/18 7:15,383.5983887,OK,
10/19/18 7:30,155727,OK,10/19/18 7:30,195985,OK,10/19/18 7:30,1953557,OK,10/19/18 7:30,33570.11328,OK,10/19/18 7:30,1287.270996,OK,10/19/18 7:30,40519568,OK,10/19/18 7:30,1.067118042,OK,10/19/18 7:30,173.0037994,OK,10/19/18 7:30,390.2766724,OK,
10/19/18 7:45,155735,OK,10/19/18 7:45,195995,OK,10/19/18 7:45,1953634,OK,10/19/18 7:45,33570.38281,OK,10/19/18 7:45,1206.499512,OK,10/19/18 7:45,40519896,OK,10/19/18 7:45,0.998124634,OK,10/19/18 7:45,173.4670258,OK,10/19/18 7:45,394.3336792,OK,
10/19/18 8:00,155743,OK,10/19/18 8:00,196006,OK,10/19/18 8:00,1953712,OK,10/19/18 8:00,33570.64453,OK,10/19/18 8:00,990.2922974,OK,10/19/18 8:00,40520212,OK,10/19/18 8:00,0.819174805,OK,10/19/18 8:00,177.2116852,OK,10/19/18 8:00,395.6274414,OK,
10/19/18 8:15,155751,OK,10/19/18 8:15,196016,OK,10/19/18 8:15,1953791,OK,10/19/18 8:15,33570.88672,OK,10/19/18 8:15,1150.016479,OK,10/19/18 8:15,40520508,OK,10/19/18 8:15,0.950458252,OK,10/19/18 8:15,176.0163116,OK,10/19/18 8:15,396.9633789,OK,
10/19/18 8:30,155759,OK,10/19/18 8:30,196027,OK,10/19/18 8:30,1953871,OK,10/19/18 8:30,33571.12891,OK,10/19/18 8:30,1219.723022,OK,10/19/18 8:30,40520800,OK,10/19/18 8:30,1.007974548,OK,10/19/18 8:30,172.5545044,OK,10/19/18 8:30,396.1501465,OK,
10/19/18 8:45,155768,OK,10/19/18 8:45,196038,OK,10/19/18 8:45,1953953,OK,10/19/18 8:45,33571.43359,OK,10/19/18 8:45,1854.800781,OK,10/19/18 8:45,40521168,OK,10/19/18 8:45,1.531160278,OK,10/19/18 8:45,175.0794525,OK,10/19/18 8:45,398.9286499,OK,
10/19/18 9:00,155777,OK,10/19/18 9:00,196048,OK,10/19/18 9:00,1954034,OK,10/19/18 9:00,33571.69531,OK,10/19/18 9:00,1009.347839,OK,10/19/18 9:00,40521484,OK,10/19/18 9:00,0.834311218,OK,10/19/18 9:00,174.1910248,OK,10/19/18 9:00,396.1805725,OK,
10/19/18 9:15,155786,OK,10/19/18 9:15,196059,OK,10/19/18 9:15,1954117,OK,10/19/18 9:15,33571.91406,OK,10/19/18 9:15,1245.87085,OK,10/19/18 9:15,40521748,OK,10/19/18 9:15,1.029956299,OK,10/19/18 9:15,174.1490326,OK,10/19/18 9:15,395.9091797,OK,
10/19/18 9:30,155795,OK,10/19/18 9:30,196069,OK,10/19/18 9:30,1954201,OK,10/19/18 9:30,33572.14063,OK,10/19/18 9:30,1093.1427,OK,10/19/18 9:30,40522024,OK,10/19/18 9:30,0.90451825,OK,10/19/18 9:30,175.7169952,OK,10/19/18 9:30,394.5903931,OK,
10/19/18 9:45,155804,OK,10/19/18 9:45,196080,OK,10/19/18 9:45,1954285,OK,10/19/18 9:45,33572.36328,OK,10/19/18 9:45,1053.452393,OK,10/19/18 9:45,40522292,OK,10/19/18 9:45,0.872114563,OK,10/19/18 9:45,172.7328033,OK,10/19/18 9:45,392.7907715,OK,
10/19/18 10:00,155814,OK,10/19/18 10:00,196091,OK,10/19/18 10:00,1954370,OK,10/19/18 10:00,33572.5625,OK,10/19/18 10:00,872.6143188,OK,10/19/18 10:00,40522532,OK,10/19/18 10:00,0.724772766,OK,10/19/18 10:00,176.1174774,OK,10/19/18 10:00,387.4389038,OK,
10/19/18 10:15,155824,OK,10/19/18 10:15,196102,OK,10/19/18 10:15,1954454,OK,10/19/18 10:15,33572.75781,OK,10/19/18 10:15,976.7325439,OK,10/19/18 10:15,40522768,OK,10/19/18 10:15,0.811388428,OK,10/19/18 10:15,174.584198,OK,10/19/18 10:15,386.6648865,OK,
10/19/18 10:30,155834,OK,10/19/18 10:30,196112,OK,10/19/18 10:30,1954535,OK,10/19/18 10:30,33572.97266,OK,10/19/18 10:30,1004.280762,OK,10/19/18 10:30,40523024,OK,10/19/18 10:30,0.834276306,OK,10/19/18 10:30,175.5625763,OK,10/19/18 10:30,386.9380798,OK,
10/19/18 10:45,155844,OK,10/19/18 10:45,196123,OK,10/19/18 10:45,1954617,OK,10/19/18 10:45,33573.19922,OK,10/19/18 10:45,1088.030518,OK,10/19/18 10:45,40523300,OK,10/19/18 10:45,0.904136841,OK,10/19/18 10:45,175.9213104,OK,10/19/18 10:45,386.4307251,OK,
10/19/18 11:00,155854,OK,10/19/18 11:00,196134,OK,10/19/18 11:00,1954699,OK,10/19/18 11:00,33573.42188,OK,10/19/18 11:00,974.3399048,OK,10/19/18 11:00,40523564,OK,10/19/18 11:00,0.810856445,OK,10/19/18 11:00,175.694519,OK,10/19/18 11:00,383.5286865,OK,
10/19/18 11:15,155864,OK,10/19/18 11:15,196145,OK,10/19/18 11:15,1954782,OK,10/19/18 11:15,33573.62891,OK,10/19/18 11:15,927.65271,OK,10/19/18 11:15,40523812,OK,10/19/18 11:15,0.774503357,OK,10/19/18 11:15,177.250412,OK,10/19/18 11:15,380.1378174,OK,
10/19/18 11:30,155874,OK,10/19/18 11:30,196156,OK,10/19/18 11:30,1954865,OK,10/19/18 11:30,33573.83984,OK,10/19/18 11:30,837.8035278,OK,10/19/18 11:30,40524068,OK,10/19/18 11:30,0.699461914,OK,10/19/18 11:30,177.87883,OK,10/19/18 11:30,379.9776306,OK,
10/19/18 11:45,155884,OK,10/19/18 11:45,196166,OK,10/19/18 11:45,1954949,OK,10/19/18 11:45,33574.01563,OK,10/19/18 11:45,702.6297607,OK,10/19/18 11:45,40524276,OK,10/19/18 11:45,0.586607117,OK,10/19/18 11:45,177.9338837,OK,10/19/18 11:45,379.73526,OK,
10/19/18 12:00,155894,OK,10/19/18 12:00,196177,OK,10/19/18 12:00,1955033,OK,10/19/18 12:00,33574.11328,OK,10/19/18 12:00,335.1004639,OK,10/19/18 12:00,40524396,OK,10/19/18 12:00,0.27974527,OK,10/19/18 12:00,179.217041,OK,10/19/18 12:00,380.2518921,OK,
10/19/18 12:15,155904,OK,10/19/18 12:15,196188,OK,10/19/18 12:15,1955117,OK,10/19/18 12:15,33574.19531,OK,10/19/18 12:15,407.5766602,OK,10/19/18 12:15,40524492,OK,10/19/18 12:15,0.339889465,OK,10/19/18 12:15,183.7629242,OK,10/19/18 12:15,381.9108887,OK,
10/19/18 12:30,155914,OK,10/19/18 12:30,196199,OK,10/19/18 12:30,1955199,OK,10/19/18 12:30,33574.30078,OK,10/19/18 12:30,557.3106079,OK,10/19/18 12:30,40524620,OK,10/19/18 12:30,0.465177216,OK,10/19/18 12:30,181.7328949,OK,10/19/18 12:30,381.3901062,OK,
10/19/18 12:45,155923,OK,10/19/18 12:45,196210,OK,10/19/18 12:45,1955271,OK,10/19/18 12:45,33574.37891,OK,10/19/18 12:45,334.9788513,OK,10/19/18 12:45,40524712,OK,10/19/18 12:45,0.279542999,OK,10/19/18 12:45,185.3987885,OK,10/19/18 12:45,382.7807007,OK,
10/19/18 13:00,155933,OK,10/19/18 13:00,196221,OK,10/19/18 13:00,1955349,OK,10/19/18 13:00,33574.46094,OK,10/19/18 13:00,441.4551697,OK,10/19/18 13:00,40524812,OK,10/19/18 13:00,0.368066864,OK,10/19/18 13:00,185.0970459,OK,10/19/18 13:00,382.7070313,OK,
10/19/18 13:15,155942,OK,10/19/18 13:15,196232,OK,10/19/18 13:15,1955418,OK,10/19/18 13:15,33574.54688,OK,10/19/18 13:15,392.901825,OK,10/19/18 13:15,40524912,OK,10/19/18 13:15,0.327860779,OK,10/19/18 13:15,186.4344025,OK,10/19/18 13:15,383.8146362,OK,
10/19/18 13:30,155952,OK,10/19/18 13:30,196243,OK,10/19/18 13:30,1955487,OK,10/19/18 13:30,33574.61328,OK,10/19/18 13:30,210.0009308,OK,10/19/18 13:30,40524996,OK,10/19/18 13:30,0.175244171,OK,10/19/18 13:30,185.7759705,OK,10/19/18 13:30,383.2730713,OK,
10/19/18 13:45,155962,OK,10/19/18 13:45,196254,OK,10/19/18 13:45,1955556,OK,10/19/18 13:45,33574.69141,OK,10/19/18 13:45,454.7207947,OK,10/19/18 13:45,40525084,OK,10/19/18 13:45,0.379445099,OK,10/19/18 13:45,186.5214996,OK,10/19/18 13:45,383.1571655,OK,
10/19/18 14:00,155973,OK,10/19/18 14:00,196265,OK,10/19/18 14:00,1955626,OK,10/19/18 14:00,33574.75,OK,10/19/18 14:00,241.0670776,OK,10/19/18 14:00,40525156,OK,10/19/18 14:00,0.201162048,OK,10/19/18 14:00,186.3394928,OK,10/19/18 14:00,383.5010986,OK,
10/19/18 14:15,155984,OK,10/19/18 14:15,196276,OK,10/19/18 14:15,1955695,OK,10/19/18 14:15,33574.81641,OK,10/19/18 14:15,450.9049683,OK,10/19/18 14:15,40525240,OK,10/19/18 14:15,0.376282104,OK,10/19/18 14:15,185.5332184,OK,10/19/18 14:15,382.6193237,OK,
10/19/18 14:30,155994,OK,10/19/18 14:30,196286,OK,10/19/18 14:30,1955765,OK,10/19/18 14:30,33574.90234,OK,10/19/18 14:30,332.5374451,OK,10/19/18 14:30,40525340,OK,10/19/18 14:30,0.277280609,OK,10/19/18 14:30,184.0068817,OK,10/19/18 14:30,382.2017212,OK,
10/19/18 14:45,156005,OK,10/19/18 14:45,196297,OK,10/19/18 14:45,1955834,OK,10/19/18 14:45,33574.98828,OK,10/19/18 14:45,338.1183167,OK,10/19/18 14:45,40525444,OK,10/19/18 14:45,0.281875488,OK,10/19/18 14:45,185.1854401,OK,10/19/18 14:45,383.0084229,OK,
10/19/18 15:00,156016,OK,10/19/18 15:00,196308,OK,10/19/18 15:00,1955903,OK,10/19/18 15:00,33575.06641,OK,10/19/18 15:00,359.3092957,OK,10/19/18 15:00,40525536,OK,10/19/18 15:00,0.299846405,OK,10/19/18 15:00,185.463028,OK,10/19/18 15:00,382.7356567,OK,
10/19/18 15:15,156026,OK,10/19/18 15:15,196319,OK,10/19/18 15:15,1955972,OK,10/19/18 15:15,33575.14453,OK,10/19/18 15:15,371.4589233,OK,10/19/18 15:15,40525628,OK,10/19/18 15:15,0.309983429,OK,10/19/18 15:15,185.5690002,OK,10/19/18 15:15,382.9474792,OK,
10/19/18 15:30,156036,OK,10/19/18 15:30,196330,OK,10/19/18 15:30,1956041,OK,10/19/18 15:30,33575.21875,OK,10/19/18 15:30,339.3735352,OK,10/19/18 15:30,40525720,OK,10/19/18 15:30,0.283187897,OK,10/19/18 15:30,186.7789154,OK,10/19/18 15:30,383.5726013,OK,
10/19/18 15:45,156047,OK,10/19/18 15:45,196341,OK,10/19/18 15:45,1956110,OK,10/19/18 15:45,33575.29688,OK,10/19/18 15:45,338.0601501,OK,10/19/18 15:45,40525812,OK,10/19/18 15:45,0.282103363,OK,10/19/18 15:45,186.0910797,OK,10/19/18 15:45,383.2904358,OK,
10/19/18 16:00,156057,OK,10/19/18 16:00,196352,OK,10/19/18 16:00,1956178,OK,10/19/18 16:00,33575.37109,OK,10/19/18 16:00,369.8290405,OK,10/19/18 16:00,40525904,OK,10/19/18 16:00,0.308342926,OK,10/19/18 16:00,184.9444733,OK,10/19/18 16:00,382.6794128,OK,
10/19/18 16:15,156068,OK,10/19/18 16:15,196363,OK,10/19/18 16:15,1956246,OK,10/19/18 16:15,33575.44922,OK,10/19/18 16:15,378.1062622,OK,10/19/18 16:15,40525996,OK,10/19/18 16:15,0.315287628,OK,10/19/18 16:15,183.1580963,OK,10/19/18 16:15,381.8920898,OK,
10/19/18 16:30,156078,OK,10/19/18 16:30,196373,OK,10/19/18 16:30,1956314,OK,10/19/18 16:30,33575.52344,OK,10/19/18 16:30,304.543335,OK,10/19/18 16:30,40526088,OK,10/19/18 16:30,0.254202011,OK,10/19/18 16:30,181.4532318,OK,10/19/18 16:30,381.4477539,OK,
10/19/18 16:45,156088,OK,10/19/18 16:45,196384,OK,10/19/18 16:45,1956382,OK,10/19/18 16:45,33575.60156,OK,10/19/18 16:45,348.7187805,OK,10/19/18 16:45,40526176,OK,10/19/18 16:45,0.291060638,OK,10/19/18 16:45,182.3608856,OK,10/19/18 16:45,381.0377197,OK,
10/19/18 17:00,156098,OK,10/19/18 17:00,196395,OK,10/19/18 17:00,1956451,OK,10/19/18 17:00,33575.67578,OK,10/19/18 17:00,339.4267273,OK,10/19/18 17:00,40526268,OK,10/19/18 17:00,0.283315247,OK,10/19/18 17:00,181.7411804,OK,10/19/18 17:00,380.8268433,OK,
10/19/18 17:15,156108,OK,10/19/18 17:15,196405,OK,10/19/18 17:15,1956518,OK,10/19/18 17:15,33575.75,OK,10/19/18 17:15,339.6802673,OK,10/19/18 17:15,40526356,OK,10/19/18 17:15,0.283535126,OK,10/19/18 17:15,181.2562561,OK,10/19/18 17:15,380.7434692,OK,
10/19/18 17:30,156118,OK,10/19/18 17:30,196415,OK,10/19/18 17:30,1956586,OK,10/19/18 17:30,33575.83984,OK,10/19/18 17:30,393.1928101,OK,10/19/18 17:30,40526464,OK,10/19/18 17:30,0.32788916,OK,10/19/18 17:30,183.3719025,OK,10/19/18 17:30,381.8289795,OK,
10/19/18 17:45,156128,OK,10/19/18 17:45,196426,OK,10/19/18 17:45,1956650,OK,10/19/18 17:45,33575.91797,OK,10/19/18 17:45,313.9362793,OK,10/19/18 17:45,40526556,OK,10/19/18 17:45,0.262080994,OK,10/19/18 17:45,178.9548492,OK,10/19/18 17:45,380.2949219,OK,
10/19/18 18:00,156138,OK,10/19/18 18:00,196436,OK,10/19/18 18:00,1956713,OK,10/19/18 18:00,33576,OK,10/19/18 18:00,497.9205627,OK,10/19/18 18:00,40526656,OK,10/19/18 18:00,0.415699799,OK,10/19/18 18:00,177.9650116,OK,10/19/18 18:00,379.8903198,OK,
10/19/18 18:15,156148,OK,10/19/18 18:15,196447,OK,10/19/18 18:15,1956776,OK,10/19/18 18:15,33576.10547,OK,10/19/18 18:15,375.9537964,OK,10/19/18 18:15,40526780,OK,10/19/18 18:15,0.313861115,OK,10/19/18 18:15,178.6297607,OK,10/19/18 18:15,379.7345276,OK,
10/19/18 18:30,156158,OK,10/19/18 18:30,196457,OK,10/19/18 18:30,1956839,OK,10/19/18 18:30,33576.17969,OK,10/19/18 18:30,376.7286682,OK,10/19/18 18:30,40526868,OK,10/19/18 18:30,0.314449493,OK,10/19/18 18:30,181.772171,OK,10/19/18 18:30,381.2370605,OK,
10/19/18 18:45,156168,OK,10/19/18 18:45,196467,OK,10/19/18 18:45,1956909,OK,10/19/18 18:45,33576.26563,OK,10/19/18 18:45,403.3191528,OK,10/19/18 18:45,40526976,OK,10/19/18 18:45,0.336644043,OK,10/19/18 18:45,181.7744293,OK,10/19/18 18:45,381.3614502,OK,
10/19/18 19:00,156178,OK,10/19/18 19:00,196477,OK,10/19/18 19:00,1956981,OK,10/19/18 19:00,33576.35156,OK,10/19/18 19:00,345.7351685,OK,10/19/18 19:00,40527076,OK,10/19/18 19:00,0.28858551,OK,10/19/18 19:00,181.4776459,OK,10/19/18 19:00,380.8080444,OK,
10/19/18 19:15,156187,OK,10/19/18 19:15,196487,OK,10/19/18 19:15,1957050,OK,10/19/18 19:15,33576.44141,OK,10/19/18 19:15,524.4436035,OK,10/19/18 19:15,40527184,OK,10/19/18 19:15,0.437733093,OK,10/19/18 19:15,182.2542877,OK,10/19/18 19:15,381.147644,OK,
10/19/18 19:30,156196,OK,10/19/18 19:30,196497,OK,10/19/18 19:30,1957128,OK,10/19/18 19:30,33576.53906,OK,10/19/18 19:30,454.4993591,OK,10/19/18 19:30,40527304,OK,10/19/18 19:30,0.379357574,OK,10/19/18 19:30,182.0669403,OK,10/19/18 19:30,380.992981,OK,
10/19/18 19:45,156205,OK,10/19/18 19:45,196507,OK,10/19/18 19:45,1957205,OK,10/19/18 19:45,33576.63281,OK,10/19/18 19:45,403.4189148,OK,10/19/18 19:45,40527416,OK,10/19/18 19:45,0.336799286,OK,10/19/18 19:45,178.128418,OK,10/19/18 19:45,379.9404907,OK,
10/19/18 20:00,156214,OK,10/19/18 20:00,196517,OK,10/19/18 20:00,1957281,OK,10/19/18 20:00,33576.72266,OK,10/19/18 20:00,415.2323608,OK,10/19/18 20:00,40527520,OK,10/19/18 20:00,0.346700134,OK,10/19/18 20:00,176.3094025,OK,10/19/18 20:00,378.994873,OK,
10/19/18 20:15,156223,OK,10/19/18 20:15,196527,OK,10/19/18 20:15,1957358,OK,10/19/18 20:15,33576.82422,OK,10/19/18 20:15,473.0964355,OK,10/19/18 20:15,40527644,OK,10/19/18 20:15,0.394850769,OK,10/19/18 20:15,183.3173065,OK,10/19/18 20:15,381.6510315,OK,
