OSU_RTS.MDBUS_C1.070_CDT Time [SNAP],OSU_RTS.MDBUS_C1.070_CDT Value [SNAP],OSU_RTS.MDBUS_C1.070_CDT Status [SNAP],OSU_RTS.MDBUS_C1.070_CHF Time [SNAP],OSU_RTS.MDBUS_C1.070_CHF Value [SNAP],OSU_RTS.MDBUS_C1.070_CHF Status [SNAP],OSU_RTS.MDBUS_C1.070_CHT Time [SNAP],OSU_RTS.MDBUS_C1.070_CHT Value [SNAP],OSU_RTS.MDBUS_C1.070_CHT Status [SNAP],OSU_RTS.MDBUS_C1.070_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.070_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.070_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.070_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.070_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.070_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.070_CVF Time [SNAP],OSU_RTS.MDBUS_C1.070_CVF Value [SNAP],OSU_RTS.MDBUS_C1.070_CVF Status [SNAP],OSU_RTS.MDBUS_C1.070_HF Time [SNAP],OSU_RTS.MDBUS_C1.070_HF Value [SNAP],OSU_RTS.MDBUS_C1.070_HF Status [SNAP],OSU_RTS.MDBUS_C1.070_HGT Time [SNAP],OSU_RTS.MDBUS_C1.070_HGT Value [SNAP],OSU_RTS.MDBUS_C1.070_HGT Status [SNAP],OSU_RTS.MDBUS_CC.070_MHT Time [SNAP],OSU_RTS.MDBUS_CC.070_MHT Value [SNAP],OSU_RTS.MDBUS_CC.070_MHT Status [SNAP],OSU_RTS.MDBUS_CC.070_PHT Time [SNAP],OSU_RTS.MDBUS_CC.070_PHT Value [SNAP],OSU_RTS.MDBUS_CC.070_PHT Status [SNAP],OSU_RTS.MDBUS_E1.070E1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1_C Time [SNAP],OSU_RTS.MDBUS_E1.070E1_C Value [SNAP],OSU_RTS.MDBUS_E1.070E1_C Status [SNAP],OSU_RTS.MDBUS_E1.070E1_C1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1_C1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1_C1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1_1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1_1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1_1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1ID1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1ID1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1ID1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1ID2 Time [SNAP],OSU_RTS.MDBUS_E1.070E1ID2 Value [SNAP],OSU_RTS.MDBUS_E1.070E1ID2 Status [SNAP],OSU_RTS.MDBUS_E1.070E1ID3 Time [SNAP],OSU_RTS.MDBUS_E1.070E1ID3 Value [SNAP],OSU_RTS.MDBUS_E1.070E1ID3 Status [SNAP],OSU_RTS.MDBUS_E1.070E1VD1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1VD1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1VD1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1VD2 Time [SNAP],OSU_RTS.MDBUS_E1.070E1VD2 Value [SNAP],OSU_RTS.MDBUS_E1.070E1VD2 Status [SNAP],OSU_RTS.MDBUS_E1.070E1VD3 Time [SNAP],OSU_RTS.MDBUS_E1.070E1VD3 Value [SNAP],OSU_RTS.MDBUS_E1.070E1VD3 Status [SNAP],OSU_RTS.MDBUS_E1.070E2 Time [SNAP],OSU_RTS.MDBUS_E1.070E2 Value [SNAP],OSU_RTS.MDBUS_E1.070E2 Status [SNAP],OSU_RTS.MDBUS_E1.070E2_C Time [SNAP],OSU_RTS.MDBUS_E1.070E2_C Value [SNAP],OSU_RTS.MDBUS_E1.070E2_C Status [SNAP],OSU_RTS.MDBUS_E1.070E2_C1 Time [SNAP],OSU_RTS.MDBUS_E1.070E2_C1 Value [SNAP],OSU_RTS.MDBUS_E1.070E2_C1 Status [SNAP],OSU_RTS.MDBUS_E1.070E2_I Time [SNAP],OSU_RTS.MDBUS_E1.070E2_I Value [SNAP],OSU_RTS.MDBUS_E1.070E2_I Status [SNAP],OSU_RTS.MDBUS_E1.070E2ID1 Time [SNAP],OSU_RTS.MDBUS_E1.070E2ID1 Value [SNAP],OSU_RTS.MDBUS_E1.070E2ID1 Status [SNAP],OSU_RTS.MDBUS_E1.070E2ID2 Time [SNAP],OSU_RTS.MDBUS_E1.070E2ID2 Value [SNAP],OSU_RTS.MDBUS_E1.070E2ID2 Status [SNAP],OSU_RTS.MDBUS_E1.070E2ID3 Time [SNAP],OSU_RTS.MDBUS_E1.070E2ID3 Value [SNAP],OSU_RTS.MDBUS_E1.070E2ID3 Status [SNAP],OSU_RTS.MDBUS_E1.070E2VD1 Time [SNAP],OSU_RTS.MDBUS_E1.070E2VD1 Value [SNAP],OSU_RTS.MDBUS_E1.070E2VD1 Status [SNAP],OSU_RTS.MDBUS_E1.070E2VD2 Time [SNAP],OSU_RTS.MDBUS_E1.070E2VD2 Value [SNAP],OSU_RTS.MDBUS_E1.070E2VD2 Status [SNAP],OSU_RTS.MDBUS_E1.070E2VD3 Time [SNAP],OSU_RTS.MDBUS_E1.070E2VD3 Value [SNAP],OSU_RTS.MDBUS_E1.070E2VD3 Status [SNAP],OSU_RTS.MDBUS_G1.070_GBV Time [SNAP],OSU_RTS.MDBUS_G1.070_GBV Value [SNAP],OSU_RTS.MDBUS_G1.070_GBV Status [SNAP],OSU_RTS.MDBUS_G1.070_GCV Time [SNAP],OSU_RTS.MDBUS_G1.070_GCV Value [SNAP],OSU_RTS.MDBUS_G1.070_GCV Status [SNAP],OSU_RTS.MDBUS_G1.070_GUV Time [SNAP],OSU_RTS.MDBUS_G1.070_GUV Value [SNAP],OSU_RTS.MDBUS_G1.070_GUV Status [SNAP],OSU_RTS.MDBUS_RT.070_TEST Time [SNAP],OSU_RTS.MDBUS_RT.070_TEST Value [SNAP],OSU_RTS.MDBUS_RT.070_TEST Status [SNAP],OSU_RTS.MDBUS_RT.070S_1 Time [SNAP],OSU_RTS.MDBUS_RT.070S_1 Value [SNAP],OSU_RTS.MDBUS_RT.070S_1 Status [SNAP],OSU_RTS.MDBUS_RT.070S_2 Time [SNAP],OSU_RTS.MDBUS_RT.070S_2 Value [SNAP],OSU_RTS.MDBUS_RT.070S_2 Status [SNAP],OSU_RTS.MDBUS_RT.070S_C Time [SNAP],OSU_RTS.MDBUS_RT.070S_C Value [SNAP],OSU_RTS.MDBUS_RT.070S_C Status [SNAP],OSU_RTS.MDBUS_RT.070S_CB Time [SNAP],OSU_RTS.MDBUS_RT.070S_CB Value [SNAP],OSU_RTS.MDBUS_RT.070S_CB Status [SNAP],OSU_RTS.MDBUS_RT.070S_HF Time [SNAP],OSU_RTS.MDBUS_RT.070S_HF Value [SNAP],OSU_RTS.MDBUS_RT.070S_HF Status [SNAP],OSU_RTS.MDBUS_RT.070S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.070S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.070S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.070S_HSE Time [SNAP],OSU_RTS.MDBUS_RT.070S_HSE Value [SNAP],OSU_RTS.MDBUS_RT.070S_HSE Status [SNAP],OSU_RTS.MDBUS_RT.070S_I Time [SNAP],OSU_RTS.MDBUS_RT.070S_I Value [SNAP],OSU_RTS.MDBUS_RT.070S_I Status [SNAP],OSU_RTS.MDBUS_RT.070S_P Time [SNAP],OSU_RTS.MDBUS_RT.070S_P Value [SNAP],OSU_RTS.MDBUS_RT.070S_P Status [SNAP],OSU_RTS.MDBUS_RT.070S_T Time [SNAP],OSU_RTS.MDBUS_RT.070S_T Value [SNAP],OSU_RTS.MDBUS_RT.070S_T Status [SNAP],Comments
10/17/18 2:00,14.89949989,OK,10/17/18 2:00,204.7984619,OK,10/17/18 2:00,36307464,OK,10/17/18 2:00,56.38892365,OK,10/17/18 2:00,41.48942566,OK,10/17/18 2:00,328.8576355,OK,10/17/18 2:00,2457.581543,OK,10/17/18 2:00,435689568,OK,,,,,,,10/17/18 2:00,64575870,OK,10/17/18 2:00,22910,OK,10/17/18 2:00,985,OK,10/17/18 2:00,692,OK,10/17/18 2:00,13.5,OK,10/17/18 2:00,13.9,OK,10/17/18 2:00,12.4,OK,10/17/18 2:00,4.1,OK,10/17/18 2:00,3.4,OK,10/17/18 2:00,3.8,OK,10/17/18 2:00,10824864,OK,10/17/18 2:00,11424,OK,10/17/18 2:00,165,OK,10/17/18 2:00,198,OK,10/17/18 2:00,5.3,OK,10/17/18 2:00,7.4,OK,10/17/18 2:00,0,OK,10/17/18 2:00,2.6,OK,10/17/18 2:00,2.4,OK,10/17/18 2:00,2.6,OK,10/17/18 2:00,5.830000401,OK,10/17/18 2:00,32,OK,10/17/18 2:00,33,OK,,,,,,,,,,10/17/18 2:00,3576770.5,OK,,,,10/17/18 2:00,5798.181152,OK,10/17/18 2:00,4415323,OK,10/17/18 2:00,1279.347168,OK,10/17/18 2:00,4.532142578,OK,10/17/18 2:00,183.6151886,OK,10/17/18 2:00,518.7009277,OK,
10/17/18 2:15,14.31386948,OK,10/17/18 2:15,197.1590424,OK,10/17/18 2:15,36307516,OK,10/17/18 2:15,55.77752686,OK,10/17/18 2:15,41.46366119,OK,10/17/18 2:15,329.5108948,OK,10/17/18 2:15,2365.908508,OK,10/17/18 2:15,435690192,OK,,,,,,,10/17/18 2:15,64576041,OK,10/17/18 2:15,23081,OK,10/17/18 2:15,985,OK,10/17/18 2:15,684,OK,10/17/18 2:15,14.3,OK,10/17/18 2:15,14.1,OK,10/17/18 2:15,13,OK,10/17/18 2:15,4,OK,10/17/18 2:15,3.5,OK,10/17/18 2:15,3.8,OK,10/17/18 2:15,10824914,OK,10/17/18 2:15,11474,OK,10/17/18 2:15,165,OK,10/17/18 2:15,200,OK,10/17/18 2:15,7,OK,10/17/18 2:15,7.6,OK,10/17/18 2:15,0,OK,10/17/18 2:15,2.7,OK,10/17/18 2:15,2.5,OK,10/17/18 2:15,2.6,OK,10/17/18 2:15,5.830000401,OK,10/17/18 2:15,32,OK,10/17/18 2:15,33,OK,,,,,,,,,,10/17/18 2:15,3577920.75,OK,,,,10/17/18 2:15,5637.474609,OK,10/17/18 2:15,4416794.5,OK,10/17/18 2:15,1279.196533,OK,10/17/18 2:15,4.407043457,OK,10/17/18 2:15,185.2281036,OK,10/17/18 2:15,518.7294922,OK,
10/17/18 2:30,14.02652454,OK,10/17/18 2:30,188.9030304,OK,10/17/18 2:30,36307564,OK,10/17/18 2:30,55.39857483,OK,10/17/18 2:30,41.37205505,OK,10/17/18 2:30,322.155304,OK,10/17/18 2:30,2266.836365,OK,10/17/18 2:30,435690768,OK,,,,,,,10/17/18 2:30,64576212,OK,10/17/18 2:30,23252,OK,10/17/18 2:30,985,OK,10/17/18 2:30,686,OK,10/17/18 2:30,14,OK,10/17/18 2:30,14.4,OK,10/17/18 2:30,13,OK,10/17/18 2:30,4.1,OK,10/17/18 2:30,3.5,OK,10/17/18 2:30,3.9,OK,10/17/18 2:30,10824964,OK,10/17/18 2:30,11524,OK,10/17/18 2:30,165,OK,10/17/18 2:30,198,OK,10/17/18 2:30,6.4,OK,10/17/18 2:30,7,OK,10/17/18 2:30,0,OK,10/17/18 2:30,2.8,OK,10/17/18 2:30,2.5,OK,10/17/18 2:30,2.7,OK,10/17/18 2:30,5.820000172,OK,10/17/18 2:30,32,OK,10/17/18 2:30,33,OK,,,,,,,,,,10/17/18 2:30,3579034.75,OK,,,,10/17/18 2:30,5952.947266,OK,10/17/18 2:30,4418219.5,OK,10/17/18 2:30,1278.88623,OK,10/17/18 2:30,4.654789551,OK,10/17/18 2:30,183.6789551,OK,10/17/18 2:30,517.8660889,OK,
10/17/18 2:45,14.03343201,OK,10/17/18 2:45,186.9103699,OK,10/17/18 2:45,36307608,OK,10/17/18 2:45,55.3920784,OK,10/17/18 2:45,41.35864639,OK,10/17/18 2:45,318.5991516,OK,10/17/18 2:45,2242.924438,OK,10/17/18 2:45,435691296,OK,,,,,,,10/17/18 2:45,64576384,OK,10/17/18 2:45,23424,OK,10/17/18 2:45,985,OK,10/17/18 2:45,683,OK,10/17/18 2:45,14.2,OK,10/17/18 2:45,14.6,OK,10/17/18 2:45,13.6,OK,10/17/18 2:45,3.6,OK,10/17/18 2:45,3.5,OK,10/17/18 2:45,3.8,OK,10/17/18 2:45,10825013,OK,10/17/18 2:45,11573,OK,10/17/18 2:45,165,OK,10/17/18 2:45,199,OK,10/17/18 2:45,6.9,OK,10/17/18 2:45,7.3,OK,10/17/18 2:45,0,OK,10/17/18 2:45,2.7,OK,10/17/18 2:45,2.4,OK,10/17/18 2:45,2.7,OK,10/17/18 2:45,5.830000401,OK,10/17/18 2:45,32,OK,10/17/18 2:45,33,OK,,,,,,,,,,10/17/18 2:45,3580168.25,OK,,,,10/17/18 2:45,6356.831055,OK,10/17/18 2:45,4419669,OK,10/17/18 2:45,1279.006592,OK,10/17/18 2:45,4.970131348,OK,10/17/18 2:45,183.3408966,OK,10/17/18 2:45,518.0236206,OK,
10/17/18 3:00,13.53525734,OK,10/17/18 3:00,187.6248169,OK,10/17/18 3:00,36307656,OK,10/17/18 3:00,55.1799736,OK,10/17/18 3:00,41.64471436,OK,10/17/18 3:00,331.5899048,OK,10/17/18 3:00,2251.497803,OK,10/17/18 3:00,435691872,OK,,,,,,,10/17/18 3:00,64576555,OK,10/17/18 3:00,23595,OK,10/17/18 3:00,985,OK,10/17/18 3:00,689,OK,10/17/18 3:00,15.2,OK,10/17/18 3:00,15.9,OK,10/17/18 3:00,14.8,OK,10/17/18 3:00,3.5,OK,10/17/18 3:00,3.5,OK,10/17/18 3:00,4,OK,10/17/18 3:00,10825063,OK,10/17/18 3:00,11623,OK,10/17/18 3:00,165,OK,10/17/18 3:00,198,OK,10/17/18 3:00,6.7,OK,10/17/18 3:00,7.3,OK,10/17/18 3:00,0,OK,10/17/18 3:00,2.6,OK,10/17/18 3:00,2.3,OK,10/17/18 3:00,2.6,OK,10/17/18 3:00,5.820000172,OK,10/17/18 3:00,32,OK,10/17/18 3:00,33,OK,,,,,,,,,,10/17/18 3:00,3581299.5,OK,,,,10/17/18 3:00,5756.15332,OK,10/17/18 3:00,4421116,OK,10/17/18 3:00,1279.485718,OK,10/17/18 3:00,4.498766602,OK,10/17/18 3:00,184.7932892,OK,10/17/18 3:00,519.1956787,OK,
10/17/18 3:15,13.50214958,OK,10/17/18 3:15,185.9868011,OK,10/17/18 3:15,36307704,OK,10/17/18 3:15,55.09820175,OK,10/17/18 3:15,41.59605408,OK,10/17/18 3:15,329.4934692,OK,10/17/18 3:15,2231.841614,OK,10/17/18 3:15,435692448,OK,,,,,,,10/17/18 3:15,64576725,OK,10/17/18 3:15,23765,OK,10/17/18 3:15,985,OK,10/17/18 3:15,678,OK,10/17/18 3:15,14,OK,10/17/18 3:15,14.7,OK,10/17/18 3:15,12.5,OK,10/17/18 3:15,4.1,OK,10/17/18 3:15,3.4,OK,10/17/18 3:15,3.6,OK,10/17/18 3:15,10825112,OK,10/17/18 3:15,11672,OK,10/17/18 3:15,165,OK,10/17/18 3:15,198,OK,10/17/18 3:15,7,OK,10/17/18 3:15,6.9,OK,10/17/18 3:15,3.8,OK,10/17/18 3:15,2.7,OK,10/17/18 3:15,2.3,OK,10/17/18 3:15,2.6,OK,10/17/18 3:15,5.820000172,OK,10/17/18 3:15,32,OK,10/17/18 3:15,33,OK,,,,,,,,,,10/17/18 3:15,3582453.75,OK,,,,10/17/18 3:15,6226.82959,OK,10/17/18 3:15,4422593.5,OK,10/17/18 3:15,1280.499146,OK,10/17/18 3:15,4.86281543,OK,10/17/18 3:15,183.4207916,OK,10/17/18 3:15,520.7901611,OK,
10/17/18 3:30,14.00999451,OK,10/17/18 3:30,188.3904877,OK,10/17/18 3:30,36307752,OK,10/17/18 3:30,55.28802109,OK,10/17/18 3:30,41.27802658,OK,10/17/18 3:30,321.9752808,OK,10/17/18 3:30,2260.685852,OK,10/17/18 3:30,435693024,OK,,,,,,,10/17/18 3:30,64576896,OK,10/17/18 3:30,23936,OK,10/17/18 3:30,985,OK,10/17/18 3:30,684,OK,10/17/18 3:30,14.6,OK,10/17/18 3:30,15.2,OK,10/17/18 3:30,13.3,OK,10/17/18 3:30,4.3,OK,10/17/18 3:30,3.5,OK,10/17/18 3:30,4,OK,10/17/18 3:30,10825162,OK,10/17/18 3:30,11722,OK,10/17/18 3:30,165,OK,10/17/18 3:30,197,OK,10/17/18 3:30,6.8,OK,10/17/18 3:30,6.7,OK,10/17/18 3:30,0,OK,10/17/18 3:30,2.8,OK,10/17/18 3:30,2.5,OK,10/17/18 3:30,2.7,OK,10/17/18 3:30,5.820000172,OK,10/17/18 3:30,32,OK,10/17/18 3:30,33,OK,,,,,,,,,,10/17/18 3:30,3583552,OK,,,,10/17/18 3:30,6024.302246,OK,10/17/18 3:30,4423999.5,OK,10/17/18 3:30,1279.436035,OK,10/17/18 3:30,4.708561035,OK,10/17/18 3:30,183.5580902,OK,10/17/18 3:30,518.8549805,OK,
10/17/18 3:45,11.58263016,OK,10/17/18 3:45,155.2896271,OK,10/17/18 3:45,36307792,OK,10/17/18 3:45,53.05704498,OK,10/17/18 3:45,41.47441864,OK,10/17/18 3:45,320.5652161,OK,10/17/18 3:45,1863.475525,OK,10/17/18 3:45,435693504,OK,,,,,,,10/17/18 3:45,64577067,OK,10/17/18 3:45,24107,OK,10/17/18 3:45,985,OK,10/17/18 3:45,686,OK,10/17/18 3:45,13.9,OK,10/17/18 3:45,15.1,OK,10/17/18 3:45,12.7,OK,10/17/18 3:45,3.4,OK,10/17/18 3:45,3.9,OK,10/17/18 3:45,3.5,OK,10/17/18 3:45,10825212,OK,10/17/18 3:45,11772,OK,10/17/18 3:45,165,OK,10/17/18 3:45,198,OK,10/17/18 3:45,6.8,OK,10/17/18 3:45,7.4,OK,10/17/18 3:45,0,OK,10/17/18 3:45,2.9,OK,10/17/18 3:45,2.4,OK,10/17/18 3:45,2.7,OK,10/17/18 3:45,5.81000042,OK,10/17/18 3:45,32,OK,10/17/18 3:45,33,OK,,,,,,,,,,10/17/18 3:45,3584590.5,OK,,,,10/17/18 3:45,6138.19043,OK,10/17/18 3:45,4425328,OK,10/17/18 3:45,1278.513794,OK,10/17/18 3:45,4.801036621,OK,10/17/18 3:45,184.9078522,OK,10/17/18 3:45,517.4135742,OK,
10/17/18 4:00,11.29737759,OK,10/17/18 4:00,154.5202637,OK,10/17/18 4:00,36307832,OK,10/17/18 4:00,52.94123459,OK,10/17/18 4:00,41.64385986,OK,10/17/18 4:00,327.0360107,OK,10/17/18 4:00,1854.243164,OK,10/17/18 4:00,435693984,OK,,,,,,,10/17/18 4:00,64577239,OK,10/17/18 4:00,24279,OK,10/17/18 4:00,985,OK,10/17/18 4:00,686,OK,10/17/18 4:00,14.2,OK,10/17/18 4:00,15.3,OK,10/17/18 4:00,13.3,OK,10/17/18 4:00,3.2,OK,10/17/18 4:00,3.8,OK,10/17/18 4:00,3.7,OK,10/17/18 4:00,10825261,OK,10/17/18 4:00,11821,OK,10/17/18 4:00,165,OK,10/17/18 4:00,198,OK,10/17/18 4:00,6.8,OK,10/17/18 4:00,7.1,OK,10/17/18 4:00,0,OK,10/17/18 4:00,2.8,OK,10/17/18 4:00,2.4,OK,10/17/18 4:00,2.6,OK,10/17/18 4:00,5.820000172,OK,10/17/18 4:00,32,OK,10/17/18 4:00,33,OK,,,,,,,,,,10/17/18 4:00,3585691.75,OK,,,,10/17/18 4:00,5421.452148,OK,10/17/18 4:00,4426736,OK,10/17/18 4:00,1278.888794,OK,10/17/18 4:00,4.239191895,OK,10/17/18 4:00,183.6977081,OK,10/17/18 4:00,517.8782349,OK,
10/17/18 4:15,11.50870705,OK,10/17/18 4:15,158.1876373,OK,10/17/18 4:15,36307872,OK,10/17/18 4:15,52.9099884,OK,10/17/18 4:15,41.40128326,OK,10/17/18 4:15,328.6376648,OK,10/17/18 4:15,1898.251648,OK,10/17/18 4:15,435694464,OK,,,,,,,10/17/18 4:15,64577411,OK,10/17/18 4:15,24451,OK,10/17/18 4:15,985,OK,10/17/18 4:15,687,OK,10/17/18 4:15,13.4,OK,10/17/18 4:15,14.5,OK,10/17/18 4:15,12.1,OK,10/17/18 4:15,4.1,OK,10/17/18 4:15,3.4,OK,10/17/18 4:15,3.6,OK,10/17/18 4:15,10825310,OK,10/17/18 4:15,11870,OK,10/17/18 4:15,165,OK,10/17/18 4:15,197,OK,10/17/18 4:15,5.1,OK,10/17/18 4:15,7.4,OK,10/17/18 4:15,0,OK,10/17/18 4:15,2.8,OK,10/17/18 4:15,2.5,OK,10/17/18 4:15,2.8,OK,10/17/18 4:15,5.820000172,OK,10/17/18 4:15,32,OK,10/17/18 4:15,33,OK,,,,,,,,,,10/17/18 4:15,3586753.75,OK,,,,10/17/18 4:15,4804.236328,OK,10/17/18 4:15,4428094,OK,10/17/18 4:15,1278.79126,OK,10/17/18 4:15,3.756857422,OK,10/17/18 4:15,183.9481049,OK,10/17/18 4:15,517.7420654,OK,
10/17/18 4:30,11.10270596,OK,10/17/18 4:30,148.7592163,OK,10/17/18 4:30,36307912,OK,10/17/18 4:30,52.29547119,OK,10/17/18 4:30,41.19276428,OK,10/17/18 4:30,320.3267822,OK,10/17/18 4:30,1785.110596,OK,10/17/18 4:30,435694944,OK,,,,,,,10/17/18 4:30,64577581,OK,10/17/18 4:30,24621,OK,10/17/18 4:30,985,OK,10/17/18 4:30,682,OK,10/17/18 4:30,14,OK,10/17/18 4:30,14.4,OK,10/17/18 4:30,13.2,OK,10/17/18 4:30,3.5,OK,10/17/18 4:30,3.3,OK,10/17/18 4:30,4,OK,10/17/18 4:30,10825360,OK,10/17/18 4:30,11920,OK,10/17/18 4:30,165,OK,10/17/18 4:30,196,OK,10/17/18 4:30,6.9,OK,10/17/18 4:30,6.5,OK,10/17/18 4:30,0,OK,10/17/18 4:30,2.7,OK,10/17/18 4:30,2.4,OK,10/17/18 4:30,2.7,OK,10/17/18 4:30,5.820000172,OK,10/17/18 4:30,32,OK,10/17/18 4:30,33,OK,,,,,,,,,,10/17/18 4:30,3587770.25,OK,,,,10/17/18 4:30,4612.202637,OK,10/17/18 4:30,4429393.5,OK,10/17/18 4:30,1278.159424,OK,10/17/18 4:30,3.608471924,OK,10/17/18 4:30,183.7760468,OK,10/17/18 4:30,516.546875,OK,
10/17/18 4:45,10.74514294,OK,10/17/18 4:45,144.2374725,OK,10/17/18 4:45,36307948,OK,10/17/18 4:45,51.98017883,OK,10/17/18 4:45,41.23503494,OK,10/17/18 4:45,320.9186096,OK,10/17/18 4:45,1730.84967,OK,10/17/18 4:45,435695376,OK,,,,,,,10/17/18 4:45,64577751,OK,10/17/18 4:45,24791,OK,10/17/18 4:45,985,OK,10/17/18 4:45,679,OK,10/17/18 4:45,13.6,OK,10/17/18 4:45,14.4,OK,10/17/18 4:45,13.3,OK,10/17/18 4:45,3.8,OK,10/17/18 4:45,3.5,OK,10/17/18 4:45,4,OK,10/17/18 4:45,10825409,OK,10/17/18 4:45,11969,OK,10/17/18 4:45,165,OK,10/17/18 4:45,199,OK,10/17/18 4:45,7.6,OK,10/17/18 4:45,6.2,OK,10/17/18 4:45,0,OK,10/17/18 4:45,2.8,OK,10/17/18 4:45,2.5,OK,10/17/18 4:45,2.6,OK,10/17/18 4:45,5.820000172,OK,10/17/18 4:45,32,OK,10/17/18 4:45,33,OK,,,,,,,,,,10/17/18 4:45,3588805,OK,,,,10/17/18 4:45,5098.1875,OK,10/17/18 4:45,4430716.5,OK,10/17/18 4:45,1278.745605,OK,10/17/18 4:45,3.986849121,OK,10/17/18 4:45,183.470459,OK,10/17/18 4:45,517.5811157,OK,
10/17/18 5:00,10.30589867,OK,10/17/18 5:00,141.0424652,OK,10/17/18 5:00,36307984,OK,10/17/18 5:00,51.77176666,OK,10/17/18 5:00,41.46586609,OK,10/17/18 5:00,327.1888428,OK,10/17/18 5:00,1692.509583,OK,10/17/18 5:00,435695808,OK,,,,,,,10/17/18 5:00,64577921,OK,10/17/18 5:00,24961,OK,10/17/18 5:00,985,OK,10/17/18 5:00,679,OK,10/17/18 5:00,13.8,OK,10/17/18 5:00,14.2,OK,10/17/18 5:00,13,OK,10/17/18 5:00,4.3,OK,10/17/18 5:00,3.7,OK,10/17/18 5:00,4,OK,10/17/18 5:00,10825458,OK,10/17/18 5:00,12018,OK,10/17/18 5:00,165,OK,10/17/18 5:00,197,OK,10/17/18 5:00,6.9,OK,10/17/18 5:00,7.8,OK,10/17/18 5:00,0,OK,10/17/18 5:00,2.8,OK,10/17/18 5:00,2.4,OK,10/17/18 5:00,2.6,OK,10/17/18 5:00,5.820000172,OK,10/17/18 5:00,32,OK,10/17/18 5:00,33,OK,,,,,,,,,,10/17/18 5:00,3589812.75,OK,,,,10/17/18 5:00,4882.396484,OK,10/17/18 5:00,4432004,OK,10/17/18 5:00,1278.005371,OK,10/17/18 5:00,3.820325684,OK,10/17/18 5:00,184.2791901,OK,10/17/18 5:00,516.3590088,OK,
10/17/18 5:15,10.73869324,OK,10/17/18 5:15,147.3066406,OK,10/17/18 5:15,36308016,OK,10/17/18 5:15,52.28130341,OK,10/17/18 5:15,41.54261017,OK,10/17/18 5:15,326.9689331,OK,10/17/18 5:15,1762.301697,OK,10/17/18 5:15,435696192,OK,,,,,,,10/17/18 5:15,64578090,OK,10/17/18 5:15,25130,OK,10/17/18 5:15,985,OK,10/17/18 5:15,678,OK,10/17/18 5:15,13.6,OK,10/17/18 5:15,15.4,OK,10/17/18 5:15,12.4,OK,10/17/18 5:15,4,OK,10/17/18 5:15,3.4,OK,10/17/18 5:15,3.3,OK,10/17/18 5:15,10825508,OK,10/17/18 5:15,12068,OK,10/17/18 5:15,165,OK,10/17/18 5:15,197,OK,10/17/18 5:15,4.7,OK,10/17/18 5:15,6.8,OK,10/17/18 5:15,0,OK,10/17/18 5:15,2.8,OK,10/17/18 5:15,2.6,OK,10/17/18 5:15,2.7,OK,10/17/18 5:15,5.820000172,OK,10/17/18 5:15,32,OK,10/17/18 5:15,33,OK,,,,,,,,,,10/17/18 5:15,3590875,OK,,,,10/17/18 5:15,5680.846191,OK,10/17/18 5:15,4433363.5,OK,10/17/18 5:15,1278.686768,OK,10/17/18 5:15,4.442719238,OK,10/17/18 5:15,182.2663727,OK,10/17/18 5:15,517.2307129,OK,
