OSU_RTS.MDBUS_C1.070_CDT Time [SNAP],OSU_RTS.MDBUS_C1.070_CDT Value [SNAP],OSU_RTS.MDBUS_C1.070_CDT Status [SNAP],OSU_RTS.MDBUS_C1.070_CHF Time [SNAP],OSU_RTS.MDBUS_C1.070_CHF Value [SNAP],OSU_RTS.MDBUS_C1.070_CHF Status [SNAP],OSU_RTS.MDBUS_C1.070_CHT Time [SNAP],OSU_RTS.MDBUS_C1.070_CHT Value [SNAP],OSU_RTS.MDBUS_C1.070_CHT Status [SNAP],OSU_RTS.MDBUS_C1.070_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.070_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.070_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.070_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.070_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.070_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.070_CVF Time [SNAP],OSU_RTS.MDBUS_C1.070_CVF Value [SNAP],OSU_RTS.MDBUS_C1.070_CVF Status [SNAP],OSU_RTS.MDBUS_C1.070_HF Time [SNAP],OSU_RTS.MDBUS_C1.070_HF Value [SNAP],OSU_RTS.MDBUS_C1.070_HF Status [SNAP],OSU_RTS.MDBUS_C1.070_HGT Time [SNAP],OSU_RTS.MDBUS_C1.070_HGT Value [SNAP],OSU_RTS.MDBUS_C1.070_HGT Status [SNAP],OSU_RTS.MDBUS_CC.070_MHT Time [SNAP],OSU_RTS.MDBUS_CC.070_MHT Value [SNAP],OSU_RTS.MDBUS_CC.070_MHT Status [SNAP],OSU_RTS.MDBUS_CC.070_PHT Time [SNAP],OSU_RTS.MDBUS_CC.070_PHT Value [SNAP],OSU_RTS.MDBUS_CC.070_PHT Status [SNAP],OSU_RTS.MDBUS_E1.070E1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1_C Time [SNAP],OSU_RTS.MDBUS_E1.070E1_C Value [SNAP],OSU_RTS.MDBUS_E1.070E1_C Status [SNAP],OSU_RTS.MDBUS_E1.070E1_C1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1_C1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1_C1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1_1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1_1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1_1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1ID1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1ID1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1ID1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1ID2 Time [SNAP],OSU_RTS.MDBUS_E1.070E1ID2 Value [SNAP],OSU_RTS.MDBUS_E1.070E1ID2 Status [SNAP],OSU_RTS.MDBUS_E1.070E1ID3 Time [SNAP],OSU_RTS.MDBUS_E1.070E1ID3 Value [SNAP],OSU_RTS.MDBUS_E1.070E1ID3 Status [SNAP],OSU_RTS.MDBUS_E1.070E1VD1 Time [SNAP],OSU_RTS.MDBUS_E1.070E1VD1 Value [SNAP],OSU_RTS.MDBUS_E1.070E1VD1 Status [SNAP],OSU_RTS.MDBUS_E1.070E1VD2 Time [SNAP],OSU_RTS.MDBUS_E1.070E1VD2 Value [SNAP],OSU_RTS.MDBUS_E1.070E1VD2 Status [SNAP],OSU_RTS.MDBUS_E1.070E1VD3 Time [SNAP],OSU_RTS.MDBUS_E1.070E1VD3 Value [SNAP],OSU_RTS.MDBUS_E1.070E1VD3 Status [SNAP],OSU_RTS.MDBUS_E1.070E2 Time [SNAP],OSU_RTS.MDBUS_E1.070E2 Value [SNAP],OSU_RTS.MDBUS_E1.070E2 Status [SNAP],OSU_RTS.MDBUS_E1.070E2_C Time [SNAP],OSU_RTS.MDBUS_E1.070E2_C Value [SNAP],OSU_RTS.MDBUS_E1.070E2_C Status [SNAP],OSU_RTS.MDBUS_E1.070E2_C1 Time [SNAP],OSU_RTS.MDBUS_E1.070E2_C1 Value [SNAP],OSU_RTS.MDBUS_E1.070E2_C1 Status [SNAP],OSU_RTS.MDBUS_E1.070E2_I Time [SNAP],OSU_RTS.MDBUS_E1.070E2_I Value [SNAP],OSU_RTS.MDBUS_E1.070E2_I Status [SNAP],OSU_RTS.MDBUS_E1.070E2ID1 Time [SNAP],OSU_RTS.MDBUS_E1.070E2ID1 Value [SNAP],OSU_RTS.MDBUS_E1.070E2ID1 Status [SNAP],OSU_RTS.MDBUS_E1.070E2ID2 Time [SNAP],OSU_RTS.MDBUS_E1.070E2ID2 Value [SNAP],OSU_RTS.MDBUS_E1.070E2ID2 Status [SNAP],OSU_RTS.MDBUS_E1.070E2ID3 Time [SNAP],OSU_RTS.MDBUS_E1.070E2ID3 Value [SNAP],OSU_RTS.MDBUS_E1.070E2ID3 Status [SNAP],OSU_RTS.MDBUS_E1.070E2VD1 Time [SNAP],OSU_RTS.MDBUS_E1.070E2VD1 Value [SNAP],OSU_RTS.MDBUS_E1.070E2VD1 Status [SNAP],OSU_RTS.MDBUS_E1.070E2VD2 Time [SNAP],OSU_RTS.MDBUS_E1.070E2VD2 Value [SNAP],OSU_RTS.MDBUS_E1.070E2VD2 Status [SNAP],OSU_RTS.MDBUS_E1.070E2VD3 Time [SNAP],OSU_RTS.MDBUS_E1.070E2VD3 Value [SNAP],OSU_RTS.MDBUS_E1.070E2VD3 Status [SNAP],OSU_RTS.MDBUS_G1.070_GBV Time [SNAP],OSU_RTS.MDBUS_G1.070_GBV Value [SNAP],OSU_RTS.MDBUS_G1.070_GBV Status [SNAP],OSU_RTS.MDBUS_G1.070_GCV Time [SNAP],OSU_RTS.MDBUS_G1.070_GCV Value [SNAP],OSU_RTS.MDBUS_G1.070_GCV Status [SNAP],OSU_RTS.MDBUS_G1.070_GUV Time [SNAP],OSU_RTS.MDBUS_G1.070_GUV Value [SNAP],OSU_RTS.MDBUS_G1.070_GUV Status [SNAP],OSU_RTS.MDBUS_RT.070_TEST Time [SNAP],OSU_RTS.MDBUS_RT.070_TEST Value [SNAP],OSU_RTS.MDBUS_RT.070_TEST Status [SNAP],OSU_RTS.MDBUS_RT.070S_1 Time [SNAP],OSU_RTS.MDBUS_RT.070S_1 Value [SNAP],OSU_RTS.MDBUS_RT.070S_1 Status [SNAP],OSU_RTS.MDBUS_RT.070S_2 Time [SNAP],OSU_RTS.MDBUS_RT.070S_2 Value [SNAP],OSU_RTS.MDBUS_RT.070S_2 Status [SNAP],OSU_RTS.MDBUS_RT.070S_C Time [SNAP],OSU_RTS.MDBUS_RT.070S_C Value [SNAP],OSU_RTS.MDBUS_RT.070S_C Status [SNAP],OSU_RTS.MDBUS_RT.070S_CB Time [SNAP],OSU_RTS.MDBUS_RT.070S_CB Value [SNAP],OSU_RTS.MDBUS_RT.070S_CB Status [SNAP],OSU_RTS.MDBUS_RT.070S_HF Time [SNAP],OSU_RTS.MDBUS_RT.070S_HF Value [SNAP],OSU_RTS.MDBUS_RT.070S_HF Status [SNAP],OSU_RTS.MDBUS_RT.070S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.070S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.070S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.070S_HSE Time [SNAP],OSU_RTS.MDBUS_RT.070S_HSE Value [SNAP],OSU_RTS.MDBUS_RT.070S_HSE Status [SNAP],OSU_RTS.MDBUS_RT.070S_I Time [SNAP],OSU_RTS.MDBUS_RT.070S_I Value [SNAP],OSU_RTS.MDBUS_RT.070S_I Status [SNAP],OSU_RTS.MDBUS_RT.070S_P Time [SNAP],OSU_RTS.MDBUS_RT.070S_P Value [SNAP],OSU_RTS.MDBUS_RT.070S_P Status [SNAP],OSU_RTS.MDBUS_RT.070S_T Time [SNAP],OSU_RTS.MDBUS_RT.070S_T Value [SNAP],OSU_RTS.MDBUS_RT.070S_T Status [SNAP],Comments
10/18/18 10:45,10.19670868,OK,10/18/18 10:45,133.2282715,OK,10/18/18 10:45,36313052,OK,10/18/18 10:45,51.44064713,OK,10/18/18 10:45,41.24393463,OK,10/18/18 10:45,312.3509827,OK,10/18/18 10:45,1598.739258,OK,10/18/18 10:45,435756624,OK,,,,,,,10/18/18 10:45,64600266,OK,10/18/18 10:45,47306,OK,10/18/18 10:45,985,OK,10/18/18 10:45,787,OK,10/18/18 10:45,13.3,OK,10/18/18 10:45,14,OK,10/18/18 10:45,12.7,OK,10/18/18 10:45,4.8,OK,10/18/18 10:45,4.2,OK,10/18/18 10:45,4.6,OK,10/18/18 10:45,10831464,OK,10/18/18 10:45,18024,OK,10/18/18 10:45,165,OK,10/18/18 10:45,214,OK,10/18/18 10:45,4.9,OK,10/18/18 10:45,5.7,OK,10/18/18 10:45,0,OK,10/18/18 10:45,3.1,OK,10/18/18 10:45,2.9,OK,10/18/18 10:45,3.1,OK,10/18/18 10:45,4.830000401,OK,10/18/18 10:45,32,OK,10/18/18 10:45,33,OK,,,,,,,,,,10/18/18 10:45,3706410,OK,,,,10/18/18 10:45,5996.873535,OK,10/18/18 10:45,4580834,OK,10/18/18 10:45,1279.232788,OK,10/18/18 10:45,4.687867188,OK,10/18/18 10:45,183.6515656,OK,10/18/18 10:45,518.4986572,OK,
10/18/18 11:00,10.56417274,OK,10/18/18 11:00,133.1363678,OK,10/18/18 11:00,36313088,OK,10/18/18 11:00,51.96982574,OK,10/18/18 11:00,41.40565109,OK,10/18/18 11:00,301.3003235,OK,10/18/18 11:00,1597.636414,OK,10/18/18 11:00,435757056,OK,,,,,,,10/18/18 11:00,64600466,OK,10/18/18 11:00,47506,OK,10/18/18 11:00,985,OK,10/18/18 11:00,798,OK,10/18/18 11:00,13.6,OK,10/18/18 11:00,14.3,OK,10/18/18 11:00,13.3,OK,10/18/18 11:00,4.8,OK,10/18/18 11:00,4.4,OK,10/18/18 11:00,4.6,OK,10/18/18 11:00,10831518,OK,10/18/18 11:00,18078,OK,10/18/18 11:00,165,OK,10/18/18 11:00,215,OK,10/18/18 11:00,4.7,OK,10/18/18 11:00,6.1,OK,10/18/18 11:00,0,OK,10/18/18 11:00,3.2,OK,10/18/18 11:00,2.9,OK,10/18/18 11:00,3.1,OK,10/18/18 11:00,4.830000401,OK,10/18/18 11:00,32,OK,10/18/18 11:00,33,OK,,,,,,,,,,10/18/18 11:00,3707563.75,OK,,,,10/18/18 11:00,5792.843262,OK,10/18/18 11:00,4582310.5,OK,10/18/18 11:00,1279.496216,OK,10/18/18 11:00,4.527439941,OK,10/18/18 11:00,184.5752716,OK,10/18/18 11:00,519.1574707,OK,
10/18/18 11:15,10.85051537,OK,10/18/18 11:15,136.3236389,OK,10/18/18 11:15,36313120,OK,10/18/18 11:15,52.13739777,OK,10/18/18 11:15,41.28688049,OK,10/18/18 11:15,300.4498291,OK,10/18/18 11:15,1636.311218,OK,10/18/18 11:15,435757440,OK,,,,,,,10/18/18 11:15,64600666,OK,10/18/18 11:15,47706,OK,10/18/18 11:15,985,OK,10/18/18 11:15,800,OK,10/18/18 11:15,13.1,OK,10/18/18 11:15,14.9,OK,10/18/18 11:15,11.8,OK,10/18/18 11:15,4.4,OK,10/18/18 11:15,4.1,OK,10/18/18 11:15,3.8,OK,10/18/18 11:15,10831572,OK,10/18/18 11:15,18132,OK,10/18/18 11:15,165,OK,10/18/18 11:15,217,OK,10/18/18 11:15,6.2,OK,10/18/18 11:15,6.6,OK,10/18/18 11:15,0,OK,10/18/18 11:15,3.2,OK,10/18/18 11:15,2.9,OK,10/18/18 11:15,3,OK,10/18/18 11:15,4.830000401,OK,10/18/18 11:15,32,OK,10/18/18 11:15,33,OK,,,,,,,,,,10/18/18 11:15,3708573.25,OK,,,,10/18/18 11:15,5092.771484,OK,10/18/18 11:15,4583601.5,OK,10/18/18 11:15,1277.640137,OK,10/18/18 11:15,3.98607666,OK,10/18/18 11:15,187.7008362,OK,10/18/18 11:15,516.3088989,OK,
10/18/18 11:30,10.55093098,OK,10/18/18 11:30,134.8954468,OK,10/18/18 11:30,36313152,OK,10/18/18 11:30,52.07879639,OK,10/18/18 11:30,41.52786255,OK,10/18/18 11:30,305.672699,OK,10/18/18 11:30,1618.745361,OK,10/18/18 11:30,435757824,OK,,,,,,,10/18/18 11:30,64600871,OK,10/18/18 11:30,47911,OK,10/18/18 11:30,985,OK,10/18/18 11:30,820,OK,10/18/18 11:30,13.2,OK,10/18/18 11:30,13.9,OK,10/18/18 11:30,12.9,OK,10/18/18 11:30,4.9,OK,10/18/18 11:30,4.3,OK,10/18/18 11:30,4.6,OK,10/18/18 11:30,10831626,OK,10/18/18 11:30,18186,OK,10/18/18 11:30,165,OK,10/18/18 11:30,215,OK,10/18/18 11:30,7.6,OK,10/18/18 11:30,7.9,OK,10/18/18 11:30,0,OK,10/18/18 11:30,3.1,OK,10/18/18 11:30,3.1,OK,10/18/18 11:30,3,OK,10/18/18 11:30,4.840000153,OK,10/18/18 11:30,32,OK,10/18/18 11:30,33,OK,,,,,,,,,,10/18/18 11:30,3709594.5,OK,,,,10/18/18 11:30,4900.083984,OK,10/18/18 11:30,4584906,OK,10/18/18 11:30,1277.604492,OK,10/18/18 11:30,3.835368408,OK,10/18/18 11:30,182.8908844,OK,10/18/18 11:30,515.3565063,OK,
10/18/18 11:45,10.67356968,OK,10/18/18 11:45,136.0778198,OK,10/18/18 11:45,36313188,OK,10/18/18 11:45,52.17211151,OK,10/18/18 11:45,41.49854279,OK,10/18/18 11:45,304.8098145,OK,10/18/18 11:45,1632.933838,OK,10/18/18 11:45,435758256,OK,,,,,,,10/18/18 11:45,64601075,OK,10/18/18 11:45,48115,OK,10/18/18 11:45,985,OK,10/18/18 11:45,819,OK,10/18/18 11:45,13.4,OK,10/18/18 11:45,14.5,OK,10/18/18 11:45,13.5,OK,10/18/18 11:45,5,OK,10/18/18 11:45,4.4,OK,10/18/18 11:45,4.6,OK,10/18/18 11:45,10831681,OK,10/18/18 11:45,18241,OK,10/18/18 11:45,165,OK,10/18/18 11:45,218,OK,10/18/18 11:45,6.8,OK,10/18/18 11:45,6.6,OK,10/18/18 11:45,4,OK,10/18/18 11:45,3.3,OK,10/18/18 11:45,3,OK,10/18/18 11:45,3,OK,10/18/18 11:45,4.850000381,OK,10/18/18 11:45,32,OK,10/18/18 11:45,33,OK,,,,,,,,,,10/18/18 11:45,3710600.5,OK,,,,10/18/18 11:45,4854.849609,OK,10/18/18 11:45,4586190.5,OK,10/18/18 11:45,1276.137939,OK,10/18/18 11:45,3.804337646,OK,10/18/18 11:45,184.6561432,OK,10/18/18 11:45,512.9915771,OK,
10/18/18 12:00,11.10633278,OK,10/18/18 12:00,137.2193298,OK,10/18/18 12:00,36313224,OK,10/18/18 12:00,52.53377151,OK,10/18/18 12:00,41.42743683,OK,10/18/18 12:00,295.3959351,OK,10/18/18 12:00,1646.631958,OK,10/18/18 12:00,435758688,OK,,,,,,,10/18/18 12:00,64601281,OK,10/18/18 12:00,48321,OK,10/18/18 12:00,985,OK,10/18/18 12:00,822,OK,10/18/18 12:00,12.9,OK,10/18/18 12:00,14.4,OK,10/18/18 12:00,12.2,OK,10/18/18 12:00,4.8,OK,10/18/18 12:00,4.1,OK,10/18/18 12:00,4.2,OK,10/18/18 12:00,10831735,OK,10/18/18 12:00,18295,OK,10/18/18 12:00,165,OK,10/18/18 12:00,217,OK,10/18/18 12:00,6.5,OK,10/18/18 12:00,7.4,OK,10/18/18 12:00,3.5,OK,10/18/18 12:00,3.2,OK,10/18/18 12:00,2.9,OK,10/18/18 12:00,3.1,OK,10/18/18 12:00,4.830000401,OK,10/18/18 12:00,32,OK,10/18/18 12:00,33,OK,,,,,,,,,,10/18/18 12:00,3711558.75,OK,,,,10/18/18 12:00,4148.052734,OK,10/18/18 12:00,4587412,OK,10/18/18 12:00,1273.048096,OK,10/18/18 12:00,3.258362549,OK,10/18/18 12:00,183.8578033,OK,10/18/18 12:00,507.1566772,OK,
10/18/18 12:15,10.94307804,OK,10/18/18 12:15,137.9594879,OK,10/18/18 12:15,36313256,OK,10/18/18 12:15,52.46366119,OK,10/18/18 12:15,41.52058411,OK,10/18/18 12:15,301.3137512,OK,10/18/18 12:15,1654.916748,OK,10/18/18 12:15,435759072,OK,,,,,,,10/18/18 12:15,64601487,OK,10/18/18 12:15,48527,OK,10/18/18 12:15,985,OK,10/18/18 12:15,821,OK,10/18/18 12:15,12.8,OK,10/18/18 12:15,13.8,OK,10/18/18 12:15,13.3,OK,10/18/18 12:15,4.5,OK,10/18/18 12:15,4.3,OK,10/18/18 12:15,4.6,OK,10/18/18 12:15,10831790,OK,10/18/18 12:15,18350,OK,10/18/18 12:15,165,OK,10/18/18 12:15,219,OK,10/18/18 12:15,6.7,OK,10/18/18 12:15,7.4,OK,10/18/18 12:15,3.9,OK,10/18/18 12:15,3.1,OK,10/18/18 12:15,2.8,OK,10/18/18 12:15,3,OK,10/18/18 12:15,4.840000153,OK,10/18/18 12:15,32,OK,10/18/18 12:15,33,OK,,,,,,,,,,10/18/18 12:15,3712477,OK,,,,10/18/18 12:15,4636.368164,OK,10/18/18 12:15,4588579,OK,10/18/18 12:15,1270.413574,OK,10/18/18 12:15,3.649494629,OK,10/18/18 12:15,184.7564545,OK,10/18/18 12:15,502.4888611,OK,
10/18/18 12:30,10.77541924,OK,10/18/18 12:30,135.637207,OK,10/18/18 12:30,36313288,OK,10/18/18 12:30,52.0736618,OK,10/18/18 12:30,41.29824066,OK,10/18/18 12:30,301.6058044,OK,10/18/18 12:30,1627.646484,OK,10/18/18 12:30,435759456,OK,,,,,,,10/18/18 12:30,64601692,OK,10/18/18 12:30,48732,OK,10/18/18 12:30,985,OK,10/18/18 12:30,823,OK,10/18/18 12:30,13,OK,10/18/18 12:30,14.9,OK,10/18/18 12:30,12.1,OK,10/18/18 12:30,4.3,OK,10/18/18 12:30,3.9,OK,10/18/18 12:30,3.8,OK,10/18/18 12:30,10831846,OK,10/18/18 12:30,18406,OK,10/18/18 12:30,165,OK,10/18/18 12:30,222,OK,10/18/18 12:30,6,OK,10/18/18 12:30,7.1,OK,10/18/18 12:30,0,OK,10/18/18 12:30,3,OK,10/18/18 12:30,2.9,OK,10/18/18 12:30,3,OK,10/18/18 12:30,4.850000381,OK,10/18/18 12:30,32,OK,10/18/18 12:30,33,OK,,,,,,,,,,10/18/18 12:30,3713415.5,OK,,,,10/18/18 12:30,3993.300293,OK,10/18/18 12:30,4589772,OK,10/18/18 12:30,1270.610107,OK,10/18/18 12:30,3.142820801,OK,10/18/18 12:30,185.0840607,OK,10/18/18 12:30,502.9156494,OK,
10/18/18 12:45,11.17210007,OK,10/18/18 12:45,134.9060211,OK,10/18/18 12:45,36313324,OK,10/18/18 12:45,52.61368561,OK,10/18/18 12:45,41.44158554,OK,10/18/18 12:45,288.6110535,OK,10/18/18 12:45,1618.32019,OK,10/18/18 12:45,435759888,OK,,,,,,,10/18/18 12:45,64601900,OK,10/18/18 12:45,48940,OK,10/18/18 12:45,985,OK,10/18/18 12:45,828,OK,10/18/18 12:45,13.6,OK,10/18/18 12:45,14.8,OK,10/18/18 12:45,14.1,OK,10/18/18 12:45,4,OK,10/18/18 12:45,4.3,OK,10/18/18 12:45,4.4,OK,10/18/18 12:45,10831901,OK,10/18/18 12:45,18461,OK,10/18/18 12:45,165,OK,10/18/18 12:45,220,OK,10/18/18 12:45,8,OK,10/18/18 12:45,7.3,OK,10/18/18 12:45,5.8,OK,10/18/18 12:45,3.1,OK,10/18/18 12:45,2.8,OK,10/18/18 12:45,3,OK,10/18/18 12:45,4.870000362,OK,10/18/18 12:45,32,OK,10/18/18 12:45,33,OK,,,,,,,,,,10/18/18 12:45,3714340.5,OK,,,,10/18/18 12:45,4485.471191,OK,10/18/18 12:45,4590948,OK,10/18/18 12:45,1271.28418,OK,10/18/18 12:45,3.528327637,OK,10/18/18 12:45,186.5645905,OK,10/18/18 12:45,504.4087524,OK,
10/18/18 13:00,11.28617668,OK,10/18/18 13:00,140.6125488,OK,10/18/18 13:00,36313360,OK,10/18/18 13:00,52.57030869,OK,10/18/18 13:00,41.28413391,OK,10/18/18 13:00,297.8721008,OK,10/18/18 13:00,1687.350586,OK,10/18/18 13:00,435760320,OK,,,,,,,10/18/18 13:00,64602106,OK,10/18/18 13:00,49146,OK,10/18/18 13:00,985,OK,10/18/18 13:00,828,OK,10/18/18 13:00,12.8,OK,10/18/18 13:00,14,OK,10/18/18 13:00,13,OK,10/18/18 13:00,4.8,OK,10/18/18 13:00,4,OK,10/18/18 13:00,4.4,OK,10/18/18 13:00,10831956,OK,10/18/18 13:00,18516,OK,10/18/18 13:00,165,OK,10/18/18 13:00,218,OK,10/18/18 13:00,6.2,OK,10/18/18 13:00,6.6,OK,10/18/18 13:00,4.7,OK,10/18/18 13:00,3,OK,10/18/18 13:00,2.8,OK,10/18/18 13:00,2.9,OK,10/18/18 13:00,4.850000381,OK,10/18/18 13:00,32,OK,10/18/18 13:00,33,OK,,,,,,,,,,10/18/18 13:00,3715241.5,OK,,,,10/18/18 13:00,4217.590332,OK,10/18/18 13:00,4592094,OK,10/18/18 13:00,1271.741333,OK,10/18/18 13:00,3.316391113,OK,10/18/18 13:00,184.3937531,OK,10/18/18 13:00,504.8583984,OK,
10/18/18 13:15,10.46836376,OK,10/18/18 13:15,130.9068604,OK,10/18/18 13:15,36313392,OK,10/18/18 13:15,52.01525879,OK,10/18/18 13:15,41.54689026,OK,10/18/18 13:15,298.9732056,OK,10/18/18 13:15,1570.882324,OK,10/18/18 13:15,435760704,OK,,,,,,,10/18/18 13:15,64602314,OK,10/18/18 13:15,49354,OK,10/18/18 13:15,985,OK,10/18/18 13:15,828,OK,10/18/18 13:15,13.3,OK,10/18/18 13:15,14.3,OK,10/18/18 13:15,13.2,OK,10/18/18 13:15,4.9,OK,10/18/18 13:15,4.3,OK,10/18/18 13:15,4.6,OK,10/18/18 13:15,10832011,OK,10/18/18 13:15,18571,OK,10/18/18 13:15,165,OK,10/18/18 13:15,219,OK,10/18/18 13:15,7.9,OK,10/18/18 13:15,6.6,OK,10/18/18 13:15,4,OK,10/18/18 13:15,3.1,OK,10/18/18 13:15,2.8,OK,10/18/18 13:15,3,OK,10/18/18 13:15,4.860000134,OK,10/18/18 13:15,32,OK,10/18/18 13:15,33,OK,,,,,,,,,,10/18/18 13:15,3716131,OK,,,,10/18/18 13:15,4414.049805,OK,10/18/18 13:15,4593225,OK,10/18/18 13:15,1271.219482,OK,10/18/18 13:15,3.472295898,OK,10/18/18 13:15,186.5347443,OK,10/18/18 13:15,504.3040771,OK,
10/18/18 13:30,11.44957066,OK,10/18/18 13:30,143.2193298,OK,10/18/18 13:30,36313428,OK,10/18/18 13:30,52.80796051,OK,10/18/18 13:30,41.35839081,OK,10/18/18 13:30,299.072998,OK,10/18/18 13:30,1718.631958,OK,10/18/18 13:30,435761136,OK,,,,,,,10/18/18 13:30,64602521,OK,10/18/18 13:30,49561,OK,10/18/18 13:30,985,OK,10/18/18 13:30,831,OK,10/18/18 13:30,13.8,OK,10/18/18 13:30,14.6,OK,10/18/18 13:30,14,OK,10/18/18 13:30,4.1,OK,10/18/18 13:30,4.2,OK,10/18/18 13:30,4.4,OK,10/18/18 13:30,10832066,OK,10/18/18 13:30,18626,OK,10/18/18 13:30,165,OK,10/18/18 13:30,220,OK,10/18/18 13:30,8.4,OK,10/18/18 13:30,5.5,OK,10/18/18 13:30,4.6,OK,10/18/18 13:30,3.1,OK,10/18/18 13:30,2.8,OK,10/18/18 13:30,3.1,OK,10/18/18 13:30,4.870000362,OK,10/18/18 13:30,32,OK,10/18/18 13:30,33,OK,,,,,,,,,,10/18/18 13:30,3717022.75,OK,,,,10/18/18 13:30,3672.102051,OK,10/18/18 13:30,4594359,OK,10/18/18 13:30,1271.32666,OK,10/18/18 13:30,2.888377441,OK,10/18/18 13:30,184.3045349,OK,10/18/18 13:30,504.0957947,OK,
10/18/18 13:45,10.61130047,OK,10/18/18 13:45,134.4042206,OK,10/18/18 13:45,36313464,OK,10/18/18 13:45,52.01396942,OK,10/18/18 13:45,41.40267181,OK,10/18/18 13:45,302.8198547,OK,10/18/18 13:45,1612.850647,OK,10/18/18 13:45,435761568,OK,,,,,,,10/18/18 13:45,64602728,OK,10/18/18 13:45,49768,OK,10/18/18 13:45,985,OK,10/18/18 13:45,828,OK,10/18/18 13:45,12.7,OK,10/18/18 13:45,14.9,OK,10/18/18 13:45,11.9,OK,10/18/18 13:45,4.4,OK,10/18/18 13:45,3.9,OK,10/18/18 13:45,3.8,OK,10/18/18 13:45,10832121,OK,10/18/18 13:45,18681,OK,10/18/18 13:45,165,OK,10/18/18 13:45,221,OK,10/18/18 13:45,6.8,OK,10/18/18 13:45,6.5,OK,10/18/18 13:45,4.3,OK,10/18/18 13:45,3.1,OK,10/18/18 13:45,2.8,OK,10/18/18 13:45,3,OK,10/18/18 13:45,4.880000114,OK,10/18/18 13:45,32,OK,10/18/18 13:45,33,OK,,,,,,,,,,10/18/18 13:45,3717916.25,OK,,,,10/18/18 13:45,4744.600586,OK,10/18/18 13:45,4595494.5,OK,10/18/18 13:45,1272.652344,OK,10/18/18 13:45,3.728119385,OK,10/18/18 13:45,187.3111725,OK,10/18/18 13:45,507.0777588,OK,
10/18/18 14:00,10.69094944,OK,10/18/18 14:00,136.5338898,OK,10/18/18 14:00,36313496,OK,10/18/18 14:00,52.11447144,OK,10/18/18 14:00,41.42352295,OK,10/18/18 14:00,305.3297729,OK,10/18/18 14:00,1638.406677,OK,10/18/18 14:00,435761952,OK,,,,,,,10/18/18 14:00,64602934,OK,10/18/18 14:00,49974,OK,10/18/18 14:00,985,OK,10/18/18 14:00,821,OK,10/18/18 14:00,13.1,OK,10/18/18 14:00,14.9,OK,10/18/18 14:00,13.1,OK,10/18/18 14:00,3.9,OK,10/18/18 14:00,4.6,OK,10/18/18 14:00,4,OK,10/18/18 14:00,10832177,OK,10/18/18 14:00,18737,OK,10/18/18 14:00,165,OK,10/18/18 14:00,221,OK,10/18/18 14:00,8,OK,10/18/18 14:00,5.4,OK,10/18/18 14:00,6,OK,10/18/18 14:00,3.1,OK,10/18/18 14:00,2.8,OK,10/18/18 14:00,3.1,OK,10/18/18 14:00,4.860000134,OK,10/18/18 14:00,32,OK,10/18/18 14:00,33,OK,,,,,,,,,,10/18/18 14:00,3718717,OK,,,,10/18/18 14:00,3733.483887,OK,10/18/18 14:00,4596513.5,OK,10/18/18 14:00,1272.136841,OK,10/18/18 14:00,2.934800781,OK,10/18/18 14:00,184.6336975,OK,10/18/18 14:00,505.6335449,OK,
