OSU_RTS.MDBUS_E3.107_E02 Time [SNAP],OSU_RTS.MDBUS_E3.107_E02 Value [SNAP],OSU_RTS.MDBUS_E3.107_E02 Status [SNAP],OSU_RTS.MDBUS_RT.107S_C Time [SNAP],OSU_RTS.MDBUS_RT.107S_C Value [SNAP],OSU_RTS.MDBUS_RT.107S_C Status [SNAP],OSU_RTS.MDBUS_RT.107S_HF Time [SNAP],OSU_RTS.MDBUS_RT.107S_HF Value [SNAP],OSU_RTS.MDBUS_RT.107S_HF Status [SNAP],OSU_RTS.MDBUS_RT.107S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.107S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.107S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.107S_I Time [SNAP],OSU_RTS.MDBUS_RT.107S_I Value [SNAP],OSU_RTS.MDBUS_RT.107S_I Status [SNAP],OSU_RTS.MDBUS_RT.107S_P Time [SNAP],OSU_RTS.MDBUS_RT.107S_P Value [SNAP],OSU_RTS.MDBUS_RT.107S_P Status [SNAP],OSU_RTS.MDBUS_RT.107S_T Time [SNAP],OSU_RTS.MDBUS_RT.107S_T Value [SNAP],OSU_RTS.MDBUS_RT.107S_T Status [SNAP],Comments
10/15/18 0:00,192485.417,OK,10/15/18 0:00,63798.40625,OK,10/15/18 0:00,683.0914307,OK,10/15/18 0:00,77123.85938,OK,10/15/18 0:00,0.561016296,OK,10/15/18 0:00,184.5005646,OK,10/15/18 0:00,412.0567932,OK,
10/15/18 0:15,192496.531,OK,10/15/18 0:15,63932.50781,OK,10/15/18 0:15,632.2861938,OK,10/15/18 0:15,77287.14063,OK,10/15/18 0:15,0.519355591,OK,10/15/18 0:15,183.111496,OK,10/15/18 0:15,411.3968506,OK,
10/15/18 0:30,192508.128,OK,10/15/18 0:30,64065.10156,OK,10/15/18 0:30,661.5408936,OK,10/15/18 0:30,77448.52344,OK,10/15/18 0:30,0.54360022,OK,10/15/18 0:30,184.1528778,OK,10/15/18 0:30,410.9089355,OK,
10/15/18 0:45,192519.3,OK,10/15/18 0:45,64196.62891,OK,10/15/18 0:45,699.4788208,OK,10/15/18 0:45,77608.46094,OK,10/15/18 0:45,0.574920776,OK,10/15/18 0:45,183.1103973,OK,10/15/18 0:45,410.0945129,OK,
10/15/18 1:00,192530.658,OK,10/15/18 1:00,64329.87109,OK,10/15/18 1:00,695.7160034,OK,10/15/18 1:00,77770.57813,OK,10/15/18 1:00,0.571905945,OK,10/15/18 1:00,183.7787323,OK,10/15/18 1:00,410.0204468,OK,
10/15/18 1:15,192542.195,OK,10/15/18 1:15,64464.45313,OK,10/15/18 1:15,648.1398926,OK,10/15/18 1:15,77934.39063,OK,10/15/18 1:15,0.532733276,OK,10/15/18 1:15,184.448822,OK,10/15/18 1:15,410.4549866,OK,
10/15/18 1:30,192553.454,OK,10/15/18 1:30,64595.51563,OK,10/15/18 1:30,655.0927124,OK,10/15/18 1:30,78093.83594,OK,10/15/18 1:30,0.538520813,OK,10/15/18 1:30,183.5661774,OK,10/15/18 1:30,409.9244385,OK,
10/15/18 1:45,192564.782,OK,10/15/18 1:45,64725.76953,OK,10/15/18 1:45,617.1168213,OK,10/15/18 1:45,78252.27344,OK,10/15/18 1:45,0.507415894,OK,10/15/18 1:45,184.8121185,OK,10/15/18 1:45,409.8511963,OK,
10/15/18 2:00,192576.284,OK,10/15/18 2:00,64854.51563,OK,10/15/18 2:00,696.187439,OK,10/15/18 2:00,78408.83594,OK,10/15/18 2:00,0.572585449,OK,10/15/18 2:00,184.44487,OK,10/15/18 2:00,409.1870728,OK,
10/15/18 2:15,192587.538,OK,10/15/18 2:15,64986.47656,OK,10/15/18 2:15,634.2763672,OK,10/15/18 2:15,78569.27344,OK,10/15/18 2:15,0.521741821,OK,10/15/18 2:15,183.9321747,OK,10/15/18 2:15,408.7562561,OK,
10/15/18 2:30,192599.153,OK,10/15/18 2:30,65115.30078,OK,10/15/18 2:30,625.8259277,OK,10/15/18 2:30,78725.875,OK,10/15/18 2:30,0.51492041,OK,10/15/18 2:30,183.6416168,OK,10/15/18 2:30,408.1673584,OK,
10/15/18 2:45,192610.214,OK,10/15/18 2:45,65245.58984,OK,10/15/18 2:45,639.7549438,OK,10/15/18 2:45,78884.19531,OK,10/15/18 2:45,0.526537231,OK,10/15/18 2:45,183.7338409,OK,10/15/18 2:45,407.6013184,OK,
10/15/18 3:00,192621.723,OK,10/15/18 3:00,65375.98828,OK,10/15/18 3:00,651.4934692,OK,10/15/18 3:00,79042.60156,OK,10/15/18 3:00,0.536420715,OK,10/15/18 3:00,184.9084167,OK,10/15/18 3:00,407.126709,OK,
10/15/18 3:15,192633.449,OK,10/15/18 3:15,65505.17188,OK,10/15/18 3:15,619.7802124,OK,10/15/18 3:15,79199.50781,OK,10/15/18 3:15,0.510270264,OK,10/15/18 3:15,183.2788239,OK,10/15/18 3:15,406.7946777,OK,
10/15/18 3:30,192644.597,OK,10/15/18 3:30,65637.57031,OK,10/15/18 3:30,649.0619507,OK,10/15/18 3:30,79360.30469,OK,10/15/18 3:30,0.534452759,OK,10/15/18 3:30,184.8272858,OK,10/15/18 3:30,406.9754028,OK,
10/15/18 3:45,192656.077,OK,10/15/18 3:45,65766.19531,OK,10/15/18 3:45,660.0467529,OK,10/15/18 3:45,79516.39844,OK,10/15/18 3:45,0.54360321,OK,10/15/18 3:45,184.8008575,OK,10/15/18 3:45,406.5811768,OK,
10/15/18 4:00,192667.373,OK,10/15/18 4:00,65896.625,OK,10/15/18 4:00,653.9672241,OK,10/15/18 4:00,79674.85938,OK,10/15/18 4:00,0.538650208,OK,10/15/18 4:00,183.8295746,OK,10/15/18 4:00,406.088562,OK,
10/15/18 4:15,192678.812,OK,10/15/18 4:15,66025.83594,OK,10/15/18 4:15,618.0164795,OK,10/15/18 4:15,79831.71094,OK,10/15/18 4:15,0.509125427,OK,10/15/18 4:15,182.8846893,OK,10/15/18 4:15,405.458252,OK,
10/15/18 4:30,192690.687,OK,10/15/18 4:30,66158.45313,OK,10/15/18 4:30,685.0961914,OK,10/15/18 4:30,79992.6875,OK,10/15/18 4:30,0.564424438,OK,10/15/18 4:30,184.5784149,OK,10/15/18 4:30,405.8474426,OK,
10/15/18 4:45,192702.025,OK,10/15/18 4:45,66289.11719,OK,10/15/18 4:45,648.4887695,OK,10/15/18 4:45,80151.29688,OK,10/15/18 4:45,0.534259155,OK,10/15/18 4:45,183.9745026,OK,10/15/18 4:45,405.6828613,OK,
10/15/18 5:00,192713.556,OK,10/15/18 5:00,66418.8125,OK,10/15/18 5:00,626.706604,OK,10/15/18 5:00,80308.70313,OK,10/15/18 5:00,0.516433655,OK,10/15/18 5:00,184.1637726,OK,10/15/18 5:00,405.2739258,OK,
10/15/18 5:15,192725.28,OK,10/15/18 5:15,66546.78125,OK,10/15/18 5:15,0,OK,10/15/18 5:15,80463.99219,OK,10/15/18 5:15,0,OK,10/15/18 5:15,183.8471527,OK,10/15/18 5:15,404.8750305,OK,
10/15/18 5:30,192736.724,OK,10/15/18 5:30,66676.625,OK,10/15/18 5:30,646.3838501,OK,10/15/18 5:30,80621.53125,OK,10/15/18 5:30,0.532768005,OK,10/15/18 5:30,184.0013275,OK,10/15/18 5:30,404.7776489,OK,
10/15/18 5:45,192748.366,OK,10/15/18 5:45,66808,OK,10/15/18 5:45,664.6729126,OK,10/15/18 5:45,80780.83594,OK,10/15/18 5:45,0.54784259,OK,10/15/18 5:45,184.1246948,OK,10/15/18 5:45,404.8144836,OK,
10/15/18 6:00,192759.785,OK,10/15/18 6:00,66936.46875,OK,10/15/18 6:00,608.5913086,OK,10/15/18 6:00,80936.78906,OK,10/15/18 6:00,0.501581573,OK,10/15/18 6:00,183.8478851,OK,10/15/18 6:00,404.8771973,OK,
10/15/18 6:15,192771.557,OK,10/15/18 6:15,67064.46094,OK,10/15/18 6:15,624.5211182,OK,10/15/18 6:15,81092.09375,OK,10/15/18 6:15,0.514649719,OK,10/15/18 6:15,183.8799591,OK,10/15/18 6:15,405.1221619,OK,
10/15/18 6:30,192783.309,OK,10/15/18 6:30,67188.89844,OK,10/15/18 6:30,630.6487427,OK,10/15/18 6:30,81243.11719,OK,10/15/18 6:30,0.519560669,OK,10/15/18 6:30,183.0777283,OK,10/15/18 6:30,405.4107666,OK,
10/15/18 6:45,192794.472,OK,10/15/18 6:45,67314.96094,OK,10/15/18 6:45,620.6832886,OK,10/15/18 6:45,81396.16406,OK,10/15/18 6:45,0.511188599,OK,10/15/18 6:45,184.0666656,OK,10/15/18 6:45,406.3424683,OK,
10/15/18 7:00,192806.112,OK,10/15/18 7:00,67437.04688,OK,10/15/18 7:00,588.8460083,OK,10/15/18 7:00,81544.44531,OK,10/15/18 7:00,0.484768982,OK,10/15/18 7:00,183.1915436,OK,10/15/18 7:00,406.8987732,OK,
10/15/18 7:15,192817.867,OK,10/15/18 7:15,67552.53906,OK,10/15/18 7:15,590.4530029,OK,10/15/18 7:15,81684.73438,OK,10/15/18 7:15,0.486033325,OK,10/15/18 7:15,183.7076416,OK,10/15/18 7:15,407.293457,OK,
10/15/18 7:30,192829.641,OK,10/15/18 7:30,67661.09375,OK,10/15/18 7:30,595.8070068,OK,10/15/18 7:30,81816.61719,OK,10/15/18 7:30,0.490336304,OK,10/15/18 7:30,183.3524628,OK,10/15/18 7:30,407.611145,OK,
10/15/18 7:45,192841.708,OK,10/15/18 7:45,67770.32031,OK,10/15/18 7:45,621.5224609,OK,10/15/18 7:45,81949.25781,OK,10/15/18 7:45,0.511435577,OK,10/15/18 7:45,183.1184998,OK,10/15/18 7:45,407.7910156,OK,
10/15/18 8:00,192854.183,OK,10/15/18 8:00,67886.59375,OK,10/15/18 8:00,627.5132446,OK,10/15/18 8:00,82090.5625,OK,10/15/18 8:00,0.516241455,OK,10/15/18 8:00,184.1828461,OK,10/15/18 8:00,408.5884094,OK,
10/15/18 8:15,192866.612,OK,10/15/18 8:15,67985.23438,OK,10/15/18 8:15,617.6472168,OK,10/15/18 8:15,82210.5625,OK,10/15/18 8:15,0.508067139,OK,10/15/18 8:15,183.5300751,OK,10/15/18 8:15,408.6109009,OK,
10/15/18 8:30,192880.273,OK,10/15/18 8:30,68082.25781,OK,10/15/18 8:30,635.3147583,OK,10/15/18 8:30,82328.51563,OK,10/15/18 8:30,0.522645142,OK,10/15/18 8:30,184.8440399,OK,10/15/18 8:30,408.8401794,OK,
10/15/18 8:45,192893.818,OK,10/15/18 8:45,68175.35156,OK,10/15/18 8:45,0,OK,10/15/18 8:45,82441.6875,OK,10/15/18 8:45,0,OK,10/15/18 8:45,184.2970734,OK,10/15/18 8:45,408.9152222,OK,
10/15/18 9:00,192907.347,OK,10/15/18 9:00,68253.71875,OK,10/15/18 9:00,0,OK,10/15/18 9:00,82536.95313,OK,10/15/18 9:00,0,OK,10/15/18 9:00,183.257431,OK,10/15/18 9:00,408.5089722,OK,
10/15/18 9:15,192921.937,OK,10/15/18 9:15,68369.25781,OK,10/15/18 9:15,594.3937988,OK,10/15/18 9:15,82677.4375,OK,10/15/18 9:15,0.488814575,OK,10/15/18 9:15,184.0164337,OK,10/15/18 9:15,409.2816162,OK,
10/15/18 9:30,192936.786,OK,10/15/18 9:30,68461.75781,OK,10/15/18 9:30,593.2332153,OK,10/15/18 9:30,82789.83594,OK,10/15/18 9:30,0.487941193,OK,10/15/18 9:30,182.9355621,OK,10/15/18 9:30,408.6209717,OK,
10/15/18 9:45,192951.666,OK,10/15/18 9:45,68565.96094,OK,10/15/18 9:45,603.4235229,OK,10/15/18 9:45,82916.60938,OK,10/15/18 9:45,0.49637207,OK,10/15/18 9:45,184.1799011,OK,10/15/18 9:45,408.7878418,OK,
10/15/18 10:00,192966.987,OK,10/15/18 10:00,68663.42188,OK,10/15/18 10:00,626.3859863,OK,10/15/18 10:00,83035.09375,OK,10/15/18 10:00,0.515230896,OK,10/15/18 10:00,184.0298004,OK,10/15/18 10:00,408.862915,OK,
10/15/18 10:15,192982.665,OK,10/15/18 10:15,68767.625,OK,10/15/18 10:15,631.6681519,OK,10/15/18 10:15,83161.78125,OK,10/15/18 10:15,0.519522949,OK,10/15/18 10:15,183.9067383,OK,10/15/18 10:15,409.0252075,OK,
10/15/18 10:30,192998.082,OK,10/15/18 10:30,68878.16406,OK,10/15/18 10:30,612.1205444,OK,10/15/18 10:30,83296.21094,OK,10/15/18 10:30,0.502969391,OK,10/15/18 10:30,178.1319275,OK,10/15/18 10:30,409.2078857,OK,
10/15/18 10:45,193013.281,OK,10/15/18 10:45,68989.78906,OK,10/15/18 10:45,611.6660767,OK,10/15/18 10:45,83432.03906,OK,10/15/18 10:45,0.50245517,OK,10/15/18 10:45,179.4042816,OK,10/15/18 10:45,410.1532593,OK,
10/15/18 11:00,193029.211,OK,10/15/18 11:00,69100.17969,OK,10/15/18 11:00,623.0118408,OK,10/15/18 11:00,83566.39063,OK,10/15/18 11:00,0.511702515,OK,10/15/18 11:00,179.9374542,OK,10/15/18 11:00,410.5975952,OK,
10/15/18 11:15,193045.877,OK,10/15/18 11:15,69215.375,OK,10/15/18 11:15,658.6865234,OK,10/15/18 11:15,83706.64063,OK,10/15/18 11:15,0.541155334,OK,10/15/18 11:15,186.8271637,OK,10/15/18 11:15,412.0689087,OK,
10/15/18 11:30,193061.706,OK,10/15/18 11:30,69323.83594,OK,10/15/18 11:30,676.4788208,OK,10/15/18 11:30,83838.70313,OK,10/15/18 11:30,0.555710388,OK,10/15/18 11:30,185.9373932,OK,10/15/18 11:30,412.0220337,OK,
10/15/18 11:45,193078.084,OK,10/15/18 11:45,69442.38281,OK,10/15/18 11:45,588.9380493,OK,10/15/18 11:45,83982.89844,OK,10/15/18 11:45,0.483782745,OK,10/15/18 11:45,183.1123505,OK,10/15/18 11:45,411.2606812,OK,
10/15/18 12:00,193093.959,OK,10/15/18 12:00,69544.15625,OK,10/15/18 12:00,605.0722046,OK,10/15/18 12:00,84106.89844,OK,10/15/18 12:00,0.496907532,OK,10/15/18 12:00,177.3401794,OK,10/15/18 12:00,410.0697021,OK,
10/15/18 12:15,193110.357,OK,10/15/18 12:15,69658.74219,OK,10/15/18 12:15,604.3051147,OK,10/15/18 12:15,84246.35156,OK,10/15/18 12:15,0.496512177,OK,10/15/18 12:15,182.1401367,OK,10/15/18 12:15,410.545166,OK,
10/15/18 12:30,193126.911,OK,10/15/18 12:30,69773.3125,OK,10/15/18 12:30,663.696167,OK,10/15/18 12:30,84385.78906,OK,10/15/18 12:30,0.545358459,OK,10/15/18 12:30,184.5294342,OK,10/15/18 12:30,411.065155,OK,
10/15/18 12:45,193142.387,OK,10/15/18 12:45,69896.19531,OK,10/15/18 12:45,640.663147,OK,10/15/18 12:45,84535.35156,OK,10/15/18 12:45,0.526137085,OK,10/15/18 12:45,183.4467926,OK,10/15/18 12:45,411.8730469,OK,
10/15/18 13:00,193158.659,OK,10/15/18 13:00,70018.79688,OK,10/15/18 13:00,678.8152466,OK,10/15/18 13:00,84684.64063,OK,10/15/18 13:00,0.557356262,OK,10/15/18 13:00,185.2637024,OK,10/15/18 13:00,412.8077393,OK,
10/15/18 13:15,193174.718,OK,10/15/18 13:15,70132.41406,OK,10/15/18 13:15,624.1715088,OK,10/15/18 13:15,84823.0625,OK,10/15/18 13:15,0.512144165,OK,10/15/18 13:15,182.6963654,OK,10/15/18 13:15,413.4119568,OK,
10/15/18 13:30,193191.15,OK,10/15/18 13:30,70245.88281,OK,10/15/18 13:30,624.3344727,OK,10/15/18 13:30,84961.3125,OK,10/15/18 13:30,0.51248291,OK,10/15/18 13:30,185.0676422,OK,10/15/18 13:30,413.2990723,OK,
10/15/18 13:45,193207.069,OK,10/15/18 13:45,70353.80469,OK,10/15/18 13:45,635.9452515,OK,10/15/18 13:45,85092.84375,OK,10/15/18 13:45,0.521900879,OK,10/15/18 13:45,185.1345673,OK,10/15/18 13:45,413.7497559,OK,
10/15/18 14:00,193222.55,OK,10/15/18 14:00,70468.92969,OK,10/15/18 14:00,670.6843872,OK,10/15/18 14:00,85233.17969,OK,10/15/18 14:00,0.550064087,OK,10/15/18 14:00,184.1497192,OK,10/15/18 14:00,414.7173157,OK,
10/15/18 14:15,193239.663,OK,10/15/18 14:15,70564.90625,OK,10/15/18 14:15,587.8925171,OK,10/15/18 14:15,85350.20313,OK,10/15/18 14:15,0.482009369,OK,10/15/18 14:15,181.2236176,OK,10/15/18 14:15,414.5147705,OK,
10/15/18 14:30,193256.49,OK,10/15/18 14:30,70670.82813,OK,10/15/18 14:30,660.3682861,OK,10/15/18 14:30,85479.40625,OK,10/15/18 14:30,0.541327209,OK,10/15/18 14:30,181.4012756,OK,10/15/18 14:30,414.9552002,OK,
10/15/18 14:45,193273.821,OK,10/15/18 14:45,70798.82031,OK,10/15/18 14:45,646.8562012,OK,10/15/18 14:45,85635.49219,OK,10/15/18 14:45,0.530473694,OK,10/15/18 14:45,185.6867371,OK,10/15/18 14:45,415.3449402,OK,
10/15/18 15:00,193290.86,OK,10/15/18 15:00,70924.96875,OK,10/15/18 15:00,639.9093628,OK,10/15/18 15:00,85789.32031,OK,10/15/18 15:00,0.524867859,OK,10/15/18 15:00,187.037796,OK,10/15/18 15:00,415.3843994,OK,
10/15/18 15:15,193307.351,OK,10/15/18 15:15,71050.39844,OK,10/15/18 15:15,595.0780029,OK,10/15/18 15:15,85942.28125,OK,10/15/18 15:15,0.48806839,OK,10/15/18 15:15,182.9656525,OK,10/15/18 15:15,414.3330078,OK,
10/15/18 15:30,193324.703,OK,10/15/18 15:30,71168.28906,OK,10/15/18 15:30,0,OK,10/15/18 15:30,86086.00781,OK,10/15/18 15:30,0,OK,10/15/18 15:30,183.3898163,OK,10/15/18 15:30,414.1508484,OK,
10/15/18 15:45,193341.334,OK,10/15/18 15:45,71290.59375,OK,10/15/18 15:45,609.6466064,OK,10/15/18 15:45,86235.00781,OK,10/15/18 15:45,0.50003064,OK,10/15/18 15:45,182.6528168,OK,10/15/18 15:45,414.18396,OK,
10/15/18 16:00,193357.678,OK,10/15/18 16:00,71417.10156,OK,10/15/18 16:00,660.0308838,OK,10/15/18 16:00,86389.33594,OK,10/15/18 16:00,0.541384338,OK,10/15/18 16:00,183.6233063,OK,10/15/18 16:00,414.3577576,OK,
10/15/18 16:15,193374.493,OK,10/15/18 16:15,71548.96094,OK,10/15/18 16:15,657.3898315,OK,10/15/18 16:15,86550,OK,10/15/18 16:15,0.539198486,OK,10/15/18 16:15,185.6830292,OK,10/15/18 16:15,415.0239563,OK,
10/15/18 16:30,193390.433,OK,10/15/18 16:30,71679.94531,OK,10/15/18 16:30,643.9126587,OK,10/15/18 16:30,86709.8125,OK,10/15/18 16:30,0.528091858,OK,10/15/18 16:30,184.3058319,OK,10/15/18 16:30,414.8271484,OK,
10/15/18 16:45,193406.66,OK,10/15/18 16:45,71790.375,OK,10/15/18 16:45,686.4478149,OK,10/15/18 16:45,86844.53906,OK,10/15/18 16:45,0.562181335,OK,10/15/18 16:45,170.2555695,OK,10/15/18 16:45,413.6498108,OK,
10/15/18 17:00,193421.357,OK,10/15/18 17:00,71917.80469,OK,10/15/18 17:00,685.2858887,OK,10/15/18 17:00,86999.80469,OK,10/15/18 17:00,0.561995239,OK,10/15/18 17:00,182.7628937,OK,10/15/18 17:00,414.4821777,OK,
10/15/18 17:15,193436.079,OK,10/15/18 17:15,72047.22656,OK,10/15/18 17:15,657.8834839,OK,10/15/18 17:15,87157.69531,OK,10/15/18 17:15,0.539531189,OK,10/15/18 17:15,183.4177399,OK,10/15/18 17:15,414.6368713,OK,
10/15/18 17:30,193450.611,OK,10/15/18 17:30,72179.07031,OK,10/15/18 17:30,675.5914307,OK,10/15/18 17:30,87318.5,OK,10/15/18 17:30,0.553868408,OK,10/15/18 17:30,183.0838013,OK,10/15/18 17:30,415.2141724,OK,
10/15/18 17:45,193465.044,OK,10/15/18 17:45,72306.39063,OK,10/15/18 17:45,665.9013062,OK,10/15/18 17:45,87473.80469,OK,10/15/18 17:45,0.545941345,OK,10/15/18 17:45,182.7058258,OK,10/15/18 17:45,415.0426331,OK,
10/15/18 18:00,193478.742,OK,10/15/18 18:00,72433.01563,OK,10/15/18 18:00,601.7310181,OK,10/15/18 18:00,87628.24219,OK,10/15/18 18:00,0.493288696,OK,10/15/18 18:00,183.0335846,OK,10/15/18 18:00,415.3140259,OK,
10/15/18 18:15,193492.243,OK,10/15/18 18:15,72557.05469,OK,10/15/18 18:15,640.925354,OK,10/15/18 18:15,87779.55469,OK,10/15/18 18:15,0.525316589,OK,10/15/18 18:15,182.4681549,OK,10/15/18 18:15,415.5404968,OK,
10/15/18 18:30,193506.31,OK,10/15/18 18:30,72685.67969,OK,10/15/18 18:30,710.9963989,OK,10/15/18 18:30,87936.5,OK,10/15/18 18:30,0.582507324,OK,10/15/18 18:30,182.6289825,OK,10/15/18 18:30,416.4179688,OK,
10/15/18 18:45,193519.723,OK,10/15/18 18:45,72814.0625,OK,10/15/18 18:45,0,OK,10/15/18 18:45,88093.24219,OK,10/15/18 18:45,0,OK,10/15/18 18:45,181.2242279,OK,10/15/18 18:45,417.481842,OK,
10/15/18 19:00,193532.967,OK,10/15/18 19:00,72940.32813,OK,10/15/18 19:00,627.824585,OK,10/15/18 19:00,88247.48438,OK,10/15/18 19:00,0.513864136,OK,10/15/18 19:00,182.7935333,OK,10/15/18 19:00,418.4269409,OK,
10/15/18 19:15,193545.972,OK,10/15/18 19:15,73065.52344,OK,10/15/18 19:15,664.887207,OK,10/15/18 19:15,88400.49219,OK,10/15/18 19:15,0.543921387,OK,10/15/18 19:15,182.6968079,OK,10/15/18 19:15,419.4414978,OK,
10/15/18 19:30,193559.092,OK,10/15/18 19:30,73190.8125,OK,10/15/18 19:30,688.5611572,OK,10/15/18 19:30,88553.65625,OK,10/15/18 19:30,0.563167419,OK,10/15/18 19:30,183.2035065,OK,10/15/18 19:30,420.0013428,OK,
10/15/18 19:45,193572.17,OK,10/15/18 19:45,73318.125,OK,10/15/18 19:45,681.1185303,OK,10/15/18 19:45,88709.24219,OK,10/15/18 19:45,0.556819885,OK,10/15/18 19:45,183.595108,OK,10/15/18 19:45,421.050415,OK,
10/15/18 20:00,193584.637,OK,10/15/18 20:00,73451.07031,OK,10/15/18 20:00,589.1912231,OK,10/15/18 20:00,88872.00781,OK,10/15/18 20:00,0.481516907,OK,10/15/18 20:00,182.1795959,OK,10/15/18 20:00,421.2911377,OK,
10/15/18 20:15,193597.73,OK,10/15/18 20:15,73576.35156,OK,10/15/18 20:15,0,OK,10/15/18 20:15,89025.29688,OK,10/15/18 20:15,0,OK,10/15/18 20:15,180.6817169,OK,10/15/18 20:15,421.0410461,OK,
10/15/18 20:30,193610.895,OK,10/15/18 20:30,73706.28906,OK,10/15/18 20:30,593.8267212,OK,10/15/18 20:30,89184.28125,OK,10/15/18 20:30,0.485317169,OK,10/15/18 20:30,181.0722504,OK,10/15/18 20:30,420.9337769,OK,
10/15/18 20:45,193623.407,OK,10/15/18 20:45,73837.28906,OK,10/15/18 20:45,622.5140381,OK,10/15/18 20:45,89344.45313,OK,10/15/18 20:45,0.508873962,OK,10/15/18 20:45,183.1296844,OK,10/15/18 20:45,421.0645142,OK,
10/15/18 21:00,193636.215,OK,10/15/18 21:00,73971.16406,OK,10/15/18 21:00,634.8991089,OK,10/15/18 21:00,89508.28906,OK,10/15/18 21:00,0.51876709,OK,10/15/18 21:00,182.1938324,OK,10/15/18 21:00,421.7014771,OK,
10/15/18 21:15,193648.977,OK,10/15/18 21:15,74103.33594,OK,10/15/18 21:15,629.5180664,OK,10/15/18 21:15,89670.15625,OK,10/15/18 21:15,0.514225647,OK,10/15/18 21:15,181.2370453,OK,10/15/18 21:15,422.0040894,OK,
10/15/18 21:30,193661.381,OK,10/15/18 21:30,74228.9375,OK,10/15/18 21:30,706.3497925,OK,10/15/18 21:30,89823.89063,OK,10/15/18 21:30,0.576784058,OK,10/15/18 21:30,178.5794067,OK,10/15/18 21:30,421.9650269,OK,
10/15/18 21:45,193674.022,OK,10/15/18 21:45,74348.0625,OK,10/15/18 21:45,646.8986206,OK,10/15/18 21:45,89969.76563,OK,10/15/18 21:45,0.528394958,OK,10/15/18 21:45,182.4771118,OK,10/15/18 21:45,422.4547119,OK,
10/15/18 22:00,193686.553,OK,10/15/18 22:00,74473.54688,OK,10/15/18 22:00,655.2993164,OK,10/15/18 22:00,90123.4375,OK,10/15/18 22:00,0.535056396,OK,10/15/18 22:00,177.0540771,OK,10/15/18 22:00,421.7068481,OK,
10/15/18 22:15,193698.625,OK,10/15/18 22:15,74608.02344,OK,10/15/18 22:15,630.526062,OK,10/15/18 22:15,90288.02344,OK,10/15/18 22:15,0.514935425,OK,10/15/18 22:15,179.6835022,OK,10/15/18 22:15,422.0196533,OK,
10/15/18 22:30,193711.015,OK,10/15/18 22:30,74738.03906,OK,10/15/18 22:30,683.1207886,OK,10/15/18 22:30,90447.30469,OK,10/15/18 22:30,0.558176697,OK,10/15/18 22:30,178.6693268,OK,10/15/18 22:30,420.6878662,OK,
10/15/18 22:45,193722.724,OK,10/15/18 22:45,74873.03125,OK,10/15/18 22:45,632.7940674,OK,10/15/18 22:45,90612.5,OK,10/15/18 22:45,0.517237488,OK,10/15/18 22:45,179.7984772,OK,10/15/18 22:45,420.2895508,OK,
10/15/18 23:00,193734.802,OK,10/15/18 23:00,75011.19531,OK,10/15/18 23:00,661.9266357,OK,10/15/18 23:00,90781.49219,OK,10/15/18 23:00,0.541215393,OK,10/15/18 23:00,179.2914886,OK,10/15/18 23:00,419.5299377,OK,
10/15/18 23:15,193747.022,OK,10/15/18 23:15,75148.625,OK,10/15/18 23:15,688.6853638,OK,10/15/18 23:15,90949.5625,OK,10/15/18 23:15,0.563210327,OK,10/15/18 23:15,178.3066864,OK,10/15/18 23:15,418.8321228,OK,
10/15/18 23:30,193758.751,OK,10/15/18 23:30,75285.02344,OK,10/15/18 23:30,664.5463867,OK,10/15/18 23:30,91116.32813,OK,10/15/18 23:30,0.543602051,OK,10/15/18 23:30,178.8305817,OK,10/15/18 23:30,418.4989929,OK,
10/15/18 23:45,193770.552,OK,10/15/18 23:45,75422.99219,OK,10/15/18 23:45,684.5253296,OK,10/15/18 23:45,91285.00781,OK,10/15/18 23:45,0.559804382,OK,10/15/18 23:45,178.7212982,OK,10/15/18 23:45,418.9635925,OK,
10/16/18 0:00,193781.497,OK,10/16/18 0:00,75561.75,OK,10/16/18 0:00,652.9448853,OK,10/16/18 0:00,91454.69531,OK,10/16/18 0:00,0.53381665,OK,10/16/18 0:00,178.3934174,OK,10/16/18 0:00,419.4832153,OK,
10/16/18 0:15,193792.393,OK,10/16/18 0:15,75699.60938,OK,10/16/18 0:15,639.0953979,OK,10/16/18 0:15,91623.33594,OK,10/16/18 0:15,0.522445496,OK,10/16/18 0:15,179.0571594,OK,10/16/18 0:15,419.8587646,OK,
10/16/18 0:30,193802.884,OK,10/16/18 0:30,75836.69531,OK,10/16/18 0:30,653.9832764,OK,10/16/18 0:30,91791.00781,OK,10/16/18 0:30,0.534740295,OK,10/16/18 0:30,178.7254791,OK,10/16/18 0:30,419.2940674,OK,
10/16/18 0:45,193813.24,OK,10/16/18 0:45,75971.91406,OK,10/16/18 0:45,696.4899902,OK,10/16/18 0:45,91956.28906,OK,10/16/18 0:45,0.569471497,OK,10/16/18 0:45,179.5200653,OK,10/16/18 0:45,419.6074829,OK,
10/16/18 1:00,193823.281,OK,10/16/18 1:00,76104.55469,OK,10/16/18 1:00,693.6842651,OK,10/16/18 1:00,92118.63281,OK,10/16/18 1:00,0.567056519,OK,10/16/18 1:00,177.9195099,OK,10/16/18 1:00,419.5831909,OK,
