OSU_RTS.MDBUS_E3.107_E02 Time [SNAP],OSU_RTS.MDBUS_E3.107_E02 Value [SNAP],OSU_RTS.MDBUS_E3.107_E02 Status [SNAP],OSU_RTS.MDBUS_RT.107S_C Time [SNAP],OSU_RTS.MDBUS_RT.107S_C Value [SNAP],OSU_RTS.MDBUS_RT.107S_C Status [SNAP],OSU_RTS.MDBUS_RT.107S_HF Time [SNAP],OSU_RTS.MDBUS_RT.107S_HF Value [SNAP],OSU_RTS.MDBUS_RT.107S_HF Status [SNAP],OSU_RTS.MDBUS_RT.107S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.107S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.107S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.107S_I Time [SNAP],OSU_RTS.MDBUS_RT.107S_I Value [SNAP],OSU_RTS.MDBUS_RT.107S_I Status [SNAP],OSU_RTS.MDBUS_RT.107S_P Time [SNAP],OSU_RTS.MDBUS_RT.107S_P Value [SNAP],OSU_RTS.MDBUS_RT.107S_P Status [SNAP],OSU_RTS.MDBUS_RT.107S_T Time [SNAP],OSU_RTS.MDBUS_RT.107S_T Value [SNAP],OSU_RTS.MDBUS_RT.107S_T Status [SNAP],Comments
10/20/18 21:45,199575.039,OK,10/20/18 21:45,138894.3594,OK,10/20/18 21:45,696.2009277,OK,10/20/18 21:45,169053.8125,OK,10/20/18 21:45,0.562802856,OK,10/20/18 21:45,181.5203094,OK,10/20/18 21:45,443.2279663,OK,
10/20/18 22:00,199585.796,OK,10/20/18 22:00,139035.0156,OK,10/20/18 22:00,693.960083,OK,10/20/18 22:00,169227.8125,OK,10/20/18 22:00,0.560912781,OK,10/20/18 22:00,183.8084259,OK,10/20/18 22:00,444.0646973,OK,
10/20/18 22:15,199596.197,OK,10/20/18 22:15,139177.1563,OK,10/20/18 22:15,714.2727051,OK,10/20/18 22:15,169403.5781,OK,10/20/18 22:15,0.577206421,OK,10/20/18 22:15,184.3993073,OK,10/20/18 22:15,444.6448059,OK,
10/20/18 22:30,199606.596,OK,10/20/18 22:30,139318.1406,OK,10/20/18 22:30,684.2828979,OK,10/20/18 22:30,169578.2031,OK,10/20/18 22:30,0.552809387,OK,10/20/18 22:30,180.66008,OK,10/20/18 22:30,444.3442383,OK,
10/20/18 22:45,199616.882,OK,10/20/18 22:45,139458.6719,OK,10/20/18 22:45,705.5966797,OK,10/20/18 22:45,169752.1563,OK,10/20/18 22:45,0.570127502,OK,10/20/18 22:45,182.3222809,OK,10/20/18 22:45,444.3898315,OK,
10/20/18 23:00,199627.425,OK,10/20/18 23:00,139596.75,OK,10/20/18 23:00,688.4254761,OK,10/20/18 23:00,169923.0938,OK,10/20/18 23:00,0.556035034,OK,10/20/18 23:00,175.1364899,OK,10/20/18 23:00,443.4550781,OK,
10/20/18 23:15,199637.831,OK,10/20/18 23:15,139734.4063,OK,10/20/18 23:15,695.1582031,OK,10/20/18 23:15,170093.4531,OK,10/20/18 23:15,0.561855225,OK,10/20/18 23:15,177.1278839,OK,10/20/18 23:15,442.5400696,OK,
10/20/18 23:30,199648.265,OK,10/20/18 23:30,139875.375,OK,10/20/18 23:30,727.6656494,OK,10/20/18 23:30,170267.875,OK,10/20/18 23:30,0.58810498,OK,10/20/18 23:30,177.7266846,OK,10/20/18 23:30,442.7705688,OK,
10/20/18 23:45,199658.511,OK,10/20/18 23:45,140017.9844,OK,10/20/18 23:45,715.3347778,OK,10/20/18 23:45,170444.3438,OK,10/20/18 23:45,0.577934387,OK,10/20/18 23:45,176.1808929,OK,10/20/18 23:45,443.1181641,OK,
10/21/18 0:00,199668.766,OK,10/21/18 0:00,140158.3906,OK,10/21/18 0:00,613.7329102,OK,10/21/18 0:00,170618.1094,OK,10/21/18 0:00,0.49583783,OK,10/21/18 0:00,175.9557953,OK,10/21/18 0:00,443.1091309,OK,
10/21/18 0:15,199679.436,OK,10/21/18 0:15,140297.9844,OK,10/21/18 0:15,692.5637207,OK,10/21/18 0:15,170790.9063,OK,10/21/18 0:15,0.559529541,OK,10/21/18 0:15,175.3378754,OK,10/21/18 0:15,442.9428711,OK,
10/21/18 0:30,199689.812,OK,10/21/18 0:30,140436.6875,OK,10/21/18 0:30,640.9899902,OK,10/21/18 0:30,170962.5469,OK,10/21/18 0:30,0.517962219,OK,10/21/18 0:30,173.6275482,OK,10/21/18 0:30,442.1287842,OK,
10/21/18 0:45,199700.135,OK,10/21/18 0:45,140580.4063,OK,10/21/18 0:45,696.0783691,OK,10/21/18 0:45,171140.3594,OK,10/21/18 0:45,0.562725525,OK,10/21/18 0:45,176.6751556,OK,10/21/18 0:45,441.9661865,OK,
10/21/18 1:00,199710.388,OK,10/21/18 1:00,140724.1406,OK,10/21/18 1:00,649.4616699,OK,10/21/18 1:00,171318.0625,OK,10/21/18 1:00,0.524920715,OK,10/21/18 1:00,175.0666962,OK,10/21/18 1:00,442.0366211,OK,
10/21/18 1:15,199720.941,OK,10/21/18 1:15,140866.0625,OK,10/21/18 1:15,652.9642944,OK,10/21/18 1:15,171493.7344,OK,10/21/18 1:15,0.527868042,OK,10/21/18 1:15,173.7528992,OK,10/21/18 1:15,441.2719727,OK,
10/21/18 1:30,199731.795,OK,10/21/18 1:30,141010.7813,OK,10/21/18 1:30,666.3028564,OK,10/21/18 1:30,171672.7188,OK,10/21/18 1:30,0.538707397,OK,10/21/18 1:30,174.8573151,OK,10/21/18 1:30,441.3095093,OK,
10/21/18 1:45,199742.24,OK,10/21/18 1:45,141155.25,OK,10/21/18 1:45,672.0305786,OK,10/21/18 1:45,171851.4063,OK,10/21/18 1:45,0.543305664,OK,10/21/18 1:45,175.1417694,OK,10/21/18 1:45,441.5085144,OK,
10/21/18 2:00,199752.659,OK,10/21/18 2:00,141297.4219,OK,10/21/18 2:00,678.8205566,OK,10/21/18 2:00,172027.2656,OK,10/21/18 2:00,0.548755798,OK,10/21/18 2:00,173.5733795,OK,10/21/18 2:00,441.273468,OK,
10/21/18 2:15,199763.182,OK,10/21/18 2:15,141442.1406,OK,10/21/18 2:15,687.5944824,OK,10/21/18 2:15,172206.1406,OK,10/21/18 2:15,0.555797485,OK,10/21/18 2:15,173.3834686,OK,10/21/18 2:15,441.4153748,OK,
10/21/18 2:30,199773.788,OK,10/21/18 2:30,141586.8594,OK,10/21/18 2:30,682.7589722,OK,10/21/18 2:30,172385.2656,OK,10/21/18 2:30,0.551932922,OK,10/21/18 2:30,175.2371368,OK,10/21/18 2:30,441.7045288,OK,
10/21/18 2:45,199784.275,OK,10/21/18 2:45,141732.0938,OK,10/21/18 2:45,720.8094482,OK,10/21/18 2:45,172564.9375,OK,10/21/18 2:45,0.582685425,OK,10/21/18 2:45,175.2323456,OK,10/21/18 2:45,441.7290039,OK,
10/21/18 3:00,199794.622,OK,10/21/18 3:00,141877.7188,OK,10/21/18 3:00,673.053894,OK,10/21/18 3:00,172745.0938,OK,10/21/18 3:00,0.5439422,OK,10/21/18 3:00,173.9215851,OK,10/21/18 3:00,441.9341125,OK,
10/21/18 3:15,199805.397,OK,10/21/18 3:15,142022.0156,OK,10/21/18 3:15,679.8164673,OK,10/21/18 3:15,172923.5938,OK,10/21/18 3:15,0.549435364,OK,10/21/18 3:15,173.4030609,OK,10/21/18 3:15,441.7212524,OK,
10/21/18 3:30,199815.964,OK,10/21/18 3:30,142165.2031,OK,10/21/18 3:30,696.8733521,OK,10/21/18 3:30,173100.75,OK,10/21/18 3:30,0.563300293,OK,10/21/18 3:30,174.4918671,OK,10/21/18 3:30,441.6776733,OK,
10/21/18 3:45,199826.492,OK,10/21/18 3:45,142309.4375,OK,10/21/18 3:45,699.9147339,OK,10/21/18 3:45,173279.1875,OK,10/21/18 3:45,0.565690857,OK,10/21/18 3:45,174.1979218,OK,10/21/18 3:45,441.8221436,OK,
10/21/18 4:00,199836.912,OK,10/21/18 4:00,142454.6563,OK,10/21/18 4:00,713.6242065,OK,10/21/18 4:00,173458.875,OK,10/21/18 4:00,0.576617981,OK,10/21/18 4:00,174.0819244,OK,10/21/18 4:00,442.3837891,OK,
10/21/18 4:15,199847.455,OK,10/21/18 4:15,142600.0938,OK,10/21/18 4:15,685.9359741,OK,10/21/18 4:15,173638.8594,OK,10/21/18 4:15,0.554115173,OK,10/21/18 4:15,173.0072327,OK,10/21/18 4:15,442.5979309,OK,
10/21/18 4:30,199858.133,OK,10/21/18 4:30,142745.6875,OK,10/21/18 4:30,706.2123413,OK,10/21/18 4:30,173819.0781,OK,10/21/18 4:30,0.570364502,OK,10/21/18 4:30,173.6757355,OK,10/21/18 4:30,443.2340088,OK,
10/21/18 4:45,199868.522,OK,10/21/18 4:45,142892.5625,OK,10/21/18 4:45,699.1826782,OK,10/21/18 4:45,174000.9219,OK,10/21/18 4:45,0.564614319,OK,10/21/18 4:45,173.7367249,OK,10/21/18 4:45,443.515564,OK,
10/21/18 5:00,199878.901,OK,10/21/18 5:00,143038.5625,OK,10/21/18 5:00,704.7831421,OK,10/21/18 5:00,174181.6094,OK,10/21/18 5:00,0.569193604,OK,10/21/18 5:00,175.0456085,OK,10/21/18 5:00,443.6263428,OK,
10/21/18 5:15,199889.594,OK,10/21/18 5:15,143183.2813,OK,10/21/18 5:15,726.6902466,OK,10/21/18 5:15,174360.9219,OK,10/21/18 5:15,0.587048523,OK,10/21/18 5:15,176.6940765,OK,10/21/18 5:15,443.457489,OK,
10/21/18 5:30,199900.118,OK,10/21/18 5:30,143328.2656,OK,10/21/18 5:30,660.8104248,OK,10/21/18 5:30,174540.3594,OK,10/21/18 5:30,0.534024536,OK,10/21/18 5:30,178.594696,OK,10/21/18 5:30,443.1652222,OK,
10/21/18 5:45,199910.598,OK,10/21/18 5:45,143475.4844,OK,10/21/18 5:45,696.7749023,OK,10/21/18 5:45,174722.4219,OK,10/21/18 5:45,0.563033325,OK,10/21/18 5:45,178.2839813,OK,10/21/18 5:45,443.2912598,OK,
10/21/18 6:00,199921.022,OK,10/21/18 6:00,143621.2969,OK,10/21/18 6:00,726.5027466,OK,10/21/18 6:00,174903,OK,10/21/18 6:00,0.586954651,OK,10/21/18 6:00,179.285675,OK,10/21/18 6:00,443.8928223,OK,
10/21/18 6:15,199931.811,OK,10/21/18 6:15,143765.9375,OK,10/21/18 6:15,656.7959595,OK,10/21/18 6:15,175082.0625,OK,10/21/18 6:15,0.530476013,OK,10/21/18 6:15,176.490387,OK,10/21/18 6:15,443.852356,OK,
10/21/18 6:30,199942.393,OK,10/21/18 6:30,143911.9063,OK,10/21/18 6:30,739.8391113,OK,10/21/18 6:30,175262.7656,OK,10/21/18 6:30,0.59761377,OK,10/21/18 6:30,178.8939056,OK,10/21/18 6:30,444.1869507,OK,
10/21/18 6:45,199952.931,OK,10/21/18 6:45,144057.7969,OK,10/21/18 6:45,712.6676636,OK,10/21/18 6:45,175443.3906,OK,10/21/18 6:45,0.575672424,OK,10/21/18 6:45,178.1003265,OK,10/21/18 6:45,443.9708862,OK,
10/21/18 7:00,199963.531,OK,10/21/18 7:00,144202.5781,OK,10/21/18 7:00,688.7435913,OK,10/21/18 7:00,175622.5313,OK,10/21/18 7:00,0.556445129,OK,10/21/18 7:00,179.2207489,OK,10/21/18 7:00,443.8816223,OK,
10/21/18 7:15,199974.16,OK,10/21/18 7:15,144347.1094,OK,10/21/18 7:15,679.0234375,OK,10/21/18 7:15,175801.5469,OK,10/21/18 7:15,0.54853363,OK,10/21/18 7:15,178.156662,OK,10/21/18 7:15,443.8422241,OK,
10/21/18 7:30,199984.767,OK,10/21/18 7:30,144491.125,OK,10/21/18 7:30,678.8884277,OK,10/21/18 7:30,175979.8281,OK,10/21/18 7:30,0.54836499,OK,10/21/18 7:30,176.0298615,OK,10/21/18 7:30,443.5604248,OK,
10/21/18 7:45,199995.153,OK,10/21/18 7:45,144637.625,OK,10/21/18 7:45,682.166748,OK,10/21/18 7:45,176161.1719,OK,10/21/18 7:45,0.550948181,OK,10/21/18 7:45,176.258316,OK,10/21/18 7:45,443.8467102,OK,
10/21/18 8:00,200005.608,OK,10/21/18 8:00,144784.375,OK,10/21/18 8:00,654.3305664,OK,10/21/18 8:00,176342.8594,OK,10/21/18 8:00,0.528329651,OK,10/21/18 8:00,176.2189789,OK,10/21/18 8:00,444.3709717,OK,
10/21/18 8:15,200016.323,OK,10/21/18 8:15,144931.2344,OK,10/21/18 8:15,734.3856812,OK,10/21/18 8:15,176524.75,OK,10/21/18 8:15,0.592914551,OK,10/21/18 8:15,178.9514008,OK,10/21/18 8:15,445.2183838,OK,
10/21/18 8:30,200026.853,OK,10/21/18 8:30,145077.4219,OK,10/21/18 8:30,649.059021,OK,10/21/18 8:30,176705.8438,OK,10/21/18 8:30,0.523862671,OK,10/21/18 8:30,176.8619537,OK,10/21/18 8:30,445.3534851,OK,
10/21/18 8:45,200037.329,OK,10/21/18 8:45,145222.7969,OK,10/21/18 8:45,656.4647217,OK,10/21/18 8:45,176885.9531,OK,10/21/18 8:45,0.529941284,OK,10/21/18 8:45,177.8078461,OK,10/21/18 8:45,445.187439,OK,
10/21/18 9:00,200047.793,OK,10/21/18 9:00,145367.8125,OK,10/21/18 9:00,715.6742554,OK,10/21/18 9:00,177065.5625,OK,10/21/18 9:00,0.577862061,OK,10/21/18 9:00,178.1690826,OK,10/21/18 9:00,444.8371277,OK,
10/21/18 9:15,200058.385,OK,10/21/18 9:15,145513.8438,OK,10/21/18 9:15,746.6549683,OK,10/21/18 9:15,177246.4219,OK,10/21/18 9:15,0.602934204,OK,10/21/18 9:15,178.3840179,OK,10/21/18 9:15,444.6912842,OK,
10/21/18 9:30,200068.866,OK,10/21/18 9:30,145660.7813,OK,10/21/18 9:30,696.3150024,OK,10/21/18 9:30,177428.3906,OK,10/21/18 9:30,0.5622276,OK,10/21/18 9:30,177.1201935,OK,10/21/18 9:30,444.6072998,OK,
10/21/18 9:45,200079.44,OK,10/21/18 9:45,145808.4219,OK,10/21/18 9:45,683.960022,OK,10/21/18 9:45,177611.1094,OK,10/21/18 9:45,0.552295593,OK,10/21/18 9:45,177.839035,OK,10/21/18 9:45,444.6064148,OK,
10/21/18 10:00,200089.814,OK,10/21/18 10:00,145955.5469,OK,10/21/18 10:00,727.2703247,OK,10/21/18 10:00,177793.4063,OK,10/21/18 10:00,0.587388794,OK,10/21/18 10:00,179.162262,OK,10/21/18 10:00,444.504425,OK,
10/21/18 10:15,200100.364,OK,10/21/18 10:15,146103.0938,OK,10/21/18 10:15,677.6151123,OK,10/21/18 10:15,177976.1094,OK,10/21/18 10:15,0.547171387,OK,10/21/18 10:15,177.5688629,OK,10/21/18 10:15,444.5428467,OK,
10/21/18 10:30,200111.039,OK,10/21/18 10:30,146248.9844,OK,10/21/18 10:30,680.5332642,OK,10/21/18 10:30,178156.6406,OK,10/21/18 10:30,0.549622925,OK,10/21/18 10:30,177.1325531,OK,10/21/18 10:30,444.081604,OK,
10/21/18 10:45,200121.418,OK,10/21/18 10:45,146395.3594,OK,10/21/18 10:45,718.1774292,OK,10/21/18 10:45,178337.9375,OK,10/21/18 10:45,0.5801427,OK,10/21/18 10:45,178.4545135,OK,10/21/18 10:45,443.9910583,OK,
10/21/18 11:00,200131.845,OK,10/21/18 11:00,146543.2344,OK,10/21/18 11:00,754.6446533,OK,10/21/18 11:00,178521,OK,10/21/18 11:00,0.60969635,OK,10/21/18 11:00,178.9487762,OK,10/21/18 11:00,443.7825928,OK,
10/21/18 11:15,200142.589,OK,10/21/18 11:15,146690.2969,OK,10/21/18 11:15,676.7057495,OK,10/21/18 11:15,178703.0313,OK,10/21/18 11:15,0.54669696,OK,10/21/18 11:15,178.0731964,OK,10/21/18 11:15,443.7019043,OK,
10/21/18 11:30,200153.189,OK,10/21/18 11:30,146837.4688,OK,10/21/18 11:30,745.5443726,OK,10/21/18 11:30,178885.1719,OK,10/21/18 11:30,0.602472412,OK,10/21/18 11:30,178.3071442,OK,10/21/18 11:30,443.1995239,OK,
10/21/18 11:45,200163.742,OK,10/21/18 11:45,146981.4688,OK,10/21/18 11:45,692.3793945,OK,10/21/18 11:45,179063.3438,OK,10/21/18 11:45,0.559736694,OK,10/21/18 11:45,178.0956726,OK,10/21/18 11:45,442.3096008,OK,
10/21/18 12:00,200174.528,OK,10/21/18 12:00,147125.6563,OK,10/21/18 12:00,723.0665283,OK,10/21/18 12:00,179241.6563,OK,10/21/18 12:00,0.5848573,OK,10/21/18 12:00,178.6305237,OK,10/21/18 12:00,441.3482056,OK,
10/21/18 12:15,200185.179,OK,10/21/18 12:15,147271.9844,OK,10/21/18 12:15,707.6539307,OK,10/21/18 12:15,179422.5469,OK,10/21/18 12:15,0.572407349,OK,10/21/18 12:15,178.371933,OK,10/21/18 12:15,441.2127686,OK,
10/21/18 12:30,200195.893,OK,10/21/18 12:30,147418.8906,OK,10/21/18 12:30,727.5365601,OK,10/21/18 12:30,179604.0156,OK,10/21/18 12:30,0.588641052,OK,10/21/18 12:30,177.8254547,OK,10/21/18 12:30,440.56073,OK,
10/21/18 12:45,200206.961,OK,10/21/18 12:45,147563.6406,OK,10/21/18 12:45,710.0813599,OK,10/21/18 12:45,179783.0156,OK,10/21/18 12:45,0.574627258,OK,10/21/18 12:45,178.4008331,OK,10/21/18 12:45,440.3145142,OK,
10/21/18 13:00,200217.506,OK,10/21/18 13:00,147707.4531,OK,10/21/18 13:00,702.0230103,OK,10/21/18 13:00,179960.6875,OK,10/21/18 13:00,0.568276428,OK,10/21/18 13:00,178.5962982,OK,10/21/18 13:00,439.7490845,OK,
10/21/18 13:15,200228.335,OK,10/21/18 13:15,147853.2031,OK,10/21/18 13:15,704.2980347,OK,10/21/18 13:15,180140.7031,OK,10/21/18 13:15,0.570336365,OK,10/21/18 13:15,180.2370758,OK,10/21/18 13:15,439.3770752,OK,
10/21/18 13:30,200238.931,OK,10/21/18 13:30,147999.8125,OK,10/21/18 13:30,723.7191162,OK,10/21/18 13:30,180321.7656,OK,10/21/18 13:30,0.58609198,OK,10/21/18 13:30,180.0666656,OK,10/21/18 13:30,439.2358704,OK,
10/21/18 13:45,200249.076,OK,10/21/18 13:45,148145.5938,OK,10/21/18 13:45,769.9300537,OK,10/21/18 13:45,180501.7969,OK,10/21/18 13:45,0.623534363,OK,10/21/18 13:45,179.2371674,OK,10/21/18 13:45,438.9630737,OK,
10/21/18 14:00,200260.012,OK,10/21/18 14:00,148291.1094,OK,10/21/18 14:00,702.105957,OK,10/21/18 14:00,180681.4531,OK,10/21/18 14:00,0.56866394,OK,10/21/18 14:00,178.2227325,OK,10/21/18 14:00,438.5015259,OK,
10/21/18 14:15,200270.67,OK,10/21/18 14:15,148434.625,OK,10/21/18 14:15,674.0317383,OK,10/21/18 14:15,180858.6094,OK,10/21/18 14:15,0.546077393,OK,10/21/18 14:15,178.5046539,OK,10/21/18 14:15,438.0031738,OK,
10/21/18 14:30,200281.702,OK,10/21/18 14:30,148579.7656,OK,10/21/18 14:30,761.1445923,OK,10/21/18 14:30,181037.7188,OK,10/21/18 14:30,0.616825989,OK,10/21/18 14:30,179.8218231,OK,10/21/18 14:30,437.7670288,OK,
10/21/18 14:45,200292.677,OK,10/21/18 14:45,148727.0156,OK,10/21/18 14:45,742.1911011,OK,10/21/18 14:45,181219.4219,OK,10/21/18 14:45,0.601501343,OK,10/21/18 14:45,179.7312927,OK,10/21/18 14:45,437.6203918,OK,
10/21/18 15:00,200304.098,OK,10/21/18 15:00,148872.2188,OK,10/21/18 15:00,694.9630737,OK,10/21/18 15:00,181398.5781,OK,10/21/18 15:00,0.563390137,OK,10/21/18 15:00,180.5957489,OK,10/21/18 15:00,437.2437744,OK,
10/21/18 15:15,200315.189,OK,10/21/18 15:15,149015.5,OK,10/21/18 15:15,714.3045044,OK,10/21/18 15:15,181575.3125,OK,10/21/18 15:15,0.579173279,OK,10/21/18 15:15,179.4218597,OK,10/21/18 15:15,436.5819092,OK,
10/21/18 15:30,200326.922,OK,10/21/18 15:30,149158.5625,OK,10/21/18 15:30,700.4169922,OK,10/21/18 15:30,181751.5938,OK,10/21/18 15:30,0.568106323,OK,10/21/18 15:30,179.1587372,OK,10/21/18 15:30,435.8200073,OK,
10/21/18 15:45,200338.229,OK,10/21/18 15:45,149302.9844,OK,10/21/18 15:45,702.5108032,OK,10/21/18 15:45,181929.625,OK,10/21/18 15:45,0.56993219,OK,10/21/18 15:45,180.3677063,OK,10/21/18 15:45,435.6719971,OK,
10/21/18 16:00,200350.278,OK,10/21/18 16:00,149449.5781,OK,10/21/18 16:00,733.6967163,OK,10/21/18 16:00,182110.4063,OK,10/21/18 16:00,0.595432617,OK,10/21/18 16:00,179.8061066,OK,10/21/18 16:00,434.8438416,OK,
10/21/18 16:15,200362.186,OK,10/21/18 16:15,149594.75,OK,10/21/18 16:15,695.5198364,OK,10/21/18 16:15,182289.2344,OK,10/21/18 16:15,0.564712524,OK,10/21/18 16:15,179.7918243,OK,10/21/18 16:15,433.8928223,OK,
10/21/18 16:30,200374.481,OK,10/21/18 16:30,149737.0156,OK,10/21/18 16:30,731.3666382,OK,10/21/18 16:30,182464.4219,OK,10/21/18 16:30,0.594090942,OK,10/21/18 16:30,178.9315338,OK,10/21/18 16:30,432.7220154,OK,
10/21/18 16:45,200386.201,OK,10/21/18 16:45,149881.0625,OK,10/21/18 16:45,717.7327881,OK,10/21/18 16:45,182641.7344,OK,10/21/18 16:45,0.583125732,OK,10/21/18 16:45,179.2247467,OK,10/21/18 16:45,432.4247437,OK,
10/21/18 17:00,200398.295,OK,10/21/18 17:00,150026.5938,OK,10/21/18 17:00,733.2845459,OK,10/21/18 17:00,182820.875,OK,10/21/18 17:00,0.595612183,OK,10/21/18 17:00,180.3056793,OK,10/21/18 17:00,433.1924133,OK,
10/21/18 17:15,200409.944,OK,10/21/18 17:15,150172.8438,OK,10/21/18 17:15,711.7272339,OK,10/21/18 17:15,183000.9844,OK,10/21/18 17:15,0.577865417,OK,10/21/18 17:15,180.6708679,OK,10/21/18 17:15,434.1421509,OK,
10/21/18 17:30,200421.609,OK,10/21/18 17:30,150317.4219,OK,10/21/18 17:30,721.081543,OK,10/21/18 17:30,183179.1094,OK,10/21/18 17:30,0.585245544,OK,10/21/18 17:30,178.5453644,OK,10/21/18 17:30,434.3422852,OK,
10/21/18 17:45,200433.506,OK,10/21/18 17:45,150461.8281,OK,10/21/18 17:45,689.1176758,OK,10/21/18 17:45,183357.0156,OK,10/21/18 17:45,0.559309753,OK,10/21/18 17:45,179.0947418,OK,10/21/18 17:45,434.4594727,OK,
10/21/18 18:00,200444.702,OK,10/21/18 18:00,150607.5,OK,10/21/18 18:00,729.3943481,OK,10/21/18 18:00,183536.5,OK,10/21/18 18:00,0.592030151,OK,10/21/18 18:00,179.8076935,OK,10/21/18 18:00,434.5372925,OK,
10/21/18 18:15,200456.354,OK,10/21/18 18:15,150752.8594,OK,10/21/18 18:15,755.8703613,OK,10/21/18 18:15,183715.5625,OK,10/21/18 18:15,0.613616699,OK,10/21/18 18:15,178.9777985,OK,10/21/18 18:15,433.9843445,OK,
10/21/18 18:30,200468.086,OK,10/21/18 18:30,150897.1719,OK,10/21/18 18:30,711.7488403,OK,10/21/18 18:30,183893.2969,OK,10/21/18 18:30,0.577984436,OK,10/21/18 18:30,179.6042938,OK,10/21/18 18:30,433.510437,OK,
10/21/18 18:45,200479.128,OK,10/21/18 18:45,151041.5156,OK,10/21/18 18:45,696.4046021,OK,10/21/18 18:45,184071.0469,OK,10/21/18 18:45,0.565562805,OK,10/21/18 18:45,179.0344086,OK,10/21/18 18:45,433.2297363,OK,
10/21/18 19:00,200490.365,OK,10/21/18 19:00,151188.5469,OK,10/21/18 19:00,732.8082886,OK,10/21/18 19:00,184252.125,OK,10/21/18 19:00,0.59495752,OK,10/21/18 19:00,179.3491058,OK,10/21/18 19:00,433.8833618,OK,
10/21/18 19:15,200501.773,OK,10/21/18 19:15,151334.4688,OK,10/21/18 19:15,748.6914063,OK,10/21/18 19:15,184431.9063,OK,10/21/18 19:15,0.607600159,OK,10/21/18 19:15,179.2713165,OK,10/21/18 19:15,434.7112732,OK,
10/21/18 19:30,200513.239,OK,10/21/18 19:30,151479.7031,OK,10/21/18 19:30,701.6993408,OK,10/21/18 19:30,184610.9219,OK,10/21/18 19:30,0.569167419,OK,10/21/18 19:30,178.5955658,OK,10/21/18 19:30,435.6045532,OK,
10/21/18 19:45,200524.41,OK,10/21/18 19:45,151625.3125,OK,10/21/18 19:45,680.3338013,OK,10/21/18 19:45,184790.4844,OK,10/21/18 19:45,0.551458984,OK,10/21/18 19:45,177.8913422,OK,10/21/18 19:45,436.8287964,OK,
10/21/18 20:00,200534.911,OK,10/21/18 20:00,151772.5156,OK,10/21/18 20:00,717.1837158,OK,10/21/18 20:00,184972.0938,OK,10/21/18 20:00,0.581198425,OK,10/21/18 20:00,179.2956696,OK,10/21/18 20:00,437.6367798,OK,
10/21/18 20:15,200546.145,OK,10/21/18 20:15,151921.75,OK,10/21/18 20:15,756.5650635,OK,10/21/18 20:15,185156.1563,OK,10/21/18 20:15,0.61307373,OK,10/21/18 20:15,179.9962616,OK,10/21/18 20:15,437.9428101,OK,
10/21/18 20:30,200556.735,OK,10/21/18 20:30,152070.625,OK,10/21/18 20:30,703.9093018,OK,10/21/18 20:30,185340.0313,OK,10/21/18 20:30,0.570249146,OK,10/21/18 20:30,178.5563812,OK,10/21/18 20:30,438.1385193,OK,
10/21/18 20:45,200567.226,OK,10/21/18 20:45,152218.625,OK,10/21/18 20:45,751.9869385,OK,10/21/18 20:45,185522.5781,OK,10/21/18 20:45,0.609204956,OK,10/21/18 20:45,177.9757996,OK,10/21/18 20:45,437.9674072,OK,
10/21/18 21:00,200577.606,OK,10/21/18 21:00,152366.1719,OK,10/21/18 21:00,661.5454102,OK,10/21/18 21:00,185704.7969,OK,10/21/18 21:00,0.535994751,OK,10/21/18 21:00,179.164917,OK,10/21/18 21:00,438.0422058,OK,
10/21/18 21:15,200588.201,OK,10/21/18 21:15,152515.125,OK,10/21/18 21:15,730.4488525,OK,10/21/18 21:15,185888.6563,OK,10/21/18 21:15,0.591709656,OK,10/21/18 21:15,178.4304962,OK,10/21/18 21:15,438.2433167,OK,
10/21/18 21:30,200599.185,OK,10/21/18 21:30,152665.2031,OK,10/21/18 21:30,765.3040771,OK,10/21/18 21:30,186073.9688,OK,10/21/18 21:30,0.619635986,OK,10/21/18 21:30,178.415329,OK,10/21/18 21:30,439.2526245,OK,
10/21/18 21:45,200609.601,OK,10/21/18 21:45,152814.5313,OK,10/21/18 21:45,715.0543213,OK,10/21/18 21:45,186258.4375,OK,10/21/18 21:45,0.578702698,OK,10/21/18 21:45,177.9597168,OK,10/21/18 21:45,440.0237427,OK,
10/21/18 22:00,200620.066,OK,10/21/18 22:00,152962.2813,OK,10/21/18 22:00,671.8809204,OK,10/21/18 22:00,186440.9844,OK,10/21/18 22:00,0.543689697,OK,10/21/18 22:00,176.6215668,OK,10/21/18 22:00,439.9632568,OK,
10/21/18 22:15,200630.714,OK,10/21/18 22:15,153110.1563,OK,10/21/18 22:15,729.7617798,OK,10/21/18 22:15,186623.6875,OK,10/21/18 22:15,0.590603455,OK,10/21/18 22:15,176.3659821,OK,10/21/18 22:15,439.6340332,OK,
10/21/18 22:30,200641.292,OK,10/21/18 22:30,153260.6563,OK,10/21/18 22:30,745.767395,OK,10/21/18 22:30,186809.6563,OK,10/21/18 22:30,0.603548096,OK,10/21/18 22:30,178.4445801,OK,10/21/18 22:30,440.1754761,OK,
