OSU_RTS.MDBUS_C1.338_CDT Time [SNAP],OSU_RTS.MDBUS_C1.338_CDT Value [SNAP],OSU_RTS.MDBUS_C1.338_CDT Status [SNAP],OSU_RTS.MDBUS_C1.338_CHF Time [SNAP],OSU_RTS.MDBUS_C1.338_CHF Value [SNAP],OSU_RTS.MDBUS_C1.338_CHF Status [SNAP],OSU_RTS.MDBUS_C1.338_CHT Time [SNAP],OSU_RTS.MDBUS_C1.338_CHT Value [SNAP],OSU_RTS.MDBUS_C1.338_CHT Status [SNAP],OSU_RTS.MDBUS_C1.338_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.338_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.338_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.338_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.338_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.338_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.338_CVF Time [SNAP],OSU_RTS.MDBUS_C1.338_CVF Value [SNAP],OSU_RTS.MDBUS_C1.338_CVF Status [SNAP],OSU_RTS.MDBUS_C1.338_HF Time [SNAP],OSU_RTS.MDBUS_C1.338_HF Value [SNAP],OSU_RTS.MDBUS_C1.338_HF Status [SNAP],OSU_RTS.MDBUS_C1.338_HGT Time [SNAP],OSU_RTS.MDBUS_C1.338_HGT Value [SNAP],OSU_RTS.MDBUS_C1.338_HGT Status [SNAP],OSU_RTS.MDBUS_E3.338_E01 Time [SNAP],OSU_RTS.MDBUS_E3.338_E01 Value [SNAP],OSU_RTS.MDBUS_E3.338_E01 Status [SNAP],Comments
10/21/18 10:30,-14.32032871,OK,10/21/18 10:30,0,OK,10/21/18 10:30,613893.8125,OK,10/21/18 10:30,49.4467926,OK,10/21/18 10:30,63.76712418,OK,10/21/18 10:30,0,OK,10/21/18 10:30,0,OK,10/21/18 10:30,7366725.75,OK,10/21/18 10:30,150950,OK,
10/21/18 10:45,-13.04227638,OK,10/21/18 10:45,0,OK,10/21/18 10:45,613893.8125,OK,10/21/18 10:45,50.67658997,OK,10/21/18 10:45,63.71886444,OK,10/21/18 10:45,0,OK,10/21/18 10:45,0,OK,10/21/18 10:45,7366725.75,OK,10/21/18 10:45,150955,OK,
10/21/18 11:00,-14.06667709,OK,10/21/18 11:00,0,OK,10/21/18 11:00,613893.8125,OK,10/21/18 11:00,50.00634003,OK,10/21/18 11:00,64.07302094,OK,10/21/18 11:00,0,OK,10/21/18 11:00,0,OK,10/21/18 11:00,7366725.75,OK,10/21/18 11:00,150961,OK,
10/21/18 11:15,-13.28389549,OK,10/21/18 11:15,0,OK,10/21/18 11:15,613893.8125,OK,10/21/18 11:15,50.58919525,OK,10/21/18 11:15,63.87309265,OK,10/21/18 11:15,0,OK,10/21/18 11:15,0,OK,10/21/18 11:15,7366725.75,OK,10/21/18 11:15,150966,OK,
10/21/18 11:30,-14.43941402,OK,10/21/18 11:30,0,OK,10/21/18 11:30,613893.8125,OK,10/21/18 11:30,49.44500351,OK,10/21/18 11:30,63.88441849,OK,10/21/18 11:30,0,OK,10/21/18 11:30,0,OK,10/21/18 11:30,7366725.75,OK,10/21/18 11:30,150972,OK,
10/21/18 11:45,-13.43961525,OK,10/21/18 11:45,0,OK,10/21/18 11:45,613893.8125,OK,10/21/18 11:45,50.27955627,OK,10/21/18 11:45,63.71917343,OK,10/21/18 11:45,0,OK,10/21/18 11:45,0,OK,10/21/18 11:45,7366725.75,OK,10/21/18 11:45,150977,OK,
10/21/18 12:00,-13.52380753,OK,10/21/18 12:00,0,OK,10/21/18 12:00,613893.8125,OK,10/21/18 12:00,50.77519608,OK,10/21/18 12:00,64.2990036,OK,10/21/18 12:00,0,OK,10/21/18 12:00,0,OK,10/21/18 12:00,7366725.75,OK,10/21/18 12:00,150982,OK,
10/21/18 12:15,-14.98792839,OK,10/21/18 12:15,0,OK,10/21/18 12:15,613893.8125,OK,10/21/18 12:15,49.27908325,OK,10/21/18 12:15,64.26701355,OK,10/21/18 12:15,0,OK,10/21/18 12:15,0,OK,10/21/18 12:15,7366725.75,OK,10/21/18 12:15,150988,OK,
10/21/18 12:30,-13.70095444,OK,10/21/18 12:30,0,OK,10/21/18 12:30,613893.8125,OK,10/21/18 12:30,50.55609131,OK,10/21/18 12:30,64.25704193,OK,10/21/18 12:30,0,OK,10/21/18 12:30,0,OK,10/21/18 12:30,7366725.75,OK,10/21/18 12:30,150993,OK,
10/21/18 12:45,-14.88470268,OK,10/21/18 12:45,0,OK,10/21/18 12:45,613893.8125,OK,10/21/18 12:45,49.39979935,OK,10/21/18 12:45,64.28450012,OK,10/21/18 12:45,0,OK,10/21/18 12:45,0,OK,10/21/18 12:45,7366725.75,OK,10/21/18 12:45,150999,OK,
10/21/18 13:00,-13.9197998,OK,10/21/18 13:00,0,OK,10/21/18 13:00,613893.8125,OK,10/21/18 13:00,50.56589508,OK,10/21/18 13:00,64.48570251,OK,10/21/18 13:00,0,OK,10/21/18 13:00,0,OK,10/21/18 13:00,7366725.75,OK,10/21/18 13:00,151004,OK,
10/21/18 13:15,-14.66261101,OK,10/21/18 13:15,0,OK,10/21/18 13:15,613893.8125,OK,10/21/18 13:15,50.08571243,OK,10/21/18 13:15,64.74832153,OK,10/21/18 13:15,0,OK,10/21/18 13:15,0,OK,10/21/18 13:15,7366725.75,OK,10/21/18 13:15,151010,OK,
10/21/18 13:30,-13.90713882,OK,10/21/18 13:30,0,OK,10/21/18 13:30,613893.8125,OK,10/21/18 13:30,50.77083206,OK,10/21/18 13:30,64.67797852,OK,10/21/18 13:30,0,OK,10/21/18 13:30,0,OK,10/21/18 13:30,7366725.75,OK,10/21/18 13:30,151015,OK,
10/21/18 13:45,-15.20365715,OK,10/21/18 13:45,0,OK,10/21/18 13:45,613893.8125,OK,10/21/18 13:45,49.79685974,OK,10/21/18 13:45,65.0005188,OK,10/21/18 13:45,0,OK,10/21/18 13:45,0,OK,10/21/18 13:45,7366725.75,OK,10/21/18 13:45,151020,OK,
10/21/18 14:00,-14.41745472,OK,10/21/18 14:00,0,OK,10/21/18 14:00,613893.8125,OK,10/21/18 14:00,50.60125732,OK,10/21/18 14:00,65.01870728,OK,10/21/18 14:00,0,OK,10/21/18 14:00,0,OK,10/21/18 14:00,7366725.75,OK,10/21/18 14:00,151026,OK,
10/21/18 14:15,-14.51628876,OK,10/21/18 14:15,0,OK,10/21/18 14:15,613893.8125,OK,10/21/18 14:15,50.01528168,OK,10/21/18 14:15,64.53157043,OK,10/21/18 14:15,0,OK,10/21/18 14:15,0,OK,10/21/18 14:15,7366725.75,OK,10/21/18 14:15,151032,OK,
10/21/18 14:30,-13.32709122,OK,10/21/18 14:30,0,OK,10/21/18 14:30,613893.8125,OK,10/21/18 14:30,50.73363113,OK,10/21/18 14:30,64.06072235,OK,10/21/18 14:30,0,OK,10/21/18 14:30,0,OK,10/21/18 14:30,7366725.75,OK,10/21/18 14:30,151037,OK,
10/21/18 14:45,-14.09128571,OK,10/21/18 14:45,0,OK,10/21/18 14:45,613893.8125,OK,10/21/18 14:45,49.21731186,OK,10/21/18 14:45,63.30859375,OK,10/21/18 14:45,0,OK,10/21/18 14:45,0,OK,10/21/18 14:45,7366725.75,OK,10/21/18 14:45,151043,OK,
10/21/18 15:00,-13.46640587,OK,10/21/18 15:00,0,OK,10/21/18 15:00,613893.8125,OK,10/21/18 15:00,48.58808517,OK,10/21/18 15:00,62.05448914,OK,10/21/18 15:00,0,OK,10/21/18 15:00,0,OK,10/21/18 15:00,7366725.75,OK,10/21/18 15:00,151049,OK,
10/21/18 15:15,-13.36410809,OK,10/21/18 15:15,0,OK,10/21/18 15:15,613893.8125,OK,10/21/18 15:15,49.46542358,OK,10/21/18 15:15,62.82953262,OK,10/21/18 15:15,0,OK,10/21/18 15:15,0,OK,10/21/18 15:15,7366725.75,OK,10/21/18 15:15,151055,OK,
10/21/18 15:30,-12.77383041,OK,10/21/18 15:30,0,OK,10/21/18 15:30,613893.8125,OK,10/21/18 15:30,49.2217865,OK,10/21/18 15:30,61.99562073,OK,10/21/18 15:30,0,OK,10/21/18 15:30,0,OK,10/21/18 15:30,7366725.75,OK,10/21/18 15:30,151061,OK,
10/21/18 15:45,-13.29042625,OK,10/21/18 15:45,0,OK,10/21/18 15:45,613893.8125,OK,10/21/18 15:45,48.84008026,OK,10/21/18 15:45,62.13050842,OK,10/21/18 15:45,0,OK,10/21/18 15:45,0,OK,10/21/18 15:45,7366725.75,OK,10/21/18 15:45,151067,OK,
10/21/18 16:00,-13.01039314,OK,10/21/18 16:00,0,OK,10/21/18 16:00,613893.8125,OK,10/21/18 16:00,49.3759079,OK,10/21/18 16:00,62.38629913,OK,10/21/18 16:00,0,OK,10/21/18 16:00,0,OK,10/21/18 16:00,7366725.75,OK,10/21/18 16:00,151072,OK,
10/21/18 16:15,-13.35174084,OK,10/21/18 16:15,0,OK,10/21/18 16:15,613893.8125,OK,10/21/18 16:15,48.90327072,OK,10/21/18 16:15,62.25501251,OK,10/21/18 16:15,0,OK,10/21/18 16:15,0,OK,10/21/18 16:15,7366725.75,OK,10/21/18 16:15,151078,OK,
10/21/18 16:30,-13.00878906,OK,10/21/18 16:30,0,OK,10/21/18 16:30,613893.8125,OK,10/21/18 16:30,49.68781662,OK,10/21/18 16:30,62.69660568,OK,10/21/18 16:30,0,OK,10/21/18 16:30,0,OK,10/21/18 16:30,7366725.75,OK,10/21/18 16:30,151084,OK,
10/21/18 16:45,-12.69002533,OK,10/21/18 16:45,0,OK,10/21/18 16:45,613893.8125,OK,10/21/18 16:45,49.51899338,OK,10/21/18 16:45,62.20901871,OK,10/21/18 16:45,0,OK,10/21/18 16:45,0,OK,10/21/18 16:45,7366725.75,OK,10/21/18 16:45,151090,OK,
10/21/18 17:00,-11.80740643,OK,10/21/18 17:00,0,OK,10/21/18 17:00,613893.8125,OK,10/21/18 17:00,50.09505081,OK,10/21/18 17:00,61.90245819,OK,10/21/18 17:00,0,OK,10/21/18 17:00,0,OK,10/21/18 17:00,7366725.75,OK,10/21/18 17:00,151096,OK,
10/21/18 17:15,-12.10773277,OK,10/21/18 17:15,0,OK,10/21/18 17:15,613893.8125,OK,10/21/18 17:15,49.44513702,OK,10/21/18 17:15,61.5528717,OK,10/21/18 17:15,0,OK,10/21/18 17:15,0,OK,10/21/18 17:15,7366725.75,OK,10/21/18 17:15,151102,OK,
10/21/18 17:30,-12.62447166,OK,10/21/18 17:30,0,OK,10/21/18 17:30,613893.8125,OK,10/21/18 17:30,48.38039398,OK,10/21/18 17:30,61.00486374,OK,10/21/18 17:30,0,OK,10/21/18 17:30,0,OK,10/21/18 17:30,7366725.75,OK,10/21/18 17:30,151108,OK,
10/21/18 17:45,-12.34362507,OK,10/21/18 17:45,0,OK,10/21/18 17:45,613893.8125,OK,10/21/18 17:45,48.54428864,OK,10/21/18 17:45,60.88790894,OK,10/21/18 17:45,0,OK,10/21/18 17:45,0,OK,10/21/18 17:45,7366725.75,OK,10/21/18 17:45,151114,OK,
10/21/18 18:00,-12.19396973,OK,10/21/18 18:00,0,OK,10/21/18 18:00,613893.8125,OK,10/21/18 18:00,48.60311127,OK,10/21/18 18:00,60.79708099,OK,10/21/18 18:00,0,OK,10/21/18 18:00,0,OK,10/21/18 18:00,7366725.75,OK,10/21/18 18:00,151120,OK,
10/21/18 18:15,-12.07753563,OK,10/21/18 18:15,0,OK,10/21/18 18:15,613893.8125,OK,10/21/18 18:15,48.26691055,OK,10/21/18 18:15,60.34444427,OK,10/21/18 18:15,0,OK,10/21/18 18:15,0,OK,10/21/18 18:15,7366725.75,OK,10/21/18 18:15,151125,OK,
10/21/18 18:30,-11.73452568,OK,10/21/18 18:30,0,OK,10/21/18 18:30,613893.8125,OK,10/21/18 18:30,48.95387268,OK,10/21/18 18:30,60.68840027,OK,10/21/18 18:30,0,OK,10/21/18 18:30,0,OK,10/21/18 18:30,7366725.75,OK,10/21/18 18:30,151131,OK,
10/21/18 18:45,-12.7014513,OK,10/21/18 18:45,0,OK,10/21/18 18:45,613893.8125,OK,10/21/18 18:45,47.90453339,OK,10/21/18 18:45,60.60598373,OK,10/21/18 18:45,0,OK,10/21/18 18:45,0,OK,10/21/18 18:45,7366725.75,OK,10/21/18 18:45,151137,OK,
10/21/18 19:00,-12.2373085,OK,10/21/18 19:00,0,OK,10/21/18 19:00,613893.8125,OK,10/21/18 19:00,48.82291031,OK,10/21/18 19:00,61.06021881,OK,10/21/18 19:00,0,OK,10/21/18 19:00,0,OK,10/21/18 19:00,7366725.75,OK,10/21/18 19:00,151143,OK,
10/21/18 19:15,-12.19281769,OK,10/21/18 19:15,0,OK,10/21/18 19:15,613893.8125,OK,10/21/18 19:15,48.86343002,OK,10/21/18 19:15,61.05624771,OK,10/21/18 19:15,0,OK,10/21/18 19:15,0,OK,10/21/18 19:15,7366725.75,OK,10/21/18 19:15,151148,OK,
10/21/18 19:30,-12.36456871,OK,10/21/18 19:30,0,OK,10/21/18 19:30,613893.8125,OK,10/21/18 19:30,48.79583359,OK,10/21/18 19:30,61.16040421,OK,10/21/18 19:30,0,OK,10/21/18 19:30,0,OK,10/21/18 19:30,7366725.75,OK,10/21/18 19:30,151154,OK,
10/21/18 19:45,-11.81363964,OK,10/21/18 19:45,0,OK,10/21/18 19:45,613893.8125,OK,10/21/18 19:45,49.28639984,OK,10/21/18 19:45,61.10003662,OK,10/21/18 19:45,0,OK,10/21/18 19:45,0,OK,10/21/18 19:45,7366725.75,OK,10/21/18 19:45,151160,OK,
10/21/18 20:00,-13.46690273,OK,10/21/18 20:00,0,OK,10/21/18 20:00,613893.8125,OK,10/21/18 20:00,48.02387619,OK,10/21/18 20:00,61.49077988,OK,10/21/18 20:00,0,OK,10/21/18 20:00,0,OK,10/21/18 20:00,7366725.75,OK,10/21/18 20:00,151166,OK,
10/21/18 20:15,-13.08006287,OK,10/21/18 20:15,0,OK,10/21/18 20:15,613893.8125,OK,10/21/18 20:15,48.75075531,OK,10/21/18 20:15,61.83081818,OK,10/21/18 20:15,0,OK,10/21/18 20:15,0,OK,10/21/18 20:15,7366725.75,OK,10/21/18 20:15,151171,OK,
10/21/18 20:30,-12.4803009,OK,10/21/18 20:30,0,OK,10/21/18 20:30,613893.8125,OK,10/21/18 20:30,49.8403511,OK,10/21/18 20:30,62.32065201,OK,10/21/18 20:30,0,OK,10/21/18 20:30,0,OK,10/21/18 20:30,7366725.75,OK,10/21/18 20:30,151177,OK,
10/21/18 20:45,-13.74905968,OK,10/21/18 20:45,0,OK,10/21/18 20:45,613893.8125,OK,10/21/18 20:45,48.42925262,OK,10/21/18 20:45,62.17831421,OK,10/21/18 20:45,0,OK,10/21/18 20:45,0,OK,10/21/18 20:45,7366725.75,OK,10/21/18 20:45,151183,OK,
10/21/18 21:00,-11.89804077,OK,10/21/18 21:00,0,OK,10/21/18 21:00,613893.8125,OK,10/21/18 21:00,50.22821808,OK,10/21/18 21:00,62.12625885,OK,10/21/18 21:00,0,OK,10/21/18 21:00,0,OK,10/21/18 21:00,7366725.75,OK,10/21/18 21:00,151189,OK,
10/21/18 21:15,-13.23115635,OK,10/21/18 21:15,0,OK,10/21/18 21:15,613893.8125,OK,10/21/18 21:15,48.95037079,OK,10/21/18 21:15,62.18152618,OK,10/21/18 21:15,0,OK,10/21/18 21:15,0,OK,10/21/18 21:15,7366725.75,OK,10/21/18 21:15,151194,OK,
10/21/18 21:30,-12.39972115,OK,10/21/18 21:30,0,OK,10/21/18 21:30,613893.8125,OK,10/21/18 21:30,49.54285431,OK,10/21/18 21:30,61.94257355,OK,10/21/18 21:30,0,OK,10/21/18 21:30,0,OK,10/21/18 21:30,7366725.75,OK,10/21/18 21:30,151200,OK,
10/21/18 21:45,-12.9920845,OK,10/21/18 21:45,0,OK,10/21/18 21:45,613893.8125,OK,10/21/18 21:45,49.37136841,OK,10/21/18 21:45,62.3634491,OK,10/21/18 21:45,0,OK,10/21/18 21:45,0,OK,10/21/18 21:45,7366725.75,OK,10/21/18 21:45,151206,OK,
10/21/18 22:00,-14.08381367,OK,10/21/18 22:00,0,OK,10/21/18 22:00,613893.8125,OK,10/21/18 22:00,48.81876373,OK,10/21/18 22:00,62.90258026,OK,10/21/18 22:00,0,OK,10/21/18 22:00,0,OK,10/21/18 22:00,7366725.75,OK,10/21/18 22:00,151211,OK,
10/21/18 22:15,-12.57067204,OK,10/21/18 22:15,0,OK,10/21/18 22:15,613893.8125,OK,10/21/18 22:15,50.0060997,OK,10/21/18 22:15,62.57677078,OK,10/21/18 22:15,0,OK,10/21/18 22:15,0,OK,10/21/18 22:15,7366725.75,OK,10/21/18 22:15,151217,OK,
10/21/18 22:30,-13.81054783,OK,10/21/18 22:30,0,OK,10/21/18 22:30,613893.8125,OK,10/21/18 22:30,49.42793655,OK,10/21/18 22:30,63.23848343,OK,10/21/18 22:30,0,OK,10/21/18 22:30,0,OK,10/21/18 22:30,7366725.75,OK,10/21/18 22:30,151223,OK,
10/21/18 22:45,-13.7690773,OK,10/21/18 22:45,0,OK,10/21/18 22:45,613893.8125,OK,10/21/18 22:45,49.93143463,OK,10/21/18 22:45,63.70050812,OK,10/21/18 22:45,0,OK,10/21/18 22:45,0,OK,10/21/18 22:45,7366725.75,OK,10/21/18 22:45,151229,OK,
10/21/18 23:00,-13.86641979,OK,10/21/18 23:00,0,OK,10/21/18 23:00,613893.8125,OK,10/21/18 23:00,49.5158577,OK,10/21/18 23:00,63.38227844,OK,10/21/18 23:00,0,OK,10/21/18 23:00,0,OK,10/21/18 23:00,7366725.75,OK,10/21/18 23:00,151234,OK,
10/21/18 23:15,-13.62584305,OK,10/21/18 23:15,0,OK,10/21/18 23:15,613893.8125,OK,10/21/18 23:15,49.79074097,OK,10/21/18 23:15,63.41658783,OK,10/21/18 23:15,0,OK,10/21/18 23:15,0,OK,10/21/18 23:15,7366725.75,OK,10/21/18 23:15,151240,OK,
10/21/18 23:30,-13.24858093,OK,10/21/18 23:30,0,OK,10/21/18 23:30,613893.8125,OK,10/21/18 23:30,50.20094681,OK,10/21/18 23:30,63.44952774,OK,10/21/18 23:30,0,OK,10/21/18 23:30,0,OK,10/21/18 23:30,7366725.75,OK,10/21/18 23:30,151245,OK,
10/21/18 23:45,-14.02661133,OK,10/21/18 23:45,0,OK,10/21/18 23:45,613893.8125,OK,10/21/18 23:45,49.72360229,OK,10/21/18 23:45,63.75021744,OK,10/21/18 23:45,0,OK,10/21/18 23:45,0,OK,10/21/18 23:45,7366725.75,OK,10/21/18 23:45,151250,OK,
