OSU_RTS.CALC.1102_DW1 Time [SNAP],OSU_RTS.CALC.1102_DW1 Value [SNAP],OSU_RTS.CALC.1102_DW1 Status [SNAP],OSU_RTS.CALC.1102_DW2 Time [SNAP],OSU_RTS.CALC.1102_DW2 Value [SNAP],OSU_RTS.CALC.1102_DW2 Status [SNAP],OSU_RTS.MDBUS_RH.1102_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1102_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1102_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1102_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1102_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1102_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1102_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1102_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1102_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1102_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1102_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1102_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1102_CST Time [SNAP],OSU_RTS.MDBUS_RH.1102_CST Value [SNAP],OSU_RTS.MDBUS_RH.1102_CST Status [SNAP],OSU_RTS.MDBUS_RH.1102_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1102_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1102_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1102_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1102_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1102_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1102_D1L Time [SNAP],OSU_RTS.MDBUS_RH.1102_D1L Value [SNAP],OSU_RTS.MDBUS_RH.1102_D1L Status [SNAP],OSU_RTS.MDBUS_RH.1102_D2H Time [SNAP],OSU_RTS.MDBUS_RH.1102_D2H Value [SNAP],OSU_RTS.MDBUS_RH.1102_D2H Status [SNAP],OSU_RTS.MDBUS_RH.1102_D2L Time [SNAP],OSU_RTS.MDBUS_RH.1102_D2L Value [SNAP],OSU_RTS.MDBUS_RH.1102_D2L Status [SNAP],OSU_RTS.MDBUS_RH.1102_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1102_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1102_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1102_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1102_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1102_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1102_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1102_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1102_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1102_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1102_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1102_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1102_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1102_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1102_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1102_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1102_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1102_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1102_EC Time [SNAP],OSU_RTS.MDBUS_RH.1102_EC Value [SNAP],OSU_RTS.MDBUS_RH.1102_EC Status [SNAP],OSU_RTS.MDBUS_RH.1102_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1102_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1102_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1102_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1102_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1102_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1102_GP Time [SNAP],OSU_RTS.MDBUS_RH.1102_GP Value [SNAP],OSU_RTS.MDBUS_RH.1102_GP Status [SNAP],OSU_RTS.MDBUS_RH.1102_GT Time [SNAP],OSU_RTS.MDBUS_RH.1102_GT Value [SNAP],OSU_RTS.MDBUS_RH.1102_GT Status [SNAP],OSU_RTS.MDBUS_RH.1102_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1102_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1102_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1102_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1102_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1102_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1102_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1102_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1102_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1102_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1102_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1102_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1102_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1102_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1102_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1102_HST Time [SNAP],OSU_RTS.MDBUS_RH.1102_HST Value [SNAP],OSU_RTS.MDBUS_RH.1102_HST Status [SNAP],OSU_RTS.MDBUS_RH.1102_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1102_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1102_HVF Status [SNAP],OSU_RTS.MDBUS_RH.1102C_HF Time [SNAP],OSU_RTS.MDBUS_RH.1102C_HF Value [SNAP],OSU_RTS.MDBUS_RH.1102C_HF Status [SNAP],OSU_RTS.MDBUS_RH.1102C_HG Time [SNAP],OSU_RTS.MDBUS_RH.1102C_HG Value [SNAP],OSU_RTS.MDBUS_RH.1102C_HG Status [SNAP],Comments
10/15/18 0:00,212712,OK,10/15/18 0:00,16167,OK,10/15/18 0:00,0.966308296,OK,10/15/18 0:00,0,OK,10/15/18 0:00,1027687.813,OK,10/15/18 0:00,42.05788422,OK,10/15/18 0:00,41.09157562,OK,10/15/18 0:00,209.9444006,OK,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,10/15/18 0:00,11.46973228,OK,10/15/18 0:00,73.4474411,OK,10/15/18 0:00,127.9621429,OK,10/15/18 0:00,139.4318848,OK,10/15/18 0:00,1384008.25,OK,10/15/18 0:00,13.01485176,OK,10/15/18 0:00,2493520,OK,10/15/18 0:00,5.659999847,OK,10/15/18 0:00,179511,OK,10/15/18 0:00,5.070000172,OK,10/15/18 0:00,56.13999939,OK,10/15/18 0:00,1443511,OK,10/15/18 0:00,1.036991358,OK,10/15/18 0:00,55.48467636,OK,10/15/18 0:00,6450500,OK,10/15/18 0:00,120.3171005,OK,10/15/18 0:00,121.3540955,OK,10/15/18 0:00,108.2800627,OK,10/15/18 0:00,0,OK,10/15/18 0:00,12332253.75,OK,
10/15/18 0:15,212744,OK,10/15/18 0:15,16170,OK,10/15/18 0:15,0.716906726,OK,10/15/18 0:15,0,OK,10/15/18 0:15,1027687.813,OK,10/15/18 0:15,41.85600281,OK,10/15/18 0:15,41.13909531,OK,10/15/18 0:15,209.7255811,OK,,,,,,,,,,,,,10/15/18 0:15,9.307858467,OK,10/15/18 0:15,37.4864006,OK,10/15/18 0:15,128.8570709,OK,10/15/18 0:15,138.164917,OK,10/15/18 0:15,1384021.75,OK,10/15/18 0:15,8.1824899,OK,10/15/18 0:15,2493549,OK,10/15/18 0:15,5.659999847,OK,10/15/18 0:15,179512,OK,10/15/18 0:15,5.289999962,OK,10/15/18 0:15,56.97000122,OK,10/15/18 0:15,1443522,OK,10/15/18 0:15,1.164181232,OK,10/15/18 0:15,66.5324173,OK,10/15/18 0:15,6450518.5,OK,10/15/18 0:15,117.6117554,OK,10/15/18 0:15,118.7759247,OK,10/15/18 0:15,115.5837895,OK,10/15/18 0:15,0,OK,10/15/18 0:15,12332253.75,OK,
10/15/18 0:30,212774,OK,10/15/18 0:30,16170,OK,10/15/18 0:30,0.795198262,OK,10/15/18 0:30,0,OK,10/15/18 0:30,1027687.813,OK,10/15/18 0:30,41.87806702,OK,10/15/18 0:30,41.08287048,OK,10/15/18 0:30,208.2969556,OK,,,,,,,,,,,,,10/15/18 0:30,8.571874619,OK,10/15/18 0:30,51.31918716,OK,10/15/18 0:30,128.86763,OK,10/15/18 0:30,137.4394989,OK,10/15/18 0:30,1384035.375,OK,10/15/18 0:30,12.16119496,OK,10/15/18 0:30,2493577,OK,10/15/18 0:30,5.659999847,OK,10/15/18 0:30,179513,OK,10/15/18 0:30,5.099999905,OK,10/15/18 0:30,56.79999924,OK,10/15/18 0:30,1443526,OK,10/15/18 0:30,1.193059087,OK,10/15/18 0:30,67.98149109,OK,10/15/18 0:30,6450536,OK,10/15/18 0:30,115.1224136,OK,10/15/18 0:30,116.3154755,OK,10/15/18 0:30,115.1752445,OK,10/15/18 0:30,0,OK,10/15/18 0:30,12332253.75,OK,
10/15/18 0:45,212794,OK,10/15/18 0:45,16171,OK,10/15/18 0:45,0.589493871,OK,10/15/18 0:45,0,OK,10/15/18 0:45,1027687.813,OK,10/15/18 0:45,41.77240753,OK,10/15/18 0:45,41.18291092,OK,10/15/18 0:45,210.4570248,OK,,,,,,,,,,,,,10/15/18 0:45,11.06597137,OK,10/15/18 0:45,55.44581223,OK,10/15/18 0:45,127.7041397,OK,10/15/18 0:45,138.7701111,OK,10/15/18 0:45,1384044.625,OK,10/15/18 0:45,10.18154925,OK,10/15/18 0:45,2493604,OK,10/15/18 0:45,5.650000095,OK,10/15/18 0:45,179514,OK,10/15/18 0:45,5.330000401,OK,10/15/18 0:45,56.13999939,OK,10/15/18 0:45,1443534,OK,10/15/18 0:45,1.23119688,OK,10/15/18 0:45,70.14440918,OK,10/15/18 0:45,6450553,OK,10/15/18 0:45,112.8962021,OK,10/15/18 0:45,114.1273956,OK,10/15/18 0:45,115.3779748,OK,10/15/18 0:45,0,OK,10/15/18 0:45,12332253.75,OK,
10/15/18 1:00,212816,OK,10/15/18 1:00,16171,OK,10/15/18 1:00,0.64671433,OK,10/15/18 1:00,0,OK,10/15/18 1:00,1027687.813,OK,10/15/18 1:00,41.80323029,OK,10/15/18 1:00,41.15651321,OK,10/15/18 1:00,207.7712615,OK,,,,,,,,,,,,,10/15/18 1:00,13.18126678,OK,10/15/18 1:00,48.67152786,OK,10/15/18 1:00,124.8497314,OK,10/15/18 1:00,138.0310059,OK,10/15/18 1:00,1384056.375,OK,10/15/18 1:00,7.5021347,OK,10/15/18 1:00,2493630,OK,10/15/18 1:00,5.659999847,OK,10/15/18 1:00,179517,OK,10/15/18 1:00,5.070000172,OK,10/15/18 1:00,58.6099968,OK,10/15/18 1:00,1443557,OK,10/15/18 1:00,11.68370152,OK,10/15/18 1:00,634.8434448,OK,10/15/18 1:00,6450669.5,OK,10/15/18 1:00,116.8833084,OK,10/15/18 1:00,128.5670166,OK,10/15/18 1:00,110.1477107,OK,10/15/18 1:00,0,OK,10/15/18 1:00,12332253.75,OK,
10/15/18 1:15,212838,OK,10/15/18 1:15,16172,OK,10/15/18 1:15,0.743504226,OK,10/15/18 1:15,0,OK,10/15/18 1:15,1027687.813,OK,10/15/18 1:15,41.75830078,OK,10/15/18 1:15,41.01480103,OK,10/15/18 1:15,208.5834034,OK,,,,,,,,,,,,,10/15/18 1:15,12.97011757,OK,10/15/18 1:15,69.40923309,OK,10/15/18 1:15,124.8642349,OK,10/15/18 1:15,137.8343506,OK,10/15/18 1:15,1384073.5,OK,10/15/18 1:15,10.87221553,OK,10/15/18 1:15,2493656,OK,10/15/18 1:15,5.659999847,OK,10/15/18 1:15,179518,OK,10/15/18 1:15,5.300000191,OK,10/15/18 1:15,57.52000046,OK,10/15/18 1:15,1443564,OK,10/15/18 1:15,1.597149849,OK,10/15/18 1:15,85.45251465,OK,10/15/18 1:15,6450698.5,OK,10/15/18 1:15,120.3261108,OK,10/15/18 1:15,121.9232635,OK,10/15/18 1:15,108.2899831,OK,10/15/18 1:15,0,OK,10/15/18 1:15,12332253.75,OK,
10/15/18 1:30,212853,OK,10/15/18 1:30,16172,OK,10/15/18 1:30,0.786417365,OK,10/15/18 1:30,0,OK,10/15/18 1:30,1027687.813,OK,10/15/18 1:30,42.14797211,OK,10/15/18 1:30,41.36155701,OK,10/15/18 1:30,208.9516399,OK,,,,,,,,,,,,,10/15/18 1:30,18.7506218,OK,10/15/18 1:30,41.49895477,OK,10/15/18 1:30,120.188385,OK,10/15/18 1:30,138.9390259,OK,10/15/18 1:30,1384082.625,OK,10/15/18 1:30,4.498388102,OK,10/15/18 1:30,2493681,OK,10/15/18 1:30,5.650000095,OK,10/15/18 1:30,179518,OK,10/15/18 1:30,5.199999809,OK,10/15/18 1:30,56.13999939,OK,10/15/18 1:30,1443568,OK,10/15/18 1:30,1.261542201,OK,10/15/18 1:30,70.24084473,OK,10/15/18 1:30,6450715,OK,10/15/18 1:30,118.2170868,OK,10/15/18 1:30,119.4786301,OK,10/15/18 1:30,112.6274478,OK,10/15/18 1:30,0,OK,10/15/18 1:30,12332253.75,OK,
10/15/18 1:45,212859,OK,10/15/18 1:45,16172,OK,10/15/18 1:45,0.731933236,OK,10/15/18 1:45,0,OK,10/15/18 1:45,1027687.813,OK,10/15/18 1:45,41.94084167,OK,10/15/18 1:45,41.20890808,OK,10/15/18 1:45,209.7431922,OK,,,,,,,,,,,,,10/15/18 1:45,18.71943283,OK,10/15/18 1:45,36.78113556,OK,10/15/18 1:45,118.6993713,OK,10/15/18 1:45,137.418808,OK,10/15/18 1:45,1384090.375,OK,10/15/18 1:45,3.992121111,OK,10/15/18 1:45,2493707,OK,10/15/18 1:45,5.670000076,OK,10/15/18 1:45,179518,OK,10/15/18 1:45,5.289999962,OK,10/15/18 1:45,55.81999969,OK,10/15/18 1:45,1443568,OK,10/15/18 1:45,0.912159562,OK,10/15/18 1:45,0,OK,10/15/18 1:45,6450726.5,OK,10/15/18 1:45,116.4357224,OK,10/15/18 1:45,117.3478851,OK,10/15/18 1:45,115.3593058,OK,10/15/18 1:45,0,OK,10/15/18 1:45,12332253.75,OK,
10/15/18 2:00,212861,OK,10/15/18 2:00,16172,OK,10/15/18 2:00,0.669820666,OK,10/15/18 2:00,0,OK,10/15/18 2:00,1027687.813,OK,10/15/18 2:00,41.74435425,OK,10/15/18 2:00,41.07453156,OK,10/15/18 2:00,207.1134358,OK,,,,,,,,,,,,,10/15/18 2:00,18.86321068,OK,10/15/18 2:00,31.70425797,OK,10/15/18 2:00,119.0322952,OK,10/15/18 2:00,137.8955078,OK,10/15/18 2:00,1384101.125,OK,10/15/18 2:00,3.415276485,OK,10/15/18 2:00,2493733,OK,10/15/18 2:00,5.650000095,OK,10/15/18 2:00,179519,OK,10/15/18 2:00,5.330000401,OK,10/15/18 2:00,55.5,OK,10/15/18 2:00,1443572,OK,10/15/18 2:00,0.944470525,OK,10/15/18 2:00,0,OK,10/15/18 2:00,6450741,OK,10/15/18 2:00,114.2155151,OK,10/15/18 2:00,115.1599884,OK,10/15/18 2:00,113.2337588,OK,10/15/18 2:00,0,OK,10/15/18 2:00,12332253.75,OK,
10/15/18 2:15,212868,OK,10/15/18 2:15,16172,OK,10/15/18 2:15,0.590376854,OK,10/15/18 2:15,0,OK,10/15/18 2:15,1027687.813,OK,10/15/18 2:15,41.73833466,OK,10/15/18 2:15,41.14796066,OK,10/15/18 2:15,211.7157251,OK,,,,,,,,,,,,,10/15/18 2:15,22.97282791,OK,10/15/18 2:15,61.06422424,OK,10/15/18 2:15,113.9076385,OK,10/15/18 2:15,136.8804626,OK,10/15/18 2:15,1384112.5,OK,10/15/18 2:15,5.400217865,OK,10/15/18 2:15,2493757,OK,10/15/18 2:15,5.650000095,OK,10/15/18 2:15,179519,OK,10/15/18 2:15,5.259999752,OK,10/15/18 2:15,56.79999924,OK,10/15/18 2:15,1443576,OK,10/15/18 2:15,1.200273991,OK,10/15/18 2:15,65.31155396,OK,10/15/18 2:15,6450749,OK,10/15/18 2:15,112.1696472,OK,10/15/18 2:15,113.3699265,OK,10/15/18 2:15,109.9095712,OK,10/15/18 2:15,0,OK,10/15/18 2:15,12332253.75,OK,
10/15/18 2:30,212871,OK,10/15/18 2:30,16172,OK,10/15/18 2:30,2.250302792,OK,10/15/18 2:30,19.5258503,OK,10/15/18 2:30,1027692.188,OK,10/15/18 2:30,43.49021149,OK,10/15/18 2:30,41.23990631,OK,10/15/18 2:30,207.1361088,OK,,,,,,,,,,,,,10/15/18 2:30,23.41507339,OK,10/15/18 2:30,53.10128784,OK,10/15/18 2:30,114.0311737,OK,10/15/18 2:30,137.4462585,OK,10/15/18 2:30,1384126,OK,10/15/18 2:30,4.608019608,OK,10/15/18 2:30,2493782,OK,10/15/18 2:30,5.650000095,OK,10/15/18 2:30,179519,OK,10/15/18 2:30,5.289999962,OK,10/15/18 2:30,55.65999985,OK,10/15/18 2:30,1443576,OK,10/15/18 2:30,1.183005095,OK,10/15/18 2:30,62.62311554,OK,10/15/18 2:30,6450760,OK,10/15/18 2:30,110.3519287,OK,10/15/18 2:30,111.534935,OK,10/15/18 2:30,106.8767143,OK,10/15/18 2:30,234.3102036,OK,10/15/18 2:30,12332306.25,OK,
10/15/18 2:45,212873,OK,10/15/18 2:45,16172,OK,10/15/18 2:45,0.749044657,OK,10/15/18 2:45,0,OK,10/15/18 2:45,1027692.813,OK,10/15/18 2:45,41.92541122,OK,10/15/18 2:45,41.17636871,OK,10/15/18 2:45,205.6013287,OK,,,,,,,,,,,,,10/15/18 2:45,22.06664658,OK,10/15/18 2:45,55.3345108,OK,10/15/18 2:45,115.8291168,OK,10/15/18 2:45,137.8957672,OK,10/15/18 2:45,1384139.5,OK,10/15/18 2:45,5.095728235,OK,10/15/18 2:45,2493808,OK,10/15/18 2:45,5.650000095,OK,10/15/18 2:45,179522,OK,10/15/18 2:45,5.199999809,OK,10/15/18 2:45,58.02999878,OK,10/15/18 2:45,1443598,OK,10/15/18 2:45,1.750190616,OK,10/15/18 2:45,96.75296021,OK,10/15/18 2:45,6450885,OK,10/15/18 2:45,118.4914551,OK,10/15/18 2:45,120.2416458,OK,10/15/18 2:45,111.8445139,OK,10/15/18 2:45,0,OK,10/15/18 2:45,12332313.75,OK,
10/15/18 3:00,212875,OK,10/15/18 3:00,16172,OK,10/15/18 3:00,0.846043408,OK,10/15/18 3:00,0,OK,10/15/18 3:00,1027693.375,OK,10/15/18 3:00,42.05038452,OK,10/15/18 3:00,41.20434189,OK,10/15/18 3:00,210.8308604,OK,,,,,,,,,,,,,10/15/18 3:00,20.58566093,OK,10/15/18 3:00,46.45073318,OK,10/15/18 3:00,117.8731842,OK,10/15/18 3:00,138.458847,OK,10/15/18 3:00,1384151.875,OK,10/15/18 3:00,4.58591681,OK,10/15/18 3:00,2493833,OK,10/15/18 3:00,5.670000076,OK,10/15/18 3:00,179522,OK,10/15/18 3:00,5.340000153,OK,10/15/18 3:00,56.13999939,OK,10/15/18 3:00,1443598,OK,10/15/18 3:00,0.907238722,OK,10/15/18 3:00,0,OK,10/15/18 3:00,6450898.5,OK,10/15/18 3:00,118.9621429,OK,10/15/18 3:00,119.8693848,OK,10/15/18 3:00,113.0219544,OK,10/15/18 3:00,0,OK,10/15/18 3:00,12332320.5,OK,
10/15/18 3:15,212876,OK,10/15/18 3:15,16172,OK,10/15/18 3:15,2.535400391,OK,10/15/18 3:15,22.23806763,OK,10/15/18 3:15,1027694.5,OK,10/15/18 3:15,44.06021118,OK,10/15/18 3:15,41.52481079,OK,10/15/18 3:15,209.5209709,OK,,,,,,,,,,,,,10/15/18 3:15,18.67327309,OK,10/15/18 3:15,41.99569321,OK,10/15/18 3:15,118.3369904,OK,10/15/18 3:15,137.0102539,OK,10/15/18 3:15,1384163,OK,10/15/18 3:15,4.568882575,OK,10/15/18 3:15,2493859,OK,10/15/18 3:15,5.650000095,OK,10/15/18 3:15,179522,OK,10/15/18 3:15,5.150000095,OK,10/15/18 3:15,55.81999969,OK,10/15/18 3:15,1443598,OK,10/15/18 3:15,0.734708369,OK,10/15/18 3:15,0,OK,10/15/18 3:15,6450912.5,OK,10/15/18 3:15,116.954483,OK,10/15/18 3:15,117.6891785,OK,10/15/18 3:15,110.7524022,OK,10/15/18 3:15,267.0350189,OK,10/15/18 3:15,12332334,OK,
10/15/18 3:30,212877,OK,10/15/18 3:30,16172,OK,10/15/18 3:30,1.971691251,OK,10/15/18 3:30,17.28066635,OK,10/15/18 3:30,1027700,OK,10/15/18 3:30,43.12920761,OK,10/15/18 3:30,41.15751648,OK,10/15/18 3:30,208.8010509,OK,,,,,,,,,,,,,10/15/18 3:30,18.54894829,OK,10/15/18 3:30,52.65473557,OK,10/15/18 3:30,118.8431396,OK,10/15/18 3:30,137.3920898,OK,10/15/18 3:30,1384173.875,OK,10/15/18 3:30,5.767448314,OK,10/15/18 3:30,2493885,OK,10/15/18 3:30,5.650000095,OK,10/15/18 3:30,179523,OK,10/15/18 3:30,5.330000401,OK,10/15/18 3:30,56.75,OK,10/15/18 3:30,1443602,OK,10/15/18 3:30,1.423641801,OK,10/15/18 3:30,79.91320038,OK,10/15/18 3:30,6450922.5,OK,10/15/18 3:30,114.2939224,OK,10/15/18 3:30,115.7175598,OK,10/15/18 3:30,113.4456282,OK,10/15/18 3:30,207.3679962,OK,10/15/18 3:30,12332400,OK,
10/15/18 3:45,212882,OK,10/15/18 3:45,16172,OK,10/15/18 3:45,2.507871389,OK,10/15/18 3:45,22.31894684,OK,10/15/18 3:45,1027704.938,OK,10/15/18 3:45,43.96782303,OK,10/15/18 3:45,41.45995331,OK,10/15/18 3:45,212.4494312,OK,,,,,,,,,,,,,10/15/18 3:45,17.58249855,OK,10/15/18 3:45,40.19385529,OK,10/15/18 3:45,119.6293182,OK,10/15/18 3:45,137.2118225,OK,10/15/18 3:45,1384185.5,OK,10/15/18 3:45,4.644268604,OK,10/15/18 3:45,2493909,OK,10/15/18 3:45,5.650000095,OK,10/15/18 3:45,179523,OK,10/15/18 3:45,5.199999809,OK,10/15/18 3:45,57.29000092,OK,10/15/18 3:45,1443606,OK,10/15/18 3:45,0.981083512,OK,10/15/18 3:45,0,OK,10/15/18 3:45,6450933.5,OK,10/15/18 3:45,112.6800232,OK,10/15/18 3:45,113.6611099,OK,10/15/18 3:45,108.9987538,OK,10/15/18 3:45,267.8273621,OK,10/15/18 3:45,12332459.25,OK,
10/15/18 4:00,212883,OK,10/15/18 4:00,16172,OK,10/15/18 4:00,2.640582323,OK,10/15/18 4:00,23.16663742,OK,10/15/18 4:00,1027710.625,OK,10/15/18 4:00,43.83126068,OK,10/15/18 4:00,41.19067764,OK,10/15/18 4:00,208.25882,OK,,,,,,,,,,,,,10/15/18 4:00,18.34159851,OK,10/15/18 4:00,41.98572922,OK,10/15/18 4:00,119.509903,OK,10/15/18 4:00,137.8515015,OK,10/15/18 4:00,1384196.125,OK,10/15/18 4:00,4.651343737,OK,10/15/18 4:00,2493934,OK,10/15/18 4:00,5.670000076,OK,10/15/18 4:00,179523,OK,10/15/18 4:00,5.289999962,OK,10/15/18 4:00,55.98000336,OK,10/15/18 4:00,1443606,OK,10/15/18 4:00,1.240384936,OK,10/15/18 4:00,68.61669922,OK,10/15/18 4:00,6450947.5,OK,10/15/18 4:00,110.4553986,OK,10/15/18 4:00,111.6957855,OK,10/15/18 4:00,111.6931681,OK,10/15/18 4:00,277.999649,OK,10/15/18 4:00,12332527.5,OK,
10/15/18 4:15,212883,OK,10/15/18 4:15,16172,OK,10/15/18 4:15,2.377613068,OK,10/15/18 4:15,20.61553955,OK,10/15/18 4:15,1027716.125,OK,10/15/18 4:15,43.4805603,OK,10/15/18 4:15,41.10294724,OK,10/15/18 4:15,207.0402084,OK,,,,,,,,,,,,,10/15/18 4:15,17.03718185,OK,10/15/18 4:15,39.02876282,OK,10/15/18 4:15,119.7162933,OK,10/15/18 4:15,136.753479,OK,10/15/18 4:15,1384206.25,OK,10/15/18 4:15,4.653407784,OK,10/15/18 4:15,2493959,OK,10/15/18 4:15,5.650000095,OK,10/15/18 4:15,179525,OK,10/15/18 4:15,5.370000362,OK,10/15/18 4:15,58.94000244,OK,10/15/18 4:15,1443617,OK,10/15/18 4:15,14.26629162,OK,10/15/18 4:15,829.1821899,OK,10/15/18 4:15,6450990,OK,10/15/18 4:15,108.3748779,OK,10/15/18 4:15,122.6411667,OK,10/15/18 4:15,117.6583997,OK,10/15/18 4:15,247.4512024,OK,10/15/18 4:15,12332593.5,OK,
10/15/18 4:30,212884,OK,10/15/18 4:30,16172,OK,10/15/18 4:30,2.338099003,OK,10/15/18 4:30,20.65075684,OK,10/15/18 4:30,1027721.438,OK,10/15/18 4:30,43.50376129,OK,10/15/18 4:30,41.16566086,OK,10/15/18 4:30,210.8435723,OK,,,,,,,,,,,,,10/15/18 4:30,18.52015305,OK,10/15/18 4:30,42.60919189,OK,10/15/18 4:30,120.2430573,OK,10/15/18 4:30,138.7632141,OK,10/15/18 4:30,1384216.625,OK,10/15/18 4:30,4.67598514,OK,10/15/18 4:30,2493983,OK,10/15/18 4:30,5.650000095,OK,10/15/18 4:30,179526,OK,10/15/18 4:30,5.25,OK,10/15/18 4:30,57.45000076,OK,10/15/18 4:30,1443629,OK,10/15/18 4:30,2.302238703,OK,10/15/18 4:30,132.0076904,OK,10/15/18 4:30,6451107.5,OK,10/15/18 4:30,119.0515137,OK,10/15/18 4:30,121.3537598,OK,10/15/18 4:30,116.0380629,OK,10/15/18 4:30,247.809082,OK,10/15/18 4:30,12332657.25,OK,
10/15/18 4:45,212885,OK,10/15/18 4:45,16172,OK,10/15/18 4:45,2.503098011,OK,10/15/18 4:45,22.08905792,OK,10/15/18 4:45,1027726.813,OK,10/15/18 4:45,43.80957031,OK,10/15/18 4:45,41.30647278,OK,10/15/18 4:45,210.662872,OK,,,,,,,,,,,,,10/15/18 4:45,16.384655,OK,10/15/18 4:45,44.10313034,OK,10/15/18 4:45,121.2755432,OK,10/15/18 4:45,137.660202,OK,10/15/18 4:45,1384227.375,OK,10/15/18 4:45,5.468981956,OK,10/15/18 4:45,2494009,OK,10/15/18 4:45,5.659999847,OK,10/15/18 4:45,179526,OK,10/15/18 4:45,5.300000191,OK,10/15/18 4:45,56.62999725,OK,10/15/18 4:45,1443629,OK,10/15/18 4:45,1.409365773,OK,10/15/18 4:45,81.1962204,OK,10/15/18 4:45,6451123.5,OK,10/15/18 4:45,116.6608582,OK,10/15/18 4:45,118.0702209,OK,10/15/18 4:45,116.4991968,OK,10/15/18 4:45,265.0686951,OK,10/15/18 4:45,12332721.75,OK,
