OSU_RTS.CALC.149_GPALARM Time [SNAP],OSU_RTS.CALC.149_GPALARM Value [SNAP],OSU_RTS.CALC.149_GPALARM Status [SNAP],OSU_RTS.MDBUS_E3.149_E01 Time [SNAP],OSU_RTS.MDBUS_E3.149_E01 Value [SNAP],OSU_RTS.MDBUS_E3.149_E01 Status [SNAP],OSU_RTS.MDBUS_E3.149_E02 Time [SNAP],OSU_RTS.MDBUS_E3.149_E02 Value [SNAP],OSU_RTS.MDBUS_E3.149_E02 Status [SNAP],OSU_RTS.MDBUS_G1.149_GBV Time [SNAP],OSU_RTS.MDBUS_G1.149_GBV Value [SNAP],OSU_RTS.MDBUS_G1.149_GBV Status [SNAP],OSU_RTS.MDBUS_G1.149_GCV Time [SNAP],OSU_RTS.MDBUS_G1.149_GCV Value [SNAP],OSU_RTS.MDBUS_G1.149_GCV Status [SNAP],OSU_RTS.MDBUS_G1.149_GP Time [SNAP],OSU_RTS.MDBUS_G1.149_GP Value [SNAP],OSU_RTS.MDBUS_G1.149_GP Status [SNAP],OSU_RTS.MDBUS_G1.149_GT Time [SNAP],OSU_RTS.MDBUS_G1.149_GT Value [SNAP],OSU_RTS.MDBUS_G1.149_GT Status [SNAP],OSU_RTS.MDBUS_G1.149_GUV Time [SNAP],OSU_RTS.MDBUS_G1.149_GUV Value [SNAP],OSU_RTS.MDBUS_G1.149_GUV Status [SNAP],OSU_RTS.MDBUS_RT.149S_C Time [SNAP],OSU_RTS.MDBUS_RT.149S_C Value [SNAP],OSU_RTS.MDBUS_RT.149S_C Status [SNAP],OSU_RTS.MDBUS_RT.149S_DP Time [SNAP],OSU_RTS.MDBUS_RT.149S_DP Value [SNAP],OSU_RTS.MDBUS_RT.149S_DP Status [SNAP],OSU_RTS.MDBUS_RT.149S_HF Time [SNAP],OSU_RTS.MDBUS_RT.149S_HF Value [SNAP],OSU_RTS.MDBUS_RT.149S_HF Status [SNAP],OSU_RTS.MDBUS_RT.149S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.149S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.149S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.149S_I Time [SNAP],OSU_RTS.MDBUS_RT.149S_I Value [SNAP],OSU_RTS.MDBUS_RT.149S_I Status [SNAP],OSU_RTS.MDBUS_RT.149S_P Time [SNAP],OSU_RTS.MDBUS_RT.149S_P Value [SNAP],OSU_RTS.MDBUS_RT.149S_P Status [SNAP],OSU_RTS.MDBUS_RT.149S_T Time [SNAP],OSU_RTS.MDBUS_RT.149S_T Value [SNAP],OSU_RTS.MDBUS_RT.149S_T Status [SNAP],Comments
10/15/18 0:00,0,OK,10/15/18 0:00,2363416,OK,10/15/18 0:00,10725791,OK,10/15/18 0:00,4.830000401,OK,10/15/18 0:00,20532,OK,10/15/18 0:00,5.070000172,OK,10/15/18 0:00,53.74000168,OK,10/15/18 0:00,151463,OK,10/15/18 0:00,0,UNRELIABLE,10/15/18 0:00,0,UNRELIABLE,10/15/18 0:00,0,UNRELIABLE,10/15/18 0:00,0,UNRELIABLE,10/15/18 0:00,0,UNRELIABLE,10/15/18 0:00,0,UNRELIABLE,10/15/18 0:00,0,UNRELIABLE,
10/15/18 0:15,0,OK,10/15/18 0:15,2363430,OK,10/15/18 0:15,10725840,OK,10/15/18 0:15,4.81000042,OK,10/15/18 0:15,20532,OK,10/15/18 0:15,5.340000153,OK,10/15/18 0:15,53.84000015,OK,10/15/18 0:15,151463,OK,10/15/18 0:15,0,UNRELIABLE,10/15/18 0:15,0,UNRELIABLE,10/15/18 0:15,0,UNRELIABLE,10/15/18 0:15,0,UNRELIABLE,10/15/18 0:15,0,UNRELIABLE,10/15/18 0:15,0,UNRELIABLE,10/15/18 0:15,0,UNRELIABLE,
10/15/18 0:30,0,OK,10/15/18 0:30,2363444,OK,10/15/18 0:30,10725891,OK,10/15/18 0:30,4.599999905,OK,10/15/18 0:30,20532,OK,10/15/18 0:30,5.070000172,OK,10/15/18 0:30,54.00999832,OK,10/15/18 0:30,151463,OK,10/15/18 0:30,0,UNRELIABLE,10/15/18 0:30,0,UNRELIABLE,10/15/18 0:30,0,UNRELIABLE,10/15/18 0:30,0,UNRELIABLE,10/15/18 0:30,0,UNRELIABLE,10/15/18 0:30,0,UNRELIABLE,10/15/18 0:30,0,UNRELIABLE,
10/15/18 0:45,0,OK,10/15/18 0:45,2363458,OK,10/15/18 0:45,10725942,OK,10/15/18 0:45,4.830000401,OK,10/15/18 0:45,20532,OK,10/15/18 0:45,5.340000153,OK,10/15/18 0:45,54.00999832,OK,10/15/18 0:45,151463,OK,10/15/18 0:45,0,UNRELIABLE,10/15/18 0:45,0,UNRELIABLE,10/15/18 0:45,0,UNRELIABLE,10/15/18 0:45,0,UNRELIABLE,10/15/18 0:45,0,UNRELIABLE,10/15/18 0:45,0,UNRELIABLE,10/15/18 0:45,0,UNRELIABLE,
10/15/18 1:00,0,OK,10/15/18 1:00,2363470,OK,10/15/18 1:00,10725991,OK,10/15/18 1:00,4.610000134,OK,10/15/18 1:00,20532,OK,10/15/18 1:00,5.079999924,OK,10/15/18 1:00,54.16999817,OK,10/15/18 1:00,151463,OK,10/15/18 1:00,0,UNRELIABLE,10/15/18 1:00,0,UNRELIABLE,10/15/18 1:00,0,UNRELIABLE,10/15/18 1:00,0,UNRELIABLE,10/15/18 1:00,0,UNRELIABLE,10/15/18 1:00,0,UNRELIABLE,10/15/18 1:00,0,UNRELIABLE,
10/15/18 1:15,0,OK,10/15/18 1:15,2363482,OK,10/15/18 1:15,10726042,OK,10/15/18 1:15,4.590000153,OK,10/15/18 1:15,20532,OK,10/15/18 1:15,5.340000153,OK,10/15/18 1:15,54.32999802,OK,10/15/18 1:15,151463,OK,10/15/18 1:15,0,UNRELIABLE,10/15/18 1:15,0,UNRELIABLE,10/15/18 1:15,0,UNRELIABLE,10/15/18 1:15,0,UNRELIABLE,10/15/18 1:15,0,UNRELIABLE,10/15/18 1:15,0,UNRELIABLE,10/15/18 1:15,0,UNRELIABLE,
10/15/18 1:30,0,OK,10/15/18 1:30,2363494,OK,10/15/18 1:30,10726092,OK,10/15/18 1:30,4.559999943,OK,10/15/18 1:30,20532,OK,10/15/18 1:30,5.159999847,OK,10/15/18 1:30,54.32999802,OK,10/15/18 1:30,151463,OK,10/15/18 1:30,0,UNRELIABLE,10/15/18 1:30,0,UNRELIABLE,10/15/18 1:30,0,UNRELIABLE,10/15/18 1:30,0,UNRELIABLE,10/15/18 1:30,0,UNRELIABLE,10/15/18 1:30,0,UNRELIABLE,10/15/18 1:30,0,UNRELIABLE,
10/15/18 1:45,0,OK,10/15/18 1:45,2363505,OK,10/15/18 1:45,10726142,OK,10/15/18 1:45,4.570000172,OK,10/15/18 1:45,20532,OK,10/15/18 1:45,5.279999733,OK,10/15/18 1:45,54.5,OK,10/15/18 1:45,151463,OK,10/15/18 1:45,0,UNRELIABLE,10/15/18 1:45,0,UNRELIABLE,10/15/18 1:45,0,UNRELIABLE,10/15/18 1:45,0,UNRELIABLE,10/15/18 1:45,0,UNRELIABLE,10/15/18 1:45,0,UNRELIABLE,10/15/18 1:45,0,UNRELIABLE,
10/15/18 2:00,0,OK,10/15/18 2:00,2363517,OK,10/15/18 2:00,10726192,OK,10/15/18 2:00,4.779999733,OK,10/15/18 2:00,20532,OK,10/15/18 2:00,5.340000153,OK,10/15/18 2:00,54.65999985,OK,10/15/18 2:00,151463,OK,10/15/18 2:00,0,UNRELIABLE,10/15/18 2:00,0,UNRELIABLE,10/15/18 2:00,0,UNRELIABLE,10/15/18 2:00,0,UNRELIABLE,10/15/18 2:00,0,UNRELIABLE,10/15/18 2:00,0,UNRELIABLE,10/15/18 2:00,0,UNRELIABLE,
10/15/18 2:15,0,OK,10/15/18 2:15,2363529,OK,10/15/18 2:15,10726241,OK,10/15/18 2:15,4.570000172,OK,10/15/18 2:15,20532,OK,10/15/18 2:15,5.259999752,OK,10/15/18 2:15,54.77000046,OK,10/15/18 2:15,151463,OK,10/15/18 2:15,0,UNRELIABLE,10/15/18 2:15,0,UNRELIABLE,10/15/18 2:15,0,UNRELIABLE,10/15/18 2:15,0,UNRELIABLE,10/15/18 2:15,0,UNRELIABLE,10/15/18 2:15,0,UNRELIABLE,10/15/18 2:15,0,UNRELIABLE,
10/15/18 2:30,0,OK,10/15/18 2:30,2363541,OK,10/15/18 2:30,10726294,OK,10/15/18 2:30,4.570000172,OK,10/15/18 2:30,20532,OK,10/15/18 2:30,5.340000153,OK,10/15/18 2:30,54.81999969,OK,10/15/18 2:30,151463,OK,10/15/18 2:30,0,UNRELIABLE,10/15/18 2:30,0,UNRELIABLE,10/15/18 2:30,0,UNRELIABLE,10/15/18 2:30,0,UNRELIABLE,10/15/18 2:30,0,UNRELIABLE,10/15/18 2:30,0,UNRELIABLE,10/15/18 2:30,0,UNRELIABLE,
10/15/18 2:45,0,OK,10/15/18 2:45,2363552,OK,10/15/18 2:45,10726346,OK,10/15/18 2:45,4.579999924,OK,10/15/18 2:45,20532,OK,10/15/18 2:45,5.159999847,OK,10/15/18 2:45,54.99000168,OK,10/15/18 2:45,151463,OK,10/15/18 2:45,0,UNRELIABLE,10/15/18 2:45,0,UNRELIABLE,10/15/18 2:45,0,UNRELIABLE,10/15/18 2:45,0,UNRELIABLE,10/15/18 2:45,0,UNRELIABLE,10/15/18 2:45,0,UNRELIABLE,10/15/18 2:45,0,UNRELIABLE,
10/15/18 3:00,0,OK,10/15/18 3:00,2363564,OK,10/15/18 3:00,10726396,OK,10/15/18 3:00,4.710000038,OK,10/15/18 3:00,20532,OK,10/15/18 3:00,5.360000134,OK,10/15/18 3:00,55.02999878,OK,10/15/18 3:00,151463,OK,10/15/18 3:00,0,UNRELIABLE,10/15/18 3:00,0,UNRELIABLE,10/15/18 3:00,0,UNRELIABLE,10/15/18 3:00,0,UNRELIABLE,10/15/18 3:00,0,UNRELIABLE,10/15/18 3:00,0,UNRELIABLE,10/15/18 3:00,0,UNRELIABLE,
10/15/18 3:15,0,OK,10/15/18 3:15,2363576,OK,10/15/18 3:15,10726453,OK,10/15/18 3:15,4.769999981,OK,10/15/18 3:15,20532,OK,10/15/18 3:15,5.119999886,OK,10/15/18 3:15,55.14999771,OK,10/15/18 3:15,151463,OK,10/15/18 3:15,0,UNRELIABLE,10/15/18 3:15,0,UNRELIABLE,10/15/18 3:15,0,UNRELIABLE,10/15/18 3:15,0,UNRELIABLE,10/15/18 3:15,0,UNRELIABLE,10/15/18 3:15,0,UNRELIABLE,10/15/18 3:15,0,UNRELIABLE,
10/15/18 3:30,0,OK,10/15/18 3:30,2363588,OK,10/15/18 3:30,10726511,OK,10/15/18 3:30,4.730000019,OK,10/15/18 3:30,20532,OK,10/15/18 3:30,5.300000191,OK,10/15/18 3:30,55.30999756,OK,10/15/18 3:30,151463,OK,10/15/18 3:30,0,UNRELIABLE,10/15/18 3:30,0,UNRELIABLE,10/15/18 3:30,0,UNRELIABLE,10/15/18 3:30,0,UNRELIABLE,10/15/18 3:30,0,UNRELIABLE,10/15/18 3:30,0,UNRELIABLE,10/15/18 3:30,0,UNRELIABLE,
10/15/18 3:45,0,OK,10/15/18 3:45,2363599,OK,10/15/18 3:45,10726567,OK,10/15/18 3:45,4.71999979,OK,10/15/18 3:45,20532,OK,10/15/18 3:45,5.170000076,OK,10/15/18 3:45,55.47000122,OK,10/15/18 3:45,151463,OK,10/15/18 3:45,0,UNRELIABLE,10/15/18 3:45,0,UNRELIABLE,10/15/18 3:45,0,UNRELIABLE,10/15/18 3:45,0,UNRELIABLE,10/15/18 3:45,0,UNRELIABLE,10/15/18 3:45,0,UNRELIABLE,10/15/18 3:45,0,UNRELIABLE,
10/15/18 4:00,0,OK,10/15/18 4:00,2363610,OK,10/15/18 4:00,10726625,OK,10/15/18 4:00,4.599999905,OK,10/15/18 4:00,20532,OK,10/15/18 4:00,5.340000153,OK,10/15/18 4:00,55.62999725,OK,10/15/18 4:00,151463,OK,10/15/18 4:00,0,UNRELIABLE,10/15/18 4:00,0,UNRELIABLE,10/15/18 4:00,0,UNRELIABLE,10/15/18 4:00,0,UNRELIABLE,10/15/18 4:00,0,UNRELIABLE,10/15/18 4:00,0,UNRELIABLE,10/15/18 4:00,0,UNRELIABLE,
10/15/18 4:15,0,OK,10/15/18 4:15,2363621,OK,10/15/18 4:15,10726680,OK,10/15/18 4:15,4.75,OK,10/15/18 4:15,20532,OK,10/15/18 4:15,5.340000153,OK,10/15/18 4:15,55.72999954,OK,10/15/18 4:15,151463,OK,10/15/18 4:15,0,UNRELIABLE,10/15/18 4:15,0,UNRELIABLE,10/15/18 4:15,0,UNRELIABLE,10/15/18 4:15,0,UNRELIABLE,10/15/18 4:15,0,UNRELIABLE,10/15/18 4:15,0,UNRELIABLE,10/15/18 4:15,0,UNRELIABLE,
10/15/18 4:30,0,OK,10/15/18 4:30,2363632,OK,10/15/18 4:30,10726736,OK,10/15/18 4:30,4.619999886,OK,10/15/18 4:30,20532,OK,10/15/18 4:30,5.25,OK,10/15/18 4:30,55.79999924,OK,10/15/18 4:30,151463,OK,10/15/18 4:30,0,UNRELIABLE,10/15/18 4:30,0,UNRELIABLE,10/15/18 4:30,0,UNRELIABLE,10/15/18 4:30,0,UNRELIABLE,10/15/18 4:30,0,UNRELIABLE,10/15/18 4:30,0,UNRELIABLE,10/15/18 4:30,0,UNRELIABLE,
10/15/18 4:45,0,OK,10/15/18 4:45,2363643,OK,10/15/18 4:45,10726792,OK,10/15/18 4:45,4.650000095,OK,10/15/18 4:45,20532,OK,10/15/18 4:45,5.340000153,OK,10/15/18 4:45,55.9600029,OK,10/15/18 4:45,151463,OK,10/15/18 4:45,0,UNRELIABLE,10/15/18 4:45,0,UNRELIABLE,10/15/18 4:45,0,UNRELIABLE,10/15/18 4:45,0,UNRELIABLE,10/15/18 4:45,0,UNRELIABLE,10/15/18 4:45,0,UNRELIABLE,10/15/18 4:45,0,UNRELIABLE,
10/15/18 5:00,0,OK,10/15/18 5:00,2363654,OK,10/15/18 5:00,10726848,OK,10/15/18 5:00,4.739999771,OK,10/15/18 5:00,20532,OK,10/15/18 5:00,5.340000153,OK,10/15/18 5:00,56.11999893,OK,10/15/18 5:00,151463,OK,10/15/18 5:00,0,UNRELIABLE,10/15/18 5:00,0,UNRELIABLE,10/15/18 5:00,0,UNRELIABLE,10/15/18 5:00,0,UNRELIABLE,10/15/18 5:00,0,UNRELIABLE,10/15/18 5:00,0,UNRELIABLE,10/15/18 5:00,0,UNRELIABLE,
10/15/18 5:15,0,OK,10/15/18 5:15,2363663,OK,10/15/18 5:15,10726906,OK,10/15/18 5:15,4.730000019,OK,10/15/18 5:15,20532,OK,10/15/18 5:15,5.340000153,OK,10/15/18 5:15,56.28000259,OK,10/15/18 5:15,151463,OK,10/15/18 5:15,0,UNRELIABLE,10/15/18 5:15,0,UNRELIABLE,10/15/18 5:15,0,UNRELIABLE,10/15/18 5:15,0,UNRELIABLE,10/15/18 5:15,0,UNRELIABLE,10/15/18 5:15,0,UNRELIABLE,10/15/18 5:15,0,UNRELIABLE,
10/15/18 5:30,0,OK,10/15/18 5:30,2363671,OK,10/15/18 5:30,10726964,OK,10/15/18 5:30,4.670000076,OK,10/15/18 5:30,20532,OK,10/15/18 5:30,5.179999828,OK,10/15/18 5:30,56.45000076,OK,10/15/18 5:30,151463,OK,10/15/18 5:30,0,UNRELIABLE,10/15/18 5:30,0,UNRELIABLE,10/15/18 5:30,0,UNRELIABLE,10/15/18 5:30,0,UNRELIABLE,10/15/18 5:30,0,UNRELIABLE,10/15/18 5:30,0,UNRELIABLE,10/15/18 5:30,0,UNRELIABLE,
10/15/18 5:45,0,OK,10/15/18 5:45,2363680,OK,10/15/18 5:45,10727016,OK,10/15/18 5:45,4.650000095,OK,10/15/18 5:45,20532,OK,10/15/18 5:45,5.340000153,OK,10/15/18 5:45,56.6099968,OK,10/15/18 5:45,151463,OK,10/15/18 5:45,0,UNRELIABLE,10/15/18 5:45,0,UNRELIABLE,10/15/18 5:45,0,UNRELIABLE,10/15/18 5:45,0,UNRELIABLE,10/15/18 5:45,0,UNRELIABLE,10/15/18 5:45,0,UNRELIABLE,10/15/18 5:45,0,UNRELIABLE,
10/15/18 6:00,0,OK,10/15/18 6:00,2363688,OK,10/15/18 6:00,10727073,OK,10/15/18 6:00,4.690000057,OK,10/15/18 6:00,20532,OK,10/15/18 6:00,5.079999924,OK,10/15/18 6:00,56.6099968,OK,10/15/18 6:00,151463,OK,10/15/18 6:00,0,UNRELIABLE,10/15/18 6:00,0,UNRELIABLE,10/15/18 6:00,0,UNRELIABLE,10/15/18 6:00,0,UNRELIABLE,10/15/18 6:00,0,UNRELIABLE,10/15/18 6:00,0,UNRELIABLE,10/15/18 6:00,0,UNRELIABLE,
10/15/18 6:15,0,OK,10/15/18 6:15,2363696,OK,10/15/18 6:15,10727132,OK,10/15/18 6:15,4.710000038,OK,10/15/18 6:15,20532,OK,10/15/18 6:15,5.340000153,OK,10/15/18 6:15,56.77000046,OK,10/15/18 6:15,151463,OK,10/15/18 6:15,0,UNRELIABLE,10/15/18 6:15,0,UNRELIABLE,10/15/18 6:15,0,UNRELIABLE,10/15/18 6:15,0,UNRELIABLE,10/15/18 6:15,0,UNRELIABLE,10/15/18 6:15,0,UNRELIABLE,10/15/18 6:15,0,UNRELIABLE,
10/15/18 6:30,0,OK,10/15/18 6:30,2363704,OK,10/15/18 6:30,10727191,OK,10/15/18 6:30,4.670000076,OK,10/15/18 6:30,20532,OK,10/15/18 6:30,5.170000076,OK,10/15/18 6:30,56.94000244,OK,10/15/18 6:30,151463,OK,10/15/18 6:30,0,UNRELIABLE,10/15/18 6:30,0,UNRELIABLE,10/15/18 6:30,0,UNRELIABLE,10/15/18 6:30,0,UNRELIABLE,10/15/18 6:30,0,UNRELIABLE,10/15/18 6:30,0,UNRELIABLE,10/15/18 6:30,0,UNRELIABLE,
10/15/18 6:45,0,OK,10/15/18 6:45,2363712,OK,10/15/18 6:45,10727247,OK,10/15/18 6:45,4.690000057,OK,10/15/18 6:45,20532,OK,10/15/18 6:45,5.259999752,OK,10/15/18 6:45,57.09999847,OK,10/15/18 6:45,151463,OK,10/15/18 6:45,0,UNRELIABLE,10/15/18 6:45,0,UNRELIABLE,10/15/18 6:45,0,UNRELIABLE,10/15/18 6:45,0,UNRELIABLE,10/15/18 6:45,0,UNRELIABLE,10/15/18 6:45,0,UNRELIABLE,10/15/18 6:45,0,UNRELIABLE,
10/15/18 7:00,0,OK,10/15/18 7:00,2363721,OK,10/15/18 7:00,10727304,OK,10/15/18 7:00,4.690000057,OK,10/15/18 7:00,20532,OK,10/15/18 7:00,5.259999752,OK,10/15/18 7:00,57.43000031,OK,10/15/18 7:00,151463,OK,10/15/18 7:00,0,UNRELIABLE,10/15/18 7:00,0,UNRELIABLE,10/15/18 7:00,0,UNRELIABLE,10/15/18 7:00,0,UNRELIABLE,10/15/18 7:00,0,UNRELIABLE,10/15/18 7:00,0,UNRELIABLE,10/15/18 7:00,0,UNRELIABLE,
10/15/18 7:15,0,OK,10/15/18 7:15,2363729,OK,10/15/18 7:15,10727374,OK,10/15/18 7:15,4.690000057,OK,10/15/18 7:15,20532,OK,10/15/18 7:15,5.259999752,OK,10/15/18 7:15,57.59000015,OK,10/15/18 7:15,151463,OK,10/15/18 7:15,0,UNRELIABLE,10/15/18 7:15,0,UNRELIABLE,10/15/18 7:15,0,UNRELIABLE,10/15/18 7:15,0,UNRELIABLE,10/15/18 7:15,0,UNRELIABLE,10/15/18 7:15,0,UNRELIABLE,10/15/18 7:15,0,UNRELIABLE,
10/15/18 7:30,0,OK,10/15/18 7:30,2363738,OK,10/15/18 7:30,10727444,OK,10/15/18 7:30,4.679999828,OK,10/15/18 7:30,20532,OK,10/15/18 7:30,5.330000401,OK,10/15/18 7:30,57.75,OK,10/15/18 7:30,151463,OK,10/15/18 7:30,0,UNRELIABLE,10/15/18 7:30,0,UNRELIABLE,10/15/18 7:30,0,UNRELIABLE,10/15/18 7:30,0,UNRELIABLE,10/15/18 7:30,0,UNRELIABLE,10/15/18 7:30,0,UNRELIABLE,10/15/18 7:30,0,UNRELIABLE,
10/15/18 7:45,0,OK,10/15/18 7:45,2363747,OK,10/15/18 7:45,10727514,OK,10/15/18 7:45,4.679999828,OK,10/15/18 7:45,20532,OK,10/15/18 7:45,5.170000076,OK,10/15/18 7:45,57.92000198,OK,10/15/18 7:45,151463,OK,10/15/18 7:45,0,UNRELIABLE,10/15/18 7:45,0,UNRELIABLE,10/15/18 7:45,0,UNRELIABLE,10/15/18 7:45,0,UNRELIABLE,10/15/18 7:45,0,UNRELIABLE,10/15/18 7:45,0,UNRELIABLE,10/15/18 7:45,0,UNRELIABLE,
10/15/18 8:00,0,OK,10/15/18 8:00,2363757,OK,10/15/18 8:00,10727584,OK,10/15/18 8:00,4.690000057,OK,10/15/18 8:00,20532,OK,10/15/18 8:00,5.330000401,OK,10/15/18 8:00,58.08000183,OK,10/15/18 8:00,151463,OK,10/15/18 8:00,0,UNRELIABLE,10/15/18 8:00,0,UNRELIABLE,10/15/18 8:00,0,UNRELIABLE,10/15/18 8:00,0,UNRELIABLE,10/15/18 8:00,0,UNRELIABLE,10/15/18 8:00,0,UNRELIABLE,10/15/18 8:00,0,UNRELIABLE,
10/15/18 8:15,0,OK,10/15/18 8:15,2363767,OK,10/15/18 8:15,10727651,OK,10/15/18 8:15,4.699999809,OK,10/15/18 8:15,20532,OK,10/15/18 8:15,5,OK,10/15/18 8:15,58.25,OK,10/15/18 8:15,151463,OK,10/15/18 8:15,0,UNRELIABLE,10/15/18 8:15,0,UNRELIABLE,10/15/18 8:15,0,UNRELIABLE,10/15/18 8:15,0,UNRELIABLE,10/15/18 8:15,0,UNRELIABLE,10/15/18 8:15,0,UNRELIABLE,10/15/18 8:15,0,UNRELIABLE,
10/15/18 8:30,0,OK,10/15/18 8:30,2363777,OK,10/15/18 8:30,10727715,OK,10/15/18 8:30,4.699999809,OK,10/15/18 8:30,20532,OK,10/15/18 8:30,5.090000153,OK,10/15/18 8:30,58.40999985,OK,10/15/18 8:30,151463,OK,10/15/18 8:30,0,UNRELIABLE,10/15/18 8:30,0,UNRELIABLE,10/15/18 8:30,0,UNRELIABLE,10/15/18 8:30,0,UNRELIABLE,10/15/18 8:30,0,UNRELIABLE,10/15/18 8:30,0,UNRELIABLE,10/15/18 8:30,0,UNRELIABLE,
10/15/18 8:45,0,OK,10/15/18 8:45,2363788,OK,10/15/18 8:45,10727782,OK,10/15/18 8:45,4.699999809,OK,10/15/18 8:45,20532,OK,10/15/18 8:45,5.259999752,OK,10/15/18 8:45,58.54999924,OK,10/15/18 8:45,151463,OK,10/15/18 8:45,0,UNRELIABLE,10/15/18 8:45,0,UNRELIABLE,10/15/18 8:45,0,UNRELIABLE,10/15/18 8:45,0,UNRELIABLE,10/15/18 8:45,0,UNRELIABLE,10/15/18 8:45,0,UNRELIABLE,10/15/18 8:45,0,UNRELIABLE,
10/15/18 9:00,0,OK,10/15/18 9:00,2363798,OK,10/15/18 9:00,10727845,OK,10/15/18 9:00,4.659999847,OK,10/15/18 9:00,20532,OK,10/15/18 9:00,4.930000305,OK,10/15/18 9:00,58.58000183,OK,10/15/18 9:00,151463,OK,10/15/18 9:00,0,UNRELIABLE,10/15/18 9:00,0,UNRELIABLE,10/15/18 9:00,0,UNRELIABLE,10/15/18 9:00,0,UNRELIABLE,10/15/18 9:00,0,UNRELIABLE,10/15/18 9:00,0,UNRELIABLE,10/15/18 9:00,0,UNRELIABLE,
10/15/18 9:15,0,OK,10/15/18 9:15,2363809,OK,10/15/18 9:15,10727906,OK,10/15/18 9:15,4.699999809,OK,10/15/18 9:15,20532,OK,10/15/18 9:15,5.159999847,OK,10/15/18 9:15,58.58000183,OK,10/15/18 9:15,151463,OK,10/15/18 9:15,0,UNRELIABLE,10/15/18 9:15,0,UNRELIABLE,10/15/18 9:15,0,UNRELIABLE,10/15/18 9:15,0,UNRELIABLE,10/15/18 9:15,0,UNRELIABLE,10/15/18 9:15,0,UNRELIABLE,10/15/18 9:15,0,UNRELIABLE,
10/15/18 9:30,0,OK,10/15/18 9:30,2363820,OK,10/15/18 9:30,10727970,OK,10/15/18 9:30,4.659999847,OK,10/15/18 9:30,20532,OK,10/15/18 9:30,4.990000248,OK,10/15/18 9:30,58.58000183,OK,10/15/18 9:30,151463,OK,10/15/18 9:30,0,UNRELIABLE,10/15/18 9:30,0,UNRELIABLE,10/15/18 9:30,0,UNRELIABLE,10/15/18 9:30,0,UNRELIABLE,10/15/18 9:30,0,UNRELIABLE,10/15/18 9:30,0,UNRELIABLE,10/15/18 9:30,0,UNRELIABLE,
10/15/18 9:45,0,OK,10/15/18 9:45,2363832,OK,10/15/18 9:45,10728032,OK,10/15/18 9:45,4.699999809,OK,10/15/18 9:45,20532,OK,10/15/18 9:45,5.259999752,OK,10/15/18 9:45,58.58000183,OK,10/15/18 9:45,151463,OK,10/15/18 9:45,0,UNRELIABLE,10/15/18 9:45,0,UNRELIABLE,10/15/18 9:45,0,UNRELIABLE,10/15/18 9:45,0,UNRELIABLE,10/15/18 9:45,0,UNRELIABLE,10/15/18 9:45,0,UNRELIABLE,10/15/18 9:45,0,UNRELIABLE,
10/15/18 10:00,0,OK,10/15/18 10:00,2363843,OK,10/15/18 10:00,10728091,OK,10/15/18 10:00,4.690000057,OK,10/15/18 10:00,20532,OK,10/15/18 10:00,5,OK,10/15/18 10:00,58.40999985,OK,10/15/18 10:00,151463,OK,10/15/18 10:00,0,UNRELIABLE,10/15/18 10:00,0,UNRELIABLE,10/15/18 10:00,0,UNRELIABLE,10/15/18 10:00,0,UNRELIABLE,10/15/18 10:00,0,UNRELIABLE,10/15/18 10:00,0,UNRELIABLE,10/15/18 10:00,0,UNRELIABLE,
10/15/18 10:15,0,OK,10/15/18 10:15,2363856,OK,10/15/18 10:15,10728149,OK,10/15/18 10:15,4.690000057,OK,10/15/18 10:15,20532,OK,10/15/18 10:15,5.090000153,OK,10/15/18 10:15,58.40999985,OK,10/15/18 10:15,151463,OK,10/15/18 10:15,0,UNRELIABLE,10/15/18 10:15,0,UNRELIABLE,10/15/18 10:15,0,UNRELIABLE,10/15/18 10:15,0,UNRELIABLE,10/15/18 10:15,0,UNRELIABLE,10/15/18 10:15,0,UNRELIABLE,10/15/18 10:15,0,UNRELIABLE,
10/15/18 10:30,0,OK,10/15/18 10:30,2363868,OK,10/15/18 10:30,10728207,OK,10/15/18 10:30,4.679999828,OK,10/15/18 10:30,20532,OK,10/15/18 10:30,4.910000324,OK,10/15/18 10:30,58.25,OK,10/15/18 10:30,151463,OK,10/15/18 10:30,0,UNRELIABLE,10/15/18 10:30,0,UNRELIABLE,10/15/18 10:30,0,UNRELIABLE,10/15/18 10:30,0,UNRELIABLE,10/15/18 10:30,0,UNRELIABLE,10/15/18 10:30,0,UNRELIABLE,10/15/18 10:30,0,UNRELIABLE,
10/15/18 10:45,0,OK,10/15/18 10:45,2363882,OK,10/15/18 10:45,10728264,OK,10/15/18 10:45,4.690000057,OK,10/15/18 10:45,20532,OK,10/15/18 10:45,5.259999752,OK,10/15/18 10:45,58.08000183,OK,10/15/18 10:45,151463,OK,10/15/18 10:45,0,UNRELIABLE,10/15/18 10:45,0,UNRELIABLE,10/15/18 10:45,0,UNRELIABLE,10/15/18 10:45,0,UNRELIABLE,10/15/18 10:45,0,UNRELIABLE,10/15/18 10:45,0,UNRELIABLE,10/15/18 10:45,0,UNRELIABLE,
