OSU_RTS.MDBUS_C1.005_CDT Time [SNAP],OSU_RTS.MDBUS_C1.005_CDT Value [SNAP],OSU_RTS.MDBUS_C1.005_CDT Status [SNAP],OSU_RTS.MDBUS_C1.005_CHF Time [SNAP],OSU_RTS.MDBUS_C1.005_CHF Value [SNAP],OSU_RTS.MDBUS_C1.005_CHF Status [SNAP],OSU_RTS.MDBUS_C1.005_CHT Time [SNAP],OSU_RTS.MDBUS_C1.005_CHT Value [SNAP],OSU_RTS.MDBUS_C1.005_CHT Status [SNAP],OSU_RTS.MDBUS_C1.005_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.005_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.005_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.005_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.005_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.005_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.005_CVF Time [SNAP],OSU_RTS.MDBUS_C1.005_CVF Value [SNAP],OSU_RTS.MDBUS_C1.005_CVF Status [SNAP],OSU_RTS.MDBUS_C1.005_HF Time [SNAP],OSU_RTS.MDBUS_C1.005_HF Value [SNAP],OSU_RTS.MDBUS_C1.005_HF Status [SNAP],OSU_RTS.MDBUS_C1.005_HGT Time [SNAP],OSU_RTS.MDBUS_C1.005_HGT Value [SNAP],OSU_RTS.MDBUS_C1.005_HGT Status [SNAP],OSU_RTS.MDBUS_CC.005_MHT Time [SNAP],OSU_RTS.MDBUS_CC.005_MHT Value [SNAP],OSU_RTS.MDBUS_CC.005_MHT Status [SNAP],OSU_RTS.MDBUS_CC.005_PHT Time [SNAP],OSU_RTS.MDBUS_CC.005_PHT Value [SNAP],OSU_RTS.MDBUS_CC.005_PHT Status [SNAP],OSU_RTS.MDBUS_E3.005_E01 Time [SNAP],OSU_RTS.MDBUS_E3.005_E01 Value [SNAP],OSU_RTS.MDBUS_E3.005_E01 Status [SNAP],OSU_RTS.MDBUS_E3.005_E02 Time [SNAP],OSU_RTS.MDBUS_E3.005_E02 Value [SNAP],OSU_RTS.MDBUS_E3.005_E02 Status [SNAP],OSU_RTS.MDBUS_RT.005S_C Time [SNAP],OSU_RTS.MDBUS_RT.005S_C Value [SNAP],OSU_RTS.MDBUS_RT.005S_C Status [SNAP],OSU_RTS.MDBUS_RT.005S_DP Time [SNAP],OSU_RTS.MDBUS_RT.005S_DP Value [SNAP],OSU_RTS.MDBUS_RT.005S_DP Status [SNAP],OSU_RTS.MDBUS_RT.005S_HF Time [SNAP],OSU_RTS.MDBUS_RT.005S_HF Value [SNAP],OSU_RTS.MDBUS_RT.005S_HF Status [SNAP],OSU_RTS.MDBUS_RT.005S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.005S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.005S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.005S_I Time [SNAP],OSU_RTS.MDBUS_RT.005S_I Value [SNAP],OSU_RTS.MDBUS_RT.005S_I Status [SNAP],OSU_RTS.MDBUS_RT.005S_P Time [SNAP],OSU_RTS.MDBUS_RT.005S_P Value [SNAP],OSU_RTS.MDBUS_RT.005S_P Status [SNAP],OSU_RTS.MDBUS_RT.005S_T Time [SNAP],OSU_RTS.MDBUS_RT.005S_T Value [SNAP],OSU_RTS.MDBUS_RT.005S_T Status [SNAP],Comments
10/15/18 0:00,4.688596249,OK,10/15/18 0:00,148.9669189,OK,10/15/18 0:00,5967272.5,OK,10/15/18 0:00,50.72631073,OK,10/15/18 0:00,46.03771591,OK,10/15/18 0:00,756.2797086,OK,10/15/18 0:00,1784.641113,OK,10/15/18 0:00,71607270,OK,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,10/15/18 0:00,1054799,OK,10/15/18 0:00,149938,OK,10/15/18 0:00,35519.87891,OK,10/15/18 0:00,25.18763733,OK,10/15/18 0:00,764.0852051,OK,10/15/18 0:00,43773848,OK,10/15/18 0:00,0.6377229,OK,10/15/18 0:00,183.103241,OK,10/15/18 0:00,366.4949951,OK,
10/15/18 0:15,2.590462685,OK,10/15/18 0:15,81.99355316,OK,10/15/18 0:15,5967301,OK,10/15/18 0:15,48.89929199,OK,10/15/18 0:15,46.30883026,OK,10/15/18 0:15,748.945252,OK,10/15/18 0:15,982.226532,OK,10/15/18 0:15,71607612,OK,,,,,,,10/15/18 0:15,1054847,OK,10/15/18 0:15,149944,OK,10/15/18 0:15,35520.02344,OK,10/15/18 0:15,27.49393845,OK,10/15/18 0:15,844.9986572,OK,10/15/18 0:15,43774020,OK,10/15/18 0:15,0.705311401,OK,10/15/18 0:15,181.7405548,OK,10/15/18 0:15,365.7556152,OK,
10/15/18 0:30,1.471437216,OK,10/15/18 0:30,47.63550568,OK,10/15/18 0:30,5967329,OK,10/15/18 0:30,47.21488571,OK,10/15/18 0:30,45.74344635,OK,10/15/18 0:30,777.0409962,OK,10/15/18 0:30,570.8131714,OK,10/15/18 0:30,71607948,OK,,,,,,,10/15/18 0:30,1054894,OK,10/15/18 0:30,149950,OK,10/15/18 0:30,35520.17578,OK,10/15/18 0:30,25.74161148,OK,10/15/18 0:30,782.9992676,OK,10/15/18 0:30,43774200,OK,10/15/18 0:30,0.653523254,OK,10/15/18 0:30,182.7319489,OK,10/15/18 0:30,365.43573,OK,
10/15/18 0:45,2.332791328,OK,10/15/18 0:45,76.47042084,OK,10/15/18 0:45,5967358,OK,10/15/18 0:45,48.25361633,OK,10/15/18 0:45,45.92082596,OK,10/15/18 0:45,767.3389793,OK,10/15/18 0:45,903.9375916,OK,10/15/18 0:45,71608296,OK,,,,,,,10/15/18 0:45,1054943,OK,10/15/18 0:45,149957,OK,10/15/18 0:45,35520.32813,OK,10/15/18 0:45,21.27970123,OK,10/15/18 0:45,623.3790283,OK,10/15/18 0:45,43774384,OK,10/15/18 0:45,0.520311218,OK,10/15/18 0:45,182.2837067,OK,10/15/18 0:45,365.3431091,OK,
10/15/18 1:00,4.821182251,OK,10/15/18 1:00,155.6572113,OK,10/15/18 1:00,5967386,OK,10/15/18 1:00,50.62212753,OK,10/15/18 1:00,45.80094528,OK,10/15/18 1:00,773.6684679,OK,10/15/18 1:00,1867.623047,OK,10/15/18 1:00,71608632,OK,,,,,,,10/15/18 1:00,1054990,OK,10/15/18 1:00,149963,OK,10/15/18 1:00,35520.48047,OK,10/15/18 1:00,20.33221436,OK,10/15/18 1:00,590.6245728,OK,10/15/18 1:00,43774568,OK,10/15/18 1:00,0.492954132,OK,10/15/18 1:00,182.9174042,OK,10/15/18 1:00,365.3797607,OK,
10/15/18 1:15,2.667884111,OK,10/15/18 1:15,87.26739502,OK,10/15/18 1:15,5967414,OK,10/15/18 1:15,48.0885849,OK,10/15/18 1:15,45.42070007,OK,10/15/18 1:15,783.4480905,OK,10/15/18 1:15,1046.960449,OK,10/15/18 1:15,71608968,OK,,,,,,,10/15/18 1:15,1055038,OK,10/15/18 1:15,149970,OK,10/15/18 1:15,35520.63672,OK,10/15/18 1:15,22.29470444,OK,10/15/18 1:15,661.357666,OK,10/15/18 1:15,43774752,OK,10/15/18 1:15,0.55197522,OK,10/15/18 1:15,183.3803253,OK,10/15/18 1:15,365.4971313,OK,
10/15/18 1:30,1.737497449,OK,10/15/18 1:30,57.91571808,OK,10/15/18 1:30,5967443,OK,10/15/18 1:30,47.72311401,OK,10/15/18 1:30,45.98561096,OK,10/15/18 1:30,771.3770158,OK,10/15/18 1:30,679.5370331,OK,10/15/18 1:30,71609316,OK,,,,,,,10/15/18 1:30,1055085,OK,10/15/18 1:30,149976,OK,10/15/18 1:30,35520.78516,OK,10/15/18 1:30,24.85058212,OK,10/15/18 1:30,750.1801147,OK,10/15/18 1:30,43774936,OK,10/15/18 1:30,0.626152161,OK,10/15/18 1:30,182.1568756,OK,10/15/18 1:30,365.5756836,OK,
10/15/18 1:45,6.924734592,OK,10/15/18 1:45,219.8167877,OK,10/15/18 1:45,5967472,OK,10/15/18 1:45,52.95753098,OK,10/15/18 1:45,46.03279877,OK,10/15/18 1:45,753.6943054,OK,10/15/18 1:45,2624.262634,OK,10/15/18 1:45,71609664,OK,,,,,,,10/15/18 1:45,1055133,OK,10/15/18 1:45,149982,OK,10/15/18 1:45,35520.92969,OK,10/15/18 1:45,21.61967087,OK,10/15/18 1:45,637.876709,OK,10/15/18 1:45,43775104,OK,10/15/18 1:45,0.532365723,OK,10/15/18 1:45,183.771347,OK,10/15/18 1:45,364.9144287,OK,
10/15/18 2:00,7.752140045,OK,10/15/18 2:00,239.8869934,OK,10/15/18 2:00,5967499,OK,10/15/18 2:00,52.4255867,OK,10/15/18 2:00,44.67344666,OK,10/15/18 2:00,742.7641388,OK,10/15/18 2:00,2883.781677,OK,10/15/18 2:00,71609988,OK,,,,,,,10/15/18 2:00,1055180,OK,10/15/18 2:00,149987,OK,10/15/18 2:00,35521.08594,OK,10/15/18 2:00,20.12931442,OK,10/15/18 2:00,583.9678345,OK,10/15/18 2:00,43775292,OK,10/15/18 2:00,0.487386993,OK,10/15/18 2:00,183.3101349,OK,10/15/18 2:00,365.1610107,OK,
10/15/18 2:15,3.812083244,OK,10/15/18 2:15,119.508606,OK,10/15/18 2:15,5967526.5,OK,10/15/18 2:15,48.50644684,OK,10/15/18 2:15,44.69436264,OK,10/15/18 2:15,783.0368844,OK,10/15/18 2:15,1462.328796,OK,10/15/18 2:15,71610318,OK,,,,,,,10/15/18 2:15,1055228,OK,10/15/18 2:15,149993,OK,10/15/18 2:15,35521.23438,OK,10/15/18 2:15,19.4848671,OK,10/15/18 2:15,560.7568359,OK,10/15/18 2:15,43775472,OK,10/15/18 2:15,0.468024109,OK,10/15/18 2:15,182.9668427,OK,10/15/18 2:15,365.2348022,OK,
10/15/18 2:30,-0.147540629,OK,10/15/18 2:30,0,OK,10/15/18 2:30,5967555.5,OK,10/15/18 2:30,45.00945282,OK,10/15/18 2:30,45.15699768,OK,10/15/18 2:30,783.4617627,OK,10/15/18 2:30,0,OK,10/15/18 2:30,71610666,OK,,,,,,,10/15/18 2:30,1055275,OK,10/15/18 2:30,149999,OK,10/15/18 2:30,35521.38672,OK,10/15/18 2:30,20.31003189,OK,10/15/18 2:30,589.4315796,OK,10/15/18 2:30,43775652,OK,10/15/18 2:30,0.491965729,OK,10/15/18 2:30,182.6613922,OK,10/15/18 2:30,365.1196594,OK,
10/15/18 2:45,-0.379581273,OK,10/15/18 2:45,0,OK,10/15/18 2:45,5967584.5,OK,10/15/18 2:45,46.09384918,OK,10/15/18 2:45,46.47342682,OK,10/15/18 2:45,800.2111862,OK,10/15/18 2:45,0,OK,10/15/18 2:45,71611014,OK,,,,,,,10/15/18 2:45,1055322,OK,10/15/18 2:45,150005,OK,10/15/18 2:45,35521.53516,OK,10/15/18 2:45,19.85455322,OK,10/15/18 2:45,573.4273071,OK,10/15/18 2:45,43775832,OK,10/15/18 2:45,0.478603729,OK,10/15/18 2:45,182.8092499,OK,10/15/18 2:45,365.1591492,OK,
10/15/18 3:00,5.951931953,OK,10/15/18 3:00,187.1521912,OK,10/15/18 3:00,5967612,OK,10/15/18 3:00,52.54991913,OK,10/15/18 3:00,46.59798813,OK,10/15/18 3:00,747.9793473,OK,10/15/18 3:00,2241.358704,OK,10/15/18 3:00,71611344,OK,,,,,,,10/15/18 3:00,1055369,OK,10/15/18 3:00,150011,OK,10/15/18 3:00,35521.68359,OK,10/15/18 3:00,19.97518539,OK,10/15/18 3:00,579.293335,OK,10/15/18 3:00,43776008,OK,10/15/18 3:00,0.483470764,OK,10/15/18 3:00,183.8361206,OK,10/15/18 3:00,364.9573975,OK,
10/15/18 3:15,0.770739317,OK,10/15/18 3:15,26.95547485,OK,10/15/18 3:15,5967642,OK,10/15/18 3:15,46.35921478,OK,10/15/18 3:15,45.58847809,OK,10/15/18 3:15,797.1423097,OK,10/15/18 3:15,315.1094742,OK,10/15/18 3:15,71611704,OK,,,,,,,10/15/18 3:15,1055417,OK,10/15/18 3:15,150017,OK,10/15/18 3:15,35521.83594,OK,10/15/18 3:15,20.1898632,OK,10/15/18 3:15,584.6184692,OK,10/15/18 3:15,43776192,OK,10/15/18 3:15,0.487958771,OK,10/15/18 3:15,182.302597,OK,10/15/18 3:15,365.1846924,OK,
10/15/18 3:30,4.068993092,OK,10/15/18 3:30,128.2364502,OK,10/15/18 3:30,5967671,OK,10/15/18 3:30,50.49002838,OK,10/15/18 3:30,46.42103577,OK,10/15/18 3:30,741.6938049,OK,10/15/18 3:30,1520.993042,OK,10/15/18 3:30,71612052,OK,,,,,,,10/15/18 3:30,1055463,OK,10/15/18 3:30,150022,OK,10/15/18 3:30,35521.98438,OK,10/15/18 3:30,21.69956779,OK,10/15/18 3:30,640.5032959,OK,10/15/18 3:30,43776368,OK,10/15/18 3:30,0.534562317,OK,10/15/18 3:30,183.6250458,OK,10/15/18 3:30,365.1304321,OK,
10/15/18 3:45,7.243068218,OK,10/15/18 3:45,226.0652466,OK,10/15/18 3:45,5967697.5,OK,10/15/18 3:45,53.28230286,OK,10/15/18 3:45,46.03923416,OK,10/15/18 3:45,742.8822402,OK,10/15/18 3:45,2704.571228,OK,10/15/18 3:45,71612370,OK,,,,,,,10/15/18 3:45,1055511,OK,10/15/18 3:45,150028,OK,10/15/18 3:45,35522.13672,OK,10/15/18 3:45,26.8409729,OK,10/15/18 3:45,823.6466064,OK,10/15/18 3:45,43776548,OK,10/15/18 3:45,0.687428955,OK,10/15/18 3:45,183.2364655,OK,10/15/18 3:45,365.320343,OK,
10/15/18 4:00,7.188444138,OK,10/15/18 4:00,220.2015533,OK,10/15/18 4:00,5967724,OK,10/15/18 4:00,51.84729004,OK,10/15/18 4:00,44.65884781,OK,10/15/18 4:00,743.2011919,OK,10/15/18 4:00,2674.567017,OK,10/15/18 4:00,71612694,OK,,,,,,,10/15/18 4:00,1055558,OK,10/15/18 4:00,150033,OK,10/15/18 4:00,35522.27734,OK,10/15/18 4:00,24.44782639,OK,10/15/18 4:00,736.444458,OK,10/15/18 4:00,43776720,OK,10/15/18 4:00,0.614675171,OK,10/15/18 4:00,182.4966888,OK,10/15/18 4:00,364.8399658,OK,
10/15/18 4:15,2.570692539,OK,10/15/18 4:15,80.64128876,OK,10/15/18 4:15,5967751.5,OK,10/15/18 4:15,47.447258,OK,10/15/18 4:15,44.87656784,OK,10/15/18 4:15,790.0533659,OK,10/15/18 4:15,993.0271912,OK,10/15/18 4:15,71613018,OK,,,,,,,10/15/18 4:15,1055605,OK,10/15/18 4:15,150039,OK,10/15/18 4:15,35522.42969,OK,10/15/18 4:15,25.76404572,OK,10/15/18 4:15,780.9824829,OK,10/15/18 4:15,43776904,OK,10/15/18 4:15,0.651892944,OK,10/15/18 4:15,181.3405457,OK,10/15/18 4:15,364.9987488,OK,
10/15/18 4:30,-1.209887505,OK,10/15/18 4:30,0,OK,10/15/18 4:30,5967780,OK,10/15/18 4:30,45.3240242,OK,10/15/18 4:30,46.53391266,OK,10/15/18 4:30,779.8314166,OK,10/15/18 4:30,0,OK,10/15/18 4:30,71613360,OK,,,,,,,10/15/18 4:30,1055653,OK,10/15/18 4:30,150045,OK,10/15/18 4:30,35522.57422,OK,10/15/18 4:30,25.14030457,OK,10/15/18 4:30,762.3445435,OK,10/15/18 4:30,43777076,OK,10/15/18 4:30,0.636268433,OK,10/15/18 4:30,183.1495209,OK,10/15/18 4:30,364.63974,OK,
10/15/18 4:45,5.220695496,OK,10/15/18 4:45,160.7089996,OK,10/15/18 4:45,5967810.5,OK,10/15/18 4:45,51.43968964,OK,10/15/18 4:45,46.21899414,OK,10/15/18 4:45,731.243661,OK,10/15/18 4:45,1919.573914,OK,10/15/18 4:45,71613726,OK,,,,,,,10/15/18 4:45,1055700,OK,10/15/18 4:45,150051,OK,10/15/18 4:45,35522.71875,OK,10/15/18 4:45,22.849123,OK,10/15/18 4:45,680.5213013,OK,10/15/18 4:45,43777248,OK,10/15/18 4:45,0.567992065,OK,10/15/18 4:45,182.704422,OK,10/15/18 4:45,364.19104,OK,
10/15/18 5:00,6.510528088,OK,10/15/18 5:00,196.8919525,OK,10/15/18 5:00,5967836,OK,10/15/18 5:00,51.10818481,OK,10/15/18 5:00,44.59765625,OK,10/15/18 5:00,735.2760985,OK,10/15/18 5:00,2379.790833,OK,10/15/18 5:00,71614032,OK,,,,,,,10/15/18 5:00,1055747,OK,10/15/18 5:00,150057,OK,10/15/18 5:00,35522.87109,OK,10/15/18 5:00,20.22054291,OK,10/15/18 5:00,586.7272949,OK,10/15/18 5:00,43777432,OK,10/15/18 5:00,0.489698853,OK,10/15/18 5:00,183.0039215,OK,10/15/18 5:00,364.5897827,OK,
10/15/18 5:15,2.120997429,OK,10/15/18 5:15,63.70743179,OK,10/15/18 5:15,5967864.5,OK,10/15/18 5:15,46.76956177,OK,10/15/18 5:15,44.6485672,OK,10/15/18 5:15,773.2745147,OK,10/15/18 5:15,786.2297058,OK,10/15/18 5:15,71614374,OK,,,,,,,10/15/18 5:15,1055794,OK,10/15/18 5:15,150063,OK,10/15/18 5:15,35523.01953,OK,10/15/18 5:15,24.42123604,OK,10/15/18 5:15,741.0629272,OK,10/15/18 5:15,43777608,OK,10/15/18 5:15,0.618526184,OK,10/15/18 5:15,182.5713348,OK,10/15/18 5:15,364.9510498,OK,
10/15/18 5:30,-0.239742756,OK,10/15/18 5:30,0,OK,10/15/18 5:30,5967893.5,OK,10/15/18 5:30,44.78773499,OK,10/15/18 5:30,45.02747726,OK,10/15/18 5:30,801.3326279,OK,10/15/18 5:30,0,OK,10/15/18 5:30,71614722,OK,,,,,,,10/15/18 5:30,1055840,OK,10/15/18 5:30,150068,OK,10/15/18 5:30,35523.16016,OK,10/15/18 5:30,27.40171432,OK,10/15/18 5:30,843.0134888,OK,10/15/18 5:30,43777776,OK,10/15/18 5:30,0.703624329,OK,10/15/18 5:30,182.4715424,OK,10/15/18 5:30,364.5512085,OK,
10/15/18 5:45,-0.217995077,OK,10/15/18 5:45,0,OK,10/15/18 5:45,5967922.5,OK,10/15/18 5:45,45.581604,OK,10/15/18 5:45,45.79959869,OK,10/15/18 5:45,816.3825383,OK,10/15/18 5:45,0,OK,10/15/18 5:45,71615070,OK,,,,,,,10/15/18 5:45,1055887,OK,10/15/18 5:45,150074,OK,10/15/18 5:45,35523.30078,OK,10/15/18 5:45,27.32873154,OK,10/15/18 5:45,845.3170776,OK,10/15/18 5:45,43777948,OK,10/15/18 5:45,0.705545288,OK,10/15/18 5:45,182.5189972,OK,10/15/18 5:45,364.1051941,OK,
10/15/18 6:00,1.574215412,OK,10/15/18 6:00,55.430233,OK,10/15/18 6:00,5967951.5,OK,10/15/18 6:00,48.08966827,OK,10/15/18 6:00,46.51545334,OK,10/15/18 6:00,782.3884339,OK,10/15/18 6:00,646.7350159,OK,10/15/18 6:00,71615418,OK,,,,,,,10/15/18 6:00,1055934,OK,10/15/18 6:00,150080,OK,10/15/18 6:00,35523.44531,OK,10/15/18 6:00,26.21208572,OK,10/15/18 6:00,799.3561401,OK,10/15/18 6:00,43778120,OK,10/15/18 6:00,0.667180176,OK,10/15/18 6:00,182.6066742,OK,10/15/18 6:00,363.7645874,OK,
10/15/18 6:15,6.120441914,OK,10/15/18 6:15,197.2624359,OK,10/15/18 6:15,5967978.5,OK,10/15/18 6:15,52.50108719,OK,10/15/18 6:15,46.38064575,OK,10/15/18 6:15,758.7360729,OK,10/15/18 6:15,2352.282898,OK,10/15/18 6:15,71615742,OK,,,,,,,10/15/18 6:15,1055982,OK,10/15/18 6:15,150086,OK,10/15/18 6:15,35523.58594,OK,10/15/18 6:15,21.49029922,OK,10/15/18 6:15,631.678894,OK,10/15/18 6:15,43778288,OK,10/15/18 6:15,0.527220947,OK,10/15/18 6:15,182.8656769,OK,10/15/18 6:15,363.2677612,OK,
10/15/18 6:30,7.731712341,OK,10/15/18 6:30,237.7010803,OK,10/15/18 6:30,5968005.5,OK,10/15/18 6:30,53.24577332,OK,10/15/18 6:30,45.51406097,OK,10/15/18 6:30,735.991868,OK,10/15/18 6:30,2856.892273,OK,10/15/18 6:30,71616066,OK,,,,,,,10/15/18 6:30,1056029,OK,10/15/18 6:30,150091,OK,10/15/18 6:30,35523.73828,OK,10/15/18 6:30,22.25098038,OK,10/15/18 6:30,657.3626099,OK,10/15/18 6:30,43778472,OK,10/15/18 6:30,0.548685059,OK,10/15/18 6:30,182.0034637,OK,10/15/18 6:30,363.8181763,OK,
10/15/18 6:45,6.451668739,OK,10/15/18 6:45,197.8414001,OK,10/15/18 6:45,5968034,OK,10/15/18 6:45,50.52087402,OK,10/15/18 6:45,44.06920624,OK,10/15/18 6:45,750.8611107,OK,10/15/18 6:45,2395.646301,OK,10/15/18 6:45,71616408,OK,,,,,,,10/15/18 6:45,1056076,OK,10/15/18 6:45,150097,OK,10/15/18 6:45,35523.87891,OK,10/15/18 6:45,26.95565414,OK,10/15/18 6:45,826.6298828,OK,10/15/18 6:45,43778640,OK,10/15/18 6:45,0.689941589,OK,10/15/18 6:45,182.6708221,OK,10/15/18 6:45,363.7871094,OK,
10/15/18 7:00,1.601607323,OK,10/15/18 7:00,48.70450211,OK,10/15/18 7:00,5968061.5,OK,10/15/18 7:00,46.3539238,OK,10/15/18 7:00,44.75231552,OK,10/15/18 7:00,788.8699438,OK,10/15/18 7:00,607.677475,OK,10/15/18 7:00,71616738,OK,,,,,,,10/15/18 7:00,1056124,OK,10/15/18 7:00,150104,OK,10/15/18 7:00,35524.01953,OK,10/15/18 7:00,27.32696152,OK,10/15/18 7:00,838.8466797,OK,10/15/18 7:00,43778808,OK,10/15/18 7:00,0.700170715,OK,10/15/18 7:00,181.8784027,OK,10/15/18 7:00,363.5176392,OK,
10/15/18 7:15,-0.179953054,OK,10/15/18 7:15,0,OK,10/15/18 7:15,5968090.5,OK,10/15/18 7:15,45.03487396,OK,10/15/18 7:15,45.21482849,OK,10/15/18 7:15,793.4784995,OK,10/15/18 7:15,0,OK,10/15/18 7:15,71617086,OK,,,,,,,10/15/18 7:15,1056172,OK,10/15/18 7:15,150110,OK,10/15/18 7:15,35524.16016,OK,10/15/18 7:15,25.99232674,OK,10/15/18 7:15,790.977356,OK,10/15/18 7:15,43778976,OK,10/15/18 7:15,0.66019635,OK,10/15/18 7:15,182.3613739,OK,10/15/18 7:15,362.9954834,OK,
10/15/18 7:30,-0.096123978,OK,10/15/18 7:30,0,OK,10/15/18 7:30,5968120.5,OK,10/15/18 7:30,46.06230927,OK,10/15/18 7:30,46.15843201,OK,10/15/18 7:30,794.7941508,OK,10/15/18 7:30,0,OK,10/15/18 7:30,71617446,OK,,,,,,,10/15/18 7:30,1056222,OK,10/15/18 7:30,150117,OK,10/15/18 7:30,35524.30078,OK,10/15/18 7:30,26.28692627,OK,10/15/18 7:30,800.5349731,OK,10/15/18 7:30,43779144,OK,10/15/18 7:30,0.668191223,OK,10/15/18 7:30,181.9137115,OK,10/15/18 7:30,362.9761963,OK,
10/15/18 7:45,2.87583065,OK,10/15/18 7:45,95.09751892,OK,10/15/18 7:45,5968149,OK,10/15/18 7:45,49.43553925,OK,10/15/18 7:45,46.55970764,OK,10/15/18 7:45,760.3724988,OK,10/15/18 7:45,1107.881836,OK,10/15/18 7:45,71617788,OK,,,,,,,10/15/18 7:45,1056270,OK,10/15/18 7:45,150123,OK,10/15/18 7:45,35524.44531,OK,10/15/18 7:45,25.04853249,OK,10/15/18 7:45,756.4439087,OK,10/15/18 7:45,43779316,OK,10/15/18 7:45,0.631390869,OK,10/15/18 7:45,181.8695679,OK,10/15/18 7:45,362.7384644,OK,
10/15/18 8:00,6.677103043,OK,10/15/18 8:00,209.0244598,OK,10/15/18 8:00,5968177,OK,10/15/18 8:00,52.84822083,OK,10/15/18 8:00,46.17111588,OK,10/15/18 8:00,742.5091207,OK,10/15/18 8:00,2496.98053,OK,10/15/18 8:00,71618124,OK,,,,,,,10/15/18 8:00,1056319,OK,10/15/18 8:00,150130,OK,10/15/18 8:00,35524.58594,OK,10/15/18 8:00,25.17078018,OK,10/15/18 8:00,762.9924316,OK,10/15/18 8:00,43779488,OK,10/15/18 8:00,0.636814514,OK,10/15/18 8:00,183.0063324,OK,10/15/18 8:00,362.6153564,OK,
10/15/18 8:15,1.858268976,OK,10/15/18 8:15,61.65102768,OK,10/15/18 8:15,5968204.5,OK,10/15/18 8:15,47.24707413,OK,10/15/18 8:15,45.38880539,OK,10/15/18 8:15,796.7775889,OK,10/15/18 8:15,741.7443695,OK,10/15/18 8:15,71618454,OK,,,,,,,10/15/18 8:15,1056368,OK,10/15/18 8:15,150137,OK,10/15/18 8:15,35524.73047,OK,10/15/18 8:15,19.52314377,OK,10/15/18 8:15,561.3108521,OK,10/15/18 8:15,43779656,OK,10/15/18 8:15,0.468493073,OK,10/15/18 8:15,182.7342987,OK,10/15/18 8:15,362.6715698,OK,
10/15/18 8:30,1.728214264,OK,10/15/18 8:30,61.25168228,OK,10/15/18 8:30,5968234.5,OK,10/15/18 8:30,47.33061981,OK,10/15/18 8:30,45.60240555,OK,10/15/18 8:30,849.2673756,OK,10/15/18 8:30,735.287796,OK,10/15/18 8:30,71618814,OK,,,,,,,10/15/18 8:30,1056417,OK,10/15/18 8:30,150144,OK,10/15/18 8:30,35524.875,OK,10/15/18 8:30,19.2563324,OK,10/15/18 8:30,553.6530151,OK,10/15/18 8:30,43779832,OK,10/15/18 8:30,0.462068054,OK,10/15/18 8:30,183.9893341,OK,10/15/18 8:30,362.7590332,OK,
10/15/18 8:45,5.993149757,OK,10/15/18 8:45,204.4286652,OK,10/15/18 8:45,5968262.5,OK,10/15/18 8:45,50.63967133,OK,10/15/18 8:45,44.64652252,OK,10/15/18 8:45,827.0790413,OK,10/15/18 8:45,2473.506226,OK,10/15/18 8:45,71619150,OK,,,,,,,10/15/18 8:45,1056465,OK,10/15/18 8:45,150150,OK,10/15/18 8:45,35525.01563,OK,10/15/18 8:45,19.46073532,OK,10/15/18 8:45,560.6210327,OK,10/15/18 8:45,43780004,OK,10/15/18 8:45,0.467896881,OK,10/15/18 8:45,183.4651337,OK,10/15/18 8:45,362.8756714,OK,
10/15/18 9:00,2.197480202,OK,10/15/18 9:00,77.12885284,OK,10/15/18 9:00,5968293,OK,10/15/18 9:00,48.31357574,OK,10/15/18 9:00,46.11609268,OK,10/15/18 9:00,817.0268871,OK,10/15/18 9:00,919.7990112,OK,10/15/18 9:00,71619516,OK,,,,,,,10/15/18 9:00,1056515,OK,10/15/18 9:00,150158,OK,10/15/18 9:00,35525.16016,OK,10/15/18 9:00,19.16585922,OK,10/15/18 9:00,549.2507324,OK,10/15/18 9:00,43780172,OK,10/15/18 9:00,0.45843512,OK,10/15/18 9:00,182.4331665,OK,10/15/18 9:00,362.7859192,OK,
10/15/18 9:15,3.092978239,OK,10/15/18 9:15,107.3688889,OK,10/15/18 9:15,5968322,OK,10/15/18 9:15,48.79328156,OK,10/15/18 9:15,45.70030212,OK,10/15/18 9:15,823.9959718,OK,10/15/18 9:15,1282.815491,OK,10/15/18 9:15,71619864,OK,,,,,,,10/15/18 9:15,1056565,OK,10/15/18 9:15,150166,OK,10/15/18 9:15,35525.30469,OK,10/15/18 9:15,20.4205513,OK,10/15/18 9:15,594.0869141,OK,10/15/18 9:15,43780344,OK,10/15/18 9:15,0.495835144,OK,10/15/18 9:15,183.2172546,OK,10/15/18 9:15,363.0151367,OK,
