OSU_RTS.MDBUS_C1.339_CDT Time [SNAP],OSU_RTS.MDBUS_C1.339_CDT Value [SNAP],OSU_RTS.MDBUS_C1.339_CDT Status [SNAP],OSU_RTS.MDBUS_C1.339_CHF Time [SNAP],OSU_RTS.MDBUS_C1.339_CHF Value [SNAP],OSU_RTS.MDBUS_C1.339_CHF Status [SNAP],OSU_RTS.MDBUS_C1.339_CHT Time [SNAP],OSU_RTS.MDBUS_C1.339_CHT Value [SNAP],OSU_RTS.MDBUS_C1.339_CHT Status [SNAP],OSU_RTS.MDBUS_C1.339_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.339_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.339_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.339_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.339_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.339_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.339_CVF Time [SNAP],OSU_RTS.MDBUS_C1.339_CVF Value [SNAP],OSU_RTS.MDBUS_C1.339_CVF Status [SNAP],OSU_RTS.MDBUS_C1.339_HF Time [SNAP],OSU_RTS.MDBUS_C1.339_HF Value [SNAP],OSU_RTS.MDBUS_C1.339_HF Status [SNAP],OSU_RTS.MDBUS_C1.339_HGT Time [SNAP],OSU_RTS.MDBUS_C1.339_HGT Value [SNAP],OSU_RTS.MDBUS_C1.339_HGT Status [SNAP],OSU_RTS.MDBUS_E3.339_E01 Time [SNAP],OSU_RTS.MDBUS_E3.339_E01 Value [SNAP],OSU_RTS.MDBUS_E3.339_E01 Status [SNAP],OSU_RTS.MDBUS_H1.339_HDT Time [SNAP],OSU_RTS.MDBUS_H1.339_HDT Value [SNAP],OSU_RTS.MDBUS_H1.339_HDT Status [SNAP],OSU_RTS.MDBUS_H1.339_HHF Time [SNAP],OSU_RTS.MDBUS_H1.339_HHF Value [SNAP],OSU_RTS.MDBUS_H1.339_HHF Status [SNAP],OSU_RTS.MDBUS_H1.339_HHT Time [SNAP],OSU_RTS.MDBUS_H1.339_HHT Value [SNAP],OSU_RTS.MDBUS_H1.339_HHT Status [SNAP],OSU_RTS.MDBUS_H1.339_HMT Time [SNAP],OSU_RTS.MDBUS_H1.339_HMT Value [SNAP],OSU_RTS.MDBUS_H1.339_HMT Status [SNAP],OSU_RTS.MDBUS_H1.339_HRWT Time [SNAP],OSU_RTS.MDBUS_H1.339_HRWT Value [SNAP],OSU_RTS.MDBUS_H1.339_HRWT Status [SNAP],OSU_RTS.MDBUS_H1.339_HSWT Time [SNAP],OSU_RTS.MDBUS_H1.339_HSWT Value [SNAP],OSU_RTS.MDBUS_H1.339_HSWT Status [SNAP],OSU_RTS.MDBUS_H1.339_HVF Time [SNAP],OSU_RTS.MDBUS_H1.339_HVF Value [SNAP],OSU_RTS.MDBUS_H1.339_HVF Status [SNAP],Comments
10/15/18 0:00,0.441640079,OK,10/15/18 0:00,3.529937744,OK,10/15/18 0:00,1015629.375,OK,10/15/18 0:00,65.78873444,OK,10/15/18 0:00,65.34709167,OK,10/15/18 0:00,191.9482237,OK,10/15/18 0:00,42.35925293,OK,10/15/18 0:00,12187552.5,OK,10/15/18 0:00,487804,OK,10/15/18 0:00,-0.295419633,OK,10/15/18 0:00,0,OK,10/15/18 0:00,11554906,OK,10/15/18 0:00,2375549,OK,10/15/18 0:00,147.5976257,OK,10/15/18 0:00,147.3021851,OK,10/15/18 0:00,130.2447842,OK,
10/15/18 0:15,0.427386433,OK,10/15/18 0:15,3.421705246,OK,10/15/18 0:15,1015630.25,OK,10/15/18 0:15,66.11568451,OK,10/15/18 0:15,65.68829346,OK,10/15/18 0:15,192.5371026,OK,10/15/18 0:15,41.06046295,OK,10/15/18 0:15,12187563,OK,10/15/18 0:15,487819,OK,10/15/18 0:15,-0.315046787,OK,10/15/18 0:15,0,OK,10/15/18 0:15,11554906,OK,10/15/18 0:15,2375565,OK,10/15/18 0:15,147.5202637,OK,10/15/18 0:15,147.2052307,OK,10/15/18 0:15,130.1013569,OK,
10/15/18 0:30,0.497756958,OK,10/15/18 0:30,3.975114107,OK,10/15/18 0:30,1015631.188,OK,10/15/18 0:30,66.48318481,OK,10/15/18 0:30,65.98542786,OK,10/15/18 0:30,191.8005156,OK,10/15/18 0:30,47.70136929,OK,10/15/18 0:30,12187574.25,OK,10/15/18 0:30,487835,OK,10/15/18 0:30,-0.247366801,OK,10/15/18 0:30,0,OK,10/15/18 0:30,11554906,OK,10/15/18 0:30,2375581,OK,10/15/18 0:30,147.4343109,OK,10/15/18 0:30,147.1869507,OK,10/15/18 0:30,130.3974891,OK,
10/15/18 0:45,0.432809651,OK,10/15/18 0:45,3.451145649,OK,10/15/18 0:45,1015632.063,OK,10/15/18 0:45,66.71231842,OK,10/15/18 0:45,66.2795105,OK,10/15/18 0:45,190.8764249,OK,10/15/18 0:45,41.41374779,OK,10/15/18 0:45,12187584.75,OK,10/15/18 0:45,487853,OK,10/15/18 0:45,-0.184467882,OK,10/15/18 0:45,0,OK,10/15/18 0:45,11554906,OK,10/15/18 0:45,2375597,OK,10/15/18 0:45,147.3683472,OK,10/15/18 0:45,147.1838837,OK,10/15/18 0:45,130.0958148,OK,
10/15/18 1:00,0.420217842,OK,10/15/18 1:00,3.35528636,OK,10/15/18 1:00,1015632.938,OK,10/15/18 1:00,66.96162415,OK,10/15/18 1:00,66.54141235,OK,10/15/18 1:00,191.7755802,OK,10/15/18 1:00,40.26343632,OK,10/15/18 1:00,12187595.25,OK,10/15/18 1:00,487871,OK,10/15/18 1:00,-0.146283358,OK,10/15/18 1:00,0,OK,10/15/18 1:00,11554906,OK,10/15/18 1:00,2375613,OK,10/15/18 1:00,147.3029022,OK,10/15/18 1:00,147.1566162,OK,10/15/18 1:00,130.2367844,OK,
10/15/18 1:15,0.45067811,OK,10/15/18 1:15,3.601578951,OK,10/15/18 1:15,1015633.813,OK,10/15/18 1:15,67.21513367,OK,10/15/18 1:15,66.76445007,OK,10/15/18 1:15,191.9429989,OK,10/15/18 1:15,43.21894741,OK,10/15/18 1:15,12187605.75,OK,10/15/18 1:15,487887,OK,10/15/18 1:15,-0.096518606,OK,10/15/18 1:15,0,OK,10/15/18 1:15,11554906,OK,10/15/18 1:15,2375629,OK,10/15/18 1:15,147.1575317,OK,10/15/18 1:15,147.0610046,OK,10/15/18 1:15,130.1486885,OK,
10/15/18 1:30,0.412735432,OK,10/15/18 1:30,3.293360949,OK,10/15/18 1:30,1015634.688,OK,10/15/18 1:30,67.39871216,OK,10/15/18 1:30,66.98597717,OK,10/15/18 1:30,191.6554281,OK,10/15/18 1:30,39.52033138,OK,10/15/18 1:30,12187616.25,OK,10/15/18 1:30,487904,OK,10/15/18 1:30,-0.008085442,OK,10/15/18 1:30,0,OK,10/15/18 1:30,11554906,OK,10/15/18 1:30,2375644.75,OK,10/15/18 1:30,147.1031342,OK,10/15/18 1:30,147.095047,OK,10/15/18 1:30,130.2000079,OK,
10/15/18 1:45,0.382620394,OK,10/15/18 1:45,3.06632781,OK,10/15/18 1:45,1015635.5,OK,10/15/18 1:45,67.57096863,OK,10/15/18 1:45,67.18834686,OK,10/15/18 1:45,192.4937261,OK,10/15/18 1:45,36.79593372,OK,10/15/18 1:45,12187626,OK,10/15/18 1:45,487920,OK,10/15/18 1:45,-0.014923772,OK,10/15/18 1:45,0,OK,10/15/18 1:45,11554906,OK,10/15/18 1:45,2375661,OK,10/15/18 1:45,147.0339203,OK,10/15/18 1:45,147.0189972,OK,10/15/18 1:45,130.2994402,OK,
10/15/18 2:00,0.443885565,OK,10/15/18 2:00,3.55130434,OK,10/15/18 2:00,1015636.375,OK,10/15/18 2:00,67.81809998,OK,10/15/18 2:00,67.37421417,OK,10/15/18 2:00,192.1720888,OK,10/15/18 2:00,42.61565208,OK,10/15/18 2:00,12187636.5,OK,10/15/18 2:00,487941,OK,10/15/18 2:00,0.119336434,OK,10/15/18 2:00,8.25520134,OK,10/15/18 2:00,11554907,OK,10/15/18 2:00,2375677,OK,10/15/18 2:00,146.9549255,OK,10/15/18 2:00,147.0742645,OK,10/15/18 2:00,130.2509774,OK,
10/15/18 2:15,0.440926135,OK,10/15/18 2:15,3.521126986,OK,10/15/18 2:15,1015637.188,OK,10/15/18 2:15,68.00119019,OK,10/15/18 2:15,67.56025696,OK,10/15/18 2:15,191.8212354,OK,10/15/18 2:15,42.25352383,OK,10/15/18 2:15,12187646.25,OK,10/15/18 2:15,487957,OK,10/15/18 2:15,0.143301442,OK,10/15/18 2:15,9.340693474,OK,10/15/18 2:15,11554908,OK,10/15/18 2:15,2375692.75,OK,10/15/18 2:15,146.9831848,OK,10/15/18 2:15,147.1264954,OK,10/15/18 2:15,130.3770785,OK,
10/15/18 2:30,0.432458162,OK,10/15/18 2:30,3.464798212,OK,10/15/18 2:30,1015638.063,OK,10/15/18 2:30,68.11947632,OK,10/15/18 2:30,67.68701172,OK,10/15/18 2:30,192.4509518,OK,10/15/18 2:30,41.57757854,OK,10/15/18 2:30,12187656.75,OK,10/15/18 2:30,487972,OK,10/15/18 2:30,0.10045737,OK,10/15/18 2:30,0,OK,10/15/18 2:30,11554909,OK,10/15/18 2:30,2375709,OK,10/15/18 2:30,146.8036499,OK,10/15/18 2:30,146.9041138,OK,10/15/18 2:30,130.5323795,OK,
10/15/18 2:45,7.82423687,OK,10/15/18 2:45,119.8812256,OK,10/15/18 2:45,1015664.063,OK,10/15/18 2:45,54.80729294,OK,10/15/18 2:45,46.98305511,OK,10/15/18 2:45,366.8405398,OK,10/15/18 2:45,1438.574707,OK,10/15/18 2:45,12187968.75,OK,10/15/18 2:45,487988,OK,10/15/18 2:45,0.007806845,OK,10/15/18 2:45,0,OK,10/15/18 2:45,11554910,OK,10/15/18 2:45,2375725,OK,10/15/18 2:45,146.7752533,OK,10/15/18 2:45,146.7830658,OK,10/15/18 2:45,130.4416794,OK,
10/15/18 3:00,4.074755192,OK,10/15/18 3:00,47.26955795,OK,10/15/18 3:00,1015680.25,OK,10/15/18 3:00,47.00796127,OK,10/15/18 3:00,42.93320465,OK,10/15/18 3:00,277.1887793,OK,10/15/18 3:00,567.2346954,OK,10/15/18 3:00,12188163,OK,10/15/18 3:00,488006,OK,10/15/18 3:00,-0.132414341,OK,10/15/18 3:00,0,OK,10/15/18 3:00,11554910,OK,10/15/18 3:00,2375741,OK,10/15/18 3:00,146.7957458,OK,10/15/18 3:00,146.6633301,OK,10/15/18 3:00,130.5529772,OK,
10/15/18 3:15,2.447788954,OK,10/15/18 3:15,28.09911919,OK,10/15/18 3:15,1015690.063,OK,10/15/18 3:15,45.68757629,OK,10/15/18 3:15,43.23978424,OK,10/15/18 3:15,274.09959,OK,10/15/18 3:15,337.1894302,OK,10/15/18 3:15,12188280.75,OK,10/15/18 3:15,488024,OK,10/15/18 3:15,-0.003036499,OK,10/15/18 3:15,0,OK,10/15/18 3:15,11554910,OK,10/15/18 3:15,2375757,OK,10/15/18 3:15,146.7034454,OK,10/15/18 3:15,146.6990356,OK,10/15/18 3:15,130.4941219,OK,
10/15/18 3:30,2.493126631,OK,10/15/18 3:30,28.57389259,OK,10/15/18 3:30,1015696.813,OK,10/15/18 3:30,46.89781189,OK,10/15/18 3:30,44.40468597,OK,10/15/18 3:30,273.9883898,OK,10/15/18 3:30,342.8867111,OK,10/15/18 3:30,12188361.75,OK,10/15/18 3:30,488038,OK,10/15/18 3:30,0.0238635,OK,10/15/18 3:30,0,OK,10/15/18 3:30,11554910,OK,10/15/18 3:30,2375773,OK,10/15/18 3:30,146.5857239,OK,10/15/18 3:30,146.6095886,OK,10/15/18 3:30,130.1959307,OK,
10/15/18 3:45,2.323819876,OK,10/15/18 3:45,26.75972557,OK,10/15/18 3:45,1015703.938,OK,10/15/18 3:45,47.10929871,OK,10/15/18 3:45,44.7854805,OK,10/15/18 3:45,275.3777405,OK,10/15/18 3:45,321.1167068,OK,10/15/18 3:45,12188447.25,OK,10/15/18 3:45,488053,OK,10/15/18 3:45,0.064745247,OK,10/15/18 3:45,0,OK,10/15/18 3:45,11554910,OK,10/15/18 3:45,2375789,OK,10/15/18 3:45,146.4576111,OK,10/15/18 3:45,146.5223541,OK,10/15/18 3:45,130.2599131,OK,
10/15/18 4:00,2.779163361,OK,10/15/18 4:00,31.89559174,OK,10/15/18 4:00,1015711.5,OK,10/15/18 4:00,47.30415344,OK,10/15/18 4:00,44.52498627,OK,10/15/18 4:00,274.4203646,OK,10/15/18 4:00,382.7471008,OK,10/15/18 4:00,12188538,OK,10/15/18 4:00,488071,OK,10/15/18 4:00,0.057534002,OK,10/15/18 4:00,0,OK,10/15/18 4:00,11554911,OK,10/15/18 4:00,2375805,OK,10/15/18 4:00,146.3955994,OK,10/15/18 4:00,146.4531403,OK,10/15/18 4:00,130.2966488,OK,
10/15/18 4:15,2.405931473,OK,10/15/18 4:15,27.52437019,OK,10/15/18 4:15,1015719.125,OK,10/15/18 4:15,46.96141815,OK,10/15/18 4:15,44.55548859,OK,10/15/18 4:15,273.5218766,OK,10/15/18 4:15,330.2924423,OK,10/15/18 4:15,12188629.5,OK,10/15/18 4:15,488088,OK,10/15/18 4:15,0.086206667,OK,10/15/18 4:15,0,OK,10/15/18 4:15,11554911,OK,10/15/18 4:15,2375821,OK,10/15/18 4:15,146.27388,OK,10/15/18 4:15,146.3600769,OK,10/15/18 4:15,130.3844599,OK,
10/15/18 4:30,2.231575489,OK,10/15/18 4:30,25.6322403,OK,10/15/18 4:30,1015726.125,OK,10/15/18 4:30,47.24111938,OK,10/15/18 4:30,45.00954437,OK,10/15/18 4:30,274.7388606,OK,10/15/18 4:30,307.5868835,OK,10/15/18 4:30,12188713.5,OK,10/15/18 4:30,488103,OK,10/15/18 4:30,0.045157038,OK,10/15/18 4:30,0,OK,10/15/18 4:30,11554911,OK,10/15/18 4:30,2375837,OK,10/15/18 4:30,146.2482605,OK,10/15/18 4:30,146.2934265,OK,10/15/18 4:30,130.3480252,OK,
10/15/18 4:45,2.808127403,OK,10/15/18 4:45,32.25712967,OK,10/15/18 4:45,1015732.563,OK,10/15/18 4:45,47.782444,OK,10/15/18 4:45,44.97431946,OK,10/15/18 4:45,274.7790306,OK,10/15/18 4:45,387.085556,OK,10/15/18 4:45,12188790.75,OK,10/15/18 4:45,488117,OK,10/15/18 4:45,0.067089595,OK,10/15/18 4:45,0,OK,10/15/18 4:45,11554911,OK,10/15/18 4:45,2375853,OK,10/15/18 4:45,146.054657,OK,10/15/18 4:45,146.1217499,OK,10/15/18 4:45,130.2735608,OK,
10/15/18 5:00,2.567274809,OK,10/15/18 5:00,29.55560875,OK,10/15/18 5:00,1015739.375,OK,10/15/18 5:00,47.71362305,OK,10/15/18 5:00,45.14634705,OK,10/15/18 5:00,275.4209705,OK,10/15/18 5:00,354.667305,OK,10/15/18 5:00,12188872.5,OK,10/15/18 5:00,488135,OK,10/15/18 5:00,0.075466052,OK,10/15/18 5:00,0,OK,10/15/18 5:00,11554912,OK,10/15/18 5:00,2375869,OK,10/15/18 5:00,146.0225983,OK,10/15/18 5:00,146.098053,OK,10/15/18 5:00,130.3946733,OK,
10/15/18 5:15,8.071494102,OK,10/15/18 5:15,37.53516388,OK,10/15/18 5:15,1015747,OK,10/15/18 5:15,52.03985596,OK,10/15/18 5:15,43.9683609,OK,10/15/18 5:15,111.2357045,OK,10/15/18 5:15,450.4219666,OK,10/15/18 5:15,12188964,OK,10/15/18 5:15,488157,OK,10/15/18 5:15,6.833228111,OK,10/15/18 5:15,440.6851807,OK,10/15/18 5:15,11554953,OK,10/15/18 5:15,2375885.25,OK,10/15/18 5:15,137.2463531,OK,10/15/18 5:15,144.0795746,OK,10/15/18 5:15,131.2955295,OK,
10/15/18 5:30,6.553227425,OK,10/15/18 5:30,30.46134949,OK,10/15/18 5:30,1015753.563,OK,10/15/18 5:30,50.1724968,OK,10/15/18 5:30,43.61927032,OK,10/15/18 5:30,111.1607925,OK,10/15/18 5:30,365.5361938,OK,10/15/18 5:30,12189042.75,OK,10/15/18 5:30,488177,OK,10/15/18 5:30,8.174596786,OK,10/15/18 5:30,525.2446289,OK,10/15/18 5:30,11555080,OK,10/15/18 5:30,2375901.25,OK,10/15/18 5:30,134.9163361,OK,10/15/18 5:30,143.0909424,OK,10/15/18 5:30,131.0469568,OK,
10/15/18 5:45,6.93364048,OK,10/15/18 5:45,31.9142437,OK,10/15/18 5:45,1015761.438,OK,10/15/18 5:45,50.66169357,OK,10/15/18 5:45,43.72805405,OK,10/15/18 5:45,110.0814985,OK,10/15/18 5:45,382.9709244,OK,10/15/18 5:45,12189137.25,OK,10/15/18 5:45,488196,OK,10/15/18 5:45,7.997617722,OK,10/15/18 5:45,515.8110962,OK,10/15/18 5:45,11555210,OK,10/15/18 5:45,2375917.5,OK,10/15/18 5:45,134.8912201,OK,10/15/18 5:45,142.888855,OK,10/15/18 5:45,131.1426293,OK,
10/15/18 6:00,6.997009277,OK,10/15/18 6:00,51.10639572,OK,10/15/18 6:00,1015770.188,OK,10/15/18 6:00,50.88024902,OK,10/15/18 6:00,43.88323975,OK,10/15/18 6:00,174.6948187,OK,10/15/18 6:00,613.2767487,OK,10/15/18 6:00,12189242.25,OK,10/15/18 6:00,488216,OK,10/15/18 6:00,8.042541504,OK,10/15/18 6:00,519.8434448,OK,10/15/18 6:00,11555339,OK,10/15/18 6:00,2375933.5,OK,10/15/18 6:00,134.9346924,OK,10/15/18 6:00,142.9772339,OK,10/15/18 6:00,131.462167,OK,
10/15/18 6:15,5.557798862,OK,10/15/18 6:15,41.71113586,OK,10/15/18 6:15,1015780.875,OK,10/15/18 6:15,50.29839325,OK,10/15/18 6:15,44.74059296,OK,10/15/18 6:15,179.5433369,OK,10/15/18 6:15,500.5336304,OK,10/15/18 6:15,12189370.5,OK,10/15/18 6:15,488236,OK,10/15/18 6:15,7.926689148,OK,10/15/18 6:15,512.0290527,OK,10/15/18 6:15,11555467,OK,10/15/18 6:15,2375949.75,OK,10/15/18 6:15,134.9354401,OK,10/15/18 6:15,142.8621216,OK,10/15/18 6:15,131.3191628,OK,
10/15/18 6:30,5.491255283,OK,10/15/18 6:30,41.58742905,OK,10/15/18 6:30,1015791.25,OK,10/15/18 6:30,50.47576523,OK,10/15/18 6:30,44.98451233,OK,10/15/18 6:30,181.1993433,OK,10/15/18 6:30,499.0491486,OK,10/15/18 6:30,12189495,OK,10/15/18 6:30,488256,OK,10/15/18 6:30,7.801858902,OK,10/15/18 6:30,502.3315125,OK,10/15/18 6:30,11555596,OK,10/15/18 6:30,2375965.75,OK,10/15/18 6:30,134.9443054,OK,10/15/18 6:30,142.7461548,OK,10/15/18 6:30,130.948379,OK,
10/15/18 6:45,6.807842255,OK,10/15/18 6:45,51.50879288,OK,10/15/18 6:45,1015801.813,OK,10/15/18 6:45,50.9315834,OK,10/15/18 6:45,44.12374115,OK,10/15/18 6:45,180.975706,OK,10/15/18 6:45,618.1055145,OK,10/15/18 6:45,12189621.75,OK,10/15/18 6:45,488276,OK,10/15/18 6:45,7.739206791,OK,10/15/18 6:45,497.3932495,OK,10/15/18 6:45,11555721,OK,10/15/18 6:45,2375981.75,OK,10/15/18 6:45,134.8148499,OK,10/15/18 6:45,142.5540619,OK,10/15/18 6:45,130.8168415,OK,
10/15/18 7:00,6.780316353,OK,10/15/18 7:00,47.63779449,OK,10/15/18 7:00,1015813.813,OK,10/15/18 7:00,51.39705658,OK,10/15/18 7:00,44.61673737,OK,10/15/18 7:00,168.0841722,OK,10/15/18 7:00,571.6535339,OK,10/15/18 7:00,12189765.75,OK,10/15/18 7:00,488296,OK,10/15/18 7:00,7.720723152,OK,10/15/18 7:00,495.8470459,OK,10/15/18 7:00,11555846,OK,10/15/18 7:00,2375998,OK,10/15/18 7:00,134.8424683,OK,10/15/18 7:00,142.5631866,OK,10/15/18 7:00,130.6485927,OK,
10/15/18 7:15,9.038330078,OK,10/15/18 7:15,53.26723099,OK,10/15/18 7:15,1015825.625,OK,10/15/18 7:15,53.34074783,OK,10/15/18 7:15,44.30242157,OK,10/15/18 7:15,140.9664423,OK,10/15/18 7:15,639.0676117,OK,10/15/18 7:15,12189907.5,OK,10/15/18 7:15,488317,OK,10/15/18 7:15,7.469671726,OK,10/15/18 7:15,480.9884644,OK,10/15/18 7:15,11555969,OK,10/15/18 7:15,2376014,OK,10/15/18 7:15,134.9281921,OK,10/15/18 7:15,142.3978729,OK,10/15/18 7:15,130.9089983,OK,
10/15/18 7:30,8.857352257,OK,10/15/18 7:30,52.60857391,OK,10/15/18 7:30,1015838.563,OK,10/15/18 7:30,53.27974701,OK,10/15/18 7:30,44.4223938,OK,10/15/18 7:30,142.2142375,OK,10/15/18 7:30,631.302887,OK,10/15/18 7:30,12190062.75,OK,10/15/18 7:30,488339,OK,10/15/18 7:30,7.317183495,OK,10/15/18 7:30,471.1977234,OK,10/15/18 7:30,11556089,OK,10/15/18 7:30,2376030.25,OK,10/15/18 7:30,135.0339661,OK,10/15/18 7:30,142.3511505,OK,10/15/18 7:30,131.0083167,OK,
10/15/18 7:45,8.502649307,OK,10/15/18 7:45,51.58345032,OK,10/15/18 7:45,1015851.625,OK,10/15/18 7:45,53.17655945,OK,10/15/18 7:45,44.67391205,OK,10/15/18 7:45,145.2395747,OK,10/15/18 7:45,619.0014038,OK,10/15/18 7:45,12190219.5,OK,10/15/18 7:45,488360,OK,10/15/18 7:45,7.210812092,OK,10/15/18 7:45,467.2395325,OK,10/15/18 7:45,11556206,OK,10/15/18 7:45,2376046.25,OK,10/15/18 7:45,135.1180115,OK,10/15/18 7:45,142.3288116,OK,10/15/18 7:45,131.2214558,OK,
10/15/18 8:00,8.546438217,OK,10/15/18 8:00,70.14598083,OK,10/15/18 8:00,1015867.063,OK,10/15/18 8:00,53.72132492,OK,10/15/18 8:00,45.1748848,OK,10/15/18 8:00,196.425364,OK,10/15/18 8:00,841.75177,OK,10/15/18 8:00,12190404.75,OK,10/15/18 8:00,488382,OK,10/15/18 8:00,6.92442131,OK,10/15/18 8:00,446.8105469,OK,10/15/18 8:00,11556321,OK,10/15/18 8:00,2376062.25,OK,10/15/18 8:00,135.4406891,OK,10/15/18 8:00,142.3651123,OK,10/15/18 8:00,130.7544217,OK,
10/15/18 8:15,6.667804718,OK,10/15/18 8:15,54.62762451,OK,10/15/18 8:15,1015880.5,OK,10/15/18 8:15,52.07363892,OK,10/15/18 8:15,45.40583038,OK,10/15/18 8:15,196.0546209,OK,10/15/18 8:15,655.5314941,OK,10/15/18 8:15,12190566,OK,10/15/18 8:15,488405,OK,10/15/18 8:15,6.722342014,OK,10/15/18 8:15,433.4166565,OK,10/15/18 8:15,11556431,OK,10/15/18 8:15,2376078.5,OK,10/15/18 8:15,135.7655945,OK,10/15/18 8:15,142.4879456,OK,10/15/18 8:15,131.0775727,OK,
10/15/18 8:30,7.028002739,OK,10/15/18 8:30,57.40662384,OK,10/15/18 8:30,1015894.438,OK,10/15/18 8:30,52.18424988,OK,10/15/18 8:30,45.15624237,OK,10/15/18 8:30,195.3502611,OK,10/15/18 8:30,688.8794861,OK,10/15/18 8:30,12190733.25,OK,10/15/18 8:30,488430,OK,10/15/18 8:30,6.336098671,OK,10/15/18 8:30,408.7601013,OK,10/15/18 8:30,11556537,OK,10/15/18 8:30,2376094.5,OK,10/15/18 8:30,136.24086,OK,10/15/18 8:30,142.5769501,OK,10/15/18 8:30,131.0703704,OK,
10/15/18 8:45,8.372973442,OK,10/15/18 8:45,51.07423401,OK,10/15/18 8:45,1015907.813,OK,10/15/18 8:45,52.97383118,OK,10/15/18 8:45,44.60085678,OK,10/15/18 8:45,146.1017501,OK,10/15/18 8:45,612.8908081,OK,10/15/18 8:45,12190893.75,OK,10/15/18 8:45,488454,OK,10/15/18 8:45,6.273825645,OK,10/15/18 8:45,403.8294678,OK,10/15/18 8:45,11556637,OK,10/15/18 8:45,2376110.75,OK,10/15/18 8:45,136.1747437,OK,10/15/18 8:45,142.4485779,OK,10/15/18 8:45,131.1057552,OK,
10/15/18 9:00,8.680589676,OK,10/15/18 9:00,52.27485657,OK,10/15/18 9:00,1015920.938,OK,10/15/18 9:00,53.48298645,OK,10/15/18 9:00,44.80239487,OK,10/15/18 9:00,144.0963715,OK,10/15/18 9:00,627.2982788,OK,10/15/18 9:00,12191051.25,OK,10/15/18 9:00,488479,OK,10/15/18 9:00,5.081534863,OK,10/15/18 9:00,327.8753052,OK,10/15/18 9:00,11556737,OK,10/15/18 9:00,2376127,OK,10/15/18 9:00,136.4326782,OK,10/15/18 9:00,141.5142212,OK,10/15/18 9:00,131.1610379,OK,
10/15/18 9:15,8.671858788,OK,10/15/18 9:15,51.8286705,OK,10/15/18 9:15,1015934.188,OK,10/15/18 9:15,53.5344696,OK,10/15/18 9:15,44.86260986,OK,10/15/18 9:15,143.014465,OK,10/15/18 9:15,621.944046,OK,10/15/18 9:15,12191210.25,OK,10/15/18 9:15,488506,OK,10/15/18 9:15,4.801197052,OK,10/15/18 9:15,309.9382935,OK,10/15/18 9:15,11556807,OK,10/15/18 9:15,2376143,OK,10/15/18 9:15,131.7804413,OK,10/15/18 9:15,136.5816345,OK,10/15/18 9:15,131.1325298,OK,
10/15/18 9:30,7.898840427,OK,10/15/18 9:30,70.02967834,OK,10/15/18 9:30,1015948.313,OK,10/15/18 9:30,52.98015594,OK,10/15/18 9:30,45.08131409,OK,10/15/18 9:30,212.1415149,OK,10/15/18 9:30,840.3561401,OK,10/15/18 9:30,12191379.75,OK,10/15/18 9:30,488534,OK,10/15/18 9:30,5.205537796,OK,10/15/18 9:30,336.5552979,OK,10/15/18 9:30,11556890,OK,10/15/18 9:30,2376159.25,OK,10/15/18 9:30,130.255188,OK,10/15/18 9:30,135.4607239,OK,10/15/18 9:30,131.047616,OK,
10/15/18 9:45,6.995913982,OK,10/15/18 9:45,54.87825012,OK,10/15/18 9:45,1015962.625,OK,10/15/18 9:45,51.86589813,OK,10/15/18 9:45,44.86998367,OK,10/15/18 9:45,187.6825459,OK,10/15/18 9:45,658.5390015,OK,10/15/18 9:45,12191551.5,OK,10/15/18 9:45,488561,OK,10/15/18 9:45,5.464853764,OK,10/15/18 9:45,351.1994629,OK,10/15/18 9:45,11556977,OK,10/15/18 9:45,2376175.25,OK,10/15/18 9:45,129.7600708,OK,10/15/18 9:45,135.2249298,OK,10/15/18 9:45,130.6826999,OK,
10/15/18 10:00,7.009004116,OK,10/15/18 10:00,55.35224152,OK,10/15/18 10:00,1015976.625,OK,10/15/18 10:00,51.65792084,OK,10/15/18 10:00,44.64891815,OK,10/15/18 10:00,188.9355495,OK,10/15/18 10:00,664.2268982,OK,10/15/18 10:00,12191719.5,OK,10/15/18 10:00,488589,OK,10/15/18 10:00,6.013887882,OK,10/15/18 10:00,386.7899475,OK,10/15/18 10:00,11557070,OK,10/15/18 10:00,2376191.25,OK,10/15/18 10:00,129.2446899,OK,10/15/18 10:00,135.2585907,OK,10/15/18 10:00,130.5391749,OK,
10/15/18 10:15,7.085852146,OK,10/15/18 10:15,55.39397049,OK,10/15/18 10:15,1015990.313,OK,10/15/18 10:15,51.62911987,OK,10/15/18 10:15,44.5432663,OK,10/15/18 10:15,187.0209278,OK,10/15/18 10:15,664.7276459,OK,10/15/18 10:15,12191883.75,OK,10/15/18 10:15,488617,OK,10/15/18 10:15,6.082255363,OK,10/15/18 10:15,391.6033325,OK,10/15/18 10:15,11557167,OK,10/15/18 10:15,2376207.5,OK,10/15/18 10:15,129.4623566,OK,10/15/18 10:15,135.5446167,OK,10/15/18 10:15,130.649138,OK,
