OSU_RTS.MDBUS_RH.852_CDT Time [SNAP],OSU_RTS.MDBUS_RH.852_CDT Value [SNAP],OSU_RTS.MDBUS_RH.852_CDT Status [SNAP],OSU_RTS.MDBUS_RH.852_CHF Time [SNAP],OSU_RTS.MDBUS_RH.852_CHF Value [SNAP],OSU_RTS.MDBUS_RH.852_CHF Status [SNAP],OSU_RTS.MDBUS_RH.852_CHT Time [SNAP],OSU_RTS.MDBUS_RH.852_CHT Value [SNAP],OSU_RTS.MDBUS_RH.852_CHT Status [SNAP],OSU_RTS.MDBUS_RH.852_CRT Time [SNAP],OSU_RTS.MDBUS_RH.852_CRT Value [SNAP],OSU_RTS.MDBUS_RH.852_CRT Status [SNAP],OSU_RTS.MDBUS_RH.852_CST Time [SNAP],OSU_RTS.MDBUS_RH.852_CST Value [SNAP],OSU_RTS.MDBUS_RH.852_CST Status [SNAP],OSU_RTS.MDBUS_RH.852_CVF Time [SNAP],OSU_RTS.MDBUS_RH.852_CVF Value [SNAP],OSU_RTS.MDBUS_RH.852_CVF Status [SNAP],OSU_RTS.MDBUS_RH.852_DCT Time [SNAP],OSU_RTS.MDBUS_RH.852_DCT Value [SNAP],OSU_RTS.MDBUS_RH.852_DCT Status [SNAP],OSU_RTS.MDBUS_RH.852_DHDT Time [SNAP],OSU_RTS.MDBUS_RH.852_DHDT Value [SNAP],OSU_RTS.MDBUS_RH.852_DHDT Status [SNAP],OSU_RTS.MDBUS_RH.852_DHHF Time [SNAP],OSU_RTS.MDBUS_RH.852_DHHF Value [SNAP],OSU_RTS.MDBUS_RH.852_DHHF Status [SNAP],OSU_RTS.MDBUS_RH.852_DHHT Time [SNAP],OSU_RTS.MDBUS_RH.852_DHHT Value [SNAP],OSU_RTS.MDBUS_RH.852_DHHT Status [SNAP],OSU_RTS.MDBUS_RH.852_DHRT Time [SNAP],OSU_RTS.MDBUS_RH.852_DHRT Value [SNAP],OSU_RTS.MDBUS_RH.852_DHRT Status [SNAP],OSU_RTS.MDBUS_RH.852_DHST Time [SNAP],OSU_RTS.MDBUS_RH.852_DHST Value [SNAP],OSU_RTS.MDBUS_RH.852_DHST Status [SNAP],OSU_RTS.MDBUS_RH.852_DHVF Time [SNAP],OSU_RTS.MDBUS_RH.852_DHVF Value [SNAP],OSU_RTS.MDBUS_RH.852_DHVF Status [SNAP],OSU_RTS.MDBUS_RH.852_DLDT Time [SNAP],OSU_RTS.MDBUS_RH.852_DLDT Value [SNAP],OSU_RTS.MDBUS_RH.852_DLDT Status [SNAP],OSU_RTS.MDBUS_RH.852_DLHF Time [SNAP],OSU_RTS.MDBUS_RH.852_DLHF Value [SNAP],OSU_RTS.MDBUS_RH.852_DLHF Status [SNAP],OSU_RTS.MDBUS_RH.852_DLHT Time [SNAP],OSU_RTS.MDBUS_RH.852_DLHT Value [SNAP],OSU_RTS.MDBUS_RH.852_DLHT Status [SNAP],OSU_RTS.MDBUS_RH.852_DLRT Time [SNAP],OSU_RTS.MDBUS_RH.852_DLRT Value [SNAP],OSU_RTS.MDBUS_RH.852_DLRT Status [SNAP],OSU_RTS.MDBUS_RH.852_DLST Time [SNAP],OSU_RTS.MDBUS_RH.852_DLST Value [SNAP],OSU_RTS.MDBUS_RH.852_DLST Status [SNAP],OSU_RTS.MDBUS_RH.852_DLVF Time [SNAP],OSU_RTS.MDBUS_RH.852_DLVF Value [SNAP],OSU_RTS.MDBUS_RH.852_DLVF Status [SNAP],OSU_RTS.MDBUS_RH.852_EC Time [SNAP],OSU_RTS.MDBUS_RH.852_EC Value [SNAP],OSU_RTS.MDBUS_RH.852_EC Status [SNAP],OSU_RTS.MDBUS_RH.852_HDT Time [SNAP],OSU_RTS.MDBUS_RH.852_HDT Value [SNAP],OSU_RTS.MDBUS_RH.852_HDT Status [SNAP],OSU_RTS.MDBUS_RH.852_HF Time [SNAP],OSU_RTS.MDBUS_RH.852_HF Value [SNAP],OSU_RTS.MDBUS_RH.852_HF Status [SNAP],OSU_RTS.MDBUS_RH.852_HGT Time [SNAP],OSU_RTS.MDBUS_RH.852_HGT Value [SNAP],OSU_RTS.MDBUS_RH.852_HGT Status [SNAP],OSU_RTS.MDBUS_RH.852_HHF Time [SNAP],OSU_RTS.MDBUS_RH.852_HHF Value [SNAP],OSU_RTS.MDBUS_RH.852_HHF Status [SNAP],OSU_RTS.MDBUS_RH.852_HHT Time [SNAP],OSU_RTS.MDBUS_RH.852_HHT Value [SNAP],OSU_RTS.MDBUS_RH.852_HHT Status [SNAP],OSU_RTS.MDBUS_RH.852_HRT Time [SNAP],OSU_RTS.MDBUS_RH.852_HRT Value [SNAP],OSU_RTS.MDBUS_RH.852_HRT Status [SNAP],OSU_RTS.MDBUS_RH.852_HST Time [SNAP],OSU_RTS.MDBUS_RH.852_HST Value [SNAP],OSU_RTS.MDBUS_RH.852_HST Status [SNAP],OSU_RTS.MDBUS_RH.852_HVF Time [SNAP],OSU_RTS.MDBUS_RH.852_HVF Value [SNAP],OSU_RTS.MDBUS_RH.852_HVF Status [SNAP],OSU_RTS.MDBUS_RH.852_SC Time [SNAP],OSU_RTS.MDBUS_RH.852_SC Value [SNAP],OSU_RTS.MDBUS_RH.852_SC Status [SNAP],OSU_RTS.MDBUS_RH.852_SF Time [SNAP],OSU_RTS.MDBUS_RH.852_SF Value [SNAP],OSU_RTS.MDBUS_RH.852_SF Status [SNAP],OSU_RTS.MDBUS_RH.852_SHF Time [SNAP],OSU_RTS.MDBUS_RH.852_SHF Value [SNAP],OSU_RTS.MDBUS_RH.852_SHF Status [SNAP],OSU_RTS.MDBUS_RH.852_SHT Time [SNAP],OSU_RTS.MDBUS_RH.852_SHT Value [SNAP],OSU_RTS.MDBUS_RH.852_SHT Status [SNAP],OSU_RTS.MDBUS_RH.852_SP Time [SNAP],OSU_RTS.MDBUS_RH.852_SP Value [SNAP],OSU_RTS.MDBUS_RH.852_SP Status [SNAP],OSU_RTS.MDBUS_RH.852_ST Time [SNAP],OSU_RTS.MDBUS_RH.852_ST Value [SNAP],OSU_RTS.MDBUS_RH.852_ST Status [SNAP],OSU_RTS.MDBUS_RH.852DC_T Time [SNAP],OSU_RTS.MDBUS_RH.852DC_T Value [SNAP],OSU_RTS.MDBUS_RH.852DC_T Status [SNAP],Comments
10/16/18 11:00,0.440879464,OK,10/16/18 11:00,0.969359517,OK,10/16/18 11:00,1894624.25,OK,10/16/18 11:00,61.15614319,OK,10/16/18 11:00,60.71526337,OK,10/16/18 11:00,52.77727623,OK,10/16/18 11:00,2080,OK,10/16/18 11:00,78.26480103,OK,10/16/18 11:00,0,OK,10/16/18 11:00,5415777.5,OK,10/16/18 11:00,68.37741089,OK,10/16/18 11:00,146.6422119,OK,10/16/18 11:00,0,OK,10/16/18 11:00,75.5848999,OK,10/16/18 11:00,87.44761658,OK,10/16/18 11:00,2817101.25,OK,10/16/18 11:00,68.22727966,OK,10/16/18 11:00,143.8121796,OK,10/16/18 11:00,2.355978719,OK,10/16/18 11:00,11024897,OK,10/16/18 11:00,-0.336848766,OK,10/16/18 11:00,11.63231421,OK,10/16/18 11:00,22735491,OK,10/16/18 11:00,0,OK,10/16/18 11:00,20033426,OK,10/16/18 11:00,101.5329971,OK,10/16/18 11:00,101.1961517,OK,10/16/18 11:00,261.5822009,OK,10/16/18 11:00,19012.62891,OK,10/16/18 11:00,0.148378937,OK,10/16/18 11:00,177.7047119,OK,10/16/18 11:00,22813096,OK,10/16/18 11:00,175.8894501,OK,10/16/18 11:00,377.7805176,OK,10/16/18 11:00,2080,OK,
10/16/18 11:15,1.275207996,OK,10/16/18 11:15,2.784138203,OK,10/16/18 11:15,1894624.75,OK,10/16/18 11:15,61.78408813,OK,10/16/18 11:15,60.50888062,OK,10/16/18 11:15,52.40707432,OK,10/16/18 11:15,2130,OK,10/16/18 11:15,77.9747467,OK,10/16/18 11:15,247.0589905,OK,10/16/18 11:15,5415826,OK,10/16/18 11:15,68.38921356,OK,10/16/18 11:15,146.3639526,OK,10/16/18 11:15,6.456806888,OK,10/16/18 11:15,73.98599243,OK,10/16/18 11:15,63.13385773,OK,10/16/18 11:15,2817133.75,OK,10/16/18 11:15,68.38899231,OK,10/16/18 11:15,142.3749847,OK,10/16/18 11:15,1.737002589,OK,10/16/18 11:15,11024953,OK,10/16/18 11:15,-0.716696858,OK,10/16/18 11:15,33.40965843,OK,10/16/18 11:15,22735497,OK,10/16/18 11:15,0,OK,10/16/18 11:15,20033426,OK,10/16/18 11:15,99.50301361,OK,10/16/18 11:15,98.78631592,OK,10/16/18 11:15,269.9910117,OK,10/16/18 11:15,19012.81055,OK,10/16/18 11:15,0.408063873,OK,10/16/18 11:15,488.6366272,OK,10/16/18 11:15,22813314,OK,10/16/18 11:15,173.825058,OK,10/16/18 11:15,376.0826721,OK,10/16/18 11:15,2130,OK,
10/16/18 11:30,1.689994097,OK,10/16/18 11:30,3.674229145,OK,10/16/18 11:30,1894625.5,OK,10/16/18 11:30,62.01963043,OK,10/16/18 11:30,60.32963562,OK,10/16/18 11:30,52.18600871,OK,10/16/18 11:30,2190,OK,10/16/18 11:30,78.64552307,OK,10/16/18 11:30,125.5039139,OK,10/16/18 11:30,5415874,OK,10/16/18 11:30,68.35786438,OK,10/16/18 11:30,147.0033875,OK,10/16/18 11:30,3.252615303,OK,10/16/18 11:30,75.15861511,OK,10/16/18 11:30,133.0861359,OK,10/16/18 11:30,2817168.75,OK,10/16/18 11:30,68.28900146,OK,10/16/18 11:30,143.4476013,OK,10/16/18 11:30,3.605530687,OK,10/16/18 11:30,11025012,OK,10/16/18 11:30,-0.435022354,OK,10/16/18 11:30,44.09074974,OK,10/16/18 11:30,22735506,OK,10/16/18 11:30,0,OK,10/16/18 11:30,20033426,OK,10/16/18 11:30,97.14221191,OK,10/16/18 11:30,96.70718384,OK,10/16/18 11:30,256.8078704,OK,10/16/18 11:30,19012.98047,OK,10/16/18 11:30,0.437680573,OK,10/16/18 11:30,524.2180786,OK,10/16/18 11:30,22813518,OK,10/16/18 11:30,176.993454,OK,10/16/18 11:30,378.2461548,OK,10/16/18 11:30,2190,OK,
10/16/18 11:45,1.540601969,OK,10/16/18 11:45,3.377618551,OK,10/16/18 11:45,1894626.5,OK,10/16/18 11:45,61.99462128,OK,10/16/18 11:45,60.45401764,OK,10/16/18 11:45,52.62534041,OK,10/16/18 11:45,2230,OK,10/16/18 11:45,79.39089203,OK,10/16/18 11:45,335.0258789,OK,10/16/18 11:45,5415914.5,OK,10/16/18 11:45,68.53260803,OK,10/16/18 11:45,147.9235077,OK,10/16/18 11:45,8.603364203,OK,10/16/18 11:45,74.51970673,OK,10/16/18 11:45,139.2115021,OK,10/16/18 11:45,2817198.25,OK,10/16/18 11:45,68.49199677,OK,10/16/18 11:45,143.0117035,OK,10/16/18 11:45,3.803356451,OK,10/16/18 11:45,11025067,OK,10/16/18 11:45,-0.474094629,OK,10/16/18 11:45,40.53142262,OK,10/16/18 11:45,22735518,OK,10/16/18 11:45,0,OK,10/16/18 11:45,20033426,OK,10/16/18 11:45,95.39735413,OK,10/16/18 11:45,94.92325592,OK,10/16/18 11:45,257.9317536,OK,10/16/18 11:45,19013.14063,OK,10/16/18 11:45,0.576076904,OK,10/16/18 11:45,690.0335083,OK,10/16/18 11:45,22813710,OK,10/16/18 11:45,178.3733063,OK,10/16/18 11:45,378.7843933,OK,10/16/18 11:45,2230,OK,
10/16/18 12:00,1.07999301,OK,10/16/18 12:00,2.338367701,OK,10/16/18 12:00,1894627.25,OK,10/16/18 12:00,62.1271019,OK,10/16/18 12:00,61.04711151,OK,10/16/18 12:00,51.97533962,OK,10/16/18 12:00,2280,OK,10/16/18 12:00,79.1020813,OK,10/16/18 12:00,307.0827942,OK,10/16/18 12:00,5415956,OK,10/16/18 12:00,68.4491272,OK,10/16/18 12:00,147.5512085,OK,10/16/18 12:00,8.094283688,OK,10/16/18 12:00,74.10919952,OK,10/16/18 12:00,145.9626312,OK,10/16/18 12:00,2817245.75,OK,10/16/18 12:00,68.36174774,OK,10/16/18 12:00,142.4709473,OK,10/16/18 12:00,4.009278691,OK,10/16/18 12:00,11025122,OK,10/16/18 12:00,-0.722715855,OK,10/16/18 12:00,28.06041241,OK,10/16/18 12:00,22735527,OK,10/16/18 12:00,0,OK,10/16/18 12:00,20033426,OK,10/16/18 12:00,93.8511734,OK,10/16/18 12:00,93.12846375,OK,10/16/18 12:00,259.7897986,OK,10/16/18 12:00,19013.32617,OK,10/16/18 12:00,0.244894638,OK,10/16/18 12:00,293.3192749,OK,10/16/18 12:00,22813932,OK,10/16/18 12:00,177.2242432,OK,10/16/18 12:00,378.5446167,OK,10/16/18 12:00,2280,OK,
10/16/18 12:15,0.545966864,OK,10/16/18 12:15,1.247212052,OK,10/16/18 12:15,1894627.625,OK,10/16/18 12:15,62.42187119,OK,10/16/18 12:15,61.87590408,OK,10/16/18 12:15,55.2257749,OK,10/16/18 12:15,2330,OK,10/16/18 12:15,78.68978882,OK,10/16/18 12:15,57.63867188,OK,10/16/18 12:15,5416006,OK,10/16/18 12:15,68.42830658,OK,10/16/18 12:15,147.118103,OK,10/16/18 12:15,1.49299543,OK,10/16/18 12:15,74.05003357,OK,10/16/18 12:15,0,OK,10/16/18 12:15,2817265,OK,10/16/18 12:15,68.49331665,OK,10/16/18 12:15,142.543335,OK,10/16/18 12:15,0,OUT OF RANGE,10/16/18 12:15,11025176,OK,10/16/18 12:15,-0.662061393,OK,10/16/18 12:15,15.07103348,OK,10/16/18 12:15,22735531.5,OK,10/16/18 12:15,0,OK,10/16/18 12:15,20033426,OK,10/16/18 12:15,92.18591309,OK,10/16/18 12:15,91.52385712,OK,10/16/18 12:15,254.6260071,OK,10/16/18 12:15,19013.48438,OK,10/16/18 12:15,0.273117706,OK,10/16/18 12:15,327.1416321,OK,10/16/18 12:15,22814122,OK,10/16/18 12:15,178.2239685,OK,10/16/18 12:15,378.8156128,OK,10/16/18 12:15,2330,OK,
10/16/18 12:30,0.477720022,OK,10/16/18 12:30,1.075538278,OK,10/16/18 12:30,1894627.875,OK,10/16/18 12:30,63.04862213,OK,10/16/18 12:30,62.57090378,OK,10/16/18 12:30,54.04983179,OK,10/16/18 12:30,2380,OK,10/16/18 12:30,78.1557312,OK,10/16/18 12:30,12.55683804,OK,10/16/18 12:30,5416044.5,OK,10/16/18 12:30,68.43563843,OK,10/16/18 12:30,146.5913696,OK,10/16/18 12:30,0.327428881,OK,10/16/18 12:30,74.1999054,OK,10/16/18 12:30,0,OK,10/16/18 12:30,2817286.25,OK,10/16/18 12:30,68.37736511,OK,10/16/18 12:30,142.5772858,OK,10/16/18 12:30,0,OUT OF RANGE,10/16/18 12:30,11025232,OK,10/16/18 12:30,-0.39172551,OK,10/16/18 12:30,12.90645933,OK,10/16/18 12:30,22735534.5,OK,10/16/18 12:30,0,OK,10/16/18 12:30,20033426,OK,10/16/18 12:30,90.5120697,OK,10/16/18 12:30,90.12033844,OK,10/16/18 12:30,255.5967134,OK,10/16/18 12:30,19013.64258,OK,10/16/18 12:30,0.348130768,OK,10/16/18 12:30,417.1794739,OK,10/16/18 12:30,22814312,OK,10/16/18 12:30,185.891922,OK,10/16/18 12:30,381.9611206,OK,10/16/18 12:30,2380,OK,
10/16/18 12:45,0.454278529,OK,10/16/18 12:45,1.076317549,OK,10/16/18 12:45,1894628.125,OK,10/16/18 12:45,63.55388641,OK,10/16/18 12:45,63.09960938,OK,10/16/18 12:45,56.88654624,OK,10/16/18 12:45,2430,OK,10/16/18 12:45,78.60102844,OK,10/16/18 12:45,292.7412415,OK,10/16/18 12:45,5416082,OK,10/16/18 12:45,68.44539642,OK,10/16/18 12:45,147.0464325,OK,10/16/18 12:45,7.591179653,OK,10/16/18 12:45,73.37434387,OK,10/16/18 12:45,134.0952911,OK,10/16/18 12:45,2817322.75,OK,10/16/18 12:45,68.395401,OK,10/16/18 12:45,141.7697449,OK,10/16/18 12:45,3.719474158,OK,10/16/18 12:45,11025288,OK,10/16/18 12:45,-0.450488865,OK,10/16/18 12:45,12.91581059,OK,10/16/18 12:45,22735537.5,OK,10/16/18 12:45,0,OK,10/16/18 12:45,20033426,OK,10/16/18 12:45,89.11552429,OK,10/16/18 12:45,88.66503906,OK,10/16/18 12:45,261.6802335,OK,10/16/18 12:45,19013.82227,OK,10/16/18 12:45,0.512019836,OK,10/16/18 12:45,613.4138794,OK,10/16/18 12:45,22814524,OK,10/16/18 12:45,181.3509979,OK,10/16/18 12:45,380.9780884,OK,10/16/18 12:45,2430,OK,
10/16/18 13:00,0.902212977,OK,10/16/18 13:00,2.392489433,OK,10/16/18 13:00,1894628.625,OK,10/16/18 13:00,64.28013611,OK,10/16/18 13:00,63.37792206,OK,10/16/18 13:00,63.59813473,OK,10/16/18 13:00,2480,OK,10/16/18 13:00,79.22871399,OK,10/16/18 13:00,141.6101532,OK,10/16/18 13:00,5416120,OK,10/16/18 13:00,68.40114594,OK,10/16/18 13:00,147.6298523,OK,10/16/18 13:00,3.64365884,OK,10/16/18 13:00,74.47673035,OK,10/16/18 13:00,150.1673126,OK,10/16/18 13:00,2817353,OK,10/16/18 13:00,68.27870178,OK,10/16/18 13:00,142.7554321,OK,10/16/18 13:00,4.104752809,OK,10/16/18 13:00,11025345,OK,10/16/18 13:00,-0.508865356,OK,10/16/18 13:00,28.67684841,OK,10/16/18 13:00,22735543.5,OK,10/16/18 13:00,0,OK,10/16/18 13:00,20033426,OK,10/16/18 13:00,87.88441467,OK,10/16/18 13:00,87.37554932,OK,10/16/18 13:00,259.0700413,OK,10/16/18 13:00,19013.97656,OK,10/16/18 13:00,0.560600647,OK,10/16/18 13:00,671.7033081,OK,10/16/18 13:00,22814712,OK,10/16/18 13:00,183.6590424,OK,10/16/18 13:00,380.89505,OK,10/16/18 13:00,2480,OK,
10/16/18 13:15,1.181478262,OK,10/16/18 13:15,3.767115116,OK,10/16/18 13:15,1894629.375,OK,10/16/18 13:15,64.6987915,OK,10/16/18 13:15,63.5173111,OK,10/16/18 13:15,76.55813107,OK,10/16/18 13:15,2510,OK,10/16/18 13:15,78.28730774,OK,10/16/18 13:15,111.1707611,OK,10/16/18 13:15,5416159,OK,10/16/18 13:15,68.39260101,OK,10/16/18 13:15,146.6799164,OK,10/16/18 13:15,2.894073129,OK,10/16/18 13:15,75.31877899,OK,10/16/18 13:15,52.03414917,OK,10/16/18 13:15,2817370.75,OK,10/16/18 13:15,68.40803528,OK,10/16/18 13:15,143.7268066,OK,10/16/18 13:15,1.40678371,OK,10/16/18 13:15,11025402,OK,10/16/18 13:15,-0.603351355,OK,10/16/18 13:15,45.20538139,OK,10/16/18 13:15,22735552.5,OK,10/16/18 13:15,0,OK,10/16/18 13:15,20033426,OK,10/16/18 13:15,86.7321167,OK,10/16/18 13:15,86.12876892,OK,10/16/18 13:15,252.0088324,OK,10/16/18 13:15,19014.13086,OK,10/16/18 13:15,0.701608826,OK,10/16/18 13:15,840.6002808,OK,10/16/18 13:15,22814896,OK,10/16/18 13:15,182.4745789,OK,10/16/18 13:15,380.9129639,OK,10/16/18 13:15,2510,OK,
10/16/18 13:30,1.05738008,OK,10/16/18 13:30,3.399064779,OK,10/16/18 13:30,1894630.25,OK,10/16/18 13:30,64.7542572,OK,10/16/18 13:30,63.69687653,OK,10/16/18 13:30,77.18695224,OK,10/16/18 13:30,2540,OK,10/16/18 13:30,77.41526031,OK,10/16/18 13:30,134.6532745,OK,10/16/18 13:30,5416171.5,OK,10/16/18 13:30,68.54084778,OK,10/16/18 13:30,145.9561157,OK,10/16/18 13:30,3.544147928,OK,10/16/18 13:30,73.71913147,OK,10/16/18 13:30,95.7986145,OK,10/16/18 13:30,2817390.75,OK,10/16/18 13:30,68.45954895,OK,10/16/18 13:30,142.1786804,OK,10/16/18 13:30,2.645092268,OK,10/16/18 13:30,11025460,OK,10/16/18 13:30,-0.701110005,OK,10/16/18 13:30,40.78877735,OK,10/16/18 13:30,22735563,OK,10/16/18 13:30,0,OK,10/16/18 13:30,20033426,OK,10/16/18 13:30,85.73268127,OK,10/16/18 13:30,85.03157043,OK,10/16/18 13:30,266.3316612,OK,10/16/18 13:30,19014.23047,OK,10/16/18 13:30,0.458569885,OK,10/16/18 13:30,549.465271,OK,10/16/18 13:30,22815014,OK,10/16/18 13:30,184.0636749,OK,10/16/18 13:30,381.7250366,OK,10/16/18 13:30,2540,OK,
10/16/18 13:45,0.862649679,OK,10/16/18 13:45,2.802015543,OK,10/16/18 13:45,1894631,OK,10/16/18 13:45,64.86358643,OK,10/16/18 13:45,64.00093842,OK,10/16/18 13:45,77.99454489,OK,10/16/18 13:45,2570,OK,10/16/18 13:45,78.00413513,OK,10/16/18 13:45,43.92389679,OK,10/16/18 13:45,5416185.5,OK,10/16/18 13:45,68.52150726,OK,10/16/18 13:45,146.52565,OK,10/16/18 13:45,1.147558402,OK,10/16/18 13:45,75.05856323,OK,10/16/18 13:45,0,OK,10/16/18 13:45,2817402.25,OK,10/16/18 13:45,68.5680542,OK,10/16/18 13:45,143.6266174,OK,10/16/18 13:45,0,OUT OF RANGE,10/16/18 13:45,11025517,OK,10/16/18 13:45,-6.422464371,OK,10/16/18 13:45,33.62418652,OK,10/16/18 13:45,22735572,OK,10/16/18 13:45,0,OK,10/16/18 13:45,20033458,OK,10/16/18 13:45,90.51254272,OK,10/16/18 13:45,84.09008026,OK,10/16/18 13:45,254.6666655,OK,10/16/18 13:45,19014.33398,OK,10/16/18 13:45,0.213833664,OK,10/16/18 13:45,256.1648254,OK,10/16/18 13:45,22815140,OK,10/16/18 13:45,180.4918671,OK,10/16/18 13:45,379.401001,OK,10/16/18 13:45,2570,OK,
10/16/18 14:00,0.721202374,OK,10/16/18 14:00,2.381174564,OK,10/16/18 14:00,1894631.75,OK,10/16/18 14:00,65.13956451,OK,10/16/18 14:00,64.41836548,OK,10/16/18 14:00,79.28399939,OK,10/16/18 14:00,2620,OK,10/16/18 14:00,79.3479538,OK,10/16/18 14:00,305.7534485,OK,10/16/18 14:00,5416233,OK,10/16/18 14:00,68.30319214,OK,10/16/18 14:00,147.6511536,OK,10/16/18 14:00,7.855169104,OK,10/16/18 14:00,74.50476074,OK,10/16/18 14:00,10.18842316,OK,10/16/18 14:00,2817420.25,OK,10/16/18 14:00,68.36784363,OK,10/16/18 14:00,142.8726044,OK,10/16/18 14:00,0.278394449,OK,10/16/18 14:00,11025576,OK,10/16/18 14:00,6.916399956,OK,10/16/18 14:00,28.57409477,OK,10/16/18 14:00,22735581,OK,10/16/18 14:00,907.8803101,OK,10/16/18 14:00,20033572,OK,10/16/18 14:00,85.18508911,OK,10/16/18 14:00,92.10148621,OK,10/16/18 14:00,263.9225961,OK,10/16/18 14:00,19014.4707,OK,10/16/18 14:00,0.61685022,OK,10/16/18 14:00,738.6447754,OK,10/16/18 14:00,22815304,OK,10/16/18 14:00,173.7531891,OK,10/16/18 14:00,377.1912842,OK,10/16/18 14:00,2620,OK,
10/16/18 14:15,0.666071355,OK,10/16/18 14:15,2.457443953,OK,10/16/18 14:15,1894632.375,OK,10/16/18 14:15,65.64672852,OK,10/16/18 14:15,64.98065948,OK,10/16/18 14:15,88.60019319,OK,10/16/18 14:15,2670,OK,10/16/18 14:15,78.93862915,OK,10/16/18 14:15,111.8436737,OK,10/16/18 14:15,5416292,OK,10/16/18 14:15,68.29309082,OK,10/16/18 14:15,147.23172,OK,10/16/18 14:15,2.888004079,OK,10/16/18 14:15,76.2793808,OK,10/16/18 14:15,0,OK,10/16/18 14:15,2817423.25,OK,10/16/18 14:15,68.66429138,OK,10/16/18 14:15,144.9436646,OK,10/16/18 14:15,0,OUT OF RANGE,10/16/18 14:15,11025637,OK,10/16/18 14:15,10.69568443,OK,10/16/18 14:15,29.48932743,OK,10/16/18 14:15,22735588.5,OK,10/16/18 14:15,1360.2771,OK,10/16/18 14:15,20033868,OK,10/16/18 14:15,91.66317749,OK,10/16/18 14:15,102.3588638,OK,10/16/18 14:15,256.4817897,OK,10/16/18 14:15,19014.62109,OK,10/16/18 14:15,0.686734436,OK,10/16/18 14:15,822.4434814,OK,10/16/18 14:15,22815484,OK,10/16/18 14:15,175.5196686,OK,10/16/18 14:15,377.7920837,OK,10/16/18 14:15,2670,OK,
10/16/18 14:30,0.677674413,OK,10/16/18 14:30,2.659362078,OK,10/16/18 14:30,1894633,OK,10/16/18 14:30,66.09121704,OK,10/16/18 14:30,65.4135437,OK,10/16/18 14:30,94.24179365,OK,10/16/18 14:30,2700,OK,10/16/18 14:30,78.76041412,OK,10/16/18 14:30,148.7562408,OK,10/16/18 14:30,5416325.5,OK,10/16/18 14:30,68.34526825,OK,10/16/18 14:30,147.1056824,OK,10/16/18 14:30,3.849709764,OK,10/16/18 14:30,73.57655334,OK,10/16/18 14:30,28.90186882,OK,10/16/18 14:30,2817438,OK,10/16/18 14:30,68.47833252,OK,10/16/18 14:30,142.0548859,OK,10/16/18 14:30,0.799522559,OK,10/16/18 14:30,11025697,OK,10/16/18 14:30,5.145503998,OK,10/16/18 14:30,31.91234493,OK,10/16/18 14:30,22735596,OK,10/16/18 14:30,620.055542,OK,10/16/18 14:30,20034178,OK,10/16/18 14:30,99.82081604,OK,10/16/18 14:30,104.9663239,OK,10/16/18 14:30,243.0534287,OK,10/16/18 14:30,19014.74805,OK,10/16/18 14:30,0.31498819,OK,10/16/18 14:30,377.3280334,OK,10/16/18 14:30,22815636,OK,10/16/18 14:30,179.7452393,OK,10/16/18 14:30,379.6587524,OK,10/16/18 14:30,2700,OK,
10/16/18 14:45,0.736489177,OK,10/16/18 14:45,7.905788898,OK,10/16/18 14:45,1894634.125,OK,10/16/18 14:45,66.58436584,OK,10/16/18 14:45,65.8478775,OK,10/16/18 14:45,257.8016566,OK,10/16/18 14:45,2730,OK,10/16/18 14:45,77.016922,OK,10/16/18 14:45,0,OK,10/16/18 14:45,5416331,OK,10/16/18 14:45,68.81053162,OK,10/16/18 14:45,145.8274536,OK,10/16/18 14:45,0,OK,10/16/18 14:45,75.80917358,OK,10/16/18 14:45,109.9182892,OK,10/16/18 14:45,2817451.25,OK,10/16/18 14:45,68.45809937,OK,10/16/18 14:45,144.2672729,OK,10/16/18 14:45,2.952978319,OK,10/16/18 14:45,11025757,OK,10/16/18 14:45,-3.670983791,OK,10/16/18 14:45,94.86946678,OK,10/16/18 14:45,22735609.5,OK,10/16/18 14:45,0,OK,10/16/18 14:45,20034184,OK,10/16/18 14:45,100.7046051,OK,10/16/18 14:45,97.03362274,OK,10/16/18 14:45,237.4150672,OK,10/16/18 14:45,19014.84375,OK,10/16/18 14:45,1.062660767,OK,10/16/18 14:45,1273.122681,OK,10/16/18 14:45,22815752,OK,10/16/18 14:45,181.7393036,OK,10/16/18 14:45,380.5343933,OK,10/16/18 14:45,2730,OK,
