OSU_RTS.MDBUS_E3.106E_1C Time [SNAP],OSU_RTS.MDBUS_E3.106E_1C Value [SNAP],OSU_RTS.MDBUS_E3.106E_1C Status [SNAP],OSU_RTS.MDBUS_RT.106S_C Time [SNAP],OSU_RTS.MDBUS_RT.106S_C Value [SNAP],OSU_RTS.MDBUS_RT.106S_C Status [SNAP],OSU_RTS.MDBUS_RT.106S_DP Time [SNAP],OSU_RTS.MDBUS_RT.106S_DP Value [SNAP],OSU_RTS.MDBUS_RT.106S_DP Status [SNAP],OSU_RTS.MDBUS_RT.106S_HF Time [SNAP],OSU_RTS.MDBUS_RT.106S_HF Value [SNAP],OSU_RTS.MDBUS_RT.106S_HF Status [SNAP],OSU_RTS.MDBUS_RT.106S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.106S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.106S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.106S_I Time [SNAP],OSU_RTS.MDBUS_RT.106S_I Value [SNAP],OSU_RTS.MDBUS_RT.106S_I Status [SNAP],OSU_RTS.MDBUS_RT.106S_P Time [SNAP],OSU_RTS.MDBUS_RT.106S_P Value [SNAP],OSU_RTS.MDBUS_RT.106S_P Status [SNAP],OSU_RTS.MDBUS_RT.106S_T Time [SNAP],OSU_RTS.MDBUS_RT.106S_T Value [SNAP],OSU_RTS.MDBUS_RT.106S_T Status [SNAP],Comments
10/17/18 20:15,3312210,OK,10/17/18 20:15,54359.60938,OK,10/17/18 20:15,45.76259613,OK,10/17/18 20:15,1531.606201,OK,10/17/18 20:15,65723956,OK,10/17/18 20:15,1.278816772,OK,10/17/18 20:15,176.3675995,OK,10/17/18 20:15,373.3769531,OK,
10/17/18 20:30,3312236,OK,10/17/18 20:30,54359.98438,OK,10/17/18 20:30,65.70982361,OK,10/17/18 20:30,2293.805908,OK,10/17/18 20:30,65724408,OK,10/17/18 20:30,1.915319946,OK,10/17/18 20:30,175.4442902,OK,10/17/18 20:30,372.7823792,OK,
10/17/18 20:45,3312262,OK,10/17/18 20:45,54360.42188,OK,10/17/18 20:45,56.64107895,OK,10/17/18 20:45,1927.366699,OK,10/17/18 20:45,65724928,OK,10/17/18 20:45,1.609220581,OK,10/17/18 20:45,176.7377472,OK,10/17/18 20:45,373.4639282,OK,
10/17/18 21:00,3312289,OK,10/17/18 21:00,54360.79688,OK,10/17/18 21:00,51.54405212,OK,10/17/18 21:00,1756.57251,OK,10/17/18 21:00,65725384,OK,10/17/18 21:00,1.466589844,OK,10/17/18 21:00,177.0998077,OK,10/17/18 21:00,373.6588745,OK,
10/17/18 21:15,3312314,OK,10/17/18 21:15,54361.20313,OK,10/17/18 21:15,56.06016922,OK,10/17/18 21:15,1944.439697,OK,10/17/18 21:15,65725864,OK,10/17/18 21:15,1.623708008,OK,10/17/18 21:15,174.6437378,OK,10/17/18 21:15,374.4613647,OK,
10/17/18 21:30,3312339,OK,10/17/18 21:30,54361.60938,OK,10/17/18 21:30,55.36992645,OK,10/17/18 21:30,1900.364868,OK,10/17/18 21:30,65726352,OK,10/17/18 21:30,1.586724854,OK,10/17/18 21:30,176.2332916,OK,10/17/18 21:30,374.6217041,OK,
10/17/18 21:45,3312363,OK,10/17/18 21:45,54362,OK,10/17/18 21:45,54.47425842,OK,10/17/18 21:45,1859.8573,OK,10/17/18 21:45,65726820,OK,10/17/18 21:45,1.553026245,OK,10/17/18 21:45,175.001236,OK,10/17/18 21:45,373.708252,OK,
10/17/18 22:00,3312387,OK,10/17/18 22:00,54362.40625,OK,10/17/18 22:00,54.53469467,OK,10/17/18 22:00,1861.587646,OK,10/17/18 22:00,65727308,OK,10/17/18 22:00,1.554489502,OK,10/17/18 22:00,174.8605499,OK,10/17/18 22:00,374.3968506,OK,
10/17/18 22:15,3312410,OK,10/17/18 22:15,54362.82813,OK,10/17/18 22:15,63.6864624,OK,10/17/18 22:15,2189.828369,OK,10/17/18 22:15,65727808,OK,10/17/18 22:15,1.825795166,OK,10/17/18 22:15,172.6266632,OK,10/17/18 22:15,379.162384,OK,
10/17/18 22:30,3312433,OK,10/17/18 22:30,54363.24219,OK,10/17/18 22:30,56.04299927,OK,10/17/18 22:30,1914.991821,OK,10/17/18 22:30,65728312,OK,10/17/18 22:30,1.593543701,OK,10/17/18 22:30,174.4476929,OK,10/17/18 22:30,383.3580627,OK,
10/17/18 22:45,3312456,OK,10/17/18 22:45,54363.67969,OK,10/17/18 22:45,58.85528564,OK,10/17/18 22:45,2024.313599,OK,10/17/18 22:45,65728836,OK,10/17/18 22:45,1.681753052,OK,10/17/18 22:45,174.9622955,OK,10/17/18 22:45,386.6408081,OK,
10/17/18 23:00,3312480,OK,10/17/18 23:00,54364.10938,OK,10/17/18 23:00,59.90917969,OK,10/17/18 23:00,2059.420654,OK,10/17/18 23:00,65729352,OK,10/17/18 23:00,1.710441772,OK,10/17/18 23:00,174.0932159,OK,10/17/18 23:00,386.9471741,OK,
10/17/18 23:15,3312503,OK,10/17/18 23:15,54364.53125,OK,10/17/18 23:15,59.45832062,OK,10/17/18 23:15,2054.793213,OK,10/17/18 23:15,65729864,OK,10/17/18 23:15,1.708538208,OK,10/17/18 23:15,176.2090454,OK,10/17/18 23:15,385.348114,OK,
10/17/18 23:30,3312527,OK,10/17/18 23:30,54365,OK,10/17/18 23:30,62.54139328,OK,10/17/18 23:30,2173.909668,OK,10/17/18 23:30,65730424,OK,10/17/18 23:30,1.806144409,OK,10/17/18 23:30,176.428833,OK,10/17/18 23:30,386.9432373,OK,
10/17/18 23:45,3312553,OK,10/17/18 23:45,54365.4375,OK,10/17/18 23:45,59.77983475,OK,10/17/18 23:45,2057.16333,OK,10/17/18 23:45,65730952,OK,10/17/18 23:45,1.709241943,OK,10/17/18 23:45,174.5012207,OK,10/17/18 23:45,386.296875,OK,
10/18/18 0:00,3312579,OK,10/18/18 0:00,54365.89063,OK,10/18/18 0:00,63.70896149,OK,10/18/18 0:00,2222.11499,OK,10/18/18 0:00,65731496,OK,10/18/18 0:00,1.845943237,OK,10/18/18 0:00,177.032486,OK,10/18/18 0:00,387.3823547,OK,
10/18/18 0:15,3312604,OK,10/18/18 0:15,54366.33984,OK,10/18/18 0:15,61.15805054,OK,10/18/18 0:15,2105.135254,OK,10/18/18 0:15,65732040,OK,10/18/18 0:15,1.7465448,OK,10/18/18 0:15,173.8997192,OK,10/18/18 0:15,388.9443665,OK,
10/18/18 0:30,3312627,OK,10/18/18 0:30,54366.80469,OK,10/18/18 0:30,71.50109863,OK,10/18/18 0:30,2477.255859,OK,10/18/18 0:30,65732600,OK,10/18/18 0:30,2.053038818,OK,10/18/18 0:30,171.8156738,OK,10/18/18 0:30,390.4761047,OK,
10/18/18 0:45,3312652,OK,10/18/18 0:45,54367.26563,OK,10/18/18 0:45,61.68044281,OK,10/18/18 0:45,2137.313721,OK,10/18/18 0:45,65733156,OK,10/18/18 0:45,1.77156897,OK,10/18/18 0:45,176.1539001,OK,10/18/18 0:45,391.3911743,OK,
10/18/18 1:00,3312676,OK,10/18/18 1:00,54367.72266,OK,10/18/18 1:00,74.53340912,OK,10/18/18 1:00,2573.537354,OK,10/18/18 1:00,65733708,OK,10/18/18 1:00,2.132126465,OK,10/18/18 1:00,169.9694061,OK,10/18/18 1:00,390.612854,OK,
10/18/18 1:15,3312700,OK,10/18/18 1:15,54368.21484,OK,10/18/18 1:15,65.88145447,OK,10/18/18 1:15,2277.079346,OK,10/18/18 1:15,65734304,OK,10/18/18 1:15,1.886504639,OK,10/18/18 1:15,173.5980988,OK,10/18/18 1:15,391.602356,OK,
10/18/18 1:30,3312724,OK,10/18/18 1:30,54368.6875,OK,10/18/18 1:30,63.56057739,OK,10/18/18 1:30,2197.092773,OK,10/18/18 1:30,65734872,OK,10/18/18 1:30,1.821369263,OK,10/18/18 1:30,174.0423584,OK,10/18/18 1:30,390.5319824,OK,
10/18/18 1:45,3312747,OK,10/18/18 1:45,54369.14063,OK,10/18/18 1:45,72.93237305,OK,10/18/18 1:45,2560.18335,OK,10/18/18 1:45,65735416,OK,10/18/18 1:45,2.125373779,OK,10/18/18 1:45,176.0162201,OK,10/18/18 1:45,388.3579102,OK,
10/18/18 2:00,3312771,OK,10/18/18 2:00,54369.63281,OK,10/18/18 2:00,68.3429718,OK,10/18/18 2:00,2389.123291,OK,10/18/18 2:00,65736012,OK,10/18/18 2:00,1.981179565,OK,10/18/18 2:00,175.0997162,OK,10/18/18 2:00,390.2138977,OK,
10/18/18 2:15,3312797,OK,10/18/18 2:15,54370.09375,OK,10/18/18 2:15,61.76696014,OK,10/18/18 2:15,2131.328369,OK,10/18/18 2:15,65736564,OK,10/18/18 2:15,1.767933838,OK,10/18/18 2:15,174.4155731,OK,10/18/18 2:15,389.4549866,OK,
10/18/18 2:30,3312821,OK,10/18/18 2:30,54370.5625,OK,10/18/18 2:30,73.24459076,OK,10/18/18 2:30,2552.667236,OK,10/18/18 2:30,65737128,OK,10/18/18 2:30,2.117909912,OK,10/18/18 2:30,173.3955841,OK,10/18/18 2:30,388.750061,OK,
10/18/18 2:45,3312846,OK,10/18/18 2:45,54371.03125,OK,10/18/18 2:45,61.79819489,OK,10/18/18 2:45,2133.712158,OK,10/18/18 2:45,65737696,OK,10/18/18 2:45,1.770754028,OK,10/18/18 2:45,174.5479584,OK,10/18/18 2:45,388.5747681,OK,
10/18/18 3:00,3312871,OK,10/18/18 3:00,54371.48828,OK,10/18/18 3:00,66.38328552,OK,10/18/18 3:00,2308.874756,OK,10/18/18 3:00,65738244,OK,10/18/18 3:00,1.916705933,OK,10/18/18 3:00,174.5492249,OK,10/18/18 3:00,387.9883423,OK,
10/18/18 3:15,3312895,OK,10/18/18 3:15,54371.95313,OK,10/18/18 3:15,60.84057999,OK,10/18/18 3:15,2080.624268,OK,10/18/18 3:15,65738808,OK,10/18/18 3:15,1.726234497,OK,10/18/18 3:15,171.7698517,OK,10/18/18 3:15,388.3486938,OK,
10/18/18 3:30,3312918,OK,10/18/18 3:30,54372.36719,OK,10/18/18 3:30,62.23389435,OK,10/18/18 3:30,2125.541992,OK,10/18/18 3:30,65739304,OK,10/18/18 3:30,1.766913818,OK,10/18/18 3:30,172.8991547,OK,10/18/18 3:30,384.9788208,OK,
10/18/18 3:45,3312941,OK,10/18/18 3:45,54372.82422,OK,10/18/18 3:45,59.56478119,OK,10/18/18 3:45,2078.977539,OK,10/18/18 3:45,65739856,OK,10/18/18 3:45,1.727724976,OK,10/18/18 3:45,174.9832916,OK,10/18/18 3:45,386.0222778,OK,
10/18/18 4:00,3312965,OK,10/18/18 4:00,54373.28906,OK,10/18/18 4:00,62.80474091,OK,10/18/18 4:00,2165.824219,OK,10/18/18 4:00,65740416,OK,10/18/18 4:00,1.797317505,OK,10/18/18 4:00,173.5043182,OK,10/18/18 4:00,388.3889465,OK,
10/18/18 4:15,3312990,OK,10/18/18 4:15,54373.76172,OK,10/18/18 4:15,74.33412933,OK,10/18/18 4:15,2632.784424,OK,10/18/18 4:15,65740984,OK,10/18/18 4:15,2.182478271,OK,10/18/18 4:15,173.5033722,OK,10/18/18 4:15,390.4464722,OK,
10/18/18 4:30,3313014,OK,10/18/18 4:30,54374.26563,OK,10/18/18 4:30,65.2545929,OK,10/18/18 4:30,2256.116455,OK,10/18/18 4:30,65741592,OK,10/18/18 4:30,1.867416626,OK,10/18/18 4:30,173.3674469,OK,10/18/18 4:30,393.3143921,OK,
10/18/18 4:45,3313038,OK,10/18/18 4:45,54374.73047,OK,10/18/18 4:45,63.50342178,OK,10/18/18 4:45,2203.189453,OK,10/18/18 4:45,65742152,OK,10/18/18 4:45,1.825287842,OK,10/18/18 4:45,175.4814301,OK,10/18/18 4:45,392.1253662,OK,
10/18/18 5:00,3313063,OK,10/18/18 5:00,54375.23047,OK,10/18/18 5:00,65.51668549,OK,10/18/18 5:00,2267.30957,OK,10/18/18 5:00,65742756,OK,10/18/18 5:00,1.876757935,OK,10/18/18 5:00,173.591568,OK,10/18/18 5:00,393.2963257,OK,
10/18/18 5:15,3313087,OK,10/18/18 5:15,54375.72266,OK,10/18/18 5:15,70.94413757,OK,10/18/18 5:15,2465.729492,OK,10/18/18 5:15,65743352,OK,10/18/18 5:15,2.040089844,OK,10/18/18 5:15,173.3027191,OK,10/18/18 5:15,394.0748901,OK,
10/18/18 5:30,3313112,OK,10/18/18 5:30,54376.18359,OK,10/18/18 5:30,63.80324936,OK,10/18/18 5:30,2151.469482,OK,10/18/18 5:30,65743908,OK,10/18/18 5:30,1.781284302,OK,10/18/18 5:30,173.4426117,OK,10/18/18 5:30,392.8023987,OK,
10/18/18 5:45,3313137,OK,10/18/18 5:45,54376.67969,OK,10/18/18 5:45,69.24440765,OK,10/18/18 5:45,2389.490967,OK,10/18/18 5:45,65744512,OK,10/18/18 5:45,1.976099854,OK,10/18/18 5:45,171.1845551,OK,10/18/18 5:45,394.3765259,OK,
10/18/18 6:00,3313162,OK,10/18/18 6:00,54377.16016,OK,10/18/18 6:00,65.01406097,OK,10/18/18 6:00,2247.589111,OK,10/18/18 6:00,65745092,OK,10/18/18 6:00,1.858132324,OK,10/18/18 6:00,173.6199799,OK,10/18/18 6:00,395.6889038,OK,
10/18/18 6:15,3313188,OK,10/18/18 6:15,54377.64844,OK,10/18/18 6:15,65.38070679,OK,10/18/18 6:15,2247.853271,OK,10/18/18 6:15,65745680,OK,10/18/18 6:15,1.856330078,OK,10/18/18 6:15,171.5809174,OK,10/18/18 6:15,397.2105103,OK,
10/18/18 6:30,3313214,OK,10/18/18 6:30,54378.13672,OK,10/18/18 6:30,65.3839798,OK,10/18/18 6:30,2234.559814,OK,10/18/18 6:30,65746272,OK,10/18/18 6:30,1.843664429,OK,10/18/18 6:30,169.5501251,OK,10/18/18 6:30,398.3947754,OK,
10/18/18 6:45,3313239,OK,10/18/18 6:45,54378.60156,OK,10/18/18 6:45,75.04693604,OK,10/18/18 6:45,2591.605469,OK,10/18/18 6:45,65746836,OK,10/18/18 6:45,2.139024414,OK,10/18/18 6:45,170.4253235,OK,10/18/18 6:45,397.9486694,OK,
10/18/18 7:00,3313263,OK,10/18/18 7:00,54379.09375,OK,10/18/18 7:00,65.76242828,OK,10/18/18 7:00,2263.10083,OK,10/18/18 7:00,65747432,OK,10/18/18 7:00,1.866342407,OK,10/18/18 7:00,171.8905792,OK,10/18/18 7:00,399.9550781,OK,
10/18/18 7:15,3313288,OK,10/18/18 7:15,54379.55859,OK,10/18/18 7:15,64.49752045,OK,10/18/18 7:15,2206.801025,OK,10/18/18 7:15,65748000,OK,10/18/18 7:15,1.819065186,OK,10/18/18 7:15,170.581192,OK,10/18/18 7:15,400.5044556,OK,
10/18/18 7:30,3313314,OK,10/18/18 7:30,54380.03125,OK,10/18/18 7:30,65.04150391,OK,10/18/18 7:30,2237.327637,OK,10/18/18 7:30,65748572,OK,10/18/18 7:30,1.844311401,OK,10/18/18 7:30,172.1979218,OK,10/18/18 7:30,400.8990479,OK,
10/18/18 7:45,3313339,OK,10/18/18 7:45,54380.50391,OK,10/18/18 7:45,64.76422882,OK,10/18/18 7:45,2230.0979,OK,10/18/18 7:45,65749144,OK,10/18/18 7:45,1.838581299,OK,10/18/18 7:45,172.7128754,OK,10/18/18 7:45,400.7995911,OK,
10/18/18 8:00,3313366,OK,10/18/18 8:00,54380.94922,OK,10/18/18 8:00,63.22535324,OK,10/18/18 8:00,2161.757813,OK,10/18/18 8:00,65749680,OK,10/18/18 8:00,1.783123657,OK,10/18/18 8:00,170.9932404,OK,10/18/18 8:00,399.3141479,OK,
10/18/18 8:15,3313391,OK,10/18/18 8:15,54381.40625,OK,10/18/18 8:15,61.54442596,OK,10/18/18 8:15,2099.470459,OK,10/18/18 8:15,65750240,OK,10/18/18 8:15,1.731109131,OK,10/18/18 8:15,171.2598114,OK,10/18/18 8:15,400.1028137,OK,
10/18/18 8:30,3313417,OK,10/18/18 8:30,54381.85547,OK,10/18/18 8:30,62.02099609,OK,10/18/18 8:30,2113.170898,OK,10/18/18 8:30,65750784,OK,10/18/18 8:30,1.741455322,OK,10/18/18 8:30,170.5897369,OK,10/18/18 8:30,401.0105591,OK,
10/18/18 8:45,3313446,OK,10/18/18 8:45,54382.25781,OK,10/18/18 8:45,57.27942276,OK,10/18/18 8:45,1929.957764,OK,10/18/18 8:45,65751272,OK,10/18/18 8:45,1.592101318,OK,10/18/18 8:45,169.6503448,OK,10/18/18 8:45,398.7202148,OK,
10/18/18 9:00,3313475,OK,10/18/18 9:00,54382.66797,OK,10/18/18 9:00,54.16638565,OK,10/18/18 9:00,1829.856689,OK,10/18/18 9:00,65751768,OK,10/18/18 9:00,1.511451172,OK,10/18/18 9:00,172.8996735,OK,10/18/18 9:00,397.1832886,OK,
10/18/18 9:15,3313504,OK,10/18/18 9:15,54383.03906,OK,10/18/18 9:15,53.94320679,OK,10/18/18 9:15,1825.043091,OK,10/18/18 9:15,65752216,OK,10/18/18 9:15,1.510173096,OK,10/18/18 9:15,173.3793793,OK,10/18/18 9:15,393.8752747,OK,
10/18/18 9:30,3313533,OK,10/18/18 9:30,54383.4375,OK,10/18/18 9:30,53.84300232,OK,10/18/18 9:30,1827.757446,OK,10/18/18 9:30,65752696,OK,10/18/18 9:30,1.512578613,OK,10/18/18 9:30,174.640152,OK,10/18/18 9:30,394.0209351,OK,
10/18/18 9:45,3313563,OK,10/18/18 9:45,54383.8125,OK,10/18/18 9:45,47.55345154,OK,10/18/18 9:45,1593.000488,OK,10/18/18 9:45,65753148,OK,10/18/18 9:45,1.320414917,OK,10/18/18 9:45,175.7460785,OK,10/18/18 9:45,391.2494507,OK,
10/18/18 10:00,3313593,OK,10/18/18 10:00,54384.15625,OK,10/18/18 10:00,50.21116638,OK,10/18/18 10:00,1686.890869,OK,10/18/18 10:00,65753568,OK,10/18/18 10:00,1.401009521,OK,10/18/18 10:00,173.7255707,OK,10/18/18 10:00,386.8902893,OK,
10/18/18 10:15,3313624,OK,10/18/18 10:15,54384.53906,OK,10/18/18 10:15,52.119133,OK,10/18/18 10:15,1766.427002,OK,10/18/18 10:15,65754024,OK,10/18/18 10:15,1.46785083,OK,10/18/18 10:15,174.9919891,OK,10/18/18 10:15,386.1981201,OK,
10/18/18 10:30,3313655,OK,10/18/18 10:30,54384.90625,OK,10/18/18 10:30,47.32492828,OK,10/18/18 10:30,1586.085449,OK,10/18/18 10:30,65754464,OK,10/18/18 10:30,1.318543213,OK,10/18/18 10:30,175.735611,OK,10/18/18 10:30,385.6036377,OK,
10/18/18 10:45,3313686,OK,10/18/18 10:45,54385.25781,OK,10/18/18 10:45,55.47564316,OK,10/18/18 10:45,1894.14978,OK,10/18/18 10:45,65754888,OK,10/18/18 10:45,1.574800903,OK,10/18/18 10:45,173.0657501,OK,10/18/18 10:45,384.6871948,OK,
10/18/18 11:00,3313718,OK,10/18/18 11:00,54385.60547,OK,10/18/18 11:00,45.12876129,OK,10/18/18 11:00,1507.621826,OK,10/18/18 11:00,65755308,OK,10/18/18 11:00,1.255352539,OK,10/18/18 11:00,176.5475616,OK,10/18/18 11:00,382.7150269,OK,
10/18/18 11:15,3313751,OK,10/18/18 11:15,54385.92188,OK,10/18/18 11:15,44.9907074,OK,10/18/18 11:15,1519.436157,OK,10/18/18 11:15,65755688,OK,10/18/18 11:15,1.268445801,OK,10/18/18 11:15,179.218277,OK,10/18/18 11:15,378.7685852,OK,
10/18/18 11:30,3313784,OK,10/18/18 11:30,54386.28125,OK,10/18/18 11:30,51.88851929,OK,10/18/18 11:30,1759.254883,OK,10/18/18 11:30,65756120,OK,10/18/18 11:30,1.467065552,OK,10/18/18 11:30,174.8217316,OK,10/18/18 11:30,379.379364,OK,
10/18/18 11:45,3313816,OK,10/18/18 11:45,54386.63281,OK,10/18/18 11:45,45.51553345,OK,10/18/18 11:45,1491.613647,OK,10/18/18 11:45,65756536,OK,10/18/18 11:45,1.245483643,OK,10/18/18 11:45,175.5667419,OK,10/18/18 11:45,378.4537354,OK,
10/18/18 12:00,3313849,OK,10/18/18 12:00,54386.98047,OK,10/18/18 12:00,56.12090683,OK,10/18/18 12:00,1926.494019,OK,10/18/18 12:00,65756956,OK,10/18/18 12:00,1.608609863,OK,10/18/18 12:00,175.5066528,OK,10/18/18 12:00,377.9941406,OK,
10/18/18 12:15,3313882,OK,10/18/18 12:15,54387.34766,OK,10/18/18 12:15,56.97316742,OK,10/18/18 12:15,1962.740112,OK,10/18/18 12:15,65757396,OK,10/18/18 12:15,1.638807617,OK,10/18/18 12:15,176.2061157,OK,10/18/18 12:15,378.3273926,OK,
10/18/18 12:30,3313914,OK,10/18/18 12:30,54387.69531,OK,10/18/18 12:30,43.92747116,OK,10/18/18 12:30,1469.138062,OK,10/18/18 12:30,65757812,OK,10/18/18 12:30,1.226539185,OK,10/18/18 12:30,178.0346832,OK,10/18/18 12:30,375.7595215,OK,
10/18/18 12:45,3313947,OK,10/18/18 12:45,54388.05469,OK,10/18/18 12:45,55.46604919,OK,10/18/18 12:45,1912.751465,OK,10/18/18 12:45,65758240,OK,10/18/18 12:45,1.596898438,OK,10/18/18 12:45,178.0415497,OK,10/18/18 12:45,375.1354675,OK,
10/18/18 13:00,3313981,OK,10/18/18 13:00,54388.41016,OK,10/18/18 13:00,43.85445404,OK,10/18/18 13:00,1483.052979,OK,10/18/18 13:00,65758672,OK,10/18/18 13:00,1.238233032,OK,10/18/18 13:00,176.9784698,OK,10/18/18 13:00,374.3967896,OK,
10/18/18 13:15,3314014,OK,10/18/18 13:15,54388.71094,OK,10/18/18 13:15,43.70097351,OK,10/18/18 13:15,1464.670288,OK,10/18/18 13:15,65759028,OK,10/18/18 13:15,1.222725708,OK,10/18/18 13:15,179.2041473,OK,10/18/18 13:15,374.2813416,OK,
10/18/18 13:30,3314047,OK,10/18/18 13:30,54389.04688,OK,10/18/18 13:30,45.64431763,OK,10/18/18 13:30,1529.315063,OK,10/18/18 13:30,65759432,OK,10/18/18 13:30,1.276860718,OK,10/18/18 13:30,176.9441986,OK,10/18/18 13:30,373.6079712,OK,
10/18/18 13:45,3314081,OK,10/18/18 13:45,54389.35156,OK,10/18/18 13:45,42.17453766,OK,10/18/18 13:45,1406.058228,OK,10/18/18 13:45,65759796,OK,10/18/18 13:45,1.173815186,OK,10/18/18 13:45,178.9218292,OK,10/18/18 13:45,374.6126709,OK,
10/18/18 14:00,3314116,OK,10/18/18 14:00,54389.66016,OK,10/18/18 14:00,45.80387115,OK,10/18/18 14:00,1531.354858,OK,10/18/18 14:00,65760168,OK,10/18/18 14:00,1.278641602,OK,10/18/18 14:00,175.9034271,OK,10/18/18 14:00,373.647583,OK,
10/18/18 14:15,3314150,OK,10/18/18 14:15,54389.98047,OK,10/18/18 14:15,40.37654114,OK,10/18/18 14:15,1332.358887,OK,10/18/18 14:15,65760552,OK,10/18/18 14:15,1.112400635,OK,10/18/18 14:15,177.2023468,OK,10/18/18 14:15,373.9292603,OK,
10/18/18 14:30,3314183,OK,10/18/18 14:30,54390.26953,OK,10/18/18 14:30,48.97472382,OK,10/18/18 14:30,1647.257568,OK,10/18/18 14:30,65760896,OK,10/18/18 14:30,1.375534668,OK,10/18/18 14:30,174.700882,OK,10/18/18 14:30,373.4030762,OK,
10/18/18 14:45,3314217,OK,10/18/18 14:45,54390.59766,OK,10/18/18 14:45,50.09645462,OK,10/18/18 14:45,1696.995728,OK,10/18/18 14:45,65761288,OK,10/18/18 14:45,1.416918945,OK,10/18/18 14:45,176.247757,OK,10/18/18 14:45,373.0748901,OK,
10/18/18 15:00,3314251,OK,10/18/18 15:00,54390.90625,OK,10/18/18 15:00,45.27619171,OK,10/18/18 15:00,1511.787842,OK,10/18/18 15:00,65761656,OK,10/18/18 15:00,1.262299927,OK,10/18/18 15:00,175.9534149,OK,10/18/18 15:00,373.5105591,OK,
10/18/18 15:15,3314285,OK,10/18/18 15:15,54391.23047,OK,10/18/18 15:15,47.99811554,OK,10/18/18 15:15,1612.331665,OK,10/18/18 15:15,65762048,OK,10/18/18 15:15,1.346303711,OK,10/18/18 15:15,175.2908478,OK,10/18/18 15:15,372.8503723,OK,
10/18/18 15:30,3314320,OK,10/18/18 15:30,54391.55078,OK,10/18/18 15:30,42.48360443,OK,10/18/18 15:30,1411.852173,OK,10/18/18 15:30,65762432,OK,10/18/18 15:30,1.178764404,OK,10/18/18 15:30,177.290329,OK,10/18/18 15:30,373.8591919,OK,
10/18/18 15:45,3314353,OK,10/18/18 15:45,54391.85938,OK,10/18/18 15:45,45.23951721,OK,10/18/18 15:45,1513.650757,OK,10/18/18 15:45,65762796,OK,10/18/18 15:45,1.263791016,OK,10/18/18 15:45,176.8251343,OK,10/18/18 15:45,373.4978333,OK,
10/18/18 16:00,3314386,OK,10/18/18 16:00,54392.18359,OK,10/18/18 16:00,49.07984161,OK,10/18/18 16:00,1656.071655,OK,10/18/18 16:00,65763188,OK,10/18/18 16:00,1.38278479,OK,10/18/18 16:00,175.8076019,OK,10/18/18 16:00,373.3151245,OK,
10/18/18 16:15,3314419,OK,10/18/18 16:15,54392.48047,OK,10/18/18 16:15,38.42697144,OK,10/18/18 16:15,1274.200317,OK,10/18/18 16:15,65763544,OK,10/18/18 16:15,1.063552124,OK,10/18/18 16:15,181.8880768,OK,10/18/18 16:15,375.3347778,OK,
10/18/18 16:30,3314452,OK,10/18/18 16:30,54392.78516,OK,10/18/18 16:30,45.78250122,OK,10/18/18 16:30,1528.635986,OK,10/18/18 16:30,65763908,OK,10/18/18 16:30,1.276407104,OK,10/18/18 16:30,175.4245911,OK,10/18/18 16:30,372.9262695,OK,
10/18/18 16:45,3314484,OK,10/18/18 16:45,54393.10547,OK,10/18/18 16:45,41.62851334,OK,10/18/18 16:45,1392.014404,OK,10/18/18 16:45,65764292,OK,10/18/18 16:45,1.161965698,OK,10/18/18 16:45,180.7671051,OK,10/18/18 16:45,375.3885498,OK,
10/18/18 17:00,3314517,OK,10/18/18 17:00,54393.39453,OK,10/18/18 17:00,48.66566849,OK,10/18/18 17:00,1640.929565,OK,10/18/18 17:00,65764640,OK,10/18/18 17:00,1.37012561,OK,10/18/18 17:00,176.0039215,OK,10/18/18 17:00,373.3153076,OK,
10/18/18 17:15,3314548,OK,10/18/18 17:15,54393.70313,OK,10/18/18 17:15,42.41238403,OK,10/18/18 17:15,1406.38562,OK,10/18/18 17:15,65765008,OK,10/18/18 17:15,1.174255493,OK,10/18/18 17:15,176.4884338,OK,10/18/18 17:15,373.9732056,OK,
10/18/18 17:30,3314579,OK,10/18/18 17:30,54393.98438,OK,10/18/18 17:30,39.77803802,OK,10/18/18 17:30,1303.570313,OK,10/18/18 17:30,65765344,OK,10/18/18 17:30,1.088338745,OK,10/18/18 17:30,177.602478,OK,10/18/18 17:30,374.3210144,OK,
10/18/18 17:45,3314610,OK,10/18/18 17:45,54394.30078,OK,10/18/18 17:45,40.60198593,OK,10/18/18 17:45,1336.984375,OK,10/18/18 17:45,65765724,OK,10/18/18 17:45,1.116337158,OK,10/18/18 17:45,176.0604248,OK,10/18/18 17:45,373.5462341,OK,
10/18/18 18:00,3314641,OK,10/18/18 18:00,54394.61328,OK,10/18/18 18:00,41.34729004,OK,10/18/18 18:00,1376.244507,OK,10/18/18 18:00,65766096,OK,10/18/18 18:00,1.148898071,OK,10/18/18 18:00,179.3349762,OK,10/18/18 18:00,374.5042114,OK,
10/18/18 18:15,3314672,OK,10/18/18 18:15,54394.91797,OK,10/18/18 18:15,48.49055862,OK,10/18/18 18:15,1630.512817,OK,10/18/18 18:15,65766460,OK,10/18/18 18:15,1.361504639,OK,10/18/18 18:15,175.1193695,OK,10/18/18 18:15,373.177124,OK,
