OSU_RTS.MDBUS_C1.025_CDT Time [SNAP],OSU_RTS.MDBUS_C1.025_CDT Value [SNAP],OSU_RTS.MDBUS_C1.025_CDT Status [SNAP],OSU_RTS.MDBUS_C1.025_CHF Time [SNAP],OSU_RTS.MDBUS_C1.025_CHF Value [SNAP],OSU_RTS.MDBUS_C1.025_CHF Status [SNAP],OSU_RTS.MDBUS_C1.025_CHT Time [SNAP],OSU_RTS.MDBUS_C1.025_CHT Value [SNAP],OSU_RTS.MDBUS_C1.025_CHT Status [SNAP],OSU_RTS.MDBUS_C1.025_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.025_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.025_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.025_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.025_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.025_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.025_CVF Time [SNAP],OSU_RTS.MDBUS_C1.025_CVF Value [SNAP],OSU_RTS.MDBUS_C1.025_CVF Status [SNAP],OSU_RTS.MDBUS_C1.025_HF Time [SNAP],OSU_RTS.MDBUS_C1.025_HF Value [SNAP],OSU_RTS.MDBUS_C1.025_HF Status [SNAP],OSU_RTS.MDBUS_C1.025_HGT Time [SNAP],OSU_RTS.MDBUS_C1.025_HGT Value [SNAP],OSU_RTS.MDBUS_C1.025_HGT Status [SNAP],OSU_RTS.MDBUS_CC.025_MHT Time [SNAP],OSU_RTS.MDBUS_CC.025_MHT Value [SNAP],OSU_RTS.MDBUS_CC.025_MHT Status [SNAP],OSU_RTS.MDBUS_CC.025_PHT Time [SNAP],OSU_RTS.MDBUS_CC.025_PHT Value [SNAP],OSU_RTS.MDBUS_CC.025_PHT Status [SNAP],OSU_RTS.MDBUS_E3.025_E01 Time [SNAP],OSU_RTS.MDBUS_E3.025_E01 Value [SNAP],OSU_RTS.MDBUS_E3.025_E01 Status [SNAP],OSU_RTS.MDBUS_E3.025_E02 Time [SNAP],OSU_RTS.MDBUS_E3.025_E02 Value [SNAP],OSU_RTS.MDBUS_E3.025_E02 Status [SNAP],OSU_RTS.MDBUS_RT.025S_C Time [SNAP],OSU_RTS.MDBUS_RT.025S_C Value [SNAP],OSU_RTS.MDBUS_RT.025S_C Status [SNAP],OSU_RTS.MDBUS_RT.025S_HF Time [SNAP],OSU_RTS.MDBUS_RT.025S_HF Value [SNAP],OSU_RTS.MDBUS_RT.025S_HF Status [SNAP],OSU_RTS.MDBUS_RT.025S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.025S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.025S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.025S_I Time [SNAP],OSU_RTS.MDBUS_RT.025S_I Value [SNAP],OSU_RTS.MDBUS_RT.025S_I Status [SNAP],OSU_RTS.MDBUS_RT.025S_P Time [SNAP],OSU_RTS.MDBUS_RT.025S_P Value [SNAP],OSU_RTS.MDBUS_RT.025S_P Status [SNAP],OSU_RTS.MDBUS_RT.025S_T Time [SNAP],OSU_RTS.MDBUS_RT.025S_T Value [SNAP],OSU_RTS.MDBUS_RT.025S_T Status [SNAP],Comments
10/15/18 0:00,2.853422403,OK,10/15/18 0:00,0,OK,10/15/18 0:00,2457058,OK,10/15/18 0:00,55.24559784,OK,10/15/18 0:00,52.39217758,OK,10/15/18 0:00,0,OK,10/15/18 0:00,0,OK,10/15/18 0:00,29484696,OK,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,10/15/18 0:00,363824,OK,10/15/18 0:00,197089,OK,10/15/18 0:00,19601.41992,OK,10/15/18 0:00,314.42099,OK,10/15/18 0:00,24303764,OK,10/15/18 0:00,0.26243515,OK,10/15/18 0:00,182.2629547,OK,10/15/18 0:00,381.0709839,OK,
10/15/18 0:15,2.772046089,OK,10/15/18 0:15,0,OK,10/15/18 0:15,2457058,OK,10/15/18 0:15,55.55831909,OK,10/15/18 0:15,52.78627396,OK,10/15/18 0:15,0,OK,10/15/18 0:15,0,OK,10/15/18 0:15,29484696,OK,,,,,,,10/15/18 0:15,363835,OK,10/15/18 0:15,197097,OK,10/15/18 0:15,19601.49023,OK,10/15/18 0:15,338.2086792,OK,10/15/18 0:15,24303848,OK,10/15/18 0:15,0.282308411,OK,10/15/18 0:15,180.9958038,OK,10/15/18 0:15,381.2347107,OK,
10/15/18 0:30,2.774247646,OK,10/15/18 0:30,0,OK,10/15/18 0:30,2457058,OK,10/15/18 0:30,55.84470749,OK,10/15/18 0:30,53.07045746,OK,10/15/18 0:30,0,OK,10/15/18 0:30,0,OK,10/15/18 0:30,29484696,OK,,,,,,,10/15/18 0:30,363845,OK,10/15/18 0:30,197104,OK,10/15/18 0:30,19601.55859,OK,10/15/18 0:30,335.7883606,OK,10/15/18 0:30,24303928,OK,10/15/18 0:30,0.280281952,OK,10/15/18 0:30,181.4995575,OK,10/15/18 0:30,381.0511475,OK,
10/15/18 0:45,2.701321363,OK,10/15/18 0:45,0,OK,10/15/18 0:45,2457058,OK,10/15/18 0:45,56.14646149,OK,10/15/18 0:45,53.44514084,OK,10/15/18 0:45,0,OK,10/15/18 0:45,0,OK,10/15/18 0:45,29484696,OK,,,,,,,10/15/18 0:45,363855,OK,10/15/18 0:45,197112,OK,10/15/18 0:45,19601.62695,OK,10/15/18 0:45,338.6005249,OK,10/15/18 0:45,24304012,OK,10/15/18 0:45,0.282632965,OK,10/15/18 0:45,181.3236847,OK,10/15/18 0:45,380.7697144,OK,
10/15/18 1:00,2.709213495,OK,10/15/18 1:00,0,OK,10/15/18 1:00,2457058,OK,10/15/18 1:00,56.43908691,OK,10/15/18 1:00,53.72987366,OK,10/15/18 1:00,0,OK,10/15/18 1:00,0,OK,10/15/18 1:00,29484696,OK,,,,,,,10/15/18 1:00,363865,OK,10/15/18 1:00,197120,OK,10/15/18 1:00,19601.69727,OK,10/15/18 1:00,331.6873474,OK,10/15/18 1:00,24304096,OK,10/15/18 1:00,0.276851166,OK,10/15/18 1:00,181.9556732,OK,10/15/18 1:00,381.2145996,OK,
10/15/18 1:15,2.5517838,OK,10/15/18 1:15,0,OK,10/15/18 1:15,2457058,OK,10/15/18 1:15,56.69038773,OK,10/15/18 1:15,54.13860321,OK,10/15/18 1:15,0,OK,10/15/18 1:15,0,OK,10/15/18 1:15,29484696,OK,,,,,,,10/15/18 1:15,363876,OK,10/15/18 1:15,197128,OK,10/15/18 1:15,19601.76563,OK,10/15/18 1:15,341.0949402,OK,10/15/18 1:15,24304178,OK,10/15/18 1:15,0.28469632,OK,10/15/18 1:15,182.3959351,OK,10/15/18 1:15,381.3766479,OK,
10/15/18 1:30,2.524493456,OK,10/15/18 1:30,0,OK,10/15/18 1:30,2457058,OK,10/15/18 1:30,56.98127747,OK,10/15/18 1:30,54.45678329,OK,10/15/18 1:30,0,OK,10/15/18 1:30,0,OK,10/15/18 1:30,29484696,OK,,,,,,,10/15/18 1:30,363886,OK,10/15/18 1:30,197135,OK,10/15/18 1:30,19601.83594,OK,10/15/18 1:30,321.5697937,OK,10/15/18 1:30,24304260,OK,10/15/18 1:30,0.268421204,OK,10/15/18 1:30,181.0154877,OK,10/15/18 1:30,381.0013733,OK,
10/15/18 1:45,2.424359798,OK,10/15/18 1:45,0,OK,10/15/18 1:45,2457058,OK,10/15/18 1:45,57.22064972,OK,10/15/18 1:45,54.79629135,OK,10/15/18 1:45,0,OK,10/15/18 1:45,0,OK,10/15/18 1:45,29484696,OK,,,,,,,10/15/18 1:45,363897,OK,10/15/18 1:45,197143,OK,10/15/18 1:45,19601.90234,OK,10/15/18 1:45,309.7621155,OK,10/15/18 1:45,24304342,OK,10/15/18 1:45,0.258286957,OK,10/15/18 1:45,182.7053528,OK,10/15/18 1:45,381.8442383,OK,
10/15/18 2:00,2.366623163,OK,10/15/18 2:00,0,OK,10/15/18 2:00,2457058,OK,10/15/18 2:00,57.48390198,OK,10/15/18 2:00,55.11727905,OK,10/15/18 2:00,0,OK,10/15/18 2:00,0,OK,10/15/18 2:00,29484696,OK,,,,,,,10/15/18 2:00,363907,OK,10/15/18 2:00,197151,OK,10/15/18 2:00,19601.96875,OK,10/15/18 2:00,322.3726196,OK,10/15/18 2:00,24304422,OK,10/15/18 2:00,0.269072296,OK,10/15/18 2:00,182.2418365,OK,10/15/18 2:00,381.1762695,OK,
10/15/18 2:15,2.273600101,OK,10/15/18 2:15,0,OK,10/15/18 2:15,2457058,OK,10/15/18 2:15,57.72299957,OK,10/15/18 2:15,55.44940186,OK,10/15/18 2:15,0,OK,10/15/18 2:15,0,OK,10/15/18 2:15,29484696,OK,,,,,,,10/15/18 2:15,363917,OK,10/15/18 2:15,197159,OK,10/15/18 2:15,19602.03711,OK,10/15/18 2:15,320.9406433,OK,10/15/18 2:15,24304502,OK,10/15/18 2:15,0.267882782,OK,10/15/18 2:15,181.8618317,OK,10/15/18 2:15,381.3324585,OK,
10/15/18 2:30,2.303885221,OK,10/15/18 2:30,0,OK,10/15/18 2:30,2457058,OK,10/15/18 2:30,57.99085236,OK,10/15/18 2:30,55.68696594,OK,10/15/18 2:30,0,OK,10/15/18 2:30,0,OK,10/15/18 2:30,29484696,OK,,,,,,,10/15/18 2:30,363928,OK,10/15/18 2:30,197167,OK,10/15/18 2:30,19602.10352,OK,10/15/18 2:30,320.9455872,OK,10/15/18 2:30,24304584,OK,10/15/18 2:30,0.267892426,OK,10/15/18 2:30,181.5262756,OK,10/15/18 2:30,381.0934448,OK,
10/15/18 2:45,2.1601367,OK,10/15/18 2:45,0,OK,10/15/18 2:45,2457058,OK,10/15/18 2:45,58.19545746,OK,10/15/18 2:45,56.03532028,OK,10/15/18 2:45,0,OK,10/15/18 2:45,0,OK,10/15/18 2:45,29484696,OK,,,,,,,10/15/18 2:45,363938,OK,10/15/18 2:45,197174,OK,10/15/18 2:45,19602.17188,OK,10/15/18 2:45,352.234314,OK,10/15/18 2:45,24304664,OK,10/15/18 2:45,0.294007385,OK,10/15/18 2:45,181.673233,OK,10/15/18 2:45,380.9611816,OK,
10/15/18 3:00,-5.276557922,OK,10/15/18 3:00,0,OK,10/15/18 3:00,2457059.75,OK,10/15/18 3:00,59.69230652,OK,10/15/18 3:00,64.96886444,OK,10/15/18 3:00,62.912448,OK,10/15/18 3:00,0,OK,10/15/18 3:00,29484717,OK,,,,,,,10/15/18 3:00,363949,OK,10/15/18 3:00,197182,OK,10/15/18 3:00,19602.23828,OK,10/15/18 3:00,344.0004578,OK,10/15/18 3:00,24304744,OK,10/15/18 3:00,0.287125336,OK,10/15/18 3:00,182.1620941,OK,10/15/18 3:00,381.347229,OK,
10/15/18 3:15,8.604534149,OK,10/15/18 3:15,21.77722359,OK,10/15/18 3:15,2457065.25,OK,10/15/18 3:15,54.14380646,OK,10/15/18 3:15,45.53927231,OK,10/15/18 3:15,60.58064681,OK,10/15/18 3:15,261.326683,OK,10/15/18 3:15,29484783,OK,,,,,,,10/15/18 3:15,363959,OK,10/15/18 3:15,197190,OK,10/15/18 3:15,19602.30664,OK,10/15/18 3:15,321.0455627,OK,10/15/18 3:15,24304824,OK,10/15/18 3:15,0.267981445,OK,10/15/18 3:15,181.1651459,OK,10/15/18 3:15,380.8701477,OK,
10/15/18 3:30,6.270214081,OK,10/15/18 3:30,16.0533905,OK,10/15/18 3:30,2457069.75,OK,10/15/18 3:30,50.8243866,OK,10/15/18 3:30,44.55417252,OK,10/15/18 3:30,61.24747737,OK,10/15/18 3:30,192.640686,OK,10/15/18 3:30,29484837,OK,,,,,,,10/15/18 3:30,363969,OK,10/15/18 3:30,197197,OK,10/15/18 3:30,19602.37305,OK,10/15/18 3:30,326.0219421,OK,10/15/18 3:30,24304904,OK,10/15/18 3:30,0.272116119,OK,10/15/18 3:30,182.370575,OK,10/15/18 3:30,381.289917,OK,
10/15/18 3:45,4.983032227,OK,10/15/18 3:45,12.76438999,OK,10/15/18 3:45,2457073.25,OK,10/15/18 3:45,50.82084656,OK,10/15/18 3:45,45.83781433,OK,10/15/18 3:45,61.30140911,OK,10/15/18 3:45,153.1726799,OK,10/15/18 3:45,29484879,OK,,,,,,,10/15/18 3:45,363980,OK,10/15/18 3:45,197205,OK,10/15/18 3:45,19602.43945,OK,10/15/18 3:45,345.1240234,OK,10/15/18 3:45,24304986,OK,10/15/18 3:45,0.288055786,OK,10/15/18 3:45,182.628006,OK,10/15/18 3:45,381.1189575,OK,
10/15/18 4:00,4.817703724,OK,10/15/18 4:00,12.22992134,OK,10/15/18 4:00,2457076.25,OK,10/15/18 4:00,51.11999512,OK,10/15/18 4:00,46.30229187,OK,10/15/18 4:00,60.6715666,OK,10/15/18 4:00,146.7590561,OK,10/15/18 4:00,29484915,OK,,,,,,,10/15/18 4:00,363990,OK,10/15/18 4:00,197212,OK,10/15/18 4:00,19602.50781,OK,10/15/18 4:00,327.9736023,OK,10/15/18 4:00,24305066,OK,10/15/18 4:00,0.273755524,OK,10/15/18 4:00,181.6381378,OK,10/15/18 4:00,381.1196899,OK,
10/15/18 4:15,4.843940735,OK,10/15/18 4:15,12.17928696,OK,10/15/18 4:15,2457079.25,OK,10/15/18 4:15,51.12082672,OK,10/15/18 4:15,46.27688599,OK,10/15/18 4:15,60.22214762,OK,10/15/18 4:15,146.1514435,OK,10/15/18 4:15,29484951,OK,,,,,,,10/15/18 4:15,364001,OK,10/15/18 4:15,197220,OK,10/15/18 4:15,19602.57422,OK,10/15/18 4:15,319.9554443,OK,10/15/18 4:15,24305148,OK,10/15/18 4:15,0.267079956,OK,10/15/18 4:15,180.6215668,OK,10/15/18 4:15,380.8120728,OK,
10/15/18 4:30,4.775330067,OK,10/15/18 4:30,12.14941883,OK,10/15/18 4:30,2457082.25,OK,10/15/18 4:30,50.82466888,OK,10/15/18 4:30,46.04933929,OK,10/15/18 4:30,60.88632512,OK,10/15/18 4:30,145.793026,OK,10/15/18 4:30,29484987,OK,,,,,,,10/15/18 4:30,364011,OK,10/15/18 4:30,197227,OK,10/15/18 4:30,19602.64063,OK,10/15/18 4:30,309.9458008,OK,10/15/18 4:30,24305226,OK,10/15/18 4:30,0.258697876,OK,10/15/18 4:30,182.379303,OK,10/15/18 4:30,381.3427734,OK,
10/15/18 4:45,4.533662796,OK,10/15/18 4:45,11.53641415,OK,10/15/18 4:45,2457085.25,OK,10/15/18 4:45,50.83460999,OK,10/15/18 4:45,46.30094528,OK,10/15/18 4:45,60.89671758,OK,10/15/18 4:45,138.4369698,OK,10/15/18 4:45,29485023,OK,,,,,,,10/15/18 4:45,364021,OK,10/15/18 4:45,197234,OK,10/15/18 4:45,19602.70508,OK,10/15/18 4:45,304.0968933,OK,10/15/18 4:45,24305302,OK,10/15/18 4:45,0.253825439,OK,10/15/18 4:45,181.7462616,OK,10/15/18 4:45,381.1589355,OK,
10/15/18 5:00,4.77940321,OK,10/15/18 5:00,12.08270359,OK,10/15/18 5:00,2457087.5,OK,10/15/18 5:00,51.49807358,OK,10/15/18 5:00,46.71867371,OK,10/15/18 5:00,60.62607415,OK,10/15/18 5:00,145.2898293,OK,10/15/18 5:00,29485050,OK,,,,,,,10/15/18 5:00,364031,OK,10/15/18 5:00,197241,OK,10/15/18 5:00,19602.76758,OK,10/15/18 5:00,301.0494385,OK,10/15/18 5:00,24305378,OK,10/15/18 5:00,0.251280121,OK,10/15/18 5:00,181.850296,OK,10/15/18 5:00,381.2684937,OK,
10/15/18 5:15,4.117661953,OK,10/15/18 5:15,10.48218155,OK,10/15/18 5:15,2457090.5,OK,10/15/18 5:15,50.94750595,OK,10/15/18 5:15,46.82984161,OK,10/15/18 5:15,60.92318296,OK,10/15/18 5:15,125.7861786,OK,10/15/18 5:15,29485086,OK,,,,,,,10/15/18 5:15,364042,OK,10/15/18 5:15,197249,OK,10/15/18 5:15,19602.83203,OK,10/15/18 5:15,310.719696,OK,10/15/18 5:15,24305456,OK,10/15/18 5:15,0.259355713,OK,10/15/18 5:15,181.5867004,OK,10/15/18 5:15,381.2050171,OK,
10/15/18 5:30,5.299390793,OK,10/15/18 5:30,13.41967678,OK,10/15/18 5:30,2457093.75,OK,10/15/18 5:30,50.93707657,OK,10/15/18 5:30,45.63768768,OK,10/15/18 5:30,60.59423758,OK,10/15/18 5:30,161.01931,OK,10/15/18 5:30,29485125,OK,,,,,,,10/15/18 5:30,364052,OK,10/15/18 5:30,197256,OK,10/15/18 5:30,19602.89648,OK,10/15/18 5:30,310.4732666,OK,10/15/18 5:30,24305532,OK,10/15/18 5:30,0.259146515,OK,10/15/18 5:30,181.8301239,OK,10/15/18 5:30,381.1167603,OK,
10/15/18 5:45,5.070736408,OK,10/15/18 5:45,12.82277012,OK,10/15/18 5:45,2457097,OK,10/15/18 5:45,50.450634,OK,10/15/18 5:45,45.37989807,OK,10/15/18 5:45,60.51353935,OK,10/15/18 5:45,153.8732414,OK,10/15/18 5:45,29485164,OK,,,,,,,10/15/18 5:45,364062,OK,10/15/18 5:45,197263,OK,10/15/18 5:45,19602.96094,OK,10/15/18 5:45,301.6420898,OK,10/15/18 5:45,24305608,OK,10/15/18 5:45,0.251772903,OK,10/15/18 5:45,181.9951935,OK,10/15/18 5:45,381.1139526,OK,
10/15/18 6:00,4.743635178,OK,10/15/18 6:00,11.3984642,OK,10/15/18 6:00,2457100,OK,10/15/18 6:00,50.2735672,OK,10/15/18 6:00,45.52993011,OK,10/15/18 6:00,57.50345718,OK,10/15/18 6:00,136.7815704,OK,10/15/18 6:00,29485200,OK,,,,,,,10/15/18 6:00,364073,OK,10/15/18 6:00,197270,OK,10/15/18 6:00,19603.02344,OK,10/15/18 6:00,307.6266479,OK,10/15/18 6:00,24305684,OK,10/15/18 6:00,0.256770203,OK,10/15/18 6:00,181.8321991,OK,10/15/18 6:00,381.3458252,OK,
10/15/18 6:15,4.747268677,OK,10/15/18 6:15,12.10114098,OK,10/15/18 6:15,2457103,OK,10/15/18 6:15,50.27867126,OK,10/15/18 6:15,45.53140259,OK,10/15/18 6:15,61.00161877,OK,10/15/18 6:15,145.2136917,OK,10/15/18 6:15,29485236,OK,,,,,,,10/15/18 6:15,364083,OK,10/15/18 6:15,197278,OK,10/15/18 6:15,19603.08789,OK,10/15/18 6:15,305.4369507,OK,10/15/18 6:15,24305760,OK,10/15/18 6:15,0.254943298,OK,10/15/18 6:15,181.7913666,OK,10/15/18 6:15,381.1259155,OK,
10/15/18 6:30,4.345373154,OK,10/15/18 6:30,11.16006565,OK,10/15/18 6:30,2457105.75,OK,10/15/18 6:30,50.58817673,OK,10/15/18 6:30,46.24280548,OK,10/15/18 6:30,61.46260211,OK,10/15/18 6:30,133.9207878,OK,10/15/18 6:30,29485269,OK,,,,,,,10/15/18 6:30,364094,OK,10/15/18 6:30,197285,OK,10/15/18 6:30,19603.15039,OK,10/15/18 6:30,301.7000122,OK,10/15/18 6:30,24305836,OK,10/15/18 6:30,0.251834534,OK,10/15/18 6:30,181.099762,OK,10/15/18 6:30,380.7445068,OK,
10/15/18 6:45,4.292336941,OK,10/15/18 6:45,11.19624519,OK,10/15/18 6:45,2457108.5,OK,10/15/18 6:45,50.85547638,OK,10/15/18 6:45,46.56314087,OK,10/15/18 6:45,62.42452727,OK,10/15/18 6:45,134.3549423,OK,10/15/18 6:45,29485302,OK,,,,,,,10/15/18 6:45,364104,OK,10/15/18 6:45,197292,OK,10/15/18 6:45,19603.21484,OK,10/15/18 6:45,303.211792,OK,10/15/18 6:45,24305912,OK,10/15/18 6:45,0.253082245,OK,10/15/18 6:45,182.0439453,OK,10/15/18 6:45,381.2381592,OK,
10/15/18 7:00,4.768496513,OK,10/15/18 7:00,12.54139805,OK,10/15/18 7:00,2457111.25,OK,10/15/18 7:00,51.10493469,OK,10/15/18 7:00,46.33644104,OK,10/15/18 7:00,62.94605056,OK,10/15/18 7:00,150.5072594,OK,10/15/18 7:00,29485335,OK,,,,,,,10/15/18 7:00,364115,OK,10/15/18 7:00,197299,OK,10/15/18 7:00,19603.27734,OK,10/15/18 7:00,303.929718,OK,10/15/18 7:00,24305988,OK,10/15/18 7:00,0.253693756,OK,10/15/18 7:00,181.2169952,OK,10/15/18 7:00,380.9955444,OK,
10/15/18 7:15,4.312164783,OK,10/15/18 7:15,11.35088921,OK,10/15/18 7:15,2457114.5,OK,10/15/18 7:15,50.57382965,OK,10/15/18 7:15,46.26166534,OK,10/15/18 7:15,62.99501394,OK,10/15/18 7:15,136.2106705,OK,10/15/18 7:15,29485374,OK,,,,,,,10/15/18 7:15,364126,OK,10/15/18 7:15,197306,OK,10/15/18 7:15,19603.33984,OK,10/15/18 7:15,307.5570374,OK,10/15/18 7:15,24306064,OK,10/15/18 7:15,0.256715363,OK,10/15/18 7:15,181.568161,OK,10/15/18 7:15,381.0928955,OK,
10/15/18 7:30,4.674037933,OK,10/15/18 7:30,12.48904133,OK,10/15/18 7:30,2457117.5,OK,10/15/18 7:30,50.73109436,OK,10/15/18 7:30,46.05705261,OK,10/15/18 7:30,63.94471149,OK,10/15/18 7:30,149.8684959,OK,10/15/18 7:30,29485410,OK,,,,,,,10/15/18 7:30,364137,OK,10/15/18 7:30,197314,OK,10/15/18 7:30,19603.40039,OK,10/15/18 7:30,275.8845215,OK,10/15/18 7:30,24306136,OK,10/15/18 7:30,0.230282135,OK,10/15/18 7:30,181.3599396,OK,10/15/18 7:30,381.0980225,OK,
10/15/18 7:45,4.45701313,OK,10/15/18 7:45,12.07683372,OK,10/15/18 7:45,2457120.25,OK,10/15/18 7:45,50.65209961,OK,10/15/18 7:45,46.19508362,OK,10/15/18 7:45,64.79227075,OK,10/15/18 7:45,144.8030663,OK,10/15/18 7:45,29485443,OK,,,,,,,10/15/18 7:45,364149,OK,10/15/18 7:45,197321,OK,10/15/18 7:45,19603.45898,OK,10/15/18 7:45,283.3446655,OK,10/15/18 7:45,24306208,OK,10/15/18 7:45,0.236511444,OK,10/15/18 7:45,181.160553,OK,10/15/18 7:45,380.9506531,OK,
10/15/18 8:00,4.287592888,OK,10/15/18 8:00,11.52737808,OK,10/15/18 8:00,2457123.25,OK,10/15/18 8:00,50.57556152,OK,10/15/18 8:00,46.2879715,OK,10/15/18 8:00,64.41399984,OK,10/15/18 8:00,138.4851608,OK,10/15/18 8:00,29485479,OK,,,,,,,10/15/18 8:00,364161,OK,10/15/18 8:00,197328,OK,10/15/18 8:00,19603.51953,OK,10/15/18 8:00,285.5377502,OK,10/15/18 8:00,24306278,OK,10/15/18 8:00,0.238326691,OK,10/15/18 8:00,182.3085632,OK,10/15/18 8:00,381.2281189,OK,
10/15/18 8:15,3.893676281,OK,10/15/18 8:15,10.57910442,OK,10/15/18 8:15,2457126,OK,10/15/18 8:15,50.77614212,OK,10/15/18 8:15,46.88246918,OK,10/15/18 8:15,65.02367594,OK,10/15/18 8:15,126.9492531,OK,10/15/18 8:15,29485512,OK,,,,,,,10/15/18 8:15,364175,OK,10/15/18 8:15,197336,OK,10/15/18 8:15,19603.57813,OK,10/15/18 8:15,305.2373352,OK,10/15/18 8:15,24306348,OK,10/15/18 8:15,0.25479274,OK,10/15/18 8:15,180.7141266,OK,10/15/18 8:15,380.8691406,OK,
10/15/18 8:30,4.224749565,OK,10/15/18 8:30,11.44046879,OK,10/15/18 8:30,2457128.75,OK,10/15/18 8:30,51.21540833,OK,10/15/18 8:30,46.99065781,OK,10/15/18 8:30,65.09561748,OK,10/15/18 8:30,137.8956413,OK,10/15/18 8:30,29485545,OK,,,,,,,10/15/18 8:30,364190,OK,10/15/18 8:30,197343,OK,10/15/18 8:30,19603.64063,OK,10/15/18 8:30,302.4598999,OK,10/15/18 8:30,24306424,OK,10/15/18 8:30,0.252443314,OK,10/15/18 8:30,182.8169403,OK,10/15/18 8:30,381.4315796,OK,
10/15/18 8:45,4.328570843,OK,10/15/18 8:45,11.65429688,OK,10/15/18 8:45,2457131.75,OK,10/15/18 8:45,51.21453094,OK,10/15/18 8:45,46.88596344,OK,10/15/18 8:45,64.43314085,OK,10/15/18 8:45,139.846756,OK,10/15/18 8:45,29485581,OK,,,,,,,10/15/18 8:45,364204,OK,10/15/18 8:45,197351,OK,10/15/18 8:45,19603.70117,OK,10/15/18 8:45,288.48172,OK,10/15/18 8:45,24306496,OK,10/15/18 8:45,0.240783707,OK,10/15/18 8:45,182.2919464,OK,10/15/18 8:45,381.6000366,OK,
10/15/18 9:00,4.893098831,OK,10/15/18 9:00,13.08436489,OK,10/15/18 9:00,2457135,OK,10/15/18 9:00,51.15503693,OK,10/15/18 9:00,46.26194,OK,10/15/18 9:00,63.99413874,OK,10/15/18 9:00,157.0123787,OK,10/15/18 9:00,29485620,OK,,,,,,,10/15/18 9:00,364220,OK,10/15/18 9:00,197360,OK,10/15/18 9:00,19603.76367,OK,10/15/18 9:00,297.6535339,OK,10/15/18 9:00,24306570,OK,10/15/18 9:00,0.248454758,OK,10/15/18 9:00,181.2367554,OK,10/15/18 9:00,381.12146,OK,
10/15/18 9:15,4.44472599,OK,10/15/18 9:15,11.78311157,OK,10/15/18 9:15,2457138,OK,10/15/18 9:15,50.97864532,OK,10/15/18 9:15,46.53392029,OK,10/15/18 9:15,63.44433934,OK,10/15/18 9:15,141.3973389,OK,10/15/18 9:15,29485656,OK,,,,,,,10/15/18 9:15,364237,OK,10/15/18 9:15,197368,OK,10/15/18 9:15,19603.82422,OK,10/15/18 9:15,297.6150208,OK,10/15/18 9:15,24306644,OK,10/15/18 9:15,0.248409592,OK,10/15/18 9:15,182.125351,OK,10/15/18 9:15,381.2889404,OK,
10/15/18 9:30,4.578546047,OK,10/15/18 9:30,11.63284206,OK,10/15/18 9:30,2457141,OK,10/15/18 9:30,51.11794281,OK,10/15/18 9:30,46.53939819,OK,10/15/18 9:30,60.80424747,OK,10/15/18 9:30,139.5941048,OK,10/15/18 9:30,29485692,OK,,,,,,,10/15/18 9:30,364255,OK,10/15/18 9:30,197376,OK,10/15/18 9:30,19603.88672,OK,10/15/18 9:30,300.2682495,OK,10/15/18 9:30,24306720,OK,10/15/18 9:30,0.250639511,OK,10/15/18 9:30,181.0623779,OK,10/15/18 9:30,381.1130981,OK,
10/15/18 9:45,4.549172401,OK,10/15/18 9:45,11.56603336,OK,10/15/18 9:45,2457144,OK,10/15/18 9:45,51.09281921,OK,10/15/18 9:45,46.54364777,OK,10/15/18 9:45,60.871241,OK,10/15/18 9:45,138.7924004,OK,10/15/18 9:45,29485728,OK,,,,,,,10/15/18 9:45,364273,OK,10/15/18 9:45,197385,OK,10/15/18 9:45,19603.94922,OK,10/15/18 9:45,302.4524841,OK,10/15/18 9:45,24306792,OK,10/15/18 9:45,0.252445007,OK,10/15/18 9:45,182.2808228,OK,10/15/18 9:45,381.2713623,OK,
10/15/18 10:00,4.780193329,OK,10/15/18 10:00,12.24857998,OK,10/15/18 10:00,2457147,OK,10/15/18 10:00,51.31691742,OK,10/15/18 10:00,46.53672028,OK,10/15/18 10:00,61.32203127,OK,10/15/18 10:00,146.9829597,OK,10/15/18 10:00,29485764,OK,,,,,,,10/15/18 10:00,364294,OK,10/15/18 10:00,197393,OK,10/15/18 10:00,19604.01172,OK,10/15/18 10:00,300.3652344,OK,10/15/18 10:00,24306868,OK,10/15/18 10:00,0.250704956,OK,10/15/18 10:00,182.1464386,OK,10/15/18 10:00,381.1109619,OK,
