OSU_RTS.MDBUS_C1.025_CDT Time [SNAP],OSU_RTS.MDBUS_C1.025_CDT Value [SNAP],OSU_RTS.MDBUS_C1.025_CDT Status [SNAP],OSU_RTS.MDBUS_C1.025_CHF Time [SNAP],OSU_RTS.MDBUS_C1.025_CHF Value [SNAP],OSU_RTS.MDBUS_C1.025_CHF Status [SNAP],OSU_RTS.MDBUS_C1.025_CHT Time [SNAP],OSU_RTS.MDBUS_C1.025_CHT Value [SNAP],OSU_RTS.MDBUS_C1.025_CHT Status [SNAP],OSU_RTS.MDBUS_C1.025_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.025_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.025_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.025_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.025_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.025_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.025_CVF Time [SNAP],OSU_RTS.MDBUS_C1.025_CVF Value [SNAP],OSU_RTS.MDBUS_C1.025_CVF Status [SNAP],OSU_RTS.MDBUS_C1.025_HF Time [SNAP],OSU_RTS.MDBUS_C1.025_HF Value [SNAP],OSU_RTS.MDBUS_C1.025_HF Status [SNAP],OSU_RTS.MDBUS_C1.025_HGT Time [SNAP],OSU_RTS.MDBUS_C1.025_HGT Value [SNAP],OSU_RTS.MDBUS_C1.025_HGT Status [SNAP],OSU_RTS.MDBUS_CC.025_MHT Time [SNAP],OSU_RTS.MDBUS_CC.025_MHT Value [SNAP],OSU_RTS.MDBUS_CC.025_MHT Status [SNAP],OSU_RTS.MDBUS_CC.025_PHT Time [SNAP],OSU_RTS.MDBUS_CC.025_PHT Value [SNAP],OSU_RTS.MDBUS_CC.025_PHT Status [SNAP],OSU_RTS.MDBUS_E3.025_E01 Time [SNAP],OSU_RTS.MDBUS_E3.025_E01 Value [SNAP],OSU_RTS.MDBUS_E3.025_E01 Status [SNAP],OSU_RTS.MDBUS_E3.025_E02 Time [SNAP],OSU_RTS.MDBUS_E3.025_E02 Value [SNAP],OSU_RTS.MDBUS_E3.025_E02 Status [SNAP],OSU_RTS.MDBUS_RT.025S_C Time [SNAP],OSU_RTS.MDBUS_RT.025S_C Value [SNAP],OSU_RTS.MDBUS_RT.025S_C Status [SNAP],OSU_RTS.MDBUS_RT.025S_HF Time [SNAP],OSU_RTS.MDBUS_RT.025S_HF Value [SNAP],OSU_RTS.MDBUS_RT.025S_HF Status [SNAP],OSU_RTS.MDBUS_RT.025S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.025S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.025S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.025S_I Time [SNAP],OSU_RTS.MDBUS_RT.025S_I Value [SNAP],OSU_RTS.MDBUS_RT.025S_I Status [SNAP],OSU_RTS.MDBUS_RT.025S_P Time [SNAP],OSU_RTS.MDBUS_RT.025S_P Value [SNAP],OSU_RTS.MDBUS_RT.025S_P Status [SNAP],OSU_RTS.MDBUS_RT.025S_T Time [SNAP],OSU_RTS.MDBUS_RT.025S_T Value [SNAP],OSU_RTS.MDBUS_RT.025S_T Status [SNAP],Comments
10/18/18 21:15,2.875646114,OK,10/18/18 21:15,0,OK,10/18/18 21:15,2457413,OK,10/18/18 21:15,53.3318634,OK,10/18/18 21:15,50.4562149,OK,10/18/18 21:15,0,OK,10/18/18 21:15,0,OK,10/18/18 21:15,29488956,OK,,,,,,,10/18/18 21:15,369846,OK,10/18/18 21:15,200347,OK,10/18/18 21:15,19648.08594,OK,10/18/18 21:15,420.5874329,OK,10/18/18 21:15,24359674,OK,10/18/18 21:15,0.351092682,OK,10/18/18 21:15,180.1066132,OK,10/18/18 21:15,380.2104492,OK,
10/18/18 21:30,2.81777668,OK,10/18/18 21:30,0,OK,10/18/18 21:30,2457413,OK,10/18/18 21:30,53.55857086,OK,10/18/18 21:30,50.74079132,OK,10/18/18 21:30,0,OK,10/18/18 21:30,0,OK,10/18/18 21:30,29488956,OK,,,,,,,10/18/18 21:30,369860,OK,10/18/18 21:30,200355,OK,10/18/18 21:30,19648.17578,OK,10/18/18 21:30,445.2498474,OK,10/18/18 21:30,24359784,OK,10/18/18 21:30,0.371698364,OK,10/18/18 21:30,179.2590179,OK,10/18/18 21:30,380.1072998,OK,
10/18/18 21:45,2.692435265,OK,10/18/18 21:45,0,OK,10/18/18 21:45,2457413,OK,10/18/18 21:45,53.71974182,OK,10/18/18 21:45,51.0273056,OK,10/18/18 21:45,0,OK,10/18/18 21:45,0,OK,10/18/18 21:45,29488956,OK,,,,,,,10/18/18 21:45,369874,OK,10/18/18 21:45,200363,OK,10/18/18 21:45,19648.27148,OK,10/18/18 21:45,468.8308716,OK,10/18/18 21:45,24359896,OK,10/18/18 21:45,0.391412659,OK,10/18/18 21:45,178.0044708,OK,10/18/18 21:45,380.0133057,OK,
10/18/18 22:00,2.675064564,OK,10/18/18 22:00,0,OK,10/18/18 22:00,2457413,OK,10/18/18 22:00,53.97229004,OK,10/18/18 22:00,51.29722595,OK,10/18/18 22:00,0,OK,10/18/18 22:00,0,OK,10/18/18 22:00,29488956,OK,,,,,,,10/18/18 22:00,369887,OK,10/18/18 22:00,200371,OK,10/18/18 22:00,19648.36914,OK,10/18/18 22:00,458.8587952,OK,10/18/18 22:00,24360014,OK,10/18/18 22:00,0.383052399,OK,10/18/18 22:00,179.5726776,OK,10/18/18 22:00,379.9856873,OK,
10/18/18 22:15,2.611315966,OK,10/18/18 22:15,0,OK,10/18/18 22:15,2457413,OK,10/18/18 22:15,54.2040062,OK,10/18/18 22:15,51.59268951,OK,10/18/18 22:15,0,OK,10/18/18 22:15,0,OK,10/18/18 22:15,29488956,OK,,,,,,,10/18/18 22:15,369900,OK,10/18/18 22:15,200379,OK,10/18/18 22:15,19648.46484,OK,10/18/18 22:15,454.0393677,OK,10/18/18 22:15,24360128,OK,10/18/18 22:15,0.379025238,OK,10/18/18 22:15,179.7354431,OK,10/18/18 22:15,380.3284912,OK,
10/18/18 22:30,2.616276503,OK,10/18/18 22:30,0,OK,10/18/18 22:30,2457413,OK,10/18/18 22:30,54.41525269,OK,10/18/18 22:30,51.79897308,OK,10/18/18 22:30,0,OK,10/18/18 22:30,0,OK,10/18/18 22:30,29488956,OK,,,,,,,10/18/18 22:30,369914,OK,10/18/18 22:30,200387,OK,10/18/18 22:30,19648.55664,OK,10/18/18 22:30,439.954834,OK,10/18/18 22:30,24360240,OK,10/18/18 22:30,0.367307617,OK,10/18/18 22:30,177.8813934,OK,10/18/18 22:30,379.9608765,OK,
10/18/18 22:45,2.537845135,OK,10/18/18 22:45,0,OK,10/18/18 22:45,2457413,OK,10/18/18 22:45,54.63948059,OK,10/18/18 22:45,52.10163498,OK,10/18/18 22:45,0,OK,10/18/18 22:45,0,OK,10/18/18 22:45,29488956,OK,,,,,,,10/18/18 22:45,369927,OK,10/18/18 22:45,200395,OK,10/18/18 22:45,19648.64844,OK,10/18/18 22:45,436.2056274,OK,10/18/18 22:45,24360348,OK,10/18/18 22:45,0.364187775,OK,10/18/18 22:45,177.4015045,OK,10/18/18 22:45,379.9065857,OK,
10/18/18 23:00,2.536703587,OK,10/18/18 23:00,0,OK,10/18/18 23:00,2457413,OK,10/18/18 23:00,54.84716034,OK,10/18/18 23:00,52.31045532,OK,10/18/18 23:00,0,OK,10/18/18 23:00,0,OK,10/18/18 23:00,29488956,OK,,,,,,,10/18/18 23:00,369940,OK,10/18/18 23:00,200403,OK,10/18/18 23:00,19648.74219,OK,10/18/18 23:00,477.282959,OK,10/18/18 23:00,24360460,OK,10/18/18 23:00,0.398431061,OK,10/18/18 23:00,179.6061859,OK,10/18/18 23:00,380.5299072,OK,
10/18/18 23:15,2.41453433,OK,10/18/18 23:15,0,OK,10/18/18 23:15,2457413,OK,10/18/18 23:15,55.03649139,OK,10/18/18 23:15,52.62195587,OK,10/18/18 23:15,0,OK,10/18/18 23:15,0,OK,10/18/18 23:15,29488956,OK,,,,,,,10/18/18 23:15,369953,OK,10/18/18 23:15,200411,OK,10/18/18 23:15,19648.83984,OK,10/18/18 23:15,426.7879639,OK,10/18/18 23:15,24360576,OK,10/18/18 23:15,0.356312469,OK,10/18/18 23:15,177.9785004,OK,10/18/18 23:15,379.6956482,OK,
10/18/18 23:30,2.333616257,OK,10/18/18 23:30,0,OK,10/18/18 23:30,2457413,OK,10/18/18 23:30,55.26903152,OK,10/18/18 23:30,52.93541718,OK,10/18/18 23:30,0,OK,10/18/18 23:30,0,OK,10/18/18 23:30,29488956,OK,,,,,,,10/18/18 23:30,369966,OK,10/18/18 23:30,200418,OK,10/18/18 23:30,19648.93555,OK,10/18/18 23:30,433.7735901,OK,10/18/18 23:30,24360692,OK,10/18/18 23:30,0.362102448,OK,10/18/18 23:30,179.9407806,OK,10/18/18 23:30,381.1809082,OK,
10/18/18 23:45,2.373960733,OK,10/18/18 23:45,0,OK,10/18/18 23:45,2457413,OK,10/18/18 23:45,55.51228714,OK,10/18/18 23:45,53.13832855,OK,10/18/18 23:45,0,OK,10/18/18 23:45,0,OK,10/18/18 23:45,29488956,OK,,,,,,,10/18/18 23:45,369978,OK,10/18/18 23:45,200426,OK,10/18/18 23:45,19649.0332,OK,10/18/18 23:45,481.9453125,OK,10/18/18 23:45,24360808,OK,10/18/18 23:45,0.402347656,OK,10/18/18 23:45,178.6123199,OK,10/18/18 23:45,379.5125122,OK,
10/19/18 0:00,2.304299355,OK,10/19/18 0:00,0,OK,10/19/18 0:00,2457413,OK,10/19/18 0:00,55.6790123,OK,10/19/18 0:00,53.3747139,OK,10/19/18 0:00,0,OK,10/19/18 0:00,0,OK,10/19/18 0:00,29488956,OK,,,,,,,10/19/18 0:00,369990,OK,10/19/18 0:00,200434,OK,10/19/18 0:00,19649.13281,OK,10/19/18 0:00,467.2652283,OK,10/19/18 0:00,24360928,OK,10/19/18 0:00,0.39011554,OK,10/19/18 0:00,177.5379181,OK,10/19/18 0:00,379.7836304,OK,
10/19/18 0:15,2.282279968,OK,10/19/18 0:15,0,OK,10/19/18 0:15,2457413,OK,10/19/18 0:15,55.92818451,OK,10/19/18 0:15,53.64590454,OK,10/19/18 0:15,0,OK,10/19/18 0:15,0,OK,10/19/18 0:15,29488956,OK,,,,,,,10/19/18 0:15,370003,OK,10/19/18 0:15,200442,OK,10/19/18 0:15,19649.23438,OK,10/19/18 0:15,515.6138306,OK,10/19/18 0:15,24361052,OK,10/19/18 0:15,0.430447876,OK,10/19/18 0:15,178.8926239,OK,10/19/18 0:15,380.1211548,OK,
10/19/18 0:30,2.273577213,OK,10/19/18 0:30,0,OK,10/19/18 0:30,2457413,OK,10/19/18 0:30,56.15153885,OK,10/19/18 0:30,53.87796021,OK,10/19/18 0:30,0,OK,10/19/18 0:30,0,OK,10/19/18 0:30,29488956,OK,,,,,,,10/19/18 0:30,370015,OK,10/19/18 0:30,200449,OK,10/19/18 0:30,19649.33984,OK,10/19/18 0:30,488.1051636,OK,10/19/18 0:30,24361176,OK,10/19/18 0:30,0.407506775,OK,10/19/18 0:30,177.9020386,OK,10/19/18 0:30,379.8088989,OK,
10/19/18 0:45,2.259657383,OK,10/19/18 0:45,0,OK,10/19/18 0:45,2457413,OK,10/19/18 0:45,56.35923767,OK,10/19/18 0:45,54.09957886,OK,10/19/18 0:45,0,OK,10/19/18 0:45,0,OK,10/19/18 0:45,29488956,OK,,,,,,,10/19/18 0:45,370027,OK,10/19/18 0:45,200456,OK,10/19/18 0:45,19649.44141,OK,10/19/18 0:45,470.5778503,OK,10/19/18 0:45,24361298,OK,10/19/18 0:45,0.392903168,OK,10/19/18 0:45,176.6281738,OK,10/19/18 0:45,379.570282,OK,
10/19/18 1:00,2.211883545,OK,10/19/18 1:00,0,OK,10/19/18 1:00,2457413,OK,10/19/18 1:00,56.56758118,OK,10/19/18 1:00,54.35569763,OK,10/19/18 1:00,0,OK,10/19/18 1:00,0,OK,10/19/18 1:00,29488956,OK,,,,,,,10/19/18 1:00,370039,OK,10/19/18 1:00,200464,OK,10/19/18 1:00,19649.53711,OK,10/19/18 1:00,470.549408,OK,10/19/18 1:00,24361414,OK,10/19/18 1:00,0.392815826,OK,10/19/18 1:00,179.3821869,OK,10/19/18 1:00,380.4147339,OK,
10/19/18 1:15,2.198216915,OK,10/19/18 1:15,0,OK,10/19/18 1:15,2457413,OK,10/19/18 1:15,56.73030853,OK,10/19/18 1:15,54.53208923,OK,10/19/18 1:15,0,OK,10/19/18 1:15,0,OK,10/19/18 1:15,29488956,OK,,,,,,,10/19/18 1:15,370051,OK,10/19/18 1:15,200471,OK,10/19/18 1:15,19649.63672,OK,10/19/18 1:15,466.4424744,OK,10/19/18 1:15,24361532,OK,10/19/18 1:15,0.389388855,OK,10/19/18 1:15,179.3114319,OK,10/19/18 1:15,380.3439331,OK,
10/19/18 1:30,2.132301807,OK,10/19/18 1:30,0,OK,10/19/18 1:30,2457413,OK,10/19/18 1:30,56.95643997,OK,10/19/18 1:30,54.82413483,OK,10/19/18 1:30,0,OK,10/19/18 1:30,0,OK,10/19/18 1:30,29488956,OK,,,,,,,10/19/18 1:30,370063,OK,10/19/18 1:30,200478,OK,10/19/18 1:30,19649.73633,OK,10/19/18 1:30,461.2514343,OK,10/19/18 1:30,24361652,OK,10/19/18 1:30,0.385083191,OK,10/19/18 1:30,178.083847,OK,10/19/18 1:30,379.7971802,OK,
10/19/18 1:45,2.092270851,OK,10/19/18 1:45,0,OK,10/19/18 1:45,2457413,OK,10/19/18 1:45,57.17356873,OK,10/19/18 1:45,55.08129883,OK,10/19/18 1:45,0,OK,10/19/18 1:45,0,OK,10/19/18 1:45,29488956,OK,,,,,,,10/19/18 1:45,370076,OK,10/19/18 1:45,200485,OK,10/19/18 1:45,19649.83789,OK,10/19/18 1:45,483.1343384,OK,10/19/18 1:45,24361772,OK,10/19/18 1:45,0.403368835,OK,10/19/18 1:45,177.3896637,OK,10/19/18 1:45,379.8129272,OK,
10/19/18 2:00,2.058155537,OK,10/19/18 2:00,0,OK,10/19/18 2:00,2457413,OK,10/19/18 2:00,57.34456253,OK,10/19/18 2:00,55.28640747,OK,10/19/18 2:00,0,OK,10/19/18 2:00,0,OK,10/19/18 2:00,29488956,OK,,,,,,,10/19/18 2:00,370088,OK,10/19/18 2:00,200492,OK,10/19/18 2:00,19649.9375,OK,10/19/18 2:00,471.0935364,OK,10/19/18 2:00,24361892,OK,10/19/18 2:00,0.393294678,OK,10/19/18 2:00,178.3117981,OK,10/19/18 2:00,380.0463562,OK,
10/19/18 2:15,2.080331564,OK,10/19/18 2:15,0,OK,10/19/18 2:15,2457413,OK,10/19/18 2:15,57.57514572,OK,10/19/18 2:15,55.49481201,OK,10/19/18 2:15,0,OK,10/19/18 2:15,0,OK,10/19/18 2:15,29488956,OK,,,,,,,10/19/18 2:15,370100,OK,10/19/18 2:15,200500,OK,10/19/18 2:15,19650.05078,OK,10/19/18 2:15,543.708313,OK,10/19/18 2:15,24362028,OK,10/19/18 2:15,0.453849457,OK,10/19/18 2:15,180.8523254,OK,10/19/18 2:15,380.9564514,OK,
10/19/18 2:30,1.996193051,OK,10/19/18 2:30,0,OK,10/19/18 2:30,2457413,OK,10/19/18 2:30,57.72256851,OK,10/19/18 2:30,55.72637558,OK,10/19/18 2:30,0,OK,10/19/18 2:30,0,OK,10/19/18 2:30,29488956,OK,,,,,,,10/19/18 2:30,370112,OK,10/19/18 2:30,200506,OK,10/19/18 2:30,19650.16602,OK,10/19/18 2:30,546.8395386,OK,10/19/18 2:30,24362166,OK,10/19/18 2:30,0.456507355,OK,10/19/18 2:30,179.2115631,OK,10/19/18 2:30,380.3517761,OK,
10/19/18 2:45,1.988363504,OK,10/19/18 2:45,0,OK,10/19/18 2:45,2457413,OK,10/19/18 2:45,57.94141388,OK,10/19/18 2:45,55.95304871,OK,10/19/18 2:45,0,OK,10/19/18 2:45,0,OK,10/19/18 2:45,29488956,OK,,,,,,,10/19/18 2:45,370124,OK,10/19/18 2:45,200513,OK,10/19/18 2:45,19650.27734,OK,10/19/18 2:45,522.4630127,OK,10/19/18 2:45,24362300,OK,10/19/18 2:45,0.436172028,OK,10/19/18 2:45,178.6521301,OK,10/19/18 2:45,379.9556274,OK,
10/19/18 3:00,1.99842,OK,10/19/18 3:00,0,OK,10/19/18 3:00,2457413,OK,10/19/18 3:00,58.12403107,OK,10/19/18 3:00,56.12561035,OK,10/19/18 3:00,0,OK,10/19/18 3:00,0,OK,10/19/18 3:00,29488956,OK,,,,,,,10/19/18 3:00,370135,OK,10/19/18 3:00,200520,OK,10/19/18 3:00,19650.38086,OK,10/19/18 3:00,511.4321899,OK,10/19/18 3:00,24362424,OK,10/19/18 3:00,0.427033325,OK,10/19/18 3:00,175.8664093,OK,10/19/18 3:00,379.1660461,OK,
10/19/18 3:15,1.980088115,OK,10/19/18 3:15,0,OK,10/19/18 3:15,2457413,OK,10/19/18 3:15,58.32530975,OK,10/19/18 3:15,56.34522247,OK,10/19/18 3:15,0,OK,10/19/18 3:15,0,OK,10/19/18 3:15,29488956,OK,,,,,,,10/19/18 3:15,370147,OK,10/19/18 3:15,200527,OK,10/19/18 3:15,19650.48438,OK,10/19/18 3:15,473.4046936,OK,10/19/18 3:15,24362548,OK,10/19/18 3:15,0.395207031,OK,10/19/18 3:15,179.0590668,OK,10/19/18 3:15,380.2926636,OK,
10/19/18 3:30,1.990596294,OK,10/19/18 3:30,0,OK,10/19/18 3:30,2457413,OK,10/19/18 3:30,58.53486633,OK,10/19/18 3:30,56.54426956,OK,10/19/18 3:30,0,OK,10/19/18 3:30,0,OK,10/19/18 3:30,29488956,OK,,,,,,,10/19/18 3:30,370159,OK,10/19/18 3:30,200534,OK,10/19/18 3:30,19650.59375,OK,10/19/18 3:30,548.7871094,OK,10/19/18 3:30,24362680,OK,10/19/18 3:30,0.458154449,OK,10/19/18 3:30,178.4098663,OK,10/19/18 3:30,380.0676575,OK,
10/19/18 3:45,1.958508015,OK,10/19/18 3:45,0,OK,10/19/18 3:45,2457413,OK,10/19/18 3:45,58.70692444,OK,10/19/18 3:45,56.7484169,OK,10/19/18 3:45,0,OK,10/19/18 3:45,0,OK,10/19/18 3:45,29488956,OK,,,,,,,10/19/18 3:45,370171,OK,10/19/18 3:45,200541,OK,10/19/18 3:45,19650.70703,OK,10/19/18 3:45,562.4371948,OK,10/19/18 3:45,24362812,OK,10/19/18 3:45,0.469556091,OK,10/19/18 3:45,178.2108307,OK,10/19/18 3:45,379.9567871,OK,
10/19/18 4:00,1.906771779,OK,10/19/18 4:00,0,OK,10/19/18 4:00,2457413,OK,10/19/18 4:00,58.87657166,OK,10/19/18 4:00,56.96979904,OK,10/19/18 4:00,0,OK,10/19/18 4:00,0,OK,10/19/18 4:00,29488956,OK,,,,,,,10/19/18 4:00,370183,OK,10/19/18 4:00,200548,OK,10/19/18 4:00,19650.81836,OK,10/19/18 4:00,532.6293945,OK,10/19/18 4:00,24362948,OK,10/19/18 4:00,0.444710968,OK,10/19/18 4:00,176.6441803,OK,10/19/18 4:00,379.6817627,OK,
10/19/18 4:15,1.883852601,OK,10/19/18 4:15,0,OK,10/19/18 4:15,2457413,OK,10/19/18 4:15,59.03276062,OK,10/19/18 4:15,57.14890671,OK,10/19/18 4:15,0,OK,10/19/18 4:15,0,OK,10/19/18 4:15,29488956,OK,,,,,,,10/19/18 4:15,370194,OK,10/19/18 4:15,200555,OK,10/19/18 4:15,19650.92969,OK,10/19/18 4:15,502.9716492,OK,10/19/18 4:15,24363080,OK,10/19/18 4:15,0.419866333,OK,10/19/18 4:15,180.0423126,OK,10/19/18 4:15,380.4286499,OK,
10/19/18 4:30,1.890128613,OK,10/19/18 4:30,0,OK,10/19/18 4:30,2457413,OK,10/19/18 4:30,59.26187134,OK,10/19/18 4:30,57.37174225,OK,10/19/18 4:30,0,OK,10/19/18 4:30,0,OK,10/19/18 4:30,29488956,OK,,,,,,,10/19/18 4:30,370206,OK,10/19/18 4:30,200562,OK,10/19/18 4:30,19651.0332,OK,10/19/18 4:30,474.397583,OK,10/19/18 4:30,24363206,OK,10/19/18 4:30,0.396065918,OK,10/19/18 4:30,177.7698059,OK,10/19/18 4:30,379.4938049,OK,
10/19/18 4:45,1.925428987,OK,10/19/18 4:45,0,OK,10/19/18 4:45,2457413,OK,10/19/18 4:45,59.47029877,OK,10/19/18 4:45,57.54486847,OK,10/19/18 4:45,0,OK,10/19/18 4:45,0,OK,10/19/18 4:45,29488956,OK,,,,,,,10/19/18 4:45,370218,OK,10/19/18 4:45,200570,OK,10/19/18 4:45,19651.14844,OK,10/19/18 4:45,559.9212036,OK,10/19/18 4:45,24363342,OK,10/19/18 4:45,0.467504425,OK,10/19/18 4:45,176.4641571,OK,10/19/18 4:45,379.526825,OK,
10/19/18 5:00,1.881447554,OK,10/19/18 5:00,0,OK,10/19/18 5:00,2457413,OK,10/19/18 5:00,59.62706757,OK,10/19/18 5:00,57.74562073,OK,10/19/18 5:00,0,OK,10/19/18 5:00,0,OK,10/19/18 5:00,29488956,OK,,,,,,,10/19/18 5:00,370230,OK,10/19/18 5:00,200578,OK,10/19/18 5:00,19651.26563,OK,10/19/18 5:00,569.4642334,OK,10/19/18 5:00,24363484,OK,10/19/18 5:00,0.47540976,OK,10/19/18 5:00,178.6786499,OK,10/19/18 5:00,379.9909973,OK,
10/19/18 5:15,1.874687195,OK,10/19/18 5:15,0,OK,10/19/18 5:15,2457413,OK,10/19/18 5:15,59.81241989,OK,10/19/18 5:15,57.9377327,OK,10/19/18 5:15,0,OK,10/19/18 5:15,0,OK,10/19/18 5:15,29488956,OK,,,,,,,10/19/18 5:15,370241,OK,10/19/18 5:15,200586,OK,10/19/18 5:15,19651.38867,OK,10/19/18 5:15,596.7225952,OK,10/19/18 5:15,24363630,OK,10/19/18 5:15,0.498142639,OK,10/19/18 5:15,179.482605,OK,10/19/18 5:15,380.0588989,OK,
10/19/18 5:30,1.862501383,OK,10/19/18 5:30,0,OK,10/19/18 5:30,2457413,OK,10/19/18 5:30,59.96273422,OK,10/19/18 5:30,58.10023499,OK,10/19/18 5:30,0,OK,10/19/18 5:30,0,OK,10/19/18 5:30,29488956,OK,,,,,,,10/19/18 5:30,370253,OK,10/19/18 5:30,200593,OK,10/19/18 5:30,19651.50391,OK,10/19/18 5:30,527.7036133,OK,10/19/18 5:30,24363768,OK,10/19/18 5:30,0.440562958,OK,10/19/18 5:30,177.9165192,OK,10/19/18 5:30,379.8086548,OK,
10/19/18 5:45,1.868176222,OK,10/19/18 5:45,0,OK,10/19/18 5:45,2457413,OK,10/19/18 5:45,60.10969543,OK,10/19/18 5:45,58.24151993,OK,10/19/18 5:45,0,OK,10/19/18 5:45,0,OK,10/19/18 5:45,29488956,OK,,,,,,,10/19/18 5:45,370265,OK,10/19/18 5:45,200602,OK,10/19/18 5:45,19651.61719,OK,10/19/18 5:45,510.0519714,OK,10/19/18 5:45,24363904,OK,10/19/18 5:45,0.4257966,OK,10/19/18 5:45,179.2489166,OK,10/19/18 5:45,380.2497559,OK,
10/19/18 6:00,1.985873222,OK,10/19/18 6:00,0,OK,10/19/18 6:00,2457413,OK,10/19/18 6:00,60.33418274,OK,10/19/18 6:00,58.34830856,OK,10/19/18 6:00,0,OK,10/19/18 6:00,0,OK,10/19/18 6:00,29488956,OK,,,,,,,10/19/18 6:00,370277,OK,10/19/18 6:00,200610,OK,10/19/18 6:00,19651.73047,OK,10/19/18 6:00,553.2667847,OK,10/19/18 6:00,24364040,OK,10/19/18 6:00,0.461884827,OK,10/19/18 6:00,178.8278961,OK,10/19/18 6:00,379.7079468,OK,
10/19/18 6:15,1.981167793,OK,10/19/18 6:15,0,OK,10/19/18 6:15,2457413,OK,10/19/18 6:15,60.4431572,OK,10/19/18 6:15,58.46199036,OK,10/19/18 6:15,0,OK,10/19/18 6:15,0,OK,10/19/18 6:15,29488956,OK,,,,,,,10/19/18 6:15,370289,OK,10/19/18 6:15,200617,OK,10/19/18 6:15,19651.84766,OK,10/19/18 6:15,559.5841675,OK,10/19/18 6:15,24364180,OK,10/19/18 6:15,0.467177521,OK,10/19/18 6:15,178.0944672,OK,10/19/18 6:15,379.7758789,OK,
10/19/18 6:30,2.126021862,OK,10/19/18 6:30,0,OK,10/19/18 6:30,2457413,OK,10/19/18 6:30,60.60997009,OK,10/19/18 6:30,58.48395157,OK,10/19/18 6:30,0,OK,10/19/18 6:30,0,OK,10/19/18 6:30,29488956,OK,,,,,,,10/19/18 6:30,370300,OK,10/19/18 6:30,200625,OK,10/19/18 6:30,19651.96484,OK,10/19/18 6:30,564.7526855,OK,10/19/18 6:30,24364320,OK,10/19/18 6:30,0.471475159,OK,10/19/18 6:30,178.7220917,OK,10/19/18 6:30,380.006958,OK,
10/19/18 6:45,2.199413776,OK,10/19/18 6:45,0,OK,10/19/18 6:45,2457413,OK,10/19/18 6:45,60.8015976,OK,10/19/18 6:45,58.6021843,OK,10/19/18 6:45,0,OK,10/19/18 6:45,0,OK,10/19/18 6:45,29488956,OK,,,,,,,10/19/18 6:45,370312,OK,10/19/18 6:45,200633,OK,10/19/18 6:45,19652.08203,OK,10/19/18 6:45,559.5014038,OK,10/19/18 6:45,24364462,OK,10/19/18 6:45,0.467030853,OK,10/19/18 6:45,180.885788,OK,10/19/18 6:45,381.0932007,OK,
10/19/18 7:00,2.363899469,OK,10/19/18 7:00,0,OK,10/19/18 7:00,2457413,OK,10/19/18 7:00,61.00375366,OK,10/19/18 7:00,58.63985443,OK,10/19/18 7:00,0,OK,10/19/18 7:00,0,OK,10/19/18 7:00,29488956,OK,,,,,,,10/19/18 7:00,370323,OK,10/19/18 7:00,200641,OK,10/19/18 7:00,19652.19727,OK,10/19/18 7:00,581.5215454,OK,10/19/18 7:00,24364598,OK,10/19/18 7:00,0.485474854,OK,10/19/18 7:00,178.7157898,OK,10/19/18 7:00,379.7304077,OK,
10/19/18 7:15,2.414050817,OK,10/19/18 7:15,0,OK,10/19/18 7:15,2457413,OK,10/19/18 7:15,61.09398651,OK,10/19/18 7:15,58.67993546,OK,10/19/18 7:15,0,OK,10/19/18 7:15,0,OK,10/19/18 7:15,29488956,OK,,,,,,,10/19/18 7:15,370336,OK,10/19/18 7:15,200649,OK,10/19/18 7:15,19652.3125,OK,10/19/18 7:15,513.2677002,OK,10/19/18 7:15,24364738,OK,10/19/18 7:15,0.428435364,OK,10/19/18 7:15,181.0358124,OK,10/19/18 7:15,380.8204346,OK,
10/19/18 7:30,2.391563416,OK,10/19/18 7:30,0,OK,10/19/18 7:30,2457413,OK,10/19/18 7:30,61.16764832,OK,10/19/18 7:30,58.7760849,OK,10/19/18 7:30,0,OK,10/19/18 7:30,0,OK,10/19/18 7:30,29488956,OK,,,,,,,10/19/18 7:30,370348,OK,10/19/18 7:30,200657,OK,10/19/18 7:30,19652.43164,OK,10/19/18 7:30,576.1276855,OK,10/19/18 7:30,24364880,OK,10/19/18 7:30,0.480992706,OK,10/19/18 7:30,178.0184174,OK,10/19/18 7:30,379.6338501,OK,
10/19/18 7:45,2.391452312,OK,10/19/18 7:45,0,OK,10/19/18 7:45,2457413,OK,10/19/18 7:45,61.23307037,OK,10/19/18 7:45,58.84161758,OK,10/19/18 7:45,0,OK,10/19/18 7:45,0,OK,10/19/18 7:45,29488956,OK,,,,,,,10/19/18 7:45,370361,OK,10/19/18 7:45,200665,OK,10/19/18 7:45,19652.55078,OK,10/19/18 7:45,552.5239258,OK,10/19/18 7:45,24365024,OK,10/19/18 7:45,0.461300049,OK,10/19/18 7:45,177.476059,OK,10/19/18 7:45,379.5861511,OK,
