OSU_RTS.CALC.1106_DW1 Time [SNAP],OSU_RTS.CALC.1106_DW1 Value [SNAP],OSU_RTS.CALC.1106_DW1 Status [SNAP],OSU_RTS.CALC.1106_DW2 Time [SNAP],OSU_RTS.CALC.1106_DW2 Value [SNAP],OSU_RTS.CALC.1106_DW2 Status [SNAP],OSU_RTS.CALC.1106_GPALARM Time [SNAP],OSU_RTS.CALC.1106_GPALARM Value [SNAP],OSU_RTS.CALC.1106_GPALARM Status [SNAP],OSU_RTS.MDBUS_RH.1106_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1106_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1106_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1106_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1106_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1106_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1106_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1106_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1106_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1106_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1106_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1106_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1106_CST Time [SNAP],OSU_RTS.MDBUS_RH.1106_CST Value [SNAP],OSU_RTS.MDBUS_RH.1106_CST Status [SNAP],OSU_RTS.MDBUS_RH.1106_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1106_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1106_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1106_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1106_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1106_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1106_D2L Time [SNAP],OSU_RTS.MDBUS_RH.1106_D2L Value [SNAP],OSU_RTS.MDBUS_RH.1106_D2L Status [SNAP],OSU_RTS.MDBUS_RH.1106_D2H Time [SNAP],OSU_RTS.MDBUS_RH.1106_D2H Value [SNAP],OSU_RTS.MDBUS_RH.1106_D2H Status [SNAP],OSU_RTS.MDBUS_RH.1106_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1106_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1106_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1106_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1106_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1106_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1106_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1106_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1106_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1106_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1106_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1106_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1106_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1106_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1106_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1106_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1106_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1106_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1106_DW1 Time [SNAP],OSU_RTS.MDBUS_RH.1106_DW1 Value [SNAP],OSU_RTS.MDBUS_RH.1106_DW1 Status [SNAP],OSU_RTS.MDBUS_RH.1106_DW2 Time [SNAP],OSU_RTS.MDBUS_RH.1106_DW2 Value [SNAP],OSU_RTS.MDBUS_RH.1106_DW2 Status [SNAP],OSU_RTS.MDBUS_RH.1106_EC Time [SNAP],OSU_RTS.MDBUS_RH.1106_EC Value [SNAP],OSU_RTS.MDBUS_RH.1106_EC Status [SNAP],OSU_RTS.MDBUS_RH.1106_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1106_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1106_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1106_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1106_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1106_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1106_GP Time [SNAP],OSU_RTS.MDBUS_RH.1106_GP Value [SNAP],OSU_RTS.MDBUS_RH.1106_GP Status [SNAP],OSU_RTS.MDBUS_RH.1106_GT Time [SNAP],OSU_RTS.MDBUS_RH.1106_GT Value [SNAP],OSU_RTS.MDBUS_RH.1106_GT Status [SNAP],OSU_RTS.MDBUS_RH.1106_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1106_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1106_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1106_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1106_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1106_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1106_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1106_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1106_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1106_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1106_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1106_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1106_HMT Time [SNAP],OSU_RTS.MDBUS_RH.1106_HMT Value [SNAP],OSU_RTS.MDBUS_RH.1106_HMT Status [SNAP],OSU_RTS.MDBUS_RH.1106_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1106_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1106_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1106_HST Time [SNAP],OSU_RTS.MDBUS_RH.1106_HST Value [SNAP],OSU_RTS.MDBUS_RH.1106_HST Status [SNAP],OSU_RTS.MDBUS_RH.1106_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1106_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1106_HVF Status [SNAP],OSU_RTS.MDBUS_RH.1106C_HF Time [SNAP],OSU_RTS.MDBUS_RH.1106C_HF Value [SNAP],OSU_RTS.MDBUS_RH.1106C_HF Status [SNAP],OSU_RTS.MDBUS_RH.1106C_HG Time [SNAP],OSU_RTS.MDBUS_RH.1106C_HG Value [SNAP],OSU_RTS.MDBUS_RH.1106C_HG Status [SNAP],Comments
10/15/18 14:45,19563,OK,10/15/18 14:45,394321,OK,10/15/18 14:45,0,OK,10/15/18 14:45,8.957068443,OK,10/15/18 14:45,6.817800045,OK,10/15/18 14:45,944348.875,OK,10/15/18 14:45,50.29236221,OK,10/15/18 14:45,41.33529282,OK,10/15/18 14:45,18.19464693,OK,,,,,,,,,,10/15/18 14:45,0,OK,10/15/18 14:45,0,OK,10/15/18 14:45,0,OK,10/15/18 14:45,150.4627533,OK,10/15/18 14:45,72323.25,OK,10/15/18 14:45,10.72273134,OK,10/15/18 14:45,19563,OK,10/15/18 14:45,1105,OK,10/15/18 14:45,2096560,OK,10/15/18 14:45,5.650000095,OK,10/15/18 14:45,209309,OK,10/15/18 14:45,4.960000038,OK,10/15/18 14:45,60.59999847,OK,10/15/18 14:45,1556935,OK,10/15/18 14:45,2.403823614,OK,10/15/18 14:45,92.54637909,OK,10/15/18 14:45,5534657.5,OK,10/15/18 14:45,55734156,OK,10/15/18 14:45,93.71430969,OK,10/15/18 14:45,96.11813354,OK,10/15/18 14:45,77.54604959,OK,10/15/18 14:45,81.81360054,OK,10/15/18 14:45,11332186.5,OK,
10/15/18 15:00,19571,OK,10/15/18 15:00,394354,OK,10/15/18 15:00,0,OK,10/15/18 15:00,10.46553326,OK,10/15/18 15:00,8.057988167,OK,10/15/18 15:00,944350.5,OK,10/15/18 15:00,51.75537872,OK,10/15/18 15:00,41.28984833,OK,10/15/18 15:00,18.40757029,OK,,,,,,,,,,10/15/18 15:00,0,OK,10/15/18 15:00,0,OK,10/15/18 15:00,0,OK,10/15/18 15:00,150.0818329,OK,10/15/18 15:00,72323.25,OK,10/15/18 15:00,6.546840122,OK,10/15/18 15:00,19571,OK,10/15/18 15:00,1138,OK,10/15/18 15:00,2096590,OK,10/15/18 15:00,5.650000095,OK,10/15/18 15:00,209313,OK,10/15/18 15:00,5.130000114,OK,10/15/18 15:00,61.68000031,OK,10/15/18 15:00,1556969,OK,10/15/18 15:00,7.287360191,OK,10/15/18 15:00,299.803833,OK,10/15/18 15:00,5534721.5,OK,10/15/18 15:00,55744112,OK,10/15/18 15:00,105.5075989,OK,10/15/18 15:00,112.7949524,OK,10/15/18 15:00,83.08708651,OK,10/15/18 15:00,96.695858,OK,10/15/18 15:00,11332206,OK,
10/15/18 15:15,19572,OK,10/15/18 15:15,394377,OK,10/15/18 15:15,0,OK,10/15/18 15:15,7.355633736,OK,10/15/18 15:15,0,OK,10/15/18 15:15,944352.5,OK,10/15/18 15:15,48.71257782,OK,10/15/18 15:15,41.35694504,OK,10/15/18 15:15,0,OK,,,,,,,,,,10/15/18 15:15,0,OK,10/15/18 15:15,0,OK,10/15/18 15:15,0,OK,10/15/18 15:15,150.4960175,OK,10/15/18 15:15,72323.25,OK,10/15/18 15:15,6.168066678,OK,10/15/18 15:15,19572,OK,10/15/18 15:15,1161,OK,10/15/18 15:15,2096620,OK,10/15/18 15:15,5.650000095,OK,10/15/18 15:15,209314,OK,10/15/18 15:15,5.300000191,OK,10/15/18 15:15,61.27000046,OK,10/15/18 15:15,1556976,OK,10/15/18 15:15,2.966477394,OK,10/15/18 15:15,116.8520432,OK,10/15/18 15:15,5534759.5,OK,10/15/18 15:15,55754300,OK,10/15/18 15:15,100.6684952,OK,10/15/18 15:15,103.6349716,OK,10/15/18 15:15,79.42291004,OK,10/15/18 15:15,0,OK,10/15/18 15:15,11332230,OK,
10/15/18 15:30,19572,OK,10/15/18 15:30,394403,OK,10/15/18 15:30,0,OK,10/15/18 15:30,11.93583965,OK,10/15/18 15:30,4.304187298,OK,10/15/18 15:30,944354.25,OK,10/15/18 15:30,53.20241165,OK,10/15/18 15:30,41.26657104,OK,10/15/18 15:30,8.622291583,OK,,,,,,,,,,10/15/18 15:30,0,OK,10/15/18 15:30,0,OK,10/15/18 15:30,0,OK,10/15/18 15:30,150.1601257,OK,10/15/18 15:30,72323.25,OK,10/15/18 15:30,6.354130986,OK,10/15/18 15:30,19572,OK,10/15/18 15:30,1187,OK,10/15/18 15:30,2096650,OK,10/15/18 15:30,5.650000095,OK,10/15/18 15:30,209315,OK,10/15/18 15:30,5,OK,10/15/18 15:30,60.59999847,OK,10/15/18 15:30,1556980,OK,10/15/18 15:30,2.489021301,OK,10/15/18 15:30,98.03894043,OK,10/15/18 15:30,5534785.5,OK,10/15/18 15:30,55764176,OK,10/15/18 15:30,95.45888519,OK,10/15/18 15:30,97.94790649,OK,10/15/18 15:30,79.39677833,OK,10/15/18 15:30,51.65024757,OK,10/15/18 15:30,11332251,OK,
10/15/18 15:45,19573,OK,10/15/18 15:45,394422,OK,10/15/18 15:45,0,OK,10/15/18 15:45,12.10387611,OK,10/15/18 15:45,10.83820534,OK,10/15/18 15:45,944356.875,OK,10/15/18 15:45,53.54666519,OK,10/15/18 15:45,41.44278717,OK,10/15/18 15:45,21.41230568,OK,,,,,,,,,,10/15/18 15:45,0,OK,10/15/18 15:45,0,OK,10/15/18 15:45,0,OK,10/15/18 15:45,150.4450378,OK,10/15/18 15:45,72323.25,OK,10/15/18 15:45,6.314631804,OK,10/15/18 15:45,19573,OK,10/15/18 15:45,1206,OK,10/15/18 15:45,2096681,OK,10/15/18 15:45,5.639999866,OK,10/15/18 15:45,209319,OK,10/15/18 15:45,5.259999752,OK,10/15/18 15:45,61.43000031,OK,10/15/18 15:45,1557011,OK,10/15/18 15:45,6.67952013,OK,10/15/18 15:45,277.0175781,OK,10/15/18 15:45,5534841.5,OK,10/15/18 15:45,55774324,OK,10/15/18 15:45,103.1943817,OK,10/15/18 15:45,109.8739014,OK,10/15/18 15:45,83.70012775,OK,10/15/18 15:45,130.0584641,OK,10/15/18 15:45,11332282.5,OK,
10/15/18 16:00,19574,OK,10/15/18 16:00,394436,OK,10/15/18 16:00,0,OK,10/15/18 16:00,9.573411942,OK,10/15/18 16:00,9.376111984,OK,10/15/18 16:00,944359.375,OK,10/15/18 16:00,50.93933105,OK,10/15/18 16:00,41.36592102,OK,10/15/18 16:00,23.41800172,OK,,,,,,,,,,10/15/18 16:00,0,OK,10/15/18 16:00,0,OK,10/15/18 16:00,0,OK,10/15/18 16:00,150.2568054,OK,10/15/18 16:00,72323.25,OK,10/15/18 16:00,6.387155227,OK,10/15/18 16:00,19574,OK,10/15/18 16:00,1220,OK,10/15/18 16:00,2096712,OK,10/15/18 16:00,5.650000095,OK,10/15/18 16:00,209321,OK,10/15/18 16:00,5.039999962,OK,10/15/18 16:00,61.27000046,OK,10/15/18 16:00,1557026,OK,10/15/18 16:00,3.557142735,OK,10/15/18 16:00,146.055542,OK,10/15/18 16:00,5534897,OK,10/15/18 16:00,55784704,OK,10/15/18 16:00,103.5431747,OK,10/15/18 16:00,107.1003189,OK,10/15/18 16:00,82.81203218,OK,10/15/18 16:00,112.5375938,OK,10/15/18 16:00,11332312.5,OK,
10/15/18 16:15,19575,OK,10/15/18 16:15,394457,OK,10/15/18 16:15,0,OK,10/15/18 16:15,8.532814026,OK,10/15/18 16:15,14.46507549,OK,10/15/18 16:15,944361.5,OK,10/15/18 16:15,49.66372299,OK,10/15/18 16:15,41.13090897,OK,10/15/18 16:15,40.5173712,OK,,,,,,,,,,10/15/18 16:15,0,OK,10/15/18 16:15,0,OK,10/15/18 16:15,0,OK,10/15/18 16:15,150.4769897,OK,10/15/18 16:15,72323.25,OK,10/15/18 16:15,6.487221315,OK,10/15/18 16:15,19575,OK,10/15/18 16:15,1241,OK,10/15/18 16:15,2096742,OK,10/15/18 16:15,5.650000095,OK,10/15/18 16:15,209322,OK,10/15/18 16:15,5.170000076,OK,10/15/18 16:15,61.09000015,OK,10/15/18 16:15,1557033,OK,10/15/18 16:15,3.014537334,OK,10/15/18 16:15,123.4038467,OK,10/15/18 16:15,5534930.5,OK,10/15/18 16:15,55794984,OK,10/15/18 16:15,97.44303894,OK,10/15/18 16:15,100.4575806,OK,10/15/18 16:15,82.58852511,OK,10/15/18 16:15,173.5809059,OK,10/15/18 16:15,11332338,OK,
10/15/18 16:30,19577,OK,10/15/18 16:30,394484,OK,10/15/18 16:30,0,OK,10/15/18 16:30,6.758855343,OK,10/15/18 16:30,12.72932243,OK,10/15/18 16:30,944364.3125,OK,10/15/18 16:30,48.24976349,OK,10/15/18 16:30,41.49090576,OK,10/15/18 16:30,44.99853586,OK,,,,,,,,,,10/15/18 16:30,0,OK,10/15/18 16:30,0,OK,10/15/18 16:30,0,OK,10/15/18 16:30,150.3965759,OK,10/15/18 16:30,72323.25,OK,10/15/18 16:30,7.677202796,OK,10/15/18 16:30,19577,OK,10/15/18 16:30,1268,OK,10/15/18 16:30,2096773,OK,10/15/18 16:30,5.650000095,OK,10/15/18 16:30,209324,OK,10/15/18 16:30,5.21999979,OK,10/15/18 16:30,60.93000031,OK,10/15/18 16:30,1557048,OK,10/15/18 16:30,9.237513542,OK,10/15/18 16:30,385.609314,OK,10/15/18 16:30,5534971,OK,10/15/18 16:30,55805412,OK,10/15/18 16:30,94.24660492,OK,10/15/18 16:30,103.4841156,OK,10/15/18 16:30,84.21877419,OK,10/15/18 16:30,152.7295074,OK,10/15/18 16:30,11332371.75,OK,
10/15/18 16:45,19578,OK,10/15/18 16:45,394504,OK,10/15/18 16:45,0,OK,10/15/18 16:45,3.391671181,OK,10/15/18 16:45,2.151567221,OK,10/15/18 16:45,944366.375,OK,10/15/18 16:45,45.11317825,OK,10/15/18 16:45,41.72150803,OK,10/15/18 16:45,15.24297657,OK,,,,,,,,,,10/15/18 16:45,0,OK,10/15/18 16:45,0,OK,10/15/18 16:45,0,OK,10/15/18 16:45,150.5889893,OK,10/15/18 16:45,72323.25,OK,10/15/18 16:45,6.177312671,OK,10/15/18 16:45,19578,OK,10/15/18 16:45,1288,OK,10/15/18 16:45,2096803,OK,10/15/18 16:45,5.650000095,OK,10/15/18 16:45,209327,OK,10/15/18 16:45,5.039999962,OK,10/15/18 16:45,61.32999802,OK,10/15/18 16:45,1557075,OK,10/15/18 16:45,3.858744144,OK,10/15/18 16:45,157.2252655,OK,10/15/18 16:45,5535042.5,OK,10/15/18 16:45,55815868,OK,10/15/18 16:45,107.1120377,OK,10/15/18 16:45,110.9707794,OK,10/15/18 16:45,82.25348423,OK,10/15/18 16:45,25.81880665,OK,10/15/18 16:45,11332396.5,OK,
10/15/18 17:00,19580,OK,10/15/18 17:00,394524,OK,10/15/18 17:00,0,OK,10/15/18 17:00,6.317626953,OK,10/15/18 17:00,4.550607204,OK,10/15/18 17:00,944368.6875,OK,10/15/18 17:00,47.88912582,OK,10/15/18 17:00,41.57149887,OK,10/15/18 17:00,17.17530484,OK,,,,,,,,,,10/15/18 17:00,0,OK,10/15/18 17:00,0,OK,10/15/18 17:00,0,OK,10/15/18 17:00,150.6063538,OK,10/15/18 17:00,72323.25,OK,10/15/18 17:00,6.570871161,OK,10/15/18 17:00,19580,OK,10/15/18 17:00,1308,OK,10/15/18 17:00,2096835,OK,10/15/18 17:00,5.650000095,OK,10/15/18 17:00,209328,OK,10/15/18 17:00,5.300000191,OK,10/15/18 17:00,60.59999847,OK,10/15/18 17:00,1557083,OK,10/15/18 17:00,2.809529066,OK,10/15/18 17:00,110.4738235,OK,10/15/18 17:00,5535073.5,OK,10/15/18 17:00,55825792,OK,10/15/18 17:00,100.9421082,OK,10/15/18 17:00,103.7516403,OK,10/15/18 17:00,79.27560892,OK,10/15/18 17:00,54.49310303,OK,10/15/18 17:00,11332424.25,OK,
10/15/18 17:15,19581,OK,10/15/18 17:15,394546,OK,10/15/18 17:15,0,OK,10/15/18 17:15,11.96591854,OK,10/15/18 17:15,11.18276882,OK,10/15/18 17:15,944370.3125,OK,10/15/18 17:15,53.32788467,OK,10/15/18 17:15,41.36196899,OK,10/15/18 17:15,22.34633315,OK,,,,,,,,,,10/15/18 17:15,0,OK,10/15/18 17:15,0,OK,10/15/18 17:15,0,OK,10/15/18 17:15,150.5179138,OK,10/15/18 17:15,72323.25,OK,10/15/18 17:15,6.31443547,OK,10/15/18 17:15,19581,OK,10/15/18 17:15,1330,OK,10/15/18 17:15,2096869,OK,10/15/18 17:15,5.650000095,OK,10/15/18 17:15,209329,OK,10/15/18 17:15,5.039999962,OK,10/15/18 17:15,59.77000046,OK,10/15/18 17:15,1557086,OK,10/15/18 17:15,3.2087183,OK,10/15/18 17:15,134.0161591,OK,10/15/18 17:15,5535106.5,OK,10/15/18 17:15,55836068,OK,10/15/18 17:15,94.6497345,OK,10/15/18 17:15,97.85845184,OK,10/15/18 17:15,84.18823158,OK,10/15/18 17:15,134.1932259,OK,10/15/18 17:15,11332443.75,OK,
10/15/18 17:30,19582,OK,10/15/18 17:30,394571,OK,10/15/18 17:30,0,OK,10/15/18 17:30,11.01714993,OK,10/15/18 17:30,10.28748322,OK,10/15/18 17:30,944372.125,OK,10/15/18 17:30,52.61032486,OK,10/15/18 17:30,41.59317398,OK,10/15/18 17:30,22.32657364,OK,,,,,,,,,,10/15/18 17:30,0,OK,10/15/18 17:30,0,OK,10/15/18 17:30,0,OK,10/15/18 17:30,150.3689575,OK,10/15/18 17:30,72323.25,OK,10/15/18 17:30,6.36071732,OK,10/15/18 17:30,19582,OK,10/15/18 17:30,1355,OK,10/15/18 17:30,2096902,OK,10/15/18 17:30,5.639999866,OK,10/15/18 17:30,209333,OK,10/15/18 17:30,5.21999979,OK,10/15/18 17:30,60.27000046,OK,10/15/18 17:30,1557121,OK,10/15/18 17:30,7.557653904,OK,10/15/18 17:30,319.9233704,OK,10/15/18 17:30,5535180.5,OK,10/15/18 17:30,55846624,OK,10/15/18 17:30,105.8831177,OK,10/15/18 17:30,113.440773,OK,10/15/18 17:30,85.50516059,OK,10/15/18 17:30,123.4497986,OK,10/15/18 17:30,11332465.5,OK,
10/15/18 17:45,19582,OK,10/15/18 17:45,394582,OK,10/15/18 17:45,0,OK,10/15/18 17:45,10.04849625,OK,10/15/18 17:45,9.503434181,OK,10/15/18 17:45,944374.375,OK,10/15/18 17:45,51.69358063,OK,10/15/18 17:45,41.6450882,OK,10/15/18 17:45,22.61159317,OK,,,,,,,,,,10/15/18 17:45,0,OK,10/15/18 17:45,0,OK,10/15/18 17:45,0,OK,10/15/18 17:45,150.8288727,OK,10/15/18 17:45,72323.25,OK,10/15/18 17:45,6.831984273,OK,10/15/18 17:45,19582,OK,10/15/18 17:45,1366,OK,10/15/18 17:45,2096933,OK,10/15/18 17:45,5.650000095,OK,10/15/18 17:45,209334,OK,10/15/18 17:45,5.079999924,OK,10/15/18 17:45,59.77000046,OK,10/15/18 17:45,1557128,OK,10/15/18 17:45,3.4903965,OK,10/15/18 17:45,141.8389435,OK,10/15/18 17:45,5535230.5,OK,10/15/18 17:45,55857128,OK,10/15/18 17:45,102.8619995,OK,10/15/18 17:45,106.3524017,OK,10/15/18 17:45,81.89456592,OK,10/15/18 17:45,114.0412102,OK,10/15/18 17:45,11332492.5,OK,
10/15/18 18:00,19583,OK,10/15/18 18:00,394589,OK,10/15/18 18:00,0,OK,10/15/18 18:00,10.98378277,OK,10/15/18 18:00,10.51573181,OK,10/15/18 18:00,944376.0625,OK,10/15/18 18:00,52.31257629,OK,10/15/18 18:00,41.32878876,OK,10/15/18 18:00,22.88984174,OK,,,,,,,,,,10/15/18 18:00,0,OK,10/15/18 18:00,0,OK,10/15/18 18:00,0,OK,10/15/18 18:00,150.649292,OK,10/15/18 18:00,72323.25,OK,10/15/18 18:00,6.751415238,OK,10/15/18 18:00,19583,OK,10/15/18 18:00,1373,OK,10/15/18 18:00,2096965,OK,10/15/18 18:00,5.639999866,OK,10/15/18 18:00,209336,OK,10/15/18 18:00,5.21999979,OK,10/15/18 18:00,59.28000259,OK,10/15/18 18:00,1557139,OK,10/15/18 18:00,8.909151077,OK,10/15/18 18:00,352.3258972,OK,10/15/18 18:00,5535263.5,OK,10/15/18 18:00,55867164,OK,10/15/18 18:00,96.29098511,OK,10/15/18 18:00,105.2001343,OK,10/15/18 18:00,79.7963306,OK,10/15/18 18:00,126.1887817,OK,10/15/18 18:00,11332512.75,OK,
10/15/18 18:15,19584,OK,10/15/18 18:15,394598,OK,10/15/18 18:15,0,OK,10/15/18 18:15,11.58939457,OK,10/15/18 18:15,22.30872917,OK,10/15/18 18:15,944378.3125,OK,10/15/18 18:15,52.93338013,OK,10/15/18 18:15,41.34398651,OK,10/15/18 18:15,46.02501716,OK,,,,,,,,,,10/15/18 18:15,0,OK,10/15/18 18:15,0,OK,10/15/18 18:15,0,OK,10/15/18 18:15,150.6590576,OK,10/15/18 18:15,72323.25,OK,10/15/18 18:15,6.614015741,OK,10/15/18 18:15,19584,OK,10/15/18 18:15,1382,OK,10/15/18 18:15,2096998,OK,10/15/18 18:15,5.659999847,OK,10/15/18 18:15,209340,OK,10/15/18 18:15,5.150000095,OK,10/15/18 18:15,59.44000244,OK,10/15/18 18:15,1557170,OK,10/15/18 18:15,6.583259583,OK,10/15/18 18:15,266.3780823,OK,10/15/18 18:15,5535329,OK,10/15/18 18:15,55877212,OK,10/15/18 18:15,107.550415,OK,10/15/18 18:15,114.133667,OK,10/15/18 18:15,81.7451977,OK,10/15/18 18:15,267.7047501,OK,10/15/18 18:15,11332539.75,OK,
10/15/18 18:30,19585,OK,10/15/18 18:30,394606,OK,10/15/18 18:30,0,OK,10/15/18 18:30,15.78277111,OK,10/15/18 18:30,13.85869598,OK,10/15/18 18:30,944380.75,OK,10/15/18 18:30,57.19945908,OK,10/15/18 18:30,41.41668701,OK,10/15/18 18:30,21.01097726,OK,,,,,,,,,,10/15/18 18:30,0,OK,10/15/18 18:30,0,OK,10/15/18 18:30,0,OK,10/15/18 18:30,150.6335754,OK,10/15/18 18:30,72323.25,OK,10/15/18 18:30,6.490978613,OK,10/15/18 18:30,19585,OK,10/15/18 18:30,1390,OK,10/15/18 18:30,2097032,OK,10/15/18 18:30,5.670000076,OK,10/15/18 18:30,209342,OK,10/15/18 18:30,5.289999962,OK,10/15/18 18:30,58.78000259,OK,10/15/18 18:30,1557185,OK,10/15/18 18:30,3.086527824,OK,10/15/18 18:30,125.7565918,OK,10/15/18 18:30,5535377.5,OK,10/15/18 18:30,55887452,OK,10/15/18 18:30,104.5444031,OK,10/15/18 18:30,107.630928,OK,10/15/18 18:30,82.18498514,OK,10/15/18 18:30,166.3043518,OK,10/15/18 18:30,11332569,OK,
10/15/18 18:45,19586,OK,10/15/18 18:45,394619,OK,10/15/18 18:45,0,OK,10/15/18 18:45,10.08037758,OK,10/15/18 18:45,9.67351532,OK,10/15/18 18:45,944383.25,OK,10/15/18 18:45,51.46903229,OK,10/15/18 18:45,41.38865662,OK,10/15/18 18:45,22.94210515,OK,,,,,,,,,,10/15/18 18:45,0,OK,10/15/18 18:45,0,OK,10/15/18 18:45,0,OK,10/15/18 18:45,150.6581879,OK,10/15/18 18:45,72323.25,OK,10/15/18 18:45,6.688594564,OK,10/15/18 18:45,19586,OK,10/15/18 18:45,1403,OK,10/15/18 18:45,2097065,OK,10/15/18 18:45,5.659999847,OK,10/15/18 18:45,209345,OK,10/15/18 18:45,4.960000038,OK,10/15/18 18:45,58.4600029,OK,10/15/18 18:45,1557208,OK,10/15/18 18:45,7.090734959,OK,10/15/18 18:45,289.8188477,OK,10/15/18 18:45,5535424.5,OK,10/15/18 18:45,55897640,OK,10/15/18 18:45,104.5009308,OK,10/15/18 18:45,111.5916748,OK,10/15/18 18:45,82.52347661,OK,10/15/18 18:45,116.0821838,OK,10/15/18 18:45,11332599,OK,
10/15/18 19:00,19587,OK,10/15/18 19:00,394640,OK,10/15/18 19:00,0,OK,10/15/18 19:00,6.879930019,OK,10/15/18 19:00,8.247814178,OK,10/15/18 19:00,944384.75,OK,10/15/18 19:00,48.13475037,OK,10/15/18 19:00,41.25482178,OK,10/15/18 19:00,28.60891974,OK,,,,,,,,,,10/15/18 19:00,0,OK,10/15/18 19:00,0,OK,10/15/18 19:00,0,OK,10/15/18 19:00,150.6608734,OK,10/15/18 19:00,72323.25,OK,10/15/18 19:00,9.481870949,OK,10/15/18 19:00,19587,OK,10/15/18 19:00,1424,OK,10/15/18 19:00,2097098,OK,10/15/18 19:00,5.670000076,OK,10/15/18 19:00,209348,OK,10/15/18 19:00,5.259999752,OK,10/15/18 19:00,58.61999893,OK,10/15/18 19:00,1557231,OK,10/15/18 19:00,3.973586559,OK,10/15/18 19:00,160.9030304,OK,10/15/18 19:00,5535490,OK,10/15/18 19:00,55907932,OK,10/15/18 19:00,109.9643173,OK,10/15/18 19:00,113.9379044,OK,10/15/18 19:00,81.80248237,OK,10/15/18 19:00,98.84684372,OK,10/15/18 19:00,11332617,OK,
