OSU_RTS.MDBUS_C1.252_CDT Time [SNAP],OSU_RTS.MDBUS_C1.252_CDT Value [SNAP],OSU_RTS.MDBUS_C1.252_CDT Status [SNAP],OSU_RTS.MDBUS_C1.252_CHF Time [SNAP],OSU_RTS.MDBUS_C1.252_CHF Value [SNAP],OSU_RTS.MDBUS_C1.252_CHF Status [SNAP],OSU_RTS.MDBUS_C1.252_CHT Time [SNAP],OSU_RTS.MDBUS_C1.252_CHT Value [SNAP],OSU_RTS.MDBUS_C1.252_CHT Status [SNAP],OSU_RTS.MDBUS_C1.252_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.252_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.252_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.252_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.252_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.252_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.252_CVF Time [SNAP],OSU_RTS.MDBUS_C1.252_CVF Value [SNAP],OSU_RTS.MDBUS_C1.252_CVF Status [SNAP],OSU_RTS.MDBUS_C1.252_HF Time [SNAP],OSU_RTS.MDBUS_C1.252_HF Value [SNAP],OSU_RTS.MDBUS_C1.252_HF Status [SNAP],OSU_RTS.MDBUS_C1.252_HGT Time [SNAP],OSU_RTS.MDBUS_C1.252_HGT Value [SNAP],OSU_RTS.MDBUS_C1.252_HGT Status [SNAP],OSU_RTS.MDBUS_E1.252E1 Time [SNAP],OSU_RTS.MDBUS_E1.252E1 Value [SNAP],OSU_RTS.MDBUS_E1.252E1 Status [SNAP],OSU_RTS.MDBUS_E1.252E1_L Time [SNAP],OSU_RTS.MDBUS_E1.252E1_L Value [SNAP],OSU_RTS.MDBUS_E1.252E1_L Status [SNAP],OSU_RTS.MDBUS_RT.252S_CON Time [SNAP],OSU_RTS.MDBUS_RT.252S_CON Value [SNAP],OSU_RTS.MDBUS_RT.252S_CON Status [SNAP],OSU_RTS.MDBUS_RT.252S_DP Time [SNAP],OSU_RTS.MDBUS_RT.252S_DP Value [SNAP],OSU_RTS.MDBUS_RT.252S_DP Status [SNAP],OSU_RTS.MDBUS_RT.252S_FLO Time [SNAP],OSU_RTS.MDBUS_RT.252S_FLO Value [SNAP],OSU_RTS.MDBUS_RT.252S_FLO Status [SNAP],OSU_RTS.MDBUS_RT.252S_HF Time [SNAP],OSU_RTS.MDBUS_RT.252S_HF Value [SNAP],OSU_RTS.MDBUS_RT.252S_HF Status [SNAP],OSU_RTS.MDBUS_RT.252S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.252S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.252S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.252S_HSE Time [SNAP],OSU_RTS.MDBUS_RT.252S_HSE Value [SNAP],OSU_RTS.MDBUS_RT.252S_HSE Status [SNAP],OSU_RTS.MDBUS_RT.252S_P Time [SNAP],OSU_RTS.MDBUS_RT.252S_P Value [SNAP],OSU_RTS.MDBUS_RT.252S_P Status [SNAP],OSU_RTS.MDBUS_RT.252S_T Time [SNAP],OSU_RTS.MDBUS_RT.252S_T Value [SNAP],OSU_RTS.MDBUS_RT.252S_T Status [SNAP],Comments
10/15/18 0:00,2.151452065,OK,10/15/18 0:00,22.74949646,OK,10/15/18 0:00,3372897.25,OK,10/15/18 0:00,44.59571075,OK,10/15/18 0:00,42.44425964,OK,10/15/18 0:00,252.4224637,OK,10/15/18 0:00,272.9939575,OK,10/15/18 0:00,40474767,OK,10/15/18 0:00,2520649,OK,10/15/18 0:00,85,OK,10/15/18 0:00,86649.52344,OK,10/15/18 0:00,18.48112488,OK,10/15/18 0:00,0.46286496,OK,10/15/18 0:00,0,OK,10/15/18 0:00,0,OK,10/15/18 0:00,0,OK,10/15/18 0:00,183.7388763,OK,10/15/18 0:00,381.7429199,OK,
10/15/18 0:15,2.123438835,OK,10/15/18 0:15,22.0305233,OK,10/15/18 0:15,3372902.75,OK,10/15/18 0:15,44.49927521,OK,10/15/18 0:15,42.37583923,OK,10/15/18 0:15,247.6696017,OK,10/15/18 0:15,264.3662796,OK,10/15/18 0:15,40474833,OK,10/15/18 0:15,2520672,OK,10/15/18 0:15,87,OK,10/15/18 0:15,86649.63281,OK,10/15/18 0:15,17.73339462,OK,10/15/18 0:15,0.434516815,OK,10/15/18 0:15,0,OK,10/15/18 0:15,0,OK,10/15/18 0:15,0,OK,10/15/18 0:15,182.7245483,OK,10/15/18 0:15,380.7894897,OK,
10/15/18 0:30,2.303034782,OK,10/15/18 0:30,24.00712585,OK,10/15/18 0:30,3372908.5,OK,10/15/18 0:30,44.77355957,OK,10/15/18 0:30,42.47052002,OK,10/15/18 0:30,248.8439905,OK,10/15/18 0:30,288.0855103,OK,10/15/18 0:30,40474902,OK,10/15/18 0:30,2520694,OK,10/15/18 0:30,83,OK,10/15/18 0:30,86649.74219,OK,10/15/18 0:30,13.69650269,OK,10/15/18 0:30,0.333748138,OK,10/15/18 0:30,0,OK,10/15/18 0:30,0,OK,10/15/18 0:30,0,OK,10/15/18 0:30,183.6341095,OK,10/15/18 0:30,380.6213684,OK,
10/15/18 0:45,2.078519344,OK,10/15/18 0:45,21.47587585,OK,10/15/18 0:45,3372914,OK,10/15/18 0:45,44.70472717,OK,10/15/18 0:45,42.62620544,OK,10/15/18 0:45,246.9626377,OK,10/15/18 0:45,257.7105103,OK,10/15/18 0:45,40474968,OK,10/15/18 0:45,2520717,OK,10/15/18 0:45,87,OK,10/15/18 0:45,86649.85156,OK,10/15/18 0:45,14.0658474,OK,10/15/18 0:45,0.342201141,OK,10/15/18 0:45,0,OK,10/15/18 0:45,0,OK,10/15/18 0:45,0,OK,10/15/18 0:45,182.9010925,OK,10/15/18 0:45,380.1812744,OK,
10/15/18 1:00,2.384103775,OK,10/15/18 1:00,24.81137657,OK,10/15/18 1:00,3372919.75,OK,10/15/18 1:00,44.68306351,OK,10/15/18 1:00,42.29895782,OK,10/15/18 1:00,248.4352258,OK,10/15/18 1:00,297.7365189,OK,10/15/18 1:00,40475037,OK,10/15/18 1:00,2520741,OK,10/15/18 1:00,84,OK,10/15/18 1:00,86649.96094,OK,10/15/18 1:00,13.78602219,OK,10/15/18 1:00,0.336744202,OK,10/15/18 1:00,0,OK,10/15/18 1:00,0,OK,10/15/18 1:00,0,OK,10/15/18 1:00,183.4664764,OK,10/15/18 1:00,381.0360718,OK,
10/15/18 1:15,2.274984598,OK,10/15/18 1:15,23.60801315,OK,10/15/18 1:15,3372925.5,OK,10/15/18 1:15,44.7328949,OK,10/15/18 1:15,42.45790863,OK,10/15/18 1:15,247.7236555,OK,10/15/18 1:15,283.2961578,OK,10/15/18 1:15,40475106,OK,10/15/18 1:15,2520762,OK,10/15/18 1:15,91,OK,10/15/18 1:15,86650.07813,OK,10/15/18 1:15,13.65987968,OK,10/15/18 1:15,0.333206421,OK,10/15/18 1:15,0,OK,10/15/18 1:15,0,OK,10/15/18 1:15,0,OK,10/15/18 1:15,184.0549469,OK,10/15/18 1:15,380.8534241,OK,
10/15/18 1:30,2.252953053,OK,10/15/18 1:30,23.10147476,OK,10/15/18 1:30,3372931.5,OK,10/15/18 1:30,44.68846893,OK,10/15/18 1:30,42.43551636,OK,10/15/18 1:30,244.7794886,OK,10/15/18 1:30,277.2176971,OK,10/15/18 1:30,40475178,OK,10/15/18 1:30,2520785,OK,10/15/18 1:30,89,OK,10/15/18 1:30,86650.1875,OK,10/15/18 1:30,14.80093575,OK,10/15/18 1:30,0.374858459,OK,10/15/18 1:30,0,OK,10/15/18 1:30,0,OK,10/15/18 1:30,0,OK,10/15/18 1:30,182.9207611,OK,10/15/18 1:30,380.3657227,OK,
10/15/18 1:45,2.395387411,OK,10/15/18 1:45,24.74377632,OK,10/15/18 1:45,3372937.5,OK,10/15/18 1:45,44.79013824,OK,10/15/18 1:45,42.3947525,OK,10/15/18 1:45,246.591211,OK,10/15/18 1:45,296.9253159,OK,10/15/18 1:45,40475250,OK,10/15/18 1:45,2520809,OK,10/15/18 1:45,87,OK,10/15/18 1:45,86650.29688,OK,10/15/18 1:45,21.13883972,OK,10/15/18 1:45,0.551115662,OK,10/15/18 1:45,0,OK,10/15/18 1:45,0,OK,10/15/18 1:45,0,OK,10/15/18 1:45,184.0065155,OK,10/15/18 1:45,380.946228,OK,
10/15/18 2:00,2.288381577,OK,10/15/18 2:00,23.41979408,OK,10/15/18 2:00,3372943.5,OK,10/15/18 2:00,44.80393982,OK,10/15/18 2:00,42.51556015,OK,10/15/18 2:00,244.3103549,OK,10/15/18 2:00,281.037529,OK,10/15/18 2:00,40475322,OK,10/15/18 2:00,2520831,OK,10/15/18 2:00,123,OK,10/15/18 2:00,86650.39844,OK,10/15/18 2:00,22.25623703,OK,10/15/18 2:00,0.570932983,OK,10/15/18 2:00,0,OK,10/15/18 2:00,0,OK,10/15/18 2:00,0,OK,10/15/18 2:00,183.4335785,OK,10/15/18 2:00,380.2611389,OK,
10/15/18 2:15,2.408932686,OK,10/15/18 2:15,24.87020493,OK,10/15/18 2:15,3372949.75,OK,10/15/18 2:15,44.64596176,OK,10/15/18 2:15,42.23703003,OK,10/15/18 2:15,246.4575983,OK,10/15/18 2:15,298.4424591,OK,10/15/18 2:15,40475397,OK,10/15/18 2:15,2520853,OK,10/15/18 2:15,87,OK,10/15/18 2:15,86650.5,OK,10/15/18 2:15,23.82183456,OK,10/15/18 2:15,0.615965393,OK,10/15/18 2:15,0,OK,10/15/18 2:15,0,OK,10/15/18 2:15,0,OK,10/15/18 2:15,182.9654999,OK,10/15/18 2:15,380.5453796,OK,
10/15/18 2:30,2.423529148,OK,10/15/18 2:30,24.91903114,OK,10/15/18 2:30,3372955.5,OK,10/15/18 2:30,44.95035934,OK,10/15/18 2:30,42.52683258,OK,10/15/18 2:30,245.4540464,OK,10/15/18 2:30,299.0283737,OK,10/15/18 2:30,40475466,OK,10/15/18 2:30,2520876,OK,10/15/18 2:30,86,OK,10/15/18 2:30,86650.61719,OK,10/15/18 2:30,13.79781342,OK,10/15/18 2:30,0.33387323,OK,10/15/18 2:30,0,OK,10/15/18 2:30,0,OK,10/15/18 2:30,0,OK,10/15/18 2:30,183.1851349,OK,10/15/18 2:30,380.3079224,OK,
10/15/18 2:45,2.3494699,OK,10/15/18 2:45,23.46953583,OK,10/15/18 2:45,3372961.75,OK,10/15/18 2:45,44.88272858,OK,10/15/18 2:45,42.53326035,OK,10/15/18 2:45,238.4634769,OK,10/15/18 2:45,281.6344299,OK,10/15/18 2:45,40475541,OK,10/15/18 2:45,2520898,OK,10/15/18 2:45,85,OK,10/15/18 2:45,86650.71875,OK,10/15/18 2:45,13.9036684,OK,10/15/18 2:45,0.338499023,OK,10/15/18 2:45,0,OK,10/15/18 2:45,0,OK,10/15/18 2:45,0,OK,10/15/18 2:45,183.2395477,OK,10/15/18 2:45,380.1449585,OK,
10/15/18 3:00,2.249826431,OK,10/15/18 3:00,22.92754555,OK,10/15/18 3:00,3372968,OK,10/15/18 3:00,44.80681229,OK,10/15/18 3:00,42.55698395,OK,10/15/18 3:00,243.2743641,OK,10/15/18 3:00,275.1305466,OK,10/15/18 3:00,40475616,OK,10/15/18 3:00,2520921,OK,10/15/18 3:00,87,OK,10/15/18 3:00,86650.82813,OK,10/15/18 3:00,16.77791977,OK,10/15/18 3:00,0.416265869,OK,10/15/18 3:00,0,OK,10/15/18 3:00,0,OK,10/15/18 3:00,0,OK,10/15/18 3:00,184.1740417,OK,10/15/18 3:00,380.6656189,OK,
10/15/18 3:15,2.794104576,OK,10/15/18 3:15,28.66968918,OK,10/15/18 3:15,3372974.5,OK,10/15/18 3:15,44.86070251,OK,10/15/18 3:15,42.0666008,OK,10/15/18 3:15,244.526619,OK,10/15/18 3:15,344.0362701,OK,10/15/18 3:15,40475694,OK,10/15/18 3:15,2520943,OK,10/15/18 3:15,86,OK,10/15/18 3:15,86650.9375,OK,10/15/18 3:15,17.66292191,OK,10/15/18 3:15,0.43472348,OK,10/15/18 3:15,0,OK,10/15/18 3:15,0,OK,10/15/18 3:15,0,OK,10/15/18 3:15,182.6224518,OK,10/15/18 3:15,380.1488647,OK,
10/15/18 3:30,2.50457859,OK,10/15/18 3:30,25.27319908,OK,10/15/18 3:30,3372981.25,OK,10/15/18 3:30,44.4550209,OK,10/15/18 3:30,41.95043945,OK,10/15/18 3:30,240.8873046,OK,10/15/18 3:30,303.278389,OK,10/15/18 3:30,40475775,OK,10/15/18 3:30,2520966,OK,10/15/18 3:30,86,OK,10/15/18 3:30,86651.04688,OK,10/15/18 3:30,13.53599072,OK,10/15/18 3:30,0.329340546,OK,10/15/18 3:30,0,OK,10/15/18 3:30,0,OK,10/15/18 3:30,0,OK,10/15/18 3:30,184.2080383,OK,10/15/18 3:30,380.5644531,OK,
10/15/18 3:45,2.631696224,OK,10/15/18 3:45,26.91987228,OK,10/15/18 3:45,3372987.5,OK,10/15/18 3:45,44.97575378,OK,10/15/18 3:45,42.34406281,OK,10/15/18 3:45,244.1879566,OK,10/15/18 3:45,323.0384674,OK,10/15/18 3:45,40475850,OK,10/15/18 3:45,2520988,OK,10/15/18 3:45,88,OK,10/15/18 3:45,86651.14844,OK,10/15/18 3:45,19.42158127,OK,10/15/18 3:45,0.48914978,OK,10/15/18 3:45,0,OK,10/15/18 3:45,0,OK,10/15/18 3:45,0,OK,10/15/18 3:45,184.0310364,OK,10/15/18 3:45,380.4361877,OK,
10/15/18 4:00,2.640627623,OK,10/15/18 4:00,27.00521088,OK,10/15/18 4:00,3372994,OK,10/15/18 4:00,45.32350159,OK,10/15/18 4:00,42.68287277,OK,10/15/18 4:00,244.1339353,OK,10/15/18 4:00,324.0625305,OK,10/15/18 4:00,40475928,OK,10/15/18 4:00,2521010,OK,10/15/18 4:00,88,OK,10/15/18 4:00,86651.25781,OK,10/15/18 4:00,13.59097481,OK,10/15/18 4:00,0.330892426,OK,10/15/18 4:00,0,OK,10/15/18 4:00,0,OK,10/15/18 4:00,0,OK,10/15/18 4:00,183.3438416,OK,10/15/18 4:00,380.158783,OK,
10/15/18 4:15,2.691547871,OK,10/15/18 4:15,27.47152138,OK,10/15/18 4:15,3373001,OK,10/15/18 4:15,45.02347565,OK,10/15/18 4:15,42.33193207,OK,10/15/18 4:15,243.6512434,OK,10/15/18 4:15,329.6582565,OK,10/15/18 4:15,40476012,OK,10/15/18 4:15,2521033,OK,10/15/18 4:15,84,OK,10/15/18 4:15,86651.35938,OK,10/15/18 4:15,13.81009674,OK,10/15/18 4:15,0.335377045,OK,10/15/18 4:15,0,OK,10/15/18 4:15,0,OK,10/15/18 4:15,0,OK,10/15/18 4:15,182.2763367,OK,10/15/18 4:15,379.8335266,OK,
10/15/18 4:30,2.870662451,OK,10/15/18 4:30,29.608881,OK,10/15/18 4:30,3373007.5,OK,10/15/18 4:30,45.57051849,OK,10/15/18 4:30,42.69985962,OK,10/15/18 4:30,246.2471286,OK,10/15/18 4:30,355.306572,OK,10/15/18 4:30,40476090,OK,10/15/18 4:30,2521056,OK,10/15/18 4:30,120,OK,10/15/18 4:30,86651.46094,OK,10/15/18 4:30,14.41594505,OK,10/15/18 4:30,0.351353516,OK,10/15/18 4:30,0,OK,10/15/18 4:30,0,OK,10/15/18 4:30,0,OK,10/15/18 4:30,183.9686737,OK,10/15/18 4:30,380.3459473,OK,
10/15/18 4:45,3.201045036,OK,10/15/18 4:45,33.32712936,OK,10/15/18 4:45,3373013.5,OK,10/15/18 4:45,48.22216034,OK,10/15/18 4:45,45.02111435,OK,10/15/18 4:45,249.0685555,OK,10/15/18 4:45,399.9255524,OK,10/15/18 4:45,40476162,OK,10/15/18 4:45,2521077,OK,10/15/18 4:45,84,OK,10/15/18 4:45,86651.5625,OK,10/15/18 4:45,13.26913261,OK,10/15/18 4:45,0.322981995,OK,10/15/18 4:45,0,OK,10/15/18 4:45,0,OK,10/15/18 4:45,0,OK,10/15/18 4:45,183.3573151,OK,10/15/18 4:45,380.0868225,OK,
10/15/18 5:00,2.573473454,OK,10/15/18 5:00,26.06548119,OK,10/15/18 5:00,3373021.75,OK,10/15/18 5:00,45.58435059,OK,10/15/18 5:00,43.01087952,OK,10/15/18 5:00,241.8177757,OK,10/15/18 5:00,312.7857742,OK,10/15/18 5:00,40476261,OK,10/15/18 5:00,2521098,OK,10/15/18 5:00,83,OK,10/15/18 5:00,86651.67188,OK,10/15/18 5:00,13.93896103,OK,10/15/18 5:00,0.339564697,OK,10/15/18 5:00,0,OK,10/15/18 5:00,0,OK,10/15/18 5:00,0,OK,10/15/18 5:00,183.4625092,OK,10/15/18 5:00,380.34729,OK,
10/15/18 5:15,3.487064362,OK,10/15/18 5:15,35.93695068,OK,10/15/18 5:15,3373029.25,OK,10/15/18 5:15,46.08843613,OK,10/15/18 5:15,42.60137177,OK,10/15/18 5:15,246.1288808,OK,10/15/18 5:15,431.2434082,OK,10/15/18 5:15,40476351,OK,10/15/18 5:15,2521120,OK,10/15/18 5:15,125,OK,10/15/18 5:15,86652.08594,OK,10/15/18 5:15,54.91131592,OK,10/15/18 5:15,1.527293335,OK,10/15/18 5:15,0,OK,10/15/18 5:15,0,OK,10/15/18 5:15,0,OK,10/15/18 5:15,181.1398773,OK,10/15/18 5:15,437.4291992,OK,
10/15/18 5:30,3.763570786,OK,10/15/18 5:30,38.47200394,OK,10/15/18 5:30,3373039,OK,10/15/18 5:30,46.22022247,OK,10/15/18 5:30,42.45665359,OK,10/15/18 5:30,244.1463054,OK,10/15/18 5:30,461.6640472,OK,10/15/18 5:30,40476468,OK,10/15/18 5:30,2521143,OK,10/15/18 5:30,92,OK,10/15/18 5:30,86652.39063,OK,10/15/18 5:30,46.9861145,OK,10/15/18 5:30,1.27147583,OK,10/15/18 5:30,0,OK,10/15/18 5:30,0,OK,10/15/18 5:30,0,OK,10/15/18 5:30,181.8236847,OK,10/15/18 5:30,451.5910034,OK,
10/15/18 5:45,3.941614628,OK,10/15/18 5:45,40.37627411,OK,10/15/18 5:45,3373049.25,OK,10/15/18 5:45,46.41471863,OK,10/15/18 5:45,42.47310638,OK,10/15/18 5:45,244.6811468,OK,10/15/18 5:45,484.5152893,OK,10/15/18 5:45,40476591,OK,10/15/18 5:45,2521168,OK,10/15/18 5:45,96,OK,10/15/18 5:45,86652.70313,OK,10/15/18 5:45,46.50962067,OK,10/15/18 5:45,1.253140015,OK,10/15/18 5:45,0,OK,10/15/18 5:45,0,OK,10/15/18 5:45,0,OK,10/15/18 5:45,181.8707733,OK,10/15/18 5:45,457.4095764,OK,
10/15/18 6:00,4.186181068,OK,10/15/18 6:00,42.56643677,OK,10/15/18 6:00,3373059.75,OK,10/15/18 6:00,46.46474838,OK,10/15/18 6:00,42.27856827,OK,10/15/18 6:00,242.8818432,OK,10/15/18 6:00,510.7972412,OK,10/15/18 6:00,40476717,OK,10/15/18 6:00,2521190,OK,10/15/18 6:00,87,OK,10/15/18 6:00,86653.01563,OK,10/15/18 6:00,46.74043655,OK,10/15/18 6:00,1.2580625,OK,10/15/18 6:00,0,OK,10/15/18 6:00,0,OK,10/15/18 6:00,0,OK,10/15/18 6:00,181.889328,OK,10/15/18 6:00,460.1608887,OK,
10/15/18 6:15,4.339271545,OK,10/15/18 6:15,42.71179581,OK,10/15/18 6:15,3373070.25,OK,10/15/18 6:15,46.68441772,OK,10/15/18 6:15,42.34514618,OK,10/15/18 6:15,235.1372222,OK,10/15/18 6:15,512.5415497,OK,10/15/18 6:15,40476843,OK,10/15/18 6:15,2521214,OK,10/15/18 6:15,104,OK,10/15/18 6:15,86653.32813,OK,10/15/18 6:15,44.07474518,OK,10/15/18 6:15,1.176553345,OK,10/15/18 6:15,0,OK,10/15/18 6:15,0,OK,10/15/18 6:15,0,OK,10/15/18 6:15,181.7715607,OK,10/15/18 6:15,462.9593506,OK,
10/15/18 6:30,4.51697588,OK,10/15/18 6:30,43.98705673,OK,10/15/18 6:30,3373080.75,OK,10/15/18 6:30,47.27694702,OK,10/15/18 6:30,42.7599678,OK,10/15/18 6:30,232.7000966,OK,10/15/18 6:30,527.8446808,OK,10/15/18 6:30,40476969,OK,10/15/18 6:30,2521240,OK,10/15/18 6:30,99,OK,10/15/18 6:30,86653.63281,OK,10/15/18 6:30,45.5928154,OK,10/15/18 6:30,1.217429077,OK,10/15/18 6:30,0,OK,10/15/18 6:30,0,OK,10/15/18 6:30,0,OK,10/15/18 6:30,180.8339844,OK,10/15/18 6:30,464.3889465,OK,
10/15/18 6:45,5.044481754,OK,10/15/18 6:45,49.93386078,OK,10/15/18 6:45,3373092.25,OK,10/15/18 6:45,48.22932434,OK,10/15/18 6:45,43.18484116,OK,10/15/18 6:45,236.6217083,OK,10/15/18 6:45,599.2063293,OK,10/15/18 6:45,40477107,OK,10/15/18 6:45,2521266,OK,10/15/18 6:45,96,OK,10/15/18 6:45,86653.94531,OK,10/15/18 6:45,44.65829468,OK,10/15/18 6:45,1.19225061,OK,10/15/18 6:45,0,OK,10/15/18 6:45,0,OK,10/15/18 6:45,0,OK,10/15/18 6:45,182.1190338,OK,10/15/18 6:45,466.9784241,OK,
10/15/18 7:00,4.46418047,OK,10/15/18 7:00,43.38066101,OK,10/15/18 7:00,3373104.25,OK,10/15/18 7:00,46.73880768,OK,10/15/18 7:00,42.27462769,OK,10/15/18 7:00,232.1677129,OK,10/15/18 7:00,520.5679321,OK,10/15/18 7:00,40477251,OK,10/15/18 7:00,2521293,OK,10/15/18 7:00,104,OK,10/15/18 7:00,86654.24219,OK,10/15/18 7:00,44.52492905,OK,10/15/18 7:00,1.185226563,OK,10/15/18 7:00,0,OK,10/15/18 7:00,0,OK,10/15/18 7:00,0,OK,10/15/18 7:00,181.3671722,OK,10/15/18 7:00,467.8795166,OK,
10/15/18 7:15,4.895589828,OK,10/15/18 7:15,48.15183258,OK,10/15/18 7:15,3373115.75,OK,10/15/18 7:15,47.10292435,OK,10/15/18 7:15,42.20733643,OK,10/15/18 7:15,234.9935181,OK,10/15/18 7:15,577.821991,OK,10/15/18 7:15,40477389,OK,10/15/18 7:15,2521317,OK,10/15/18 7:15,97,OK,10/15/18 7:15,86654.53906,OK,10/15/18 7:15,44.92739868,OK,10/15/18 7:15,1.196139526,OK,10/15/18 7:15,0,OK,10/15/18 7:15,0,OK,10/15/18 7:15,0,OK,10/15/18 7:15,181.5813599,OK,10/15/18 7:15,468.4559937,OK,
10/15/18 7:30,4.83261013,OK,10/15/18 7:30,47.60228729,OK,10/15/18 7:30,3373127.5,OK,10/15/18 7:30,47.10941315,OK,10/15/18 7:30,42.27680206,OK,10/15/18 7:30,235.3423207,OK,10/15/18 7:30,571.2274475,OK,10/15/18 7:30,40477530,OK,10/15/18 7:30,2521343,OK,10/15/18 7:30,103,OK,10/15/18 7:30,86654.82813,OK,10/15/18 7:30,43.83913803,OK,10/15/18 7:30,1.162559814,OK,10/15/18 7:30,0,OK,10/15/18 7:30,0,OK,10/15/18 7:30,0,OK,10/15/18 7:30,181.2521973,OK,10/15/18 7:30,468.62323,OK,
10/15/18 7:45,4.739507675,OK,10/15/18 7:45,46.60438156,OK,10/15/18 7:45,3373139.5,OK,10/15/18 7:45,47.07570648,OK,10/15/18 7:45,42.33620071,OK,10/15/18 7:45,234.934614,OK,10/15/18 7:45,559.2525787,OK,10/15/18 7:45,40477674,OK,10/15/18 7:45,2521372,OK,10/15/18 7:45,108,OK,10/15/18 7:45,86655.11719,OK,10/15/18 7:45,41.44702148,OK,10/15/18 7:45,1.092866821,OK,10/15/18 7:45,0,OK,10/15/18 7:45,0,OK,10/15/18 7:45,0,OK,10/15/18 7:45,181.2198944,OK,10/15/18 7:45,469.4191284,OK,
10/15/18 8:00,4.953819275,OK,10/15/18 8:00,50.5840683,OK,10/15/18 8:00,3373151.5,OK,10/15/18 8:00,47.31295776,OK,10/15/18 8:00,42.35913849,OK,10/15/18 8:00,243.9846485,OK,10/15/18 8:00,607.0088196,OK,10/15/18 8:00,40477818,OK,10/15/18 8:00,2521403,OK,10/15/18 8:00,150,OK,10/15/18 8:00,86655.39063,OK,10/15/18 8:00,42.35030746,OK,10/15/18 8:00,1.112878784,OK,10/15/18 8:00,0,OK,10/15/18 8:00,0,OK,10/15/18 8:00,0,OK,10/15/18 8:00,182.2984772,OK,10/15/18 8:00,468.7956238,OK,
10/15/18 8:15,4.789299488,OK,10/15/18 8:15,47.09234619,OK,10/15/18 8:15,3373163.5,OK,10/15/18 8:15,47.26869965,OK,10/15/18 8:15,42.47940063,OK,10/15/18 8:15,234.9476513,OK,10/15/18 8:15,565.1081543,OK,10/15/18 8:15,40477962,OK,10/15/18 8:15,2521432,OK,10/15/18 8:15,112,OK,10/15/18 8:15,86655.66406,OK,10/15/18 8:15,42.44120026,OK,10/15/18 8:15,1.12325061,OK,10/15/18 8:15,0,OK,10/15/18 8:15,0,OK,10/15/18 8:15,0,OK,10/15/18 8:15,181.6468048,OK,10/15/18 8:15,467.9530029,OK,
10/15/18 8:30,4.896145821,OK,10/15/18 8:30,48.43057632,OK,10/15/18 8:30,3373175.5,OK,10/15/18 8:30,47.15952301,OK,10/15/18 8:30,42.26337433,OK,10/15/18 8:30,236.3335189,OK,10/15/18 8:30,581.1669159,OK,10/15/18 8:30,40478106,OK,10/15/18 8:30,2521461,OK,10/15/18 8:30,111,OK,10/15/18 8:30,86655.92969,OK,10/15/18 8:30,38.35966492,OK,10/15/18 8:30,1.007890381,OK,10/15/18 8:30,0,OK,10/15/18 8:30,0,OK,10/15/18 8:30,0,OK,10/15/18 8:30,183.071106,OK,10/15/18 8:30,467.6242676,OK,
10/15/18 8:45,4.885686874,OK,10/15/18 8:45,47.77916718,OK,10/15/18 8:45,3373187.5,OK,10/15/18 8:45,47.12036896,OK,10/15/18 8:45,42.23468018,OK,10/15/18 8:45,233.4442033,OK,10/15/18 8:45,573.3500061,OK,10/15/18 8:45,40478250,OK,10/15/18 8:45,2521490,OK,10/15/18 8:45,106,OK,10/15/18 8:45,86656.1875,OK,10/15/18 8:45,37.23001099,OK,10/15/18 8:45,0.974129822,OK,10/15/18 8:45,0,OK,10/15/18 8:45,0,OK,10/15/18 8:45,0,OK,10/15/18 8:45,182.6946259,OK,10/15/18 8:45,466.1607056,OK,
10/15/18 9:00,4.856884956,OK,10/15/18 9:00,48.35432053,OK,10/15/18 9:00,3373199.5,OK,10/15/18 9:00,47.12397385,OK,10/15/18 9:00,42.26708984,OK,10/15/18 9:00,237.7972526,OK,10/15/18 9:00,580.2518463,OK,10/15/18 9:00,40478394,OK,10/15/18 9:00,2521518,OK,10/15/18 9:00,110,OK,10/15/18 9:00,86656.4375,OK,10/15/18 9:00,36.58917999,OK,10/15/18 9:00,0.952854187,OK,10/15/18 9:00,0,OK,10/15/18 9:00,0,OK,10/15/18 9:00,0,OK,10/15/18 9:00,181.6137543,OK,10/15/18 9:00,465.0475464,OK,
10/15/18 9:15,4.758737564,OK,10/15/18 9:15,48.84839249,OK,10/15/18 9:15,3373211.25,OK,10/15/18 9:15,47.05617142,OK,10/15/18 9:15,42.29743195,OK,10/15/18 9:15,245.2484433,OK,10/15/18 9:15,586.1807098,OK,10/15/18 9:15,40478535,OK,10/15/18 9:15,2521548,OK,10/15/18 9:15,106,OK,10/15/18 9:15,86656.67969,OK,10/15/18 9:15,35.19665527,OK,10/15/18 9:15,0.914629211,OK,10/15/18 9:15,0,OK,10/15/18 9:15,0,OK,10/15/18 9:15,0,OK,10/15/18 9:15,182.5155182,OK,10/15/18 9:15,463.5765381,OK,
