OSU_RTS.MDBUS_C1.252_CDT Time [SNAP],OSU_RTS.MDBUS_C1.252_CDT Value [SNAP],OSU_RTS.MDBUS_C1.252_CDT Status [SNAP],OSU_RTS.MDBUS_C1.252_CHF Time [SNAP],OSU_RTS.MDBUS_C1.252_CHF Value [SNAP],OSU_RTS.MDBUS_C1.252_CHF Status [SNAP],OSU_RTS.MDBUS_C1.252_CHT Time [SNAP],OSU_RTS.MDBUS_C1.252_CHT Value [SNAP],OSU_RTS.MDBUS_C1.252_CHT Status [SNAP],OSU_RTS.MDBUS_C1.252_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.252_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.252_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.252_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.252_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.252_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.252_CVF Time [SNAP],OSU_RTS.MDBUS_C1.252_CVF Value [SNAP],OSU_RTS.MDBUS_C1.252_CVF Status [SNAP],OSU_RTS.MDBUS_C1.252_HF Time [SNAP],OSU_RTS.MDBUS_C1.252_HF Value [SNAP],OSU_RTS.MDBUS_C1.252_HF Status [SNAP],OSU_RTS.MDBUS_C1.252_HGT Time [SNAP],OSU_RTS.MDBUS_C1.252_HGT Value [SNAP],OSU_RTS.MDBUS_C1.252_HGT Status [SNAP],OSU_RTS.MDBUS_E1.252E1 Time [SNAP],OSU_RTS.MDBUS_E1.252E1 Value [SNAP],OSU_RTS.MDBUS_E1.252E1 Status [SNAP],OSU_RTS.MDBUS_E1.252E1_L Time [SNAP],OSU_RTS.MDBUS_E1.252E1_L Value [SNAP],OSU_RTS.MDBUS_E1.252E1_L Status [SNAP],OSU_RTS.MDBUS_RT.252S_CON Time [SNAP],OSU_RTS.MDBUS_RT.252S_CON Value [SNAP],OSU_RTS.MDBUS_RT.252S_CON Status [SNAP],OSU_RTS.MDBUS_RT.252S_DP Time [SNAP],OSU_RTS.MDBUS_RT.252S_DP Value [SNAP],OSU_RTS.MDBUS_RT.252S_DP Status [SNAP],OSU_RTS.MDBUS_RT.252S_FLO Time [SNAP],OSU_RTS.MDBUS_RT.252S_FLO Value [SNAP],OSU_RTS.MDBUS_RT.252S_FLO Status [SNAP],OSU_RTS.MDBUS_RT.252S_HF Time [SNAP],OSU_RTS.MDBUS_RT.252S_HF Value [SNAP],OSU_RTS.MDBUS_RT.252S_HF Status [SNAP],OSU_RTS.MDBUS_RT.252S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.252S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.252S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.252S_HSE Time [SNAP],OSU_RTS.MDBUS_RT.252S_HSE Value [SNAP],OSU_RTS.MDBUS_RT.252S_HSE Status [SNAP],OSU_RTS.MDBUS_RT.252S_P Time [SNAP],OSU_RTS.MDBUS_RT.252S_P Value [SNAP],OSU_RTS.MDBUS_RT.252S_P Status [SNAP],OSU_RTS.MDBUS_RT.252S_T Time [SNAP],OSU_RTS.MDBUS_RT.252S_T Value [SNAP],OSU_RTS.MDBUS_RT.252S_T Status [SNAP],Comments
10/16/18 3:45,2.049327374,OK,10/16/18 3:45,19.57927704,OK,10/16/18 3:45,3373743.75,OK,10/16/18 3:45,44.49438858,OK,10/16/18 3:45,42.44506073,OK,10/16/18 3:45,228.0724487,OK,10/16/18 3:45,234.9513245,OK,10/16/18 3:45,40484925,OK,10/16/18 3:45,2523574,OK,10/16/18 3:45,83,OK,10/16/18 3:45,86669.08594,OK,10/16/18 3:45,19.20789719,OK,10/16/18 3:45,0.459754913,OK,10/16/18 3:45,0,OK,10/16/18 3:45,0,OK,10/16/18 3:45,0,OK,10/16/18 3:45,177.8059845,OK,10/16/18 3:45,427.2397461,OK,
10/16/18 4:00,2.130737543,OK,10/16/18 4:00,20.34540367,OK,10/16/18 4:00,3373748.75,OK,10/16/18 4:00,44.42867279,OK,10/16/18 4:00,42.29793549,OK,10/16/18 4:00,227.9417007,OK,10/16/18 4:00,244.1448441,OK,10/16/18 4:00,40484985,OK,10/16/18 4:00,2523597,OK,10/16/18 4:00,83,OK,10/16/18 4:00,86669.25,OK,10/16/18 4:00,18.30082703,OK,10/16/18 4:00,0.435348846,OK,10/16/18 4:00,0,OK,10/16/18 4:00,0,OK,10/16/18 4:00,0,OK,10/16/18 4:00,177.7637177,OK,10/16/18 4:00,428.9199829,OK,
10/16/18 4:15,2.174133301,OK,10/16/18 4:15,20.52026939,OK,10/16/18 4:15,3373753.5,OK,10/16/18 4:15,44.45423508,OK,10/16/18 4:15,42.28010178,OK,10/16/18 4:15,225.3203429,OK,10/16/18 4:15,246.2523193,OK,10/16/18 4:15,40485042,OK,10/16/18 4:15,2523618,OK,10/16/18 4:15,84,OK,10/16/18 4:15,86669.42188,OK,10/16/18 4:15,25.00356102,OK,10/16/18 4:15,0.610672607,OK,10/16/18 4:15,0,OK,10/16/18 4:15,0,OK,10/16/18 4:15,0,OK,10/16/18 4:15,178.3468475,OK,10/16/18 4:15,432.0105896,OK,
10/16/18 4:30,2.122703075,OK,10/16/18 4:30,19.92047882,OK,10/16/18 4:30,3373758.5,OK,10/16/18 4:30,44.40745544,OK,10/16/18 4:30,42.28475189,OK,10/16/18 4:30,224.0260462,OK,10/16/18 4:30,239.0457458,OK,10/16/18 4:30,40485102,OK,10/16/18 4:30,2523640,OK,10/16/18 4:30,90,OK,10/16/18 4:30,86669.57813,OK,10/16/18 4:30,27.51980972,OK,10/16/18 4:30,0.691834595,OK,10/16/18 4:30,0,OK,10/16/18 4:30,0,OK,10/16/18 4:30,0,OK,10/16/18 4:30,178.3767548,OK,10/16/18 4:30,431.9143066,OK,
10/16/18 4:45,2.014090538,OK,10/16/18 4:45,18.67409515,OK,10/16/18 4:45,3373763.5,OK,10/16/18 4:45,44.42264938,OK,10/16/18 4:45,42.40856171,OK,10/16/18 4:45,221.334049,OK,10/16/18 4:45,224.0891418,OK,10/16/18 4:45,40485162,OK,10/16/18 4:45,2523663,OK,10/16/18 4:45,88,OK,10/16/18 4:45,86669.72656,OK,10/16/18 4:45,18.94979668,OK,10/16/18 4:45,0.449902313,OK,10/16/18 4:45,0,OK,10/16/18 4:45,0,OK,10/16/18 4:45,0,OK,10/16/18 4:45,179.7923584,OK,10/16/18 4:45,430.4936218,OK,
10/16/18 5:00,2.792140484,OK,10/16/18 5:00,26.09961128,OK,10/16/18 5:00,3373768,OK,10/16/18 5:00,45.61216354,OK,10/16/18 5:00,42.82002258,OK,10/16/18 5:00,223.1744178,OK,10/16/18 5:00,313.1953354,OK,10/16/18 5:00,40485216,OK,10/16/18 5:00,2523686,OK,10/16/18 5:00,88,OK,10/16/18 5:00,86669.88281,OK,10/16/18 5:00,30.62673187,OK,10/16/18 5:00,0.781619873,OK,10/16/18 5:00,0,OK,10/16/18 5:00,0,OK,10/16/18 5:00,0,OK,10/16/18 5:00,176.5011444,OK,10/16/18 5:00,430.7034912,OK,
10/16/18 5:15,2.327827692,OK,10/16/18 5:15,21.99009323,OK,10/16/18 5:15,3373773.5,OK,10/16/18 5:15,44.98550034,OK,10/16/18 5:15,42.65766907,OK,10/16/18 5:15,225.5087907,OK,10/16/18 5:15,263.8811188,OK,10/16/18 5:15,40485282,OK,10/16/18 5:15,2523708,OK,10/16/18 5:15,92,OK,10/16/18 5:15,86670.42188,OK,10/16/18 5:15,81.03037262,OK,10/16/18 5:15,2.256312988,OK,10/16/18 5:15,0,OK,10/16/18 5:15,0,OK,10/16/18 5:15,0,OK,10/16/18 5:15,174.7457581,OK,10/16/18 5:15,476.520752,OK,
10/16/18 5:30,2.98950386,OK,10/16/18 5:30,28.3684063,OK,10/16/18 5:30,3373779.75,OK,10/16/18 5:30,46.37080002,OK,10/16/18 5:30,43.38129425,OK,10/16/18 5:30,226.6999278,OK,10/16/18 5:30,340.4208755,OK,10/16/18 5:30,40485357,OK,10/16/18 5:30,2523733,OK,10/16/18 5:30,93,OK,10/16/18 5:30,86670.89844,OK,10/16/18 5:30,66.82523346,OK,10/16/18 5:30,1.816901611,OK,10/16/18 5:30,0,OK,10/16/18 5:30,0,OK,10/16/18 5:30,0,OK,10/16/18 5:30,176.2799377,OK,10/16/18 5:30,490.6722107,OK,
10/16/18 5:45,3.003548145,OK,10/16/18 5:45,28.44422913,OK,10/16/18 5:45,3373787,OK,10/16/18 5:45,46.27368927,OK,10/16/18 5:45,43.2701416,OK,10/16/18 5:45,226.9611472,OK,10/16/18 5:45,342.4430466,OK,10/16/18 5:45,40485444,OK,10/16/18 5:45,2523757,OK,10/16/18 5:45,97,OK,10/16/18 5:45,86671.35156,OK,10/16/18 5:45,65.36630249,OK,10/16/18 5:45,1.765099731,OK,10/16/18 5:45,0,OK,10/16/18 5:45,0,OK,10/16/18 5:45,0,OK,10/16/18 5:45,175.3604279,OK,10/16/18 5:45,495.0270386,OK,
10/16/18 6:00,3.083971977,OK,10/16/18 6:00,29.45959282,OK,10/16/18 6:00,3373794.5,OK,10/16/18 6:00,46.0294342,OK,10/16/18 6:00,42.94546509,OK,10/16/18 6:00,228.1411187,OK,10/16/18 6:00,353.5151138,OK,10/16/18 6:00,40485534,OK,10/16/18 6:00,2523781,OK,10/16/18 6:00,98,OK,10/16/18 6:00,86671.80469,OK,10/16/18 6:00,66.68804932,OK,10/16/18 6:00,1.802928101,OK,10/16/18 6:00,0,OK,10/16/18 6:00,0,OK,10/16/18 6:00,0,OK,10/16/18 6:00,175.312912,OK,10/16/18 6:00,498.0728149,OK,
10/16/18 6:15,3.277438641,OK,10/16/18 6:15,31.05919266,OK,10/16/18 6:15,3373801.75,OK,10/16/18 6:15,45.9847641,OK,10/16/18 6:15,42.7073288,OK,10/16/18 6:15,226.3166193,OK,10/16/18 6:15,372.7103119,OK,10/16/18 6:15,40485621,OK,10/16/18 6:15,2523806,OK,10/16/18 6:15,94,OK,10/16/18 6:15,86672.24219,OK,10/16/18 6:15,58.62173462,OK,10/16/18 6:15,1.561559082,OK,10/16/18 6:15,0,OK,10/16/18 6:15,0,OK,10/16/18 6:15,0,OK,10/16/18 6:15,175.6842499,OK,10/16/18 6:15,499.2485962,OK,
10/16/18 6:30,3.135475159,OK,10/16/18 6:30,29.84286308,OK,10/16/18 6:30,3373809.25,OK,10/16/18 6:30,45.64203644,OK,10/16/18 6:30,42.50656128,OK,10/16/18 6:30,227.2422726,OK,10/16/18 6:30,358.114357,OK,10/16/18 6:30,40485711,OK,10/16/18 6:30,2523834,OK,10/16/18 6:30,138,OK,10/16/18 6:30,86672.69531,OK,10/16/18 6:30,70.58274841,OK,10/16/18 6:30,1.920645752,OK,10/16/18 6:30,0,OK,10/16/18 6:30,0,OK,10/16/18 6:30,0,OK,10/16/18 6:30,175.2186737,OK,10/16/18 6:30,501.2470093,OK,
10/16/18 6:45,3.060982943,OK,10/16/18 6:45,29.19447899,OK,10/16/18 6:45,3373816.5,OK,10/16/18 6:45,45.46516418,OK,10/16/18 6:45,42.40418243,OK,10/16/18 6:45,227.563682,OK,10/16/18 6:45,350.3337479,OK,10/16/18 6:45,40485798,OK,10/16/18 6:45,2523859,OK,10/16/18 6:45,97,OK,10/16/18 6:45,86673.14844,OK,10/16/18 6:45,67.23120117,OK,10/16/18 6:45,1.818605469,OK,10/16/18 6:45,0,OK,10/16/18 6:45,0,OK,10/16/18 6:45,0,OK,10/16/18 6:45,176.7409058,OK,10/16/18 6:45,503.6138916,OK,
10/16/18 7:00,3.105230331,OK,10/16/18 7:00,29.76118851,OK,10/16/18 7:00,3373824,OK,10/16/18 7:00,45.35490417,OK,10/16/18 7:00,42.24967957,OK,10/16/18 7:00,228.5991845,OK,10/16/18 7:00,356.8300781,OK,10/16/18 7:00,40485888,OK,10/16/18 7:00,2523884,OK,10/16/18 7:00,97,OK,10/16/18 7:00,86673.59375,OK,10/16/18 7:00,64.01751709,OK,10/16/18 7:00,1.718776001,OK,10/16/18 7:00,0,OK,10/16/18 7:00,0,OK,10/16/18 7:00,0,OK,10/16/18 7:00,176.0566254,OK,10/16/18 7:00,505.1110229,OK,
10/16/18 7:15,3.25394702,OK,10/16/18 7:15,30.94846153,OK,10/16/18 7:15,3373831.5,OK,10/16/18 7:15,45.32505798,OK,10/16/18 7:15,42.07111359,OK,10/16/18 7:15,226.9631655,OK,10/16/18 7:15,371.2437515,OK,10/16/18 7:15,40485978,OK,10/16/18 7:15,2523910,OK,10/16/18 7:15,116,OK,10/16/18 7:15,86674.00781,OK,10/16/18 7:15,61.30643845,OK,10/16/18 7:15,1.640574463,OK,10/16/18 7:15,0,OK,10/16/18 7:15,0,OK,10/16/18 7:15,0,OK,10/16/18 7:15,176.5792084,OK,10/16/18 7:15,505.3405762,OK,
10/16/18 7:30,3.048099518,OK,10/16/18 7:30,29.4522953,OK,10/16/18 7:30,3373839,OK,10/16/18 7:30,45.37893677,OK,10/16/18 7:30,42.33083344,OK,10/16/18 7:30,230.6625233,OK,10/16/18 7:30,353.4275436,OK,10/16/18 7:30,40486068,OK,10/16/18 7:30,2523937,OK,10/16/18 7:30,94,OK,10/16/18 7:30,86674.40625,OK,10/16/18 7:30,57.1465683,OK,10/16/18 7:30,1.520008301,OK,10/16/18 7:30,0,OK,10/16/18 7:30,0,OK,10/16/18 7:30,0,OK,10/16/18 7:30,177.1956024,OK,10/16/18 7:30,504.9068298,OK,
10/16/18 7:45,3.067881107,OK,10/16/18 7:45,29.41430092,OK,10/16/18 7:45,3373846.5,OK,10/16/18 7:45,45.06455231,OK,10/16/18 7:45,41.99667358,OK,10/16/18 7:45,228.879724,OK,10/16/18 7:45,352.971611,OK,10/16/18 7:45,40486158,OK,10/16/18 7:45,2523965,OK,10/16/18 7:45,101,OK,10/16/18 7:45,86674.79688,OK,10/16/18 7:45,57.86444855,OK,10/16/18 7:45,1.540193726,OK,10/16/18 7:45,0,OK,10/16/18 7:45,0,OK,10/16/18 7:45,0,OK,10/16/18 7:45,176.916153,OK,10/16/18 7:45,504.9147644,OK,
10/16/18 8:00,3.123269081,OK,10/16/18 8:00,30.00861168,OK,10/16/18 8:00,3373853.5,OK,10/16/18 8:00,45.4748764,OK,10/16/18 8:00,42.35160828,OK,10/16/18 8:00,229.3674779,OK,10/16/18 8:00,360.1033401,OK,10/16/18 8:00,40486242,OK,10/16/18 8:00,2523994,OK,10/16/18 8:00,94,OK,10/16/18 8:00,86675.1875,OK,10/16/18 8:00,59.58027649,OK,10/16/18 8:00,1.58544397,OK,10/16/18 8:00,0,OK,10/16/18 8:00,0,OK,10/16/18 8:00,0,OK,10/16/18 8:00,175.5254364,OK,10/16/18 8:00,504.7246704,OK,
10/16/18 8:15,2.83528614,OK,10/16/18 8:15,27.33296013,OK,10/16/18 8:15,3373861,OK,10/16/18 8:15,45.11148071,OK,10/16/18 8:15,42.27619553,OK,10/16/18 8:15,230.1322555,OK,10/16/18 8:15,327.9955215,OK,10/16/18 8:15,40486332,OK,10/16/18 8:15,2524020,OK,10/16/18 8:15,98,OK,10/16/18 8:15,86675.55469,OK,10/16/18 8:15,54.71627045,OK,10/16/18 8:15,1.447739258,OK,10/16/18 8:15,0,OK,10/16/18 8:15,0,OK,10/16/18 8:15,0,OK,10/16/18 8:15,176.98703,OK,10/16/18 8:15,503.4152527,OK,
10/16/18 8:30,3.135122776,OK,10/16/18 8:30,30.09224129,OK,10/16/18 8:30,3373868.25,OK,10/16/18 8:30,45.20277786,OK,10/16/18 8:30,42.06765747,OK,10/16/18 8:30,229.1331307,OK,10/16/18 8:30,361.1068954,OK,10/16/18 8:30,40486419,OK,10/16/18 8:30,2524046,OK,10/16/18 8:30,105,OK,10/16/18 8:30,86675.92188,OK,10/16/18 8:30,51.71575165,OK,10/16/18 8:30,1.361791992,OK,10/16/18 8:30,0,OK,10/16/18 8:30,0,OK,10/16/18 8:30,0,OK,10/16/18 8:30,178.6089325,OK,10/16/18 8:30,503.130188,OK,
10/16/18 8:45,3.008513927,OK,10/16/18 8:45,29.04904556,OK,10/16/18 8:45,3373875.5,OK,10/16/18 8:45,45.52233124,OK,10/16/18 8:45,42.51381683,OK,10/16/18 8:45,228.9783262,OK,10/16/18 8:45,348.5885468,OK,10/16/18 8:45,40486506,OK,10/16/18 8:45,2524077,OK,10/16/18 8:45,110,OK,10/16/18 8:45,86676.24219,OK,10/16/18 8:45,45.02622986,OK,10/16/18 8:45,1.16227063,OK,10/16/18 8:45,0,OK,10/16/18 8:45,0,OK,10/16/18 8:45,0,OK,10/16/18 8:45,176.1067047,OK,10/16/18 8:45,499.8431396,OK,
10/16/18 9:00,2.895733356,OK,10/16/18 9:00,27.95287132,OK,10/16/18 9:00,3373882.75,OK,10/16/18 9:00,45.34397888,OK,10/16/18 9:00,42.44824219,OK,10/16/18 9:00,230.4386093,OK,10/16/18 9:00,335.4344559,OK,10/16/18 9:00,40486593,OK,10/16/18 9:00,2524106,OK,10/16/18 9:00,110,OK,10/16/18 9:00,86676.5625,OK,10/16/18 9:00,44.59028625,OK,10/16/18 9:00,1.159836548,OK,10/16/18 9:00,0,OK,10/16/18 9:00,0,OK,10/16/18 9:00,0,OK,10/16/18 9:00,179.0640564,OK,10/16/18 9:00,498.3744507,OK,
10/16/18 9:15,3.184054136,OK,10/16/18 9:15,30.71510506,OK,10/16/18 9:15,3373890,OK,10/16/18 9:15,45.61262894,OK,10/16/18 9:15,42.42857361,OK,10/16/18 9:15,230.3099935,OK,10/16/18 9:15,368.5812607,OK,10/16/18 9:15,40486680,OK,10/16/18 9:15,2524134,OK,10/16/18 9:15,109,OK,10/16/18 9:15,86676.85156,OK,10/16/18 9:15,44.19046783,OK,10/16/18 9:15,1.150458252,OK,10/16/18 9:15,0,OK,10/16/18 9:15,0,OK,10/16/18 9:15,0,OK,10/16/18 9:15,179.0955353,OK,10/16/18 9:15,494.8916626,OK,
10/16/18 9:30,3.088459492,OK,10/16/18 9:30,29.80945206,OK,10/16/18 9:30,3373897.5,OK,10/16/18 9:30,45.43029785,OK,10/16/18 9:30,42.34184265,OK,10/16/18 9:30,230.4091817,OK,10/16/18 9:30,357.7134247,OK,10/16/18 9:30,40486770,OK,10/16/18 9:30,2524165,OK,10/16/18 9:30,138,OK,10/16/18 9:30,86677.125,OK,10/16/18 9:30,39.99491501,OK,10/16/18 9:30,1.030382446,OK,10/16/18 9:30,0,OK,10/16/18 9:30,0,OK,10/16/18 9:30,0,OK,10/16/18 9:30,177.3942108,OK,10/16/18 9:30,490.5464478,OK,
10/16/18 9:45,3.088154316,OK,10/16/18 9:45,29.37845039,OK,10/16/18 9:45,3373904.75,OK,10/16/18 9:45,45.40630341,OK,10/16/18 9:45,42.31814575,OK,10/16/18 9:45,227.5947211,OK,10/16/18 9:45,352.5414047,OK,10/16/18 9:45,40486857,OK,10/16/18 9:45,2524198,OK,10/16/18 9:45,116,OK,10/16/18 9:45,86677.39063,OK,10/16/18 9:45,41.75247955,OK,10/16/18 9:45,1.086799683,OK,10/16/18 9:45,0,OK,10/16/18 9:45,0,OK,10/16/18 9:45,0,OK,10/16/18 9:45,179.7475739,OK,10/16/18 9:45,486.7800598,OK,
10/16/18 10:00,3.138503313,OK,10/16/18 10:00,29.75927734,OK,10/16/18 10:00,3373912.25,OK,10/16/18 10:00,45.26450348,OK,10/16/18 10:00,42.12599945,OK,10/16/18 10:00,226.3535992,OK,10/16/18 10:00,357.1113281,OK,10/16/18 10:00,40486947,OK,10/16/18 10:00,2524228,OK,10/16/18 10:00,132,OK,10/16/18 10:00,86677.65625,OK,10/16/18 10:00,39.1635437,OK,10/16/18 10:00,1.013479126,OK,10/16/18 10:00,0,OK,10/16/18 10:00,0,OK,10/16/18 10:00,0,OK,10/16/18 10:00,179.1268158,OK,10/16/18 10:00,483.1664734,OK,
10/16/18 10:15,2.972257376,OK,10/16/18 10:15,28.89209557,OK,10/16/18 10:15,3373919.25,OK,10/16/18 10:15,45.74077225,OK,10/16/18 10:15,42.76851654,OK,10/16/18 10:15,231.9186357,OK,10/16/18 10:15,346.4274445,OK,10/16/18 10:15,40487031,OK,10/16/18 10:15,2524258,OK,10/16/18 10:15,165,OK,10/16/18 10:15,86677.89063,OK,10/16/18 10:15,36.74649811,OK,10/16/18 10:15,0.946007385,OK,10/16/18 10:15,0,OK,10/16/18 10:15,0,OK,10/16/18 10:15,0,OK,10/16/18 10:15,181.3097687,OK,10/16/18 10:15,476.7839355,OK,
10/16/18 10:30,2.799228191,OK,10/16/18 10:30,27.24037552,OK,10/16/18 10:30,3373926.75,OK,10/16/18 10:30,45.50502777,OK,10/16/18 10:30,42.70579529,OK,10/16/18 10:30,230.9764456,OK,10/16/18 10:30,324.9975815,OK,10/16/18 10:30,40487121,OK,10/16/18 10:30,2524288,OK,10/16/18 10:30,112,OK,10/16/18 10:30,86678.13281,OK,10/16/18 10:30,39.36006927,OK,10/16/18 10:30,1.020378418,OK,10/16/18 10:30,0,OK,10/16/18 10:30,0,OK,10/16/18 10:30,0,OK,10/16/18 10:30,177.6026764,OK,10/16/18 10:30,474.8789673,OK,
10/16/18 10:45,3.237390995,OK,10/16/18 10:45,30.91858673,OK,10/16/18 10:45,3373934,OK,10/16/18 10:45,45.36980057,OK,10/16/18 10:45,42.13241196,OK,10/16/18 10:45,228.1643451,OK,10/16/18 10:45,371.0230408,OK,10/16/18 10:45,40487208,OK,10/16/18 10:45,2524320,OK,10/16/18 10:45,117,OK,10/16/18 10:45,86678.375,OK,10/16/18 10:45,40.68527222,OK,10/16/18 10:45,1.066066528,OK,10/16/18 10:45,0,OK,10/16/18 10:45,0,OK,10/16/18 10:45,0,OK,10/16/18 10:45,180.2885284,OK,10/16/18 10:45,472.0346985,OK,
10/16/18 11:00,2.786983728,OK,10/16/18 11:00,26.80867577,OK,10/16/18 11:00,3373941.5,OK,10/16/18 11:00,45.09156036,OK,10/16/18 11:00,42.30457687,OK,10/16/18 11:00,229.6300808,OK,10/16/18 11:00,321.7041092,OK,10/16/18 11:00,40487298,OK,10/16/18 11:00,2524352,OK,10/16/18 11:00,111,OK,10/16/18 11:00,86678.625,OK,10/16/18 11:00,33.14318085,OK,10/16/18 11:00,0.844797485,OK,10/16/18 11:00,0,OK,10/16/18 11:00,0,OK,10/16/18 11:00,0,OK,10/16/18 11:00,180.0947723,OK,10/16/18 11:00,469.9556885,OK,
10/16/18 11:15,2.763424873,OK,10/16/18 11:15,27.13313675,OK,10/16/18 11:15,3373948.5,OK,10/16/18 11:15,45.58488464,OK,10/16/18 11:15,42.82145691,OK,10/16/18 11:15,234.418116,OK,10/16/18 11:15,325.597641,OK,10/16/18 11:15,40487382,OK,10/16/18 11:15,2524384,OK,10/16/18 11:15,109,OK,10/16/18 11:15,86678.85938,OK,10/16/18 11:15,30.38705063,OK,10/16/18 11:15,0.760421143,OK,10/16/18 11:15,0,OK,10/16/18 11:15,0,OK,10/16/18 11:15,0,OK,10/16/18 11:15,178.165451,OK,10/16/18 11:15,468.1976013,OK,
10/16/18 11:30,3.06123805,OK,10/16/18 11:30,29.943573,OK,10/16/18 11:30,3373955.75,OK,10/16/18 11:30,46.00748825,OK,10/16/18 11:30,42.94625092,OK,10/16/18 11:30,234.3612952,OK,10/16/18 11:30,360.4819336,OK,10/16/18 11:30,40487469,OK,10/16/18 11:30,2524414,OK,10/16/18 11:30,113,OK,10/16/18 11:30,86679.0625,OK,10/16/18 11:30,33.79610062,OK,10/16/18 11:30,0.870045654,OK,10/16/18 11:30,0,OK,10/16/18 11:30,0,OK,10/16/18 11:30,0,OK,10/16/18 11:30,181.2713928,OK,10/16/18 11:30,463.4458008,OK,
10/16/18 11:45,3.203649998,OK,10/16/18 11:45,31.12117004,OK,10/16/18 11:45,3373963,OK,10/16/18 11:45,45.90237808,OK,10/16/18 11:45,42.69873047,OK,10/16/18 11:45,231.9788908,OK,10/16/18 11:45,373.4540405,OK,10/16/18 11:45,40487556,OK,10/16/18 11:45,2524444,OK,10/16/18 11:45,114,OK,10/16/18 11:45,86679.26563,OK,10/16/18 11:45,29.81678772,OK,10/16/18 11:45,0.753506531,OK,10/16/18 11:45,0,OK,10/16/18 11:45,0,OK,10/16/18 11:45,0,OK,10/16/18 11:45,182.5572662,OK,10/16/18 11:45,461.6864624,OK,
10/16/18 12:00,2.964356899,OK,10/16/18 12:00,28.64256287,OK,10/16/18 12:00,3373970.5,OK,10/16/18 12:00,45.22122574,OK,10/16/18 12:00,42.25686646,OK,10/16/18 12:00,230.6583077,OK,10/16/18 12:00,343.7107544,OK,10/16/18 12:00,40487646,OK,10/16/18 12:00,2524476,OK,10/16/18 12:00,112,OK,10/16/18 12:00,86679.46094,OK,10/16/18 12:00,30.72417068,OK,10/16/18 12:00,0.780317688,OK,10/16/18 12:00,0,OK,10/16/18 12:00,0,OK,10/16/18 12:00,0,OK,10/16/18 12:00,180.9178619,OK,10/16/18 12:00,458.7748413,OK,
10/16/18 12:15,2.869561672,OK,10/16/18 12:15,27.43036079,OK,10/16/18 12:15,3373977.75,OK,10/16/18 12:15,45.12121582,OK,10/16/18 12:15,42.25165558,OK,10/16/18 12:15,228.3476984,OK,10/16/18 12:15,329.3867111,OK,10/16/18 12:15,40487733,OK,10/16/18 12:15,2524506,OK,10/16/18 12:15,112,OK,10/16/18 12:15,86679.64063,OK,10/16/18 12:15,24.8903656,OK,10/16/18 12:15,0.614716187,OK,10/16/18 12:15,0,OK,10/16/18 12:15,0,OK,10/16/18 12:15,0,OK,10/16/18 12:15,182.4536743,OK,10/16/18 12:15,455.4330139,OK,
10/16/18 12:30,3.150749683,OK,10/16/18 12:30,30.23629379,OK,10/16/18 12:30,3373984.75,OK,10/16/18 12:30,45.53972244,OK,10/16/18 12:30,42.38897705,OK,10/16/18 12:30,229.1033613,OK,10/16/18 12:30,362.8355255,OK,10/16/18 12:30,40487817,OK,10/16/18 12:30,2524541,OK,10/16/18 12:30,118,OK,10/16/18 12:30,86679.80469,OK,10/16/18 12:30,28.01258087,OK,10/16/18 12:30,0.719778564,OK,10/16/18 12:30,0,OK,10/16/18 12:30,0,OK,10/16/18 12:30,0,OK,10/16/18 12:30,189.2339325,OK,10/16/18 12:30,450.4034424,OK,
10/16/18 12:45,2.91656208,OK,10/16/18 12:45,27.02090645,OK,10/16/18 12:45,3373992,OK,10/16/18 12:45,45.58053207,OK,10/16/18 12:45,42.66397095,OK,10/16/18 12:45,221.050238,OK,10/16/18 12:45,324.0475845,OK,10/16/18 12:45,40487904,OK,10/16/18 12:45,2524575,OK,10/16/18 12:45,142,OK,10/16/18 12:45,86679.97656,OK,10/16/18 12:45,30.04174423,OK,10/16/18 12:45,0.767509338,OK,10/16/18 12:45,0,OK,10/16/18 12:45,0,OK,10/16/18 12:45,0,OK,10/16/18 12:45,184.3238068,OK,10/16/18 12:45,450.3345337,OK,
10/16/18 13:00,3.054141045,OK,10/16/18 13:00,28.18974304,OK,10/16/18 13:00,3373999.5,OK,10/16/18 13:00,45.80955124,OK,10/16/18 13:00,42.75540924,OK,10/16/18 13:00,221.5728721,OK,10/16/18 13:00,338.2769165,OK,10/16/18 13:00,40487994,OK,10/16/18 13:00,2524608,OK,10/16/18 13:00,125,OK,10/16/18 13:00,86680.13281,OK,10/16/18 13:00,17.39344215,OK,10/16/18 13:00,0.417787354,OK,10/16/18 13:00,0,OK,10/16/18 13:00,0,OK,10/16/18 13:00,0,OK,10/16/18 13:00,187.1237183,OK,10/16/18 13:00,445.269104,OK,
