OSU_RTS.MDBUS_C1.279_CDT Time [SNAP],OSU_RTS.MDBUS_C1.279_CDT Value [SNAP],OSU_RTS.MDBUS_C1.279_CDT Status [SNAP],OSU_RTS.MDBUS_C1.279_CHF Time [SNAP],OSU_RTS.MDBUS_C1.279_CHF Value [SNAP],OSU_RTS.MDBUS_C1.279_CHF Status [SNAP],OSU_RTS.MDBUS_C1.279_CHT Time [SNAP],OSU_RTS.MDBUS_C1.279_CHT Value [SNAP],OSU_RTS.MDBUS_C1.279_CHT Status [SNAP],OSU_RTS.MDBUS_C1.279_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.279_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.279_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.279_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.279_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.279_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.279_CVF Time [SNAP],OSU_RTS.MDBUS_C1.279_CVF Value [SNAP],OSU_RTS.MDBUS_C1.279_CVF Status [SNAP],OSU_RTS.MDBUS_C1.279_HF Time [SNAP],OSU_RTS.MDBUS_C1.279_HF Value [SNAP],OSU_RTS.MDBUS_C1.279_HF Status [SNAP],OSU_RTS.MDBUS_C1.279_HGT Time [SNAP],OSU_RTS.MDBUS_C1.279_HGT Value [SNAP],OSU_RTS.MDBUS_C1.279_HGT Status [SNAP],OSU_RTS.MDBUS_E1.279E1_H Time [SNAP],OSU_RTS.MDBUS_E1.279E1_H Value [SNAP],OSU_RTS.MDBUS_E1.279E1_H Status [SNAP],OSU_RTS.MDBUS_E1.279E1_L Time [SNAP],OSU_RTS.MDBUS_E1.279E1_L Value [SNAP],OSU_RTS.MDBUS_E1.279E1_L Status [SNAP],OSU_RTS.MDBUS_E1.279E2 Time [SNAP],OSU_RTS.MDBUS_E1.279E2 Value [SNAP],OSU_RTS.MDBUS_E1.279E2 Status [SNAP],OSU_RTS.MDBUS_E1.279E3 Time [SNAP],OSU_RTS.MDBUS_E1.279E3 Value [SNAP],OSU_RTS.MDBUS_E1.279E3 Status [SNAP],OSU_RTS.MDBUS_E1.279E4 Time [SNAP],OSU_RTS.MDBUS_E1.279E4 Value [SNAP],OSU_RTS.MDBUS_E1.279E4 Status [SNAP],OSU_RTS.MDBUS_E3.279E1_H Time [SNAP],OSU_RTS.MDBUS_E3.279E1_H Value [SNAP],OSU_RTS.MDBUS_E3.279E1_H Status [SNAP],OSU_RTS.MDBUS_E3.279E1_L Time [SNAP],OSU_RTS.MDBUS_E3.279E1_L Value [SNAP],OSU_RTS.MDBUS_E3.279E1_L Status [SNAP],OSU_RTS.MDBUS_E3.279E2 Time [SNAP],OSU_RTS.MDBUS_E3.279E2 Value [SNAP],OSU_RTS.MDBUS_E3.279E2 Status [SNAP],OSU_RTS.MDBUS_E3.279E3 Time [SNAP],OSU_RTS.MDBUS_E3.279E3 Value [SNAP],OSU_RTS.MDBUS_E3.279E3 Status [SNAP],OSU_RTS.MDBUS_E3.279E4 Time [SNAP],OSU_RTS.MDBUS_E3.279E4 Value [SNAP],OSU_RTS.MDBUS_E3.279E4 Status [SNAP],OSU_RTS.MDBUS_EC.279E1 Time [SNAP],OSU_RTS.MDBUS_EC.279E1 Value [SNAP],OSU_RTS.MDBUS_EC.279E1 Status [SNAP],OSU_RTS.MDBUS_RT.279S_C Time [SNAP],OSU_RTS.MDBUS_RT.279S_C Value [SNAP],OSU_RTS.MDBUS_RT.279S_C Status [SNAP],OSU_RTS.MDBUS_RT.279S_HF Time [SNAP],OSU_RTS.MDBUS_RT.279S_HF Value [SNAP],OSU_RTS.MDBUS_RT.279S_HF Status [SNAP],OSU_RTS.MDBUS_RT.279S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.279S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.279S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.279S_I Time [SNAP],OSU_RTS.MDBUS_RT.279S_I Value [SNAP],OSU_RTS.MDBUS_RT.279S_I Status [SNAP],OSU_RTS.MDBUS_RT.279S_P Time [SNAP],OSU_RTS.MDBUS_RT.279S_P Value [SNAP],OSU_RTS.MDBUS_RT.279S_P Status [SNAP],OSU_RTS.MDBUS_RT.279S_T Time [SNAP],OSU_RTS.MDBUS_RT.279S_T Value [SNAP],OSU_RTS.MDBUS_RT.279S_T Status [SNAP],OSU_RTS.MDBUS_RT.279S_V Time [SNAP],OSU_RTS.MDBUS_RT.279S_V Value [SNAP],OSU_RTS.MDBUS_RT.279S_V Status [SNAP],Comments
10/15/18 0:00,2.753023148,OK,10/15/18 0:00,59.78059769,OK,10/15/18 0:00,7459292,OK,10/15/18 0:00,50.76051331,OK,10/15/18 0:00,48.00749207,OK,10/15/18 0:00,515.0810696,OK,10/15/18 0:00,713.4069214,OK,10/15/18 0:00,89511504,OK,10/15/18 0:00,21890000,OK,10/15/18 0:00,7330,OK,10/15/18 0:00,2818443,OK,10/15/18 0:00,1304434,OK,10/15/18 0:00,21221420,OK,10/15/18 0:00,21890000,OK,10/15/18 0:00,7330,OK,10/15/18 0:00,2818443,OK,10/15/18 0:00,1304434,OK,01/01/70 0:00,0,No Records.,10/15/18 0:00,21897330,OK,10/15/18 0:00,22000.31836,OK,10/15/18 0:00,72.10362244,OK,10/15/18 0:00,28258776,OK,10/15/18 0:00,0.059956276,OK,10/15/18 0:00,184.4821625,OK,10/15/18 0:00,387.6855469,OK,10/15/18 0:00,139.325882,OK,
10/15/18 0:15,2.852118492,OK,10/15/18 0:15,60.08536911,OK,10/15/18 0:15,7459307,OK,10/15/18 0:15,50.9366684,OK,10/15/18 0:15,48.08454895,OK,10/15/18 0:15,516.041831,OK,10/15/18 0:15,738.740387,OK,10/15/18 0:15,89511684,OK,10/15/18 0:15,21890000,OK,10/15/18 0:15,7356,OK,10/15/18 0:15,2818452,OK,10/15/18 0:15,1304441,OK,10/15/18 0:15,21221520,OK,10/15/18 0:15,21890000,OK,10/15/18 0:15,7356,OK,10/15/18 0:15,2818452,OK,10/15/18 0:15,1304441,OK,,,,10/15/18 0:15,21897356,OK,10/15/18 0:15,22000.33984,OK,10/15/18 0:15,161.427536,OK,10/15/18 0:15,28258802,OK,10/15/18 0:15,0.134127396,OK,10/15/18 0:15,183.3822937,OK,10/15/18 0:15,388.864563,OK,10/15/18 0:15,314.2611084,OK,
10/15/18 0:30,2.896553516,OK,10/15/18 0:30,62.32144165,OK,10/15/18 0:30,7459322.5,OK,10/15/18 0:30,51.04866028,OK,10/15/18 0:30,48.15210724,OK,10/15/18 0:30,516.0477231,OK,10/15/18 0:30,749.2243195,OK,10/15/18 0:30,89511870,OK,10/15/18 0:30,21890000,OK,10/15/18 0:30,7384,OK,10/15/18 0:30,2818462,OK,10/15/18 0:30,1304448,OK,10/15/18 0:30,21221619,OK,10/15/18 0:30,21890000,OK,10/15/18 0:30,7384,OK,10/15/18 0:30,2818462,OK,10/15/18 0:30,1304448,OK,,,,10/15/18 0:30,21897384,OK,10/15/18 0:30,22000.36914,OK,10/15/18 0:30,125.8100433,OK,10/15/18 0:30,28258836,OK,10/15/18 0:30,0.104551262,OK,10/15/18 0:30,184.1596527,OK,10/15/18 0:30,388.7653198,OK,10/15/18 0:30,243.8376312,OK,
10/15/18 0:45,2.954129219,OK,10/15/18 0:45,63.6757164,OK,10/15/18 0:45,7459338,OK,10/15/18 0:45,51.04662323,OK,10/15/18 0:45,48.09249496,OK,10/15/18 0:45,515.1526531,OK,10/15/18 0:45,763.5479736,OK,10/15/18 0:45,89512056,OK,10/15/18 0:45,21890000,OK,10/15/18 0:45,7410,OK,10/15/18 0:45,2818471,OK,10/15/18 0:45,1304454,OK,10/15/18 0:45,21221717,OK,10/15/18 0:45,21890000,OK,10/15/18 0:45,7410,OK,10/15/18 0:45,2818471,OK,10/15/18 0:45,1304454,OK,,,,10/15/18 0:45,21897410,OK,10/15/18 0:45,22000.38477,OK,10/15/18 0:45,74.49409485,OK,10/15/18 0:45,28258856,OK,10/15/18 0:45,0.061990067,OK,10/15/18 0:45,183.3865204,OK,10/15/18 0:45,385.9133301,OK,10/15/18 0:45,144.6572113,OK,
10/15/18 1:00,2.94975996,OK,10/15/18 1:00,63.31559372,OK,10/15/18 1:00,7459353.5,OK,10/15/18 1:00,51.11008453,OK,10/15/18 1:00,48.1603241,OK,10/15/18 1:00,515.3055859,OK,10/15/18 1:00,761.3844452,OK,10/15/18 1:00,89512242,OK,10/15/18 1:00,21890000,OK,10/15/18 1:00,7436,OK,10/15/18 1:00,2818480,OK,10/15/18 1:00,1304461,OK,10/15/18 1:00,21221816,OK,10/15/18 1:00,21890000,OK,10/15/18 1:00,7436,OK,10/15/18 1:00,2818480,OK,10/15/18 1:00,1304461,OK,,,,10/15/18 1:00,21897436,OK,10/15/18 1:00,22000.39844,OK,10/15/18 1:00,81.09031677,OK,10/15/18 1:00,28258872,OK,10/15/18 1:00,0.067483978,OK,10/15/18 1:00,183.9533691,OK,10/15/18 1:00,385.961731,OK,10/15/18 1:00,157.0990143,OK,
10/15/18 1:15,2.905808926,OK,10/15/18 1:15,61.91350174,OK,10/15/18 1:15,7459369,OK,10/15/18 1:15,51.07557297,OK,10/15/18 1:15,48.16976166,OK,10/15/18 1:15,515.839646,OK,10/15/18 1:15,752.016861,OK,10/15/18 1:15,89512428,OK,10/15/18 1:15,21890000,OK,10/15/18 1:15,7462,OK,10/15/18 1:15,2818490,OK,10/15/18 1:15,1304467,OK,10/15/18 1:15,21221915,OK,10/15/18 1:15,21890000,OK,10/15/18 1:15,7462,OK,10/15/18 1:15,2818490,OK,10/15/18 1:15,1304467,OK,,,,10/15/18 1:15,21897462,OK,10/15/18 1:15,22000.41602,OK,10/15/18 1:15,72.42442322,OK,10/15/18 1:15,28258894,OK,10/15/18 1:15,0.060269009,OK,10/15/18 1:15,184.5025482,OK,10/15/18 1:15,386.2156982,OK,10/15/18 1:15,139.6957245,OK,
10/15/18 1:30,2.827133179,OK,10/15/18 1:30,60.90686417,OK,10/15/18 1:30,7459385,OK,10/15/18 1:30,51.10671234,OK,10/15/18 1:30,48.27957916,OK,10/15/18 1:30,516.3551511,OK,10/15/18 1:30,731.8569489,OK,10/15/18 1:30,89512620,OK,10/15/18 1:30,21890000,OK,10/15/18 1:30,7488,OK,10/15/18 1:30,2818498,OK,10/15/18 1:30,1304474,OK,10/15/18 1:30,21222015,OK,10/15/18 1:30,21890000,OK,10/15/18 1:30,7488,OK,10/15/18 1:30,2818498,OK,10/15/18 1:30,1304474,OK,,,,10/15/18 1:30,21897488,OK,10/15/18 1:30,22000.43359,OK,10/15/18 1:30,79.21799469,OK,10/15/18 1:30,28258916,OK,10/15/18 1:30,0.065911636,OK,10/15/18 1:30,183.4767303,OK,10/15/18 1:30,386.2285767,OK,10/15/18 1:30,153.6772766,OK,
10/15/18 1:45,2.631541729,OK,10/15/18 1:45,55.58071518,OK,10/15/18 1:45,7459400.5,OK,10/15/18 1:45,51.16478729,OK,10/15/18 1:45,48.53324127,OK,10/15/18 1:45,515.8583638,OK,10/15/18 1:45,680.2901459,OK,10/15/18 1:45,89512806,OK,10/15/18 1:45,21890000,OK,10/15/18 1:45,7514,OK,10/15/18 1:45,2818508,OK,10/15/18 1:45,1304481,OK,10/15/18 1:45,21222112,OK,10/15/18 1:45,21890000,OK,10/15/18 1:45,7514,OK,10/15/18 1:45,2818508,OK,10/15/18 1:45,1304481,OK,,,,10/15/18 1:45,21897514,OK,10/15/18 1:45,22000.45313,OK,10/15/18 1:45,68.63807678,OK,10/15/18 1:45,28258938,OK,10/15/18 1:45,0.05710054,OK,10/15/18 1:45,184.7644196,OK,10/15/18 1:45,386.8937073,OK,10/15/18 1:45,132.2893372,OK,
10/15/18 2:00,3.003630638,OK,10/15/18 2:00,64.70018005,OK,10/15/18 2:00,7459416.5,OK,10/15/18 2:00,51.21542358,OK,10/15/18 2:00,48.21179581,OK,10/15/18 2:00,516.2677145,OK,10/15/18 2:00,776.7097778,OK,10/15/18 2:00,89512998,OK,10/15/18 2:00,21890000,OK,10/15/18 2:00,7540,OK,10/15/18 2:00,2818518,OK,10/15/18 2:00,1304487,OK,10/15/18 2:00,21222208,OK,10/15/18 2:00,21890000,OK,10/15/18 2:00,7540,OK,10/15/18 2:00,2818518,OK,10/15/18 2:00,1304487,OK,,,,10/15/18 2:00,21897540,OK,10/15/18 2:00,22000.47266,OK,10/15/18 2:00,95.01502991,OK,10/15/18 2:00,28258960,OK,10/15/18 2:00,0.079053116,OK,10/15/18 2:00,184.2621918,OK,10/15/18 2:00,386.5050659,OK,10/15/18 2:00,183.5970459,OK,
10/15/18 2:15,2.993916512,OK,10/15/18 2:15,64.4672699,OK,10/15/18 2:15,7459432,OK,10/15/18 2:15,51.29117203,OK,10/15/18 2:15,48.29725647,OK,10/15/18 2:15,515.9800785,OK,10/15/18 2:15,774.1243286,OK,10/15/18 2:15,89513184,OK,10/15/18 2:15,21890000,OK,10/15/18 2:15,7568,OK,10/15/18 2:15,2818527,OK,10/15/18 2:15,1304494,OK,10/15/18 2:15,21222305,OK,10/15/18 2:15,21890000,OK,10/15/18 2:15,7568,OK,10/15/18 2:15,2818527,OK,10/15/18 2:15,1304494,OK,,,,10/15/18 2:15,21897568,OK,10/15/18 2:15,22000.49219,OK,10/15/18 2:15,57.92731094,OK,10/15/18 2:15,28258986,OK,10/15/18 2:15,0.048201153,OK,10/15/18 2:15,183.9219971,OK,10/15/18 2:15,386.215271,OK,10/15/18 2:15,113.7649307,OK,
10/15/18 2:30,2.926105738,OK,10/15/18 2:30,63.0860405,OK,10/15/18 2:30,7459448,OK,10/15/18 2:30,51.27619934,OK,10/15/18 2:30,48.35009384,OK,10/15/18 2:30,515.501651,OK,10/15/18 2:30,756.617569,OK,10/15/18 2:30,89513376,OK,10/15/18 2:30,21890000,OK,10/15/18 2:30,7594,OK,10/15/18 2:30,2818536,OK,10/15/18 2:30,1304501,OK,10/15/18 2:30,21222406,OK,10/15/18 2:30,21890000,OK,10/15/18 2:30,7594,OK,10/15/18 2:30,2818536,OK,10/15/18 2:30,1304501,OK,,,,10/15/18 2:30,21897594,OK,10/15/18 2:30,22000.50977,OK,10/15/18 2:30,70.84418488,OK,10/15/18 2:30,28259008,OK,10/15/18 2:30,0.058953518,OK,10/15/18 2:30,183.6793823,OK,10/15/18 2:30,385.9884949,OK,10/15/18 2:30,137.2424469,OK,
10/15/18 2:45,2.595358372,OK,10/15/18 2:45,55.97085953,OK,10/15/18 2:45,7459464,OK,10/15/18 2:45,51.22978973,OK,10/15/18 2:45,48.63443375,OK,10/15/18 2:45,516.1654012,OK,10/15/18 2:45,676.5021515,OK,10/15/18 2:45,89513568,OK,10/15/18 2:45,21890000,OK,10/15/18 2:45,7620,OK,10/15/18 2:45,2818545,OK,10/15/18 2:45,1304507,OK,10/15/18 2:45,21222506,OK,10/15/18 2:45,21890000,OK,10/15/18 2:45,7620,OK,10/15/18 2:45,2818545,OK,10/15/18 2:45,1304507,OK,,,,10/15/18 2:45,21897620,OK,10/15/18 2:45,22000.5293,OK,10/15/18 2:45,59.83589935,OK,10/15/18 2:45,28259030,OK,10/15/18 2:45,0.04979586,OK,10/15/18 2:45,183.7769928,OK,10/15/18 2:45,385.9011536,OK,10/15/18 2:45,115.8434372,OK,
10/15/18 3:00,2.829968452,OK,10/15/18 3:00,61.08864594,OK,10/15/18 3:00,7459479,OK,10/15/18 3:00,51.68143082,OK,10/15/18 3:00,48.85146332,OK,10/15/18 3:00,516.5062935,OK,10/15/18 3:00,732.5467987,OK,10/15/18 3:00,89513748,OK,10/15/18 3:00,21890000,OK,10/15/18 3:00,7646,OK,10/15/18 3:00,2818555,OK,10/15/18 3:00,1304514,OK,10/15/18 3:00,21222604,OK,10/15/18 3:00,21890000,OK,10/15/18 3:00,7646,OK,10/15/18 3:00,2818555,OK,10/15/18 3:00,1304514,OK,,,,10/15/18 3:00,21897646,OK,10/15/18 3:00,22000.54883,OK,10/15/18 3:00,52.30475616,OK,10/15/18 3:00,28259056,OK,10/15/18 3:00,0.04352639,OK,10/15/18 3:00,184.7815094,OK,10/15/18 3:00,386.2846069,OK,10/15/18 3:00,100.7426605,OK,
10/15/18 3:15,3.075164795,OK,10/15/18 3:15,66.4842453,OK,10/15/18 3:15,7459496,OK,10/15/18 3:15,51.24420166,OK,10/15/18 3:15,48.16903687,OK,10/15/18 3:15,516.0720725,OK,10/15/18 3:15,796.7181702,OK,10/15/18 3:15,89513952,OK,10/15/18 3:15,21890000,OK,10/15/18 3:15,7672,OK,10/15/18 3:15,2818563,OK,10/15/18 3:15,1304520,OK,10/15/18 3:15,21222701,OK,10/15/18 3:15,21890000,OK,10/15/18 3:15,7672,OK,10/15/18 3:15,2818563,OK,10/15/18 3:15,1304520,OK,,,,10/15/18 3:15,21897672,OK,10/15/18 3:15,22000.57031,OK,10/15/18 3:15,65.24321747,OK,10/15/18 3:15,28259080,OK,10/15/18 3:15,0.054295307,OK,10/15/18 3:15,183.3395538,OK,10/15/18 3:15,385.796875,OK,10/15/18 3:15,126.5939789,OK,
10/15/18 3:30,2.998351097,OK,10/15/18 3:30,64.49667358,OK,10/15/18 3:30,7459512.5,OK,10/15/18 3:30,51.3571167,OK,10/15/18 3:30,48.35876465,OK,10/15/18 3:30,515.9744143,OK,10/15/18 3:30,774.7940369,OK,10/15/18 3:30,89514150,OK,10/15/18 3:30,21890000,OK,10/15/18 3:30,7698,OK,10/15/18 3:30,2818573,OK,10/15/18 3:30,1304527,OK,10/15/18 3:30,21222798,OK,10/15/18 3:30,21890000,OK,10/15/18 3:30,7698,OK,10/15/18 3:30,2818573,OK,10/15/18 3:30,1304527,OK,,,,10/15/18 3:30,21897698,OK,10/15/18 3:30,22000.58984,OK,10/15/18 3:30,63.54767227,OK,10/15/18 3:30,28259104,OK,10/15/18 3:30,0.052882996,OK,10/15/18 3:30,184.7095184,OK,10/15/18 3:30,386.2435913,OK,10/15/18 3:30,122.4358673,OK,
10/15/18 3:45,2.98035717,OK,10/15/18 3:45,64.80070496,OK,10/15/18 3:45,7459528,OK,10/15/18 3:45,51.63604736,OK,10/15/18 3:45,48.65568924,OK,10/15/18 3:45,516.1317091,OK,10/15/18 3:45,771.3019409,OK,10/15/18 3:45,89514336,OK,10/15/18 3:45,21890000,OK,10/15/18 3:45,7726,OK,10/15/18 3:45,2818582,OK,10/15/18 3:45,1304534,OK,10/15/18 3:45,21222898,OK,10/15/18 3:45,21890000,OK,10/15/18 3:45,7726,OK,10/15/18 3:45,2818582,OK,10/15/18 3:45,1304534,OK,,,,10/15/18 3:45,21897726,OK,10/15/18 3:45,22000.61133,OK,10/15/18 3:45,65.00796509,OK,10/15/18 3:45,28259128,OK,10/15/18 3:45,0.054098553,OK,10/15/18 3:45,184.7796478,OK,10/15/18 3:45,386.2577515,OK,10/15/18 3:45,125.2677994,OK,
10/15/18 4:00,3.181318283,OK,10/15/18 4:00,68.70645905,OK,10/15/18 4:00,7459544.5,OK,10/15/18 4:00,51.6870842,OK,10/15/18 4:00,48.50576782,OK,10/15/18 4:00,516.0752302,OK,10/15/18 4:00,824.0066528,OK,10/15/18 4:00,89514534,OK,10/15/18 4:00,21890000,OK,10/15/18 4:00,7752,OK,10/15/18 4:00,2818591,OK,10/15/18 4:00,1304540,OK,10/15/18 4:00,21222997,OK,10/15/18 4:00,21890000,OK,10/15/18 4:00,7752,OK,10/15/18 4:00,2818591,OK,10/15/18 4:00,1304540,OK,,,,10/15/18 4:00,21897752,OK,10/15/18 4:00,22000.63086,OK,10/15/18 4:00,58.29701614,OK,10/15/18 4:00,28259152,OK,10/15/18 4:00,0.048506748,OK,10/15/18 4:00,183.8453827,OK,10/15/18 4:00,386.2555542,OK,10/15/18 4:00,113.9811859,OK,
10/15/18 4:15,3.019944906,OK,10/15/18 4:15,65.66411591,OK,10/15/18 4:15,7459561,OK,10/15/18 4:15,51.68065643,OK,10/15/18 4:15,48.66070938,OK,10/15/18 4:15,514.6851633,OK,10/15/18 4:15,788.6121826,OK,10/15/18 4:15,89514732,OK,10/15/18 4:15,21890000,OK,10/15/18 4:15,7778,OK,10/15/18 4:15,2818600,OK,10/15/18 4:15,1304547,OK,10/15/18 4:15,21223092,OK,10/15/18 4:15,21890000,OK,10/15/18 4:15,7778,OK,10/15/18 4:15,2818600,OK,10/15/18 4:15,1304547,OK,,,,10/15/18 4:15,21897778,OK,10/15/18 4:15,22000.65039,OK,10/15/18 4:15,69.69390106,OK,10/15/18 4:15,28259176,OK,10/15/18 4:15,0.057979435,OK,10/15/18 4:15,182.7595978,OK,10/15/18 4:15,386.2799072,OK,10/15/18 4:15,135.7483215,OK,
10/15/18 4:30,1.892695665,OK,10/15/18 4:30,40.92218018,OK,10/15/18 4:30,7459575.5,OK,10/15/18 4:30,52.07724762,OK,10/15/18 4:30,50.18455124,OK,10/15/18 4:30,516.2725323,OK,10/15/18 4:30,491.4552155,OK,10/15/18 4:30,89514906,OK,10/15/18 4:30,21890000,OK,10/15/18 4:30,7804,OK,10/15/18 4:30,2818610,OK,10/15/18 4:30,1304553,OK,10/15/18 4:30,21223190,OK,10/15/18 4:30,21890000,OK,10/15/18 4:30,7804,OK,10/15/18 4:30,2818610,OK,10/15/18 4:30,1304553,OK,,,,10/15/18 4:30,21897804,OK,10/15/18 4:30,22000.67188,OK,10/15/18 4:30,57.07530975,OK,10/15/18 4:30,28259200,OK,10/15/18 4:30,0.047488644,OK,10/15/18 4:30,184.5205688,OK,10/15/18 4:30,386.5216064,OK,10/15/18 4:30,110.116806,OK,
10/15/18 4:45,3.017822266,OK,10/15/18 4:45,64.47845459,OK,10/15/18 4:45,7459591,OK,10/15/18 4:45,52.19356918,OK,10/15/18 4:45,49.17574692,OK,10/15/18 4:45,516.4323011,OK,10/15/18 4:45,777.5108643,OK,10/15/18 4:45,89515092,OK,10/15/18 4:45,21890000,OK,10/15/18 4:45,7830,OK,10/15/18 4:45,2818619,OK,10/15/18 4:45,1304560,OK,10/15/18 4:45,21223290,OK,10/15/18 4:45,21890000,OK,10/15/18 4:45,7830,OK,10/15/18 4:45,2818619,OK,10/15/18 4:45,1304560,OK,,,,10/15/18 4:45,21897830,OK,10/15/18 4:45,22000.69141,OK,10/15/18 4:45,66.93222046,OK,10/15/18 4:45,28259226,OK,10/15/18 4:45,0.055671844,OK,10/15/18 4:45,183.8409576,OK,10/15/18 4:45,386.941803,OK,10/15/18 4:45,128.7761078,OK,
10/15/18 5:00,2.565121889,OK,10/15/18 5:00,55.2907486,OK,10/15/18 5:00,7459607,OK,10/15/18 5:00,52.15576172,OK,10/15/18 5:00,49.59064484,OK,10/15/18 5:00,515.0579572,OK,10/15/18 5:00,662.78302,OK,10/15/18 5:00,89515284,OK,10/15/18 5:00,21890000,OK,10/15/18 5:00,7856,OK,10/15/18 5:00,2818628,OK,10/15/18 5:00,1304567,OK,10/15/18 5:00,21223391,OK,10/15/18 5:00,21890000,OK,10/15/18 5:00,7856,OK,10/15/18 5:00,2818628,OK,10/15/18 5:00,1304567,OK,,,,10/15/18 5:00,21897856,OK,10/15/18 5:00,22000.71094,OK,10/15/18 5:00,64.59983063,OK,10/15/18 5:00,28259248,OK,10/15/18 5:00,0.053719967,OK,10/15/18 5:00,183.9634094,OK,10/15/18 5:00,387.4132385,OK,10/15/18 5:00,125.1488647,OK,
10/15/18 5:15,2.924051523,OK,10/15/18 5:15,63.55626297,OK,10/15/18 5:15,7459624,OK,10/15/18 5:15,52.04217529,OK,10/15/18 5:15,49.1181221,OK,10/15/18 5:15,516.3985765,OK,10/15/18 5:15,760.0876465,OK,10/15/18 5:15,89515488,OK,10/15/18 5:15,21890000,OK,10/15/18 5:15,7882,OK,10/15/18 5:15,2818637,OK,10/15/18 5:15,1304573,OK,10/15/18 5:15,21223490,OK,10/15/18 5:15,21890000,OK,10/15/18 5:15,7882,OK,10/15/18 5:15,2818637,OK,10/15/18 5:15,1304573,OK,,,,10/15/18 5:15,21897882,OK,10/15/18 5:15,22000.73047,OK,10/15/18 5:15,103.7399445,OK,10/15/18 5:15,28259272,OK,10/15/18 5:15,0.086218727,OK,10/15/18 5:15,183.8783722,OK,10/15/18 5:15,388.5021667,OK,10/15/18 5:15,201.2958984,OK,
10/15/18 5:30,2.835001469,OK,10/15/18 5:30,60.95162964,OK,10/15/18 5:30,7459640.5,OK,10/15/18 5:30,52.04449081,OK,10/15/18 5:30,49.20948792,OK,10/15/18 5:30,515.3005727,OK,10/15/18 5:30,731.9850769,OK,10/15/18 5:30,89515686,OK,10/15/18 5:30,21890000,OK,10/15/18 5:30,7910,OK,10/15/18 5:30,2818646,OK,10/15/18 5:30,1304580,OK,10/15/18 5:30,21223587,OK,10/15/18 5:30,21890000,OK,10/15/18 5:30,7910,OK,10/15/18 5:30,2818646,OK,10/15/18 5:30,1304580,OK,,,,10/15/18 5:30,21897910,OK,10/15/18 5:30,22000.75,OK,10/15/18 5:30,93.97492218,OK,10/15/18 5:30,28259296,OK,10/15/18 5:30,0.078115425,OK,10/15/18 5:30,184.0869904,OK,10/15/18 5:30,388.2520752,OK,10/15/18 5:30,181.9787598,OK,
10/15/18 5:45,3.282180071,OK,10/15/18 5:45,70.58161163,OK,10/15/18 5:45,7459657.5,OK,10/15/18 5:45,52.11872482,OK,10/15/18 5:45,48.83654404,OK,10/15/18 5:45,515.5783778,OK,10/15/18 5:45,847.5842285,OK,10/15/18 5:45,89515890,OK,10/15/18 5:45,21890000,OK,10/15/18 5:45,7936,OK,10/15/18 5:45,2818655,OK,10/15/18 5:45,1304586,OK,10/15/18 5:45,21223684,OK,10/15/18 5:45,21890000,OK,10/15/18 5:45,7936,OK,10/15/18 5:45,2818655,OK,10/15/18 5:45,1304586,OK,,,,10/15/18 5:45,21897936,OK,10/15/18 5:45,22000.77148,OK,10/15/18 5:45,205.2019043,OK,10/15/18 5:45,28259320,OK,10/15/18 5:45,0.17058873,OK,10/15/18 5:45,184.1123505,OK,10/15/18 5:45,388.0555115,OK,10/15/18 5:45,396.8936157,OK,
10/15/18 6:00,3.284799576,OK,10/15/18 6:00,70.62583923,OK,10/15/18 6:00,7459674.5,OK,10/15/18 6:00,52.10009766,OK,10/15/18 6:00,48.81529999,OK,10/15/18 6:00,517.1047755,OK,10/15/18 6:00,850.1916504,OK,10/15/18 6:00,89516094,OK,10/15/18 6:00,21890000,OK,10/15/18 6:00,7964,OK,10/15/18 6:00,2818664,OK,10/15/18 6:00,1304593,OK,10/15/18 6:00,21223783,OK,10/15/18 6:00,21890000,OK,10/15/18 6:00,7964,OK,10/15/18 6:00,2818664,OK,10/15/18 6:00,1304593,OK,,,,10/15/18 6:00,21897964,OK,10/15/18 6:00,22000.79102,OK,10/15/18 6:00,121.416214,OK,10/15/18 6:00,28259346,OK,10/15/18 6:00,0.10092234,OK,10/15/18 6:00,184.1163788,OK,10/15/18 6:00,388.3288879,OK,10/15/18 6:00,235.0498657,OK,
