OSU_RTS.MDBUS_CC.388_THF Time [SNAP],OSU_RTS.MDBUS_CC.388_THF Value [SNAP],OSU_RTS.MDBUS_CC.388_THF Status [SNAP],OSU_RTS.MDBUS_CC.388C_HF Time [SNAP],OSU_RTS.MDBUS_CC.388C_HF Value [SNAP],OSU_RTS.MDBUS_CC.388C_HF Status [SNAP],OSU_RTS.MDBUS_CC.388C_HGT Time [SNAP],OSU_RTS.MDBUS_CC.388C_HGT Value [SNAP],OSU_RTS.MDBUS_CC.388C_HGT Status [SNAP],OSU_RTS.MDBUS_RT.388S_C Time [SNAP],OSU_RTS.MDBUS_RT.388S_C Value [SNAP],OSU_RTS.MDBUS_RT.388S_C Status [SNAP],OSU_RTS.MDBUS_RT.388S_DP Time [SNAP],OSU_RTS.MDBUS_RT.388S_DP Value [SNAP],OSU_RTS.MDBUS_RT.388S_DP Status [SNAP],OSU_RTS.MDBUS_RT.388S_HF Time [SNAP],OSU_RTS.MDBUS_RT.388S_HF Value [SNAP],OSU_RTS.MDBUS_RT.388S_HF Status [SNAP],OSU_RTS.MDBUS_RT.388S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.388S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.388S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.388S_I Time [SNAP],OSU_RTS.MDBUS_RT.388S_I Value [SNAP],OSU_RTS.MDBUS_RT.388S_I Status [SNAP],OSU_RTS.MDBUS_RT.388S_P Time [SNAP],OSU_RTS.MDBUS_RT.388S_P Value [SNAP],OSU_RTS.MDBUS_RT.388S_P Status [SNAP],OSU_RTS.MDBUS_RT.388S_T Time [SNAP],OSU_RTS.MDBUS_RT.388S_T Value [SNAP],OSU_RTS.MDBUS_RT.388S_T Status [SNAP],OSU_RTS.OPCRTS.388__CHF Time [SNAP],OSU_RTS.OPCRTS.388__CHF Value [SNAP],OSU_RTS.OPCRTS.388__CHF Status [SNAP],OSU_RTS.OPCRTS.388_AT Time [SNAP],OSU_RTS.OPCRTS.388_AT Value [SNAP],OSU_RTS.OPCRTS.388_AT Status [SNAP],OSU_RTS.OPCRTS.388_C1T Time [SNAP],OSU_RTS.OPCRTS.388_C1T Value [SNAP],OSU_RTS.OPCRTS.388_C1T Status [SNAP],OSU_RTS.OPCRTS.388_C2T Time [SNAP],OSU_RTS.OPCRTS.388_C2T Value [SNAP],OSU_RTS.OPCRTS.388_C2T Status [SNAP],OSU_RTS.OPCRTS.388_C3T Time [SNAP],OSU_RTS.OPCRTS.388_C3T Value [SNAP],OSU_RTS.OPCRTS.388_C3T Status [SNAP],OSU_RTS.OPCRTS.388_C4T Time [SNAP],OSU_RTS.OPCRTS.388_C4T Value [SNAP],OSU_RTS.OPCRTS.388_C4T Status [SNAP],OSU_RTS.OPCRTS.388_C5T Time [SNAP],OSU_RTS.OPCRTS.388_C5T Value [SNAP],OSU_RTS.OPCRTS.388_C5T Status [SNAP],OSU_RTS.OPCRTS.388_C6T Time [SNAP],OSU_RTS.OPCRTS.388_C6T Value [SNAP],OSU_RTS.OPCRTS.388_C6T Status [SNAP],OSU_RTS.OPCRTS.388_C7T Time [SNAP],OSU_RTS.OPCRTS.388_C7T Value [SNAP],OSU_RTS.OPCRTS.388_C7T Status [SNAP],OSU_RTS.OPCRTS.388_C8T Time [SNAP],OSU_RTS.OPCRTS.388_C8T Value [SNAP],OSU_RTS.OPCRTS.388_C8T Status [SNAP],OSU_RTS.OPCRTS.388_CDT Time [SNAP],OSU_RTS.OPCRTS.388_CDT Value [SNAP],OSU_RTS.OPCRTS.388_CDT Status [SNAP],OSU_RTS.OPCRTS.388_CHT Time [SNAP],OSU_RTS.OPCRTS.388_CHT Value [SNAP],OSU_RTS.OPCRTS.388_CHT Status [SNAP],OSU_RTS.OPCRTS.388_CRWT Time [SNAP],OSU_RTS.OPCRTS.388_CRWT Value [SNAP],OSU_RTS.OPCRTS.388_CRWT Status [SNAP],OSU_RTS.OPCRTS.388_CSWT Time [SNAP],OSU_RTS.OPCRTS.388_CSWT Value [SNAP],OSU_RTS.OPCRTS.388_CSWT Status [SNAP],OSU_RTS.OPCRTS.388_CVF Time [SNAP],OSU_RTS.OPCRTS.388_CVF Value [SNAP],OSU_RTS.OPCRTS.388_CVF Status [SNAP],OSU_RTS.OPCRTS..388_CWP Time [SNAP],OSU_RTS.OPCRTS..388_CWP Value [SNAP],OSU_RTS.OPCRTS..388_CWP Status [SNAP],OSU_RTS.OPCRTS..388_CWST Time [SNAP],OSU_RTS.OPCRTS..388_CWST Value [SNAP],OSU_RTS.OPCRTS..388_CWST Status [SNAP],OSU_RTS.OPCRTS..388_E1C Time [SNAP],OSU_RTS.OPCRTS..388_E1C Value [SNAP],OSU_RTS.OPCRTS..388_E1C Status [SNAP],OSU_RTS.OPCRTS..388_E2C Time [SNAP],OSU_RTS.OPCRTS..388_E2C Value [SNAP],OSU_RTS.OPCRTS..388_E2C Status [SNAP],OSU_RTS.OPCRTS..388_E3C Time [SNAP],OSU_RTS.OPCRTS..388_E3C Value [SNAP],OSU_RTS.OPCRTS..388_E3C Status [SNAP],OSU_RTS.OPCRTS..388_E4C Time [SNAP],OSU_RTS.OPCRTS..388_E4C Value [SNAP],OSU_RTS.OPCRTS..388_E4C Status [SNAP],OSU_RTS.OPCRTS..388_E5C Time [SNAP],OSU_RTS.OPCRTS..388_E5C Value [SNAP],OSU_RTS.OPCRTS..388_E5C Status [SNAP],OSU_RTS.OPCRTS..388_KWPT Time [SNAP],OSU_RTS.OPCRTS..388_KWPT Value [SNAP],OSU_RTS.OPCRTS..388_KWPT Status [SNAP],OSU_RTS.OPCRTS.388_TONA Time [SNAP],OSU_RTS.OPCRTS.388_TONA Value [SNAP],OSU_RTS.OPCRTS.388_TONA Status [SNAP],OSU_RTS.OPCRTS.388_WB Time [SNAP],OSU_RTS.OPCRTS.388_WB Value [SNAP],OSU_RTS.OPCRTS.388_WB Status [SNAP],Comments
,,,10/16/18 13:00,0,OK,10/16/18 13:00,683862,OK,10/16/18 13:00,10108.52637,OK,10/16/18 13:00,0,OK,10/16/18 13:00,0,OK,10/16/18 13:00,12971237,OK,10/16/18 13:00,0,OK,10/16/18 13:00,2.141905785,OK,10/16/18 13:00,60.47907257,OK,10/16/18 13:00,0,OK,10/16/18 13:00,51.84061,OK,10/16/18 13:00,20868510,OK,10/16/18 13:00,22475700,OK,10/16/18 13:00,23824870,OK,10/16/18 13:00,22734450,OK,10/16/18 13:00,22225320,OK,10/16/18 13:00,22964610,OK,10/16/18 13:00,22925610,OK,10/16/18 13:00,23920440,OK,10/16/18 13:00,0,OK,10/16/18 13:00,56988.5,OK,10/16/18 13:00,64.18196,OK,10/16/18 13:00,47.2715,OK,10/16/18 13:00,0.1089478,OK,10/16/18 13:00,71.19403,OK,10/16/18 13:00,41.10095,OK,10/16/18 13:00,8448466,OK,10/16/18 13:00,2194.007,OK,10/16/18 13:00,336817.7,OK,10/16/18 13:00,9357233,OK,10/16/18 13:00,5063214,OK,10/16/18 13:00,0.7434154,OK,10/16/18 13:00,1850.304,OK,10/16/18 13:00,43.19492,OK,
,,,10/16/18 13:15,0,OK,10/16/18 13:15,683862,OK,10/16/18 13:15,10108.52637,OK,10/16/18 13:15,0,OK,10/16/18 13:15,0,OK,10/16/18 13:15,12971237,OK,10/16/18 13:15,0,OK,10/16/18 13:15,2.142769814,OK,10/16/18 13:15,60.48516083,OK,10/16/18 13:15,0,OK,10/16/18 13:15,53.20724,OK,10/16/18 13:15,20868510,OK,10/16/18 13:15,22476180,OK,10/16/18 13:15,23824870,OK,10/16/18 13:15,22734450,OK,10/16/18 13:15,22225320,OK,10/16/18 13:15,22964610,OK,10/16/18 13:15,22925610,OK,10/16/18 13:15,23920440,OK,10/16/18 13:15,0,OK,10/16/18 13:15,56988.5,OK,10/16/18 13:15,64.15343,OK,10/16/18 13:15,47.26906,OK,10/16/18 13:15,0.1119385,OK,10/16/18 13:15,71.23553,OK,10/16/18 13:15,41.19066,OK,10/16/18 13:15,8448485,OK,10/16/18 13:15,2194.007,OK,10/16/18 13:15,336817.7,OK,10/16/18 13:15,9357555,OK,10/16/18 13:15,5063225,OK,10/16/18 13:15,0.7396037,OK,10/16/18 13:15,1988.253,OK,10/16/18 13:15,44.38559,OK,
,,,10/16/18 13:30,0,OK,10/16/18 13:30,683862,OK,10/16/18 13:30,10108.52637,OK,10/16/18 13:30,0,OK,10/16/18 13:30,0,OK,10/16/18 13:30,12971237,OK,10/16/18 13:30,0,OK,10/16/18 13:30,2.138152122,OK,10/16/18 13:30,60.50423431,OK,10/16/18 13:30,0,OK,10/16/18 13:30,53.53732,OK,10/16/18 13:30,20868510,OK,10/16/18 13:30,22476680,OK,10/16/18 13:30,23824870,OK,10/16/18 13:30,22734450,OK,10/16/18 13:30,22225320,OK,10/16/18 13:30,22964610,OK,10/16/18 13:30,22925610,OK,10/16/18 13:30,23920440,OK,10/16/18 13:30,0,OK,10/16/18 13:30,56988.5,OK,10/16/18 13:30,64.13905,OK,10/16/18 13:30,47.63445,OK,10/16/18 13:30,0.1134644,OK,10/16/18 13:30,71.52661,OK,10/16/18 13:30,41.13608,OK,10/16/18 13:30,8448505,OK,10/16/18 13:30,2194.007,OK,10/16/18 13:30,336817.7,OK,10/16/18 13:30,9357899,OK,10/16/18 13:30,5063236,OK,10/16/18 13:30,0.7343406,OK,10/16/18 13:30,2075.698,OK,10/16/18 13:30,44.18063,OK,
,,,10/16/18 13:45,0,OK,10/16/18 13:45,683862,OK,10/16/18 13:45,10108.52637,OK,10/16/18 13:45,0,OK,10/16/18 13:45,0,OK,10/16/18 13:45,12971237,OK,10/16/18 13:45,0,OK,10/16/18 13:45,2.141718864,OK,10/16/18 13:45,60.50258636,OK,10/16/18 13:45,0,OK,10/16/18 13:45,54.61081,OK,10/16/18 13:45,20868510,OK,10/16/18 13:45,22477210,OK,10/16/18 13:45,23824870,OK,10/16/18 13:45,22734450,OK,10/16/18 13:45,22225320,OK,10/16/18 13:45,22964610,OK,10/16/18 13:45,22925610,OK,10/16/18 13:45,23920440,OK,10/16/18 13:45,0,OK,10/16/18 13:45,56988.5,OK,10/16/18 13:45,64.13188,OK,10/16/18 13:45,47.65373,OK,10/16/18 13:45,0.1142578,OK,10/16/18 13:45,71.41736,OK,10/16/18 13:45,41.07669,OK,10/16/18 13:45,8448525,OK,10/16/18 13:45,2194.007,OK,10/16/18 13:45,336817.7,OK,10/16/18 13:45,9358253,OK,10/16/18 13:45,5063248,OK,10/16/18 13:45,0.7300645,OK,10/16/18 13:45,2165.448,OK,10/16/18 13:45,44.37863,OK,
,,,10/16/18 14:00,0,OK,10/16/18 14:00,683862,OK,10/16/18 14:00,10108.52637,OK,10/16/18 14:00,0,OK,10/16/18 14:00,0,OK,10/16/18 14:00,12971237,OK,10/16/18 14:00,0,OK,10/16/18 14:00,2.108805656,OK,10/16/18 14:00,60.53426361,OK,10/16/18 14:00,0,OK,10/16/18 14:00,55.36539,OK,10/16/18 14:00,20868510,OK,10/16/18 14:00,22477760,OK,10/16/18 14:00,23824870,OK,10/16/18 14:00,22734450,OK,10/16/18 14:00,22225320,OK,10/16/18 14:00,22964610,OK,10/16/18 14:00,22925610,OK,10/16/18 14:00,23920440,OK,10/16/18 14:00,0,OK,10/16/18 14:00,56988.5,OK,10/16/18 14:00,64.13503,OK,10/16/18 14:00,47.81105,OK,10/16/18 14:00,0.1156616,OK,10/16/18 14:00,71.70111,OK,10/16/18 14:00,40.99776,OK,10/16/18 14:00,8448545,OK,10/16/18 14:00,2194.007,OK,10/16/18 14:00,336817.7,OK,10/16/18 14:00,9358625,OK,10/16/18 14:00,5063261,OK,10/16/18 14:00,0.7285733,OK,10/16/18 14:00,2244.703,OK,10/16/18 14:00,44.99478,OK,
,,,10/16/18 14:15,0,OK,10/16/18 14:15,683862,OK,10/16/18 14:15,10108.52637,OK,10/16/18 14:15,0,OK,10/16/18 14:15,0,OK,10/16/18 14:15,12971237,OK,10/16/18 14:15,0,OK,10/16/18 14:15,2.137595177,OK,10/16/18 14:15,60.58592987,OK,10/16/18 14:15,0,OK,10/16/18 14:15,54.87106,OK,10/16/18 14:15,20868510,OK,10/16/18 14:15,22478340,OK,10/16/18 14:15,23824870,OK,10/16/18 14:15,22734450,OK,10/16/18 14:15,22225320,OK,10/16/18 14:15,22964610,OK,10/16/18 14:15,22925610,OK,10/16/18 14:15,23920440,OK,10/16/18 14:15,0,OK,10/16/18 14:15,56988.5,OK,10/16/18 14:15,64.13069,OK,10/16/18 14:15,48.10286,OK,10/16/18 14:15,1.286743,OK,10/16/18 14:15,71.52692,OK,10/16/18 14:15,41.27155,OK,10/16/18 14:15,8448565,OK,10/16/18 14:15,2194.007,OK,10/16/18 14:15,336817.7,OK,10/16/18 14:15,9359016,OK,10/16/18 14:15,5063272,OK,10/16/18 14:15,0.7431158,OK,10/16/18 14:15,2438.27,OK,10/16/18 14:15,44.16562,OK,
,,,10/16/18 14:30,0,OK,10/16/18 14:30,683862,OK,10/16/18 14:30,10108.52637,OK,10/16/18 14:30,0,OK,10/16/18 14:30,0,OK,10/16/18 14:30,12971237,OK,10/16/18 14:30,0,OK,10/16/18 14:30,2.140723228,OK,10/16/18 14:30,60.63241577,OK,10/16/18 14:30,0,OK,10/16/18 14:30,55.07364,OK,10/16/18 14:30,20868630,OK,10/16/18 14:30,22478810,OK,10/16/18 14:30,23824870,OK,10/16/18 14:30,22734450,OK,10/16/18 14:30,22225320,OK,10/16/18 14:30,22964610,OK,10/16/18 14:30,22925610,OK,10/16/18 14:30,23920440,OK,10/16/18 14:30,0,OK,10/16/18 14:30,56988.5,OK,10/16/18 14:30,64.13634,OK,10/16/18 14:30,47.94276,OK,10/16/18 14:30,0.1171265,OK,10/16/18 14:30,71.91333,OK,10/16/18 14:30,40.89076,OK,10/16/18 14:30,8448649,OK,10/16/18 14:30,2194.007,OK,10/16/18 14:30,336817.7,OK,10/16/18 14:30,9359388,OK,10/16/18 14:30,5063283,OK,10/16/18 14:30,0.6879241,OK,10/16/18 14:30,2837.623,OK,10/16/18 14:30,44.02542,OK,
,,,10/16/18 14:45,0,OK,10/16/18 14:45,683862,OK,10/16/18 14:45,10108.52637,OK,10/16/18 14:45,0,OK,10/16/18 14:45,0,OK,10/16/18 14:45,12971237,OK,10/16/18 14:45,0,OK,10/16/18 14:45,2.151862144,OK,10/16/18 14:45,60.6817627,OK,10/16/18 14:45,0,OK,10/16/18 14:45,56.01657,OK,10/16/18 14:45,20868990,OK,10/16/18 14:45,22479190,OK,10/16/18 14:45,23824870,OK,10/16/18 14:45,22734450,OK,10/16/18 14:45,22225320,OK,10/16/18 14:45,22964610,OK,10/16/18 14:45,22925610,OK,10/16/18 14:45,23920440,OK,10/16/18 14:45,0,OK,10/16/18 14:45,56988.5,OK,10/16/18 14:45,64.12697,OK,10/16/18 14:45,47.83723,OK,10/16/18 14:45,0.1124878,OK,10/16/18 14:45,71.8186,OK,10/16/18 14:45,40.76317,OK,10/16/18 14:45,8448839,OK,10/16/18 14:45,2194.007,OK,10/16/18 14:45,336817.7,OK,10/16/18 14:45,9359708,OK,10/16/18 14:45,5063295,OK,10/16/18 14:45,0.7099587,OK,10/16/18 14:45,2978.559,OK,10/16/18 14:45,45.01059,OK,
,,,10/16/18 15:00,0,OK,10/16/18 15:00,683862,OK,10/16/18 15:00,10108.52637,OK,10/16/18 15:00,0,OK,10/16/18 15:00,0,OK,10/16/18 15:00,12971237,OK,10/16/18 15:00,0,OK,10/16/18 15:00,2.136778831,OK,10/16/18 15:00,60.74397278,OK,10/16/18 15:00,0,OK,10/16/18 15:00,55.28079,OK,10/16/18 15:00,20869360,OK,10/16/18 15:00,22479550,OK,10/16/18 15:00,23824870,OK,10/16/18 15:00,22734450,OK,10/16/18 15:00,22225320,OK,10/16/18 15:00,22964610,OK,10/16/18 15:00,22925610,OK,10/16/18 15:00,23920440,OK,10/16/18 15:00,0,OK,10/16/18 15:00,56988.5,OK,10/16/18 15:00,64.11565,OK,10/16/18 15:00,47.81139,OK,10/16/18 15:00,0.1170654,OK,10/16/18 15:00,71.85004,OK,10/16/18 15:00,40.7511,OK,10/16/18 15:00,8449025,OK,10/16/18 15:00,2194.007,OK,10/16/18 15:00,336817.7,OK,10/16/18 15:00,9360025,OK,10/16/18 15:00,5063306,OK,10/16/18 15:00,0.6990692,OK,10/16/18 15:00,2898.053,OK,10/16/18 15:00,43.77719,OK,
,,,10/16/18 15:15,0,OK,10/16/18 15:15,683862,OK,10/16/18 15:15,10108.52637,OK,10/16/18 15:15,0,OK,10/16/18 15:15,0,OK,10/16/18 15:15,12971237,OK,10/16/18 15:15,0,OK,10/16/18 15:15,2.136763573,OK,10/16/18 15:15,60.84883118,OK,10/16/18 15:15,0,OK,10/16/18 15:15,54.90414,OK,10/16/18 15:15,20869730,OK,10/16/18 15:15,22479900,OK,10/16/18 15:15,23824870,OK,10/16/18 15:15,22734450,OK,10/16/18 15:15,22225320,OK,10/16/18 15:15,22964610,OK,10/16/18 15:15,22925610,OK,10/16/18 15:15,23920440,OK,10/16/18 15:15,0,OK,10/16/18 15:15,56988.5,OK,10/16/18 15:15,64.13676,OK,10/16/18 15:15,47.77193,OK,10/16/18 15:15,0.1176758,OK,10/16/18 15:15,71.80536,OK,10/16/18 15:15,40.75909,OK,10/16/18 15:15,8449213,OK,10/16/18 15:15,2194.007,OK,10/16/18 15:15,336817.7,OK,10/16/18 15:15,9360336,OK,10/16/18 15:15,5063317,OK,10/16/18 15:15,0.7029665,OK,10/16/18 15:15,2875.906,OK,10/16/18 15:15,43.39432,OK,
,,,10/16/18 15:30,0,OK,10/16/18 15:30,683862,OK,10/16/18 15:30,10108.52637,OK,10/16/18 15:30,0,OK,10/16/18 15:30,0,OK,10/16/18 15:30,12971237,OK,10/16/18 15:30,0,OK,10/16/18 15:30,2.137909889,OK,10/16/18 15:30,60.90181732,OK,10/16/18 15:30,0,OK,10/16/18 15:30,55.16043,OK,10/16/18 15:30,20870100,OK,10/16/18 15:30,22480250,OK,10/16/18 15:30,23824870,OK,10/16/18 15:30,22734450,OK,10/16/18 15:30,22225320,OK,10/16/18 15:30,22964610,OK,10/16/18 15:30,22925610,OK,10/16/18 15:30,23920440,OK,10/16/18 15:30,0,OK,10/16/18 15:30,56988.5,OK,10/16/18 15:30,64.11232,OK,10/16/18 15:30,47.63768,OK,10/16/18 15:30,0.1135254,OK,10/16/18 15:30,71.91711,OK,10/16/18 15:30,40.69521,OK,10/16/18 15:30,8449397,OK,10/16/18 15:30,2194.007,OK,10/16/18 15:30,336817.7,OK,10/16/18 15:30,9360647,OK,10/16/18 15:30,5063329,OK,10/16/18 15:30,0.7076081,OK,10/16/18 15:30,2833.612,OK,10/16/18 15:30,43.44138,OK,
,,,10/16/18 15:45,0,OK,10/16/18 15:45,683862,OK,10/16/18 15:45,10108.52637,OK,10/16/18 15:45,0,OK,10/16/18 15:45,0,OK,10/16/18 15:45,12971237,OK,10/16/18 15:45,0,OK,10/16/18 15:45,2.135718346,OK,10/16/18 15:45,60.9463501,OK,10/16/18 15:45,0,OK,10/16/18 15:45,55.93771,OK,10/16/18 15:45,20870460,OK,10/16/18 15:45,22480590,OK,10/16/18 15:45,23824870,OK,10/16/18 15:45,22734450,OK,10/16/18 15:45,22225320,OK,10/16/18 15:45,22964610,OK,10/16/18 15:45,22925610,OK,10/16/18 15:45,23920440,OK,10/16/18 15:45,0,OK,10/16/18 15:45,56988.5,OK,10/16/18 15:45,64.10152,OK,10/16/18 15:45,47.63194,OK,10/16/18 15:45,0.1123047,OK,10/16/18 15:45,72.15601,OK,10/16/18 15:45,40.80556,OK,10/16/18 15:45,8449580,OK,10/16/18 15:45,2194.007,OK,10/16/18 15:45,336817.7,OK,10/16/18 15:45,9360952,OK,10/16/18 15:45,5063340,OK,10/16/18 15:45,0.71572,OK,10/16/18 15:45,2821.91,OK,10/16/18 15:45,47.12961,OK,
,,,10/16/18 16:00,0,OK,10/16/18 16:00,683862,OK,10/16/18 16:00,10108.52637,OK,10/16/18 16:00,0,OK,10/16/18 16:00,0,OK,10/16/18 16:00,12971237,OK,10/16/18 16:00,0,OK,10/16/18 16:00,2.135127068,OK,10/16/18 16:00,60.97360229,OK,10/16/18 16:00,0,OK,10/16/18 16:00,55.22604,OK,10/16/18 16:00,20870830,OK,10/16/18 16:00,22480940,OK,10/16/18 16:00,23824870,OK,10/16/18 16:00,22734450,OK,10/16/18 16:00,22225320,OK,10/16/18 16:00,22964610,OK,10/16/18 16:00,22925610,OK,10/16/18 16:00,23920440,OK,10/16/18 16:00,0,OK,10/16/18 16:00,56988.5,OK,10/16/18 16:00,64.0873,OK,10/16/18 16:00,47.72035,OK,10/16/18 16:00,0.1116333,OK,10/16/18 16:00,72.16492,OK,10/16/18 16:00,40.89494,OK,10/16/18 16:00,8449763,OK,10/16/18 16:00,2194.007,OK,10/16/18 16:00,336817.7,OK,10/16/18 16:00,9361263,OK,10/16/18 16:00,5063351,OK,10/16/18 16:00,0.7068125,OK,10/16/18 16:00,2832.21,OK,10/16/18 16:00,43.86069,OK,
,,,10/16/18 16:15,0,OK,10/16/18 16:15,683862,OK,10/16/18 16:15,10108.52637,OK,10/16/18 16:15,0,OK,10/16/18 16:15,0,OK,10/16/18 16:15,12971237,OK,10/16/18 16:15,0,OK,10/16/18 16:15,2.145256996,OK,10/16/18 16:15,61.00205612,OK,10/16/18 16:15,0,OK,10/16/18 16:15,55.74673,OK,10/16/18 16:15,20871190,OK,10/16/18 16:15,22481280,OK,10/16/18 16:15,23824870,OK,10/16/18 16:15,22734450,OK,10/16/18 16:15,22225320,OK,10/16/18 16:15,22964610,OK,10/16/18 16:15,22925610,OK,10/16/18 16:15,23920440,OK,10/16/18 16:15,0,OK,10/16/18 16:15,56988.5,OK,10/16/18 16:15,64.09212,OK,10/16/18 16:15,47.6722,OK,10/16/18 16:15,0.1124268,OK,10/16/18 16:15,72.28766,OK,10/16/18 16:15,40.84186,OK,10/16/18 16:15,8449946,OK,10/16/18 16:15,2194.007,OK,10/16/18 16:15,336817.7,OK,10/16/18 16:15,9361574,OK,10/16/18 16:15,5063364,OK,10/16/18 16:15,0.7133209,OK,10/16/18 16:15,2830.977,OK,10/16/18 16:15,45.4747,OK,
,,,10/16/18 16:30,0,OK,10/16/18 16:30,683862,OK,10/16/18 16:30,10108.52637,OK,10/16/18 16:30,0,OK,10/16/18 16:30,0,OK,10/16/18 16:30,12971237,OK,10/16/18 16:30,0,OK,10/16/18 16:30,2.155554771,OK,10/16/18 16:30,61.07969666,OK,10/16/18 16:30,0,OK,10/16/18 16:30,55.43173,OK,10/16/18 16:30,20871550,OK,10/16/18 16:30,22481630,OK,10/16/18 16:30,23824870,OK,10/16/18 16:30,22734450,OK,10/16/18 16:30,22225320,OK,10/16/18 16:30,22964610,OK,10/16/18 16:30,22925610,OK,10/16/18 16:30,23920440,OK,10/16/18 16:30,0,OK,10/16/18 16:30,56988.5,OK,10/16/18 16:30,64.101,OK,10/16/18 16:30,47.66563,OK,10/16/18 16:30,0.1168213,OK,10/16/18 16:30,72.36383,OK,10/16/18 16:30,40.89763,OK,10/16/18 16:30,8450126,OK,10/16/18 16:30,2194.007,OK,10/16/18 16:30,336817.7,OK,10/16/18 16:30,9361888,OK,10/16/18 16:30,5063375,OK,10/16/18 16:30,0.7129506,OK,10/16/18 16:30,2810.625,OK,10/16/18 16:30,43.94455,OK,
,,,10/16/18 16:45,0,OK,10/16/18 16:45,683862,OK,10/16/18 16:45,10108.52637,OK,10/16/18 16:45,0,OK,10/16/18 16:45,0,OK,10/16/18 16:45,12971237,OK,10/16/18 16:45,0,OK,10/16/18 16:45,2.139355659,OK,10/16/18 16:45,61.13414764,OK,10/16/18 16:45,0,OK,10/16/18 16:45,55.42801,OK,10/16/18 16:45,20871910,OK,10/16/18 16:45,22481980,OK,10/16/18 16:45,23824870,OK,10/16/18 16:45,22734450,OK,10/16/18 16:45,22225320,OK,10/16/18 16:45,22964610,OK,10/16/18 16:45,22925610,OK,10/16/18 16:45,23920440,OK,10/16/18 16:45,0,OK,10/16/18 16:45,56988.5,OK,10/16/18 16:45,64.09471,OK,10/16/18 16:45,47.7068,OK,10/16/18 16:45,0.1126099,OK,10/16/18 16:45,72.23669,OK,10/16/18 16:45,40.97156,OK,10/16/18 16:45,8450305,OK,10/16/18 16:45,2194.007,OK,10/16/18 16:45,336817.7,OK,10/16/18 16:45,9362199,OK,10/16/18 16:45,5063387,OK,10/16/18 16:45,0.7109843,OK,10/16/18 16:45,2835.182,OK,10/16/18 16:45,44.75021,OK,
,,,10/16/18 17:00,0,OK,10/16/18 17:00,683862,OK,10/16/18 17:00,10108.52637,OK,10/16/18 17:00,0,OK,10/16/18 17:00,0,OK,10/16/18 17:00,12971237,OK,10/16/18 17:00,0,OK,10/16/18 17:00,2.163050652,OK,10/16/18 17:00,61.18534851,OK,10/16/18 17:00,0,OK,10/16/18 17:00,55.23502,OK,10/16/18 17:00,20872270,OK,10/16/18 17:00,22482320,OK,10/16/18 17:00,23824870,OK,10/16/18 17:00,22734450,OK,10/16/18 17:00,22225320,OK,10/16/18 17:00,22964610,OK,10/16/18 17:00,22925610,OK,10/16/18 17:00,23920440,OK,10/16/18 17:00,0,OK,10/16/18 17:00,56988.5,OK,10/16/18 17:00,64.09648,OK,10/16/18 17:00,47.6851,OK,10/16/18 17:00,0.1181641,OK,10/16/18 17:00,72.22943,OK,10/16/18 17:00,40.89497,OK,10/16/18 17:00,8450484,OK,10/16/18 17:00,2194.007,OK,10/16/18 17:00,336817.7,OK,10/16/18 17:00,9362516,OK,10/16/18 17:00,5063398,OK,10/16/18 17:00,0.7068797,OK,10/16/18 17:00,2864.67,OK,10/16/18 17:00,45.24673,OK,
,,,10/16/18 17:15,0,OK,10/16/18 17:15,683862,OK,10/16/18 17:15,10108.52637,OK,10/16/18 17:15,0,OK,10/16/18 17:15,0,OK,10/16/18 17:15,12971237,OK,10/16/18 17:15,0,OK,10/16/18 17:15,2.144375801,OK,10/16/18 17:15,61.25251007,OK,10/16/18 17:15,0,OK,10/16/18 17:15,54.77426,OK,10/16/18 17:15,20872630,OK,10/16/18 17:15,22482670,OK,10/16/18 17:15,23824870,OK,10/16/18 17:15,22734450,OK,10/16/18 17:15,22225320,OK,10/16/18 17:15,22964610,OK,10/16/18 17:15,22925610,OK,10/16/18 17:15,23920440,OK,10/16/18 17:15,0,OK,10/16/18 17:15,56988.5,OK,10/16/18 17:15,64.10161,OK,10/16/18 17:15,47.54543,OK,10/16/18 17:15,0.1137085,OK,10/16/18 17:15,72.20898,OK,10/16/18 17:15,40.71072,OK,10/16/18 17:15,8450661,OK,10/16/18 17:15,2194.007,OK,10/16/18 17:15,336817.7,OK,10/16/18 17:15,9362838,OK,10/16/18 17:15,5063409,OK,10/16/18 17:15,0.7094465,OK,10/16/18 17:15,2841.843,OK,10/16/18 17:15,44.37357,OK,
