OSU_RTS.MDBUS_CC.388_THF Time [SNAP],OSU_RTS.MDBUS_CC.388_THF Value [SNAP],OSU_RTS.MDBUS_CC.388_THF Status [SNAP],OSU_RTS.MDBUS_CC.388C_HF Time [SNAP],OSU_RTS.MDBUS_CC.388C_HF Value [SNAP],OSU_RTS.MDBUS_CC.388C_HF Status [SNAP],OSU_RTS.MDBUS_CC.388C_HGT Time [SNAP],OSU_RTS.MDBUS_CC.388C_HGT Value [SNAP],OSU_RTS.MDBUS_CC.388C_HGT Status [SNAP],OSU_RTS.MDBUS_RT.388S_C Time [SNAP],OSU_RTS.MDBUS_RT.388S_C Value [SNAP],OSU_RTS.MDBUS_RT.388S_C Status [SNAP],OSU_RTS.MDBUS_RT.388S_DP Time [SNAP],OSU_RTS.MDBUS_RT.388S_DP Value [SNAP],OSU_RTS.MDBUS_RT.388S_DP Status [SNAP],OSU_RTS.MDBUS_RT.388S_HF Time [SNAP],OSU_RTS.MDBUS_RT.388S_HF Value [SNAP],OSU_RTS.MDBUS_RT.388S_HF Status [SNAP],OSU_RTS.MDBUS_RT.388S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.388S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.388S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.388S_I Time [SNAP],OSU_RTS.MDBUS_RT.388S_I Value [SNAP],OSU_RTS.MDBUS_RT.388S_I Status [SNAP],OSU_RTS.MDBUS_RT.388S_P Time [SNAP],OSU_RTS.MDBUS_RT.388S_P Value [SNAP],OSU_RTS.MDBUS_RT.388S_P Status [SNAP],OSU_RTS.MDBUS_RT.388S_T Time [SNAP],OSU_RTS.MDBUS_RT.388S_T Value [SNAP],OSU_RTS.MDBUS_RT.388S_T Status [SNAP],OSU_RTS.OPCRTS.388__CHF Time [SNAP],OSU_RTS.OPCRTS.388__CHF Value [SNAP],OSU_RTS.OPCRTS.388__CHF Status [SNAP],OSU_RTS.OPCRTS.388_AT Time [SNAP],OSU_RTS.OPCRTS.388_AT Value [SNAP],OSU_RTS.OPCRTS.388_AT Status [SNAP],OSU_RTS.OPCRTS.388_C1T Time [SNAP],OSU_RTS.OPCRTS.388_C1T Value [SNAP],OSU_RTS.OPCRTS.388_C1T Status [SNAP],OSU_RTS.OPCRTS.388_C2T Time [SNAP],OSU_RTS.OPCRTS.388_C2T Value [SNAP],OSU_RTS.OPCRTS.388_C2T Status [SNAP],OSU_RTS.OPCRTS.388_C3T Time [SNAP],OSU_RTS.OPCRTS.388_C3T Value [SNAP],OSU_RTS.OPCRTS.388_C3T Status [SNAP],OSU_RTS.OPCRTS.388_C4T Time [SNAP],OSU_RTS.OPCRTS.388_C4T Value [SNAP],OSU_RTS.OPCRTS.388_C4T Status [SNAP],OSU_RTS.OPCRTS.388_C5T Time [SNAP],OSU_RTS.OPCRTS.388_C5T Value [SNAP],OSU_RTS.OPCRTS.388_C5T Status [SNAP],OSU_RTS.OPCRTS.388_C6T Time [SNAP],OSU_RTS.OPCRTS.388_C6T Value [SNAP],OSU_RTS.OPCRTS.388_C6T Status [SNAP],OSU_RTS.OPCRTS.388_C7T Time [SNAP],OSU_RTS.OPCRTS.388_C7T Value [SNAP],OSU_RTS.OPCRTS.388_C7T Status [SNAP],OSU_RTS.OPCRTS.388_C8T Time [SNAP],OSU_RTS.OPCRTS.388_C8T Value [SNAP],OSU_RTS.OPCRTS.388_C8T Status [SNAP],OSU_RTS.OPCRTS.388_CDT Time [SNAP],OSU_RTS.OPCRTS.388_CDT Value [SNAP],OSU_RTS.OPCRTS.388_CDT Status [SNAP],OSU_RTS.OPCRTS.388_CHT Time [SNAP],OSU_RTS.OPCRTS.388_CHT Value [SNAP],OSU_RTS.OPCRTS.388_CHT Status [SNAP],OSU_RTS.OPCRTS.388_CRWT Time [SNAP],OSU_RTS.OPCRTS.388_CRWT Value [SNAP],OSU_RTS.OPCRTS.388_CRWT Status [SNAP],OSU_RTS.OPCRTS.388_CSWT Time [SNAP],OSU_RTS.OPCRTS.388_CSWT Value [SNAP],OSU_RTS.OPCRTS.388_CSWT Status [SNAP],OSU_RTS.OPCRTS.388_CVF Time [SNAP],OSU_RTS.OPCRTS.388_CVF Value [SNAP],OSU_RTS.OPCRTS.388_CVF Status [SNAP],OSU_RTS.OPCRTS..388_CWP Time [SNAP],OSU_RTS.OPCRTS..388_CWP Value [SNAP],OSU_RTS.OPCRTS..388_CWP Status [SNAP],OSU_RTS.OPCRTS..388_CWST Time [SNAP],OSU_RTS.OPCRTS..388_CWST Value [SNAP],OSU_RTS.OPCRTS..388_CWST Status [SNAP],OSU_RTS.OPCRTS..388_E1C Time [SNAP],OSU_RTS.OPCRTS..388_E1C Value [SNAP],OSU_RTS.OPCRTS..388_E1C Status [SNAP],OSU_RTS.OPCRTS..388_E2C Time [SNAP],OSU_RTS.OPCRTS..388_E2C Value [SNAP],OSU_RTS.OPCRTS..388_E2C Status [SNAP],OSU_RTS.OPCRTS..388_E3C Time [SNAP],OSU_RTS.OPCRTS..388_E3C Value [SNAP],OSU_RTS.OPCRTS..388_E3C Status [SNAP],OSU_RTS.OPCRTS..388_E4C Time [SNAP],OSU_RTS.OPCRTS..388_E4C Value [SNAP],OSU_RTS.OPCRTS..388_E4C Status [SNAP],OSU_RTS.OPCRTS..388_E5C Time [SNAP],OSU_RTS.OPCRTS..388_E5C Value [SNAP],OSU_RTS.OPCRTS..388_E5C Status [SNAP],OSU_RTS.OPCRTS..388_KWPT Time [SNAP],OSU_RTS.OPCRTS..388_KWPT Value [SNAP],OSU_RTS.OPCRTS..388_KWPT Status [SNAP],OSU_RTS.OPCRTS.388_TONA Time [SNAP],OSU_RTS.OPCRTS.388_TONA Value [SNAP],OSU_RTS.OPCRTS.388_TONA Status [SNAP],OSU_RTS.OPCRTS.388_WB Time [SNAP],OSU_RTS.OPCRTS.388_WB Value [SNAP],OSU_RTS.OPCRTS.388_WB Status [SNAP],Comments
,,,10/18/18 12:30,0,OK,10/18/18 12:30,683862,OK,10/18/18 12:30,10115.08594,OK,10/18/18 12:30,30.56851578,OK,10/18/18 12:30,984.8215332,OK,10/18/18 12:30,12979525,OK,10/18/18 12:30,0.78502948,OK,10/18/18 12:30,180.7043915,OK,10/18/18 12:30,473.4649658,OK,10/18/18 12:30,0,OK,10/18/18 12:30,49.97842,OK,10/18/18 12:30,20911510,OK,10/18/18 12:30,22485040,OK,10/18/18 12:30,23824870,OK,10/18/18 12:30,22734450,OK,10/18/18 12:30,22225320,OK,10/18/18 12:30,22964610,OK,10/18/18 12:30,22961190,OK,10/18/18 12:30,23920440,OK,10/18/18 12:30,0,OK,10/18/18 12:30,56988.5,OK,10/18/18 12:30,63.12175,OK,10/18/18 12:30,47.02846,OK,10/18/18 12:30,0.1149902,OK,10/18/18 12:30,71.43866,OK,10/18/18 12:30,41.0116,OK,10/18/18 12:30,8485820,OK,10/18/18 12:30,2194.007,OK,10/18/18 12:30,336817.7,OK,10/18/18 12:30,9377287,OK,10/18/18 12:30,5070371,OK,10/18/18 12:30,0.7132342,OK,10/18/18 12:30,1683.196,OK,10/18/18 12:30,39.62521,OK,
,,,10/18/18 12:45,0,OK,10/18/18 12:45,683862,OK,10/18/18 12:45,10115.19238,OK,10/18/18 12:45,9.591115952,OK,10/18/18 12:45,261.8927612,OK,10/18/18 12:45,12979659,OK,10/18/18 12:45,0.209717926,OK,10/18/18 12:45,183.1398163,OK,10/18/18 12:45,463.9101868,OK,10/18/18 12:45,0,OK,10/18/18 12:45,51.33279,OK,10/18/18 12:45,20911510,OK,10/18/18 12:45,22485040,OK,10/18/18 12:45,23824870,OK,10/18/18 12:45,22734450,OK,10/18/18 12:45,22225320,OK,10/18/18 12:45,22964610,OK,10/18/18 12:45,22961620,OK,10/18/18 12:45,23920440,OK,10/18/18 12:45,0,OK,10/18/18 12:45,56988.5,OK,10/18/18 12:45,63.11003,OK,10/18/18 12:45,47.15678,OK,10/18/18 12:45,0.1177368,OK,10/18/18 12:45,70.61896,OK,10/18/18 12:45,41.08781,OK,10/18/18 12:45,8486020,OK,10/18/18 12:45,2194.007,OK,10/18/18 12:45,336817.7,OK,10/18/18 12:45,9377328,OK,10/18/18 12:45,5070437,OK,10/18/18 12:45,0.6901571,OK,10/18/18 12:45,1714.634,OK,10/18/18 12:45,40.4122,OK,
,,,10/18/18 13:00,0,OK,10/18/18 13:00,683862,OK,10/18/18 13:00,10115.25195,OK,10/18/18 13:00,15.11321354,OK,10/18/18 13:00,436.9116211,OK,10/18/18 13:00,12979733,OK,10/18/18 13:00,0.351737946,OK,10/18/18 13:00,180.5458069,OK,10/18/18 13:00,451.5653076,OK,10/18/18 13:00,0,OK,10/18/18 13:00,51.91751,OK,10/18/18 13:00,20911510,OK,10/18/18 13:00,22485040,OK,10/18/18 13:00,23824870,OK,10/18/18 13:00,22734450,OK,10/18/18 13:00,22225320,OK,10/18/18 13:00,22964610,OK,10/18/18 13:00,22962060,OK,10/18/18 13:00,23920440,OK,10/18/18 13:00,0,OK,10/18/18 13:00,56988.5,OK,10/18/18 13:00,63.11339,OK,10/18/18 13:00,47.21126,OK,10/18/18 13:00,0.1166382,OK,10/18/18 13:00,70.34442,OK,10/18/18 13:00,41.21849,OK,10/18/18 13:00,8486227,OK,10/18/18 13:00,2194.007,OK,10/18/18 13:00,336817.7,OK,10/18/18 13:00,9377372,OK,10/18/18 13:00,5070501,OK,10/18/18 13:00,0.7087387,OK,10/18/18 13:00,1797.333,OK,10/18/18 13:00,41.00247,OK,
,,,10/18/18 13:15,0,OK,10/18/18 13:15,683862,OK,10/18/18 13:15,10115.36621,OK,10/18/18 13:15,20.89216232,OK,10/18/18 13:15,634.9413452,OK,10/18/18 13:15,12979875,OK,10/18/18 13:15,0.509189606,OK,10/18/18 13:15,182.489151,OK,10/18/18 13:15,460.5425415,OK,10/18/18 13:15,0,OK,10/18/18 13:15,52.14639,OK,10/18/18 13:15,20911510,OK,10/18/18 13:15,22485040,OK,10/18/18 13:15,23824870,OK,10/18/18 13:15,22734450,OK,10/18/18 13:15,22225320,OK,10/18/18 13:15,22964610,OK,10/18/18 13:15,22962520,OK,10/18/18 13:15,23920440,OK,10/18/18 13:15,0,OK,10/18/18 13:15,56988.5,OK,10/18/18 13:15,63.13057,OK,10/18/18 13:15,47.37129,OK,10/18/18 13:15,0.1156006,OK,10/18/18 13:15,70.23749,OK,10/18/18 13:15,41.2366,OK,10/18/18 13:15,8486444,OK,10/18/18 13:15,2194.007,OK,10/18/18 13:15,336817.7,OK,10/18/18 13:15,9377420,OK,10/18/18 13:15,5070565,OK,10/18/18 13:15,0.6924532,OK,10/18/18 13:15,1871.129,OK,10/18/18 13:15,40.8765,OK,
,,,10/18/18 13:30,0,OK,10/18/18 13:30,683862,OK,10/18/18 13:30,10115.45996,OK,10/18/18 13:30,10.00772476,OK,10/18/18 13:30,273.3264465,OK,10/18/18 13:30,12979991,OK,10/18/18 13:30,0.219699448,OK,10/18/18 13:30,180.3266449,OK,10/18/18 13:30,454.9478455,OK,10/18/18 13:30,0,OK,10/18/18 13:30,53.78598,OK,10/18/18 13:30,20911510,OK,10/18/18 13:30,22485040,OK,10/18/18 13:30,23824870,OK,10/18/18 13:30,22734450,OK,10/18/18 13:30,22225320,OK,10/18/18 13:30,22964610,OK,10/18/18 13:30,22962990,OK,10/18/18 13:30,23920440,OK,10/18/18 13:30,0,OK,10/18/18 13:30,56988.5,OK,10/18/18 13:30,63.14449,OK,10/18/18 13:30,47.21388,OK,10/18/18 13:30,0.112793,OK,10/18/18 13:30,70.23926,OK,10/18/18 13:30,40.84973,OK,10/18/18 13:30,8486664,OK,10/18/18 13:30,2194.007,OK,10/18/18 13:30,336817.7,OK,10/18/18 13:30,9377471,OK,10/18/18 13:30,5070628,OK,10/18/18 13:30,0.6856069,OK,10/18/18 13:30,1882.196,OK,10/18/18 13:30,41.94492,OK,
,,,10/18/18 13:45,0,OK,10/18/18 13:45,683862,OK,10/18/18 13:45,10115.51953,OK,10/18/18 13:45,9.837335587,OK,10/18/18 13:45,270.8143921,OK,10/18/18 13:45,12980065,OK,10/18/18 13:45,0.218696884,OK,10/18/18 13:45,183.8229828,OK,10/18/18 13:45,445.8947754,OK,10/18/18 13:45,0,OK,10/18/18 13:45,54.35068,OK,10/18/18 13:45,20911510,OK,10/18/18 13:45,22485040,OK,10/18/18 13:45,23824870,OK,10/18/18 13:45,22734450,OK,10/18/18 13:45,22225320,OK,10/18/18 13:45,22964610,OK,10/18/18 13:45,22963470,OK,10/18/18 13:45,23920440,OK,10/18/18 13:45,0,OK,10/18/18 13:45,56988.5,OK,10/18/18 13:45,63.16273,OK,10/18/18 13:45,47.33965,OK,10/18/18 13:45,0.1140137,OK,10/18/18 13:45,70.24756,OK,10/18/18 13:45,41.18082,OK,10/18/18 13:45,8486887,OK,10/18/18 13:45,2194.007,OK,10/18/18 13:45,336817.7,OK,10/18/18 13:45,9377519,OK,10/18/18 13:45,5070689,OK,10/18/18 13:45,0.6816516,OK,10/18/18 13:45,1932.442,OK,10/18/18 13:45,41.73447,OK,
,,,10/18/18 14:00,0,OK,10/18/18 14:00,683862,OK,10/18/18 14:00,10115.59961,OK,10/18/18 14:00,15.74482536,OK,10/18/18 14:00,458.9946899,OK,10/18/18 14:00,12980165,OK,10/18/18 14:00,0.370251251,OK,10/18/18 14:00,180.9522552,OK,10/18/18 14:00,447.4823608,OK,10/18/18 14:00,0,OK,10/18/18 14:00,54.8154,OK,10/18/18 14:00,20911510,OK,10/18/18 14:00,22485040,OK,10/18/18 14:00,23824870,OK,10/18/18 14:00,22734450,OK,10/18/18 14:00,22225320,OK,10/18/18 14:00,22964610,OK,10/18/18 14:00,22963960,OK,10/18/18 14:00,23920440,OK,10/18/18 14:00,0,OK,10/18/18 14:00,56988.5,OK,10/18/18 14:00,63.15733,OK,10/18/18 14:00,47.40816,OK,10/18/18 14:00,0.1158447,OK,10/18/18 14:00,70.44452,OK,10/18/18 14:00,41.21167,OK,10/18/18 14:00,8487122,OK,10/18/18 14:00,2194.007,OK,10/18/18 14:00,336817.7,OK,10/18/18 14:00,9377571,OK,10/18/18 14:00,5070750,OK,10/18/18 14:00,0.6943928,OK,10/18/18 14:00,2017.924,OK,10/18/18 14:00,42.1199,OK,
,,,10/18/18 14:15,0,OK,10/18/18 14:15,683862,OK,10/18/18 14:15,10115.71484,OK,10/18/18 14:15,19.97428894,OK,10/18/18 14:15,601.7967529,OK,10/18/18 14:15,12980308,OK,10/18/18 14:15,0.483067505,OK,10/18/18 14:15,181.8323822,OK,10/18/18 14:15,458.2958374,OK,10/18/18 14:15,0,OK,10/18/18 14:15,54.05045,OK,10/18/18 14:15,20911510,OK,10/18/18 14:15,22485040,OK,10/18/18 14:15,23824870,OK,10/18/18 14:15,22734450,OK,10/18/18 14:15,22225320,OK,10/18/18 14:15,22964610,OK,10/18/18 14:15,22964470,OK,10/18/18 14:15,23920440,OK,10/18/18 14:15,0,OK,10/18/18 14:15,56988.5,OK,10/18/18 14:15,63.16621,OK,10/18/18 14:15,47.51802,OK,10/18/18 14:15,0.1134644,OK,10/18/18 14:15,70.33008,OK,10/18/18 14:15,41.19212,OK,10/18/18 14:15,8487362,OK,10/18/18 14:15,2194.007,OK,10/18/18 14:15,336817.7,OK,10/18/18 14:15,9377628,OK,10/18/18 14:15,5070814,OK,10/18/18 14:15,0.713291,OK,10/18/18 14:15,2061.596,OK,10/18/18 14:15,42.03409,OK,
,,,10/18/18 14:30,0,OK,10/18/18 14:30,683862,OK,10/18/18 14:30,10115.86328,OK,10/18/18 14:30,20.34365082,OK,10/18/18 14:30,610.7368774,OK,10/18/18 14:30,12980494,OK,10/18/18 14:30,0.487366119,OK,10/18/18 14:30,179.608078,OK,10/18/18 14:30,470.789978,OK,10/18/18 14:30,0,OK,10/18/18 14:30,51.90317,OK,10/18/18 14:30,20911510,OK,10/18/18 14:30,22485040,OK,10/18/18 14:30,23824870,OK,10/18/18 14:30,22734450,OK,10/18/18 14:30,22225320,OK,10/18/18 14:30,22964610,OK,10/18/18 14:30,22965000,OK,10/18/18 14:30,23920440,OK,10/18/18 14:30,0,OK,10/18/18 14:30,56988.5,OK,10/18/18 14:30,63.16484,OK,10/18/18 14:30,47.39577,OK,10/18/18 14:30,0.1149292,OK,10/18/18 14:30,70.6228,OK,10/18/18 14:30,41.10417,OK,10/18/18 14:30,8487616,OK,10/18/18 14:30,2194.007,OK,10/18/18 14:30,336817.7,OK,10/18/18 14:30,9377689,OK,10/18/18 14:30,5070879,OK,10/18/18 14:30,0.709826,OK,10/18/18 14:30,2128.987,OK,10/18/18 14:30,40.28287,OK,
,,,10/18/18 14:45,0,OK,10/18/18 14:45,683862,OK,10/18/18 14:45,10115.96582,OK,10/18/18 14:45,15.33744812,OK,10/18/18 14:45,444.8897095,OK,10/18/18 14:45,12980622,OK,10/18/18 14:45,0.356144897,OK,10/18/18 14:45,181.5014801,OK,10/18/18 14:45,464.2284851,OK,10/18/18 14:45,0,OK,10/18/18 14:45,52.66287,OK,10/18/18 14:45,20911510,OK,10/18/18 14:45,22485040,OK,10/18/18 14:45,23824870,OK,10/18/18 14:45,22734450,OK,10/18/18 14:45,22225320,OK,10/18/18 14:45,22964610,OK,10/18/18 14:45,22965550,OK,10/18/18 14:45,23920440,OK,10/18/18 14:45,0,OK,10/18/18 14:45,56988.5,OK,10/18/18 14:45,63.20644,OK,10/18/18 14:45,47.6259,OK,10/18/18 14:45,0.1176758,OK,10/18/18 14:45,70.56976,OK,10/18/18 14:45,41.06302,OK,10/18/18 14:45,8487874,OK,10/18/18 14:45,2194.007,OK,10/18/18 14:45,336817.7,OK,10/18/18 14:45,9377749,OK,10/18/18 14:45,5070944,OK,10/18/18 14:45,0.6836232,OK,10/18/18 14:45,2192.703,OK,10/18/18 14:45,40.97134,OK,
,,,10/18/18 15:00,0,OK,10/18/18 15:00,683862,OK,10/18/18 15:00,10116.05664,OK,10/18/18 15:00,15.39499092,OK,10/18/18 15:00,445.3947144,OK,10/18/18 15:00,12980735,OK,10/18/18 15:00,0.357378235,OK,10/18/18 15:00,180.0165405,OK,10/18/18 15:00,458.7524719,OK,10/18/18 15:00,0,OK,10/18/18 15:00,52.30832,OK,10/18/18 15:00,20911510,OK,10/18/18 15:00,22485040,OK,10/18/18 15:00,23824870,OK,10/18/18 15:00,22734450,OK,10/18/18 15:00,22225320,OK,10/18/18 15:00,22964610,OK,10/18/18 15:00,22966090,OK,10/18/18 15:00,23920440,OK,10/18/18 15:00,0,OK,10/18/18 15:00,56988.5,OK,10/18/18 15:00,63.23021,OK,10/18/18 15:00,47.57878,OK,10/18/18 15:00,0.1151733,OK,10/18/18 15:00,70.83258,OK,10/18/18 15:00,41.12524,OK,10/18/18 15:00,8488137,OK,10/18/18 15:00,2194.007,OK,10/18/18 15:00,336817.7,OK,10/18/18 15:00,9377810,OK,10/18/18 15:00,5071008,OK,10/18/18 15:00,0.6965571,OK,10/18/18 15:00,2197.595,OK,10/18/18 15:00,41.07486,OK,
,,,10/18/18 15:15,0,OK,10/18/18 15:15,683862,OK,10/18/18 15:15,10116.16504,OK,10/18/18 15:15,19.06374931,OK,10/18/18 15:15,566.9059448,OK,10/18/18 15:15,12980871,OK,10/18/18 15:15,0.454210846,OK,10/18/18 15:15,179.9956818,OK,10/18/18 15:15,461.9727783,OK,10/18/18 15:15,0,OK,10/18/18 15:15,51.47134,OK,10/18/18 15:15,20911510,OK,10/18/18 15:15,22485040,OK,10/18/18 15:15,23824870,OK,10/18/18 15:15,22734450,OK,10/18/18 15:15,22225320,OK,10/18/18 15:15,22964610,OK,10/18/18 15:15,22966650,OK,10/18/18 15:15,23920440,OK,10/18/18 15:15,0,OK,10/18/18 15:15,56988.5,OK,10/18/18 15:15,63.23384,OK,10/18/18 15:15,47.71617,OK,10/18/18 15:15,0.121521,OK,10/18/18 15:15,70.5741,OK,10/18/18 15:15,41.13155,OK,10/18/18 15:15,8488405,OK,10/18/18 15:15,2194.007,OK,10/18/18 15:15,336817.7,OK,10/18/18 15:15,9377874,OK,10/18/18 15:15,5071072,OK,10/18/18 15:15,0.6973175,OK,10/18/18 15:15,2247.955,OK,10/18/18 15:15,40.62698,OK,
,,,10/18/18 15:30,0,OK,10/18/18 15:30,683862,OK,10/18/18 15:30,10116.26758,OK,10/18/18 15:30,13.84497452,OK,10/18/18 15:30,395.1812439,OK,10/18/18 15:30,12980998,OK,10/18/18 15:30,0.316881714,OK,10/18/18 15:30,181.9339447,OK,10/18/18 15:30,460.6400757,OK,10/18/18 15:30,0,OK,10/18/18 15:30,51.48392,OK,10/18/18 15:30,20911510,OK,10/18/18 15:30,22485040,OK,10/18/18 15:30,23824870,OK,10/18/18 15:30,22734450,OK,10/18/18 15:30,22225320,OK,10/18/18 15:30,22964610,OK,10/18/18 15:30,22967210,OK,10/18/18 15:30,23920440,OK,10/18/18 15:30,0,OK,10/18/18 15:30,56988.5,OK,10/18/18 15:30,63.2556,OK,10/18/18 15:30,47.72276,OK,10/18/18 15:30,0.1162109,OK,10/18/18 15:30,70.88568,OK,10/18/18 15:30,41.13347,OK,10/18/18 15:30,8488680,OK,10/18/18 15:30,2194.007,OK,10/18/18 15:30,336817.7,OK,10/18/18 15:30,9377936,OK,10/18/18 15:30,5071136,OK,10/18/18 15:30,0.687908,OK,10/18/18 15:30,2283.645,OK,10/18/18 15:30,40.52896,OK,
,,,10/18/18 15:45,0,OK,10/18/18 15:45,683862,OK,10/18/18 15:45,10116.32129,OK,10/18/18 15:45,9.675861359,OK,10/18/18 15:45,264.1928711,OK,10/18/18 15:45,12981066,OK,10/18/18 15:45,0.213172043,OK,10/18/18 15:45,181.77211,OK,10/18/18 15:45,447.1087952,OK,10/18/18 15:45,0,OK,10/18/18 15:45,51.7164,OK,10/18/18 15:45,20911510,OK,10/18/18 15:45,22485040,OK,10/18/18 15:45,23824870,OK,10/18/18 15:45,22734450,OK,10/18/18 15:45,22225320,OK,10/18/18 15:45,22964610,OK,10/18/18 15:45,22967780,OK,10/18/18 15:45,23920440,OK,10/18/18 15:45,0,OK,10/18/18 15:45,56988.5,OK,10/18/18 15:45,63.29442,OK,10/18/18 15:45,47.71571,OK,10/18/18 15:45,0.1216431,OK,10/18/18 15:45,71.04419,OK,10/18/18 15:45,40.8044,OK,10/18/18 15:45,8488958,OK,10/18/18 15:45,2194.007,OK,10/18/18 15:45,336817.7,OK,10/18/18 15:45,9377997,OK,10/18/18 15:45,5071201,OK,10/18/18 15:45,0.7062242,OK,10/18/18 15:45,2283.25,OK,10/18/18 15:45,41.02847,OK,
,,,10/18/18 16:00,0,OK,10/18/18 16:00,683862,OK,10/18/18 16:00,10116.37305,OK,10/18/18 16:00,9.524971008,OK,10/18/18 16:00,259.009491,OK,10/18/18 16:00,12981130,OK,10/18/18 16:00,0.209763077,OK,10/18/18 16:00,180.7148895,OK,10/18/18 16:00,439.311554,OK,10/18/18 16:00,0,OK,10/18/18 16:00,51.82687,OK,10/18/18 16:00,20911510,OK,10/18/18 16:00,22485040,OK,10/18/18 16:00,23824870,OK,10/18/18 16:00,22734450,OK,10/18/18 16:00,22225320,OK,10/18/18 16:00,22964610,OK,10/18/18 16:00,22968360,OK,10/18/18 16:00,23920440,OK,10/18/18 16:00,0,OK,10/18/18 16:00,56988.5,OK,10/18/18 16:00,63.30052,OK,10/18/18 16:00,47.83144,OK,10/18/18 16:00,0.1176147,OK,10/18/18 16:00,71.2489,OK,10/18/18 16:00,40.84253,OK,10/18/18 16:00,8489241,OK,10/18/18 16:00,2194.007,OK,10/18/18 16:00,336817.7,OK,10/18/18 16:00,9378056,OK,10/18/18 16:00,5071266,OK,10/18/18 16:00,0.6842988,OK,10/18/18 16:00,2322.061,OK,10/18/18 16:00,41.03268,OK,
,,,10/18/18 16:15,0,OK,10/18/18 16:15,683862,OK,10/18/18 16:15,10116.43066,OK,10/18/18 16:15,15.08455372,OK,10/18/18 16:15,443.884491,OK,10/18/18 16:15,12981200,OK,10/18/18 16:15,0.36030722,OK,10/18/18 16:15,186.5396881,OK,10/18/18 16:15,436.1494751,OK,10/18/18 16:15,0,OK,10/18/18 16:15,51.76822,OK,10/18/18 16:15,20911510,OK,10/18/18 16:15,22485040,OK,10/18/18 16:15,23824870,OK,10/18/18 16:15,22734450,OK,10/18/18 16:15,22225320,OK,10/18/18 16:15,22964610,OK,10/18/18 16:15,22968930,OK,10/18/18 16:15,23920440,OK,10/18/18 16:15,0,OK,10/18/18 16:15,56988.5,OK,10/18/18 16:15,63.34203,OK,10/18/18 16:15,47.81395,OK,10/18/18 16:15,0.119812,OK,10/18/18 16:15,71.3457,OK,10/18/18 16:15,40.74808,OK,10/18/18 16:15,8489524,OK,10/18/18 16:15,2194.007,OK,10/18/18 16:15,336817.7,OK,10/18/18 16:15,9378119,OK,10/18/18 16:15,5071330,OK,10/18/18 16:15,0.6896927,OK,10/18/18 16:15,2333.435,OK,10/18/18 16:15,40.96982,OK,
,,,10/18/18 16:30,0,OK,10/18/18 16:30,683862,OK,10/18/18 16:30,10116.52246,OK,10/18/18 16:30,9.626678467,OK,10/18/18 16:30,260.9906311,OK,10/18/18 16:30,12981314,OK,10/18/18 16:30,0.210830795,OK,10/18/18 16:30,179.2124939,OK,10/18/18 16:30,444.1419067,OK,10/18/18 16:30,0,OK,10/18/18 16:30,51.54617,OK,10/18/18 16:30,20911510,OK,10/18/18 16:30,22485040,OK,10/18/18 16:30,23824870,OK,10/18/18 16:30,22734450,OK,10/18/18 16:30,22225320,OK,10/18/18 16:30,22964610,OK,10/18/18 16:30,22969510,OK,10/18/18 16:30,23920440,OK,10/18/18 16:30,0,OK,10/18/18 16:30,56988.5,OK,10/18/18 16:30,63.40025,OK,10/18/18 16:30,47.69545,OK,10/18/18 16:30,0.1160278,OK,10/18/18 16:30,71.45239,OK,10/18/18 16:30,40.62775,OK,10/18/18 16:30,8489806,OK,10/18/18 16:30,2194.007,OK,10/18/18 16:30,336817.7,OK,10/18/18 16:30,9378178,OK,10/18/18 16:30,5071394,OK,10/18/18 16:30,0.6940424,OK,10/18/18 16:30,2300.376,OK,10/18/18 16:30,40.74374,OK,
,,,10/18/18 16:45,0,OK,10/18/18 16:45,683862,OK,10/18/18 16:45,10116.58008,OK,10/18/18 16:45,9.60730648,OK,10/18/18 16:45,264.6261597,OK,10/18/18 16:45,12981385,OK,10/18/18 16:45,0.214603836,OK,10/18/18 16:45,184.9146881,OK,10/18/18 16:45,437.5935364,OK,10/18/18 16:45,0,OK,10/18/18 16:45,51.78195,OK,10/18/18 16:45,20911510,OK,10/18/18 16:45,22485040,OK,10/18/18 16:45,23824870,OK,10/18/18 16:45,22734450,OK,10/18/18 16:45,22225320,OK,10/18/18 16:45,22964610,OK,10/18/18 16:45,22970080,OK,10/18/18 16:45,23920440,OK,10/18/18 16:45,0,OK,10/18/18 16:45,56988.5,OK,10/18/18 16:45,63.49086,OK,10/18/18 16:45,47.82747,OK,10/18/18 16:45,0.1199341,OK,10/18/18 16:45,71.52612,OK,10/18/18 16:45,40.72478,OK,10/18/18 16:45,8490085,OK,10/18/18 16:45,2194.007,OK,10/18/18 16:45,336817.7,OK,10/18/18 16:45,9378236,OK,10/18/18 16:45,5071458,OK,10/18/18 16:45,0.6864337,OK,10/18/18 16:45,2286.556,OK,10/18/18 16:45,41.11978,OK,
