OSU_RTS.MDBUS_C1.187_CDT Time [SNAP],OSU_RTS.MDBUS_C1.187_CDT Value [SNAP],OSU_RTS.MDBUS_C1.187_CDT Status [SNAP],OSU_RTS.MDBUS_C1.187_CHF Time [SNAP],OSU_RTS.MDBUS_C1.187_CHF Value [SNAP],OSU_RTS.MDBUS_C1.187_CHF Status [SNAP],OSU_RTS.MDBUS_C1.187_CHT Time [SNAP],OSU_RTS.MDBUS_C1.187_CHT Value [SNAP],OSU_RTS.MDBUS_C1.187_CHT Status [SNAP],OSU_RTS.MDBUS_C1.187_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.187_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.187_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.187_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.187_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.187_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.187_CVF Time [SNAP],OSU_RTS.MDBUS_C1.187_CVF Value [SNAP],OSU_RTS.MDBUS_C1.187_CVF Status [SNAP],OSU_RTS.MDBUS_C1.187_HF Time [SNAP],OSU_RTS.MDBUS_C1.187_HF Value [SNAP],OSU_RTS.MDBUS_C1.187_HF Status [SNAP],OSU_RTS.MDBUS_C1.187_HGT Time [SNAP],OSU_RTS.MDBUS_C1.187_HGT Value [SNAP],OSU_RTS.MDBUS_C1.187_HGT Status [SNAP],OSU_RTS.MDBUS_CC.187_MHT Time [SNAP],OSU_RTS.MDBUS_CC.187_MHT Value [SNAP],OSU_RTS.MDBUS_CC.187_MHT Status [SNAP],OSU_RTS.MDBUS_CC.187_PHT Time [SNAP],OSU_RTS.MDBUS_CC.187_PHT Value [SNAP],OSU_RTS.MDBUS_CC.187_PHT Status [SNAP],OSU_RTS.MDBUS_E1.187E_1C Time [SNAP],OSU_RTS.MDBUS_E1.187E_1C Value [SNAP],OSU_RTS.MDBUS_E1.187E_1C Status [SNAP],OSU_RTS.MDBUS_E1.187E_2C Time [SNAP],OSU_RTS.MDBUS_E1.187E_2C Value [SNAP],OSU_RTS.MDBUS_E1.187E_2C Status [SNAP],OSU_RTS.MDBUS_H1.187_HDT Time [SNAP],OSU_RTS.MDBUS_H1.187_HDT Value [SNAP],OSU_RTS.MDBUS_H1.187_HDT Status [SNAP],OSU_RTS.MDBUS_H1.187_HHF Time [SNAP],OSU_RTS.MDBUS_H1.187_HHF Value [SNAP],OSU_RTS.MDBUS_H1.187_HHF Status [SNAP],OSU_RTS.MDBUS_H1.187_HHT Time [SNAP],OSU_RTS.MDBUS_H1.187_HHT Value [SNAP],OSU_RTS.MDBUS_H1.187_HHT Status [SNAP],OSU_RTS.MDBUS_H1.187_HMT Time [SNAP],OSU_RTS.MDBUS_H1.187_HMT Value [SNAP],OSU_RTS.MDBUS_H1.187_HMT Status [SNAP],OSU_RTS.MDBUS_H1.187_HRWT Time [SNAP],OSU_RTS.MDBUS_H1.187_HRWT Value [SNAP],OSU_RTS.MDBUS_H1.187_HRWT Status [SNAP],OSU_RTS.MDBUS_H1.187_HSWT Time [SNAP],OSU_RTS.MDBUS_H1.187_HSWT Value [SNAP],OSU_RTS.MDBUS_H1.187_HSWT Status [SNAP],OSU_RTS.MDBUS_H1.187_HVF Time [SNAP],OSU_RTS.MDBUS_H1.187_HVF Value [SNAP],OSU_RTS.MDBUS_H1.187_HVF Status [SNAP],Comments
10/15/18 0:00,0.780394793,OK,10/15/18 0:00,4.165850639,OK,10/15/18 0:00,410799.5625,OK,10/15/18 0:00,46.75866699,OK,10/15/18 0:00,45.97827148,OK,10/15/18 0:00,140.6655899,OK,10/15/18 0:00,49.65111351,OK,10/15/18 0:00,4929594.375,OK,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,10/15/18 0:00,185181,OK,10/15/18 0:00,449900,OK,10/15/18 0:00,-5.664359093,OK,10/15/18 0:00,0,OK,10/15/18 0:00,7934257.5,OK,10/15/18 0:00,1678143.25,OK,10/15/18 0:00,69.93170166,OK,10/15/18 0:00,64.26733398,OK,10/15/18 0:00,0,OK,
10/15/18 0:15,0.373493075,OK,10/15/18 0:15,2.190072536,OK,10/15/18 0:15,410801.25,OK,10/15/18 0:15,46.68298721,OK,10/15/18 0:15,46.30949402,OK,10/15/18 0:15,137.671894,OK,10/15/18 0:15,26.07820415,OK,10/15/18 0:15,4929615,OK,,,,,,,10/15/18 0:15,185183,OK,10/15/18 0:15,449903,OK,10/15/18 0:15,-5.594709873,OK,10/15/18 0:15,0,OK,10/15/18 0:15,7934257.5,OK,10/15/18 0:15,1678143.25,OK,10/15/18 0:15,69.86582947,OK,10/15/18 0:15,64.27111816,OK,10/15/18 0:15,0,OK,
10/15/18 0:30,0.963588297,OK,10/15/18 0:30,6.034858227,OK,10/15/18 0:30,410803.0938,OK,10/15/18 0:30,46.76036072,OK,10/15/18 0:30,45.79677582,OK,10/15/18 0:30,136.1591359,OK,10/15/18 0:30,74.17301559,OK,10/15/18 0:30,4929637.125,OK,,,,,,,10/15/18 0:30,185185,OK,10/15/18 0:30,449906,OK,10/15/18 0:30,-5.632773399,OK,10/15/18 0:30,0,OK,10/15/18 0:30,7934257.5,OK,10/15/18 0:30,1678143.25,OK,10/15/18 0:30,69.8744278,OK,10/15/18 0:30,64.24165344,OK,10/15/18 0:30,0,OK,
10/15/18 0:45,1.003759623,OK,10/15/18 0:45,5.622133255,OK,10/15/18 0:45,410804.9688,OK,10/15/18 0:45,46.83542633,OK,10/15/18 0:45,45.83166504,OK,10/15/18 0:45,139.4773826,OK,10/15/18 0:45,68.64259529,OK,10/15/18 0:45,4929659.25,OK,,,,,,,10/15/18 0:45,185187,OK,10/15/18 0:45,449909,OK,10/15/18 0:45,-5.585490704,OK,10/15/18 0:45,0,OK,10/15/18 0:45,7934257.5,OK,10/15/18 0:45,1678143.25,OK,10/15/18 0:45,69.85681915,OK,10/15/18 0:45,64.27133179,OK,10/15/18 0:45,0,OK,
10/15/18 1:00,1.061278939,OK,10/15/18 1:00,5.769968033,OK,10/15/18 1:00,410806.875,OK,10/15/18 1:00,46.89152527,OK,10/15/18 1:00,45.83024597,OK,10/15/18 1:00,136.4770459,OK,10/15/18 1:00,69.31218338,OK,10/15/18 1:00,4929682.5,OK,,,,,,,10/15/18 1:00,185189,OK,10/15/18 1:00,449912,OK,10/15/18 1:00,-5.588209152,OK,10/15/18 1:00,0,OK,10/15/18 1:00,7934257.5,OK,10/15/18 1:00,1678143.25,OK,10/15/18 1:00,69.8664856,OK,10/15/18 1:00,64.27827454,OK,10/15/18 1:00,0,OK,
10/15/18 1:15,1.675895333,OK,10/15/18 1:15,9.651928902,OK,10/15/18 1:15,410808.7188,OK,10/15/18 1:15,47.02506256,OK,10/15/18 1:15,45.34916687,OK,10/15/18 1:15,137.9985607,OK,10/15/18 1:15,115.9769669,OK,10/15/18 1:15,4929704.625,OK,,,,,,,10/15/18 1:15,185191,OK,10/15/18 1:15,449915,OK,10/15/18 1:15,-5.480861664,OK,10/15/18 1:15,0,OK,10/15/18 1:15,7934257.5,OK,10/15/18 1:15,1678143.25,OK,10/15/18 1:15,69.79042816,OK,10/15/18 1:15,64.30956268,OK,10/15/18 1:15,0,OK,
10/15/18 1:30,0.770519853,OK,10/15/18 1:30,4.31662178,OK,10/15/18 1:30,410810.5625,OK,10/15/18 1:30,46.81341553,OK,10/15/18 1:30,46.04289627,OK,10/15/18 1:30,136.2461005,OK,10/15/18 1:30,52.3655777,OK,10/15/18 1:30,4929726.75,OK,,,,,,,10/15/18 1:30,185193,OK,10/15/18 1:30,449918,OK,10/15/18 1:30,-5.469106197,OK,10/15/18 1:30,0,OK,10/15/18 1:30,7934257.5,OK,10/15/18 1:30,1678143.25,OK,10/15/18 1:30,69.78036499,OK,10/15/18 1:30,64.31126404,OK,10/15/18 1:30,0,OK,
10/15/18 1:45,1.278247476,OK,10/15/18 1:45,7.935113907,OK,10/15/18 1:45,410812.5938,OK,10/15/18 1:45,47.27395248,OK,10/15/18 1:45,45.99570465,OK,10/15/18 1:45,145.6549313,OK,10/15/18 1:45,94.72393227,OK,10/15/18 1:45,4929751.125,OK,,,,,,,10/15/18 1:45,185195,OK,10/15/18 1:45,449921,OK,10/15/18 1:45,-5.455677509,OK,10/15/18 1:45,0,OK,10/15/18 1:45,7934257.5,OK,10/15/18 1:45,1678143.25,OK,10/15/18 1:45,69.74071503,OK,10/15/18 1:45,64.28504181,OK,10/15/18 1:45,0,OK,
10/15/18 2:00,2.536074162,OK,10/15/18 2:00,14.93092632,OK,10/15/18 2:00,410814.4063,OK,10/15/18 2:00,47.2095108,OK,10/15/18 2:00,44.67343903,OK,10/15/18 2:00,142.8604581,OK,10/15/18 2:00,181.8762245,OK,10/15/18 2:00,4929772.875,OK,,,,,,,10/15/18 2:00,185197,OK,10/15/18 2:00,449924,OK,10/15/18 2:00,-5.403294086,OK,10/15/18 2:00,0,OK,10/15/18 2:00,7934257.5,OK,10/15/18 2:00,1678143.25,OK,10/15/18 2:00,69.73045349,OK,10/15/18 2:00,64.3271637,OK,10/15/18 2:00,0,OK,
10/15/18 2:15,1.916328907,OK,10/15/18 2:15,11.14783859,OK,10/15/18 2:15,410816.25,OK,10/15/18 2:15,46.75210571,OK,10/15/18 2:15,44.83577347,OK,10/15/18 2:15,136.3448574,OK,10/15/18 2:15,132.0258293,OK,10/15/18 2:15,4929795,OK,,,,,,,10/15/18 2:15,185200,OK,10/15/18 2:15,449927,OK,10/15/18 2:15,-5.46513176,OK,10/15/18 2:15,0,OK,10/15/18 2:15,7934257.5,OK,10/15/18 2:15,1678143.25,OK,10/15/18 2:15,69.74038696,OK,10/15/18 2:15,64.27526093,OK,10/15/18 2:15,0,OK,
10/15/18 2:30,1.236961126,OK,10/15/18 2:30,6.723574638,OK,10/15/18 2:30,410818.1563,OK,10/15/18 2:30,46.48111725,OK,10/15/18 2:30,45.24415588,OK,10/15/18 2:30,132.5244766,OK,10/15/18 2:30,81.35937881,OK,10/15/18 2:30,4929817.875,OK,,,,,,,10/15/18 2:30,185202,OK,10/15/18 2:30,449930,OK,10/15/18 2:30,-5.463780403,OK,10/15/18 2:30,0,OK,10/15/18 2:30,7934257.5,OK,10/15/18 2:30,1678143.25,OK,10/15/18 2:30,69.74290466,OK,10/15/18 2:30,64.27912903,OK,10/15/18 2:30,0,OK,
10/15/18 2:45,0.263730347,OK,10/15/18 2:45,1.440817595,OK,10/15/18 2:45,410819.9375,OK,10/15/18 2:45,46.70931625,OK,10/15/18 2:45,46.44558716,OK,10/15/18 2:45,135.3741267,OK,10/15/18 2:45,17.61694908,OK,10/15/18 2:45,4929839.25,OK,,,,,,,10/15/18 2:45,185204,OK,10/15/18 2:45,449933,OK,10/15/18 2:45,-5.485759735,OK,10/15/18 2:45,0,OK,10/15/18 2:45,7934257.5,OK,10/15/18 2:45,1678143.25,OK,10/15/18 2:45,69.81459808,OK,10/15/18 2:45,64.32884216,OK,10/15/18 2:45,0,OK,
10/15/18 3:00,1.395462871,OK,10/15/18 3:00,7.429007053,OK,10/15/18 3:00,410821.5625,OK,10/15/18 3:00,47.96627808,OK,10/15/18 3:00,46.57081604,OK,10/15/18 3:00,138.9015735,OK,10/15/18 3:00,98.12200928,OK,10/15/18 3:00,4929858.75,OK,,,,,,,10/15/18 3:00,185206,OK,10/15/18 3:00,449936,OK,10/15/18 3:00,-5.504639149,OK,10/15/18 3:00,0,OK,10/15/18 3:00,7934257.5,OK,10/15/18 3:00,1678143.25,OK,10/15/18 3:00,69.77685547,OK,10/15/18 3:00,64.2722168,OK,10/15/18 3:00,0,OK,
10/15/18 3:15,0.835784256,OK,10/15/18 3:15,4.489405632,OK,10/15/18 3:15,410823.9688,OK,10/15/18 3:15,46.4967804,OK,10/15/18 3:15,45.6609993,OK,10/15/18 3:15,136.0161399,OK,10/15/18 3:15,54.59267235,OK,10/15/18 3:15,4929887.25,OK,,,,,,,10/15/18 3:15,185208,OK,10/15/18 3:15,449939,OK,10/15/18 3:15,-5.376889706,OK,10/15/18 3:15,0,OK,10/15/18 3:15,7934257.5,OK,10/15/18 3:15,1678143.25,OK,10/15/18 3:15,69.70391846,OK,10/15/18 3:15,64.32702637,OK,10/15/18 3:15,0,OK,
10/15/18 3:30,0.613561153,OK,10/15/18 3:30,3.039812088,OK,10/15/18 3:30,410826.0313,OK,10/15/18 3:30,46.9562912,OK,10/15/18 3:30,46.34272766,OK,10/15/18 3:30,141.9326889,OK,10/15/18 3:30,35.89953232,OK,10/15/18 3:30,4929912.375,OK,,,,,,,10/15/18 3:30,185210,OK,10/15/18 3:30,449942,OK,10/15/18 3:30,-5.445220947,OK,10/15/18 3:30,0,OK,10/15/18 3:30,7934257.5,OK,10/15/18 3:30,1678143.25,OK,10/15/18 3:30,69.78121185,OK,10/15/18 3:30,64.33599091,OK,10/15/18 3:30,0,OK,
10/15/18 3:45,1.441943765,OK,10/15/18 3:45,8.788855553,OK,10/15/18 3:45,410827.8125,OK,10/15/18 3:45,47.4165802,OK,10/15/18 3:45,45.97463226,OK,10/15/18 3:45,144.1098808,OK,10/15/18 3:45,104.1646729,OK,10/15/18 3:45,4929933.75,OK,,,,,,,10/15/18 3:45,185212,OK,10/15/18 3:45,449945,OK,10/15/18 3:45,-5.422978401,OK,10/15/18 3:45,0,OK,10/15/18 3:45,7934257.5,OK,10/15/18 3:45,1678143.25,OK,10/15/18 3:45,69.71021271,OK,10/15/18 3:45,64.28723145,OK,10/15/18 3:45,0,OK,
10/15/18 4:00,2.53131485,OK,10/15/18 4:00,14.92210484,OK,10/15/18 4:00,410829.7188,OK,10/15/18 4:00,47.20825577,OK,10/15/18 4:00,44.67694092,OK,10/15/18 4:00,142.5065773,OK,10/15/18 4:00,178.1114845,OK,10/15/18 4:00,4929956.625,OK,,,,,,,10/15/18 4:00,185214,OK,10/15/18 4:00,449948,OK,10/15/18 4:00,-5.395926476,OK,10/15/18 4:00,0,OK,10/15/18 4:00,7934257.5,OK,10/15/18 4:00,1678143.25,OK,10/15/18 4:00,69.72180176,OK,10/15/18 4:00,64.32587433,OK,10/15/18 4:00,0,OK,
10/15/18 4:15,1.946449995,OK,10/15/18 4:15,10.83609295,OK,10/15/18 4:15,410831.625,OK,10/15/18 4:15,46.80732727,OK,10/15/18 4:15,44.86087799,OK,10/15/18 4:15,136.2318506,OK,10/15/18 4:15,131.547924,OK,10/15/18 4:15,4929979.5,OK,,,,,,,10/15/18 4:15,185216,OK,10/15/18 4:15,449951,OK,10/15/18 4:15,-5.403487206,OK,10/15/18 4:15,0,OK,10/15/18 4:15,7934257.5,OK,10/15/18 4:15,1678143.25,OK,10/15/18 4:15,69.69568634,OK,10/15/18 4:15,64.29219818,OK,10/15/18 4:15,0,OK,
10/15/18 4:30,0.180144727,OK,10/15/18 4:30,1.488882065,OK,10/15/18 4:30,410833.375,OK,10/15/18 4:30,46.73036575,OK,10/15/18 4:30,46.55022049,OK,10/15/18 4:30,132.065011,OK,10/15/18 4:30,19.17990875,OK,10/15/18 4:30,4930000.5,OK,,,,,,,10/15/18 4:30,185218,OK,10/15/18 4:30,449954,OK,10/15/18 4:30,-5.390855789,OK,10/15/18 4:30,0,OK,10/15/18 4:30,7934257.5,OK,10/15/18 4:30,1678143.25,OK,10/15/18 4:30,69.69438171,OK,10/15/18 4:30,64.30352783,OK,10/15/18 4:30,0,OK,
10/15/18 4:45,1.126382351,OK,10/15/18 4:45,6.653587341,OK,10/15/18 4:45,410835.5625,OK,10/15/18 4:45,47.37018585,OK,10/15/18 4:45,46.24380493,OK,10/15/18 4:45,139.7277619,OK,10/15/18 4:45,79.27079773,OK,10/15/18 4:45,4930026.75,OK,,,,,,,10/15/18 4:45,185220,OK,10/15/18 4:45,449957,OK,10/15/18 4:45,-5.363184929,OK,10/15/18 4:45,0,OK,10/15/18 4:45,7934257.5,OK,10/15/18 4:45,1678143.25,OK,10/15/18 4:45,69.675354,OK,10/15/18 4:45,64.31217957,OK,10/15/18 4:45,0,OK,
10/15/18 5:00,2.617995739,OK,10/15/18 5:00,15.38566875,OK,10/15/18 5:00,410837.5625,OK,10/15/18 5:00,47.21177292,OK,10/15/18 5:00,44.59378052,OK,10/15/18 5:00,141.6141115,OK,10/15/18 5:00,185.0557251,OK,10/15/18 5:00,4930050.75,OK,,,,,,,10/15/18 5:00,185222,OK,10/15/18 5:00,449960,OK,10/15/18 5:00,-5.390381813,OK,10/15/18 5:00,0,OK,10/15/18 5:00,7934257.5,OK,10/15/18 5:00,1678143.25,OK,10/15/18 5:00,69.70327759,OK,10/15/18 5:00,64.31289673,OK,10/15/18 5:00,0,OK,
10/15/18 5:15,1.900492311,OK,10/15/18 5:15,10.17755413,OK,10/15/18 5:15,410839.6875,OK,10/15/18 5:15,46.59010315,OK,10/15/18 5:15,44.68960953,OK,10/15/18 5:15,132.7424904,OK,10/15/18 5:15,125.0099945,OK,10/15/18 5:15,4930075.875,OK,,,,,,,10/15/18 5:15,185224,OK,10/15/18 5:15,449963,OK,10/15/18 5:15,-5.412195206,OK,10/15/18 5:15,0,OK,10/15/18 5:15,7934257.5,OK,10/15/18 5:15,1678143.25,OK,10/15/18 5:15,69.71563721,OK,10/15/18 5:15,64.30343628,OK,10/15/18 5:15,0,OK,
10/15/18 5:30,1.244608164,OK,10/15/18 5:30,6.933372498,OK,10/15/18 5:30,410841.7188,OK,10/15/18 5:30,46.36360168,OK,10/15/18 5:30,45.11899567,OK,10/15/18 5:30,135.2451772,OK,10/15/18 5:30,83.82461357,OK,10/15/18 5:30,4930100.625,OK,,,,,,,10/15/18 5:30,185226,OK,10/15/18 5:30,449966,OK,10/15/18 5:30,-5.339049339,OK,10/15/18 5:30,0,OK,10/15/18 5:30,7934257.5,OK,10/15/18 5:30,1678143.25,OK,10/15/18 5:30,69.66314697,OK,10/15/18 5:30,64.32409668,OK,10/15/18 5:30,0,OK,
10/15/18 5:45,0.62235868,OK,10/15/18 5:45,3.441402674,OK,10/15/18 5:45,410843.7813,OK,10/15/18 5:45,46.45127869,OK,10/15/18 5:45,45.82891846,OK,10/15/18 5:45,137.3488569,OK,10/15/18 5:45,42.55884075,OK,10/15/18 5:45,4930125.375,OK,,,,,,,10/15/18 5:45,185228,OK,10/15/18 5:45,449969,OK,10/15/18 5:45,-5.312906742,OK,10/15/18 5:45,0,OK,10/15/18 5:45,7934257.5,OK,10/15/18 5:45,1678143.25,OK,10/15/18 5:45,69.63512421,OK,10/15/18 5:45,64.32221985,OK,10/15/18 5:45,0,OK,
10/15/18 6:00,0.396281064,OK,10/15/18 6:00,1.909102559,OK,10/15/18 6:00,410845.875,OK,10/15/18 6:00,46.83069611,OK,10/15/18 6:00,46.43441772,OK,10/15/18 6:00,134.3987247,OK,10/15/18 6:00,25.33132839,OK,10/15/18 6:00,4930150.5,OK,,,,,,,10/15/18 6:00,185230,OK,10/15/18 6:00,449972,OK,10/15/18 6:00,-5.349763393,OK,10/15/18 6:00,0,OK,10/15/18 6:00,7934257.5,OK,10/15/18 6:00,1678143.25,OK,10/15/18 6:00,69.65744019,OK,10/15/18 6:00,64.30767822,OK,10/15/18 6:00,0,OK,
10/15/18 6:15,1.163041472,OK,10/15/18 6:15,7.14699316,OK,10/15/18 6:15,410847.7813,OK,10/15/18 6:15,47.45222473,OK,10/15/18 6:15,46.28918457,OK,10/15/18 6:15,145.6835777,OK,10/15/18 6:15,85.33629799,OK,10/15/18 6:15,4930173.375,OK,,,,,,,10/15/18 6:15,185232,OK,10/15/18 6:15,449975,OK,10/15/18 6:15,-5.292470932,OK,10/15/18 6:15,0,OK,10/15/18 6:15,7934257.5,OK,10/15/18 6:15,1678143.25,OK,10/15/18 6:15,69.66110229,OK,10/15/18 6:15,64.36862946,OK,10/15/18 6:15,0,OK,
10/15/18 6:30,1.842824221,OK,10/15/18 6:30,11.15493584,OK,10/15/18 6:30,410849.7188,OK,10/15/18 6:30,47.50217438,OK,10/15/18 6:30,45.65935135,OK,10/15/18 6:30,141.8959368,OK,10/15/18 6:30,132.4373474,OK,10/15/18 6:30,4930196.625,OK,,,,,,,10/15/18 6:30,185235,OK,10/15/18 6:30,449978,OK,10/15/18 6:30,-5.326201439,OK,10/15/18 6:30,0,OK,10/15/18 6:30,7934257.5,OK,10/15/18 6:30,1678143.25,OK,10/15/18 6:30,69.63578796,OK,10/15/18 6:30,64.30958557,OK,10/15/18 6:30,0,OK,
10/15/18 6:45,3.110599279,OK,10/15/18 6:45,18.07803726,OK,10/15/18 6:45,410851.9063,OK,10/15/18 6:45,47.24593735,OK,10/15/18 6:45,44.13533783,OK,10/15/18 6:45,140.0299978,OK,10/15/18 6:45,218.0311432,OK,10/15/18 6:45,4930222.875,OK,,,,,,,10/15/18 6:45,185237,OK,10/15/18 6:45,449981,OK,10/15/18 6:45,-5.228985786,OK,10/15/18 6:45,0,OK,10/15/18 6:45,7934257.5,OK,10/15/18 6:45,1678143.25,OK,10/15/18 6:45,69.59822083,OK,10/15/18 6:45,64.36923218,OK,10/15/18 6:45,0,OK,
10/15/18 7:00,1.795536518,OK,10/15/18 7:00,9.95988369,OK,10/15/18 7:00,410853.875,OK,10/15/18 7:00,46.6978035,OK,10/15/18 7:00,44.90226746,OK,10/15/18 7:00,133.9471776,OK,10/15/18 7:00,119.3462219,OK,10/15/18 7:00,4930246.5,OK,,,,,,,10/15/18 7:00,185239,OK,10/15/18 7:00,449984,OK,10/15/18 7:00,-5.260806561,OK,10/15/18 7:00,0,OK,10/15/18 7:00,7934257.5,OK,10/15/18 7:00,1678143.25,OK,10/15/18 7:00,69.62812805,OK,10/15/18 7:00,64.36732483,OK,10/15/18 7:00,0,OK,
10/15/18 7:15,1.078482389,OK,10/15/18 7:15,5.944797993,OK,10/15/18 7:15,410855.9063,OK,10/15/18 7:15,46.51306915,OK,10/15/18 7:15,45.43458939,OK,10/15/18 7:15,134.1194955,OK,10/15/18 7:15,72.14933395,OK,10/15/18 7:15,4930270.875,OK,,,,,,,10/15/18 7:15,185241,OK,10/15/18 7:15,449987,OK,10/15/18 7:15,-5.227452278,OK,10/15/18 7:15,0,OK,10/15/18 7:15,7934257.5,OK,10/15/18 7:15,1678143.25,OK,10/15/18 7:15,69.58331299,OK,10/15/18 7:15,64.35586548,OK,10/15/18 7:15,0,OK,
10/15/18 7:30,0.505110025,OK,10/15/18 7:30,2.934286594,OK,10/15/18 7:30,410858.0625,OK,10/15/18 7:30,46.66743851,OK,10/15/18 7:30,46.16233063,OK,10/15/18 7:30,133.8641437,OK,10/15/18 7:30,34.67674541,OK,10/15/18 7:30,4930296.75,OK,,,,,,,10/15/18 7:30,185243,OK,10/15/18 7:30,449991,OK,10/15/18 7:30,-5.245126724,OK,10/15/18 7:30,0,OK,10/15/18 7:30,7934257.5,OK,10/15/18 7:30,1678143.25,OK,10/15/18 7:30,69.62709045,OK,10/15/18 7:30,64.38197327,OK,10/15/18 7:30,0,OK,
10/15/18 7:45,0.464135289,OK,10/15/18 7:45,2.929822683,OK,10/15/18 7:45,410860.1563,OK,10/15/18 7:45,46.97837067,OK,10/15/18 7:45,46.51423264,OK,10/15/18 7:45,135.433625,OK,10/15/18 7:45,31.72478199,OK,10/15/18 7:45,4930321.875,OK,,,,,,,10/15/18 7:45,185245,OK,10/15/18 7:45,449994,OK,10/15/18 7:45,-5.2120471,OK,10/15/18 7:45,0,OK,10/15/18 7:45,7934257.5,OK,10/15/18 7:45,1678143.25,OK,10/15/18 7:45,69.58895111,OK,10/15/18 7:45,64.37690735,OK,10/15/18 7:45,0,OK,
10/15/18 8:00,1.371994138,OK,10/15/18 8:00,8.259534836,OK,10/15/18 8:00,410862.1563,OK,10/15/18 8:00,47.5670166,OK,10/15/18 8:00,46.19474792,OK,10/15/18 8:00,141.803015,OK,10/15/18 8:00,98.09210587,OK,10/15/18 8:00,4930345.875,OK,,,,,,,10/15/18 8:00,185247,OK,10/15/18 8:00,449998,OK,10/15/18 8:00,-5.181946754,OK,10/15/18 8:00,0,OK,10/15/18 8:00,7934257.5,OK,10/15/18 8:00,1678143.25,OK,10/15/18 8:00,69.60119629,OK,10/15/18 8:00,64.41925049,OK,10/15/18 8:00,0,OK,
10/15/18 8:15,1.677736044,OK,10/15/18 8:15,10.55412674,OK,10/15/18 8:15,410864.125,OK,10/15/18 8:15,47.0919838,OK,10/15/18 8:15,45.41424561,OK,10/15/18 8:15,138.2837715,OK,10/15/18 8:15,127.044136,OK,10/15/18 8:15,4930369.5,OK,,,,,,,10/15/18 8:15,185249,OK,10/15/18 8:15,450002,OK,10/15/18 8:15,-5.221925735,OK,10/15/18 8:15,0,OK,10/15/18 8:15,7934257.5,OK,10/15/18 8:15,1678143.25,OK,10/15/18 8:15,69.60407257,OK,10/15/18 8:15,64.38214111,OK,10/15/18 8:15,0,OK,
10/15/18 8:30,1.841859102,OK,10/15/18 8:30,0,OK,10/15/18 8:30,410865.9375,OK,10/15/18 8:30,47.59857559,OK,10/15/18 8:30,45.75671387,OK,10/15/18 8:30,0,OK,10/15/18 8:30,0,OK,10/15/18 8:30,4930391.25,OK,,,,,,,10/15/18 8:30,185251,OK,10/15/18 8:30,450006,OK,10/15/18 8:30,-5.171696663,OK,10/15/18 8:30,0,OK,10/15/18 8:30,7934257.5,OK,10/15/18 8:30,1678143.25,OK,10/15/18 8:30,69.65327454,OK,10/15/18 8:30,64.48158264,OK,10/15/18 8:30,0,OK,
10/15/18 8:45,1.798775554,OK,10/15/18 8:45,0,OK,10/15/18 8:45,410865.9375,OK,10/15/18 8:45,48.52344513,OK,10/15/18 8:45,46.72467041,OK,10/15/18 8:45,0,OK,10/15/18 8:45,0,OK,10/15/18 8:45,4930391.25,OK,,,,,,,10/15/18 8:45,185253,OK,10/15/18 8:45,450010,OK,10/15/18 8:45,-2.613019466,OK,10/15/18 8:45,0,OK,10/15/18 8:45,7934327,OK,10/15/18 8:45,1678145.25,OK,10/15/18 8:45,84.74464417,OK,10/15/18 8:45,82.13162231,OK,10/15/18 8:45,0,OK,
10/15/18 9:00,1.700369239,OK,10/15/18 9:00,0,OK,10/15/18 9:00,410865.9375,OK,10/15/18 9:00,48.92727661,OK,10/15/18 9:00,47.22690582,OK,10/15/18 9:00,0,OK,10/15/18 9:00,0,OK,10/15/18 9:00,4930391.25,OK,,,,,,,10/15/18 9:00,185255,OK,10/15/18 9:00,450016,OK,10/15/18 9:00,-22.20401573,OK,10/15/18 9:00,0,OK,10/15/18 9:00,7934327,OK,10/15/18 9:00,1678145.25,OK,10/15/18 9:00,114.751152,OK,10/15/18 9:00,92.5471344,OK,10/15/18 9:00,0,OK,
10/15/18 9:15,1.61420393,OK,10/15/18 9:15,0,OK,10/15/18 9:15,410865.9375,OK,10/15/18 9:15,49.25122452,OK,10/15/18 9:15,47.63702393,OK,10/15/18 9:15,0,OK,10/15/18 9:15,0,OK,10/15/18 9:15,4930391.25,OK,,,,,,,10/15/18 9:15,185258,OK,10/15/18 9:15,450023,OK,10/15/18 9:15,-21.82063293,OK,10/15/18 9:15,0,OK,10/15/18 9:15,7934327,OK,10/15/18 9:15,1678145.25,OK,10/15/18 9:15,127.8981476,OK,10/15/18 9:15,106.0775146,OK,10/15/18 9:15,0,OK,
