OSU_RTS.MDBUS_E3.077_E01 Time [SNAP],OSU_RTS.MDBUS_E3.077_E01 Value [SNAP],OSU_RTS.MDBUS_E3.077_E01 Status [SNAP],OSU_RTS.MDBUS_H1.077_HDT Time [SNAP],OSU_RTS.MDBUS_H1.077_HDT Value [SNAP],OSU_RTS.MDBUS_H1.077_HDT Status [SNAP],OSU_RTS.MDBUS_H1.077_HHF Time [SNAP],OSU_RTS.MDBUS_H1.077_HHF Value [SNAP],OSU_RTS.MDBUS_H1.077_HHF Status [SNAP],OSU_RTS.MDBUS_H1.077_HHT Time [SNAP],OSU_RTS.MDBUS_H1.077_HHT Value [SNAP],OSU_RTS.MDBUS_H1.077_HHT Status [SNAP],OSU_RTS.MDBUS_H1.077_HMT Time [SNAP],OSU_RTS.MDBUS_H1.077_HMT Value [SNAP],OSU_RTS.MDBUS_H1.077_HMT Status [SNAP],OSU_RTS.MDBUS_H1.077_HRWT Time [SNAP],OSU_RTS.MDBUS_H1.077_HRWT Value [SNAP],OSU_RTS.MDBUS_H1.077_HRWT Status [SNAP],OSU_RTS.MDBUS_H1.077_HSWT Time [SNAP],OSU_RTS.MDBUS_H1.077_HSWT Value [SNAP],OSU_RTS.MDBUS_H1.077_HSWT Status [SNAP],OSU_RTS.MDBUS_H1.077_HVF Time [SNAP],OSU_RTS.MDBUS_H1.077_HVF Value [SNAP],OSU_RTS.MDBUS_H1.077_HVF Status [SNAP],Comments
10/21/18 5:30,254776,OK,10/21/18 5:30,5.800738335,OK,10/21/18 5:30,1441.031738,OK,10/21/18 5:30,1117570,OK,10/21/18 5:30,776179712,OK,10/21/18 5:30,112.3478699,OK,10/21/18 5:30,106.5471344,OK,10/21/18 5:30,500.9675387,OK,
10/21/18 5:45,254784,OK,10/21/18 5:45,5.99304533,OK,10/21/18 5:45,1488.029663,OK,10/21/18 5:45,1117950.75,OK,10/21/18 5:45,776241856,OK,10/21/18 5:45,114.6609039,OK,10/21/18 5:45,108.6678619,OK,10/21/18 5:45,500.960312,OK,
10/21/18 6:00,254792,OK,10/21/18 6:00,6.153421879,OK,10/21/18 6:00,1527.079468,OK,10/21/18 6:00,1118326.625,OK,10/21/18 6:00,776304000,OK,10/21/18 6:00,116.700592,OK,10/21/18 6:00,110.5471649,OK,10/21/18 6:00,500.9318934,OK,
10/21/18 6:15,254799,OK,10/21/18 6:15,6.239531994,OK,10/21/18 6:15,1548.521973,OK,10/21/18 6:15,1118703.625,OK,10/21/18 6:15,776366144,OK,10/21/18 6:15,118.4895935,OK,10/21/18 6:15,112.250061,OK,10/21/18 6:15,501.0627554,OK,
10/21/18 6:30,254806,OK,10/21/18 6:30,6.058997154,OK,10/21/18 6:30,1502.936279,OK,10/21/18 6:30,1119097.25,OK,10/21/18 6:30,776428224,OK,10/21/18 6:30,120.0166931,OK,10/21/18 6:30,113.9576874,OK,10/21/18 6:30,501.1031859,OK,
10/21/18 6:45,254813,OK,10/21/18 6:45,5.902019501,OK,10/21/18 6:45,1463.438721,OK,10/21/18 6:45,1119483,OK,10/21/18 6:45,776490304,OK,10/21/18 6:45,121.1833649,OK,10/21/18 6:45,115.2813416,OK,10/21/18 6:45,501.069266,OK,
10/21/18 7:00,254820,OK,10/21/18 7:00,5.832768917,OK,10/21/18 7:00,1444.510376,OK,10/21/18 7:00,1119863.875,OK,10/21/18 7:00,776552384,OK,10/21/18 7:00,122.295845,OK,10/21/18 7:00,116.4630737,OK,10/21/18 7:00,500.9779881,OK,
10/21/18 7:15,254827,OK,10/21/18 7:15,6.615616798,OK,10/21/18 7:15,1639.48999,OK,10/21/18 7:15,1120250.25,OK,10/21/18 7:15,776614400,OK,10/21/18 7:15,123.5501404,OK,10/21/18 7:15,116.9345245,OK,10/21/18 7:15,500.995176,OK,
10/21/18 7:30,254834,OK,10/21/18 7:30,6.493209839,OK,10/21/18 7:30,1609.120117,OK,10/21/18 7:30,1120633.5,OK,10/21/18 7:30,776676416,OK,10/21/18 7:30,124.2106171,OK,10/21/18 7:30,117.7174072,OK,10/21/18 7:30,501.0771112,OK,
10/21/18 7:45,254843,OK,10/21/18 7:45,6.001686096,OK,10/21/18 7:45,1487.940063,OK,10/21/18 7:45,1121005.375,OK,10/21/18 7:45,776738432,OK,10/21/18 7:45,124.5116882,OK,10/21/18 7:45,118.5099945,OK,10/21/18 7:45,501.0900346,OK,
10/21/18 8:00,254851,OK,10/21/18 8:00,5.252140045,OK,10/21/18 8:00,1301.166748,OK,10/21/18 8:00,1121344.125,OK,10/21/18 8:00,776800448,OK,10/21/18 8:00,124.0169296,OK,10/21/18 8:00,118.7647858,OK,10/21/18 8:00,501.0498645,OK,
10/21/18 8:15,254859,OK,10/21/18 8:15,4.672338009,OK,10/21/18 8:15,1157.608154,OK,10/21/18 8:15,1121657.5,OK,10/21/18 8:15,776862464,OK,10/21/18 8:15,123.3526154,OK,10/21/18 8:15,118.6802826,OK,10/21/18 8:15,501.0744093,OK,
10/21/18 8:30,254868,OK,10/21/18 8:30,3.128139019,OK,10/21/18 8:30,775.2290649,OK,10/21/18 8:30,1121907.625,OK,10/21/18 8:30,776924480,OK,10/21/18 8:30,120.720726,OK,10/21/18 8:30,117.5925903,OK,10/21/18 8:30,501.0798456,OK,
10/21/18 8:45,254876,OK,10/21/18 8:45,3.074275732,OK,10/21/18 8:45,762.1976318,OK,10/21/18 8:45,1122117.875,OK,10/21/18 8:45,776986560,OK,10/21/18 8:45,118.3940582,OK,10/21/18 8:45,115.3197937,OK,10/21/18 8:45,501.0170188,OK,
10/21/18 9:00,254884,OK,10/21/18 9:00,3.202870131,OK,10/21/18 9:00,794.6156006,OK,10/21/18 9:00,1122325.875,OK,10/21/18 9:00,777048640,OK,10/21/18 9:00,116.0954895,OK,10/21/18 9:00,112.8926239,OK,10/21/18 9:00,501.0651318,OK,
10/21/18 9:15,254893,OK,10/21/18 9:15,3.041632175,OK,10/21/18 9:15,754.9691772,OK,10/21/18 9:15,1122518.125,OK,10/21/18 9:15,777110784,OK,10/21/18 9:15,113.6768646,OK,10/21/18 9:15,110.6352386,OK,10/21/18 9:15,501.0321233,OK,
10/21/18 9:30,254901,OK,10/21/18 9:30,2.347570419,OK,10/21/18 9:30,583.0870972,OK,10/21/18 9:30,1122698.75,OK,10/21/18 9:30,777172928,OK,10/21/18 9:30,111.0406494,OK,10/21/18 9:30,108.6930847,OK,10/21/18 9:30,501.1373012,OK,
10/21/18 9:45,254910,OK,10/21/18 9:45,2.335716248,OK,10/21/18 9:45,580.4506836,OK,10/21/18 9:45,1122862.875,OK,10/21/18 9:45,777235072,OK,10/21/18 9:45,108.8225861,OK,10/21/18 9:45,106.4868622,OK,10/21/18 9:45,501.1398729,OK,
10/21/18 10:00,254918,OK,10/21/18 10:00,2.715090513,OK,10/21/18 10:00,674.9400024,OK,10/21/18 10:00,1123038.875,OK,10/21/18 10:00,777297344,OK,10/21/18 10:00,106.9749603,OK,10/21/18 10:00,104.2598648,OK,10/21/18 10:00,501.0296819,OK,
10/21/18 10:15,254925,OK,10/21/18 10:15,2.779816151,OK,10/21/18 10:15,691.3989258,OK,10/21/18 10:15,1123214.875,OK,10/21/18 10:15,777359616,OK,10/21/18 10:15,105.0378571,OK,10/21/18 10:15,102.2580414,OK,10/21/18 10:15,501.0571238,OK,
10/21/18 10:30,254932,OK,10/21/18 10:30,2.444070578,OK,10/21/18 10:30,607.3069458,OK,10/21/18 10:30,1123381.625,OK,10/21/18 10:30,777421888,OK,10/21/18 10:30,103.5738983,OK,10/21/18 10:30,101.1298218,OK,10/21/18 10:30,501.0494739,OK,
10/21/18 10:45,254939,OK,10/21/18 10:45,2.370327473,OK,10/21/18 10:45,589.1328735,OK,10/21/18 10:45,1123538.5,OK,10/21/18 10:45,777484160,OK,10/21/18 10:45,101.9557953,OK,10/21/18 10:45,99.58547211,OK,10/21/18 10:45,501.0987913,OK,
10/21/18 11:00,254945,OK,10/21/18 11:00,2.420360565,OK,10/21/18 11:00,601.8129272,OK,10/21/18 11:00,1123697.5,OK,10/21/18 11:00,777546432,OK,10/21/18 11:00,100.7884369,OK,10/21/18 11:00,98.36808014,OK,10/21/18 11:00,501.2475248,OK,
10/21/18 11:15,254952,OK,10/21/18 11:15,2.687735558,OK,10/21/18 11:15,668.5331421,OK,10/21/18 11:15,1123858.75,OK,10/21/18 11:15,777608768,OK,10/21/18 11:15,99.92115784,OK,10/21/18 11:15,97.23342133,OK,10/21/18 11:15,501.311556,OK,
10/21/18 11:30,254959,OK,10/21/18 11:30,2.597783566,OK,10/21/18 11:30,646.0917969,OK,10/21/18 11:30,1124034.75,OK,10/21/18 11:30,777671104,OK,10/21/18 11:30,98.95733643,OK,10/21/18 11:30,96.35955811,OK,10/21/18 11:30,501.170212,OK,
10/21/18 11:45,254967,OK,10/21/18 11:45,2.832141638,OK,10/21/18 11:45,704.7639771,OK,10/21/18 11:45,1124211.75,OK,10/21/18 11:45,777733440,OK,10/21/18 11:45,97.94480133,OK,10/21/18 11:45,95.11265564,OK,10/21/18 11:45,501.3173178,OK,
10/21/18 12:00,254975,OK,10/21/18 12:00,2.681655407,OK,10/21/18 12:00,667.1519775,OK,10/21/18 12:00,1124382.125,OK,10/21/18 12:00,777795840,OK,10/21/18 12:00,97.09797668,OK,10/21/18 12:00,94.4163208,OK,10/21/18 12:00,501.123629,OK,
10/21/18 12:15,254984,OK,10/21/18 12:15,2.853443146,OK,10/21/18 12:15,710.4763184,OK,10/21/18 12:15,1124558.875,OK,10/21/18 12:15,777858240,OK,10/21/18 12:15,96.46817017,OK,10/21/18 12:15,93.61471558,OK,10/21/18 12:15,501.2744133,OK,
10/21/18 12:30,254992,OK,10/21/18 12:30,2.75088954,OK,10/21/18 12:30,684.9929199,OK,10/21/18 12:30,1124734,OK,10/21/18 12:30,777920576,OK,10/21/18 12:30,95.7346344,OK,10/21/18 12:30,92.98374939,OK,10/21/18 12:30,501.0851192,OK,
10/21/18 12:45,255001,OK,10/21/18 12:45,2.785095215,OK,10/21/18 12:45,693.9026489,OK,10/21/18 12:45,1124910.75,OK,10/21/18 12:45,777982976,OK,10/21/18 12:45,95.21191406,OK,10/21/18 12:45,92.42681885,OK,10/21/18 12:45,501.1799778,OK,
10/21/18 13:00,255009,OK,10/21/18 13:00,3.107951641,OK,10/21/18 13:00,774.9196777,OK,10/21/18 13:00,1125086,OK,10/21/18 13:00,778045376,OK,10/21/18 13:00,94.61727142,OK,10/21/18 13:00,91.50932312,OK,10/21/18 13:00,501.3126953,OK,
10/21/18 13:15,255018,OK,10/21/18 13:15,2.678634167,OK,10/21/18 13:15,667.6906738,OK,10/21/18 13:15,1125264.125,OK,10/21/18 13:15,778107776,OK,10/21/18 13:15,94.26377869,OK,10/21/18 13:15,91.58514404,OK,10/21/18 13:15,501.1270471,OK,
10/21/18 13:30,255026,OK,10/21/18 13:30,2.981243849,OK,10/21/18 13:30,743.3345337,OK,10/21/18 13:30,1125441.125,OK,10/21/18 13:30,778170240,OK,10/21/18 13:30,93.76202393,OK,10/21/18 13:30,90.78077698,OK,10/21/18 13:30,501.1408494,OK,
10/21/18 13:45,255034,OK,10/21/18 13:45,2.606003523,OK,10/21/18 13:45,649.8984985,OK,10/21/18 13:45,1125616.625,OK,10/21/18 13:45,778232640,OK,10/21/18 13:45,93.55802917,OK,10/21/18 13:45,90.95202637,OK,10/21/18 13:45,501.3096679,OK,
10/21/18 14:00,255041,OK,10/21/18 14:00,2.848720789,OK,10/21/18 14:00,710.2953491,OK,10/21/18 14:00,1125795.5,OK,10/21/18 14:00,778295040,OK,10/21/18 14:00,93.18444824,OK,10/21/18 14:00,90.33573151,OK,10/21/18 14:00,501.1592743,OK,
10/21/18 14:15,255048,OK,10/21/18 14:15,3.023677111,OK,10/21/18 14:15,753.9752197,OK,10/21/18 14:15,1125970.125,OK,10/21/18 14:15,778357504,OK,10/21/18 14:15,92.72206116,OK,10/21/18 14:15,89.69838715,OK,10/21/18 14:15,501.1378871,OK,
10/21/18 14:30,255055,OK,10/21/18 14:30,2.591458797,OK,10/21/18 14:30,646.324585,OK,10/21/18 14:30,1126142.625,OK,10/21/18 14:30,778419904,OK,10/21/18 14:30,92.48310852,OK,10/21/18 14:30,89.89164734,OK,10/21/18 14:30,501.2535145,OK,
10/21/18 14:45,255062,OK,10/21/18 14:45,2.822096825,OK,10/21/18 14:45,703.9042969,OK,10/21/18 14:45,1126314.375,OK,10/21/18 14:45,778482368,OK,10/21/18 14:45,92.04743195,OK,10/21/18 14:45,89.22532654,OK,10/21/18 14:45,501.2328109,OK,
10/21/18 15:00,255069,OK,10/21/18 15:00,2.918379307,OK,10/21/18 15:00,728.2677002,OK,10/21/18 15:00,1126483.5,OK,10/21/18 15:00,778544768,OK,10/21/18 15:00,91.88061523,OK,10/21/18 15:00,88.9622345,OK,10/21/18 15:00,501.448603,OK,
10/21/18 15:15,255076,OK,10/21/18 15:15,2.613708735,OK,10/21/18 15:15,651.8999634,OK,10/21/18 15:15,1126659,OK,10/21/18 15:15,778607232,OK,10/21/18 15:15,91.71828461,OK,10/21/18 15:15,89.10458374,OK,10/21/18 15:15,501.2010394,OK,
10/21/18 15:30,255084,OK,10/21/18 15:30,2.930017471,OK,10/21/18 15:30,730.9190063,OK,10/21/18 15:30,1126832.375,OK,10/21/18 15:30,778669696,OK,10/21/18 15:30,91.4598999,OK,10/21/18 15:30,88.52988434,OK,10/21/18 15:30,501.2355453,OK,
10/21/18 15:45,255093,OK,10/21/18 15:45,2.531635523,OK,10/21/18 15:45,631.5513306,OK,10/21/18 15:45,1127004.25,OK,10/21/18 15:45,778732096,OK,10/21/18 15:45,91.3414917,OK,10/21/18 15:45,88.8098526,OK,10/21/18 15:45,501.2707348,OK,
10/21/18 16:00,255101,OK,10/21/18 16:00,2.713952541,OK,10/21/18 16:00,676.984375,OK,10/21/18 16:00,1127178,OK,10/21/18 16:00,778794560,OK,10/21/18 16:00,91.23051453,OK,10/21/18 16:00,88.51655579,OK,10/21/18 16:00,501.2982745,OK,
10/21/18 16:15,255110,OK,10/21/18 16:15,6.177046299,OK,10/21/18 16:15,1541.181519,OK,10/21/18 16:15,1127362.5,OK,10/21/18 16:15,778857024,OK,10/21/18 16:15,94.15151978,OK,10/21/18 16:15,87.97447205,OK,10/21/18 16:15,501.2695955,OK,
10/21/18 16:30,255118,OK,10/21/18 16:30,6.035645008,OK,10/21/18 16:30,1503.199951,OK,10/21/18 16:30,1127759.75,OK,10/21/18 16:30,778919424,OK,10/21/18 16:30,98.37333679,OK,10/21/18 16:30,92.33769226,OK,10/21/18 16:30,501.2375636,OK,
10/21/18 16:45,255127,OK,10/21/18 16:45,6.160987377,OK,10/21/18 16:45,1532.914551,OK,10/21/18 16:45,1128156,OK,10/21/18 16:45,778981888,OK,10/21/18 16:45,102.2584229,OK,10/21/18 16:45,96.09744263,OK,10/21/18 16:45,501.2843093,OK,
10/21/18 17:00,255134,OK,10/21/18 17:00,6.486120701,OK,10/21/18 17:00,1614.134277,OK,10/21/18 17:00,1128544.375,OK,10/21/18 17:00,779044224,OK,10/21/18 17:00,105.6336975,OK,10/21/18 17:00,99.14758301,OK,10/21/18 17:00,501.3094726,OK,
10/21/18 17:15,255141,OK,10/21/18 17:15,6.705833435,OK,10/21/18 17:15,1668.274292,OK,10/21/18 17:15,1128942.5,OK,10/21/18 17:15,779106496,OK,10/21/18 17:15,109.2071533,OK,10/21/18 17:15,102.5013123,OK,10/21/18 17:15,501.2041971,OK,
10/21/18 17:30,255148,OK,10/21/18 17:30,6.140025139,OK,10/21/18 17:30,1526.680908,OK,10/21/18 17:30,1129330.75,OK,10/21/18 17:30,779168768,OK,10/21/18 17:30,112.1778259,OK,10/21/18 17:30,106.0378036,OK,10/21/18 17:30,501.3541024,OK,
10/21/18 17:45,255155,OK,10/21/18 17:45,5.959226608,OK,10/21/18 17:45,1480.49231,OK,10/21/18 17:45,1129719,OK,10/21/18 17:45,779230912,OK,10/21/18 17:45,114.686676,OK,10/21/18 17:45,108.7274475,OK,10/21/18 17:45,501.2583323,OK,
10/21/18 18:00,255163,OK,10/21/18 18:00,6.569766998,OK,10/21/18 18:00,1631.482178,OK,10/21/18 18:00,1130118.75,OK,10/21/18 18:00,779293120,OK,10/21/18 18:00,116.9819489,OK,10/21/18 18:00,110.412178,OK,10/21/18 18:00,501.2476875,OK,
10/21/18 18:15,255172,OK,10/21/18 18:15,6.658652782,OK,10/21/18 18:15,1653.001831,OK,10/21/18 18:15,1130514.875,OK,10/21/18 18:15,779355264,OK,10/21/18 18:15,118.9667892,OK,10/21/18 18:15,112.308136,OK,10/21/18 18:15,501.3060546,OK,
10/21/18 18:30,255181,OK,10/21/18 18:30,6.182842731,OK,10/21/18 18:30,1533.359253,OK,10/21/18 18:30,1130916,OK,10/21/18 18:30,779417408,OK,10/21/18 18:30,120.3163986,OK,10/21/18 18:30,114.1335526,OK,10/21/18 18:30,501.3170899,OK,
10/21/18 18:45,255190,OK,10/21/18 18:45,5.540585041,OK,10/21/18 18:45,1374.872681,OK,10/21/18 18:45,1131279.875,OK,10/21/18 18:45,779479488,OK,10/21/18 18:45,120.6464539,OK,10/21/18 18:45,115.1058655,OK,10/21/18 18:45,501.3050129,OK,
10/21/18 19:00,255199,OK,10/21/18 19:00,4.883927822,OK,10/21/18 19:00,1211.560425,OK,10/21/18 19:00,1131605,OK,10/21/18 19:00,779541632,OK,10/21/18 19:00,120.1586075,OK,10/21/18 19:00,115.2746811,OK,10/21/18 19:00,501.3015948,OK,
10/21/18 19:15,255208,OK,10/21/18 19:15,2.691389322,OK,10/21/18 19:15,667.8291626,OK,10/21/18 19:15,1131846.75,OK,10/21/18 19:15,779603712,OK,10/21/18 19:15,116.8769379,OK,10/21/18 19:15,114.1855469,OK,10/21/18 19:15,501.3023436,OK,
10/21/18 19:30,255218,OK,10/21/18 19:30,1.584774017,OK,10/21/18 19:30,393.5162048,OK,10/21/18 19:30,1131979,OK,10/21/18 19:30,779665856,OK,10/21/18 19:30,112.2969894,OK,10/21/18 19:30,110.7122192,OK,10/21/18 19:30,501.2404283,OK,
10/21/18 19:45,255227,OK,10/21/18 19:45,0.887464046,OK,10/21/18 19:45,0,OK,10/21/18 19:45,1132052.25,OK,10/21/18 19:45,779728064,OK,10/21/18 19:45,107.3059082,OK,10/21/18 19:45,106.4184418,OK,10/21/18 19:45,501.2976234,OK,
10/21/18 20:00,255235,OK,10/21/18 20:00,0.576311409,OK,10/21/18 20:00,0,OK,10/21/18 20:00,1132052.25,OK,10/21/18 20:00,779790272,OK,10/21/18 20:00,102.7614136,OK,10/21/18 20:00,102.1851044,OK,10/21/18 20:00,501.3528003,OK,
10/21/18 20:15,255243,OK,10/21/18 20:15,0.068461485,OK,10/21/18 20:15,0,OK,10/21/18 20:15,1132052.25,OK,10/21/18 20:15,779852608,OK,10/21/18 20:15,98.66226196,OK,10/21/18 20:15,98.59379578,OK,10/21/18 20:15,501.3321944,OK,
10/21/18 20:30,255251,OK,10/21/18 20:30,0.460146844,OK,10/21/18 20:30,0,OK,10/21/18 20:30,1132052.25,OK,10/21/18 20:30,779914944,OK,10/21/18 20:30,95.08997345,OK,10/21/18 20:30,94.62982941,OK,10/21/18 20:30,501.2833979,OK,
10/21/18 20:45,255258,OK,10/21/18 20:45,0.693068564,OK,10/21/18 20:45,0,OK,10/21/18 20:45,1132052.25,OK,10/21/18 20:45,779977344,OK,10/21/18 20:45,91.58521271,OK,10/21/18 20:45,90.89214325,OK,10/21/18 20:45,501.2128886,OK,
10/21/18 21:00,255265,OK,10/21/18 21:00,0.25554055,OK,10/21/18 21:00,0,OK,10/21/18 21:00,1132052.25,OK,10/21/18 21:00,780039808,OK,10/21/18 21:00,88.57593536,OK,10/21/18 21:00,88.32039642,OK,10/21/18 21:00,501.2208966,OK,
10/21/18 21:15,255272,OK,10/21/18 21:15,0.525229096,OK,10/21/18 21:15,0,OK,10/21/18 21:15,1132052.25,OK,10/21/18 21:15,780102272,OK,10/21/18 21:15,85.65829468,OK,10/21/18 21:15,85.1330719,OK,10/21/18 21:15,501.2916988,OK,
10/21/18 21:30,255280,OK,10/21/18 21:30,0.273710072,OK,10/21/18 21:30,0,OK,10/21/18 21:30,1132052.25,OK,10/21/18 21:30,780164736,OK,10/21/18 21:30,83.02679443,OK,10/21/18 21:30,82.75308228,OK,10/21/18 21:30,501.2060851,OK,
10/21/18 21:45,255287,OK,10/21/18 21:45,6.670101643,OK,10/21/18 21:45,1664.98291,OK,10/21/18 21:45,1132275.25,OK,10/21/18 21:45,780227264,OK,10/21/18 21:45,89.39910889,OK,10/21/18 21:45,82.72900391,OK,10/21/18 21:45,501.2194317,OK,
10/21/18 22:00,255295,OK,10/21/18 22:00,6.126875877,OK,10/21/18 22:00,1528.316284,OK,10/21/18 22:00,1132657.75,OK,10/21/18 22:00,780289728,OK,10/21/18 22:00,93.92205811,OK,10/21/18 22:00,87.79518127,OK,10/21/18 22:00,501.1393195,OK,
10/21/18 22:15,255303,OK,10/21/18 22:15,6.412167072,OK,10/21/18 22:15,1597.408691,OK,10/21/18 22:15,1133044,OK,10/21/18 22:15,780352128,OK,10/21/18 22:15,97.98119354,OK,10/21/18 22:15,91.56903076,OK,10/21/18 22:15,501.232876,OK,
10/21/18 22:30,255312,OK,10/21/18 22:30,6.444353104,OK,10/21/18 22:30,1603.55603,OK,10/21/18 22:30,1133432.125,OK,10/21/18 22:30,780414528,OK,10/21/18 22:30,101.9093933,OK,10/21/18 22:30,95.46504211,OK,10/21/18 22:30,501.306608,OK,
10/21/18 22:45,255320,OK,10/21/18 22:45,5.942946434,OK,10/21/18 22:45,1478.010742,OK,10/21/18 22:45,1133820.5,OK,10/21/18 22:45,780476864,OK,10/21/18 22:45,105.3296661,OK,10/21/18 22:45,99.38671875,OK,10/21/18 22:45,501.2059224,OK,
10/21/18 23:00,255329,OK,10/21/18 23:00,6.050497532,OK,10/21/18 23:00,1505.448242,OK,10/21/18 23:00,1134216,OK,10/21/18 23:00,780539200,OK,10/21/18 23:00,108.5252838,OK,10/21/18 23:00,102.4747849,OK,10/21/18 23:00,501.171449,OK,
10/21/18 23:15,255338,OK,10/21/18 23:15,6.198291779,OK,10/21/18 23:15,1540.842896,OK,10/21/18 23:15,1134618,OK,10/21/18 23:15,780601472,OK,10/21/18 23:15,111.6056519,OK,10/21/18 23:15,105.4073563,OK,10/21/18 23:15,501.2094706,OK,
10/21/18 23:30,255347,OK,10/21/18 23:30,6.097383499,OK,10/21/18 23:30,1514.874023,OK,10/21/18 23:30,1135018.875,OK,10/21/18 23:30,780663680,OK,10/21/18 23:30,114.2754059,OK,10/21/18 23:30,108.1780243,OK,10/21/18 23:30,501.2121074,OK,
10/21/18 23:45,255354,OK,10/21/18 23:45,6.077034473,OK,10/21/18 23:45,1508.873535,OK,10/21/18 23:45,1135409.75,OK,10/21/18 23:45,780725824,OK,10/21/18 23:45,116.6674347,OK,10/21/18 23:45,110.5903931,OK,10/21/18 23:45,501.1869116,OK,
