OSU_RTS.MDBUS_C1.337 CDT Time [SNAP],OSU_RTS.MDBUS_C1.337 CDT Value [SNAP],OSU_RTS.MDBUS_C1.337 CDT Status [SNAP],OSU_RTS.MDBUS_C1.337_CHF Time [SNAP],OSU_RTS.MDBUS_C1.337_CHF Value [SNAP],OSU_RTS.MDBUS_C1.337_CHF Status [SNAP],OSU_RTS.MDBUS_C1.337_CHT Time [SNAP],OSU_RTS.MDBUS_C1.337_CHT Value [SNAP],OSU_RTS.MDBUS_C1.337_CHT Status [SNAP],OSU_RTS.MDBUS_C1.337_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.337_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.337_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.337_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.337_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.337_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.337_CVF Time [SNAP],OSU_RTS.MDBUS_C1.337_CVF Value [SNAP],OSU_RTS.MDBUS_C1.337_CVF Status [SNAP],OSU_RTS.MDBUS_C1.337_HF Time [SNAP],OSU_RTS.MDBUS_C1.337_HF Value [SNAP],OSU_RTS.MDBUS_C1.337_HF Status [SNAP],OSU_RTS.MDBUS_C1.337_HGT Time [SNAP],OSU_RTS.MDBUS_C1.337_HGT Value [SNAP],OSU_RTS.MDBUS_C1.337_HGT Status [SNAP],OSU_RTS.MDBUS_H1.337_HDT Time [SNAP],OSU_RTS.MDBUS_H1.337_HDT Value [SNAP],OSU_RTS.MDBUS_H1.337_HDT Status [SNAP],OSU_RTS.MDBUS_H1.337_HHF Time [SNAP],OSU_RTS.MDBUS_H1.337_HHF Value [SNAP],OSU_RTS.MDBUS_H1.337_HHF Status [SNAP],OSU_RTS.MDBUS_H1.337_HHT Time [SNAP],OSU_RTS.MDBUS_H1.337_HHT Value [SNAP],OSU_RTS.MDBUS_H1.337_HHT Status [SNAP],OSU_RTS.MDBUS_H1.337_HMT Time [SNAP],OSU_RTS.MDBUS_H1.337_HMT Value [SNAP],OSU_RTS.MDBUS_H1.337_HMT Status [SNAP],OSU_RTS.MDBUS_H1.337_HRWT Time [SNAP],OSU_RTS.MDBUS_H1.337_HRWT Value [SNAP],OSU_RTS.MDBUS_H1.337_HRWT Status [SNAP],OSU_RTS.MDBUS_H1.337_HSWT Time [SNAP],OSU_RTS.MDBUS_H1.337_HSWT Value [SNAP],OSU_RTS.MDBUS_H1.337_HSWT Status [SNAP],OSU_RTS.MDBUS_H1.337_HVF Time [SNAP],OSU_RTS.MDBUS_H1.337_HVF Value [SNAP],OSU_RTS.MDBUS_H1.337_HVF Status [SNAP],Comments
10/15/18 0:00,1.096069932,OK,10/15/18 0:00,0,OK,10/15/18 0:00,673426,OK,10/15/18 0:00,65.95796204,OK,10/15/18 0:00,64.8618927,OK,10/15/18 0:00,0,OK,10/15/18 0:00,0,OK,10/15/18 0:00,8081112,OK,10/15/18 0:00,12.56511021,OK,10/15/18 0:00,285.0598755,OK,10/15/18 0:00,10329101,OK,10/15/18 0:00,1061609.25,OK,10/15/18 0:00,139.9151154,OK,10/15/18 0:00,152.4802246,OK,10/15/18 0:00,46.23376157,OK,
10/15/18 0:15,1.155083418,OK,10/15/18 0:15,0,OK,10/15/18 0:15,673426,OK,10/15/18 0:15,66.31866455,OK,10/15/18 0:15,65.16357422,OK,10/15/18 0:15,0,OK,10/15/18 0:15,0,OK,10/15/18 0:15,8081112,OK,10/15/18 0:15,12.54594135,OK,10/15/18 0:15,284.4835205,OK,10/15/18 0:15,10329172,OK,10/15/18 0:15,1061615,OK,10/15/18 0:15,139.8963623,OK,10/15/18 0:15,152.4422913,OK,10/15/18 0:15,46.11240498,OK,
10/15/18 0:30,1.192509174,OK,10/15/18 0:30,0,OK,10/15/18 0:30,673426,OK,10/15/18 0:30,66.64131165,OK,10/15/18 0:30,65.44880676,OK,10/15/18 0:30,0,OK,10/15/18 0:30,0,OK,10/15/18 0:30,8081112,OK,10/15/18 0:30,12.52690315,OK,10/15/18 0:30,283.5848999,OK,10/15/18 0:30,10329243,OK,10/15/18 0:30,1061620.625,OK,10/15/18 0:30,139.8654633,OK,10/15/18 0:30,152.3923645,OK,10/15/18 0:30,46.09895663,OK,
10/15/18 0:45,1.217812061,OK,10/15/18 0:45,0,OK,10/15/18 0:45,673426,OK,10/15/18 0:45,66.8771286,OK,10/15/18 0:45,65.65931702,OK,10/15/18 0:45,0,OK,10/15/18 0:45,0,OK,10/15/18 0:45,8081112,OK,10/15/18 0:45,12.58152199,OK,10/15/18 0:45,284.2992554,OK,10/15/18 0:45,10329314,OK,10/15/18 0:45,1061626.25,OK,10/15/18 0:45,139.7826538,OK,10/15/18 0:45,152.3641815,OK,10/15/18 0:45,46.13273416,OK,
10/15/18 1:00,1.305366874,OK,10/15/18 1:00,0,OK,10/15/18 1:00,673426,OK,10/15/18 1:00,67.1390152,OK,10/15/18 1:00,65.83364868,OK,10/15/18 1:00,0,OK,10/15/18 1:00,0,OK,10/15/18 1:00,8081112,OK,10/15/18 1:00,12.5731287,OK,10/15/18 1:00,284.7185669,OK,10/15/18 1:00,10329385,OK,10/15/18 1:00,1061631.875,OK,10/15/18 1:00,139.7130127,OK,10/15/18 1:00,152.2861481,OK,10/15/18 1:00,46.14540531,OK,
10/15/18 1:15,1.288372993,OK,10/15/18 1:15,0,OK,10/15/18 1:15,673426,OK,10/15/18 1:15,67.34983826,OK,10/15/18 1:15,66.0614624,OK,10/15/18 1:15,0,OK,10/15/18 1:15,0,OK,10/15/18 1:15,8081112,OK,10/15/18 1:15,12.5472393,OK,10/15/18 1:15,284.5635071,OK,10/15/18 1:15,10329456,OK,10/15/18 1:15,1061637.625,OK,10/15/18 1:15,139.6587219,OK,10/15/18 1:15,152.2059631,OK,10/15/18 1:15,46.29164847,OK,
10/15/18 1:30,1.31724894,OK,10/15/18 1:30,0,OK,10/15/18 1:30,673426,OK,10/15/18 1:30,67.56546021,OK,10/15/18 1:30,66.24821472,OK,10/15/18 1:30,0,OK,10/15/18 1:30,0,OK,10/15/18 1:30,8081112,OK,10/15/18 1:30,12.56469154,OK,10/15/18 1:30,283.8531494,OK,10/15/18 1:30,10329527,OK,10/15/18 1:30,1061643.25,OK,10/15/18 1:30,139.6384583,OK,10/15/18 1:30,152.2031403,OK,10/15/18 1:30,45.95235132,OK,
10/15/18 1:45,1.42145431,OK,10/15/18 1:45,0,OK,10/15/18 1:45,673426,OK,10/15/18 1:45,67.77466583,OK,10/15/18 1:45,66.35321045,OK,10/15/18 1:45,0,OK,10/15/18 1:45,0,OK,10/15/18 1:45,8081112,OK,10/15/18 1:45,12.56085682,OK,10/15/18 1:45,281.8551941,OK,10/15/18 1:45,10329598,OK,10/15/18 1:45,1061648.875,OK,10/15/18 1:45,139.5086975,OK,10/15/18 1:45,152.0695648,OK,10/15/18 1:45,45.65360267,OK,
10/15/18 2:00,1.437073946,OK,10/15/18 2:00,0,OK,10/15/18 2:00,673426,OK,10/15/18 2:00,67.95308685,OK,10/15/18 2:00,66.51600647,OK,10/15/18 2:00,0,OK,10/15/18 2:00,0,OK,10/15/18 2:00,8081112,OK,10/15/18 2:00,12.74126053,OK,10/15/18 2:00,282.7208862,OK,10/15/18 2:00,10329668,OK,10/15/18 2:00,1061654.375,OK,10/15/18 2:00,139.3585663,OK,10/15/18 2:00,152.099823,OK,10/15/18 2:00,45.16379388,OK,
10/15/18 2:15,1.486226201,OK,10/15/18 2:15,0,OK,10/15/18 2:15,673426,OK,10/15/18 2:15,68.12272644,OK,10/15/18 2:15,66.63650513,OK,10/15/18 2:15,0,OK,10/15/18 2:15,0,OK,10/15/18 2:15,8081112,OK,10/15/18 2:15,12.68606949,OK,10/15/18 2:15,281.9917603,OK,10/15/18 2:15,10329739,OK,10/15/18 2:15,1061660,OK,10/15/18 2:15,139.3796997,OK,10/15/18 2:15,152.0657806,OK,10/15/18 2:15,45.31038291,OK,
10/15/18 2:30,1.537278771,OK,10/15/18 2:30,0,OK,10/15/18 2:30,673426,OK,10/15/18 2:30,68.29985809,OK,10/15/18 2:30,66.76258087,OK,10/15/18 2:30,0,OK,10/15/18 2:30,0,OK,10/15/18 2:30,8081112,OK,10/15/18 2:30,12.54237461,OK,10/15/18 2:30,278.77948,OK,10/15/18 2:30,10329809,OK,10/15/18 2:30,1061665.5,OK,10/15/18 2:30,139.2655334,OK,10/15/18 2:30,151.8079071,OK,10/15/18 2:30,45.33363777,OK,
10/15/18 2:45,8.276247025,OK,10/15/18 2:45,16.67006683,OK,10/15/18 2:45,673429.0625,OK,10/15/18 2:45,54.9011116,OK,10/15/18 2:45,46.62486267,OK,10/15/18 2:45,48.22424734,OK,10/15/18 2:45,200.040802,OK,10/15/18 2:45,8081148.75,OK,10/15/18 2:45,12.48687267,OK,10/15/18 2:45,276.3430176,OK,10/15/18 2:45,10329878,OK,10/15/18 2:45,1061671.125,OK,10/15/18 2:45,139.2370605,OK,10/15/18 2:45,151.7239227,OK,10/15/18 2:45,45.05549094,OK,
10/15/18 3:00,8.924049377,OK,10/15/18 3:00,9.902297974,OK,10/15/18 3:00,673431.875,OK,10/15/18 3:00,52.34370041,OK,10/15/18 3:00,43.41964722,OK,10/15/18 3:00,26.53922706,OK,10/15/18 3:00,118.8275757,OK,10/15/18 3:00,8081182.5,OK,10/15/18 3:00,12.43440723,OK,10/15/18 3:00,275.5543823,OK,10/15/18 3:00,10329948,OK,10/15/18 3:00,1061676.625,OK,10/15/18 3:00,139.2049866,OK,10/15/18 3:00,151.639389,OK,10/15/18 3:00,45.19226939,OK,
10/15/18 3:15,7.470766068,OK,10/15/18 3:15,8.001256943,OK,10/15/18 3:15,673434.25,OK,10/15/18 3:15,51.25337219,OK,10/15/18 3:15,43.78260422,OK,10/15/18 3:15,25.61597048,OK,10/15/18 3:15,96.01508331,OK,10/15/18 3:15,8081211,OK,10/15/18 3:15,12.37752342,OK,10/15/18 3:15,275.8210144,OK,10/15/18 3:15,10330017,OK,10/15/18 3:15,1061682.25,OK,10/15/18 3:15,139.2284546,OK,10/15/18 3:15,151.6059723,OK,10/15/18 3:15,45.43340784,OK,
10/15/18 3:30,6.632230759,OK,10/15/18 3:30,7.203579903,OK,10/15/18 3:30,673436.125,OK,10/15/18 3:30,51.56231689,OK,10/15/18 3:30,44.93008423,OK,10/15/18 3:30,25.987328,OK,10/15/18 3:30,86.44295883,OK,10/15/18 3:30,8081233.5,OK,10/15/18 3:30,12.44129181,OK,10/15/18 3:30,279.0566711,OK,10/15/18 3:30,10330087,OK,10/15/18 3:30,1061687.75,OK,10/15/18 3:30,139.0809174,OK,10/15/18 3:30,151.5222168,OK,10/15/18 3:30,45.67671918,OK,
10/15/18 3:45,7.252279282,OK,10/15/18 3:45,12.29439068,OK,10/15/18 3:45,673438.625,OK,10/15/18 3:45,52.3776474,OK,10/15/18 3:45,45.12537003,OK,10/15/18 3:45,40.56404369,OK,10/15/18 3:45,147.5326881,OK,10/15/18 3:45,8081263.5,OK,10/15/18 3:45,12.32241821,OK,10/15/18 3:45,276.993103,OK,10/15/18 3:45,10330156,OK,10/15/18 3:45,1061693.375,OK,10/15/18 3:45,139.071106,OK,10/15/18 3:45,151.3935242,OK,10/15/18 3:45,45.7954268,OK,
10/15/18 4:00,7.614555836,OK,10/15/18 4:00,10.64025211,OK,10/15/18 4:00,673441.5,OK,10/15/18 4:00,52.45429993,OK,10/15/18 4:00,44.83974457,OK,10/15/18 4:00,33.43323498,OK,10/15/18 4:00,127.6830254,OK,10/15/18 4:00,8081298,OK,10/15/18 4:00,12.3560915,OK,10/15/18 4:00,277.2777405,OK,10/15/18 4:00,10330225,OK,10/15/18 4:00,1061699,OK,10/15/18 4:00,139.0135498,OK,10/15/18 4:00,151.3696289,OK,10/15/18 4:00,45.6942529,OK,
10/15/18 4:15,7.625266552,OK,10/15/18 4:15,9.395764351,OK,10/15/18 4:15,673443.9375,OK,10/15/18 4:15,52.54924774,OK,10/15/18 4:15,44.92398071,OK,10/15/18 4:15,29.48223229,OK,10/15/18 4:15,112.7491722,OK,10/15/18 4:15,8081327.25,OK,10/15/18 4:15,12.3637743,OK,10/15/18 4:15,277.7484436,OK,10/15/18 4:15,10330295,OK,10/15/18 4:15,1061704.625,OK,10/15/18 4:15,138.8909912,OK,10/15/18 4:15,151.2547607,OK,10/15/18 4:15,45.78573829,OK,
10/15/18 4:30,6.946470737,OK,10/15/18 4:30,8.54457283,OK,10/15/18 4:30,673446.25,OK,10/15/18 4:30,52.65729904,OK,10/15/18 4:30,45.71082687,OK,10/15/18 4:30,29.43663202,OK,10/15/18 4:30,102.534874,OK,10/15/18 4:30,8081355,OK,10/15/18 4:30,12.53390121,OK,10/15/18 4:30,281.8507385,OK,10/15/18 4:30,10330365,OK,10/15/18 4:30,1061710.25,OK,10/15/18 4:30,138.7557373,OK,10/15/18 4:30,151.2896423,OK,10/15/18 4:30,45.81427076,OK,
10/15/18 4:45,7.744702339,OK,10/15/18 4:45,9.173557281,OK,10/15/18 4:45,673448.3125,OK,10/15/18 4:45,53.25174332,OK,10/15/18 4:45,45.50704193,OK,10/15/18 4:45,28.34664846,OK,10/15/18 4:45,110.0826874,OK,10/15/18 4:45,8081379.75,OK,10/15/18 4:45,12.54993439,OK,10/15/18 4:45,282.6433105,OK,10/15/18 4:45,10330436,OK,10/15/18 4:45,1061715.875,OK,10/15/18 4:45,138.5846252,OK,10/15/18 4:45,151.134552,OK,10/15/18 4:45,45.72633769,OK,
10/15/18 5:00,7.704362869,OK,10/15/18 5:00,13.21476841,OK,10/15/18 5:00,673451.75,OK,10/15/18 5:00,53.18080902,OK,10/15/18 5:00,45.47644806,OK,10/15/18 5:00,41.04715068,OK,10/15/18 5:00,158.5772209,OK,10/15/18 5:00,8081421,OK,10/15/18 5:00,12.55254936,OK,10/15/18 5:00,282.3456421,OK,10/15/18 5:00,10330506,OK,10/15/18 5:00,1061721.5,OK,10/15/18 5:00,138.5009766,OK,10/15/18 5:00,151.0535278,OK,10/15/18 5:00,45.79982548,OK,
10/15/18 5:15,8.513850212,OK,10/15/18 5:15,12.02001095,OK,10/15/18 5:15,673455.125,OK,10/15/18 5:15,52.97013474,OK,10/15/18 5:15,44.45628738,OK,10/15/18 5:15,33.77620041,OK,10/15/18 5:15,144.2401314,OK,10/15/18 5:15,8081461.5,OK,10/15/18 5:15,11.93430519,OK,10/15/18 5:15,268.423584,OK,10/15/18 5:15,10330575,OK,10/15/18 5:15,1061727.125,OK,10/15/18 5:15,136.7070618,OK,10/15/18 5:15,148.6413574,OK,10/15/18 5:15,45.70954454,OK,
10/15/18 5:30,8.611801147,OK,10/15/18 5:30,10.56600571,OK,10/15/18 5:30,673457.9375,OK,10/15/18 5:30,52.6843071,OK,10/15/18 5:30,44.07250977,OK,10/15/18 5:30,29.34961652,OK,10/15/18 5:30,126.7920685,OK,10/15/18 5:30,8081495.25,OK,10/15/18 5:30,12.38269711,OK,10/15/18 5:30,275.6483765,OK,10/15/18 5:30,10330642,OK,10/15/18 5:30,1061732.625,OK,10/15/18 5:30,135.5120239,OK,10/15/18 5:30,147.8947449,OK,10/15/18 5:30,45.35668511,OK,
10/15/18 5:45,8.21098423,OK,10/15/18 5:45,16.27818489,OK,10/15/18 5:45,673460.5,OK,10/15/18 5:45,52.40450287,OK,10/15/18 5:45,44.19351959,OK,10/15/18 5:45,47.42611126,OK,10/15/18 5:45,195.3382187,OK,10/15/18 5:45,8081526,OK,10/15/18 5:45,12.72854233,OK,10/15/18 5:45,278.1763306,OK,10/15/18 5:45,10330711,OK,10/15/18 5:45,1061738.125,OK,10/15/18 5:45,134.980072,OK,10/15/18 5:45,147.7086182,OK,10/15/18 5:45,44.33322307,OK,
10/15/18 6:00,8.124849319,OK,10/15/18 6:00,15.55164051,OK,10/15/18 6:00,673464.8125,OK,10/15/18 6:00,52.83874512,OK,10/15/18 6:00,44.71389771,OK,10/15/18 6:00,45.83096624,OK,10/15/18 6:00,186.6196861,OK,10/15/18 6:00,8081577.75,OK,10/15/18 6:00,12.84893227,OK,10/15/18 6:00,280.5580444,OK,10/15/18 6:00,10330781,OK,10/15/18 6:00,1061743.625,OK,10/15/18 6:00,135.0028076,OK,10/15/18 6:00,147.8517456,OK,10/15/18 6:00,44.37909801,OK,
10/15/18 6:15,8.230323792,OK,10/15/18 6:15,14.49211788,OK,10/15/18 6:15,673468.625,OK,10/15/18 6:15,53.36512756,OK,10/15/18 6:15,45.13480377,OK,10/15/18 6:15,42.13593385,OK,10/15/18 6:15,173.9054146,OK,10/15/18 6:15,8081623.5,OK,10/15/18 6:15,12.97081089,OK,10/15/18 6:15,286.9982605,OK,10/15/18 6:15,10330851,OK,10/15/18 6:15,1061749.125,OK,10/15/18 6:15,134.7433472,OK,10/15/18 6:15,147.7141724,OK,10/15/18 6:15,45.01520286,OK,
10/15/18 6:30,7.892573357,OK,10/15/18 6:30,13.11566448,OK,10/15/18 6:30,673471.9375,OK,10/15/18 6:30,53.32322693,OK,10/15/18 6:30,45.43065643,OK,10/15/18 6:30,39.76889432,OK,10/15/18 6:30,157.3879738,OK,10/15/18 6:30,8081663.25,OK,10/15/18 6:30,12.79012012,OK,10/15/18 6:30,288.0291748,OK,10/15/18 6:30,10330923,OK,10/15/18 6:30,1061754.625,OK,10/15/18 6:30,134.7566833,OK,10/15/18 6:30,147.546814,OK,10/15/18 6:30,45.86392182,OK,
10/15/18 6:45,9.621383667,OK,10/15/18 6:45,14.99472523,OK,10/15/18 6:45,673475.1875,OK,10/15/18 6:45,54.25017548,OK,10/15/18 6:45,44.62879562,OK,10/15/18 6:45,37.28973911,OK,10/15/18 6:45,179.905117,OK,10/15/18 6:45,8081702.25,OK,10/15/18 6:45,12.49361229,OK,10/15/18 6:45,286.599762,OK,10/15/18 6:45,10330996,OK,10/15/18 6:45,1061760.375,OK,10/15/18 6:45,134.9507446,OK,10/15/18 6:45,147.4443665,OK,10/15/18 6:45,46.71463463,OK,
10/15/18 7:00,8.572775841,OK,10/15/18 7:00,12.66896248,OK,10/15/18 7:00,673478.5625,OK,10/15/18 7:00,53.68753433,OK,10/15/18 7:00,45.11476135,OK,10/15/18 7:00,35.39748935,OK,10/15/18 7:00,152.162075,OK,10/15/18 7:00,8081742.75,OK,10/15/18 7:00,12.46991539,OK,10/15/18 7:00,288.1388855,OK,10/15/18 7:00,10331068,OK,10/15/18 7:00,1061766.125,OK,10/15/18 7:00,134.8357544,OK,10/15/18 7:00,147.3056641,OK,10/15/18 7:00,47.05662552,OK,
10/15/18 7:15,8.612596512,OK,10/15/18 7:15,12.78520966,OK,10/15/18 7:15,673481.875,OK,10/15/18 7:15,53.54229736,OK,10/15/18 7:15,44.92970276,OK,10/15/18 7:15,35.52256916,OK,10/15/18 7:15,153.4225159,OK,10/15/18 7:15,8081782.5,OK,10/15/18 7:15,12.6457119,OK,10/15/18 7:15,290.8041077,OK,10/15/18 7:15,10331140,OK,10/15/18 7:15,1061771.875,OK,10/15/18 7:15,134.613327,OK,10/15/18 7:15,147.2590332,OK,10/15/18 7:15,46.81596723,OK,
10/15/18 7:30,8.758245468,OK,10/15/18 7:30,13.20420933,OK,10/15/18 7:30,673485.0625,OK,10/15/18 7:30,53.61087799,OK,10/15/18 7:30,44.85263062,OK,10/15/18 7:30,36.07647021,OK,10/15/18 7:30,158.4505119,OK,10/15/18 7:30,8081820.75,OK,10/15/18 7:30,12.43774033,OK,10/15/18 7:30,282.7401428,OK,10/15/18 7:30,10331211,OK,10/15/18 7:30,1061777.625,OK,10/15/18 7:30,134.7953033,OK,10/15/18 7:30,147.2330475,OK,10/15/18 7:30,46.26883307,OK,
10/15/18 7:45,8.71430397,OK,10/15/18 7:45,13.79220486,OK,10/15/18 7:45,673488.4375,OK,10/15/18 7:45,53.74420929,OK,10/15/18 7:45,45.02990341,OK,10/15/18 7:45,37.87605861,OK,10/15/18 7:45,165.5064583,OK,10/15/18 7:45,8081861.25,OK,10/15/18 7:45,12.38185978,OK,10/15/18 7:45,280.4541016,OK,10/15/18 7:45,10331281,OK,10/15/18 7:45,1061783.25,OK,10/15/18 7:45,134.8538208,OK,10/15/18 7:45,147.2356873,OK,10/15/18 7:45,46.108637,OK,
10/15/18 8:00,8.375167847,OK,10/15/18 8:00,13.84237003,OK,10/15/18 8:00,673491.8125,OK,10/15/18 8:00,54.04353333,OK,10/15/18 8:00,45.66836548,OK,10/15/18 8:00,39.56124857,OK,10/15/18 8:00,166.1084404,OK,10/15/18 8:00,8081901.75,OK,10/15/18 8:00,12.28070736,OK,10/15/18 8:00,277.283905,OK,10/15/18 8:00,10331351,OK,10/15/18 8:00,1061789,OK,10/15/18 8:00,134.9467773,OK,10/15/18 8:00,147.227478,OK,10/15/18 8:00,45.99217552,OK,
10/15/18 8:15,8.409376144,OK,10/15/18 8:15,14.82421398,OK,10/15/18 8:15,673495.4375,OK,10/15/18 8:15,54.22475433,OK,10/15/18 8:15,45.81537628,OK,10/15/18 8:15,42.19704754,OK,10/15/18 8:15,177.8905678,OK,10/15/18 8:15,8081945.25,OK,10/15/18 8:15,12.15433121,OK,10/15/18 8:15,274.2796326,OK,10/15/18 8:15,10331420,OK,10/15/18 8:15,1061794.625,OK,10/15/18 8:15,135.0734558,OK,10/15/18 8:15,147.2277832,OK,10/15/18 8:15,45.92881976,OK,
10/15/18 8:30,8.768316269,OK,10/15/18 8:30,15.77151299,OK,10/15/18 8:30,673499.3125,OK,10/15/18 8:30,54.22426605,OK,10/15/18 8:30,45.45595169,OK,10/15/18 8:30,43.05469408,OK,10/15/18 8:30,189.2581558,OK,10/15/18 8:30,8081991.75,OK,10/15/18 8:30,12.26362133,OK,10/15/18 8:30,275.6164856,OK,10/15/18 8:30,10331489,OK,10/15/18 8:30,1061800.25,OK,10/15/18 8:30,135.1702271,OK,10/15/18 8:30,147.4338531,OK,10/15/18 8:30,45.75373081,OK,
10/15/18 8:45,9.011639595,OK,10/15/18 8:45,16.12939072,OK,10/15/18 8:45,673503.3125,OK,10/15/18 8:45,53.94328308,OK,10/15/18 8:45,44.93164063,OK,10/15/18 8:45,42.83370578,OK,10/15/18 8:45,193.5526886,OK,10/15/18 8:45,8082039.75,OK,10/15/18 8:45,12.28506088,OK,10/15/18 8:45,276.8543091,OK,10/15/18 8:45,10331558,OK,10/15/18 8:45,1061805.875,OK,10/15/18 8:45,135.0704956,OK,10/15/18 8:45,147.3555603,OK,10/15/18 8:45,45.92303758,OK,
10/15/18 9:00,8.683596611,OK,10/15/18 9:00,14.81098747,OK,10/15/18 9:00,673507.1875,OK,10/15/18 9:00,54.00122452,OK,10/15/18 9:00,45.31762695,OK,10/15/18 9:00,40.82348898,OK,10/15/18 9:00,177.7318497,OK,10/15/18 9:00,8082086.25,OK,10/15/18 9:00,10.81418896,OK,10/15/18 9:00,243.1396179,OK,10/15/18 9:00,10331626,OK,10/15/18 9:00,1061811.5,OK,10/15/18 9:00,134.6654205,OK,10/15/18 9:00,145.4796143,OK,10/15/18 9:00,45.69344315,OK,
10/15/18 9:15,8.89739418,OK,10/15/18 9:15,15.08621311,OK,10/15/18 9:15,673511,OK,10/15/18 9:15,54.07081604,OK,10/15/18 9:15,45.17342377,OK,10/15/18 9:15,40.58171982,OK,10/15/18 9:15,181.0345573,OK,10/15/18 9:15,8082132,OK,10/15/18 9:15,10.74001026,OK,10/15/18 9:15,241.8128357,OK,10/15/18 9:15,10331685,OK,10/15/18 9:15,1061817.125,OK,10/15/18 9:15,129.9592438,OK,10/15/18 9:15,140.6992493,OK,10/15/18 9:15,45.67454629,OK,
10/15/18 9:30,8.193664551,OK,10/15/18 9:30,13.46321964,OK,10/15/18 9:30,673514.6875,OK,10/15/18 9:30,53.99443436,OK,10/15/18 9:30,45.80076981,OK,10/15/18 9:30,39.32992884,OK,10/15/18 9:30,161.5586357,OK,10/15/18 9:30,8082176.25,OK,10/15/18 9:30,10.77245235,OK,10/15/18 9:30,243.0023651,OK,10/15/18 9:30,10331746,OK,10/15/18 9:30,1061822.75,OK,10/15/18 9:30,128.8705292,OK,10/15/18 9:30,139.6429749,OK,10/15/18 9:30,45.9432569,OK,
10/15/18 9:45,8.633359909,OK,10/15/18 9:45,13.83782768,OK,10/15/18 9:45,673518.3125,OK,10/15/18 9:45,53.85075378,OK,10/15/18 9:45,45.21739197,OK,10/15/18 9:45,38.36065489,OK,10/15/18 9:45,166.0539322,OK,10/15/18 9:45,8082219.75,OK,10/15/18 9:45,11.13092422,OK,10/15/18 9:45,254.4461212,OK,10/15/18 9:45,10331809,OK,10/15/18 9:45,1061828.375,OK,10/15/18 9:45,128.430191,OK,10/15/18 9:45,139.5611115,OK,10/15/18 9:45,46.44839396,OK,
10/15/18 10:00,8.551465034,OK,10/15/18 10:00,12.83130646,OK,10/15/18 10:00,673521.6875,OK,10/15/18 10:00,53.59940338,OK,10/15/18 10:00,45.0479393,OK,10/15/18 10:00,35.90723669,OK,10/15/18 10:00,153.9756775,OK,10/15/18 10:00,8082260.25,OK,10/15/18 10:00,11.62109661,OK,10/15/18 10:00,267.2480469,OK,10/15/18 10:00,10331875,OK,10/15/18 10:00,1061834.125,OK,10/15/18 10:00,128.1503143,OK,10/15/18 10:00,139.7714081,OK,10/15/18 10:00,46.75245277,OK,
10/15/18 10:15,8.408151627,OK,10/15/18 10:15,12.18384743,OK,10/15/18 10:15,673524.75,OK,10/15/18 10:15,53.34142303,OK,10/15/18 10:15,44.93327332,OK,10/15/18 10:15,34.67318694,OK,10/15/18 10:15,146.2061691,OK,10/15/18 10:15,8082297,OK,10/15/18 10:15,11.77767086,OK,10/15/18 10:15,271.0908813,OK,10/15/18 10:15,10331942,OK,10/15/18 10:15,1061840,OK,10/15/18 10:15,128.1955872,OK,10/15/18 10:15,139.9732666,OK,10/15/18 10:15,46.80677515,OK,
10/15/18 10:30,8.34960556,OK,10/15/18 10:30,11.39527321,OK,10/15/18 10:30,673527.625,OK,10/15/18 10:30,53.12678528,OK,10/15/18 10:30,44.7771759,OK,10/15/18 10:30,32.65347288,OK,10/15/18 10:30,136.7432785,OK,10/15/18 10:30,8082331.5,OK,10/15/18 10:30,11.63120937,OK,10/15/18 10:30,269.0969238,OK,10/15/18 10:30,10332011,OK,10/15/18 10:30,1061845.75,OK,10/15/18 10:30,128.1902466,OK,10/15/18 10:30,139.8214722,OK,10/15/18 10:30,47.09657586,OK,
10/15/18 10:45,8.487195015,OK,10/15/18 10:45,12.02038574,OK,10/15/18 10:45,673530.5625,OK,10/15/18 10:45,53.21186066,OK,10/15/18 10:45,44.72466278,OK,10/15/18 10:45,33.88635887,OK,10/15/18 10:45,144.2446289,OK,10/15/18 10:45,8082366.75,OK,10/15/18 10:45,11.96368122,OK,10/15/18 10:45,274.6982422,OK,10/15/18 10:45,10332080,OK,10/15/18 10:45,1061851.5,OK,10/15/18 10:45,128.5929565,OK,10/15/18 10:45,140.5566406,OK,10/15/18 10:45,46.72555607,OK,
10/15/18 11:00,8.07598877,OK,10/15/18 11:00,11.23743916,OK,10/15/18 11:00,673533.4375,OK,10/15/18 11:00,52.79350281,OK,10/15/18 11:00,44.71751022,OK,10/15/18 11:00,33.32246412,OK,10/15/18 11:00,134.9752007,OK,10/15/18 11:00,8082401.25,OK,10/15/18 11:00,11.86835194,OK,10/15/18 11:00,271.9484558,OK,10/15/18 11:00,10332148,OK,10/15/18 11:00,1061857.25,OK,10/15/18 11:00,128.7880554,OK,10/15/18 11:00,140.6564026,OK,10/15/18 11:00,46.70796539,OK,
