OSU_RTS.MDBUS_C1.053_CDT Time [SNAP],OSU_RTS.MDBUS_C1.053_CDT Value [SNAP],OSU_RTS.MDBUS_C1.053_CDT Status [SNAP],OSU_RTS.MDBUS_C1.053_CHF Time [SNAP],OSU_RTS.MDBUS_C1.053_CHF Value [SNAP],OSU_RTS.MDBUS_C1.053_CHF Status [SNAP],OSU_RTS.MDBUS_C1.053_CHT Time [SNAP],OSU_RTS.MDBUS_C1.053_CHT Value [SNAP],OSU_RTS.MDBUS_C1.053_CHT Status [SNAP],OSU_RTS.MDBUS_C1.053_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.053_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.053_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.053_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.053_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.053_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.053_CVF Time [SNAP],OSU_RTS.MDBUS_C1.053_CVF Value [SNAP],OSU_RTS.MDBUS_C1.053_CVF Status [SNAP],OSU_RTS.MDBUS_C1.053_HF Time [SNAP],OSU_RTS.MDBUS_C1.053_HF Value [SNAP],OSU_RTS.MDBUS_C1.053_HF Status [SNAP],OSU_RTS.MDBUS_C1.053_HGT Time [SNAP],OSU_RTS.MDBUS_C1.053_HGT Value [SNAP],OSU_RTS.MDBUS_C1.053_HGT Status [SNAP],OSU_RTS.MDBUS_E1.053E1 Time [SNAP],OSU_RTS.MDBUS_E1.053E1 Value [SNAP],OSU_RTS.MDBUS_E1.053E1 Status [SNAP],OSU_RTS.MDBUS_E1.053E1_L Time [SNAP],OSU_RTS.MDBUS_E1.053E1_L Value [SNAP],OSU_RTS.MDBUS_E1.053E1_L Status [SNAP],OSU_RTS.MDBUS_E1.053E2 Time [SNAP],OSU_RTS.MDBUS_E1.053E2 Value [SNAP],OSU_RTS.MDBUS_E1.053E2 Status [SNAP],OSU_RTS.MDBUS_E1.053E2C Time [SNAP],OSU_RTS.MDBUS_E1.053E2C Value [SNAP],OSU_RTS.MDBUS_E1.053E2C Status [SNAP],OSU_RTS.MDBUS_EC.053E1 Time [SNAP],OSU_RTS.MDBUS_EC.053E1 Value [SNAP],OSU_RTS.MDBUS_EC.053E1 Status [SNAP],OSU_RTS.MDBUS_EC.053E2 Time [SNAP],OSU_RTS.MDBUS_EC.053E2 Value [SNAP],OSU_RTS.MDBUS_EC.053E2 Status [SNAP],OSU_RTS.MDBUS_G1.053_GBV Time [SNAP],OSU_RTS.MDBUS_G1.053_GBV Value [SNAP],OSU_RTS.MDBUS_G1.053_GBV Status [SNAP],OSU_RTS.MDBUS_G1.053_GCV Time [SNAP],OSU_RTS.MDBUS_G1.053_GCV Value [SNAP],OSU_RTS.MDBUS_G1.053_GCV Status [SNAP],OSU_RTS.MDBUS_G1.053_GUV Time [SNAP],OSU_RTS.MDBUS_G1.053_GUV Value [SNAP],OSU_RTS.MDBUS_G1.053_GUV Status [SNAP],OSU_RTS.MDBUS_RT.053S_C Time [SNAP],OSU_RTS.MDBUS_RT.053S_C Value [SNAP],OSU_RTS.MDBUS_RT.053S_C Status [SNAP],OSU_RTS.MDBUS_RT.053S_HF Time [SNAP],OSU_RTS.MDBUS_RT.053S_HF Value [SNAP],OSU_RTS.MDBUS_RT.053S_HF Status [SNAP],OSU_RTS.MDBUS_RT.053S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.053S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.053S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.053S_I Time [SNAP],OSU_RTS.MDBUS_RT.053S_I Value [SNAP],OSU_RTS.MDBUS_RT.053S_I Status [SNAP],OSU_RTS.MDBUS_RT.053S_P Time [SNAP],OSU_RTS.MDBUS_RT.053S_P Value [SNAP],OSU_RTS.MDBUS_RT.053S_P Status [SNAP],OSU_RTS.MDBUS_RT.053S_T Time [SNAP],OSU_RTS.MDBUS_RT.053S_T Value [SNAP],OSU_RTS.MDBUS_RT.053S_T Status [SNAP],OSU_RTS.MDBUS_S1.053S_EC Time [SNAP],OSU_RTS.MDBUS_S1.053S_EC Value [SNAP],OSU_RTS.MDBUS_S1.053S_EC Status [SNAP],OSU_RTS.MDBUS_S1.053S_SSD Time [SNAP],OSU_RTS.MDBUS_S1.053S_SSD Value [SNAP],OSU_RTS.MDBUS_S1.053S_SSD Status [SNAP],OSU_RTS.MDBUS_S1.053S_SSU Time [SNAP],OSU_RTS.MDBUS_S1.053S_SSU Value [SNAP],OSU_RTS.MDBUS_S1.053S_SSU Status [SNAP],OSU_RTS.MDBUS_S1.053S_VEL Time [SNAP],OSU_RTS.MDBUS_S1.053S_VEL Value [SNAP],OSU_RTS.MDBUS_S1.053S_VEL Status [SNAP],Comments
10/16/18 23:15,1.687399149,OK,10/16/18 23:15,0,OK,10/16/18 23:15,283016.3438,OK,10/16/18 23:15,49.59137726,OK,10/16/18 23:15,47.90398026,OK,10/16/18 23:15,0,OK,10/16/18 23:15,0,OK,10/16/18 23:15,3396196.125,OK,10/16/18 23:15,325,UNRELIABLE,10/16/18 23:15,68,OK,,,,,,,10/16/18 23:15,2049088,OK,10/16/18 23:15,50169172,OK,10/16/18 23:15,5.850000381,OK,10/16/18 23:15,22,OK,10/16/18 23:15,22,OK,10/16/18 23:15,114841,OK,10/16/18 23:15,877.7999873,OK,10/16/18 23:15,122190824,OK,10/16/18 23:15,0.824999988,OK,10/16/18 23:15,177.292,OK,10/16/18 23:15,498.57,OK,10/16/18 23:15,0,OK,10/16/18 23:15,69,OK,10/16/18 23:15,69.1,OK,10/16/18 23:15,8,OK,
10/16/18 23:30,2.12590456,OK,10/16/18 23:30,0,OK,10/16/18 23:30,283016.3438,OK,10/16/18 23:30,49.75536728,OK,10/16/18 23:30,47.6294632,OK,10/16/18 23:30,0,OK,10/16/18 23:30,0,OK,10/16/18 23:30,3396196.125,OK,10/16/18 23:30,325,UNRELIABLE,10/16/18 23:30,64,OK,,,,,,,10/16/18 23:30,2049104,OK,10/16/18 23:30,50169244,OK,10/16/18 23:30,5.870000362,OK,10/16/18 23:30,22,OK,10/16/18 23:30,22,OK,10/16/18 23:30,114841,OK,10/16/18 23:30,2996.223984,OK,10/16/18 23:30,122190824,OK,10/16/18 23:30,2.815999985,OK,10/16/18 23:30,175.4,OK,10/16/18 23:30,497.58,OK,10/16/18 23:30,0,OK,10/16/18 23:30,68.4,OK,10/16/18 23:30,69.1,OK,10/16/18 23:30,28.92,OK,
10/16/18 23:45,2.15039134,OK,10/16/18 23:45,0,OK,10/16/18 23:45,283016.3438,OK,10/16/18 23:45,49.891716,OK,10/16/18 23:45,47.74132538,OK,10/16/18 23:45,0,OK,10/16/18 23:45,0,OK,10/16/18 23:45,3396196.125,OK,10/16/18 23:45,325,UNRELIABLE,10/16/18 23:45,67,OK,,,,,,,10/16/18 23:45,2049120,OK,10/16/18 23:45,50169316,OK,10/16/18 23:45,5.840000153,OK,10/16/18 23:45,22,OK,10/16/18 23:45,22,OK,10/16/18 23:45,114842,OK,10/16/18 23:45,2928.127846,OK,10/16/18 23:45,122191888,OK,10/16/18 23:45,2.751999855,OK,10/16/18 23:45,174.748,OK,10/16/18 23:45,497.35,OK,10/16/18 23:45,0,OK,10/16/18 23:45,68.4,OK,10/16/18 23:45,69.1,OK,10/16/18 23:45,27.56,OK,
10/17/18 0:00,1.743586659,OK,10/17/18 0:00,0,OK,10/17/18 0:00,283016.3438,OK,10/17/18 0:00,50.0490799,OK,10/17/18 0:00,48.3054924,OK,10/17/18 0:00,0,OK,10/17/18 0:00,0,OK,10/17/18 0:00,3396196.125,OK,10/17/18 0:00,325,UNRELIABLE,10/17/18 0:00,64,OK,,,,,,,10/17/18 0:00,2049136,OK,10/17/18 0:00,50169392,OK,10/17/18 0:00,5.840000153,OK,10/17/18 0:00,22,OK,10/17/18 0:00,22,OK,10/17/18 0:00,114842,OK,10/17/18 0:00,1203.383918,OK,10/17/18 0:00,122191888,OK,10/17/18 0:00,1.130999923,OK,10/17/18 0:00,176.865,OK,10/17/18 0:00,499.17,OK,10/17/18 0:00,0,OK,10/17/18 0:00,69,OK,10/17/18 0:00,69.1,OK,10/17/18 0:00,10.95,OK,
10/17/18 0:15,1.741079211,OK,10/17/18 0:15,0,OK,10/17/18 0:15,283016.3438,OK,10/17/18 0:15,50.17147064,OK,10/17/18 0:15,48.43039322,OK,10/17/18 0:15,0,OK,10/17/18 0:15,0,OK,10/17/18 0:15,3396196.125,OK,10/17/18 0:15,325,UNRELIABLE,10/17/18 0:15,62,OK,,,,,,,10/17/18 0:15,2049152,OK,10/17/18 0:15,50169460,OK,10/17/18 0:15,5.850000381,OK,10/17/18 0:15,22,OK,10/17/18 0:15,22,OK,10/17/18 0:15,114843,OK,10/17/18 0:15,875.6719513,OK,10/17/18 0:15,122192952,OK,10/17/18 0:15,0.841999948,OK,10/17/18 0:15,176.918,OK,10/17/18 0:15,499.92,OK,10/17/18 0:15,0,OK,10/17/18 0:15,69,OK,10/17/18 0:15,69.1,OK,10/17/18 0:15,8.17,OK,
10/17/18 0:30,1.430655718,OK,10/17/18 0:30,0,OK,10/17/18 0:30,283016.3438,OK,10/17/18 0:30,50.32767487,OK,10/17/18 0:30,48.89701843,OK,10/17/18 0:30,0,OK,10/17/18 0:30,0,OK,10/17/18 0:30,3396196.125,OK,10/17/18 0:30,325,UNRELIABLE,10/17/18 0:30,63,OK,,,,,,,10/17/18 0:30,2049168,OK,10/17/18 0:30,50169536,OK,10/17/18 0:30,5.850000381,OK,10/17/18 0:30,22,OK,10/17/18 0:30,22,OK,10/17/18 0:30,114843,OK,10/17/18 0:30,2114.167988,OK,10/17/18 0:30,122192952,OK,10/17/18 0:30,1.986999989,OK,10/17/18 0:30,174.503,OK,10/17/18 0:30,498.67,OK,10/17/18 0:30,0,OK,10/17/18 0:30,68.9,OK,10/17/18 0:30,69.1,OK,10/17/18 0:30,19.96,OK,
10/17/18 0:45,1.494935393,OK,10/17/18 0:45,0,OK,10/17/18 0:45,283016.3438,OK,10/17/18 0:45,50.4472084,OK,10/17/18 0:45,48.95227432,OK,10/17/18 0:45,0,OK,10/17/18 0:45,0,OK,10/17/18 0:45,3396196.125,OK,10/17/18 0:45,325,UNRELIABLE,10/17/18 0:45,61,OK,,,,,,,10/17/18 0:45,2049184,OK,10/17/18 0:45,50169608,OK,10/17/18 0:45,5.870000362,OK,10/17/18 0:45,22,OK,10/17/18 0:45,22,OK,10/17/18 0:45,114843,OK,10/17/18 0:45,1437.463948,OK,10/17/18 0:45,122192952,OK,10/17/18 0:45,1.350999951,OK,10/17/18 0:45,176.032,OK,10/17/18 0:45,497.77,OK,10/17/18 0:45,0,OK,10/17/18 0:45,69,OK,10/17/18 0:45,69.1,OK,10/17/18 0:45,13.03,OK,
10/17/18 1:00,1.184753895,OK,10/17/18 1:00,0,OK,10/17/18 1:00,283016.3438,OK,10/17/18 1:00,50.56878662,OK,10/17/18 1:00,49.3840332,OK,10/17/18 1:00,0,OK,10/17/18 1:00,0,OK,10/17/18 1:00,3396196.125,OK,10/17/18 1:00,325,UNRELIABLE,10/17/18 1:00,65,OK,,,,,,,10/17/18 1:00,2049200,OK,10/17/18 1:00,50169680,OK,10/17/18 1:00,5.870000362,OK,10/17/18 1:00,22,OK,10/17/18 1:00,22,OK,10/17/18 1:00,114844,OK,10/17/18 1:00,1617.27998,OK,10/17/18 1:00,122194016,OK,10/17/18 1:00,1.519999981,OK,10/17/18 1:00,174.153,OK,10/17/18 1:00,495.12,OK,10/17/18 1:00,0,OK,10/17/18 1:00,68.6,OK,10/17/18 1:00,69.1,OK,10/17/18 1:00,16.31,OK,
10/17/18 1:15,1.172290087,OK,10/17/18 1:15,0,OK,10/17/18 1:15,283016.3438,OK,10/17/18 1:15,50.73812866,OK,10/17/18 1:15,49.56584167,OK,10/17/18 1:15,0,OK,10/17/18 1:15,0,OK,10/17/18 1:15,3396196.125,OK,10/17/18 1:15,325,UNRELIABLE,10/17/18 1:15,62,OK,,,,,,,10/17/18 1:15,2049215,OK,10/17/18 1:15,50169752,OK,10/17/18 1:15,5.850000381,OK,10/17/18 1:15,22,OK,10/17/18 1:15,22,OK,10/17/18 1:15,114844,OK,10/17/18 1:15,1457.679878,OK,10/17/18 1:15,122194016,OK,10/17/18 1:15,1.369999886,OK,10/17/18 1:15,174.785,OK,10/17/18 1:15,495.33,OK,10/17/18 1:15,0,OK,10/17/18 1:15,68.9,OK,10/17/18 1:15,69.1,OK,10/17/18 1:15,13.23,OK,
10/17/18 1:30,0.725527644,OK,10/17/18 1:30,0,OK,10/17/18 1:30,283016.3438,OK,10/17/18 1:30,50.86119461,OK,10/17/18 1:30,50.13566589,OK,10/17/18 1:30,0,OK,10/17/18 1:30,0,OK,10/17/18 1:30,3396196.125,OK,10/17/18 1:30,325,UNRELIABLE,10/17/18 1:30,69,OK,,,,,,,10/17/18 1:30,2049232,OK,10/17/18 1:30,50169824,OK,10/17/18 1:30,5.860000134,OK,10/17/18 1:30,22,OK,10/17/18 1:30,22,OK,10/17/18 1:30,114844,OK,10/17/18 1:30,1278.927896,OK,10/17/18 1:30,122194016,OK,10/17/18 1:30,1.201999903,OK,10/17/18 1:30,175.095,OK,10/17/18 1:30,495.36,OK,10/17/18 1:30,0,OK,10/17/18 1:30,68.6,OK,10/17/18 1:30,69.1,OK,10/17/18 1:30,13.51,OK,
10/17/18 1:45,0.915527463,OK,10/17/18 1:45,0,OK,10/17/18 1:45,283016.3438,OK,10/17/18 1:45,51.01356506,OK,10/17/18 1:45,50.09803772,OK,10/17/18 1:45,0,OK,10/17/18 1:45,0,OK,10/17/18 1:45,3396196.125,OK,10/17/18 1:45,325,UNRELIABLE,10/17/18 1:45,62,OK,,,,,,,10/17/18 1:45,2049248,OK,10/17/18 1:45,50169896,OK,10/17/18 1:45,5.870000362,OK,10/17/18 1:45,22,OK,10/17/18 1:45,22,OK,10/17/18 1:45,114845,OK,10/17/18 1:45,1018.247955,OK,10/17/18 1:45,122195080,OK,10/17/18 1:45,0.956999958,OK,10/17/18 1:45,174.596,OK,10/17/18 1:45,496.44,OK,10/17/18 1:45,0,OK,10/17/18 1:45,69,OK,10/17/18 1:45,69,OK,10/17/18 1:45,9.37,OK,
10/17/18 2:00,0.776042461,OK,10/17/18 2:00,0,OK,10/17/18 2:00,283016.3438,OK,10/17/18 2:00,51.13995361,OK,10/17/18 2:00,50.36391068,OK,10/17/18 2:00,0,OK,10/17/18 2:00,0,OK,10/17/18 2:00,3396196.125,OK,10/17/18 2:00,325,UNRELIABLE,10/17/18 2:00,62,OK,,,,,,,10/17/18 2:00,2049264,OK,10/17/18 2:00,50169968,OK,10/17/18 2:00,5.860000134,OK,10/17/18 2:00,22,OK,10/17/18 2:00,22,OK,10/17/18 2:00,114845,OK,10/17/18 2:00,2400.383791,OK,10/17/18 2:00,122195080,OK,10/17/18 2:00,2.255999804,OK,10/17/18 2:00,174.27,OK,10/17/18 2:00,496.24,OK,10/17/18 2:00,0,OK,10/17/18 2:00,68.4,OK,10/17/18 2:00,69.1,OK,10/17/18 2:00,23.82,OK,
10/17/18 2:15,0.923562229,OK,10/17/18 2:15,0,OK,10/17/18 2:15,283016.3438,OK,10/17/18 2:15,51.26660919,OK,10/17/18 2:15,50.3430481,OK,10/17/18 2:15,0,OK,10/17/18 2:15,0,OK,10/17/18 2:15,3396196.125,OK,10/17/18 2:15,325,UNRELIABLE,10/17/18 2:15,65,OK,,,,,,,10/17/18 2:15,2049281,OK,10/17/18 2:15,50170040,OK,10/17/18 2:15,5.870000362,OK,10/17/18 2:15,22,OK,10/17/18 2:15,22,OK,10/17/18 2:15,114845,OK,10/17/18 2:15,888.4399772,OK,10/17/18 2:15,122195080,OK,10/17/18 2:15,0.834999979,OK,10/17/18 2:15,177.284,OK,10/17/18 2:15,495.85,OK,10/17/18 2:15,0,OK,10/17/18 2:15,69,OK,10/17/18 2:15,69.1,OK,10/17/18 2:15,8.02,OK,
10/17/18 2:30,0.561487913,OK,10/17/18 2:30,0,OK,10/17/18 2:30,283016.3438,OK,10/17/18 2:30,51.41365051,OK,10/17/18 2:30,50.85216522,OK,10/17/18 2:30,0,OK,10/17/18 2:30,0,OK,10/17/18 2:30,3396196.125,OK,10/17/18 2:30,325,UNRELIABLE,10/17/18 2:30,67,OK,,,,,,,10/17/18 2:30,2049297,OK,10/17/18 2:30,50170112,OK,10/17/18 2:30,5.860000134,OK,10/17/18 2:30,22,OK,10/17/18 2:30,22,OK,10/17/18 2:30,114846,OK,10/17/18 2:30,2122.679878,OK,10/17/18 2:30,122196144,OK,10/17/18 2:30,1.994999886,OK,10/17/18 2:30,175.771,OK,10/17/18 2:30,495.36,OK,10/17/18 2:30,0,OK,10/17/18 2:30,69,OK,10/17/18 2:30,69.1,OK,10/17/18 2:30,18.85,OK,
10/17/18 2:45,0.62320292,OK,10/17/18 2:45,0,OK,10/17/18 2:45,283016.3438,OK,10/17/18 2:45,51.53625488,OK,10/17/18 2:45,50.91305542,OK,10/17/18 2:45,0,OK,10/17/18 2:45,0,OK,10/17/18 2:45,3396196.125,OK,10/17/18 2:45,325,UNRELIABLE,10/17/18 2:45,64,OK,,,,,,,10/17/18 2:45,2049313,OK,10/17/18 2:45,50170184,OK,10/17/18 2:45,5.860000134,OK,10/17/18 2:45,22,OK,10/17/18 2:45,22,OK,10/17/18 2:45,114846,OK,10/17/18 2:45,2648.295834,OK,10/17/18 2:45,122196144,OK,10/17/18 2:45,2.488999844,OK,10/17/18 2:45,174.113,OK,10/17/18 2:45,494.71,OK,10/17/18 2:45,0,OK,10/17/18 2:45,68.5,OK,10/17/18 2:45,69.1,OK,10/17/18 2:45,25.08,OK,
10/17/18 3:00,0.311840415,OK,10/17/18 3:00,0,OK,10/17/18 3:00,283016.3438,OK,10/17/18 3:00,51.67699814,OK,10/17/18 3:00,51.36515808,OK,10/17/18 3:00,0,OK,10/17/18 3:00,0,OK,10/17/18 3:00,3396196.125,OK,10/17/18 3:00,325,UNRELIABLE,10/17/18 3:00,61,OK,,,,,,,10/17/18 3:00,2049329,OK,10/17/18 3:00,50170256,OK,10/17/18 3:00,5.860000134,OK,10/17/18 3:00,22,OK,10/17/18 3:00,22,OK,10/17/18 3:00,114847,OK,10/17/18 3:00,817.1519437,OK,10/17/18 3:00,122197208,OK,10/17/18 3:00,0.767999947,OK,10/17/18 3:00,176.406,OK,10/17/18 3:00,498.78,OK,10/17/18 3:00,0,OK,10/17/18 3:00,69,OK,10/17/18 3:00,69.1,OK,10/17/18 3:00,7.55,OK,
10/17/18 3:15,0.339453489,OK,10/17/18 3:15,0,OK,10/17/18 3:15,283016.3438,OK,10/17/18 3:15,51.81414413,OK,10/17/18 3:15,51.4746933,OK,10/17/18 3:15,0,OK,10/17/18 3:15,0,OK,10/17/18 3:15,3396196.125,OK,10/17/18 3:15,325,UNRELIABLE,10/17/18 3:15,65,OK,,,,,,,10/17/18 3:15,2049345,OK,10/17/18 3:15,50170328,OK,10/17/18 3:15,5.850000381,OK,10/17/18 3:15,22,OK,10/17/18 3:15,22,OK,10/17/18 3:15,114847,OK,10/17/18 3:15,1220.407952,OK,10/17/18 3:15,122197208,OK,10/17/18 3:15,1.146999955,OK,10/17/18 3:15,175.344,OK,10/17/18 3:15,500.74,OK,10/17/18 3:15,0,OK,10/17/18 3:15,69,OK,10/17/18 3:15,69.1,OK,10/17/18 3:15,11.17,OK,
10/17/18 3:30,0.340551943,OK,10/17/18 3:30,0,OK,10/17/18 3:30,283016.3438,OK,10/17/18 3:30,51.93143845,OK,10/17/18 3:30,51.59088898,OK,10/17/18 3:30,0,OK,10/17/18 3:30,0,OK,10/17/18 3:30,3396196.125,OK,10/17/18 3:30,325,UNRELIABLE,10/17/18 3:30,63,OK,,,,,,,10/17/18 3:30,2049361,OK,10/17/18 3:30,50170400,OK,10/17/18 3:30,5.860000134,OK,10/17/18 3:30,22,OK,10/17/18 3:30,22,OK,10/17/18 3:30,114847,OK,10/17/18 3:30,1992.871901,OK,10/17/18 3:30,122197208,OK,10/17/18 3:30,1.872999907,OK,10/17/18 3:30,175.525,OK,10/17/18 3:30,500.51,OK,10/17/18 3:30,0,OK,10/17/18 3:30,69,OK,10/17/18 3:30,69.1,OK,10/17/18 3:30,18.75,OK,
10/17/18 3:45,0.140484124,OK,10/17/18 3:45,0,OK,10/17/18 3:45,283016.3438,OK,10/17/18 3:45,52.04609299,OK,10/17/18 3:45,51.90560913,OK,10/17/18 3:45,0,OK,10/17/18 3:45,0,OK,10/17/18 3:45,3396196.125,OK,10/17/18 3:45,325,UNRELIABLE,10/17/18 3:45,64,OK,,,,,,,10/17/18 3:45,2049377,OK,10/17/18 3:45,50170468,OK,10/17/18 3:45,5.860000134,OK,10/17/18 3:45,22,OK,10/17/18 3:45,22,OK,10/17/18 3:45,114848,OK,10/17/18 3:45,2849.391972,OK,10/17/18 3:45,122198272,OK,10/17/18 3:45,2.677999973,OK,10/17/18 3:45,176.765,OK,10/17/18 3:45,499.6,OK,10/17/18 3:45,0,OK,10/17/18 3:45,69,OK,10/17/18 3:45,69.1,OK,10/17/18 3:45,25.14,OK,
10/17/18 4:00,0.180281714,OK,10/17/18 4:00,0,OK,10/17/18 4:00,283016.3438,OK,10/17/18 4:00,52.1914444,OK,10/17/18 4:00,52.01116562,OK,10/17/18 4:00,0,OK,10/17/18 4:00,0,OK,10/17/18 4:00,3396196.125,OK,10/17/18 4:00,325,UNRELIABLE,10/17/18 4:00,63,OK,,,,,,,10/17/18 4:00,2049394,OK,10/17/18 4:00,50170540,OK,10/17/18 4:00,5.860000134,OK,10/17/18 4:00,22,OK,10/17/18 4:00,22,OK,10/17/18 4:00,114848,OK,10/17/18 4:00,2116.29596,OK,10/17/18 4:00,122198272,OK,10/17/18 4:00,1.988999963,OK,10/17/18 4:00,173.94,OK,10/17/18 4:00,499.16,OK,10/17/18 4:00,0,OK,10/17/18 4:00,68.5,OK,10/17/18 4:00,69.1,OK,10/17/18 4:00,20.06,OK,
10/17/18 4:15,0.103795007,OK,10/17/18 4:15,0,OK,10/17/18 4:15,283016.3438,OK,10/17/18 4:15,52.3302536,OK,10/17/18 4:15,52.22645569,OK,10/17/18 4:15,0,OK,10/17/18 4:15,0,OK,10/17/18 4:15,3396196.125,OK,10/17/18 4:15,325,UNRELIABLE,10/17/18 4:15,65,OK,,,,,,,10/17/18 4:15,2049410,OK,10/17/18 4:15,50170612,OK,10/17/18 4:15,5.860000134,OK,10/17/18 4:15,22,OK,10/17/18 4:15,22,OK,10/17/18 4:15,114849,OK,10/17/18 4:15,1023.56795,OK,10/17/18 4:15,122199336,OK,10/17/18 4:15,0.961999953,OK,10/17/18 4:15,175.662,OK,10/17/18 4:15,500.12,OK,10/17/18 4:15,0,OK,10/17/18 4:15,69,OK,10/17/18 4:15,69.1,OK,10/17/18 4:15,9.61,OK,
10/17/18 4:30,0.000321038,OK,10/17/18 4:30,0,OK,10/17/18 4:30,283016.3438,OK,10/17/18 4:30,52.45940399,OK,10/17/18 4:30,52.45908356,OK,10/17/18 4:30,0,OK,10/17/18 4:30,0,OK,10/17/18 4:30,3396196.125,OK,10/17/18 4:30,325,UNRELIABLE,10/17/18 4:30,64,OK,,,,,,,10/17/18 4:30,2049427,OK,10/17/18 4:30,50170684,OK,10/17/18 4:30,5.860000134,OK,10/17/18 4:30,22,OK,10/17/18 4:30,22,OK,10/17/18 4:30,114849,OK,10/17/18 4:30,1018.247955,OK,10/17/18 4:30,122199336,OK,10/17/18 4:30,0.956999958,OK,10/17/18 4:30,175.457,OK,10/17/18 4:30,500.45,OK,10/17/18 4:30,0,OK,10/17/18 4:30,69,OK,10/17/18 4:30,69.1,OK,10/17/18 4:30,9.33,OK,
10/17/18 4:45,-0.028035711,OK,10/17/18 4:45,0,OK,10/17/18 4:45,283016.3438,OK,10/17/18 4:45,52.59914398,OK,10/17/18 4:45,52.62718201,OK,10/17/18 4:45,0,OK,10/17/18 4:45,0,OK,10/17/18 4:45,3396196.125,OK,10/17/18 4:45,325,UNRELIABLE,10/17/18 4:45,70,OK,,,,,,,10/17/18 4:45,2049443,OK,10/17/18 4:45,50170752,OK,10/17/18 4:45,5.860000134,OK,10/17/18 4:45,22,OK,10/17/18 4:45,22,OK,10/17/18 4:45,114849,OK,10/17/18 4:45,2710.007927,OK,10/17/18 4:45,122199336,OK,10/17/18 4:45,2.546999931,OK,10/17/18 4:45,173.207,OK,10/17/18 4:45,500.33,OK,10/17/18 4:45,0,OK,10/17/18 4:45,68.3,OK,10/17/18 4:45,69,OK,10/17/18 4:45,27.93,OK,
10/17/18 5:00,-0.443372965,OK,10/17/18 5:00,0,OK,10/17/18 5:00,283016.3438,OK,10/17/18 5:00,52.7286644,OK,10/17/18 5:00,53.17203522,OK,10/17/18 5:00,0,OK,10/17/18 5:00,0,OK,10/17/18 5:00,3396196.125,OK,10/17/18 5:00,325,UNRELIABLE,10/17/18 5:00,65,OK,,,,,,,10/17/18 5:00,2049460,OK,10/17/18 5:00,50170824,OK,10/17/18 5:00,5.860000134,OK,10/17/18 5:00,22,OK,10/17/18 5:00,22,OK,10/17/18 5:00,114850,OK,10/17/18 5:00,1545.991946,OK,10/17/18 5:00,122200400,OK,10/17/18 5:00,1.452999949,OK,10/17/18 5:00,175.058,OK,10/17/18 5:00,500.9,OK,10/17/18 5:00,0,OK,10/17/18 5:00,68.6,OK,10/17/18 5:00,69.1,OK,10/17/18 5:00,16.34,OK,
10/17/18 5:15,-0.491045356,OK,10/17/18 5:15,0,OK,10/17/18 5:15,283016.3438,OK,10/17/18 5:15,52.87395096,OK,10/17/18 5:15,53.36499786,OK,10/17/18 5:15,0,OK,10/17/18 5:15,0,OK,10/17/18 5:15,3396196.125,OK,10/17/18 5:15,325,UNRELIABLE,10/17/18 5:15,66,OK,,,,,,,10/17/18 5:15,2049476,OK,10/17/18 5:15,50170896,OK,10/17/18 5:15,5.860000134,OK,10/17/18 5:15,22,OK,10/17/18 5:15,22,OK,10/17/18 5:15,114850,OK,10/17/18 5:15,4015.535925,OK,10/17/18 5:15,122200400,OK,10/17/18 5:15,3.773999929,OK,10/17/18 5:15,173.324,OK,10/17/18 5:15,501.62,OK,10/17/18 5:15,0,OK,10/17/18 5:15,68.5,OK,10/17/18 5:15,69,OK,10/17/18 5:15,38.29,OK,
10/17/18 5:30,-0.699332297,OK,10/17/18 5:30,0,OK,10/17/18 5:30,283016.3438,OK,10/17/18 5:30,52.97217941,OK,10/17/18 5:30,53.67150879,OK,10/17/18 5:30,0,OK,10/17/18 5:30,0,OK,10/17/18 5:30,3396196.125,OK,10/17/18 5:30,325,UNRELIABLE,10/17/18 5:30,62,OK,,,,,,,10/17/18 5:30,2049492,OK,10/17/18 5:30,50170968,OK,10/17/18 5:30,5.860000134,OK,10/17/18 5:30,22,OK,10/17/18 5:30,22,OK,10/17/18 5:30,114850,OK,10/17/18 5:30,2571.687805,OK,10/17/18 5:30,122200400,OK,10/17/18 5:30,2.416999817,OK,10/17/18 5:30,175.445,OK,10/17/18 5:30,501.13,OK,10/17/18 5:30,0,OK,10/17/18 5:30,68.8,OK,10/17/18 5:30,69.1,OK,10/17/18 5:30,23.5,OK,
