OSU_RTS.CALC.041_GPA Time [SNAP],OSU_RTS.CALC.041_GPA Value [SNAP],OSU_RTS.CALC.041_GPA Status [SNAP],OSU_RTS.MDBUS_C1.041_CDT Time [SNAP],OSU_RTS.MDBUS_C1.041_CDT Value [SNAP],OSU_RTS.MDBUS_C1.041_CDT Status [SNAP],OSU_RTS.MDBUS_C1.041_CHF Time [SNAP],OSU_RTS.MDBUS_C1.041_CHF Value [SNAP],OSU_RTS.MDBUS_C1.041_CHF Status [SNAP],OSU_RTS.MDBUS_C1.041_CHT Time [SNAP],OSU_RTS.MDBUS_C1.041_CHT Value [SNAP],OSU_RTS.MDBUS_C1.041_CHT Status [SNAP],OSU_RTS.MDBUS_C1.041_CRT Time [SNAP],OSU_RTS.MDBUS_C1.041_CRT Value [SNAP],OSU_RTS.MDBUS_C1.041_CRT Status [SNAP],OSU_RTS.MDBUS_C1.041_CST Time [SNAP],OSU_RTS.MDBUS_C1.041_CST Value [SNAP],OSU_RTS.MDBUS_C1.041_CST Status [SNAP],OSU_RTS.MDBUS_C1.041_CVF Time [SNAP],OSU_RTS.MDBUS_C1.041_CVF Value [SNAP],OSU_RTS.MDBUS_C1.041_CVF Status [SNAP],OSU_RTS.MDBUS_C1.041_HF Time [SNAP],OSU_RTS.MDBUS_C1.041_HF Value [SNAP],OSU_RTS.MDBUS_C1.041_HF Status [SNAP],OSU_RTS.MDBUS_C1.041_HGT Time [SNAP],OSU_RTS.MDBUS_C1.041_HGT Value [SNAP],OSU_RTS.MDBUS_C1.041_HGT Status [SNAP],OSU_RTS.MDBUS_E3.041_E01 Time [SNAP],OSU_RTS.MDBUS_E3.041_E01 Value [SNAP],OSU_RTS.MDBUS_E3.041_E01 Status [SNAP],OSU_RTS.MDBUS_G1.041_GBV Time [SNAP],OSU_RTS.MDBUS_G1.041_GBV Value [SNAP],OSU_RTS.MDBUS_G1.041_GBV Status [SNAP],OSU_RTS.MDBUS_G1.041_GCV Time [SNAP],OSU_RTS.MDBUS_G1.041_GCV Value [SNAP],OSU_RTS.MDBUS_G1.041_GCV Status [SNAP],OSU_RTS.MDBUS_G1.041_GP Time [SNAP],OSU_RTS.MDBUS_G1.041_GP Value [SNAP],OSU_RTS.MDBUS_G1.041_GP Status [SNAP],OSU_RTS.MDBUS_G1.041_GP2 Time [SNAP],OSU_RTS.MDBUS_G1.041_GP2 Value [SNAP],OSU_RTS.MDBUS_G1.041_GP2 Status [SNAP],OSU_RTS.MDBUS_G1.041_GT Time [SNAP],OSU_RTS.MDBUS_G1.041_GT Value [SNAP],OSU_RTS.MDBUS_G1.041_GT Status [SNAP],OSU_RTS.MDBUS_G1.041_GUV Time [SNAP],OSU_RTS.MDBUS_G1.041_GUV Value [SNAP],OSU_RTS.MDBUS_G1.041_GUV Status [SNAP],Comments
10/15/18 0:00,0,OK,10/15/18 0:00,1.872624993,OK,10/15/18 0:00,28.872118,OK,10/15/18 0:00,348265.8438,OK,10/15/18 0:00,43.65786743,OK,10/15/18 0:00,41.78524017,OK,10/15/18 0:00,368.0572633,OK,10/15/18 0:00,346.465416,OK,10/15/18 0:00,4179190.125,OK,10/15/18 0:00,483542.009,OK,10/15/18 0:00,4.71999979,OK,10/15/18 0:00,13593,OK,10/15/18 0:00,0.289999992,OK,10/15/18 0:00,5.326734066,OK,10/15/18 0:00,67.70999908,OK,10/15/18 0:00,130218,OK,
10/15/18 0:15,0,OK,10/15/18 0:15,1.748948216,OK,10/15/18 0:15,26.91917229,OK,10/15/18 0:15,348272.75,OK,10/15/18 0:15,43.59078598,OK,10/15/18 0:15,41.84183502,OK,10/15/18 0:15,367.4282794,OK,10/15/18 0:15,323.0300674,OK,10/15/18 0:15,4179273,OK,10/15/18 0:15,483570.574,OK,10/15/18 0:15,4.71999979,OK,10/15/18 0:15,13593,OK,10/15/18 0:15,0.289999992,OK,10/15/18 0:15,5.589379787,OK,10/15/18 0:15,67.70999908,OK,10/15/18 0:15,130218,OK,
10/15/18 0:30,0,OK,10/15/18 0:30,1.844532967,OK,10/15/18 0:30,28.42363167,OK,10/15/18 0:30,348279.625,OK,10/15/18 0:30,43.55987167,OK,10/15/18 0:30,41.71533966,OK,10/15/18 0:30,367.8580406,OK,10/15/18 0:30,341.08358,OK,10/15/18 0:30,4179355.5,OK,10/15/18 0:30,483599.418,OK,10/15/18 0:30,4.71999979,OK,10/15/18 0:30,13593,OK,10/15/18 0:30,0.289999992,OK,10/15/18 0:30,5.353628159,OK,10/15/18 0:30,67.70999908,OK,10/15/18 0:30,130218,OK,
10/15/18 0:45,0,OK,10/15/18 0:45,1.753136396,OK,10/15/18 0:45,26.98585892,OK,10/15/18 0:45,348286.4063,OK,10/15/18 0:45,43.70638657,OK,10/15/18 0:45,41.95325089,OK,10/15/18 0:45,367.4378499,OK,10/15/18 0:45,323.830307,OK,10/15/18 0:45,4179436.875,OK,10/15/18 0:45,483628.236,OK,10/15/18 0:45,4.71999979,OK,10/15/18 0:45,13593,OK,10/15/18 0:45,0.289999992,OK,10/15/18 0:45,5.613985062,OK,10/15/18 0:45,67.70999908,OK,10/15/18 0:45,130218,OK,
10/15/18 1:00,0,OK,10/15/18 1:00,1.793331742,OK,10/15/18 1:00,27.61088943,OK,10/15/18 1:00,348293.5313,OK,10/15/18 1:00,43.43498993,OK,10/15/18 1:00,41.64165497,OK,10/15/18 1:00,367.5421814,OK,10/15/18 1:00,331.3306732,OK,10/15/18 1:00,4179522.375,OK,10/15/18 1:00,483657.121,OK,10/15/18 1:00,4.71999979,OK,10/15/18 1:00,13593,OK,10/15/18 1:00,0.289999992,OK,10/15/18 1:00,5.342755795,OK,10/15/18 1:00,67.70999908,OK,10/15/18 1:00,130218,OK,
10/15/18 1:15,0,OK,10/15/18 1:15,1.886651516,OK,10/15/18 1:15,29.02297783,OK,10/15/18 1:15,348300.375,OK,10/15/18 1:15,43.59954071,OK,10/15/18 1:15,41.71288681,OK,10/15/18 1:15,367.2303262,OK,10/15/18 1:15,348.2757339,OK,10/15/18 1:15,4179604.5,OK,10/15/18 1:15,483685.664,OK,10/15/18 1:15,4.71999979,OK,10/15/18 1:15,13593,OK,10/15/18 1:15,0.289999992,OK,10/15/18 1:15,5.597962856,OK,10/15/18 1:15,67.70999908,OK,10/15/18 1:15,130218,OK,
10/15/18 1:30,0,OK,10/15/18 1:30,1.752428651,OK,10/15/18 1:30,26.99240494,OK,10/15/18 1:30,348307.375,OK,10/15/18 1:30,43.60185242,OK,10/15/18 1:30,41.84942627,OK,10/15/18 1:30,367.6958629,OK,10/15/18 1:30,323.9088593,OK,10/15/18 1:30,4179688.5,OK,10/15/18 1:30,483714.326,OK,10/15/18 1:30,4.71999979,OK,10/15/18 1:30,13593,OK,10/15/18 1:30,0.289999992,OK,10/15/18 1:30,5.455481529,OK,10/15/18 1:30,67.70999908,OK,10/15/18 1:30,130218,OK,
10/15/18 1:45,0,OK,10/15/18 1:45,1.918394685,OK,10/15/18 1:45,29.53021049,OK,10/15/18 1:45,348314.5938,OK,10/15/18 1:45,43.44625854,OK,10/15/18 1:45,41.52786255,OK,10/15/18 1:45,367.4654546,OK,10/15/18 1:45,354.3625259,OK,10/15/18 1:45,4179775.125,OK,10/15/18 1:45,483743.116,OK,10/15/18 1:45,4.71999979,OK,10/15/18 1:45,13593,OK,10/15/18 1:45,0.289999992,OK,10/15/18 1:45,5.563630104,OK,10/15/18 1:45,67.70999908,OK,10/15/18 1:45,130218,OK,
10/15/18 2:00,0,OK,10/15/18 2:00,1.908278346,OK,10/15/18 2:00,29.41416359,OK,10/15/18 2:00,348321.5938,OK,10/15/18 2:00,43.69792938,OK,10/15/18 2:00,41.78965378,OK,10/15/18 2:00,367.9887398,OK,10/15/18 2:00,352.9699631,OK,10/15/18 2:00,4179859.125,OK,10/15/18 2:00,483771.944,OK,10/15/18 2:00,4.71999979,OK,10/15/18 2:00,13593,OK,10/15/18 2:00,0.289999992,OK,10/15/18 2:00,5.584802151,OK,10/15/18 2:00,67.70999908,OK,10/15/18 2:00,130218,OK,
10/15/18 2:15,0,OK,10/15/18 2:15,1.755993128,OK,10/15/18 2:15,26.98113632,OK,10/15/18 2:15,348328.9375,OK,10/15/18 2:15,43.34916687,OK,10/15/18 2:15,41.59317017,OK,10/15/18 2:15,366.7961704,OK,10/15/18 2:15,323.7736359,OK,10/15/18 2:15,4179947.25,OK,10/15/18 2:15,483800.64,OK,10/15/18 2:15,4.71999979,OK,10/15/18 2:15,13593,OK,10/15/18 2:15,0.289999992,OK,10/15/18 2:15,5.557908058,OK,10/15/18 2:15,67.70999908,OK,10/15/18 2:15,130218,OK,
10/15/18 2:30,0,OK,10/15/18 2:30,1.891365051,OK,10/15/18 2:30,29.10949135,OK,10/15/18 2:30,348335.9375,OK,10/15/18 2:30,43.75457382,OK,10/15/18 2:30,41.86320877,OK,10/15/18 2:30,367.1290221,OK,10/15/18 2:30,349.3138962,OK,10/15/18 2:30,4180031.25,OK,10/15/18 2:30,483829.41,OK,10/15/18 2:30,4.71999979,OK,10/15/18 2:30,13593,OK,10/15/18 2:30,0.289999992,OK,10/15/18 2:30,5.589379787,OK,10/15/18 2:30,67.70999908,OK,10/15/18 2:30,130218,OK,
10/15/18 2:45,0,OK,10/15/18 2:45,1.922220469,OK,10/15/18 2:45,29.61296463,OK,10/15/18 2:45,348343.125,OK,10/15/18 2:45,43.76751709,OK,10/15/18 2:45,41.84529877,OK,10/15/18 2:45,367.7614241,OK,10/15/18 2:45,355.3555756,OK,10/15/18 2:45,4180117.5,OK,10/15/18 2:45,483858,OK,10/15/18 2:45,4.71999979,OK,10/15/18 2:45,13593,OK,10/15/18 2:45,0.289999992,OK,10/15/18 2:45,5.445181847,OK,10/15/18 2:45,67.70999908,OK,10/15/18 2:45,130218,OK,
10/15/18 3:00,0,OK,10/15/18 3:00,1.683575392,OK,10/15/18 3:00,25.92492867,OK,10/15/18 3:00,348350.4688,OK,10/15/18 3:00,43.48470306,OK,10/15/18 3:00,41.80112457,OK,10/15/18 3:00,367.5974885,OK,10/15/18 3:00,310.5933609,OK,10/15/18 3:00,4180205.625,OK,10/15/18 3:00,483886.673,OK,10/15/18 3:00,4.71999979,OK,10/15/18 3:00,13593,OK,10/15/18 3:00,0.289999992,OK,10/15/18 3:00,5.628862381,OK,10/15/18 3:00,67.70999908,OK,10/15/18 3:00,130218,OK,
10/15/18 3:15,0,OK,10/15/18 3:15,2.280275345,OK,10/15/18 3:15,35.12802887,OK,10/15/18 3:15,348357.625,OK,10/15/18 3:15,43.72821426,OK,10/15/18 3:15,41.44793701,OK,10/15/18 3:15,367.7515281,OK,10/15/18 3:15,421.5363464,OK,10/15/18 3:15,4180291.5,OK,10/15/18 3:15,483915.358,OK,10/15/18 3:15,4.71999979,OK,10/15/18 3:15,13593,OK,10/15/18 3:15,0.289999992,OK,10/15/18 3:15,5.393110275,OK,10/15/18 3:15,67.70999908,OK,10/15/18 3:15,130218,OK,
10/15/18 3:30,0,OK,10/15/18 3:30,1.986719728,OK,10/15/18 3:30,30.67675972,OK,10/15/18 3:30,348365.4688,OK,10/15/18 3:30,43.17285156,OK,10/15/18 3:30,41.18612671,OK,10/15/18 3:30,367.2329304,OK,10/15/18 3:30,368.1211166,OK,10/15/18 3:30,4180385.625,OK,10/15/18 3:30,483944.21,OK,10/15/18 3:30,4.71999979,OK,10/15/18 3:30,13593,OK,10/15/18 3:30,0.289999992,OK,10/15/18 3:30,5.572785378,OK,10/15/18 3:30,67.70999908,OK,10/15/18 3:30,130218,OK,
10/15/18 3:45,0,OK,10/15/18 3:45,1.892146826,OK,10/15/18 3:45,29.14034462,OK,10/15/18 3:45,348372.7188,OK,10/15/18 3:45,43.59317398,OK,10/15/18 3:45,41.70102692,OK,10/15/18 3:45,367.6438762,OK,10/15/18 3:45,349.6841354,OK,10/15/18 3:45,4180472.625,OK,10/15/18 3:45,483973.005,OK,10/15/18 3:45,4.71999979,OK,10/15/18 3:45,13593,OK,10/15/18 3:45,0.289999992,OK,10/15/18 3:45,5.453192711,OK,10/15/18 3:45,67.70999908,OK,10/15/18 3:45,130218,OK,
10/15/18 4:00,0,OK,10/15/18 4:00,1.946175694,OK,10/15/18 4:00,29.95391273,OK,10/15/18 4:00,348379.9375,OK,10/15/18 4:00,43.95629501,OK,10/15/18 4:00,42.01011658,OK,10/15/18 4:00,367.4165279,OK,10/15/18 4:00,357.9085922,OK,10/15/18 4:00,4180559.25,OK,10/15/18 4:00,484001.843,OK,10/15/18 4:00,4.71999979,OK,10/15/18 4:00,13593,OK,10/15/18 4:00,0.289999992,OK,10/15/18 4:00,5.59967947,OK,10/15/18 4:00,67.70999908,OK,10/15/18 4:00,130218,OK,
10/15/18 4:15,0,OK,10/15/18 4:15,1.884021759,OK,10/15/18 4:15,29.01213264,OK,10/15/18 4:15,348387.5313,OK,10/15/18 4:15,43.57374573,OK,10/15/18 4:15,41.68972778,OK,10/15/18 4:15,367.6050408,OK,10/15/18 4:15,348.1455917,OK,10/15/18 4:15,4180650.375,OK,10/15/18 4:15,484030.9,OK,10/15/18 4:15,4.71999979,OK,10/15/18 4:15,13593,OK,10/15/18 4:15,0.289999992,OK,10/15/18 4:15,5.635728836,OK,10/15/18 4:15,67.70999908,OK,10/15/18 4:15,130218,OK,
10/15/18 4:30,0,OK,10/15/18 4:30,2.069462538,OK,10/15/18 4:30,31.91009712,OK,10/15/18 4:30,348394.75,OK,10/15/18 4:30,43.97696686,OK,10/15/18 4:30,41.90750122,OK,10/15/18 4:30,368.0935596,OK,10/15/18 4:30,382.9211655,OK,10/15/18 4:30,4180737,OK,10/15/18 4:30,484059.864,OK,10/15/18 4:30,4.71999979,OK,10/15/18 4:30,13593,OK,10/15/18 4:30,0.289999992,OK,10/15/18 4:30,5.556763649,OK,10/15/18 4:30,67.70999908,OK,10/15/18 4:30,130218,OK,
10/15/18 4:45,0,OK,10/15/18 4:45,2.541796684,OK,10/15/18 4:45,39.14385986,OK,10/15/18 4:45,348399.5313,OK,10/15/18 4:45,46.76728058,OK,10/15/18 4:45,44.22548676,OK,10/15/18 4:45,368.0976938,OK,10/15/18 4:45,469.7263184,OK,10/15/18 4:45,4180794.375,OK,10/15/18 4:45,484088.719,OK,10/15/18 4:45,4.71999979,OK,10/15/18 4:45,13593,OK,10/15/18 4:45,0.289999992,OK,10/15/18 4:45,5.599107265,OK,10/15/18 4:45,67.70999908,OK,10/15/18 4:45,130218,OK,
10/15/18 5:00,0,OK,10/15/18 5:00,1.839689016,OK,10/15/18 5:00,28.37629128,OK,10/15/18 5:00,348408.1563,OK,10/15/18 5:00,44.14254761,OK,10/15/18 5:00,42.30286026,OK,10/15/18 5:00,368.0289099,OK,10/15/18 5:00,340.5154953,OK,10/15/18 5:00,4180897.875,OK,10/15/18 5:00,484117.169,OK,10/15/18 5:00,4.71999979,OK,10/15/18 5:00,13593,OK,10/15/18 5:00,0.289999992,OK,10/15/18 5:00,5.599107265,OK,10/15/18 5:00,67.70999908,OK,10/15/18 5:00,130218,OK,
10/15/18 5:15,0,OK,10/15/18 5:15,2.08929038,OK,10/15/18 5:15,32.21346664,OK,10/15/18 5:15,348415.75,OK,10/15/18 5:15,43.98668289,OK,10/15/18 5:15,41.89739227,OK,10/15/18 5:15,368.2664147,OK,10/15/18 5:15,386.5615997,OK,10/15/18 5:15,4180989,OK,10/15/18 5:15,484145.767,OK,10/15/18 5:15,4.71999979,OK,10/15/18 5:15,13593,OK,10/15/18 5:15,0.289999992,OK,10/15/18 5:15,5.584802151,OK,10/15/18 5:15,67.70999908,OK,10/15/18 5:15,130218,OK,
10/15/18 5:30,0,OK,10/15/18 5:30,2.087815762,OK,10/15/18 5:30,32.14851379,OK,10/15/18 5:30,348423.5938,OK,10/15/18 5:30,43.79574585,OK,10/15/18 5:30,41.70793152,OK,10/15/18 5:30,367.1955925,OK,10/15/18 5:30,385.7821655,OK,10/15/18 5:30,4181083.125,OK,10/15/18 5:30,484174.431,OK,10/15/18 5:30,4.71999979,OK,10/15/18 5:30,13593,OK,10/15/18 5:30,0.289999992,OK,10/15/18 5:30,5.475509167,OK,10/15/18 5:30,67.70999908,OK,10/15/18 5:30,130218,OK,
10/15/18 5:45,0,OK,10/15/18 5:45,1.996964216,OK,10/15/18 5:45,30.70521164,OK,10/15/18 5:45,348431.3125,OK,10/15/18 5:45,43.79997635,OK,10/15/18 5:45,41.80301285,OK,10/15/18 5:45,367.0535974,OK,10/15/18 5:45,368.4625397,OK,10/15/18 5:45,4181175.75,OK,10/15/18 5:45,484202.814,OK,10/15/18 5:45,4.71999979,OK,10/15/18 5:45,13593,OK,10/15/18 5:45,0.289999992,OK,10/15/18 5:45,5.591096401,OK,10/15/18 5:45,67.70999908,OK,10/15/18 5:45,130218,OK,
10/15/18 6:00,0,OK,10/15/18 6:00,2.095294237,OK,10/15/18 6:00,32.3020134,OK,10/15/18 6:00,348439.25,OK,10/15/18 6:00,43.62480164,OK,10/15/18 6:00,41.52950287,OK,10/15/18 6:00,368.0207066,OK,10/15/18 6:00,387.6447601,OK,10/15/18 6:00,4181271,OK,10/15/18 6:00,484231.486,OK,10/15/18 6:00,4.71999979,OK,10/15/18 6:00,13593,OK,10/15/18 6:00,0.289999992,OK,10/15/18 6:00,5.310711861,OK,10/15/18 6:00,67.70999908,OK,10/15/18 6:00,130218,OK,
10/15/18 6:15,0,OK,10/15/18 6:15,1.972203732,OK,10/15/18 6:15,30.37155914,OK,10/15/18 6:15,348447.0938,OK,10/15/18 6:15,43.6486702,OK,10/15/18 6:15,41.6764679,OK,10/15/18 6:15,367.0646654,OK,10/15/18 6:15,364.4587097,OK,10/15/18 6:15,4181365.125,OK,10/15/18 6:15,484260.159,OK,10/15/18 6:15,4.71999979,OK,10/15/18 6:15,13593,OK,10/15/18 6:15,0.289999992,OK,10/15/18 6:15,5.594529629,OK,10/15/18 6:15,67.70999908,OK,10/15/18 6:15,130218,OK,
10/15/18 6:30,0,OK,10/15/18 6:30,2.083387852,OK,10/15/18 6:30,32.0790062,OK,10/15/18 6:30,348454.8125,OK,10/15/18 6:30,44.03160095,OK,10/15/18 6:30,41.94821167,OK,10/15/18 6:30,367.5678655,OK,10/15/18 6:30,384.9480743,OK,10/15/18 6:30,4181457.75,OK,10/15/18 6:30,484288.799,OK,10/15/18 6:30,4.71999979,OK,10/15/18 6:30,13593,OK,10/15/18 6:30,0.289999992,OK,10/15/18 6:30,5.401693344,OK,10/15/18 6:30,67.70999908,OK,10/15/18 6:30,130218,OK,
10/15/18 6:45,0,OK,10/15/18 6:45,1.761541963,OK,10/15/18 6:45,27.14074898,OK,10/15/18 6:45,348462.0938,OK,10/15/18 6:45,44.67938232,OK,10/15/18 6:45,42.91784286,OK,10/15/18 6:45,367.8040682,OK,10/15/18 6:45,325.6889877,OK,10/15/18 6:45,4181545.125,OK,10/15/18 6:45,484317.543,OK,10/15/18 6:45,4.71999979,OK,10/15/18 6:45,13593,OK,10/15/18 6:45,0.289999992,OK,10/15/18 6:45,5.562485695,OK,10/15/18 6:45,67.70999908,OK,10/15/18 6:45,130218,OK,
10/15/18 7:00,0,OK,10/15/18 7:00,1.987003565,OK,10/15/18 7:00,30.60209846,OK,10/15/18 7:00,348470.9375,OK,10/15/18 7:00,43.49520111,OK,10/15/18 7:00,41.50819778,OK,10/15/18 7:00,367.6544558,OK,10/15/18 7:00,367.2251816,OK,10/15/18 7:00,4181651.25,OK,10/15/18 7:00,484346.417,OK,10/15/18 7:00,4.71999979,OK,10/15/18 7:00,13593,OK,10/15/18 7:00,0.289999992,OK,10/15/18 7:00,5.551041126,OK,10/15/18 7:00,67.70999908,OK,10/15/18 7:00,130218,OK,
10/15/18 7:15,0,OK,10/15/18 7:15,2.116900921,OK,10/15/18 7:15,32.59548187,OK,10/15/18 7:15,348479.0313,OK,10/15/18 7:15,43.66000366,OK,10/15/18 7:15,41.54310608,OK,10/15/18 7:15,367.573725,OK,10/15/18 7:15,391.1457825,OK,10/15/18 7:15,4181748.375,OK,10/15/18 7:15,484375.366,OK,10/15/18 7:15,4.71999979,OK,10/15/18 7:15,13593,OK,10/15/18 7:15,0.289999992,OK,10/15/18 7:15,5.55561924,OK,10/15/18 7:15,67.70999908,OK,10/15/18 7:15,130218,OK,
10/15/18 7:30,0,OK,10/15/18 7:30,2.09528327,OK,10/15/18 7:30,32.27875519,OK,10/15/18 7:30,348487.1563,OK,10/15/18 7:30,43.64756775,OK,10/15/18 7:30,41.55228424,OK,10/15/18 7:30,367.757648,OK,10/15/18 7:30,387.3450623,OK,10/15/18 7:30,4181845.875,OK,10/15/18 7:30,484404.322,OK,10/15/18 7:30,4.71999979,OK,10/15/18 7:30,13593,OK,10/15/18 7:30,0.289999992,OK,10/15/18 7:30,5.539597034,OK,10/15/18 7:30,67.70999908,OK,10/15/18 7:30,130218,OK,
10/15/18 7:45,0,OK,10/15/18 7:45,2.135388136,OK,10/15/18 7:45,32.9057045,OK,10/15/18 7:45,348495.4375,OK,10/15/18 7:45,43.70202637,OK,10/15/18 7:45,41.56664276,OK,10/15/18 7:45,367.859538,OK,10/15/18 7:45,394.868454,OK,10/15/18 7:45,4181945.25,OK,10/15/18 7:45,484433.87,OK,10/15/18 7:45,4.71999979,OK,10/15/18 7:45,13593,OK,10/15/18 7:45,0.289999992,OK,10/15/18 7:45,5.425154209,OK,10/15/18 7:45,67.70999908,OK,10/15/18 7:45,130218,OK,
10/15/18 8:00,0,OK,10/15/18 8:00,2.223086834,OK,10/15/18 8:00,34.25297928,OK,10/15/18 8:00,348503.6875,OK,10/15/18 8:00,43.80876923,OK,10/15/18 8:00,41.58568192,OK,10/15/18 8:00,367.8150384,OK,10/15/18 8:00,411.0357513,OK,10/15/18 8:00,4182044.25,OK,10/15/18 8:00,484463.585,OK,10/15/18 8:00,4.71999979,OK,10/15/18 8:00,13593,OK,10/15/18 8:00,0.289999992,OK,10/15/18 8:00,5.548180103,OK,10/15/18 8:00,67.70999908,OK,10/15/18 8:00,130218,OK,
10/15/18 8:15,0,OK,10/15/18 8:15,2.204859734,OK,10/15/18 8:15,33.97626114,OK,10/15/18 8:15,348512,OK,10/15/18 8:15,43.94535065,OK,10/15/18 8:15,41.74049377,OK,10/15/18 8:15,367.8595706,OK,10/15/18 8:15,407.7151337,OK,10/15/18 8:15,4182144,OK,10/15/18 8:15,484493.651,OK,10/15/18 8:15,4.71999979,OK,10/15/18 8:15,13593,OK,10/15/18 8:15,0.289999992,OK,10/15/18 8:15,5.255207062,OK,10/15/18 8:15,67.70999908,OK,10/15/18 8:15,130218,OK,
10/15/18 8:30,0,OK,10/15/18 8:30,2.218710423,OK,10/15/18 8:30,34.18586731,OK,10/15/18 8:30,348520.5625,OK,10/15/18 8:30,43.74905396,OK,10/15/18 8:30,41.5303421,OK,10/15/18 8:30,367.8185216,OK,10/15/18 8:30,410.2304077,OK,10/15/18 8:30,4182246.75,OK,10/15/18 8:30,484522.692,OK,10/15/18 8:30,4.71999979,OK,10/15/18 8:30,13593,OK,10/15/18 8:30,0.289999992,OK,10/15/18 8:30,5.313000679,OK,10/15/18 8:30,67.70999908,OK,10/15/18 8:30,130218,OK,
10/15/18 8:45,0,OK,10/15/18 8:45,2.2927351,OK,10/15/18 8:45,35.30485153,OK,10/15/18 8:45,348529.1563,OK,10/15/18 8:45,43.71678162,OK,10/15/18 8:45,41.42404938,OK,10/15/18 8:45,367.439738,OK,10/15/18 8:45,423.6582184,OK,10/15/18 8:45,4182349.875,OK,10/15/18 8:45,484552.221,OK,10/15/18 8:45,4.71999979,OK,10/15/18 8:45,13593,OK,10/15/18 8:45,0.289999992,OK,10/15/18 8:45,5.465209484,OK,10/15/18 8:45,67.70999908,OK,10/15/18 8:45,130218,OK,
10/15/18 9:00,0,OK,10/15/18 9:00,2.158030987,OK,10/15/18 9:00,33.21736908,OK,10/15/18 9:00,348537.625,OK,10/15/18 9:00,43.68523788,OK,10/15/18 9:00,41.52720642,OK,10/15/18 9:00,367.4469321,OK,10/15/18 9:00,398.608429,OK,10/15/18 9:00,4182451.5,OK,10/15/18 9:00,484582.069,OK,10/15/18 9:00,4.71999979,OK,10/15/18 9:00,13593,OK,10/15/18 9:00,0.289999992,OK,10/15/18 9:00,5.201991558,OK,10/15/18 9:00,67.70999908,OK,10/15/18 9:00,130218,OK,
10/15/18 9:15,0,OK,10/15/18 9:15,2.112360477,OK,10/15/18 9:15,32.56924438,OK,10/15/18 9:15,348546.0313,OK,10/15/18 9:15,43.66654205,OK,10/15/18 9:15,41.55417633,OK,10/15/18 9:15,368.0671594,OK,10/15/18 9:15,390.8309326,OK,10/15/18 9:15,4182552.375,OK,10/15/18 9:15,484611.88,OK,10/15/18 9:15,4.71999979,OK,10/15/18 9:15,13593,OK,10/15/18 9:15,0.289999992,OK,10/15/18 9:15,5.381666183,OK,10/15/18 9:15,67.70999908,OK,10/15/18 9:15,130218,OK,
10/15/18 9:30,0,OK,10/15/18 9:30,2.143866777,OK,10/15/18 9:30,33.01379776,OK,10/15/18 9:30,348554.4688,OK,10/15/18 9:30,43.67456818,OK,10/15/18 9:30,41.53070068,OK,10/15/18 9:30,367.6084588,OK,10/15/18 9:30,396.1655731,OK,10/15/18 9:30,4182653.625,OK,10/15/18 9:30,484642.101,OK,10/15/18 9:30,4.71999979,OK,10/15/18 9:30,13593,OK,10/15/18 9:30,0.289999992,OK,10/15/18 9:30,5.189974785,OK,10/15/18 9:30,67.70999908,OK,10/15/18 9:30,130218,OK,
10/15/18 9:45,0,OK,10/15/18 9:45,2.226990223,OK,10/15/18 9:45,34.32440186,OK,10/15/18 9:45,348562.8438,OK,10/15/18 9:45,43.7624054,OK,10/15/18 9:45,41.53541565,OK,10/15/18 9:45,367.9359067,OK,10/15/18 9:45,411.8928223,OK,10/15/18 9:45,4182754.125,OK,10/15/18 9:45,484672.828,OK,10/15/18 9:45,4.71999979,OK,10/15/18 9:45,13593,OK,10/15/18 9:45,0.289999992,OK,10/15/18 9:45,5.452620506,OK,10/15/18 9:45,67.70999908,OK,10/15/18 9:45,130218,OK,
10/15/18 10:00,0,OK,10/15/18 10:00,2.267577171,OK,10/15/18 10:00,34.84905243,OK,10/15/18 10:00,348571.1563,OK,10/15/18 10:00,43.78601837,OK,10/15/18 10:00,41.51844025,OK,10/15/18 10:00,366.8735808,OK,10/15/18 10:00,418.1886292,OK,10/15/18 10:00,4182853.875,OK,10/15/18 10:00,484703.178,OK,10/15/18 10:00,4.71999979,OK,10/15/18 10:00,13593,OK,10/15/18 10:00,0.289999992,OK,10/15/18 10:00,5.192835808,OK,10/15/18 10:00,67.70999908,OK,10/15/18 10:00,130218,OK,
10/15/18 10:15,0,OK,10/15/18 10:15,2.175253153,OK,10/15/18 10:15,33.51078796,OK,10/15/18 10:15,348579.5938,OK,10/15/18 10:15,43.76596451,OK,10/15/18 10:15,41.5907135,OK,10/15/18 10:15,367.7585269,OK,10/15/18 10:15,402.1294556,OK,10/15/18 10:15,4182955.125,OK,10/15/18 10:15,484733.993,OK,10/15/18 10:15,4.71999979,OK,10/15/18 10:15,13593,OK,10/15/18 10:15,0.289999992,OK,10/15/18 10:15,5.234607697,OK,10/15/18 10:15,67.70999908,OK,10/15/18 10:15,130218,OK,
