OSU_RTS.MDBUS_C1.030_HDT Time [SNAP],OSU_RTS.MDBUS_C1.030_HDT Value [SNAP],OSU_RTS.MDBUS_C1.030_HDT Status [SNAP],OSU_RTS.MDBUS_C1.030_HHF Time [SNAP],OSU_RTS.MDBUS_C1.030_HHF Value [SNAP],OSU_RTS.MDBUS_C1.030_HHF Status [SNAP],OSU_RTS.MDBUS_C1.030_HHT Time [SNAP],OSU_RTS.MDBUS_C1.030_HHT Value [SNAP],OSU_RTS.MDBUS_C1.030_HHT Status [SNAP],OSU_RTS.MDBUS_C1.030_HMT Time [SNAP],OSU_RTS.MDBUS_C1.030_HMT Value [SNAP],OSU_RTS.MDBUS_C1.030_HMT Status [SNAP],OSU_RTS.MDBUS_C1.030_HRWT Time [SNAP],OSU_RTS.MDBUS_C1.030_HRWT Value [SNAP],OSU_RTS.MDBUS_C1.030_HRWT Status [SNAP],OSU_RTS.MDBUS_C1.030_HSWT Time [SNAP],OSU_RTS.MDBUS_C1.030_HSWT Value [SNAP],OSU_RTS.MDBUS_C1.030_HSWT Status [SNAP],OSU_RTS.MDBUS_C1.030_HVF Time [SNAP],OSU_RTS.MDBUS_C1.030_HVF Value [SNAP],OSU_RTS.MDBUS_C1.030_HVF Status [SNAP],OSU_RTS.MDBUS_E3.030_E01 Time [SNAP],OSU_RTS.MDBUS_E3.030_E01 Value [SNAP],OSU_RTS.MDBUS_E3.030_E01 Status [SNAP],OSU_RTS.MDBUS_E3.030_E02 Time [SNAP],OSU_RTS.MDBUS_E3.030_E02 Value [SNAP],OSU_RTS.MDBUS_E3.030_E02 Status [SNAP],OSU_RTS.MDBUS_H1.030_HDT Time [SNAP],OSU_RTS.MDBUS_H1.030_HDT Value [SNAP],OSU_RTS.MDBUS_H1.030_HDT Status [SNAP],OSU_RTS.MDBUS_H1.030_HHF Time [SNAP],OSU_RTS.MDBUS_H1.030_HHF Value [SNAP],OSU_RTS.MDBUS_H1.030_HHF Status [SNAP],OSU_RTS.MDBUS_H1.030_HHT Time [SNAP],OSU_RTS.MDBUS_H1.030_HHT Value [SNAP],OSU_RTS.MDBUS_H1.030_HHT Status [SNAP],OSU_RTS.MDBUS_H1.030_HMT Time [SNAP],OSU_RTS.MDBUS_H1.030_HMT Value [SNAP],OSU_RTS.MDBUS_H1.030_HMT Status [SNAP],OSU_RTS.MDBUS_H1.030_HRWT Time [SNAP],OSU_RTS.MDBUS_H1.030_HRWT Value [SNAP],OSU_RTS.MDBUS_H1.030_HRWT Status [SNAP],OSU_RTS.MDBUS_H1.030_HSWT Time [SNAP],OSU_RTS.MDBUS_H1.030_HSWT Value [SNAP],OSU_RTS.MDBUS_H1.030_HSWT Status [SNAP],OSU_RTS.MDBUS_H1.030_HVF Time [SNAP],OSU_RTS.MDBUS_H1.030_HVF Value [SNAP],OSU_RTS.MDBUS_H1.030_HVF Status [SNAP],Comments
10/15/18 0:00,7.076498985,OK,10/15/18 0:00,1020.941101,OK,10/15/18 0:00,34285112,OK,10/15/18 0:00,10483276,OK,10/15/18 0:00,151.8907318,OK,10/15/18 0:00,158.9672241,OK,10/15/18 0:00,294.4762996,OK,10/15/18 0:00,259511,OK,10/15/18 0:00,677840,OK,10/15/18 0:00,7.076498985,OK,10/15/18 0:00,1019.919556,OK,10/15/18 0:00,34285112,OK,10/15/18 0:00,10483276,OK,10/15/18 0:00,151.8907318,OK,10/15/18 0:00,158.9672241,OK,10/15/18 0:00,294.4762996,OK,
10/15/18 0:15,7.089935303,OK,10/15/18 0:15,1020.364746,OK,10/15/18 0:15,34285364,OK,10/15/18 0:15,10483312,OK,10/15/18 0:15,151.8175049,OK,10/15/18 0:15,158.9074402,OK,10/15/18 0:15,294.0384327,OK,10/15/18 0:15,259523,OK,10/15/18 0:15,677860,OK,10/15/18 0:15,7.089935303,OK,10/15/18 0:15,1020.952515,OK,10/15/18 0:15,34285364,OK,10/15/18 0:15,10483312,OK,10/15/18 0:15,151.8175049,OK,10/15/18 0:15,158.9074402,OK,10/15/18 0:15,294.0384327,OK,
10/15/18 0:30,7.039800644,OK,10/15/18 0:30,1014.047852,OK,10/15/18 0:30,34285620,OK,10/15/18 0:30,10483348,OK,10/15/18 0:30,151.754425,OK,10/15/18 0:30,158.79422,OK,10/15/18 0:30,294.2853127,OK,10/15/18 0:30,259534,OK,10/15/18 0:30,677881,OK,10/15/18 0:30,7.037676811,OK,10/15/18 0:30,1014.047852,OK,10/15/18 0:30,34285620,OK,10/15/18 0:30,10483348,OK,10/15/18 0:30,151.7572174,OK,10/15/18 0:30,158.7948914,OK,10/15/18 0:30,294.3555615,OK,
10/15/18 0:45,7.074391365,OK,10/15/18 0:45,1017.521851,OK,10/15/18 0:45,34285872,OK,10/15/18 0:45,10483384,OK,10/15/18 0:45,151.7127075,OK,10/15/18 0:45,158.7871094,OK,10/15/18 0:45,293.8116053,OK,10/15/18 0:45,259546,OK,10/15/18 0:45,677902,OK,10/15/18 0:45,7.074391365,OK,10/15/18 0:45,1017.521851,OK,10/15/18 0:45,34285872,OK,10/15/18 0:45,10483384,OK,10/15/18 0:45,151.7127075,OK,10/15/18 0:45,158.7871094,OK,10/15/18 0:45,293.8116053,OK,
10/15/18 1:00,7.100306988,OK,10/15/18 1:00,1020.787048,OK,10/15/18 1:00,34286128,OK,10/15/18 1:00,10483420,OK,10/15/18 1:00,151.6950989,OK,10/15/18 1:00,158.7953949,OK,10/15/18 1:00,293.7150213,OK,10/15/18 1:00,259557,OK,10/15/18 1:00,677922,OK,10/15/18 1:00,7.101392746,OK,10/15/18 1:00,1020.787048,OK,10/15/18 1:00,34286128,OK,10/15/18 1:00,10483420,OK,10/15/18 1:00,151.6965179,OK,10/15/18 1:00,158.7979126,OK,10/15/18 1:00,293.7338042,OK,
10/15/18 1:15,6.926533699,OK,10/15/18 1:15,994.1016846,OK,10/15/18 1:15,34286380,OK,10/15/18 1:15,10483456,OK,10/15/18 1:15,151.7167358,OK,10/15/18 1:15,158.6432648,OK,10/15/18 1:15,293.2488662,OK,10/15/18 1:15,259568,OK,10/15/18 1:15,677943,OK,10/15/18 1:15,6.926533699,OK,10/15/18 1:15,994.1016846,OK,10/15/18 1:15,34286380,OK,10/15/18 1:15,10483456,OK,10/15/18 1:15,151.7167358,OK,10/15/18 1:15,158.6432648,OK,10/15/18 1:15,293.2488662,OK,
10/15/18 1:30,6.911866188,OK,10/15/18 1:30,998.0248413,OK,10/15/18 1:30,34286628,OK,10/15/18 1:30,10483492,OK,10/15/18 1:30,151.6494446,OK,10/15/18 1:30,158.5613098,OK,10/15/18 1:30,294.9696037,OK,10/15/18 1:30,259580,OK,10/15/18 1:30,677963,OK,10/15/18 1:30,6.911866188,OK,10/15/18 1:30,998.5720215,OK,10/15/18 1:30,34286628,OK,10/15/18 1:30,10483492,OK,10/15/18 1:30,151.6494446,OK,10/15/18 1:30,158.5613098,OK,10/15/18 1:30,294.9696037,OK,
10/15/18 1:45,6.961995602,OK,10/15/18 1:45,996.6509399,OK,10/15/18 1:45,34286880,OK,10/15/18 1:45,10483528,OK,10/15/18 1:45,151.6022186,OK,10/15/18 1:45,158.564209,OK,10/15/18 1:45,292.441363,OK,10/15/18 1:45,259591,OK,10/15/18 1:45,677984,OK,10/15/18 1:45,6.962153435,OK,10/15/18 1:45,996.6509399,OK,10/15/18 1:45,34286880,OK,10/15/18 1:45,10483528,OK,10/15/18 1:45,151.6027527,OK,10/15/18 1:45,158.5649109,OK,10/15/18 1:45,292.5077706,OK,
10/15/18 2:00,6.792518139,OK,10/15/18 2:00,977.9753418,OK,10/15/18 2:00,34287128,OK,10/15/18 2:00,10483564,OK,10/15/18 2:00,151.512085,OK,10/15/18 2:00,158.3045959,OK,10/15/18 2:00,294.0921447,OK,10/15/18 2:00,259602,OK,10/15/18 2:00,678005,OK,10/15/18 2:00,6.78874588,OK,10/15/18 2:00,977.9753418,OK,10/15/18 2:00,34287128,OK,10/15/18 2:00,10483564,OK,10/15/18 2:00,151.5160065,OK,10/15/18 2:00,158.3047485,OK,10/15/18 2:00,294.1230373,OK,
10/15/18 2:15,6.890650272,OK,10/15/18 2:15,994.8413086,OK,10/15/18 2:15,34287376,OK,10/15/18 2:15,10483599,OK,10/15/18 2:15,151.4892578,OK,10/15/18 2:15,158.3799133,OK,10/15/18 2:15,294.7926145,OK,10/15/18 2:15,259613,OK,10/15/18 2:15,678025,OK,10/15/18 2:15,6.890650272,OK,10/15/18 2:15,994.4437866,OK,10/15/18 2:15,34287376,OK,10/15/18 2:15,10483599,OK,10/15/18 2:15,151.4892578,OK,10/15/18 2:15,158.3799133,OK,10/15/18 2:15,294.7926145,OK,
10/15/18 2:30,6.905842781,OK,10/15/18 2:30,993.5760498,OK,10/15/18 2:30,34287620,OK,10/15/18 2:30,10483635,OK,10/15/18 2:30,151.384552,OK,10/15/18 2:30,158.29039,OK,10/15/18 2:30,293.8751808,OK,10/15/18 2:30,259624,OK,10/15/18 2:30,678046,OK,10/15/18 2:30,6.905657291,OK,10/15/18 2:30,993.5760498,OK,10/15/18 2:30,34287624,OK,10/15/18 2:30,10483635,OK,10/15/18 2:30,151.3843994,OK,10/15/18 2:30,158.2900391,OK,10/15/18 2:30,294.225611,OK,
10/15/18 2:45,6.889771461,OK,10/15/18 2:45,998.4536133,OK,10/15/18 2:45,34287868,OK,10/15/18 2:45,10483671,OK,10/15/18 2:45,151.407135,OK,10/15/18 2:45,158.2969055,OK,10/15/18 2:45,296.0807262,OK,10/15/18 2:45,259636,OK,10/15/18 2:45,678066,OK,10/15/18 2:45,6.88748312,OK,10/15/18 2:45,998.4536133,OK,10/15/18 2:45,34287868,OK,10/15/18 2:45,10483671,OK,10/15/18 2:45,151.4084167,OK,10/15/18 2:45,158.2958984,OK,10/15/18 2:45,296.1065079,OK,
10/15/18 3:00,6.913072109,OK,10/15/18 3:00,995.7127075,OK,10/15/18 3:00,34288116,OK,10/15/18 3:00,10483707,OK,10/15/18 3:00,151.2761688,OK,10/15/18 3:00,158.1892395,OK,10/15/18 3:00,293.8947775,OK,10/15/18 3:00,259647,OK,10/15/18 3:00,678087,OK,10/15/18 3:00,6.911211967,OK,10/15/18 3:00,995.7127075,OK,10/15/18 3:00,34288116,OK,10/15/18 3:00,10483707,OK,10/15/18 3:00,151.2776489,OK,10/15/18 3:00,158.1888733,OK,10/15/18 3:00,294.2649021,OK,
10/15/18 3:15,6.879899025,OK,10/15/18 3:15,987.9818115,OK,10/15/18 3:15,34288360,OK,10/15/18 3:15,10483743,OK,10/15/18 3:15,151.2861328,OK,10/15/18 3:15,158.1660461,OK,10/15/18 3:15,293.5407014,OK,10/15/18 3:15,259659,OK,10/15/18 3:15,678108,OK,10/15/18 3:15,6.879899025,OK,10/15/18 3:15,987.9818115,OK,10/15/18 3:15,34288360,OK,10/15/18 3:15,10483743,OK,10/15/18 3:15,151.2861328,OK,10/15/18 3:15,158.1660461,OK,10/15/18 3:15,293.5407014,OK,
10/15/18 3:30,6.819854736,OK,10/15/18 3:30,978.9094238,OK,10/15/18 3:30,34288608,OK,10/15/18 3:30,10483779,OK,10/15/18 3:30,151.1973572,OK,10/15/18 3:30,158.0172119,OK,10/15/18 3:30,292.9117175,OK,10/15/18 3:30,259670,OK,10/15/18 3:30,678128,OK,10/15/18 3:30,6.819854736,OK,10/15/18 3:30,978.9094238,OK,10/15/18 3:30,34288608,OK,10/15/18 3:30,10483779,OK,10/15/18 3:30,151.1973572,OK,10/15/18 3:30,158.0172119,OK,10/15/18 3:30,292.9117175,OK,
10/15/18 3:45,6.787045479,OK,10/15/18 3:45,974.7193604,OK,10/15/18 3:45,34288856,OK,10/15/18 3:45,10483815,OK,10/15/18 3:45,151.1769409,OK,10/15/18 3:45,157.9639893,OK,10/15/18 3:45,293.5815877,OK,10/15/18 3:45,259681,OK,10/15/18 3:45,678149,OK,10/15/18 3:45,6.787225723,OK,10/15/18 3:45,974.7193604,OK,10/15/18 3:45,34288856,OK,10/15/18 3:45,10483815,OK,10/15/18 3:45,151.1765289,OK,10/15/18 3:45,157.9637451,OK,10/15/18 3:45,293.2966861,OK,
10/15/18 4:00,6.743144989,OK,10/15/18 4:00,969.7886963,OK,10/15/18 4:00,34289096,OK,10/15/18 4:00,10483851,OK,10/15/18 4:00,151.1723328,OK,10/15/18 4:00,157.9154663,OK,10/15/18 4:00,293.3821696,OK,10/15/18 4:00,259692,OK,10/15/18 4:00,678169,OK,10/15/18 4:00,6.743144989,OK,10/15/18 4:00,969.7886963,OK,10/15/18 4:00,34289096,OK,10/15/18 4:00,10483851,OK,10/15/18 4:00,151.1723328,OK,10/15/18 4:00,157.9154663,OK,10/15/18 4:00,293.3821696,OK,
10/15/18 4:15,6.693811417,OK,10/15/18 4:15,963.6888428,OK,10/15/18 4:15,34289340,OK,10/15/18 4:15,10483887,OK,10/15/18 4:15,151.1188049,OK,10/15/18 4:15,157.8126068,OK,10/15/18 4:15,294.0066938,OK,10/15/18 4:15,259704,OK,10/15/18 4:15,678189,OK,10/15/18 4:15,6.693811417,OK,10/15/18 4:15,964.5393066,OK,10/15/18 4:15,34289340,OK,10/15/18 4:15,10483887,OK,10/15/18 4:15,151.1188049,OK,10/15/18 4:15,157.8126068,OK,10/15/18 4:15,294.0066938,OK,
10/15/18 4:30,6.653017044,OK,10/15/18 4:30,953.1705933,OK,10/15/18 4:30,34289584,OK,10/15/18 4:30,10483923,OK,10/15/18 4:30,151.0384216,OK,10/15/18 4:30,157.6914368,OK,10/15/18 4:30,292.8188445,OK,10/15/18 4:30,259715,OK,10/15/18 4:30,678210,OK,10/15/18 4:30,6.653017044,OK,10/15/18 4:30,953.1705933,OK,10/15/18 4:30,34289584,OK,10/15/18 4:30,10483923,OK,10/15/18 4:30,151.0384216,OK,10/15/18 4:30,157.6914368,OK,10/15/18 4:30,292.8188445,OK,
10/15/18 4:45,6.605588913,OK,10/15/18 4:45,952.6774902,OK,10/15/18 4:45,34289824,OK,10/15/18 4:45,10483959,OK,10/15/18 4:45,150.9547119,OK,10/15/18 4:45,157.5603027,OK,10/15/18 4:45,294.4977193,OK,10/15/18 4:45,259726,OK,10/15/18 4:45,678230,OK,10/15/18 4:45,6.608817101,OK,10/15/18 4:45,952.6774902,OK,10/15/18 4:45,34289824,OK,10/15/18 4:45,10483959,OK,10/15/18 4:45,150.9507141,OK,10/15/18 4:45,157.5595398,OK,10/15/18 4:45,294.6689792,OK,
10/15/18 5:00,6.673141479,OK,10/15/18 5:00,958.9906616,OK,10/15/18 5:00,34290064,OK,10/15/18 5:00,10483995,OK,10/15/18 5:00,150.8809509,OK,10/15/18 5:00,157.5541077,OK,10/15/18 5:00,293.44568,OK,10/15/18 5:00,259737,OK,10/15/18 5:00,678251,OK,10/15/18 5:00,6.673141479,OK,10/15/18 5:00,959.24646,OK,10/15/18 5:00,34290064,OK,10/15/18 5:00,10483995,OK,10/15/18 5:00,150.8809509,OK,10/15/18 5:00,157.5541077,OK,10/15/18 5:00,293.44568,OK,
10/15/18 5:15,6.621274471,OK,10/15/18 5:15,953.210083,OK,10/15/18 5:15,34290300,OK,10/15/18 5:15,10484031,OK,10/15/18 5:15,150.8347778,OK,10/15/18 5:15,157.4560547,OK,10/15/18 5:15,294.4582328,OK,10/15/18 5:15,259749,OK,10/15/18 5:15,678271,OK,10/15/18 5:15,6.621274471,OK,10/15/18 5:15,953.210083,OK,10/15/18 5:15,34290300,OK,10/15/18 5:15,10484031,OK,10/15/18 5:15,150.8347778,OK,10/15/18 5:15,157.4560547,OK,10/15/18 5:15,294.4582328,OK,
10/15/18 5:30,6.614694595,OK,10/15/18 5:30,949.5426636,OK,10/15/18 5:30,34290536,OK,10/15/18 5:30,10484067,OK,10/15/18 5:30,150.3528595,OK,10/15/18 5:30,156.9675598,OK,10/15/18 5:30,293.0454441,OK,10/15/18 5:30,259759,OK,10/15/18 5:30,678292,OK,10/15/18 5:30,6.614694595,OK,10/15/18 5:30,949.921936,OK,10/15/18 5:30,34290536,OK,10/15/18 5:30,10484067,OK,10/15/18 5:30,150.3528595,OK,10/15/18 5:30,156.9675598,OK,10/15/18 5:30,293.0454441,OK,
10/15/18 5:45,6.575270653,OK,10/15/18 5:45,941.6578979,OK,10/15/18 5:45,34290772,OK,10/15/18 5:45,10484103,OK,10/15/18 5:45,150.4491272,OK,10/15/18 5:45,157.0243988,OK,10/15/18 5:45,292.3632039,OK,10/15/18 5:45,259770,OK,10/15/18 5:45,678312,OK,10/15/18 5:45,6.575270653,OK,10/15/18 5:45,941.866272,OK,10/15/18 5:45,34290772,OK,10/15/18 5:45,10484103,OK,10/15/18 5:45,150.4491272,OK,10/15/18 5:45,157.0243988,OK,10/15/18 5:45,292.3632039,OK,
10/15/18 6:00,6.552765846,OK,10/15/18 6:00,941.7821655,OK,10/15/18 6:00,34291008,OK,10/15/18 6:00,10484138,OK,10/15/18 6:00,150.283783,OK,10/15/18 6:00,156.8365479,OK,10/15/18 6:00,293.3814209,OK,10/15/18 6:00,259781,OK,10/15/18 6:00,678333,OK,10/15/18 6:00,6.552765846,OK,10/15/18 6:00,941.7194214,OK,10/15/18 6:00,34291008,OK,10/15/18 6:00,10484138,OK,10/15/18 6:00,150.283783,OK,10/15/18 6:00,156.8365479,OK,10/15/18 6:00,293.3814209,OK,
10/15/18 6:15,6.426834583,OK,10/15/18 6:15,924.4141235,OK,10/15/18 6:15,34291240,OK,10/15/18 6:15,10484174,OK,10/15/18 6:15,150.401001,OK,10/15/18 6:15,156.8278503,OK,10/15/18 6:15,293.6151495,OK,10/15/18 6:15,259792,OK,10/15/18 6:15,678353,OK,10/15/18 6:15,6.426834583,OK,10/15/18 6:15,924.4141235,OK,10/15/18 6:15,34291240,OK,10/15/18 6:15,10484174,OK,10/15/18 6:15,150.401001,OK,10/15/18 6:15,156.8278503,OK,10/15/18 6:15,293.6151495,OK,
10/15/18 6:30,6.551023483,OK,10/15/18 6:30,939.7463379,OK,10/15/18 6:30,34291472,OK,10/15/18 6:30,10484210,OK,10/15/18 6:30,150.3107605,OK,10/15/18 6:30,156.8617859,OK,10/15/18 6:30,292.5535072,OK,10/15/18 6:30,259804,OK,10/15/18 6:30,678374,OK,10/15/18 6:30,6.551023483,OK,10/15/18 6:30,939.7463379,OK,10/15/18 6:30,34291472,OK,10/15/18 6:30,10484210,OK,10/15/18 6:30,150.3107605,OK,10/15/18 6:30,156.8617859,OK,10/15/18 6:30,292.5535072,OK,
10/15/18 6:45,6.379780293,OK,10/15/18 6:45,917.4627686,OK,10/15/18 6:45,34291704,OK,10/15/18 6:45,10484246,OK,10/15/18 6:45,150.3341522,OK,10/15/18 6:45,156.7139282,OK,10/15/18 6:45,293.7983238,OK,10/15/18 6:45,259815,OK,10/15/18 6:45,678394,OK,10/15/18 6:45,6.379780293,OK,10/15/18 6:45,917.4627686,OK,10/15/18 6:45,34291704,OK,10/15/18 6:45,10484246,OK,10/15/18 6:45,150.3341522,OK,10/15/18 6:45,156.7139282,OK,10/15/18 6:45,293.7983238,OK,
10/15/18 7:00,6.309588432,OK,10/15/18 7:00,905.3353271,OK,10/15/18 7:00,34291936,OK,10/15/18 7:00,10484282,OK,10/15/18 7:00,150.3652496,OK,10/15/18 7:00,156.6748352,OK,10/15/18 7:00,292.8809877,OK,10/15/18 7:00,259825,OK,10/15/18 7:00,678414,OK,10/15/18 7:00,6.309588432,OK,10/15/18 7:00,906.1305542,OK,10/15/18 7:00,34291936,OK,10/15/18 7:00,10484282,OK,10/15/18 7:00,150.3652496,OK,10/15/18 7:00,156.6748352,OK,10/15/18 7:00,292.8809877,OK,
10/15/18 7:15,6.34768343,OK,10/15/18 7:15,912.4564209,OK,10/15/18 7:15,34292160,OK,10/15/18 7:15,10484318,OK,10/15/18 7:15,150.2523346,OK,10/15/18 7:15,156.6000061,OK,10/15/18 7:15,293.8003095,OK,10/15/18 7:15,259837,OK,10/15/18 7:15,678435,OK,10/15/18 7:15,6.34768343,OK,10/15/18 7:15,912.4564209,OK,10/15/18 7:15,34292160,OK,10/15/18 7:15,10484318,OK,10/15/18 7:15,150.2523346,OK,10/15/18 7:15,156.6000061,OK,10/15/18 7:15,293.8003095,OK,
10/15/18 7:30,6.261744499,OK,10/15/18 7:30,900.6925659,OK,10/15/18 7:30,34292388,OK,10/15/18 7:30,10484354,OK,10/15/18 7:30,150.10849,OK,10/15/18 7:30,156.3702393,OK,10/15/18 7:30,293.5651811,OK,10/15/18 7:30,259849,OK,10/15/18 7:30,678455,OK,10/15/18 7:30,6.261744499,OK,10/15/18 7:30,899.8424683,OK,10/15/18 7:30,34292388,OK,10/15/18 7:30,10484354,OK,10/15/18 7:30,150.10849,OK,10/15/18 7:30,156.3702393,OK,10/15/18 7:30,293.5651811,OK,
10/15/18 7:45,6.239471436,OK,10/15/18 7:45,893.9404907,OK,10/15/18 7:45,34292612,OK,10/15/18 7:45,10484390,OK,10/15/18 7:45,149.8790283,OK,10/15/18 7:45,156.1184998,OK,10/15/18 7:45,292.6100839,OK,10/15/18 7:45,259861,OK,10/15/18 7:45,678476,OK,10/15/18 7:45,6.239471436,OK,10/15/18 7:45,893.9404907,OK,10/15/18 7:45,34292612,OK,10/15/18 7:45,10484390,OK,10/15/18 7:45,149.8790283,OK,10/15/18 7:45,156.1184998,OK,10/15/18 7:45,292.6100839,OK,
10/15/18 8:00,6.234846115,OK,10/15/18 8:00,893.0784302,OK,10/15/18 8:00,34292836,OK,10/15/18 8:00,10484426,OK,10/15/18 8:00,149.8578491,OK,10/15/18 8:00,156.0926819,OK,10/15/18 8:00,292.4450415,OK,10/15/18 8:00,259875,OK,10/15/18 8:00,678496,OK,10/15/18 8:00,6.234846115,OK,10/15/18 8:00,893.5140991,OK,10/15/18 8:00,34292836,OK,10/15/18 8:00,10484426,OK,10/15/18 8:00,149.8578491,OK,10/15/18 8:00,156.0926819,OK,10/15/18 8:00,292.4450415,OK,
10/15/18 8:15,6.358380318,OK,10/15/18 8:15,911.6623535,OK,10/15/18 8:15,34293064,OK,10/15/18 8:15,10484462,OK,10/15/18 8:15,149.7839508,OK,10/15/18 8:15,156.142334,OK,10/15/18 8:15,292.4816308,OK,10/15/18 8:15,259889,OK,10/15/18 8:15,678516,OK,10/15/18 8:15,6.356592178,OK,10/15/18 8:15,911.6623535,OK,10/15/18 8:15,34293064,OK,10/15/18 8:15,10484462,OK,10/15/18 8:15,149.7840729,OK,10/15/18 8:15,156.1406708,OK,10/15/18 8:15,292.67405,OK,
10/15/18 8:30,6.223814487,OK,10/15/18 8:30,897.4515991,OK,10/15/18 8:30,34293288,OK,10/15/18 8:30,10484498,OK,10/15/18 8:30,149.7681274,OK,10/15/18 8:30,155.9919434,OK,10/15/18 8:30,294.1543205,OK,10/15/18 8:30,259905,OK,10/15/18 8:30,678537,OK,10/15/18 8:30,6.223814487,OK,10/15/18 8:30,897.4515991,OK,10/15/18 8:30,34293288,OK,10/15/18 8:30,10484498,OK,10/15/18 8:30,149.7681274,OK,10/15/18 8:30,155.9919434,OK,10/15/18 8:30,294.1543205,OK,
10/15/18 8:45,6.163272858,OK,10/15/18 8:45,884.3468628,OK,10/15/18 8:45,34293508,OK,10/15/18 8:45,10484534,OK,10/15/18 8:45,149.7745514,OK,10/15/18 8:45,155.9378204,OK,10/15/18 8:45,293.1171904,OK,10/15/18 8:45,259922,OK,10/15/18 8:45,678557,OK,10/15/18 8:45,6.163272858,OK,10/15/18 8:45,884.3468628,OK,10/15/18 8:45,34293508,OK,10/15/18 8:45,10484533,OK,10/15/18 8:45,149.7745514,OK,10/15/18 8:45,155.9378204,OK,10/15/18 8:45,293.1171904,OK,
10/15/18 9:00,6.093032837,OK,10/15/18 9:00,874.8178711,OK,10/15/18 9:00,34293736,OK,10/15/18 9:00,10484569,OK,10/15/18 9:00,150.2778931,OK,10/15/18 9:00,156.3709259,OK,10/15/18 9:00,293.2659889,OK,10/15/18 9:00,259940,OK,10/15/18 9:00,678578,OK,10/15/18 9:00,6.092772961,OK,10/15/18 9:00,874.8178711,OK,10/15/18 9:00,34293736,OK,10/15/18 9:00,10484569,OK,10/15/18 9:00,150.2802734,OK,10/15/18 9:00,156.3730469,OK,10/15/18 9:00,293.0435886,OK,
10/15/18 9:15,5.831636906,OK,10/15/18 9:15,837.1282959,OK,10/15/18 9:15,34293936,OK,10/15/18 9:15,10484605,OK,10/15/18 9:15,148.8551483,OK,10/15/18 9:15,154.6867828,OK,10/15/18 9:15,293.4173266,OK,10/15/18 9:15,259960,OK,10/15/18 9:15,678599,OK,10/15/18 9:15,5.827260017,OK,10/15/18 9:15,837.1282959,OK,10/15/18 9:15,34293936,OK,10/15/18 9:15,10484605,OK,10/15/18 9:15,148.8572083,OK,10/15/18 9:15,154.6844635,OK,10/15/18 9:15,292.968229,OK,
10/15/18 9:30,6.24893713,OK,10/15/18 9:30,899.8110352,OK,10/15/18 9:30,34294160,OK,10/15/18 9:30,10484641,OK,10/15/18 9:30,149.6841431,OK,10/15/18 9:30,155.9330902,OK,10/15/18 9:30,293.8196458,OK,10/15/18 9:30,259979,OK,10/15/18 9:30,678619,OK,10/15/18 9:30,6.24893713,OK,10/15/18 9:30,898.425354,OK,10/15/18 9:30,34294160,OK,10/15/18 9:30,10484641,OK,10/15/18 9:30,149.6841431,OK,10/15/18 9:30,155.9330902,OK,10/15/18 9:30,293.8196458,OK,
10/15/18 9:45,6.126252174,OK,10/15/18 9:45,885.3721313,OK,10/15/18 9:45,34294376,OK,10/15/18 9:45,10484677,OK,10/15/18 9:45,149.7094727,OK,10/15/18 9:45,155.8357239,OK,10/15/18 9:45,294.7395535,OK,10/15/18 9:45,259999,OK,10/15/18 9:45,678640,OK,10/15/18 9:45,6.126252174,OK,10/15/18 9:45,885.3721313,OK,10/15/18 9:45,34294376,OK,10/15/18 9:45,10484677,OK,10/15/18 9:45,149.7094727,OK,10/15/18 9:45,155.8357239,OK,10/15/18 9:45,294.7395535,OK,
10/15/18 10:00,5.739747524,OK,10/15/18 10:00,833.4956665,OK,10/15/18 10:00,34294596,OK,10/15/18 10:00,10484713,OK,10/15/18 10:00,150.1907349,OK,10/15/18 10:00,155.930481,OK,10/15/18 10:00,295.9310813,OK,10/15/18 10:00,260018,OK,10/15/18 10:00,678660,OK,10/15/18 10:00,5.739747524,OK,10/15/18 10:00,832.3991699,OK,10/15/18 10:00,34294596,OK,10/15/18 10:00,10484713,OK,10/15/18 10:00,150.1907349,OK,10/15/18 10:00,155.930481,OK,10/15/18 10:00,295.9310813,OK,
10/15/18 10:15,6.123613358,OK,10/15/18 10:15,884.166626,OK,10/15/18 10:15,34294812,OK,10/15/18 10:15,10484749,OK,10/15/18 10:15,149.9661865,OK,10/15/18 10:15,156.0898132,OK,10/15/18 10:15,294.7436877,OK,10/15/18 10:15,260037,OK,10/15/18 10:15,678681,OK,10/15/18 10:15,6.123613358,OK,10/15/18 10:15,884.166626,OK,10/15/18 10:15,34294812,OK,10/15/18 10:15,10484749,OK,10/15/18 10:15,149.9661865,OK,10/15/18 10:15,156.0898132,OK,10/15/18 10:15,294.7436877,OK,
10/15/18 10:30,5.950785637,OK,10/15/18 10:30,858.1604614,OK,10/15/18 10:30,34295028,OK,10/15/18 10:30,10484785,OK,10/15/18 10:30,150.201828,OK,10/15/18 10:30,156.1526184,OK,10/15/18 10:30,294.1029848,OK,10/15/18 10:30,260057,OK,10/15/18 10:30,678701,OK,10/15/18 10:30,5.950785637,OK,10/15/18 10:30,857.5983276,OK,10/15/18 10:30,34295028,OK,10/15/18 10:30,10484785,OK,10/15/18 10:30,150.201828,OK,10/15/18 10:30,156.1526184,OK,10/15/18 10:30,294.1029848,OK,
