OSU_RTS.MDBUS_C1.180_CDT Time [SNAP],OSU_RTS.MDBUS_C1.180_CDT Value [SNAP],OSU_RTS.MDBUS_C1.180_CDT Status [SNAP],OSU_RTS.MDBUS_C1.180_CHF Time [SNAP],OSU_RTS.MDBUS_C1.180_CHF Value [SNAP],OSU_RTS.MDBUS_C1.180_CHF Status [SNAP],OSU_RTS.MDBUS_C1.180_CHT Time [SNAP],OSU_RTS.MDBUS_C1.180_CHT Value [SNAP],OSU_RTS.MDBUS_C1.180_CHT Status [SNAP],OSU_RTS.MDBUS_C1.180_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.180_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.180_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.180_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.180_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.180_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.180_CVF Time [SNAP],OSU_RTS.MDBUS_C1.180_CVF Value [SNAP],OSU_RTS.MDBUS_C1.180_CVF Status [SNAP],OSU_RTS.MDBUS_C1.180_HF Time [SNAP],OSU_RTS.MDBUS_C1.180_HF Value [SNAP],OSU_RTS.MDBUS_C1.180_HF Status [SNAP],OSU_RTS.MDBUS_C1.180_HGT Time [SNAP],OSU_RTS.MDBUS_C1.180_HGT Value [SNAP],OSU_RTS.MDBUS_C1.180_HGT Status [SNAP],OSU_RTS.MDBUS_C1.180B_CDT Time [SNAP],OSU_RTS.MDBUS_C1.180B_CDT Value [SNAP],OSU_RTS.MDBUS_C1.180B_CDT Status [SNAP],OSU_RTS.MDBUS_C1.180B_CHF Time [SNAP],OSU_RTS.MDBUS_C1.180B_CHF Value [SNAP],OSU_RTS.MDBUS_C1.180B_CHF Status [SNAP],OSU_RTS.MDBUS_C1.180B_CHT Time [SNAP],OSU_RTS.MDBUS_C1.180B_CHT Value [SNAP],OSU_RTS.MDBUS_C1.180B_CHT Status [SNAP],OSU_RTS.MDBUS_C1.180B_CRW Time [SNAP],OSU_RTS.MDBUS_C1.180B_CRW Value [SNAP],OSU_RTS.MDBUS_C1.180B_CRW Status [SNAP],OSU_RTS.MDBUS_C1.180B_CSW Time [SNAP],OSU_RTS.MDBUS_C1.180B_CSW Value [SNAP],OSU_RTS.MDBUS_C1.180B_CSW Status [SNAP],OSU_RTS.MDBUS_C1.180B_CVF Time [SNAP],OSU_RTS.MDBUS_C1.180B_CVF Value [SNAP],OSU_RTS.MDBUS_C1.180B_CVF Status [SNAP],OSU_RTS.MDBUS_C1.180B_HF Time [SNAP],OSU_RTS.MDBUS_C1.180B_HF Value [SNAP],OSU_RTS.MDBUS_C1.180B_HF Status [SNAP],OSU_RTS.MDBUS_C1.180B_HGT Time [SNAP],OSU_RTS.MDBUS_C1.180B_HGT Value [SNAP],OSU_RTS.MDBUS_C1.180B_HGT Status [SNAP],OSU_RTS.MDBUS_CC.180_MHT Time [SNAP],OSU_RTS.MDBUS_CC.180_MHT Value [SNAP],OSU_RTS.MDBUS_CC.180_MHT Status [SNAP],OSU_RTS.MDBUS_CC.180_PHT Time [SNAP],OSU_RTS.MDBUS_CC.180_PHT Value [SNAP],OSU_RTS.MDBUS_CC.180_PHT Status [SNAP],OSU_RTS.MDBUS_E3.180E_E1 Time [SNAP],OSU_RTS.MDBUS_E3.180E_E1 Value [SNAP],OSU_RTS.MDBUS_E3.180E_E1 Status [SNAP],OSU_RTS.MDBUS_EC.180_E02C Time [SNAP],OSU_RTS.MDBUS_EC.180_E02C Value [SNAP],OSU_RTS.MDBUS_EC.180_E02C Status [SNAP],Comments
10/15/18 0:00,0.048353363,OK,10/15/18 0:00,0,OK,10/15/18 0:00,5737052,OK,10/15/18 0:00,56.78875351,OK,10/15/18 0:00,56.74040222,OK,10/15/18 0:00,382.51071,OK,10/15/18 0:00,0,OK,10/15/18 0:00,68844624,OK,10/15/18 0:00,12.00683212,OK,10/15/18 0:00,0,OK,10/15/18 0:00,1221893,OK,10/15/18 0:00,56.77803802,OK,10/15/18 0:00,44.77120972,OK,10/15/18 0:00,0,OK,10/15/18 0:00,0,OK,10/15/18 0:00,14662716,OK,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,10/15/18 0:00,2904112,OK,10/15/18 0:00,7902306.5,OK,
10/15/18 0:15,0.045183107,OK,10/15/18 0:15,0,OK,10/15/18 0:15,5737052,OK,10/15/18 0:15,56.87546921,OK,10/15/18 0:15,56.83028412,OK,10/15/18 0:15,382.6495474,OK,10/15/18 0:15,0,OK,10/15/18 0:15,68844624,OK,10/15/18 0:15,12.12163162,OK,10/15/18 0:15,0,OK,10/15/18 0:15,1221893,OK,10/15/18 0:15,56.89411163,OK,10/15/18 0:15,44.7724762,OK,10/15/18 0:15,0,OK,10/15/18 0:15,0,OK,10/15/18 0:15,14662716,OK,,,,,,,10/15/18 0:15,2904112,OK,10/15/18 0:15,7902329,OK,
10/15/18 0:30,0.062363498,OK,10/15/18 0:30,0,OK,10/15/18 0:30,5737052,OK,10/15/18 0:30,56.96255493,OK,10/15/18 0:30,56.90019226,OK,10/15/18 0:30,383.2600413,OK,10/15/18 0:30,0,OK,10/15/18 0:30,68844624,OK,10/15/18 0:30,12.31758022,OK,10/15/18 0:30,0,OK,10/15/18 0:30,1221893,OK,10/15/18 0:30,57.01519012,OK,10/15/18 0:30,44.69760895,OK,10/15/18 0:30,0,OK,10/15/18 0:30,0,OK,10/15/18 0:30,14662716,OK,,,,,,,10/15/18 0:30,2904112,OK,10/15/18 0:30,7902351,OK,
10/15/18 0:45,0.040860295,OK,10/15/18 0:45,0,OK,10/15/18 0:45,5737052,OK,10/15/18 0:45,56.98244858,OK,10/15/18 0:45,56.94158936,OK,10/15/18 0:45,381.9825093,OK,10/15/18 0:45,0,OK,10/15/18 0:45,68844624,OK,10/15/18 0:45,12.19507217,OK,10/15/18 0:45,0,OK,10/15/18 0:45,1221893,OK,10/15/18 0:45,56.99449539,OK,10/15/18 0:45,44.79942322,OK,10/15/18 0:45,0,OK,10/15/18 0:45,0,OK,10/15/18 0:45,14662716,OK,,,,,,,10/15/18 0:45,2904112,OK,10/15/18 0:45,7902372.5,OK,
10/15/18 1:00,0.043119103,OK,10/15/18 1:00,0,OK,10/15/18 1:00,5737052.5,OK,10/15/18 1:00,57.0699234,OK,10/15/18 1:00,57.02680206,OK,10/15/18 1:00,382.7135786,OK,10/15/18 1:00,0,OK,10/15/18 1:00,68844630,OK,10/15/18 1:00,12.46794891,OK,10/15/18 1:00,0,OK,10/15/18 1:00,1221893,OK,10/15/18 1:00,57.19223404,OK,10/15/18 1:00,44.72428894,OK,10/15/18 1:00,0,OK,10/15/18 1:00,0,OK,10/15/18 1:00,14662716,OK,,,,,,,10/15/18 1:00,2904112,OK,10/15/18 1:00,7902394,OK,
10/15/18 1:15,0.05119852,OK,10/15/18 1:15,0,OK,10/15/18 1:15,5737052.5,OK,10/15/18 1:15,57.09803391,OK,10/15/18 1:15,57.04683685,OK,10/15/18 1:15,382.166595,OK,10/15/18 1:15,0,OK,10/15/18 1:15,68844630,OK,10/15/18 1:15,12.47110748,OK,10/15/18 1:15,0,OK,10/15/18 1:15,1221893,OK,10/15/18 1:15,57.2253952,OK,10/15/18 1:15,44.75428772,OK,10/15/18 1:15,0,OK,10/15/18 1:15,0,OK,10/15/18 1:15,14662716,OK,,,,,,,10/15/18 1:15,2904112,OK,10/15/18 1:15,7902415,OK,
10/15/18 1:30,0.042007629,OK,10/15/18 1:30,0,OK,10/15/18 1:30,5737052.5,OK,10/15/18 1:30,57.15788269,OK,10/15/18 1:30,57.11587524,OK,10/15/18 1:30,383.2502104,OK,10/15/18 1:30,0,OK,10/15/18 1:30,68844630,OK,10/15/18 1:30,12.50744534,OK,10/15/18 1:30,0,OK,10/15/18 1:30,1221893,OK,10/15/18 1:30,57.27500153,OK,10/15/18 1:30,44.76755524,OK,10/15/18 1:30,0,OK,10/15/18 1:30,0,OK,10/15/18 1:30,14662716,OK,,,,,,,10/15/18 1:30,2904112,OK,10/15/18 1:30,7902437,OK,
10/15/18 1:45,0.094836719,OK,10/15/18 1:45,0,OK,10/15/18 1:45,5737052.5,OK,10/15/18 1:45,57.26280212,OK,10/15/18 1:45,57.16796494,OK,10/15/18 1:45,382.6834673,OK,10/15/18 1:45,0,OK,10/15/18 1:45,68844630,OK,10/15/18 1:45,12.65398216,OK,10/15/18 1:45,0,OK,10/15/18 1:45,1221893,OK,10/15/18 1:45,57.31734467,OK,10/15/18 1:45,44.66336441,OK,10/15/18 1:45,0,OK,10/15/18 1:45,0,OK,10/15/18 1:45,14662716,OK,,,,,,,10/15/18 1:45,2904112,OK,10/15/18 1:45,7902459.5,OK,
10/15/18 2:00,0.107021786,OK,10/15/18 2:00,1.706247687,OK,10/15/18 2:00,5737052.5,OK,10/15/18 2:00,57.39681244,OK,10/15/18 2:00,57.28978729,OK,10/15/18 2:00,382.5914407,OK,10/15/18 2:00,20.47497225,OK,10/15/18 2:00,68844630,OK,10/15/18 2:00,12.54891777,OK,10/15/18 2:00,0,OK,10/15/18 2:00,1221893,OK,10/15/18 2:00,57.37626648,OK,10/15/18 2:00,44.82735443,OK,10/15/18 2:00,0,OK,10/15/18 2:00,0,OK,10/15/18 2:00,14662716,OK,,,,,,,10/15/18 2:00,2904112,OK,10/15/18 2:00,7902481,OK,
10/15/18 2:15,0.103329033,OK,10/15/18 2:15,1.675609946,OK,10/15/18 2:15,5737052.5,OK,10/15/18 2:15,57.4806366,OK,10/15/18 2:15,57.37730408,OK,10/15/18 2:15,382.4111637,OK,10/15/18 2:15,20.10731936,OK,10/15/18 2:15,68844630,OK,10/15/18 2:15,13.21761608,OK,10/15/18 2:15,0,OK,10/15/18 2:15,1221893,OK,10/15/18 2:15,57.47926331,OK,10/15/18 2:15,44.26165009,OK,10/15/18 2:15,0,OK,10/15/18 2:15,0,OK,10/15/18 2:15,14662716,OK,,,,,,,10/15/18 2:15,2904112,OK,10/15/18 2:15,7902502,OK,
10/15/18 2:30,0.124670945,OK,10/15/18 2:30,1.986369729,OK,10/15/18 2:30,5737053,OK,10/15/18 2:30,57.58055115,OK,10/15/18 2:30,57.45587921,OK,10/15/18 2:30,382.3281217,OK,10/15/18 2:30,23.83643675,OK,10/15/18 2:30,68844636,OK,10/15/18 2:30,12.83455944,OK,10/15/18 2:30,0,OK,10/15/18 2:30,1221893,OK,10/15/18 2:30,57.49806976,OK,10/15/18 2:30,44.66351318,OK,10/15/18 2:30,0,OK,10/15/18 2:30,0,OK,10/15/18 2:30,14662716,OK,,,,,,,10/15/18 2:30,2904112,OK,10/15/18 2:30,7902522.5,OK,
10/15/18 2:45,0.116147533,OK,10/15/18 2:45,1.850770116,OK,10/15/18 2:45,5737053,OK,10/15/18 2:45,57.59241104,OK,10/15/18 2:45,57.47626495,OK,10/15/18 2:45,382.3730444,OK,10/15/18 2:45,22.20924139,OK,10/15/18 2:45,68844636,OK,10/15/18 2:45,12.72122097,OK,10/15/18 2:45,0,OK,10/15/18 2:45,1221893,OK,10/15/18 2:45,57.55336761,OK,10/15/18 2:45,44.83214569,OK,10/15/18 2:45,0,OK,10/15/18 2:45,0,OK,10/15/18 2:45,14662716,OK,,,,,,,10/15/18 2:45,2904112,OK,10/15/18 2:45,7902545.5,OK,
10/15/18 3:00,0.059126537,OK,10/15/18 3:00,0,OK,10/15/18 3:00,5737053.5,OK,10/15/18 3:00,57.64177322,OK,10/15/18 3:00,57.58264542,OK,10/15/18 3:00,383.4621287,OK,10/15/18 3:00,0,OK,10/15/18 3:00,68844642,OK,10/15/18 3:00,13.05153275,OK,10/15/18 3:00,0,OK,10/15/18 3:00,1221893,OK,10/15/18 3:00,57.70258331,OK,10/15/18 3:00,44.65105438,OK,10/15/18 3:00,0,OK,10/15/18 3:00,0,OK,10/15/18 3:00,14662716,OK,,,,,,,10/15/18 3:00,2904112,OK,10/15/18 3:00,7902568,OK,
10/15/18 3:15,0.045674894,OK,10/15/18 3:15,0,OK,10/15/18 3:15,5737053.5,OK,10/15/18 3:15,57.73270035,OK,10/15/18 3:15,57.68702698,OK,10/15/18 3:15,382.0933513,OK,10/15/18 3:15,0,OK,10/15/18 3:15,68844642,OK,10/15/18 3:15,12.9616394,OK,10/15/18 3:15,0,OK,10/15/18 3:15,1221893,OK,10/15/18 3:15,57.75611115,OK,10/15/18 3:15,44.79447174,OK,10/15/18 3:15,0,OK,10/15/18 3:15,0,OK,10/15/18 3:15,14662716,OK,,,,,,,10/15/18 3:15,2904112,OK,10/15/18 3:15,7902589,OK,
10/15/18 3:30,0.11050909,OK,10/15/18 3:30,1.677709699,OK,10/15/18 3:30,5737053.5,OK,10/15/18 3:30,57.86008835,OK,10/15/18 3:30,57.74958038,OK,10/15/18 3:30,383.0491973,OK,10/15/18 3:30,20.13251638,OK,10/15/18 3:30,68844642,OK,10/15/18 3:30,13.32015228,OK,10/15/18 3:30,0,OK,10/15/18 3:30,1221893,OK,10/15/18 3:30,57.86315536,OK,10/15/18 3:30,44.54299927,OK,10/15/18 3:30,0,OK,10/15/18 3:30,0,OK,10/15/18 3:30,14662716,OK,,,,,,,10/15/18 3:30,2904112,OK,10/15/18 3:30,7902610.5,OK,
10/15/18 3:45,0.092734076,OK,10/15/18 3:45,0,OK,10/15/18 3:45,5737054,OK,10/15/18 3:45,57.89351654,OK,10/15/18 3:45,57.80078125,OK,10/15/18 3:45,382.4294258,OK,10/15/18 3:45,0,OK,10/15/18 3:45,68844648,OK,10/15/18 3:45,13.21636295,OK,10/15/18 3:45,0,OK,10/15/18 3:45,1221893,OK,10/15/18 3:45,57.94803238,OK,10/15/18 3:45,44.73167038,OK,10/15/18 3:45,0,OK,10/15/18 3:45,0,OK,10/15/18 3:45,14662716,OK,,,,,,,10/15/18 3:45,2904112,OK,10/15/18 3:45,7902631.5,OK,
10/15/18 4:00,0.03796681,OK,10/15/18 4:00,0,OK,10/15/18 4:00,5737054,OK,10/15/18 4:00,57.9355011,OK,10/15/18 4:00,57.8975296,OK,10/15/18 4:00,382.2297473,OK,10/15/18 4:00,0,OK,10/15/18 4:00,68844648,OK,10/15/18 4:00,13.31752205,OK,10/15/18 4:00,0,OK,10/15/18 4:00,1221893,OK,10/15/18 4:00,58.00812531,OK,10/15/18 4:00,44.69060516,OK,10/15/18 4:00,0,OK,10/15/18 4:00,0,OK,10/15/18 4:00,14662716,OK,,,,,,,10/15/18 4:00,2904112,OK,10/15/18 4:00,7902654,OK,
10/15/18 4:15,0.018203858,OK,10/15/18 4:15,0,OK,10/15/18 4:15,5737054,OK,10/15/18 4:15,58.00704956,OK,10/15/18 4:15,57.98884583,OK,10/15/18 4:15,383.2454903,OK,10/15/18 4:15,0,OK,10/15/18 4:15,68844648,OK,10/15/18 4:15,13.40993118,OK,10/15/18 4:15,0,OK,10/15/18 4:15,1221893,OK,10/15/18 4:15,58.10951996,OK,10/15/18 4:15,44.69958878,OK,10/15/18 4:15,0,OK,10/15/18 4:15,0,OK,10/15/18 4:15,14662716,OK,,,,,,,10/15/18 4:15,2904112,OK,10/15/18 4:15,7902676,OK,
10/15/18 4:30,0.108426332,OK,10/15/18 4:30,0,OK,10/15/18 4:30,5737054,OK,10/15/18 4:30,58.17214203,OK,10/15/18 4:30,58.06371689,OK,10/15/18 4:30,383.0019307,OK,10/15/18 4:30,0,OK,10/15/18 4:30,68844648,OK,10/15/18 4:30,13.45885468,OK,10/15/18 4:30,0,OK,10/15/18 4:30,1221893,OK,10/15/18 4:30,58.17730713,OK,10/15/18 4:30,44.71845245,OK,10/15/18 4:30,0,OK,10/15/18 4:30,0,OK,10/15/18 4:30,14662716,OK,,,,,,,10/15/18 4:30,2904112,OK,10/15/18 4:30,7902697,OK,
10/15/18 4:45,0.104456946,OK,10/15/18 4:45,1.666284204,OK,10/15/18 4:45,5737054.5,OK,10/15/18 4:45,58.23906708,OK,10/15/18 4:45,58.13460922,OK,10/15/18 4:45,382.8205794,OK,10/15/18 4:45,19.99541044,OK,10/15/18 4:45,68844654,OK,10/15/18 4:45,13.51178551,OK,10/15/18 4:45,0,OK,10/15/18 4:45,1221893,OK,10/15/18 4:45,58.23140335,OK,10/15/18 4:45,44.71961975,OK,10/15/18 4:45,0,OK,10/15/18 4:45,0,OK,10/15/18 4:45,14662716,OK,,,,,,,10/15/18 4:45,2904112,OK,10/15/18 4:45,7902718.5,OK,
10/15/18 5:00,0.036306351,OK,10/15/18 5:00,0,OK,10/15/18 5:00,5737054.5,OK,10/15/18 5:00,58.28367996,OK,10/15/18 5:00,58.24737549,OK,10/15/18 5:00,383.3693209,OK,10/15/18 5:00,0,OK,10/15/18 5:00,68844654,OK,10/15/18 5:00,13.52680206,OK,10/15/18 5:00,0,OK,10/15/18 5:00,1221893,OK,10/15/18 5:00,58.31632614,OK,10/15/18 5:00,44.78952789,OK,10/15/18 5:00,0,OK,10/15/18 5:00,0,OK,10/15/18 5:00,14662716,OK,,,,,,,10/15/18 5:00,2904112,OK,10/15/18 5:00,7902740,OK,
10/15/18 5:15,0.134377271,OK,10/15/18 5:15,2.15117383,OK,10/15/18 5:15,5737055,OK,10/15/18 5:15,58.46172333,OK,10/15/18 5:15,58.3273468,OK,10/15/18 5:15,384.2490911,OK,10/15/18 5:15,25.81408596,OK,10/15/18 5:15,68844660,OK,10/15/18 5:15,13.58320236,OK,10/15/18 5:15,0,OK,10/15/18 5:15,1221893,OK,10/15/18 5:15,58.42082596,OK,10/15/18 5:15,44.8376236,OK,10/15/18 5:15,0,OK,10/15/18 5:15,0,OK,10/15/18 5:15,14662716,OK,,,,,,,10/15/18 5:15,2904112,OK,10/15/18 5:15,7902763,OK,
10/15/18 5:30,0.139800489,OK,10/15/18 5:30,2.229603529,OK,10/15/18 5:30,5737055,OK,10/15/18 5:30,58.5678978,OK,10/15/18 5:30,58.42809677,OK,10/15/18 5:30,383.2575348,OK,10/15/18 5:30,26.75524235,OK,10/15/18 5:30,68844660,OK,10/15/18 5:30,14.13666153,OK,10/15/18 5:30,0,OK,10/15/18 5:30,1221893,OK,10/15/18 5:30,58.42718506,OK,10/15/18 5:30,44.29051971,OK,10/15/18 5:30,0,OK,10/15/18 5:30,0,OK,10/15/18 5:30,14662716,OK,,,,,,,10/15/18 5:30,2904112,OK,10/15/18 5:30,7902786,OK,
10/15/18 5:45,0.092563659,OK,10/15/18 5:45,0,OK,10/15/18 5:45,5737055.5,OK,10/15/18 5:45,58.61207962,OK,10/15/18 5:45,58.51951599,OK,10/15/18 5:45,382.3192022,OK,10/15/18 5:45,0,OK,10/15/18 5:45,68844666,OK,10/15/18 5:45,14.33625603,OK,10/15/18 5:45,0,OK,10/15/18 5:45,1221893,OK,10/15/18 5:45,58.59072876,OK,10/15/18 5:45,44.25447083,OK,10/15/18 5:45,0,OK,10/15/18 5:45,0,OK,10/15/18 5:45,14662716,OK,,,,,,,10/15/18 5:45,2904112,OK,10/15/18 5:45,7902808,OK,
10/15/18 6:00,0.088090099,OK,10/15/18 6:00,0,OK,10/15/18 6:00,5737055.5,OK,10/15/18 6:00,58.62230682,OK,10/15/18 6:00,58.53421783,OK,10/15/18 6:00,383.6629465,OK,10/15/18 6:00,0,OK,10/15/18 6:00,68844666,OK,10/15/18 6:00,14.5691452,OK,10/15/18 6:00,0,OK,10/15/18 6:00,1221893,OK,10/15/18 6:00,58.78231049,OK,10/15/18 6:00,44.21316528,OK,10/15/18 6:00,0,OK,10/15/18 6:00,0,OK,10/15/18 6:00,14662716,OK,,,,,,,10/15/18 6:00,2904112,OK,10/15/18 6:00,7902829.5,OK,
10/15/18 6:15,0.087528214,OK,10/15/18 6:15,0,OK,10/15/18 6:15,5737056,OK,10/15/18 6:15,58.71302795,OK,10/15/18 6:15,58.62549591,OK,10/15/18 6:15,382.4642572,OK,10/15/18 6:15,0,OK,10/15/18 6:15,68844672,OK,10/15/18 6:15,14.53317642,OK,10/15/18 6:15,0,OK,10/15/18 6:15,1221893,OK,10/15/18 6:15,58.79705048,OK,10/15/18 6:15,44.26387024,OK,10/15/18 6:15,0,OK,10/15/18 6:15,0,OK,10/15/18 6:15,14662716,OK,,,,,,,10/15/18 6:15,2904112,OK,10/15/18 6:15,7902851,OK,
10/15/18 6:30,0.041519329,OK,10/15/18 6:30,0,OK,10/15/18 6:30,5737056,OK,10/15/18 6:30,58.78093338,OK,10/15/18 6:30,58.73941422,OK,10/15/18 6:30,382.6928751,OK,10/15/18 6:30,0,OK,10/15/18 6:30,68844672,OK,10/15/18 6:30,14.3777132,OK,10/15/18 6:30,0,OK,10/15/18 6:30,1221893,OK,10/15/18 6:30,58.87619781,OK,10/15/18 6:30,44.49848175,OK,10/15/18 6:30,0,OK,10/15/18 6:30,0,OK,10/15/18 6:30,14662716,OK,,,,,,,10/15/18 6:30,2904112,OK,10/15/18 6:30,7902873.5,OK,
10/15/18 6:45,0.104126617,OK,10/15/18 6:45,1.338087916,OK,10/15/18 6:45,5737056,OK,10/15/18 6:45,59.008358,OK,10/15/18 6:45,58.90422821,OK,10/15/18 6:45,383.1618623,OK,10/15/18 6:45,16.057055,OK,10/15/18 6:45,68844672,OK,10/15/18 6:45,14.21604538,OK,10/15/18 6:45,0,OK,10/15/18 6:45,1221893,OK,10/15/18 6:45,58.90035248,OK,10/15/18 6:45,44.68430328,OK,10/15/18 6:45,0,OK,10/15/18 6:45,0,OK,10/15/18 6:45,14662716,OK,,,,,,,10/15/18 6:45,2904112,OK,10/15/18 6:45,7902896,OK,
10/15/18 7:00,0.141286016,OK,10/15/18 7:00,2.256905079,OK,10/15/18 7:00,5737056.5,OK,10/15/18 7:00,59.24171448,OK,10/15/18 7:00,59.10042572,OK,10/15/18 7:00,383.3819188,OK,10/15/18 7:00,27.08286095,OK,10/15/18 7:00,68844678,OK,10/15/18 7:00,14.45248795,OK,10/15/18 7:00,0,OK,10/15/18 7:00,1221893,OK,10/15/18 7:00,58.98442841,OK,10/15/18 7:00,44.53194046,OK,10/15/18 7:00,0,OK,10/15/18 7:00,0,OK,10/15/18 7:00,14662716,OK,,,,,,,10/15/18 7:00,2904112,OK,10/15/18 7:00,7902917.5,OK,
10/15/18 7:15,0.092607781,OK,10/15/18 7:15,0,OK,10/15/18 7:15,5737057,OK,10/15/18 7:15,59.34925461,OK,10/15/18 7:15,59.2566452,OK,10/15/18 7:15,383.2915524,OK,10/15/18 7:15,0,OK,10/15/18 7:15,68844684,OK,10/15/18 7:15,14.49137306,OK,10/15/18 7:15,0,OK,10/15/18 7:15,1221893,OK,10/15/18 7:15,59.14866257,OK,10/15/18 7:15,44.6572876,OK,10/15/18 7:15,0,OK,10/15/18 7:15,0,OK,10/15/18 7:15,14662716,OK,,,,,,,10/15/18 7:15,2904112,OK,10/15/18 7:15,7902940,OK,
10/15/18 7:30,0.094815008,OK,10/15/18 7:30,0,OK,10/15/18 7:30,5737057,OK,10/15/18 7:30,59.43756866,OK,10/15/18 7:30,59.34275055,OK,10/15/18 7:30,383.7294518,OK,10/15/18 7:30,0,OK,10/15/18 7:30,68844684,OK,10/15/18 7:30,14.86107826,OK,10/15/18 7:30,0,OK,10/15/18 7:30,1221893,OK,10/15/18 7:30,59.30357361,OK,10/15/18 7:30,44.44249725,OK,10/15/18 7:30,0,OK,10/15/18 7:30,0,OK,10/15/18 7:30,14662716,OK,,,,,,,10/15/18 7:30,2904112,OK,10/15/18 7:30,7902962.5,OK,
10/15/18 7:45,0.045604154,OK,10/15/18 7:45,0,OK,10/15/18 7:45,5737057,OK,10/15/18 7:45,59.51942825,OK,10/15/18 7:45,59.47382355,OK,10/15/18 7:45,383.2574371,OK,10/15/18 7:45,0,OK,10/15/18 7:45,68844684,OK,10/15/18 7:45,14.83117294,OK,10/15/18 7:45,0,OK,10/15/18 7:45,1221893,OK,10/15/18 7:45,59.48191452,OK,10/15/18 7:45,44.65074158,OK,10/15/18 7:45,0,OK,10/15/18 7:45,0,OK,10/15/18 7:45,14662716,OK,,,,,,,10/15/18 7:45,2904112,OK,10/15/18 7:45,7902985,OK,
10/15/18 8:00,0.11067307,OK,10/15/18 8:00,1.744937778,OK,10/15/18 8:00,5737057.5,OK,10/15/18 8:00,59.64822388,OK,10/15/18 8:00,59.53755188,OK,10/15/18 8:00,383.4477079,OK,10/15/18 8:00,20.93925333,OK,10/15/18 8:00,68844690,OK,10/15/18 8:00,14.93819809,OK,10/15/18 8:00,0,OK,10/15/18 8:00,1221893,OK,10/15/18 8:00,59.59122467,OK,10/15/18 8:00,44.65302658,OK,10/15/18 8:00,0,OK,10/15/18 8:00,0,OK,10/15/18 8:00,14662716,OK,,,,,,,10/15/18 8:00,2904112,OK,10/15/18 8:00,7903008.5,OK,
10/15/18 8:15,1.04609251,OK,10/15/18 8:15,17.96513176,OK,10/15/18 8:15,5737058.5,OK,10/15/18 8:15,62.18231583,OK,10/15/18 8:15,61.13622284,OK,10/15/18 8:15,412.2586356,OK,10/15/18 8:15,215.5815811,OK,10/15/18 8:15,68844702,OK,10/15/18 8:15,15.05895615,OK,10/15/18 8:15,0,OK,10/15/18 8:15,1221893,OK,10/15/18 8:15,59.67596436,OK,10/15/18 8:15,44.61701202,OK,10/15/18 8:15,0,OK,10/15/18 8:15,0,OK,10/15/18 8:15,14662716,OK,,,,,,,10/15/18 8:15,2904112,OK,10/15/18 8:15,7903030.5,OK,
10/15/18 8:30,0.179207608,OK,10/15/18 8:30,3.275538921,OK,10/15/18 8:30,5737060.5,OK,10/15/18 8:30,60.97492218,OK,10/15/18 8:30,60.79571533,OK,10/15/18 8:30,438.7304216,OK,10/15/18 8:30,39.30646706,OK,10/15/18 8:30,68844726,OK,10/15/18 8:30,15.10699272,OK,10/15/18 8:30,0,OK,10/15/18 8:30,1221893,OK,10/15/18 8:30,59.69848633,OK,10/15/18 8:30,44.5914917,OK,10/15/18 8:30,0,OK,10/15/18 8:30,0,OK,10/15/18 8:30,14662716,OK,,,,,,,10/15/18 8:30,2904112,OK,10/15/18 8:30,7903053,OK,
10/15/18 8:45,0.081692204,OK,10/15/18 8:45,0,OK,10/15/18 8:45,5737060.5,OK,10/15/18 8:45,60.66481018,OK,10/15/18 8:45,60.58311844,OK,10/15/18 8:45,438.4226029,OK,10/15/18 8:45,0,OK,10/15/18 8:45,68844726,OK,10/15/18 8:45,16.2977066,OK,10/15/18 8:45,0,OK,10/15/18 8:45,1221893,OK,10/15/18 8:45,60.89206696,OK,10/15/18 8:45,44.59436035,OK,10/15/18 8:45,0,OK,10/15/18 8:45,0,OK,10/15/18 8:45,14662716,OK,,,,,,,10/15/18 8:45,2904112,OK,10/15/18 8:45,7903075.5,OK,
10/15/18 9:00,0.090411179,OK,10/15/18 9:00,0,OK,10/15/18 9:00,5737060.5,OK,10/15/18 9:00,60.61609268,OK,10/15/18 9:00,60.52568054,OK,10/15/18 9:00,438.1004936,OK,10/15/18 9:00,0,OK,10/15/18 9:00,68844726,OK,10/15/18 9:00,16.411026,OK,10/15/18 9:00,0,OK,10/15/18 9:00,1221893,OK,10/15/18 9:00,61.05055237,OK,10/15/18 9:00,44.63952637,OK,10/15/18 9:00,0,OK,10/15/18 9:00,0,OK,10/15/18 9:00,14662716,OK,,,,,,,10/15/18 9:00,2904112,OK,10/15/18 9:00,7903098,OK,
