OSU_RTS.MDBUS_C1.246_1HF Time [SNAP],OSU_RTS.MDBUS_C1.246_1HF Value [SNAP],OSU_RTS.MDBUS_C1.246_1HF Status [SNAP],OSU_RTS.MDBUS_C1.246_1HGT Time [SNAP],OSU_RTS.MDBUS_C1.246_1HGT Value [SNAP],OSU_RTS.MDBUS_C1.246_1HGT Status [SNAP],OSU_RTS.MDBUS_C1.246_2HF Time [SNAP],OSU_RTS.MDBUS_C1.246_2HF Value [SNAP],OSU_RTS.MDBUS_C1.246_2HF Status [SNAP],OSU_RTS.MDBUS_C1.246_2HGT Time [SNAP],OSU_RTS.MDBUS_C1.246_2HGT Value [SNAP],OSU_RTS.MDBUS_C1.246_2HGT Status [SNAP],OSU_RTS.MDBUS_C1.246_3HF Time [SNAP],OSU_RTS.MDBUS_C1.246_3HF Value [SNAP],OSU_RTS.MDBUS_C1.246_3HF Status [SNAP],OSU_RTS.MDBUS_C1.246_3HGT Time [SNAP],OSU_RTS.MDBUS_C1.246_3HGT Value [SNAP],OSU_RTS.MDBUS_C1.246_3HGT Status [SNAP],OSU_RTS.MDBUS_C1.246_C1DT Time [SNAP],OSU_RTS.MDBUS_C1.246_C1DT Value [SNAP],OSU_RTS.MDBUS_C1.246_C1DT Status [SNAP],OSU_RTS.MDBUS_C1.246_C1HF Time [SNAP],OSU_RTS.MDBUS_C1.246_C1HF Value [SNAP],OSU_RTS.MDBUS_C1.246_C1HF Status [SNAP],OSU_RTS.MDBUS_C1.246_C1HT Time [SNAP],OSU_RTS.MDBUS_C1.246_C1HT Value [SNAP],OSU_RTS.MDBUS_C1.246_C1HT Status [SNAP],OSU_RTS.MDBUS_C1.246_C1MF Time [SNAP],OSU_RTS.MDBUS_C1.246_C1MF Value [SNAP],OSU_RTS.MDBUS_C1.246_C1MF Status [SNAP],OSU_RTS.MDBUS_C1.246_C1MT Time [SNAP],OSU_RTS.MDBUS_C1.246_C1MT Value [SNAP],OSU_RTS.MDBUS_C1.246_C1MT Status [SNAP],OSU_RTS.MDBUS_C1.246_C1RT Time [SNAP],OSU_RTS.MDBUS_C1.246_C1RT Value [SNAP],OSU_RTS.MDBUS_C1.246_C1RT Status [SNAP],OSU_RTS.MDBUS_C1.246_C1ST Time [SNAP],OSU_RTS.MDBUS_C1.246_C1ST Value [SNAP],OSU_RTS.MDBUS_C1.246_C1ST Status [SNAP],OSU_RTS.MDBUS_C1.246_C1VF Time [SNAP],OSU_RTS.MDBUS_C1.246_C1VF Value [SNAP],OSU_RTS.MDBUS_C1.246_C1VF Status [SNAP],OSU_RTS.MDBUS_C1.246_C2DT Time [SNAP],OSU_RTS.MDBUS_C1.246_C2DT Value [SNAP],OSU_RTS.MDBUS_C1.246_C2DT Status [SNAP],OSU_RTS.MDBUS_C1.246_C2HF Time [SNAP],OSU_RTS.MDBUS_C1.246_C2HF Value [SNAP],OSU_RTS.MDBUS_C1.246_C2HF Status [SNAP],OSU_RTS.MDBUS_C1.246_C2HT Time [SNAP],OSU_RTS.MDBUS_C1.246_C2HT Value [SNAP],OSU_RTS.MDBUS_C1.246_C2HT Status [SNAP],OSU_RTS.MDBUS_C1.246_C2MF Time [SNAP],OSU_RTS.MDBUS_C1.246_C2MF Value [SNAP],OSU_RTS.MDBUS_C1.246_C2MF Status [SNAP],OSU_RTS.MDBUS_C1.246_C2MT Time [SNAP],OSU_RTS.MDBUS_C1.246_C2MT Value [SNAP],OSU_RTS.MDBUS_C1.246_C2MT Status [SNAP],OSU_RTS.MDBUS_C1.246_C2RT Time [SNAP],OSU_RTS.MDBUS_C1.246_C2RT Value [SNAP],OSU_RTS.MDBUS_C1.246_C2RT Status [SNAP],OSU_RTS.MDBUS_C1.246_C2ST Time [SNAP],OSU_RTS.MDBUS_C1.246_C2ST Value [SNAP],OSU_RTS.MDBUS_C1.246_C2ST Status [SNAP],OSU_RTS.MDBUS_C1.246_C2VF Time [SNAP],OSU_RTS.MDBUS_C1.246_C2VF Value [SNAP],OSU_RTS.MDBUS_C1.246_C2VF Status [SNAP],OSU_RTS.MDBUS_C1.246_C3DT Time [SNAP],OSU_RTS.MDBUS_C1.246_C3DT Value [SNAP],OSU_RTS.MDBUS_C1.246_C3DT Status [SNAP],OSU_RTS.MDBUS_C1.246_C3HF Time [SNAP],OSU_RTS.MDBUS_C1.246_C3HF Value [SNAP],OSU_RTS.MDBUS_C1.246_C3HF Status [SNAP],OSU_RTS.MDBUS_C1.246_C3HT Time [SNAP],OSU_RTS.MDBUS_C1.246_C3HT Value [SNAP],OSU_RTS.MDBUS_C1.246_C3HT Status [SNAP],OSU_RTS.MDBUS_C1.246_C3MF Time [SNAP],OSU_RTS.MDBUS_C1.246_C3MF Value [SNAP],OSU_RTS.MDBUS_C1.246_C3MF Status [SNAP],OSU_RTS.MDBUS_C1.246_C3MT Time [SNAP],OSU_RTS.MDBUS_C1.246_C3MT Value [SNAP],OSU_RTS.MDBUS_C1.246_C3MT Status [SNAP],OSU_RTS.MDBUS_C1.246_C3RT Time [SNAP],OSU_RTS.MDBUS_C1.246_C3RT Value [SNAP],OSU_RTS.MDBUS_C1.246_C3RT Status [SNAP],OSU_RTS.MDBUS_C1.246_C3ST Time [SNAP],OSU_RTS.MDBUS_C1.246_C3ST Value [SNAP],OSU_RTS.MDBUS_C1.246_C3ST Status [SNAP],OSU_RTS.MDBUS_C1.246_C3VF Time [SNAP],OSU_RTS.MDBUS_C1.246_C3VF Value [SNAP],OSU_RTS.MDBUS_C1.246_C3VF Status [SNAP],OSU_RTS.MDBUS_CC.246_4HF Time [SNAP],OSU_RTS.MDBUS_CC.246_4HF Value [SNAP],OSU_RTS.MDBUS_CC.246_4HF Status [SNAP],OSU_RTS.MDBUS_CC.246_4HGT Time [SNAP],OSU_RTS.MDBUS_CC.246_4HGT Value [SNAP],OSU_RTS.MDBUS_CC.246_4HGT Status [SNAP],OSU_RTS.MDBUS_CC.246_C4HF Time [SNAP],OSU_RTS.MDBUS_CC.246_C4HF Value [SNAP],OSU_RTS.MDBUS_CC.246_C4HF Status [SNAP],OSU_RTS.MDBUS_CC.246_C4HT Time [SNAP],OSU_RTS.MDBUS_CC.246_C4HT Value [SNAP],OSU_RTS.MDBUS_CC.246_C4HT Status [SNAP],OSU_RTS.MDBUS_CC.246_C4MF Time [SNAP],OSU_RTS.MDBUS_CC.246_C4MF Value [SNAP],OSU_RTS.MDBUS_CC.246_C4MF Status [SNAP],OSU_RTS.MDBUS_CC.246_C4MT Time [SNAP],OSU_RTS.MDBUS_CC.246_C4MT Value [SNAP],OSU_RTS.MDBUS_CC.246_C4MT Status [SNAP],OSU_RTS.MDBUS_CC.246_C4VF Time [SNAP],OSU_RTS.MDBUS_CC.246_C4VF Value [SNAP],OSU_RTS.MDBUS_CC.246_C4VF Status [SNAP],OSU_RTS.MDBUS_CC.246_M1HT Time [SNAP],OSU_RTS.MDBUS_CC.246_M1HT Value [SNAP],OSU_RTS.MDBUS_CC.246_M1HT Status [SNAP],OSU_RTS.MDBUS_CC.246_P1HT Time [SNAP],OSU_RTS.MDBUS_CC.246_P1HT Value [SNAP],OSU_RTS.MDBUS_CC.246_P1HT Status [SNAP],OSU_RTS.MDBUS_E1.246E_S1 Time [SNAP],OSU_RTS.MDBUS_E1.246E_S1 Value [SNAP],OSU_RTS.MDBUS_E1.246E_S1 Status [SNAP],OSU_RTS.MDBUS_E1.246E1_C Time [SNAP],OSU_RTS.MDBUS_E1.246E1_C Value [SNAP],OSU_RTS.MDBUS_E1.246E1_C Status [SNAP],OSU_RTS.MDBUS_E1.246E2_C Time [SNAP],OSU_RTS.MDBUS_E1.246E2_C Value [SNAP],OSU_RTS.MDBUS_E1.246E2_C Status [SNAP],OSU_RTS.MDBUS_G1.246_GBV1 Time [SNAP],OSU_RTS.MDBUS_G1.246_GBV1 Value [SNAP],OSU_RTS.MDBUS_G1.246_GBV1 Status [SNAP],OSU_RTS.MDBUS_G1.246_GBV2 Time [SNAP],OSU_RTS.MDBUS_G1.246_GBV2 Value [SNAP],OSU_RTS.MDBUS_G1.246_GBV2 Status [SNAP],OSU_RTS.MDBUS_G1.246_GCV1 Time [SNAP],OSU_RTS.MDBUS_G1.246_GCV1 Value [SNAP],OSU_RTS.MDBUS_G1.246_GCV1 Status [SNAP],OSU_RTS.MDBUS_G1.246_GCV2 Time [SNAP],OSU_RTS.MDBUS_G1.246_GCV2 Value [SNAP],OSU_RTS.MDBUS_G1.246_GCV2 Status [SNAP],OSU_RTS.MDBUS_G1.246_GUV1 Time [SNAP],OSU_RTS.MDBUS_G1.246_GUV1 Value [SNAP],OSU_RTS.MDBUS_G1.246_GUV1 Status [SNAP],OSU_RTS.MDBUS_G1.246_GUV2 Time [SNAP],OSU_RTS.MDBUS_G1.246_GUV2 Value [SNAP],OSU_RTS.MDBUS_G1.246_GUV2 Status [SNAP],OSU_RTS.MDBUS_H1.246_15DT Time [SNAP],OSU_RTS.MDBUS_H1.246_15DT Value [SNAP],OSU_RTS.MDBUS_H1.246_15DT Status [SNAP],OSU_RTS.MDBUS_H1.246_15HF Time [SNAP],OSU_RTS.MDBUS_H1.246_15HF Value [SNAP],OSU_RTS.MDBUS_H1.246_15HF Status [SNAP],OSU_RTS.MDBUS_H1.246_15HT Time [SNAP],OSU_RTS.MDBUS_H1.246_15HT Value [SNAP],OSU_RTS.MDBUS_H1.246_15HT Status [SNAP],OSU_RTS.MDBUS_H1.246_15MT Time [SNAP],OSU_RTS.MDBUS_H1.246_15MT Value [SNAP],OSU_RTS.MDBUS_H1.246_15MT Status [SNAP],OSU_RTS.MDBUS_H1.246_15RT Time [SNAP],OSU_RTS.MDBUS_H1.246_15RT Value [SNAP],OSU_RTS.MDBUS_H1.246_15RT Status [SNAP],OSU_RTS.MDBUS_H1.246_15ST Time [SNAP],OSU_RTS.MDBUS_H1.246_15ST Value [SNAP],OSU_RTS.MDBUS_H1.246_15ST Status [SNAP],OSU_RTS.MDBUS_H1.246_15VF Time [SNAP],OSU_RTS.MDBUS_H1.246_15VF Value [SNAP],OSU_RTS.MDBUS_H1.246_15VF Status [SNAP],OSU_RTS.MDBUS_H1.246_H4DT Time [SNAP],OSU_RTS.MDBUS_H1.246_H4DT Value [SNAP],OSU_RTS.MDBUS_H1.246_H4DT Status [SNAP],OSU_RTS.MDBUS_H1.246_H4HF Time [SNAP],OSU_RTS.MDBUS_H1.246_H4HF Value [SNAP],OSU_RTS.MDBUS_H1.246_H4HF Status [SNAP],OSU_RTS.MDBUS_H1.246_H4HT Time [SNAP],OSU_RTS.MDBUS_H1.246_H4HT Value [SNAP],OSU_RTS.MDBUS_H1.246_H4HT Status [SNAP],OSU_RTS.MDBUS_H1.246_H4MT Time [SNAP],OSU_RTS.MDBUS_H1.246_H4MT Value [SNAP],OSU_RTS.MDBUS_H1.246_H4MT Status [SNAP],OSU_RTS.MDBUS_H1.246_H4RT Time [SNAP],OSU_RTS.MDBUS_H1.246_H4RT Value [SNAP],OSU_RTS.MDBUS_H1.246_H4RT Status [SNAP],OSU_RTS.MDBUS_H1.246_H4ST Time [SNAP],OSU_RTS.MDBUS_H1.246_H4ST Value [SNAP],OSU_RTS.MDBUS_H1.246_H4ST Status [SNAP],OSU_RTS.MDBUS_H1.246_H4VF Time [SNAP],OSU_RTS.MDBUS_H1.246_H4VF Value [SNAP],OSU_RTS.MDBUS_H1.246_H4VF Status [SNAP],OSU_RTS.MDBUS_H1.246_H5DT Time [SNAP],OSU_RTS.MDBUS_H1.246_H5DT Value [SNAP],OSU_RTS.MDBUS_H1.246_H5DT Status [SNAP],OSU_RTS.MDBUS_H1.246_H5HF Time [SNAP],OSU_RTS.MDBUS_H1.246_H5HF Value [SNAP],OSU_RTS.MDBUS_H1.246_H5HF Status [SNAP],OSU_RTS.MDBUS_H1.246_H5HT Time [SNAP],OSU_RTS.MDBUS_H1.246_H5HT Value [SNAP],OSU_RTS.MDBUS_H1.246_H5HT Status [SNAP],OSU_RTS.MDBUS_H1.246_H5MT Time [SNAP],OSU_RTS.MDBUS_H1.246_H5MT Value [SNAP],OSU_RTS.MDBUS_H1.246_H5MT Status [SNAP],OSU_RTS.MDBUS_H1.246_H5RT Time [SNAP],OSU_RTS.MDBUS_H1.246_H5RT Value [SNAP],OSU_RTS.MDBUS_H1.246_H5RT Status [SNAP],OSU_RTS.MDBUS_H1.246_H5ST Time [SNAP],OSU_RTS.MDBUS_H1.246_H5ST Value [SNAP],OSU_RTS.MDBUS_H1.246_H5ST Status [SNAP],OSU_RTS.MDBUS_H1.246_H5VF Time [SNAP],OSU_RTS.MDBUS_H1.246_H5VF Value [SNAP],OSU_RTS.MDBUS_H1.246_H5VF Status [SNAP],OSU_RTS.MDBUS_H1.246_H6DT Time [SNAP],OSU_RTS.MDBUS_H1.246_H6DT Value [SNAP],OSU_RTS.MDBUS_H1.246_H6DT Status [SNAP],OSU_RTS.MDBUS_H1.246_H6HF Time [SNAP],OSU_RTS.MDBUS_H1.246_H6HF Value [SNAP],OSU_RTS.MDBUS_H1.246_H6HF Status [SNAP],OSU_RTS.MDBUS_H1.246_H6HT Time [SNAP],OSU_RTS.MDBUS_H1.246_H6HT Value [SNAP],OSU_RTS.MDBUS_H1.246_H6HT Status [SNAP],OSU_RTS.MDBUS_H1.246_H6MT Time [SNAP],OSU_RTS.MDBUS_H1.246_H6MT Value [SNAP],OSU_RTS.MDBUS_H1.246_H6MT Status [SNAP],OSU_RTS.MDBUS_H1.246_H6RT Time [SNAP],OSU_RTS.MDBUS_H1.246_H6RT Value [SNAP],OSU_RTS.MDBUS_H1.246_H6RT Status [SNAP],OSU_RTS.MDBUS_H1.246_H6ST Time [SNAP],OSU_RTS.MDBUS_H1.246_H6ST Value [SNAP],OSU_RTS.MDBUS_H1.246_H6ST Status [SNAP],OSU_RTS.MDBUS_H1.246_H6VF Time [SNAP],OSU_RTS.MDBUS_H1.246_H6VF Value [SNAP],OSU_RTS.MDBUS_H1.246_H6VF Status [SNAP],OSU_RTS.MDBUS_RP.246_M1 Time [SNAP],OSU_RTS.MDBUS_RP.246_M1 Value [SNAP],OSU_RTS.MDBUS_RP.246_M1 Status [SNAP],OSU_RTS.MDBUS_RP.246_M10 Time [SNAP],OSU_RTS.MDBUS_RP.246_M10 Value [SNAP],OSU_RTS.MDBUS_RP.246_M10 Status [SNAP],OSU_RTS.MDBUS_RP.246_M11 Time [SNAP],OSU_RTS.MDBUS_RP.246_M11 Value [SNAP],OSU_RTS.MDBUS_RP.246_M11 Status [SNAP],OSU_RTS.MDBUS_RP.246_M12 Time [SNAP],OSU_RTS.MDBUS_RP.246_M12 Value [SNAP],OSU_RTS.MDBUS_RP.246_M12 Status [SNAP],OSU_RTS.MDBUS_RP.246_M15 Time [SNAP],OSU_RTS.MDBUS_RP.246_M15 Value [SNAP],OSU_RTS.MDBUS_RP.246_M15 Status [SNAP],OSU_RTS.MDBUS_RP.246_M2 Time [SNAP],OSU_RTS.MDBUS_RP.246_M2 Value [SNAP],OSU_RTS.MDBUS_RP.246_M2 Status [SNAP],OSU_RTS.MDBUS_RP.246_M3 Time [SNAP],OSU_RTS.MDBUS_RP.246_M3 Value [SNAP],OSU_RTS.MDBUS_RP.246_M3 Status [SNAP],OSU_RTS.MDBUS_RP.246_M4 Time [SNAP],OSU_RTS.MDBUS_RP.246_M4 Value [SNAP],OSU_RTS.MDBUS_RP.246_M4 Status [SNAP],OSU_RTS.MDBUS_RP.246_M5 Time [SNAP],OSU_RTS.MDBUS_RP.246_M5 Value [SNAP],OSU_RTS.MDBUS_RP.246_M5 Status [SNAP],OSU_RTS.MDBUS_RP.246_M6 Time [SNAP],OSU_RTS.MDBUS_RP.246_M6 Value [SNAP],OSU_RTS.MDBUS_RP.246_M6 Status [SNAP],OSU_RTS.MDBUS_RP.246_M7 Time [SNAP],OSU_RTS.MDBUS_RP.246_M7 Value [SNAP],OSU_RTS.MDBUS_RP.246_M7 Status [SNAP],OSU_RTS.MDBUS_RP.246_M8 Time [SNAP],OSU_RTS.MDBUS_RP.246_M8 Value [SNAP],OSU_RTS.MDBUS_RP.246_M8 Status [SNAP],OSU_RTS.MDBUS_RP.246_M9 Time [SNAP],OSU_RTS.MDBUS_RP.246_M9 Value [SNAP],OSU_RTS.MDBUS_RP.246_M9 Status [SNAP],OSU_RTS.MDBUS_RP.246E1_C Time [SNAP],OSU_RTS.MDBUS_RP.246E1_C Value [SNAP],OSU_RTS.MDBUS_RP.246E1_C Status [SNAP],OSU_RTS.MDBUS_RP.246E2_C Time [SNAP],OSU_RTS.MDBUS_RP.246E2_C Value [SNAP],OSU_RTS.MDBUS_RP.246E2_C Status [SNAP],OSU_RTS.MDBUS_RT.246S_C Time [SNAP],OSU_RTS.MDBUS_RT.246S_C Value [SNAP],OSU_RTS.MDBUS_RT.246S_C Status [SNAP],OSU_RTS.MDBUS_RT.246S_DP Time [SNAP],OSU_RTS.MDBUS_RT.246S_DP Value [SNAP],OSU_RTS.MDBUS_RT.246S_DP Status [SNAP],OSU_RTS.MDBUS_RT.246S_HF Time [SNAP],OSU_RTS.MDBUS_RT.246S_HF Value [SNAP],OSU_RTS.MDBUS_RT.246S_HF Status [SNAP],OSU_RTS.MDBUS_RT.246S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.246S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.246S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.246S_HT Time [SNAP],OSU_RTS.MDBUS_RT.246S_HT Value [SNAP],OSU_RTS.MDBUS_RT.246S_HT Status [SNAP],OSU_RTS.MDBUS_RT.246S_I Time [SNAP],OSU_RTS.MDBUS_RT.246S_I Value [SNAP],OSU_RTS.MDBUS_RT.246S_I Status [SNAP],OSU_RTS.MDBUS_RT.246S_P Time [SNAP],OSU_RTS.MDBUS_RT.246S_P Value [SNAP],OSU_RTS.MDBUS_RT.246S_P Status [SNAP],OSU_RTS.MDBUS_RT.246S_T Time [SNAP],OSU_RTS.MDBUS_RT.246S_T Value [SNAP],OSU_RTS.MDBUS_RT.246S_T Status [SNAP],Comments
10/15/18 0:00,4519.02063,OK,10/15/18 0:00,430582752,OK,10/15/18 0:00,1988.745667,OK,10/15/18 0:00,86563242,OK,10/15/18 0:00,490.7679749,OK,10/15/18 0:00,42559140,OK,10/15/18 0:00,7.35545063,OK,10/15/18 0:00,377.1038208,OK,10/15/18 0:00,35881896,OK,10/15/18 0:00,612693.125,OK,10/15/18 0:00,503714144,OK,10/15/18 0:00,49.26280975,OK,10/15/18 0:00,41.90735626,OK,10/15/18 0:00,1223.755452,OK,10/15/18 0:00,14.74376678,OK,10/15/18 0:00,165.7288055,OK,10/15/18 0:00,7213603.5,OK,10/15/18 0:00,134730.6563,OK,10/15/18 0:00,7433884.5,OK,10/15/18 0:00,58.25658035,OK,10/15/18 0:00,43.51281357,OK,10/15/18 0:00,268.4379207,OK,10/15/18 0:00,7.199572563,OK,10/15/18 0:00,40.89733124,OK,10/15/18 0:00,3546595,OK,10/15/18 0:00,68021.75781,OK,10/15/18 0:00,4684160,OK,10/15/18 0:00,50.996521,OK,10/15/18 0:00,43.79695129,OK,10/15/18 0:00,135.8624665,OK,10/15/18 0:00,4184.867676,OK,10/15/18 0:00,388023616,OK,10/15/18 0:00,348.7297668,OK,10/15/18 0:00,32335302,OK,10/15/18 0:00,546055.125,OK,10/15/18 0:00,499027392,OK,10/15/18 0:00,1089.320679,OK,01/01/70 0:00,0,No Records.,01/01/70 0:00,0,No Records.,10/15/18 0:00,426470,OK,10/15/18 0:00,3592127,OK,10/15/18 0:00,45720966,OK,10/15/18 0:00,5.890000343,OK,10/15/18 0:00,5.840000153,OK,10/15/18 0:00,28,OK,10/15/18 0:00,3685,OK,10/15/18 0:00,28,OK,10/15/18 0:00,3728,OK,10/15/18 0:00,19.16077805,OK,10/15/18 0:00,1065.128662,OK,10/15/18 0:00,49823612,OK,10/15/18 0:00,3892882.25,OK,10/15/18 0:00,122.8822174,OK,10/15/18 0:00,142.0429993,OK,10/15/18 0:00,113.0712555,OK,10/15/18 0:00,6.941781044,OK,10/15/18 0:00,8341.199219,OK,10/15/18 0:00,391127808,OK,10/15/18 0:00,45070968,OK,10/15/18 0:00,136.2918091,OK,10/15/18 0:00,143.2335815,OK,10/15/18 0:00,2443.936899,OK,10/15/18 0:00,24.20384407,OK,10/15/18 0:00,0,OK,10/15/18 0:00,72331760,OK,10/15/18 0:00,3249519.75,OK,10/15/18 0:00,118.6011658,OK,10/15/18 0:00,142.8050232,OK,10/15/18 0:00,0,OK,10/15/18 0:00,19.78940964,OK,10/15/18 0:00,5504.982422,OK,10/15/18 0:00,320991104,OK,10/15/18 0:00,16935974,OK,10/15/18 0:00,122.967865,OK,10/15/18 0:00,142.7572784,OK,10/15/18 0:00,565.9203677,OK,10/15/18 0:00,142743,OK,10/15/18 0:00,320565,OK,10/15/18 0:00,4906,OK,10/15/18 0:00,42222,OK,10/15/18 0:00,223097,OK,10/15/18 0:00,13542,OK,10/15/18 0:00,52769,OK,10/15/18 0:00,564316,OK,10/15/18 0:00,305153,OK,10/15/18 0:00,760350,OK,10/15/18 0:00,39685,OK,10/15/18 0:00,57923,OK,10/15/18 0:00,5084,OK,10/15/18 0:00,3592127,OK,10/15/18 0:00,45720966,OK,10/15/18 0:00,288176.1563,OK,10/15/18 0:00,47.719944,OK,10/15/18 0:00,11617.68262,OK,10/15/18 0:00,382197408,OK,10/15/18 0:00,382197408,OK,10/15/18 0:00,8.728363281,OK,10/15/18 0:00,184.8548737,OK,10/15/18 0:00,616.2388306,OK,
10/15/18 0:15,6031.400391,OK,10/15/18 0:15,430584000,OK,10/15/18 0:15,2038.970215,OK,10/15/18 0:15,86563728,OK,10/15/18 0:15,517.8310547,OK,10/15/18 0:15,42559266,OK,10/15/18 0:15,9.385811806,OK,10/15/18 0:15,502.6166992,OK,10/15/18 0:15,35882000,OK,10/15/18 0:15,640871.0625,OK,10/15/18 0:15,503867648,OK,10/15/18 0:15,50.84479141,OK,10/15/18 0:15,41.45897675,OK,10/15/18 0:15,1280.14162,OK,10/15/18 0:15,15.12818909,OK,10/15/18 0:15,169.9141846,OK,10/15/18 0:15,7213644,OK,10/15/18 0:15,134625.125,OK,10/15/18 0:15,7433917,OK,10/15/18 0:15,58.6354866,OK,10/15/18 0:15,43.50729752,OK,10/15/18 0:15,268.89195,OK,10/15/18 0:15,6.844180584,OK,10/15/18 0:15,43.14563751,OK,10/15/18 0:15,3546605.5,OK,10/15/18 0:15,75481.44531,OK,10/15/18 0:15,4684177,OK,10/15/18 0:15,50.50204468,OK,10/15/18 0:15,43.6578598,OK,10/15/18 0:15,150.7619996,OK,10/15/18 0:15,5500.041992,OK,10/15/18 0:15,388024736,OK,10/15/18 0:15,458.3368225,OK,10/15/18 0:15,32335394,OK,10/15/18 0:15,566703.25,OK,10/15/18 0:15,499180224,OK,10/15/18 0:15,1130.554565,OK,,,,,,,10/15/18 0:15,426470,OK,10/15/18 0:15,3592127,OK,10/15/18 0:15,45721109,OK,10/15/18 0:15,5.870000362,OK,10/15/18 0:15,5.850000381,OK,10/15/18 0:15,28,OK,10/15/18 0:15,3685,OK,10/15/18 0:15,28,OK,10/15/18 0:15,3728,OK,10/15/18 0:15,18.87592697,OK,10/15/18 0:15,1116.580078,OK,10/15/18 0:15,49823872,OK,10/15/18 0:15,3892896,OK,10/15/18 0:15,123.5435104,OK,10/15/18 0:15,142.4194336,OK,10/15/18 0:15,120.4363279,OK,10/15/18 0:15,5.558449268,OK,10/15/18 0:15,6525.04248,OK,10/15/18 0:15,391129792,OK,10/15/18 0:15,45071268,OK,10/15/18 0:15,136.9764099,OK,10/15/18 0:15,142.5348663,OK,10/15/18 0:15,2387.321704,OK,10/15/18 0:15,22.9579277,OK,10/15/18 0:15,0,OK,10/15/18 0:15,72331952,OK,10/15/18 0:15,3249528,OK,10/15/18 0:15,119.5161743,OK,10/15/18 0:15,142.4740906,OK,10/15/18 0:15,0,OK,10/15/18 0:15,19.01830101,OK,10/15/18 0:15,5830.222656,OK,10/15/18 0:15,320992448,OK,10/15/18 0:15,16936044,OK,10/15/18 0:15,124.1217804,OK,10/15/18 0:15,143.1400757,OK,10/15/18 0:15,623.6907288,OK,10/15/18 0:15,142746,OK,10/15/18 0:15,320571,OK,10/15/18 0:15,4906,OK,10/15/18 0:15,42222,OK,10/15/18 0:15,223097,OK,10/15/18 0:15,13542,OK,10/15/18 0:15,52771,OK,10/15/18 0:15,564318,OK,10/15/18 0:15,305153,OK,10/15/18 0:15,760351,OK,10/15/18 0:15,39685,OK,10/15/18 0:15,57923,OK,10/15/18 0:15,5084,OK,10/15/18 0:15,3592127,OK,10/15/18 0:15,45721109,OK,10/15/18 0:15,288178.0313,OK,10/15/18 0:15,40.56904602,OK,10/15/18 0:15,9042.885742,OK,10/15/18 0:15,382199904,OK,10/15/18 0:15,382199904,OK,10/15/18 0:15,6.796227539,OK,10/15/18 0:15,183.7796783,OK,10/15/18 0:15,615.2097778,OK,
