OSU_RTS.MDBUS_C1.375_CDT Time [SNAP],OSU_RTS.MDBUS_C1.375_CDT Value [SNAP],OSU_RTS.MDBUS_C1.375_CDT Status [SNAP],OSU_RTS.MDBUS_C1.375_CHF Time [SNAP],OSU_RTS.MDBUS_C1.375_CHF Value [SNAP],OSU_RTS.MDBUS_C1.375_CHF Status [SNAP],OSU_RTS.MDBUS_C1.375_CHT Time [SNAP],OSU_RTS.MDBUS_C1.375_CHT Value [SNAP],OSU_RTS.MDBUS_C1.375_CHT Status [SNAP],OSU_RTS.MDBUS_C1.375_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.375_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.375_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.375_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.375_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.375_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.375_CVF Time [SNAP],OSU_RTS.MDBUS_C1.375_CVF Value [SNAP],OSU_RTS.MDBUS_C1.375_CVF Status [SNAP],OSU_RTS.MDBUS_C1.375_HF Time [SNAP],OSU_RTS.MDBUS_C1.375_HF Value [SNAP],OSU_RTS.MDBUS_C1.375_HF Status [SNAP],OSU_RTS.MDBUS_C1.375_HGT Time [SNAP],OSU_RTS.MDBUS_C1.375_HGT Value [SNAP],OSU_RTS.MDBUS_C1.375_HGT Status [SNAP],OSU_RTS.MDBUS_E1.375E_1A Time [SNAP],OSU_RTS.MDBUS_E1.375E_1A Value [SNAP],OSU_RTS.MDBUS_E1.375E_1A Status [SNAP],OSU_RTS.MDBUS_E1.375E_1B Time [SNAP],OSU_RTS.MDBUS_E1.375E_1B Value [SNAP],OSU_RTS.MDBUS_E1.375E_1B Status [SNAP],OSU_RTS.MDBUS_E1.375E_2A Time [SNAP],OSU_RTS.MDBUS_E1.375E_2A Value [SNAP],OSU_RTS.MDBUS_E1.375E_2A Status [SNAP],OSU_RTS.MDBUS_E1.375E_2B Time [SNAP],OSU_RTS.MDBUS_E1.375E_2B Value [SNAP],OSU_RTS.MDBUS_E1.375E_2B Status [SNAP],OSU_RTS.MDBUS_E1.375E_3A Time [SNAP],OSU_RTS.MDBUS_E1.375E_3A Value [SNAP],OSU_RTS.MDBUS_E1.375E_3A Status [SNAP],OSU_RTS.MDBUS_E1.375E_3B Time [SNAP],OSU_RTS.MDBUS_E1.375E_3B Value [SNAP],OSU_RTS.MDBUS_E1.375E_3B Status [SNAP],OSU_RTS.MDBUS_E1.375E_4A Time [SNAP],OSU_RTS.MDBUS_E1.375E_4A Value [SNAP],OSU_RTS.MDBUS_E1.375E_4A Status [SNAP],OSU_RTS.MDBUS_E1.375E_4B Time [SNAP],OSU_RTS.MDBUS_E1.375E_4B Value [SNAP],OSU_RTS.MDBUS_E1.375E_4B Status [SNAP],OSU_RTS.MDBUS_E1.375E_5C Time [SNAP],OSU_RTS.MDBUS_E1.375E_5C Value [SNAP],OSU_RTS.MDBUS_E1.375E_5C Status [SNAP],OSU_RTS.MDBUS_RT.375S_C Time [SNAP],OSU_RTS.MDBUS_RT.375S_C Value [SNAP],OSU_RTS.MDBUS_RT.375S_C Status [SNAP],OSU_RTS.MDBUS_RT.375S_CON Time [SNAP],OSU_RTS.MDBUS_RT.375S_CON Value [SNAP],OSU_RTS.MDBUS_RT.375S_CON Status [SNAP],OSU_RTS.MDBUS_RT.375S_DP Time [SNAP],OSU_RTS.MDBUS_RT.375S_DP Value [SNAP],OSU_RTS.MDBUS_RT.375S_DP Status [SNAP],OSU_RTS.MDBUS_RT.375S_HF Time [SNAP],OSU_RTS.MDBUS_RT.375S_HF Value [SNAP],OSU_RTS.MDBUS_RT.375S_HF Status [SNAP],OSU_RTS.MDBUS_RT.375S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.375S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.375S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.375S_I Time [SNAP],OSU_RTS.MDBUS_RT.375S_I Value [SNAP],OSU_RTS.MDBUS_RT.375S_I Status [SNAP],OSU_RTS.MDBUS_RT.375S_P Time [SNAP],OSU_RTS.MDBUS_RT.375S_P Value [SNAP],OSU_RTS.MDBUS_RT.375S_P Status [SNAP],OSU_RTS.MDBUS_RT.375S_T Time [SNAP],OSU_RTS.MDBUS_RT.375S_T Value [SNAP],OSU_RTS.MDBUS_RT.375S_T Status [SNAP],Comments
10/16/18 12:00,11.19686699,OK,10/16/18 12:00,287.6059875,OK,10/16/18 12:00,46734056,OK,10/16/18 12:00,52.30981445,OK,10/16/18 12:00,41.11294556,OK,10/16/18 12:00,614.1254333,OK,10/16/18 12:00,3450.16626,OK,10/16/18 12:00,560808672,OK,10/16/18 12:00,10230646,OK,10/16/18 12:00,1128984,OK,10/16/18 12:00,7263464,OK,10/16/18 12:00,12739967,OK,10/16/18 12:00,18696228,OK,10/16/18 12:00,12839563,OK,10/16/18 12:00,17435001,OK,10/16/18 12:00,11596766,OK,10/16/18 12:00,784928,OK,10/16/18 12:00,393271.1563,OK,10/16/18 12:00,0,OK,10/16/18 12:00,57.92512131,OK,10/16/18 12:00,13798.35645,OK,10/16/18 12:00,508552704,OK,10/16/18 12:00,10.83847461,OK,10/16/18 12:00,176.4060364,OK,10/16/18 12:00,505.7559814,OK,
10/16/18 12:15,11.20207596,OK,10/16/18 12:15,289.9432678,OK,10/16/18 12:15,46734128,OK,10/16/18 12:15,52.240448,OK,10/16/18 12:15,41.03836823,OK,10/16/18 12:15,619.3890802,OK,10/16/18 12:15,3483.322266,OK,10/16/18 12:15,560809536,OK,10/16/18 12:15,10230741,OK,10/16/18 12:15,1128992,OK,10/16/18 12:15,7263534,OK,10/16/18 12:15,12740063,OK,10/16/18 12:15,18696385,OK,10/16/18 12:15,12839651,OK,10/16/18 12:15,17435130,OK,10/16/18 12:15,11596857,OK,10/16/18 12:15,784935,OK,10/16/18 12:15,393274.0313,OK,10/16/18 12:15,0,OK,10/16/18 12:15,58.54693604,OK,10/16/18 12:15,13691.5625,OK,10/16/18 12:15,508556352,OK,10/16/18 12:15,10.75953223,OK,10/16/18 12:15,177.8042908,OK,10/16/18 12:15,504.9551392,OK,
10/16/18 12:30,11.44384575,OK,10/16/18 12:30,303.8452148,OK,10/16/18 12:30,46734204,OK,10/16/18 12:30,52.53703308,OK,10/16/18 12:30,41.09318542,OK,10/16/18 12:30,632.583029,OK,10/16/18 12:30,3635.172363,OK,10/16/18 12:30,560810448,OK,10/16/18 12:30,10230833,OK,10/16/18 12:30,1129001,OK,10/16/18 12:30,7263606,OK,10/16/18 12:30,12740160,OK,10/16/18 12:30,18696542,OK,10/16/18 12:30,12839736,OK,10/16/18 12:30,17435258,OK,10/16/18 12:30,11596946,OK,10/16/18 12:30,784943,OK,10/16/18 12:30,393276.6875,OK,10/16/18 12:30,0,OK,10/16/18 12:30,56.80763626,OK,10/16/18 12:30,12630.15234,OK,10/16/18 12:30,508559744,OK,10/16/18 12:30,9.936368164,OK,10/16/18 12:30,185.3105774,OK,10/16/18 12:30,503.8603516,OK,
10/16/18 12:45,11.56692028,OK,10/16/18 12:45,312.4492188,OK,10/16/18 12:45,46734280,OK,10/16/18 12:45,52.74517822,OK,10/16/18 12:45,41.1782608,OK,10/16/18 12:45,647.4949809,OK,10/16/18 12:45,3745.563721,OK,10/16/18 12:45,560811360,OK,10/16/18 12:45,10230926,OK,10/16/18 12:45,1129009,OK,10/16/18 12:45,7263680,OK,10/16/18 12:45,12740257,OK,10/16/18 12:45,18696698,OK,10/16/18 12:45,12839828,OK,10/16/18 12:45,17435385,OK,10/16/18 12:45,11597038,OK,10/16/18 12:45,784949,OK,10/16/18 12:45,393279.9063,OK,10/16/18 12:45,0,OK,10/16/18 12:45,88.85813141,OK,10/16/18 12:45,26090.37109,OK,10/16/18 12:45,508563840,OK,10/16/18 12:45,20.53208398,OK,10/16/18 12:45,181.5463104,OK,10/16/18 12:45,502.3999939,OK,
10/16/18 13:00,11.33247089,OK,10/16/18 13:00,328.6411133,OK,10/16/18 13:00,46734360,OK,10/16/18 13:00,52.64733887,OK,10/16/18 13:00,41.31486511,OK,10/16/18 13:00,687.1660868,OK,10/16/18 13:00,3910.679443,OK,10/16/18 13:00,560812320,OK,10/16/18 13:00,10231023,OK,10/16/18 13:00,1129017,OK,10/16/18 13:00,7263753,OK,10/16/18 13:00,12740353,OK,10/16/18 13:00,18696849,OK,10/16/18 13:00,12839919,OK,10/16/18 13:00,17435514,OK,10/16/18 13:00,11597129,OK,10/16/18 13:00,784958,OK,10/16/18 13:00,393282.875,OK,10/16/18 13:00,0,OK,10/16/18 13:00,53.09677887,OK,10/16/18 13:00,14427.67188,OK,10/16/18 13:00,508567552,OK,10/16/18 13:00,11.36413867,OK,10/16/18 13:00,182.6863403,OK,10/16/18 13:00,500.5181274,OK,
10/16/18 13:15,11.82382298,OK,10/16/18 13:15,380.7004395,OK,10/16/18 13:15,46734448,OK,10/16/18 13:15,52.95051575,OK,10/16/18 13:15,41.12669373,OK,10/16/18 13:15,774.2092339,OK,10/16/18 13:15,4571.619873,OK,10/16/18 13:15,560813376,OK,10/16/18 13:15,10231121,OK,10/16/18 13:15,1129025,OK,10/16/18 13:15,7263828,OK,10/16/18 13:15,12740449,OK,10/16/18 13:15,18697008,OK,10/16/18 13:15,12840006,OK,10/16/18 13:15,17435644,OK,10/16/18 13:15,11597220,OK,10/16/18 13:15,784967,OK,10/16/18 13:15,393285.5938,OK,10/16/18 13:15,0,OK,10/16/18 13:15,49.66029739,OK,10/16/18 13:15,14199.81152,OK,10/16/18 13:15,508571008,OK,10/16/18 13:15,11.1982959,OK,10/16/18 13:15,182.2391357,OK,10/16/18 13:15,497.7029419,OK,
10/16/18 13:30,12.19550323,OK,10/16/18 13:30,395.6236572,OK,10/16/18 13:30,46734544,OK,10/16/18 13:30,53.27861786,OK,10/16/18 13:30,41.08311462,OK,10/16/18 13:30,780.6169141,OK,10/16/18 13:30,4769.166504,OK,10/16/18 13:30,560814528,OK,10/16/18 13:30,10231217,OK,10/16/18 13:30,1129034,OK,10/16/18 13:30,7263908,OK,10/16/18 13:30,12740540,OK,10/16/18 13:30,18697166,OK,10/16/18 13:30,12840091,OK,10/16/18 13:30,17435773,OK,10/16/18 13:30,11597309,OK,10/16/18 13:30,784975,OK,10/16/18 13:30,393288.2813,OK,10/16/18 13:30,0,OK,10/16/18 13:30,58.62016296,OK,10/16/18 13:30,14198.30078,OK,10/16/18 13:30,508574432,OK,10/16/18 13:30,11.20979492,OK,10/16/18 13:30,184.0603485,OK,10/16/18 13:30,495.5270996,OK,
10/16/18 13:45,12.02301311,OK,10/16/18 13:45,432.5773926,OK,10/16/18 13:45,46734648,OK,10/16/18 13:45,53.22053528,OK,10/16/18 13:45,41.19752121,OK,10/16/18 13:45,857.7476234,OK,10/16/18 13:45,5206.855225,OK,10/16/18 13:45,560815776,OK,10/16/18 13:45,10231313,OK,10/16/18 13:45,1129042,OK,10/16/18 13:45,7263987,OK,10/16/18 13:45,12740636,OK,10/16/18 13:45,18697321,OK,10/16/18 13:45,12840179,OK,10/16/18 13:45,17435900,OK,10/16/18 13:45,11597398,OK,10/16/18 13:45,784985,OK,10/16/18 13:45,393291.25,OK,10/16/18 13:45,0,OK,10/16/18 13:45,45.29705429,OK,10/16/18 13:45,14428.74121,OK,10/16/18 13:45,508578176,OK,10/16/18 13:45,11.39844824,OK,10/16/18 13:45,181.587265,OK,10/16/18 13:45,493.7419434,OK,
10/16/18 14:00,12.6264267,OK,10/16/18 14:00,467.8143616,OK,10/16/18 14:00,46734760,OK,10/16/18 14:00,53.60372162,OK,10/16/18 14:00,40.97729492,OK,10/16/18 14:00,888.0105333,OK,10/16/18 14:00,5623.652344,OK,10/16/18 14:00,560817120,OK,10/16/18 14:00,10231409,OK,10/16/18 14:00,1129050,OK,10/16/18 14:00,7264065,OK,10/16/18 14:00,12740733,OK,10/16/18 14:00,18697479,OK,10/16/18 14:00,12840270,OK,10/16/18 14:00,17436028,OK,10/16/18 14:00,11597485,OK,10/16/18 14:00,784993,OK,10/16/18 14:00,393294.3125,OK,10/16/18 14:00,0,OK,10/16/18 14:00,52.92535782,OK,10/16/18 14:00,14668.52344,OK,10/16/18 14:00,508582080,OK,10/16/18 14:00,11.58858984,OK,10/16/18 14:00,176.257431,OK,10/16/18 14:00,492.5332947,OK,
10/16/18 14:15,13.04219627,OK,10/16/18 14:15,527.9192505,OK,10/16/18 14:15,46734884,OK,10/16/18 14:15,53.92708588,OK,10/16/18 14:15,40.8848877,OK,10/16/18 14:15,967.4112098,OK,10/16/18 14:15,6339.062256,OK,10/16/18 14:15,560818608,OK,10/16/18 14:15,10231506,OK,10/16/18 14:15,1129058,OK,10/16/18 14:15,7264139,OK,10/16/18 14:15,12740830,OK,10/16/18 14:15,18697640,OK,10/16/18 14:15,12840363,OK,10/16/18 14:15,17436155,OK,10/16/18 14:15,11597574,OK,10/16/18 14:15,785002,OK,10/16/18 14:15,393297.1563,OK,10/16/18 14:15,0,OK,10/16/18 14:15,51.22328186,OK,10/16/18 14:15,14399.34668,OK,10/16/18 14:15,508585664,OK,10/16/18 14:15,11.381,OK,10/16/18 14:15,178.3796844,OK,10/16/18 14:15,491.9414368,OK,
10/16/18 14:30,12.331563,OK,10/16/18 14:30,547.0231323,OK,10/16/18 14:30,46735008,OK,10/16/18 14:30,53.8440094,OK,10/16/18 14:30,41.51244736,OK,10/16/18 14:30,1063.246525,OK,10/16/18 14:30,6589.883789,OK,10/16/18 14:30,560820096,OK,10/16/18 14:30,10231601,OK,10/16/18 14:30,1129067,OK,10/16/18 14:30,7264206,OK,10/16/18 14:30,12740927,OK,10/16/18 14:30,18697799,OK,10/16/18 14:30,12840453,OK,10/16/18 14:30,17436283,OK,10/16/18 14:30,11597668,OK,10/16/18 14:30,785010,OK,10/16/18 14:30,393300.1563,OK,10/16/18 14:30,0,OK,10/16/18 14:30,63.68512726,OK,10/16/18 14:30,15968.29004,OK,10/16/18 14:30,508589440,OK,10/16/18 14:30,12.62280762,OK,10/16/18 14:30,179.2606812,OK,10/16/18 14:30,491.7814331,OK,
10/16/18 14:45,12.37653255,OK,10/16/18 14:45,567.036499,OK,10/16/18 14:45,46735160,OK,10/16/18 14:45,53.00976944,OK,10/16/18 14:45,40.63323593,OK,10/16/18 14:45,1097.976647,OK,10/16/18 14:45,6807.994629,OK,10/16/18 14:45,560821920,OK,10/16/18 14:45,10231697,OK,10/16/18 14:45,1129075,OK,10/16/18 14:45,7264274,OK,10/16/18 14:45,12741025,OK,10/16/18 14:45,18697955,OK,10/16/18 14:45,12840543,OK,10/16/18 14:45,17436407,OK,10/16/18 14:45,11597759,OK,10/16/18 14:45,785019,OK,10/16/18 14:45,393303.0313,OK,10/16/18 14:45,0,OK,10/16/18 14:45,51.84431458,OK,10/16/18 14:45,14255.56836,OK,10/16/18 14:45,508593120,OK,10/16/18 14:45,11.27179883,OK,10/16/18 14:45,181.3640289,OK,10/16/18 14:45,491.6390381,OK,
10/16/18 15:00,13.31980705,OK,10/16/18 15:00,609.5731201,OK,10/16/18 15:00,46735308,OK,10/16/18 15:00,53.91806793,OK,10/16/18 15:00,40.59826279,OK,10/16/18 15:00,1103.363603,OK,10/16/18 15:00,7380.322266,OK,10/16/18 15:00,560823696,OK,10/16/18 15:00,10231791,OK,10/16/18 15:00,1129083,OK,10/16/18 15:00,7264342,OK,10/16/18 15:00,12741121,OK,10/16/18 15:00,18698114,OK,10/16/18 15:00,12840633,OK,10/16/18 15:00,17436535,OK,10/16/18 15:00,11597849,OK,10/16/18 15:00,785026,OK,10/16/18 15:00,393306.0625,OK,10/16/18 15:00,0,OK,10/16/18 15:00,53.49713135,OK,10/16/18 15:00,17141.08984,OK,10/16/18 15:00,508596960,OK,10/16/18 15:00,13.56076172,OK,10/16/18 15:00,180.5144348,OK,10/16/18 15:00,490.2695923,OK,
10/16/18 15:15,13.3386879,OK,10/16/18 15:15,647.5857544,OK,10/16/18 15:15,46735464,OK,10/16/18 15:15,54.13694,OK,10/16/18 15:15,40.79824829,OK,10/16/18 15:15,1159.178782,OK,10/16/18 15:15,7768.576904,OK,10/16/18 15:15,560825568,OK,10/16/18 15:15,10231885,OK,10/16/18 15:15,1129091,OK,10/16/18 15:15,7264408,OK,10/16/18 15:15,12741218,OK,10/16/18 15:15,18698275,OK,10/16/18 15:15,12840721,OK,10/16/18 15:15,17436664,OK,10/16/18 15:15,11597936,OK,10/16/18 15:15,785033,OK,10/16/18 15:15,393309.2813,OK,10/16/18 15:15,0,OK,10/16/18 15:15,53.93368912,OK,10/16/18 15:15,17158.76758,OK,10/16/18 15:15,508600992,OK,10/16/18 15:15,13.57740625,OK,10/16/18 15:15,179.3116302,OK,10/16/18 15:15,489.5760498,OK,
10/16/18 15:30,13.26116657,OK,10/16/18 15:30,647.0880737,OK,10/16/18 15:30,46735624,OK,10/16/18 15:30,54.17520523,OK,10/16/18 15:30,40.91403961,OK,10/16/18 15:30,1161.595367,OK,10/16/18 15:30,7758.773438,OK,10/16/18 15:30,560827488,OK,10/16/18 15:30,10231977,OK,10/16/18 15:30,1129099,OK,10/16/18 15:30,7264477,OK,10/16/18 15:30,12741315,OK,10/16/18 15:30,18698435,OK,10/16/18 15:30,12840807,OK,10/16/18 15:30,17436794,OK,10/16/18 15:30,11598026,OK,10/16/18 15:30,785040,OK,10/16/18 15:30,393312.4063,OK,10/16/18 15:30,0,OK,10/16/18 15:30,60.71792603,OK,10/16/18 15:30,17922.84766,OK,10/16/18 15:30,508604928,OK,10/16/18 15:30,14.18337988,OK,10/16/18 15:30,178.848938,OK,10/16/18 15:30,489.2528076,OK,
10/16/18 15:45,13.32194901,OK,10/16/18 15:45,679.7507935,OK,10/16/18 15:45,46735796,OK,10/16/18 15:45,54.11322784,OK,10/16/18 15:45,40.79127884,OK,10/16/18 15:45,1220.694335,OK,10/16/18 15:45,8166.052734,OK,10/16/18 15:45,560829552,OK,10/16/18 15:45,10232069,OK,10/16/18 15:45,1129107,OK,10/16/18 15:45,7264548,OK,10/16/18 15:45,12741412,OK,10/16/18 15:45,18698595,OK,10/16/18 15:45,12840896,OK,10/16/18 15:45,17436925,OK,10/16/18 15:45,11598114,OK,10/16/18 15:45,785047,OK,10/16/18 15:45,393315.5313,OK,10/16/18 15:45,0,OK,10/16/18 15:45,55.93687439,OK,10/16/18 15:45,16392.08789,OK,10/16/18 15:45,508608896,OK,10/16/18 15:45,12.96967578,OK,10/16/18 15:45,181.1267548,OK,10/16/18 15:45,490.1245422,OK,
10/16/18 16:00,13.1970005,OK,10/16/18 16:00,673.6014404,OK,10/16/18 16:00,46735964,OK,10/16/18 16:00,54.17439651,OK,10/16/18 16:00,40.9773941,OK,10/16/18 16:00,1216.580581,OK,10/16/18 16:00,8069.129883,OK,10/16/18 16:00,560831568,OK,10/16/18 16:00,10232159,OK,10/16/18 16:00,1129115,OK,10/16/18 16:00,7264617,OK,10/16/18 16:00,12741508,OK,10/16/18 16:00,18698752,OK,10/16/18 16:00,12840983,OK,10/16/18 16:00,17437057,OK,10/16/18 16:00,11598202,OK,10/16/18 16:00,785053,OK,10/16/18 16:00,393318.5938,OK,10/16/18 16:00,0,OK,10/16/18 16:00,55.67235565,OK,10/16/18 16:00,13176.93457,OK,10/16/18 16:00,508612768,OK,10/16/18 16:00,10.42382715,OK,10/16/18 16:00,181.5758362,OK,10/16/18 16:00,490.6481323,OK,
10/16/18 16:15,13.03156471,OK,10/16/18 16:15,688.2034912,OK,10/16/18 16:15,46736136,OK,10/16/18 16:15,54.08154678,OK,10/16/18 16:15,41.04998016,OK,10/16/18 16:15,1268.089945,OK,10/16/18 16:15,8275.155762,OK,10/16/18 16:15,560833632,OK,10/16/18 16:15,10232249,OK,10/16/18 16:15,1129123,OK,10/16/18 16:15,7264689,OK,10/16/18 16:15,12741605,OK,10/16/18 16:15,18698908,OK,10/16/18 16:15,12841069,OK,10/16/18 16:15,17437188,OK,10/16/18 16:15,11598290,OK,10/16/18 16:15,785060,OK,10/16/18 16:15,393321.7813,OK,10/16/18 16:15,0,OK,10/16/18 16:15,49.46430206,OK,10/16/18 16:15,13285.54297,OK,10/16/18 16:15,508616768,OK,10/16/18 16:15,10.50665137,OK,10/16/18 16:15,180.3318787,OK,10/16/18 16:15,491.0418701,OK,
10/16/18 16:30,13.1561327,OK,10/16/18 16:30,729.5994873,OK,10/16/18 16:30,46736304,OK,10/16/18 16:30,54.08062744,OK,10/16/18 16:30,40.9244957,OK,10/16/18 16:30,1322.402229,OK,10/16/18 16:30,8743.930664,OK,10/16/18 16:30,560835648,OK,10/16/18 16:30,10232337,OK,10/16/18 16:30,1129131,OK,10/16/18 16:30,7264762,OK,10/16/18 16:30,12741701,OK,10/16/18 16:30,18699063,OK,10/16/18 16:30,12841157,OK,10/16/18 16:30,17437317,OK,10/16/18 16:30,11598376,OK,10/16/18 16:30,785067,OK,10/16/18 16:30,393324.9688,OK,10/16/18 16:30,0,OK,10/16/18 16:30,54.94436264,OK,10/16/18 16:30,14245.75977,OK,10/16/18 16:30,508620832,OK,10/16/18 16:30,11.26801367,OK,10/16/18 16:30,180.3373871,OK,10/16/18 16:30,490.6328125,OK,
10/16/18 16:45,12.95039749,OK,10/16/18 16:45,663.0842285,OK,10/16/18 16:45,46736480,OK,10/16/18 16:45,54.00233459,OK,10/16/18 16:45,41.05193329,OK,10/16/18 16:45,1226.137413,OK,10/16/18 16:45,7951.211426,OK,10/16/18 16:45,560837760,OK,10/16/18 16:45,10232425,OK,10/16/18 16:45,1129139,OK,10/16/18 16:45,7264834,OK,10/16/18 16:45,12741798,OK,10/16/18 16:45,18699216,OK,10/16/18 16:45,12841246,OK,10/16/18 16:45,17437445,OK,10/16/18 16:45,11598461,OK,10/16/18 16:45,785074,OK,10/16/18 16:45,393328.1875,OK,10/16/18 16:45,0,OK,10/16/18 16:45,45.4088974,OK,10/16/18 16:45,12315.99023,OK,10/16/18 16:45,508624896,OK,10/16/18 16:45,9.744223633,OK,10/16/18 16:45,181.3481293,OK,10/16/18 16:45,490.2617188,OK,
10/16/18 17:00,13.07609558,OK,10/16/18 17:00,653.1970215,OK,10/16/18 17:00,46736648,OK,10/16/18 17:00,54.05400467,OK,10/16/18 17:00,40.97790527,OK,10/16/18 17:00,1191.708469,OK,10/16/18 17:00,7833.268066,OK,10/16/18 17:00,560839776,OK,10/16/18 17:00,10232513,OK,10/16/18 17:00,1129147,OK,10/16/18 17:00,7264905,OK,10/16/18 17:00,12741894,OK,10/16/18 17:00,18699370,OK,10/16/18 17:00,12841332,OK,10/16/18 17:00,17437572,OK,10/16/18 17:00,11598545,OK,10/16/18 17:00,785081,OK,10/16/18 17:00,393331.2813,OK,10/16/18 17:00,0,OK,10/16/18 17:00,50.47342682,OK,10/16/18 17:00,12987.98828,OK,10/16/18 17:00,508628832,OK,10/16/18 17:00,10.27674414,OK,10/16/18 17:00,180.8966064,OK,10/16/18 17:00,489.9642639,OK,
10/16/18 17:15,13.06610203,OK,10/16/18 17:15,666.3392334,OK,10/16/18 17:15,46736808,OK,10/16/18 17:15,53.90995026,OK,10/16/18 17:15,40.84384918,OK,10/16/18 17:15,1215.867676,OK,10/16/18 17:15,7978.308838,OK,10/16/18 17:15,560841696,OK,10/16/18 17:15,10232596,OK,10/16/18 17:15,1129155,OK,10/16/18 17:15,7264976,OK,10/16/18 17:15,12741990,OK,10/16/18 17:15,18699520,OK,10/16/18 17:15,12841420,OK,10/16/18 17:15,17437700,OK,10/16/18 17:15,11598629,OK,10/16/18 17:15,785089,OK,10/16/18 17:15,393334.375,OK,10/16/18 17:15,0,OK,10/16/18 17:15,72.49581909,OK,10/16/18 17:15,20865.32031,OK,10/16/18 17:15,508632768,OK,10/16/18 17:15,16.50840234,OK,10/16/18 17:15,181.4944916,OK,10/16/18 17:15,490.3010254,OK,
10/16/18 17:30,13.19794559,OK,10/16/18 17:30,635.8972778,OK,10/16/18 17:30,46736972,OK,10/16/18 17:30,53.96408081,OK,10/16/18 17:30,40.76613617,OK,10/16/18 17:30,1152.944413,OK,10/16/18 17:30,7651.836914,OK,10/16/18 17:30,560843664,OK,10/16/18 17:30,10232680,OK,10/16/18 17:30,1129163,OK,10/16/18 17:30,7265047,OK,10/16/18 17:30,12742086,OK,10/16/18 17:30,18699671,OK,10/16/18 17:30,12841508,OK,10/16/18 17:30,17437829,OK,10/16/18 17:30,11598712,OK,10/16/18 17:30,785096,OK,10/16/18 17:30,393337.5938,OK,10/16/18 17:30,0,OK,10/16/18 17:30,46.58693695,OK,10/16/18 17:30,11667.88281,OK,10/16/18 17:30,508636800,OK,10/16/18 17:30,9.228861328,OK,10/16/18 17:30,182.0849762,OK,10/16/18 17:30,491.0215759,OK,
10/16/18 17:45,13.09732056,OK,10/16/18 17:45,620.3724365,OK,10/16/18 17:45,46737128,OK,10/16/18 17:45,53.88758087,OK,10/16/18 17:45,40.79026031,OK,10/16/18 17:45,1133.702882,OK,10/16/18 17:45,7431.976318,OK,10/16/18 17:45,560845536,OK,10/16/18 17:45,10232764,OK,10/16/18 17:45,1129171,OK,10/16/18 17:45,7265115,OK,10/16/18 17:45,12742181,OK,10/16/18 17:45,18699821,OK,10/16/18 17:45,12841596,OK,10/16/18 17:45,17437958,OK,10/16/18 17:45,11598793,OK,10/16/18 17:45,785103,OK,10/16/18 17:45,393340.9063,OK,10/16/18 17:45,0,OK,10/16/18 17:45,51.4022789,OK,10/16/18 17:45,15441.90039,OK,10/16/18 17:45,508640960,OK,10/16/18 17:45,12.20726953,OK,10/16/18 17:45,179.7314453,OK,10/16/18 17:45,491.7862549,OK,
10/16/18 18:00,12.87667847,OK,10/16/18 18:00,567.5419312,OK,10/16/18 18:00,46737280,OK,10/16/18 18:00,53.68914032,OK,10/16/18 18:00,40.81246185,OK,10/16/18 18:00,1055.181455,OK,10/16/18 18:00,6822.652588,OK,10/16/18 18:00,560847360,OK,10/16/18 18:00,10232848,OK,10/16/18 18:00,1129179,OK,10/16/18 18:00,7265183,OK,10/16/18 18:00,12742276,OK,10/16/18 18:00,18699970,OK,10/16/18 18:00,12841685,OK,10/16/18 18:00,17438085,OK,10/16/18 18:00,11598875,OK,10/16/18 18:00,785110,OK,10/16/18 18:00,393344.0938,OK,10/16/18 18:00,0,OK,10/16/18 18:00,70.33438873,OK,10/16/18 18:00,22515.04492,OK,10/16/18 18:00,508644992,OK,10/16/18 18:00,17.79407422,OK,10/16/18 18:00,179.5954742,OK,10/16/18 18:00,492.3739624,OK,
10/16/18 18:15,12.24032784,OK,10/16/18 18:15,530.8786621,OK,10/16/18 18:15,46737420,OK,10/16/18 18:15,53.52027893,OK,10/16/18 18:15,41.279953,OK,10/16/18 18:15,1035.244793,OK,10/16/18 18:15,6368.178955,OK,10/16/18 18:15,560849040,OK,10/16/18 18:15,10232932,OK,10/16/18 18:15,1129187,OK,10/16/18 18:15,7265250,OK,10/16/18 18:15,12742371,OK,10/16/18 18:15,18700120,OK,10/16/18 18:15,12841769,OK,10/16/18 18:15,17438211,OK,10/16/18 18:15,11598956,OK,10/16/18 18:15,785116,OK,10/16/18 18:15,393347.1875,OK,10/16/18 18:15,0,OK,10/16/18 18:15,53.62349701,OK,10/16/18 18:15,16488.67578,OK,10/16/18 18:15,508648928,OK,10/16/18 18:15,13.03144727,OK,10/16/18 18:15,180.8017426,OK,10/16/18 18:15,492.5707397,OK,
