OSU_RTS.MDBUS_C1.375_CDT Time [SNAP],OSU_RTS.MDBUS_C1.375_CDT Value [SNAP],OSU_RTS.MDBUS_C1.375_CDT Status [SNAP],OSU_RTS.MDBUS_C1.375_CHF Time [SNAP],OSU_RTS.MDBUS_C1.375_CHF Value [SNAP],OSU_RTS.MDBUS_C1.375_CHF Status [SNAP],OSU_RTS.MDBUS_C1.375_CHT Time [SNAP],OSU_RTS.MDBUS_C1.375_CHT Value [SNAP],OSU_RTS.MDBUS_C1.375_CHT Status [SNAP],OSU_RTS.MDBUS_C1.375_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.375_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.375_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.375_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.375_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.375_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.375_CVF Time [SNAP],OSU_RTS.MDBUS_C1.375_CVF Value [SNAP],OSU_RTS.MDBUS_C1.375_CVF Status [SNAP],OSU_RTS.MDBUS_C1.375_HF Time [SNAP],OSU_RTS.MDBUS_C1.375_HF Value [SNAP],OSU_RTS.MDBUS_C1.375_HF Status [SNAP],OSU_RTS.MDBUS_C1.375_HGT Time [SNAP],OSU_RTS.MDBUS_C1.375_HGT Value [SNAP],OSU_RTS.MDBUS_C1.375_HGT Status [SNAP],OSU_RTS.MDBUS_E1.375E_1A Time [SNAP],OSU_RTS.MDBUS_E1.375E_1A Value [SNAP],OSU_RTS.MDBUS_E1.375E_1A Status [SNAP],OSU_RTS.MDBUS_E1.375E_1B Time [SNAP],OSU_RTS.MDBUS_E1.375E_1B Value [SNAP],OSU_RTS.MDBUS_E1.375E_1B Status [SNAP],OSU_RTS.MDBUS_E1.375E_2A Time [SNAP],OSU_RTS.MDBUS_E1.375E_2A Value [SNAP],OSU_RTS.MDBUS_E1.375E_2A Status [SNAP],OSU_RTS.MDBUS_E1.375E_2B Time [SNAP],OSU_RTS.MDBUS_E1.375E_2B Value [SNAP],OSU_RTS.MDBUS_E1.375E_2B Status [SNAP],OSU_RTS.MDBUS_E1.375E_3A Time [SNAP],OSU_RTS.MDBUS_E1.375E_3A Value [SNAP],OSU_RTS.MDBUS_E1.375E_3A Status [SNAP],OSU_RTS.MDBUS_E1.375E_3B Time [SNAP],OSU_RTS.MDBUS_E1.375E_3B Value [SNAP],OSU_RTS.MDBUS_E1.375E_3B Status [SNAP],OSU_RTS.MDBUS_E1.375E_4A Time [SNAP],OSU_RTS.MDBUS_E1.375E_4A Value [SNAP],OSU_RTS.MDBUS_E1.375E_4A Status [SNAP],OSU_RTS.MDBUS_E1.375E_4B Time [SNAP],OSU_RTS.MDBUS_E1.375E_4B Value [SNAP],OSU_RTS.MDBUS_E1.375E_4B Status [SNAP],OSU_RTS.MDBUS_E1.375E_5C Time [SNAP],OSU_RTS.MDBUS_E1.375E_5C Value [SNAP],OSU_RTS.MDBUS_E1.375E_5C Status [SNAP],OSU_RTS.MDBUS_RT.375S_C Time [SNAP],OSU_RTS.MDBUS_RT.375S_C Value [SNAP],OSU_RTS.MDBUS_RT.375S_C Status [SNAP],OSU_RTS.MDBUS_RT.375S_CON Time [SNAP],OSU_RTS.MDBUS_RT.375S_CON Value [SNAP],OSU_RTS.MDBUS_RT.375S_CON Status [SNAP],OSU_RTS.MDBUS_RT.375S_DP Time [SNAP],OSU_RTS.MDBUS_RT.375S_DP Value [SNAP],OSU_RTS.MDBUS_RT.375S_DP Status [SNAP],OSU_RTS.MDBUS_RT.375S_HF Time [SNAP],OSU_RTS.MDBUS_RT.375S_HF Value [SNAP],OSU_RTS.MDBUS_RT.375S_HF Status [SNAP],OSU_RTS.MDBUS_RT.375S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.375S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.375S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.375S_I Time [SNAP],OSU_RTS.MDBUS_RT.375S_I Value [SNAP],OSU_RTS.MDBUS_RT.375S_I Status [SNAP],OSU_RTS.MDBUS_RT.375S_P Time [SNAP],OSU_RTS.MDBUS_RT.375S_P Value [SNAP],OSU_RTS.MDBUS_RT.375S_P Status [SNAP],OSU_RTS.MDBUS_RT.375S_T Time [SNAP],OSU_RTS.MDBUS_RT.375S_T Value [SNAP],OSU_RTS.MDBUS_RT.375S_T Status [SNAP],Comments
10/15/18 0:00,12.50206947,OK,10/15/18 0:00,580.7598267,OK,10/15/18 0:00,46714108,OK,10/15/18 0:00,53.02071762,OK,10/15/18 0:00,40.51864624,OK,10/15/18 0:00,1103.697594,OK,10/15/18 0:00,6970.868408,OK,10/15/18 0:00,560569296,OK,10/15/18 0:00,10219293,OK,10/15/18 0:00,1127898,OK,10/15/18 0:00,7254508,OK,10/15/18 0:00,12726569,OK,10/15/18 0:00,18674907,OK,10/15/18 0:00,12827929,OK,10/15/18 0:00,17416517,OK,10/15/18 0:00,11585504,OK,10/15/18 0:00,784029,OK,10/15/18 0:00,392863.9375,OK,10/15/18 0:00,0,OK,10/15/18 0:00,34.87981415,OK,10/15/18 0:00,9138.282227,OK,10/15/18 0:00,508037696,OK,10/15/18 0:00,7.277120605,OK,10/15/18 0:00,179.8350677,OK,10/15/18 0:00,475.5068054,OK,
10/15/18 0:15,11.72456741,OK,10/15/18 0:15,593.6136475,OK,10/15/18 0:15,46714248,OK,10/15/18 0:15,53.0500946,OK,10/15/18 0:15,41.32553101,OK,10/15/18 0:15,1209.153089,OK,10/15/18 0:15,7133.474121,OK,10/15/18 0:15,560570976,OK,10/15/18 0:15,10219353,OK,10/15/18 0:15,1127904,OK,10/15/18 0:15,7254560,OK,10/15/18 0:15,12726660,OK,10/15/18 0:15,18675044,OK,10/15/18 0:15,12827994,OK,10/15/18 0:15,17416643,OK,10/15/18 0:15,11585569,OK,10/15/18 0:15,784033,OK,10/15/18 0:15,392866.4688,OK,10/15/18 0:15,0,OK,10/15/18 0:15,66.22528839,OK,10/15/18 0:15,16661.21484,OK,10/15/18 0:15,508040864,OK,10/15/18 0:15,13.26911328,OK,10/15/18 0:15,179.7824249,OK,10/15/18 0:15,475.2889709,OK,
10/15/18 0:30,12.36443901,OK,10/15/18 0:30,623.2363281,OK,10/15/18 0:30,46714400,OK,10/15/18 0:30,52.87062073,OK,10/15/18 0:30,40.50618362,OK,10/15/18 0:30,1213.897975,OK,10/15/18 0:30,7541.247803,OK,10/15/18 0:30,560572752,OK,10/15/18 0:30,10219416,OK,10/15/18 0:30,1127909,OK,10/15/18 0:30,7254612,OK,10/15/18 0:30,12726752,OK,10/15/18 0:30,18675181,OK,10/15/18 0:30,12828058,OK,10/15/18 0:30,17416768,OK,10/15/18 0:30,11585632,OK,10/15/18 0:30,784037,OK,10/15/18 0:30,392869,OK,10/15/18 0:30,0,OK,10/15/18 0:30,37.48274231,OK,10/15/18 0:30,9725.805664,OK,10/15/18 0:30,508044064,OK,10/15/18 0:30,7.744643066,OK,10/15/18 0:30,179.5460968,OK,10/15/18 0:30,475.5227051,OK,
10/15/18 0:45,11.92886066,OK,10/15/18 0:45,614.6784668,OK,10/15/18 0:45,46714552,OK,10/15/18 0:45,52.78516388,OK,10/15/18 0:45,40.85630798,OK,10/15/18 0:45,1234.273904,OK,10/15/18 0:45,7379.163574,OK,10/15/18 0:45,560574624,OK,10/15/18 0:45,10219481,OK,10/15/18 0:45,1127914,OK,10/15/18 0:45,7254664,OK,10/15/18 0:45,12726843,OK,10/15/18 0:45,18675319,OK,10/15/18 0:45,12828124,OK,10/15/18 0:45,17416895,OK,10/15/18 0:45,11585696,OK,10/15/18 0:45,784044,OK,10/15/18 0:45,392871.625,OK,10/15/18 0:45,0,OK,10/15/18 0:45,41.72213745,OK,10/15/18 0:45,8347.217773,OK,10/15/18 0:45,508047360,OK,10/15/18 0:45,6.64432373,OK,10/15/18 0:45,178.6518097,OK,10/15/18 0:45,476.1778259,OK,
10/15/18 1:00,12.07195759,OK,10/15/18 1:00,640.25,OK,10/15/18 1:00,46714708,OK,10/15/18 1:00,53.06093597,OK,10/15/18 1:00,40.98897552,OK,10/15/18 1:00,1267.250475,OK,10/15/18 1:00,7682.10498,OK,10/15/18 1:00,560576496,OK,10/15/18 1:00,10219546,OK,10/15/18 1:00,1127920,OK,10/15/18 1:00,7254716,OK,10/15/18 1:00,12726934,OK,10/15/18 1:00,18675456,OK,10/15/18 1:00,12828189,OK,10/15/18 1:00,17417021,OK,10/15/18 1:00,11585761,OK,10/15/18 1:00,784051,OK,10/15/18 1:00,392874.125,OK,10/15/18 1:00,0,OK,10/15/18 1:00,49.655159,OK,10/15/18 1:00,14672.94629,OK,10/15/18 1:00,508050496,OK,10/15/18 1:00,11.67671582,OK,10/15/18 1:00,179.5624237,OK,10/15/18 1:00,476.9136963,OK,
10/15/18 1:15,11.94511509,OK,10/15/18 1:15,620.5183105,OK,10/15/18 1:15,46714868,OK,10/15/18 1:15,52.97622299,OK,10/15/18 1:15,41.03110504,OK,10/15/18 1:15,1252.063452,OK,10/15/18 1:15,7433.154785,OK,10/15/18 1:15,560578416,OK,10/15/18 1:15,10219609,OK,10/15/18 1:15,1127925,OK,10/15/18 1:15,7254767,OK,10/15/18 1:15,12727026,OK,10/15/18 1:15,18675593,OK,10/15/18 1:15,12828256,OK,10/15/18 1:15,17417146,OK,10/15/18 1:15,11585824,OK,10/15/18 1:15,784057,OK,10/15/18 1:15,392876.6875,OK,10/15/18 1:15,0,OK,10/15/18 1:15,44.82569122,OK,10/15/18 1:15,11534.80176,OK,10/15/18 1:15,508053696,OK,10/15/18 1:15,9.177913086,OK,10/15/18 1:15,180.486969,OK,10/15/18 1:15,477.473877,OK,
10/15/18 1:30,12.15476799,OK,10/15/18 1:30,681.765564,OK,10/15/18 1:30,46715032,OK,10/15/18 1:30,52.99759674,OK,10/15/18 1:30,40.84283066,OK,10/15/18 1:30,1350.812563,OK,10/15/18 1:30,8253.592529,OK,10/15/18 1:30,560580384,OK,10/15/18 1:30,10219671,OK,10/15/18 1:30,1127930,OK,10/15/18 1:30,7254819,OK,10/15/18 1:30,12727118,OK,10/15/18 1:30,18675729,OK,10/15/18 1:30,12828324,OK,10/15/18 1:30,17417272,OK,10/15/18 1:30,11585888,OK,10/15/18 1:30,784061,OK,10/15/18 1:30,392879.3438,OK,10/15/18 1:30,0,OK,10/15/18 1:30,45.82328033,OK,10/15/18 1:30,12214.59766,OK,10/15/18 1:30,508057024,OK,10/15/18 1:30,9.718625,OK,10/15/18 1:30,179.3871613,OK,10/15/18 1:30,477.2572021,OK,
10/15/18 1:45,12.39937401,OK,10/15/18 1:45,709.9327393,OK,10/15/18 1:45,46715200,OK,10/15/18 1:45,53.15805054,OK,10/15/18 1:45,40.75867462,OK,10/15/18 1:45,1367.517063,OK,10/15/18 1:45,8508.466553,OK,10/15/18 1:45,560582400,OK,10/15/18 1:45,10219734,OK,10/15/18 1:45,1127936,OK,10/15/18 1:45,7254870,OK,10/15/18 1:45,12727209,OK,10/15/18 1:45,18675866,OK,10/15/18 1:45,12828391,OK,10/15/18 1:45,17417398,OK,10/15/18 1:45,11585952,OK,10/15/18 1:45,784068,OK,10/15/18 1:45,392881.8125,OK,10/15/18 1:45,0,OK,10/15/18 1:45,48.97427368,OK,10/15/18 1:45,15252.74316,OK,10/15/18 1:45,508060128,OK,10/15/18 1:45,12.14006641,OK,10/15/18 1:45,181.0467224,OK,10/15/18 1:45,476.8644409,OK,
10/15/18 2:00,12.06968689,OK,10/15/18 2:00,727.9712524,OK,10/15/18 2:00,46715376,OK,10/15/18 2:00,53.05511475,OK,10/15/18 2:00,40.98542786,OK,10/15/18 2:00,1441.255778,OK,10/15/18 2:00,8729.393555,OK,10/15/18 2:00,560584512,OK,10/15/18 2:00,10219797,OK,10/15/18 2:00,1127941,OK,10/15/18 2:00,7254921,OK,10/15/18 2:00,12727301,OK,10/15/18 2:00,18676003,OK,10/15/18 2:00,12828458,OK,10/15/18 2:00,17417526,OK,10/15/18 2:00,11586016,OK,10/15/18 2:00,784074,OK,10/15/18 2:00,392884.4688,OK,10/15/18 2:00,0,OK,10/15/18 2:00,43.63508987,OK,10/15/18 2:00,8860.918945,OK,10/15/18 2:00,508063520,OK,10/15/18 2:00,7.053452637,OK,10/15/18 2:00,179.5587616,OK,10/15/18 2:00,476.2808838,OK,
10/15/18 2:15,11.65415955,OK,10/15/18 2:15,700.2626953,OK,10/15/18 2:15,46715552,OK,10/15/18 2:15,53.07932663,OK,10/15/18 2:15,41.42507935,OK,10/15/18 2:15,1441.333253,OK,10/15/18 2:15,8411.77002,OK,10/15/18 2:15,560586624,OK,10/15/18 2:15,10219858,OK,10/15/18 2:15,1127946,OK,10/15/18 2:15,7254972,OK,10/15/18 2:15,12727392,OK,10/15/18 2:15,18676141,OK,10/15/18 2:15,12828524,OK,10/15/18 2:15,17417654,OK,10/15/18 2:15,11586078,OK,10/15/18 2:15,784079,OK,10/15/18 2:15,392887.0313,OK,10/15/18 2:15,0,OK,10/15/18 2:15,58.2539444,OK,10/15/18 2:15,17477.73828,OK,10/15/18 2:15,508066688,OK,10/15/18 2:15,13.91622754,OK,10/15/18 2:15,180.0933075,OK,10/15/18 2:15,475.8161011,OK,
10/15/18 2:30,11.95765495,OK,10/15/18 2:30,751.7719116,OK,10/15/18 2:30,46715736,OK,10/15/18 2:30,53.2511673,OK,10/15/18 2:30,41.29351044,OK,10/15/18 2:30,1510.24596,OK,10/15/18 2:30,9054.875977,OK,10/15/18 2:30,560588832,OK,10/15/18 2:30,10219921,OK,10/15/18 2:30,1127951,OK,10/15/18 2:30,7255023,OK,10/15/18 2:30,12727484,OK,10/15/18 2:30,18676277,OK,10/15/18 2:30,12828589,OK,10/15/18 2:30,17417783,OK,10/15/18 2:30,11586142,OK,10/15/18 2:30,784085,OK,10/15/18 2:30,392889.625,OK,10/15/18 2:30,0,OK,10/15/18 2:30,55.58695221,OK,10/15/18 2:30,17851.57813,OK,10/15/18 2:30,508069984,OK,10/15/18 2:30,14.21372168,OK,10/15/18 2:30,179.5133209,OK,10/15/18 2:30,475.7354431,OK,
10/15/18 2:45,12.18811607,OK,10/15/18 2:45,821.3293457,OK,10/15/18 2:45,46715932,OK,10/15/18 2:45,53.26691437,OK,10/15/18 2:45,41.07879639,OK,10/15/18 2:45,1597.762684,OK,10/15/18 2:45,9855.300293,OK,10/15/18 2:45,560591184,OK,10/15/18 2:45,10219983,OK,10/15/18 2:45,1127957,OK,10/15/18 2:45,7255073,OK,10/15/18 2:45,12727575,OK,10/15/18 2:45,18676414,OK,10/15/18 2:45,12828658,OK,10/15/18 2:45,17417911,OK,10/15/18 2:45,11586205,OK,10/15/18 2:45,784090,OK,10/15/18 2:45,392892.1875,OK,10/15/18 2:45,0,OK,10/15/18 2:45,43.29634094,OK,10/15/18 2:45,10127.87402,OK,10/15/18 2:45,508073184,OK,10/15/18 2:45,8.062969238,OK,10/15/18 2:45,179.5865784,OK,10/15/18 2:45,476.0314331,OK,
10/15/18 3:00,12.17030144,OK,10/15/18 3:00,811.6421509,OK,10/15/18 3:00,46716136,OK,10/15/18 3:00,53.33785248,OK,10/15/18 3:00,41.16754913,OK,10/15/18 3:00,1593.67367,OK,10/15/18 3:00,9725.212646,OK,10/15/18 3:00,560593632,OK,10/15/18 3:00,10220045,OK,10/15/18 3:00,1127962,OK,10/15/18 3:00,7255123,OK,10/15/18 3:00,12727666,OK,10/15/18 3:00,18676551,OK,10/15/18 3:00,12828727,OK,10/15/18 3:00,17418037,OK,10/15/18 3:00,11586268,OK,10/15/18 3:00,784096,OK,10/15/18 3:00,392894.6563,OK,10/15/18 3:00,0,OK,10/15/18 3:00,47.40924454,OK,10/15/18 3:00,12912.65039,OK,10/15/18 3:00,508076288,OK,10/15/18 3:00,10.28275488,OK,10/15/18 3:00,180.7657623,OK,10/15/18 3:00,475.707489,OK,
10/15/18 3:15,12.30475712,OK,10/15/18 3:15,842.1776733,OK,10/15/18 3:15,46716344,OK,10/15/18 3:15,53.33580017,OK,10/15/18 3:15,41.03104401,OK,10/15/18 3:15,1645.876667,OK,10/15/18 3:15,10124.33789,OK,10/15/18 3:15,560596128,OK,10/15/18 3:15,10220104,OK,10/15/18 3:15,1127967,OK,10/15/18 3:15,7255173,OK,10/15/18 3:15,12727758,OK,10/15/18 3:15,18676688,OK,10/15/18 3:15,12828792,OK,10/15/18 3:15,17418162,OK,10/15/18 3:15,11586332,OK,10/15/18 3:15,784100,OK,10/15/18 3:15,392897.3438,OK,10/15/18 3:15,0,OK,10/15/18 3:15,48.84960938,OK,10/15/18 3:15,13571.23438,OK,10/15/18 3:15,508079680,OK,10/15/18 3:15,10.80950781,OK,10/15/18 3:15,178.8710938,OK,10/15/18 3:15,474.7991638,OK,
10/15/18 3:30,12.3737154,OK,10/15/18 3:30,874.6994019,OK,10/15/18 3:30,46716556,OK,10/15/18 3:30,53.36765289,OK,10/15/18 3:30,40.99393845,OK,10/15/18 3:30,1692.763412,OK,10/15/18 3:30,10504.06128,OK,10/15/18 3:30,560598720,OK,10/15/18 3:30,10220163,OK,10/15/18 3:30,1127972,OK,10/15/18 3:30,7255223,OK,10/15/18 3:30,12727850,OK,10/15/18 3:30,18676825,OK,10/15/18 3:30,12828861,OK,10/15/18 3:30,17418285,OK,10/15/18 3:30,11586395,OK,10/15/18 3:30,784104,OK,10/15/18 3:30,392899.875,OK,10/15/18 3:30,0,OK,10/15/18 3:30,41.33256531,OK,10/15/18 3:30,12226.53418,OK,10/15/18 3:30,508082848,OK,10/15/18 3:30,9.741204102,OK,10/15/18 3:30,180.2548828,OK,10/15/18 3:30,474.4801025,OK,
10/15/18 3:45,12.40648365,OK,10/15/18 3:45,906.2583008,OK,10/15/18 3:45,46716784,OK,10/15/18 3:45,53.46273804,OK,10/15/18 3:45,41.05625153,OK,10/15/18 3:45,1747.502918,OK,10/15/18 3:45,10878.61597,OK,10/15/18 3:45,560601408,OK,10/15/18 3:45,10220221,OK,10/15/18 3:45,1127978,OK,10/15/18 3:45,7255274,OK,10/15/18 3:45,12727941,OK,10/15/18 3:45,18676963,OK,10/15/18 3:45,12828928,OK,10/15/18 3:45,17418412,OK,10/15/18 3:45,11586459,OK,10/15/18 3:45,784108,OK,10/15/18 3:45,392902.4688,OK,10/15/18 3:45,0,OK,10/15/18 3:45,39.42948151,OK,10/15/18 3:45,9903.706055,OK,10/15/18 3:45,508086112,OK,10/15/18 3:45,7.892307129,OK,10/15/18 3:45,180.286087,OK,10/15/18 3:45,473.9929199,OK,
10/15/18 4:00,12.42868233,OK,10/15/18 4:00,928.0220337,OK,10/15/18 4:00,46717008,OK,10/15/18 4:00,53.44458771,OK,10/15/18 4:00,41.01590729,OK,10/15/18 4:00,1779.623222,OK,10/15/18 4:00,11136.02563,OK,10/15/18 4:00,560604096,OK,10/15/18 4:00,10220282,OK,10/15/18 4:00,1127983,OK,10/15/18 4:00,7255325,OK,10/15/18 4:00,12728032,OK,10/15/18 4:00,18677100,OK,10/15/18 4:00,12828994,OK,10/15/18 4:00,17418535,OK,10/15/18 4:00,11586522,OK,10/15/18 4:00,784114,OK,10/15/18 4:00,392905.0938,OK,10/15/18 4:00,0,OK,10/15/18 4:00,48.3842392,OK,10/15/18 4:00,14453.97363,OK,10/15/18 4:00,508089376,OK,10/15/18 4:00,11.51941699,OK,10/15/18 4:00,179.7279816,OK,10/15/18 4:00,473.6942139,OK,
10/15/18 4:15,12.46330833,OK,10/15/18 4:15,939.6668091,OK,10/15/18 4:15,46717244,OK,10/15/18 4:15,53.51496124,OK,10/15/18 4:15,41.051651,OK,10/15/18 4:15,1814.033546,OK,10/15/18 4:15,11361.67969,OK,10/15/18 4:15,560606928,OK,10/15/18 4:15,10220342,OK,10/15/18 4:15,1127988,OK,10/15/18 4:15,7255375,OK,10/15/18 4:15,12728123,OK,10/15/18 4:15,18677237,OK,10/15/18 4:15,12829062,OK,10/15/18 4:15,17418662,OK,10/15/18 4:15,11586586,OK,10/15/18 4:15,784120,OK,10/15/18 4:15,392907.7188,OK,10/15/18 4:15,0,OK,10/15/18 4:15,53.56240082,OK,10/15/18 4:15,14385.24414,OK,10/15/18 4:15,508092704,OK,10/15/18 4:15,11.46300391,OK,10/15/18 4:15,178.7013855,OK,10/15/18 4:15,473.7808228,OK,
10/15/18 4:30,12.54136276,OK,10/15/18 4:30,981.5213623,OK,10/15/18 4:30,46717488,OK,10/15/18 4:30,53.60797501,OK,10/15/18 4:30,41.06661224,OK,10/15/18 4:30,1871.962829,OK,10/15/18 4:30,11769.69067,OK,10/15/18 4:30,560609856,OK,10/15/18 4:30,10220401,OK,10/15/18 4:30,1127993,OK,10/15/18 4:30,7255426,OK,10/15/18 4:30,12728215,OK,10/15/18 4:30,18677373,OK,10/15/18 4:30,12829129,OK,10/15/18 4:30,17418789,OK,10/15/18 4:30,11586650,OK,10/15/18 4:30,784124,OK,10/15/18 4:30,392910.25,OK,10/15/18 4:30,0,OK,10/15/18 4:30,47.41495132,OK,10/15/18 4:30,11985.5,OK,10/15/18 4:30,508095872,OK,10/15/18 4:30,9.550125,OK,10/15/18 4:30,180.1274567,OK,10/15/18 4:30,474.2378845,OK,
10/15/18 4:45,12.75600529,OK,10/15/18 4:45,1004.863342,OK,10/15/18 4:45,46717740,OK,10/15/18 4:45,53.77354813,OK,10/15/18 4:45,41.01754379,OK,10/15/18 4:45,1886.19202,OK,10/15/18 4:45,12066.92285,OK,10/15/18 4:45,560612880,OK,10/15/18 4:45,10220463,OK,10/15/18 4:45,1127998,OK,10/15/18 4:45,7255476,OK,10/15/18 4:45,12728306,OK,10/15/18 4:45,18677506,OK,10/15/18 4:45,12829197,OK,10/15/18 4:45,17418916,OK,10/15/18 4:45,11586713,OK,10/15/18 4:45,784130,OK,10/15/18 4:45,392912.9063,OK,10/15/18 4:45,0,OK,10/15/18 4:45,49.58820724,OK,10/15/18 4:45,15148.08984,OK,10/15/18 4:45,508099200,OK,10/15/18 4:45,12.06703418,OK,10/15/18 4:45,179.3072968,OK,10/15/18 4:45,474.6166382,OK,
10/15/18 5:00,12.78418446,OK,10/15/18 5:00,1043.482788,OK,10/15/18 5:00,46717996,OK,10/15/18 5:00,53.84882355,OK,10/15/18 5:00,41.06464005,OK,10/15/18 5:00,1950.212441,OK,10/15/18 5:00,12520.19824,OK,10/15/18 5:00,560615952,OK,10/15/18 5:00,10220527,OK,10/15/18 5:00,1128004,OK,10/15/18 5:00,7255527,OK,10/15/18 5:00,12728397,OK,10/15/18 5:00,18677644,OK,10/15/18 5:00,12829265,OK,10/15/18 5:00,17419042,OK,10/15/18 5:00,11586779,OK,10/15/18 5:00,784137,OK,10/15/18 5:00,392915.4063,OK,10/15/18 5:00,0,OK,10/15/18 5:00,50.07191086,OK,10/15/18 5:00,13948.06055,OK,10/15/18 5:00,508102336,OK,10/15/18 5:00,11.11209277,OK,10/15/18 5:00,180.12883,OK,10/15/18 5:00,474.5948486,OK,
10/15/18 5:15,12.99613476,OK,10/15/18 5:15,1066.445557,OK,10/15/18 5:15,46718260,OK,10/15/18 5:15,54.06023407,OK,10/15/18 5:15,41.06410217,OK,10/15/18 5:15,1964.633953,OK,10/15/18 5:15,12802.6582,OK,10/15/18 5:15,560619120,OK,10/15/18 5:15,10220592,OK,10/15/18 5:15,1128012,OK,10/15/18 5:15,7255580,OK,10/15/18 5:15,12728486,OK,10/15/18 5:15,18677786,OK,10/15/18 5:15,12829345,OK,10/15/18 5:15,17419170,OK,10/15/18 5:15,11586849,OK,10/15/18 5:15,784144,OK,10/15/18 5:15,392918.0313,OK,10/15/18 5:15,0,OK,10/15/18 5:15,55.84126282,OK,10/15/18 5:15,14863.06348,OK,10/15/18 5:15,508105632,OK,10/15/18 5:15,11.84216504,OK,10/15/18 5:15,180.1820068,OK,10/15/18 5:15,474.4122009,OK,
10/15/18 5:30,12.86359501,OK,10/15/18 5:30,1095.569336,OK,10/15/18 5:30,46718536,OK,10/15/18 5:30,53.94261932,OK,10/15/18 5:30,41.07902527,OK,10/15/18 5:30,2046.427907,OK,10/15/18 5:30,13116.07031,OK,10/15/18 5:30,560622432,OK,10/15/18 5:30,10220656,OK,10/15/18 5:30,1128019,OK,10/15/18 5:30,7255633,OK,10/15/18 5:30,12728579,OK,10/15/18 5:30,18677930,OK,10/15/18 5:30,12829428,OK,10/15/18 5:30,17419298,OK,10/15/18 5:30,11586918,OK,10/15/18 5:30,784148,OK,10/15/18 5:30,392920.5938,OK,10/15/18 5:30,0,OK,10/15/18 5:30,41.00461578,OK,10/15/18 5:30,12845.47559,OK,10/15/18 5:30,508108864,OK,10/15/18 5:30,10.23758789,OK,10/15/18 5:30,180.0176849,OK,10/15/18 5:30,473.7365723,OK,
10/15/18 5:45,13.23678303,OK,10/15/18 5:45,1156.843872,OK,10/15/18 5:45,46718816,OK,10/15/18 5:45,54.27361679,OK,10/15/18 5:45,41.03683472,OK,10/15/18 5:45,2087.301511,OK,10/15/18 5:45,13840.64209,OK,10/15/18 5:45,560625792,OK,10/15/18 5:45,10220723,OK,10/15/18 5:45,1128027,OK,10/15/18 5:45,7255686,OK,10/15/18 5:45,12728672,OK,10/15/18 5:45,18678075,OK,10/15/18 5:45,12829512,OK,10/15/18 5:45,17419426,OK,10/15/18 5:45,11586989,OK,10/15/18 5:45,784153,OK,10/15/18 5:45,392923.2188,OK,10/15/18 5:45,0,OK,10/15/18 5:45,62.81414795,OK,10/15/18 5:45,15777.09473,OK,10/15/18 5:45,508112160,OK,10/15/18 5:45,12.57590723,OK,10/15/18 5:45,179.978775,OK,10/15/18 5:45,473.3964233,OK,
10/15/18 6:00,13.21453285,OK,10/15/18 6:00,1165.193359,OK,10/15/18 6:00,46719112,OK,10/15/18 6:00,54.27763748,OK,10/15/18 6:00,41.06310272,OK,10/15/18 6:00,2101.908964,OK,10/15/18 6:00,13964.69971,OK,10/15/18 6:00,560629344,OK,10/15/18 6:00,10220795,OK,10/15/18 6:00,1128035,OK,10/15/18 6:00,7255739,OK,10/15/18 6:00,12728766,OK,10/15/18 6:00,18678222,OK,10/15/18 6:00,12829594,OK,10/15/18 6:00,17419554,OK,10/15/18 6:00,11587059,OK,10/15/18 6:00,784162,OK,10/15/18 6:00,392925.8438,OK,10/15/18 6:00,0,OK,10/15/18 6:00,50.07141876,OK,10/15/18 6:00,15146.03711,OK,10/15/18 6:00,508115456,OK,10/15/18 6:00,12.0745752,OK,10/15/18 6:00,180.2392273,OK,10/15/18 6:00,473.1311035,OK,
10/15/18 6:15,13.43658066,OK,10/15/18 6:15,1239.028564,OK,10/15/18 6:15,46719412,OK,10/15/18 6:15,54.552948,OK,10/15/18 6:15,41.11636353,OK,10/15/18 6:15,2202.738585,OK,10/15/18 6:15,14850.61523,OK,10/15/18 6:15,560632992,OK,10/15/18 6:15,10220871,OK,10/15/18 6:15,1128044,OK,10/15/18 6:15,7255794,OK,10/15/18 6:15,12728861,OK,10/15/18 6:15,18678368,OK,10/15/18 6:15,12829675,OK,10/15/18 6:15,17419682,OK,10/15/18 6:15,11587131,OK,10/15/18 6:15,784171,OK,10/15/18 6:15,392928.5,OK,10/15/18 6:15,0,OK,10/15/18 6:15,41.52050018,OK,10/15/18 6:15,9773.854492,OK,10/15/18 6:15,508118752,OK,10/15/18 6:15,7.792249023,OK,10/15/18 6:15,179.8759613,OK,10/15/18 6:15,472.9202881,OK,
