OSU_RTS.MDBUS_E3.102_E1 Time [SNAP],OSU_RTS.MDBUS_E3.102_E1 Value [SNAP],OSU_RTS.MDBUS_E3.102_E1 Status [SNAP],OSU_RTS.MDBUS_RT.102_C Time [SNAP],OSU_RTS.MDBUS_RT.102_C Value [SNAP],OSU_RTS.MDBUS_RT.102_C Status [SNAP],OSU_RTS.MDBUS_RT.102_DP Time [SNAP],OSU_RTS.MDBUS_RT.102_DP Value [SNAP],OSU_RTS.MDBUS_RT.102_DP Status [SNAP],OSU_RTS.MDBUS_RT.102_I Time [SNAP],OSU_RTS.MDBUS_RT.102_I Value [SNAP],OSU_RTS.MDBUS_RT.102_I Status [SNAP],OSU_RTS.MDBUS_RT.102_P Time [SNAP],OSU_RTS.MDBUS_RT.102_P Value [SNAP],OSU_RTS.MDBUS_RT.102_P Status [SNAP],OSU_RTS.MDBUS_RT.102_T Time [SNAP],OSU_RTS.MDBUS_RT.102_T Value [SNAP],OSU_RTS.MDBUS_RT.102_T Status [SNAP],OSU_RTS.MDBUS_RT.102S_HF Time [SNAP],OSU_RTS.MDBUS_RT.102S_HF Value [SNAP],OSU_RTS.MDBUS_RT.102S_HF Status [SNAP],OSU_RTS.MDBUS_RT.102S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.102S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.102S_HGT Status [SNAP],Comments
10/20/18 12:00,279840,OK,10/20/18 12:00,318786.2188,OK,10/20/18 12:00,3.506403446,OK,10/20/18 12:00,0,OK,10/20/18 12:00,186.4597321,OK,10/20/18 12:00,364.8019409,OK,10/20/18 12:00,0,OK,10/20/18 12:00,691862.75,OK,
10/20/18 12:15,279846,OK,10/20/18 12:15,318798.0625,OK,10/20/18 12:15,0.61531198,OK,10/20/18 12:15,0,OK,10/20/18 12:15,184.2447968,OK,10/20/18 12:15,364.770813,OK,10/20/18 12:15,0,OK,10/20/18 12:15,691876.9375,OK,
10/20/18 12:30,279853,OK,10/20/18 12:30,318817.4688,OK,10/20/18 12:30,3.291866779,OK,10/20/18 12:30,0,OK,10/20/18 12:30,186.5711212,OK,10/20/18 12:30,365.0066833,OK,10/20/18 12:30,0,OK,10/20/18 12:30,691900.1875,OK,
10/20/18 12:45,279859,OK,10/20/18 12:45,318821.5625,OK,10/20/18 12:45,21.98675156,OK,10/20/18 12:45,0.10801387,OK,10/20/18 12:45,185.4922638,OK,10/20/18 12:45,364.9309082,OK,10/20/18 12:45,129.4343109,OK,10/20/18 12:45,691905.0625,OK,
10/20/18 13:00,279865,OK,10/20/18 13:00,318832.3125,OK,10/20/18 13:00,45.28794098,OK,10/20/18 13:00,0.320306946,OK,10/20/18 13:00,184.9428558,OK,10/20/18 13:00,364.9057007,OK,10/20/18 13:00,383.8150024,OK,10/20/18 13:00,691918,OK,
10/20/18 13:15,279872,OK,10/20/18 13:15,318843.7188,OK,10/20/18 13:15,36.82151794,OK,10/20/18 13:15,0.232034332,OK,10/20/18 13:15,185.0454102,OK,10/20/18 13:15,364.5947876,OK,10/20/18 13:15,278.0419312,OK,10/20/18 13:15,691931.625,OK,
10/20/18 13:30,279878,OK,10/20/18 13:30,318856.6875,OK,10/20/18 13:30,18.6713829,OK,10/20/18 13:30,0.088712914,OK,10/20/18 13:30,184.3134003,OK,10/20/18 13:30,363.983429,OK,10/20/18 13:30,106.2984695,OK,10/20/18 13:30,691947.1875,OK,
10/20/18 13:45,279885,OK,10/20/18 13:45,318869.3438,OK,10/20/18 13:45,4.752603531,OK,10/20/18 13:45,0,OK,10/20/18 13:45,183.3083649,OK,10/20/18 13:45,363.8250122,OK,10/20/18 13:45,0,OK,10/20/18 13:45,691962.3125,OK,
10/20/18 14:00,279891,OK,10/20/18 14:00,318880.4375,OK,10/20/18 14:00,15.49468422,OK,10/20/18 14:00,0.079747345,OK,10/20/18 14:00,187.2802429,OK,10/20/18 14:00,365.0175171,OK,10/20/18 14:00,95.57228088,OK,10/20/18 14:00,691975.625,OK,
10/20/18 14:15,279897,OK,10/20/18 14:15,318892.9688,OK,10/20/18 14:15,2.106521606,OK,10/20/18 14:15,0,OK,10/20/18 14:15,185.6676483,OK,10/20/18 14:15,364.4827881,OK,10/20/18 14:15,0,OK,10/20/18 14:15,691990.6875,OK,
10/20/18 14:30,279904,OK,10/20/18 14:30,318898.5625,OK,10/20/18 14:30,0.966074705,OK,10/20/18 14:30,0,OK,10/20/18 14:30,185.738205,OK,10/20/18 14:30,364.5645752,OK,10/20/18 14:30,0,OK,10/20/18 14:30,691997.375,OK,
10/20/18 14:45,279910,OK,10/20/18 14:45,318910.6875,OK,10/20/18 14:45,0.987701416,OK,10/20/18 14:45,0,OK,10/20/18 14:45,187.2334137,OK,10/20/18 14:45,365.2520142,OK,10/20/18 14:45,0,OK,10/20/18 14:45,692011.875,OK,
10/20/18 15:00,279916,OK,10/20/18 15:00,318922.2813,OK,10/20/18 15:00,8.356822014,OK,10/20/18 15:00,0,OK,10/20/18 15:00,185.877121,OK,10/20/18 15:00,364.5263062,OK,10/20/18 15:00,0,OK,10/20/18 15:00,692025.75,OK,
10/20/18 15:15,279923,OK,10/20/18 15:15,318930.5,OK,10/20/18 15:15,54.12731934,OK,10/20/18 15:15,0.401160522,OK,10/20/18 15:15,184.3559113,OK,10/20/18 15:15,364.763916,OK,10/20/18 15:15,480.6840515,OK,10/20/18 15:15,692035.625,OK,
10/20/18 15:30,279929,OK,10/20/18 15:30,318946.8438,OK,10/20/18 15:30,2.348041534,OK,10/20/18 15:30,0,OK,10/20/18 15:30,184.9071808,OK,10/20/18 15:30,364.5706482,OK,10/20/18 15:30,0,OK,10/20/18 15:30,692055.25,OK,
10/20/18 15:45,279935,OK,10/20/18 15:45,318952.875,OK,10/20/18 15:45,0.727458,OK,10/20/18 15:45,0,OK,10/20/18 15:45,184.7046509,OK,10/20/18 15:45,364.7161255,OK,10/20/18 15:45,0,OK,10/20/18 15:45,692062.4375,OK,
10/20/18 16:00,279942,OK,10/20/18 16:00,318964.8125,OK,10/20/18 16:00,1.049815893,OK,10/20/18 16:00,0,OK,10/20/18 16:00,187.027359,OK,10/20/18 16:00,364.9373779,OK,10/20/18 16:00,0,OK,10/20/18 16:00,692076.75,OK,
10/20/18 16:15,279948,OK,10/20/18 16:15,318977.2813,OK,10/20/18 16:15,1.663424969,OK,10/20/18 16:15,0,OK,10/20/18 16:15,186.5037994,OK,10/20/18 16:15,364.8556519,OK,10/20/18 16:15,0,OK,10/20/18 16:15,692091.6875,OK,
10/20/18 16:30,279955,OK,10/20/18 16:30,318989.25,OK,10/20/18 16:30,0.792948961,OK,10/20/18 16:30,0,OK,10/20/18 16:30,185.6167145,OK,10/20/18 16:30,365.0055542,OK,10/20/18 16:30,0,OK,10/20/18 16:30,692106,OK,
10/20/18 16:45,279961,OK,10/20/18 16:45,319001.0938,OK,10/20/18 16:45,9.16252327,OK,10/20/18 16:45,0,OK,10/20/18 16:45,185.1554413,OK,10/20/18 16:45,364.6104126,OK,10/20/18 16:45,0,OK,10/20/18 16:45,692120.25,OK,
10/20/18 17:00,279968,OK,10/20/18 17:00,319017.3125,OK,10/20/18 17:00,22.04998016,OK,10/20/18 17:00,0.10817482,OK,10/20/18 17:00,184.881546,OK,10/20/18 17:00,364.4645996,OK,10/20/18 17:00,129.6227264,OK,10/20/18 17:00,692139.625,OK,
10/20/18 17:15,279974,OK,10/20/18 17:15,319029.625,OK,10/20/18 17:15,26.30496025,OK,10/20/18 17:15,0.136587952,OK,10/20/18 17:15,184.6843719,OK,10/20/18 17:15,364.2665405,OK,10/20/18 17:15,163.6674347,OK,10/20/18 17:15,692154.375,OK,
10/20/18 17:30,279980,OK,10/20/18 17:30,319043.5,OK,10/20/18 17:30,8.231140137,OK,10/20/18 17:30,0,OK,10/20/18 17:30,186.2876434,OK,10/20/18 17:30,365.0575562,OK,10/20/18 17:30,0,OK,10/20/18 17:30,692171,OK,
10/20/18 17:45,279988,OK,10/20/18 17:45,319055.75,OK,10/20/18 17:45,0.887408614,OK,10/20/18 17:45,0,OK,10/20/18 17:45,185.1420746,OK,10/20/18 17:45,364.642395,OK,10/20/18 17:45,0,OK,10/20/18 17:45,692185.6875,OK,
10/20/18 18:00,279995,OK,10/20/18 18:00,319067.6563,OK,10/20/18 18:00,0.592851579,OK,10/20/18 18:00,0,OK,10/20/18 18:00,182.6078033,OK,10/20/18 18:00,363.942688,OK,10/20/18 18:00,0,OK,10/20/18 18:00,692200,OK,
10/20/18 18:15,279999,OK,10/20/18 18:15,319084.6563,OK,10/20/18 18:15,12.12845612,OK,10/20/18 18:15,0.069180229,OK,10/20/18 18:15,183.0006866,OK,10/20/18 18:15,363.7093506,OK,10/20/18 18:15,82.88751984,OK,10/20/18 18:15,692220.375,OK,
10/20/18 18:30,280004,OK,10/20/18 18:30,319111.0938,OK,10/20/18 18:30,18.76644135,OK,10/20/18 18:30,0.088656273,OK,10/20/18 18:30,179.5322113,OK,10/20/18 18:30,362.3454895,OK,10/20/18 18:30,106.200882,OK,10/20/18 18:30,692252,OK,
10/20/18 18:45,280009,OK,10/20/18 18:45,319130.6875,OK,10/20/18 18:45,10.83872318,OK,10/20/18 18:45,0.065280594,OK,10/20/18 18:45,182.8316498,OK,10/20/18 18:45,363.6309814,OK,10/20/18 18:45,78.21443176,OK,10/20/18 18:45,692275.5,OK,
10/20/18 19:00,280013,OK,10/20/18 19:00,319144.1875,OK,10/20/18 19:00,0.560724199,OK,10/20/18 19:00,0,OK,10/20/18 19:00,181.970932,OK,10/20/18 19:00,363.5837708,OK,10/20/18 19:00,0,OK,10/20/18 19:00,692291.6875,OK,
10/20/18 19:15,280017,OK,10/20/18 19:15,319170.0313,OK,10/20/18 19:15,11.58699608,OK,10/20/18 19:15,0.069130661,OK,10/20/18 19:15,185.7700348,OK,10/20/18 19:15,364.4500732,OK,10/20/18 19:15,82.84168243,OK,10/20/18 19:15,692322.625,OK,
10/20/18 19:30,280020,OK,10/20/18 19:30,319183.5938,OK,10/20/18 19:30,1.148790598,OK,10/20/18 19:30,0,OK,10/20/18 19:30,182.4162445,OK,10/20/18 19:30,363.5286865,OK,10/20/18 19:30,0,OK,10/20/18 19:30,692338.875,OK,
10/20/18 19:45,280024,OK,10/20/18 19:45,319209.4063,OK,10/20/18 19:45,5.768696785,OK,10/20/18 19:45,0,OK,10/20/18 19:45,184.7947235,OK,10/20/18 19:45,363.4452209,OK,10/20/18 19:45,0,OK,10/20/18 19:45,692369.8125,OK,
10/20/18 20:00,280028,OK,10/20/18 20:00,319231.9688,OK,10/20/18 20:00,22.8471756,OK,10/20/18 20:00,0.111174896,OK,10/20/18 20:00,180.2425385,OK,10/20/18 20:00,362.4847412,OK,10/20/18 20:00,133.181488,OK,10/20/18 20:00,692396.8125,OK,
10/20/18 20:15,280032,OK,10/20/18 20:15,319245.625,OK,10/20/18 20:15,0.806016207,OK,10/20/18 20:15,0,OK,10/20/18 20:15,181.7635956,OK,10/20/18 20:15,363.1943359,OK,10/20/18 20:15,0,OK,10/20/18 20:15,692413.1875,OK,
10/20/18 20:30,280035,OK,10/20/18 20:30,319270.5938,OK,10/20/18 20:30,9.901325226,OK,10/20/18 20:30,0,OK,10/20/18 20:30,185.3517303,OK,10/20/18 20:30,364.2415466,OK,10/20/18 20:30,0,OK,10/20/18 20:30,692443.125,OK,
10/20/18 20:45,280039,OK,10/20/18 20:45,319290.8125,OK,10/20/18 20:45,48.49869537,OK,10/20/18 20:45,0.332766754,OK,10/20/18 20:45,178.5800934,OK,10/20/18 20:45,362.0581665,OK,10/20/18 20:45,398.5978088,OK,10/20/18 20:45,692467.375,OK,
10/20/18 21:00,280043,OK,10/20/18 21:00,319307.375,OK,10/20/18 21:00,1.160043478,OK,10/20/18 21:00,0,OK,10/20/18 21:00,182.6706085,OK,10/20/18 21:00,363.6425171,OK,10/20/18 21:00,0,OK,10/20/18 21:00,692487.1875,OK,
10/20/18 21:15,280047,OK,10/20/18 21:15,319333.625,OK,10/20/18 21:15,2.384131432,OK,10/20/18 21:15,0,OK,10/20/18 21:15,182.3773956,OK,10/20/18 21:15,363.2406006,OK,10/20/18 21:15,0,OK,10/20/18 21:15,692518.625,OK,
10/20/18 21:30,280050,OK,10/20/18 21:30,319357.75,OK,10/20/18 21:30,18.14387512,OK,10/20/18 21:30,0.086253593,OK,10/20/18 21:30,179.5107269,OK,10/20/18 21:30,362.3956299,OK,10/20/18 21:30,103.3224564,OK,10/20/18 21:30,692547.5,OK,
10/20/18 21:45,280054,OK,10/20/18 21:45,319377.125,OK,10/20/18 21:45,16.90815353,OK,10/20/18 21:45,0.082536255,OK,10/20/18 21:45,180.8115082,OK,10/20/18 21:45,362.2251587,OK,10/20/18 21:45,98.87725067,OK,10/20/18 21:45,692570.6875,OK,
10/20/18 22:00,280058,OK,10/20/18 22:00,319394.9063,OK,10/20/18 22:00,47.43924713,OK,10/20/18 22:00,0.325354095,OK,10/20/18 22:00,181.6360779,OK,10/20/18 22:00,363.0073242,OK,10/20/18 22:00,389.7882996,OK,10/20/18 22:00,692592,OK,
10/20/18 22:15,280062,OK,10/20/18 22:15,319417.0938,OK,10/20/18 22:15,2.012531757,OK,10/20/18 22:15,0,OK,10/20/18 22:15,183.4357147,OK,10/20/18 22:15,363.2572021,OK,10/20/18 22:15,0,OK,10/20/18 22:15,692618.625,OK,
10/20/18 22:30,280065,OK,10/20/18 22:30,319440.5313,OK,10/20/18 22:30,11.35519218,OK,10/20/18 22:30,0.06606443,OK,10/20/18 22:30,179.6053619,OK,10/20/18 22:30,362.164978,OK,10/20/18 22:30,79.13851166,OK,10/20/18 22:30,692646.6875,OK,
10/20/18 22:45,280069,OK,10/20/18 22:45,319466.4688,OK,10/20/18 22:45,24.39582634,OK,10/20/18 22:45,0.122423141,OK,10/20/18 22:45,181.2147675,OK,10/20/18 22:45,362.1529541,OK,10/20/18 22:45,146.6646271,OK,10/20/18 22:45,692677.75,OK,
10/20/18 23:00,280073,OK,10/20/18 23:00,319488.4063,OK,10/20/18 23:00,19.7760582,OK,10/20/18 23:00,0.089553406,OK,10/20/18 23:00,174.1009064,OK,10/20/18 23:00,359.5599976,OK,10/20/18 23:00,107.2383881,OK,10/20/18 23:00,692704,OK,
10/20/18 23:15,280076,OK,10/20/18 23:15,319515.0625,OK,10/20/18 23:15,20.52238846,OK,10/20/18 23:15,0.093896866,OK,10/20/18 23:15,175.9532318,OK,10/20/18 23:15,360.5258484,OK,10/20/18 23:15,112.4551697,OK,10/20/18 23:15,692735.9375,OK,
10/20/18 23:30,280080,OK,10/20/18 23:30,319535.7813,OK,10/20/18 23:30,1.679723501,OK,10/20/18 23:30,0,OK,10/20/18 23:30,176.5450134,OK,10/20/18 23:30,360.7565918,OK,10/20/18 23:30,0,OK,10/20/18 23:30,692760.8125,OK,
10/20/18 23:45,280084,OK,10/20/18 23:45,319562.8438,OK,10/20/18 23:45,10.28359604,OK,10/20/18 23:45,0.031849712,OK,10/20/18 23:45,174.9241486,OK,10/20/18 23:45,360.2879639,OK,10/20/18 23:45,38.14207077,OK,10/20/18 23:45,692793.1875,OK,
10/21/18 0:00,280087,OK,10/21/18 0:00,319577.2188,OK,10/21/18 0:00,38.63970947,OK,10/21/18 0:00,0.238604919,OK,10/21/18 0:00,174.3875885,OK,10/21/18 0:00,360.2038269,OK,10/21/18 0:00,285.7313232,OK,10/21/18 0:00,692810.4375,OK,
10/21/18 0:15,280091,OK,10/21/18 0:15,319603.5625,OK,10/21/18 0:15,2.035172462,OK,10/21/18 0:15,0,OK,10/21/18 0:15,175.5337067,OK,10/21/18 0:15,359.9152222,OK,10/21/18 0:15,0,OK,10/21/18 0:15,692841.9375,OK,
10/21/18 0:30,280095,OK,10/21/18 0:30,319628.1875,OK,10/21/18 0:30,6.34163475,OK,10/21/18 0:30,0,OK,10/21/18 0:30,173.0684052,OK,10/21/18 0:30,359.3299561,OK,10/21/18 0:30,0,OK,10/21/18 0:30,692871.4375,OK,
10/21/18 0:45,280099,OK,10/21/18 0:45,319652.2813,OK,10/21/18 0:45,13.36128044,OK,10/21/18 0:45,0.071480858,OK,10/21/18 0:45,176.0187988,OK,10/21/18 0:45,360.2807007,OK,10/21/18 0:45,85.60905457,OK,10/21/18 0:45,692900.3125,OK,
10/21/18 1:00,280102,OK,10/21/18 1:00,319672.1875,OK,10/21/18 1:00,25.6903286,OK,10/21/18 1:00,0.129276947,OK,10/21/18 1:00,175.2673492,OK,10/21/18 1:00,359.8067017,OK,10/21/18 1:00,154.8215637,OK,10/21/18 1:00,692924.125,OK,
10/21/18 1:15,280107,OK,10/21/18 1:15,319698.625,OK,10/21/18 1:15,13.8921442,OK,10/21/18 1:15,0.072425568,OK,10/21/18 1:15,173.0782318,OK,10/21/18 1:15,359.1868896,OK,10/21/18 1:15,86.7207489,OK,10/21/18 1:15,692955.75,OK,
10/21/18 1:30,280110,OK,10/21/18 1:30,319723.4375,OK,10/21/18 1:30,30.09091568,OK,10/21/18 1:30,0.160193329,OK,10/21/18 1:30,174.5444489,OK,10/21/18 1:30,359.9012756,OK,10/21/18 1:30,191.8353577,OK,10/21/18 1:30,692985.5,OK,
10/21/18 1:45,280114,OK,10/21/18 1:45,319745.125,OK,10/21/18 1:45,1.890875816,OK,10/21/18 1:45,0,OK,10/21/18 1:45,174.8686371,OK,10/21/18 1:45,359.9440308,OK,10/21/18 1:45,0,OK,10/21/18 1:45,693011.4375,OK,
10/21/18 2:00,280118,OK,10/21/18 2:00,319772.125,OK,10/21/18 2:00,9.145994186,OK,10/21/18 2:00,0,OK,10/21/18 2:00,173.1927795,OK,10/21/18 2:00,359.0440674,OK,10/21/18 2:00,0,OK,10/21/18 2:00,693043.8125,OK,
10/21/18 2:15,280121,OK,10/21/18 2:15,319795.5938,OK,10/21/18 2:15,53.84304428,OK,10/21/18 2:15,0.38519574,OK,10/21/18 2:15,172.0521088,OK,10/21/18 2:15,359.8306274,OK,10/21/18 2:15,461.1850891,OK,10/21/18 2:15,693071.875,OK,
10/21/18 2:30,280125,OK,10/21/18 2:30,319818.8125,OK,10/21/18 2:30,13.21298409,OK,10/21/18 2:30,0.071156616,OK,10/21/18 2:30,175.2673187,OK,10/21/18 2:30,359.7302856,OK,10/21/18 2:30,85.21698761,OK,10/21/18 2:30,693099.6875,OK,
10/21/18 2:45,280129,OK,10/21/18 2:45,319840.1875,OK,10/21/18 2:45,1.59927392,OK,10/21/18 2:45,0,OK,10/21/18 2:45,175.2990875,OK,10/21/18 2:45,359.9005127,OK,10/21/18 2:45,0,OK,10/21/18 2:45,693125.3125,OK,
10/21/18 3:00,280132,OK,10/21/18 3:00,319866.5938,OK,10/21/18 3:00,3.47162056,OK,10/21/18 3:00,0,OK,10/21/18 3:00,173.7996979,OK,10/21/18 3:00,359.2667847,OK,10/21/18 3:00,0,OK,10/21/18 3:00,693156.9375,OK,
10/21/18 3:15,280136,OK,10/21/18 3:15,319892.2188,OK,10/21/18 3:15,23.61876297,OK,10/21/18 3:15,0.118088837,OK,10/21/18 3:15,173.5305634,OK,10/21/18 3:15,359.375885,OK,10/21/18 3:15,141.4022064,OK,10/21/18 3:15,693187.625,OK,
10/21/18 3:30,280140,OK,10/21/18 3:30,319916.4375,OK,10/21/18 3:30,50.73084641,OK,10/21/18 3:30,0.348982788,OK,10/21/18 3:30,172.980011,OK,10/21/18 3:30,359.6087646,OK,10/21/18 3:30,417.8606567,OK,10/21/18 3:30,693216.5625,OK,
10/21/18 3:45,280144,OK,10/21/18 3:45,319939.4688,OK,10/21/18 3:45,14.83673859,OK,10/21/18 3:45,0.07532637,OK,10/21/18 3:45,174.2424774,OK,10/21/18 3:45,359.9593811,OK,10/21/18 3:45,90.2028656,OK,10/21/18 3:45,693244.1875,OK,
10/21/18 4:00,280147,OK,10/21/18 4:00,319961.7813,OK,10/21/18 4:00,38.0470047,OK,10/21/18 4:00,0.232953552,OK,10/21/18 4:00,174.0752869,OK,10/21/18 4:00,359.7570801,OK,10/21/18 4:00,278.9564819,OK,10/21/18 4:00,693270.875,OK,
10/21/18 4:15,280151,OK,10/21/18 4:15,319987.125,OK,10/21/18 4:15,2.065649986,OK,10/21/18 4:15,0,OK,10/21/18 4:15,172.7599335,OK,10/21/18 4:15,359.5247192,OK,10/21/18 4:15,0,OK,10/21/18 4:15,693301.25,OK,
10/21/18 4:30,280155,OK,10/21/18 4:30,320013.9063,OK,10/21/18 4:30,5.720795631,OK,10/21/18 4:30,0,OK,10/21/18 4:30,173.4429016,OK,10/21/18 4:30,359.2874146,OK,10/21/18 4:30,0,OK,10/21/18 4:30,693333.25,OK,
10/21/18 4:45,280158,OK,10/21/18 4:45,320034.875,OK,10/21/18 4:45,46.78540039,OK,10/21/18 4:45,0.311382996,OK,10/21/18 4:45,171.9743195,OK,10/21/18 4:45,359.156189,OK,10/21/18 4:45,372.8085938,OK,10/21/18 4:45,693358.4375,OK,
10/21/18 5:00,280162,OK,10/21/18 5:00,320062.0625,OK,10/21/18 5:00,4.886341095,OK,10/21/18 5:00,0,OK,10/21/18 5:00,174.0023346,OK,10/21/18 5:00,360.0076294,OK,10/21/18 5:00,0,OK,10/21/18 5:00,693390.9375,OK,
10/21/18 5:15,280166,OK,10/21/18 5:15,320088.125,OK,10/21/18 5:15,11.69047737,OK,10/21/18 5:15,0.06602298,OK,10/21/18 5:15,175.6996918,OK,10/21/18 5:15,360.2148438,OK,10/21/18 5:15,79.070961,OK,10/21/18 5:15,693422.1875,OK,
10/21/18 5:30,280169,OK,10/21/18 5:30,320112.6875,OK,10/21/18 5:30,36.12429047,OK,10/21/18 5:30,0.217596039,OK,10/21/18 5:30,178.2491608,OK,10/21/18 5:30,361.2292786,OK,10/21/18 5:30,260.6379089,OK,10/21/18 5:30,693451.5625,OK,
10/21/18 5:45,280173,OK,10/21/18 5:45,320133.5938,OK,10/21/18 5:45,31.64228821,OK,10/21/18 5:45,0.182969116,OK,10/21/18 5:45,177.5074005,OK,10/21/18 5:45,361.0921631,OK,10/21/18 5:45,219.1522064,OK,10/21/18 5:45,693476.625,OK,
10/21/18 6:00,280177,OK,10/21/18 6:00,320155.6875,OK,10/21/18 6:00,1.081531286,OK,10/21/18 6:00,0,OK,10/21/18 6:00,178.0759735,OK,10/21/18 6:00,361.054657,OK,10/21/18 6:00,0,OK,10/21/18 6:00,693503.0625,OK,
10/21/18 6:15,280180,OK,10/21/18 6:15,320181.5,OK,10/21/18 6:15,2.156617165,OK,10/21/18 6:15,0,OK,10/21/18 6:15,175.964035,OK,10/21/18 6:15,360.5353088,OK,10/21/18 6:15,0,OK,10/21/18 6:15,693534,OK,
10/21/18 6:30,280184,OK,10/21/18 6:30,320207.9688,OK,10/21/18 6:30,4.303380966,OK,10/21/18 6:30,0,OK,10/21/18 6:30,177.5037079,OK,10/21/18 6:30,361.004303,OK,10/21/18 6:30,0,OK,10/21/18 6:30,693565.6875,OK,
10/21/18 6:45,280188,OK,10/21/18 6:45,320234.7813,OK,10/21/18 6:45,4.58692646,OK,10/21/18 6:45,0,OK,10/21/18 6:45,176.9305878,OK,10/21/18 6:45,361.1266479,OK,10/21/18 6:45,0,OK,10/21/18 6:45,693597.8125,OK,
10/21/18 7:00,280191,OK,10/21/18 7:00,320262.625,OK,10/21/18 7:00,7.894151688,OK,10/21/18 7:00,0,OK,10/21/18 7:00,178.2230988,OK,10/21/18 7:00,361.0361938,OK,10/21/18 7:00,0,OK,10/21/18 7:00,693631.125,OK,
10/21/18 7:15,280197,OK,10/21/18 7:15,320289.875,OK,10/21/18 7:15,7.931995392,OK,10/21/18 7:15,0,OK,10/21/18 7:15,176.8796234,OK,10/21/18 7:15,360.8197021,OK,10/21/18 7:15,0,OK,10/21/18 7:15,693663.8125,OK,
10/21/18 7:30,280202,OK,10/21/18 7:30,320331.5938,OK,10/21/18 7:30,17.46498108,OK,10/21/18 7:30,0.08309446,OK,10/21/18 7:30,175.7336578,OK,10/21/18 7:30,361.8728333,OK,10/21/18 7:30,99.51643372,OK,10/21/18 7:30,693713.75,OK,
10/21/18 7:45,280208,OK,10/21/18 7:45,320376.7813,OK,10/21/18 7:45,13.35346889,OK,10/21/18 7:45,0.0714048,OK,10/21/18 7:45,175.8098602,OK,10/21/18 7:45,370.7489624,OK,10/21/18 7:45,85.5169754,OK,10/21/18 7:45,693767.875,OK,
10/21/18 8:00,280213,OK,10/21/18 8:00,320427.1875,OK,10/21/18 8:00,61.8240509,OK,10/21/18 8:00,0.484468048,OK,10/21/18 8:00,173.1766205,OK,10/21/18 8:00,377.9282837,OK,10/21/18 8:00,580.6410522,OK,10/21/18 8:00,693828.25,OK,
10/21/18 8:15,280218,OK,10/21/18 8:15,320477.4063,OK,10/21/18 8:15,20.53985214,OK,10/21/18 8:15,0.093529816,OK,10/21/18 8:15,177.4189911,OK,10/21/18 8:15,384.600769,OK,10/21/18 8:15,112.4203262,OK,10/21/18 8:15,693888.5,OK,
10/21/18 8:30,280224,OK,10/21/18 8:30,320524.6563,OK,10/21/18 8:30,11.64398003,OK,10/21/18 8:30,0.06566037,OK,10/21/18 8:30,176.5753632,OK,10/21/18 8:30,386.7294006,OK,10/21/18 8:30,79.01879883,OK,10/21/18 8:30,693945.3125,OK,
10/21/18 8:45,280229,OK,10/21/18 8:45,320569.3125,OK,10/21/18 8:45,10.07890892,OK,10/21/18 8:45,0,OK,10/21/18 8:45,177.2776642,OK,10/21/18 8:45,384.4178467,OK,10/21/18 8:45,0,OK,10/21/18 8:45,693999,OK,
10/21/18 9:00,280234,OK,10/21/18 9:00,320617.2813,OK,10/21/18 9:00,60.55150604,OK,10/21/18 9:00,0.469019958,OK,10/21/18 9:00,174.7537994,OK,10/21/18 9:00,383.9245605,OK,10/21/18 9:00,563.7735596,OK,10/21/18 9:00,694056.5625,OK,
10/21/18 9:15,280239,OK,10/21/18 9:15,320665.8125,OK,10/21/18 9:15,30.72257614,OK,10/21/18 9:15,0.166130569,OK,10/21/18 9:15,176.5332947,OK,10/21/18 9:15,384.7253418,OK,10/21/18 9:15,199.7242279,OK,10/21/18 9:15,694115,OK,
10/21/18 9:30,280245,OK,10/21/18 9:30,320712.75,OK,10/21/18 9:30,47.46987915,OK,10/21/18 9:30,0.317954407,OK,10/21/18 9:30,174.3265228,OK,10/21/18 9:30,386.2106323,OK,10/21/18 9:30,382.6669617,OK,10/21/18 9:30,694171.4375,OK,
10/21/18 9:45,280250,OK,10/21/18 9:45,320754.125,OK,10/21/18 9:45,5.362663746,OK,10/21/18 9:45,0,OK,10/21/18 9:45,176.7437134,OK,10/21/18 9:45,385.0485229,OK,10/21/18 9:45,0,OK,10/21/18 9:45,694221.1875,OK,
10/21/18 10:00,280255,OK,10/21/18 10:00,320800.0938,OK,10/21/18 10:00,48.93445206,OK,10/21/18 10:00,0.333695618,OK,10/21/18 10:00,176.6116791,OK,10/21/18 10:00,385.2921753,OK,10/21/18 10:00,401.2865906,OK,10/21/18 10:00,694276.5,OK,
10/21/18 10:15,280260,OK,10/21/18 10:15,320849.3438,OK,10/21/18 10:15,53.73995972,OK,10/21/18 10:15,0.394536804,OK,10/21/18 10:15,175.6094818,OK,10/21/18 10:15,385.4325562,OK,10/21/18 10:15,474.5598755,OK,10/21/18 10:15,694335.75,OK,
10/21/18 10:30,280266,OK,10/21/18 10:30,320898.1563,OK,10/21/18 10:30,25.09121704,OK,10/21/18 10:30,0.124917839,OK,10/21/18 10:30,176.5128937,OK,10/21/18 10:30,387.9017029,OK,10/21/18 10:30,150.4264069,OK,10/21/18 10:30,694394.5,OK,
