OSU_RTS.MDBUS_E3.102_E1 Time [SNAP],OSU_RTS.MDBUS_E3.102_E1 Value [SNAP],OSU_RTS.MDBUS_E3.102_E1 Status [SNAP],OSU_RTS.MDBUS_RT.102_C Time [SNAP],OSU_RTS.MDBUS_RT.102_C Value [SNAP],OSU_RTS.MDBUS_RT.102_C Status [SNAP],OSU_RTS.MDBUS_RT.102_DP Time [SNAP],OSU_RTS.MDBUS_RT.102_DP Value [SNAP],OSU_RTS.MDBUS_RT.102_DP Status [SNAP],OSU_RTS.MDBUS_RT.102_I Time [SNAP],OSU_RTS.MDBUS_RT.102_I Value [SNAP],OSU_RTS.MDBUS_RT.102_I Status [SNAP],OSU_RTS.MDBUS_RT.102_P Time [SNAP],OSU_RTS.MDBUS_RT.102_P Value [SNAP],OSU_RTS.MDBUS_RT.102_P Status [SNAP],OSU_RTS.MDBUS_RT.102_T Time [SNAP],OSU_RTS.MDBUS_RT.102_T Value [SNAP],OSU_RTS.MDBUS_RT.102_T Status [SNAP],OSU_RTS.MDBUS_RT.102S_HF Time [SNAP],OSU_RTS.MDBUS_RT.102S_HF Value [SNAP],OSU_RTS.MDBUS_RT.102S_HF Status [SNAP],OSU_RTS.MDBUS_RT.102S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.102S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.102S_HGT Status [SNAP],Comments
10/21/18 10:45,280271,OK,10/21/18 10:45,320941.3125,OK,10/21/18 10:45,49.93312836,OK,10/21/18 10:45,0.335866791,OK,10/21/18 10:45,175.8704224,OK,10/21/18 10:45,387.0755005,OK,10/21/18 10:45,404.31427,OK,10/21/18 10:45,694446.375,OK,
10/21/18 11:00,280276,OK,10/21/18 11:00,320978.7188,OK,10/21/18 11:00,2.257054806,OK,10/21/18 11:00,0,OK,10/21/18 11:00,177.1631927,OK,10/21/18 11:00,381.8812561,OK,10/21/18 11:00,0,OK,10/21/18 11:00,694491.375,OK,
10/21/18 11:15,280281,OK,10/21/18 11:15,321018.7188,OK,10/21/18 11:15,32.12705231,OK,10/21/18 11:15,0.180383942,OK,10/21/18 11:15,177.0561371,OK,10/21/18 11:15,377.8642883,OK,10/21/18 11:15,216.049881,OK,10/21/18 11:15,694539.375,OK,
10/21/18 11:30,280287,OK,10/21/18 11:30,321066.25,OK,10/21/18 11:30,58.23598862,OK,10/21/18 11:30,0.441891479,OK,10/21/18 11:30,174.9904633,OK,10/21/18 11:30,380.8514404,OK,10/21/18 11:30,530.296814,OK,10/21/18 11:30,694596.375,OK,
10/21/18 11:45,280292,OK,10/21/18 11:45,321112.1875,OK,10/21/18 11:45,12.40781784,OK,10/21/18 11:45,0.068682137,OK,10/21/18 11:45,176.8069458,OK,10/21/18 11:45,384.3416138,OK,10/21/18 11:45,82.55062866,OK,10/21/18 11:45,694651.4375,OK,
10/21/18 12:00,280297,OK,10/21/18 12:00,321151.75,OK,10/21/18 12:00,6.241128922,OK,10/21/18 12:00,0,OK,10/21/18 12:00,177.8900604,OK,10/21/18 12:00,381.7516479,OK,10/21/18 12:00,0,OK,10/21/18 12:00,694698.9375,OK,
10/21/18 12:15,280303,OK,10/21/18 12:15,321191.7813,OK,10/21/18 12:15,13.69382763,OK,10/21/18 12:15,0.051993816,OK,10/21/18 12:15,177.8374634,OK,10/21/18 12:15,379.4840088,OK,10/21/18 12:15,62.27712631,OK,10/21/18 12:15,694747,OK,
10/21/18 12:30,280308,OK,10/21/18 12:30,321233,OK,10/21/18 12:30,54.38911438,OK,10/21/18 12:30,0.395861267,OK,10/21/18 12:30,175.2101288,OK,10/21/18 12:30,376.3085022,OK,10/21/18 12:30,474.0797424,OK,10/21/18 12:30,694796.4375,OK,
10/21/18 12:45,280313,OK,10/21/18 12:45,321277.2188,OK,10/21/18 12:45,19.44281387,OK,10/21/18 12:45,0.089192566,OK,10/21/18 12:45,177.2759094,OK,10/21/18 12:45,378.0371399,OK,10/21/18 12:45,106.8293381,OK,10/21/18 12:45,694849.375,OK,
10/21/18 13:00,280318,OK,10/21/18 13:00,321322.625,OK,10/21/18 13:00,13.73384953,OK,10/21/18 13:00,0.07316523,OK,10/21/18 13:00,177.1203461,OK,10/21/18 13:00,381.1659546,OK,10/21/18 13:00,87.63233948,OK,10/21/18 13:00,694903.8125,OK,
10/21/18 13:15,280323,OK,10/21/18 13:15,321361.125,OK,10/21/18 13:15,9.168403625,OK,10/21/18 13:15,0,OK,10/21/18 13:15,179.0364532,OK,10/21/18 13:15,378.6010132,OK,10/21/18 13:15,0,OK,10/21/18 13:15,694949.875,OK,
10/21/18 13:30,280329,OK,10/21/18 13:30,321398.9063,OK,10/21/18 13:30,4.716597557,OK,10/21/18 13:30,0,OK,10/21/18 13:30,178.8284149,OK,10/21/18 13:30,375.8845825,OK,10/21/18 13:30,0,OK,10/21/18 13:30,694995.1875,OK,
10/21/18 13:45,280334,OK,10/21/18 13:45,321435.5,OK,10/21/18 13:45,18.65050507,OK,10/21/18 13:45,0.08704644,OK,10/21/18 13:45,178.1302643,OK,10/21/18 13:45,371.041748,OK,10/21/18 13:45,104.2640457,OK,10/21/18 13:45,695039,OK,
10/21/18 14:00,280340,OK,10/21/18 14:00,321474.2813,OK,10/21/18 14:00,13.18561363,OK,10/21/18 14:00,0.071614197,OK,10/21/18 14:00,176.5200653,OK,10/21/18 14:00,371.8485718,OK,10/21/18 14:00,85.77141571,OK,10/21/18 14:00,695085.4375,OK,
10/21/18 14:15,280345,OK,10/21/18 14:15,321516.0313,OK,10/21/18 14:15,63.30521393,OK,10/21/18 14:15,0.506514587,OK,10/21/18 14:15,175.6997833,OK,10/21/18 14:15,372.7252808,OK,10/21/18 14:15,606.6159058,OK,10/21/18 14:15,695135.375,OK,
10/21/18 14:30,280350,OK,10/21/18 14:30,321554.9063,OK,10/21/18 14:30,46.9970932,OK,10/21/18 14:30,0.318214447,OK,10/21/18 14:30,177.4416351,OK,10/21/18 14:30,372.7909546,OK,10/21/18 14:30,381.1412354,OK,10/21/18 14:30,695182,OK,
10/21/18 14:45,280356,OK,10/21/18 14:45,321587.5938,OK,10/21/18 14:45,5.46043396,OK,10/21/18 14:45,0,OK,10/21/18 14:45,178.8399048,OK,10/21/18 14:45,371.0109863,OK,10/21/18 14:45,0,OK,10/21/18 14:45,695221.1875,OK,
10/21/18 15:00,280361,OK,10/21/18 15:00,321616.6875,OK,10/21/18 15:00,0.830109477,OK,10/21/18 15:00,0,OK,10/21/18 15:00,179.2979431,OK,10/21/18 15:00,365.1538696,OK,10/21/18 15:00,0,OK,10/21/18 15:00,695256,OK,
10/21/18 15:15,280366,OK,10/21/18 15:15,321651.1875,OK,10/21/18 15:15,14.36887455,OK,10/21/18 15:15,0.075071007,OK,10/21/18 15:15,178.9623718,OK,10/21/18 15:15,363.3384399,OK,10/21/18 15:15,89.92421722,OK,10/21/18 15:15,695297.3125,OK,
10/21/18 15:30,280371,OK,10/21/18 15:30,321685.5938,OK,10/21/18 15:30,39.92921448,OK,10/21/18 15:30,0.252701584,OK,10/21/18 15:30,177.8809814,OK,10/21/18 15:30,362.2659912,OK,10/21/18 15:30,302.6810303,OK,10/21/18 15:30,695338.5,OK,
10/21/18 15:45,280377,OK,10/21/18 15:45,321717.3438,OK,10/21/18 15:45,32.35186768,OK,10/21/18 15:45,0.18325267,OK,10/21/18 15:45,179.2813568,OK,10/21/18 15:45,363.015686,OK,10/21/18 15:45,219.5144196,OK,10/21/18 15:45,695376.5625,OK,
10/21/18 16:00,280382,OK,10/21/18 16:00,321752.5938,OK,10/21/18 16:00,34.93531418,OK,10/21/18 16:00,0.2094897,OK,10/21/18 16:00,178.3802948,OK,10/21/18 16:00,363.133667,OK,10/21/18 16:00,250.9293213,OK,10/21/18 16:00,695418.8125,OK,
10/21/18 16:15,280387,OK,10/21/18 16:15,321782.9063,OK,10/21/18 16:15,11.92026901,OK,10/21/18 16:15,0.067808258,OK,10/21/18 16:15,178.7667389,OK,10/21/18 16:15,363.3650513,OK,10/21/18 16:15,81.22354889,OK,10/21/18 16:15,695455.125,OK,
10/21/18 16:30,280393,OK,10/21/18 16:30,321807.6875,OK,10/21/18 16:30,58.00215149,OK,10/21/18 16:30,0.441117004,OK,10/21/18 16:30,176.3422089,OK,10/21/18 16:30,361.9320679,OK,10/21/18 16:30,528.3137207,OK,10/21/18 16:30,695484.75,OK,
10/21/18 16:45,280398,OK,10/21/18 16:45,321835.6563,OK,10/21/18 16:45,1.127471328,OK,10/21/18 16:45,0,OK,10/21/18 16:45,177.6841583,OK,10/21/18 16:45,361.6316528,OK,10/21/18 16:45,0,OK,10/21/18 16:45,695518.3125,OK,
10/21/18 17:00,280403,OK,10/21/18 17:00,321868.9375,OK,10/21/18 17:00,16.05617523,OK,10/21/18 17:00,0.079624542,OK,10/21/18 17:00,178.4863739,OK,10/21/18 17:00,361.6027527,OK,10/21/18 17:00,95.376091,OK,10/21/18 17:00,695558.125,OK,
10/21/18 17:15,280408,OK,10/21/18 17:15,321897.9688,OK,10/21/18 17:15,13.4626379,OK,10/21/18 17:15,0.072520081,OK,10/21/18 17:15,178.7949677,OK,10/21/18 17:15,361.7886963,OK,10/21/18 17:15,86.86774445,OK,10/21/18 17:15,695592.9375,OK,
10/21/18 17:30,280414,OK,10/21/18 17:30,321926.2813,OK,10/21/18 17:30,18.12748337,OK,10/21/18 17:30,0.085893845,OK,10/21/18 17:30,177.6700134,OK,10/21/18 17:30,361.9321899,OK,10/21/18 17:30,102.8806458,OK,10/21/18 17:30,695626.8125,OK,
10/21/18 17:45,280419,OK,10/21/18 17:45,321960.9375,OK,10/21/18 17:45,13.01938057,OK,10/21/18 17:45,0.070930489,OK,10/21/18 17:45,178.3832855,OK,10/21/18 17:45,362.2382202,OK,10/21/18 17:45,84.96164703,OK,10/21/18 17:45,695668.3125,OK,
10/21/18 18:00,280424,OK,10/21/18 18:00,321992.5625,OK,10/21/18 18:00,64.45153046,OK,10/21/18 18:00,0.516539368,OK,10/21/18 18:00,176.9983063,OK,10/21/18 18:00,362.0916138,OK,10/21/18 18:00,618.6691284,OK,10/21/18 18:00,695706.1875,OK,
10/21/18 18:15,280428,OK,10/21/18 18:15,322011.1875,OK,10/21/18 18:15,1.045202971,OK,10/21/18 18:15,0,OK,10/21/18 18:15,178.1418304,OK,10/21/18 18:15,362.1948547,OK,10/21/18 18:15,0,OK,10/21/18 18:15,695728.5,OK,
10/21/18 18:30,280432,OK,10/21/18 18:30,322035.0313,OK,10/21/18 18:30,35.89390564,OK,10/21/18 18:30,0.215315384,OK,10/21/18 18:30,177.9576263,OK,10/21/18 18:30,361.7735596,OK,10/21/18 18:30,257.9017029,OK,10/21/18 18:30,695757.0625,OK,
10/21/18 18:45,280436,OK,10/21/18 18:45,322052,OK,10/21/18 18:45,56.83406448,OK,10/21/18 18:45,0.426216217,OK,10/21/18 18:45,175.930954,OK,10/21/18 18:45,361.6826172,OK,10/21/18 18:45,510.4552612,OK,10/21/18 18:45,695777.375,OK,
10/21/18 19:00,280439,OK,10/21/18 19:00,322075.625,OK,10/21/18 19:00,4.065402985,OK,10/21/18 19:00,0,OK,10/21/18 19:00,177.1793823,OK,10/21/18 19:00,361.5619812,OK,10/21/18 19:00,0,OK,10/21/18 19:00,695805.6875,OK,
10/21/18 19:15,280443,OK,10/21/18 19:15,322093.375,OK,10/21/18 19:15,14.40431213,OK,10/21/18 19:15,0.074635071,OK,10/21/18 19:15,177.0490875,OK,10/21/18 19:15,360.866333,OK,10/21/18 19:15,89.39208221,OK,10/21/18 19:15,695826.9375,OK,
10/21/18 19:30,280447,OK,10/21/18 19:30,322111.8125,OK,10/21/18 19:30,0,OK,10/21/18 19:30,0,OK,10/21/18 19:30,176.237442,OK,10/21/18 19:30,361.3092651,OK,10/21/18 19:30,0,OK,10/21/18 19:30,695849.0625,OK,
10/21/18 19:45,280451,OK,10/21/18 19:45,322136.3438,OK,10/21/18 19:45,9.919417381,OK,10/21/18 19:45,0,OK,10/21/18 19:45,178.0630951,OK,10/21/18 19:45,361.7481689,OK,10/21/18 19:45,0,OK,10/21/18 19:45,695878.4375,OK,
10/21/18 20:00,280455,OK,10/21/18 20:00,322154.8438,OK,10/21/18 20:00,29.40957642,OK,10/21/18 20:00,0.15670195,OK,10/21/18 20:00,178.5499115,OK,10/21/18 20:00,361.7400818,OK,10/21/18 20:00,187.7018127,OK,10/21/18 20:00,695900.625,OK,
10/21/18 20:15,280459,OK,10/21/18 20:15,322174.1563,OK,10/21/18 20:15,1.598823071,OK,10/21/18 20:15,0,OK,10/21/18 20:15,179.1031494,OK,10/21/18 20:15,362.1572266,OK,10/21/18 20:15,0,OK,10/21/18 20:15,695923.6875,OK,
10/21/18 20:30,280462,OK,10/21/18 20:30,322198.4375,OK,10/21/18 20:30,7.859342575,OK,10/21/18 20:30,0,OK,10/21/18 20:30,177.7457123,OK,10/21/18 20:30,361.8422852,OK,10/21/18 20:30,0,OK,10/21/18 20:30,695952.8125,OK,
10/21/18 20:45,280466,OK,10/21/18 20:45,322215.7813,OK,10/21/18 20:45,23.31770706,OK,10/21/18 20:45,0.114528221,OK,10/21/18 20:45,176.2953949,OK,10/21/18 20:45,360.8016357,OK,10/21/18 20:45,137.1669464,OK,10/21/18 20:45,695973.5625,OK,
10/21/18 21:00,280470,OK,10/21/18 21:00,322236.75,OK,10/21/18 21:00,1.14122057,OK,10/21/18 21:00,0,OK,10/21/18 21:00,179.7697601,OK,10/21/18 21:00,362.2147217,OK,10/21/18 21:00,0,OK,10/21/18 21:00,695998.6875,OK,
10/21/18 21:15,280473,OK,10/21/18 21:15,322263.7813,OK,10/21/18 21:15,8.542472839,OK,10/21/18 21:15,0,OK,10/21/18 21:15,177.7241669,OK,10/21/18 21:15,361.6158447,OK,10/21/18 21:15,0,OK,10/21/18 21:15,696031.0625,OK,
10/21/18 21:30,280477,OK,10/21/18 21:30,322282.5313,OK,10/21/18 21:30,28.7446785,OK,10/21/18 21:30,0.150407639,OK,10/21/18 21:30,177.1746063,OK,10/21/18 21:30,361.2107849,OK,10/21/18 21:30,180.1478882,OK,10/21/18 21:30,696053.5,OK,
10/21/18 21:45,280481,OK,10/21/18 21:45,322302.5938,OK,10/21/18 21:45,0.690279007,OK,10/21/18 21:45,0,OK,10/21/18 21:45,176.7456818,OK,10/21/18 21:45,361.4383545,OK,10/21/18 21:45,0,OK,10/21/18 21:45,696077.5625,OK,
10/21/18 22:00,280485,OK,10/21/18 22:00,322328.4375,OK,10/21/18 22:00,2.41486907,OK,10/21/18 22:00,0,OK,10/21/18 22:00,174.7494049,OK,10/21/18 22:00,360.84375,OK,10/21/18 22:00,0,OK,10/21/18 22:00,696108.5,OK,
10/21/18 22:15,280488,OK,10/21/18 22:15,322353.4688,OK,10/21/18 22:15,9.951364517,OK,10/21/18 22:15,0.054406933,OK,10/21/18 22:15,176.5120392,OK,10/21/18 22:15,361.6670532,OK,10/21/18 22:15,65.16231537,OK,10/21/18 22:15,696138.5,OK,
10/21/18 22:30,280492,OK,10/21/18 22:30,322372.625,OK,10/21/18 22:30,17.19348145,OK,10/21/18 22:30,0.083267708,OK,10/21/18 22:30,177.5592346,OK,10/21/18 22:30,361.6049194,OK,10/21/18 22:30,99.73456573,OK,10/21/18 22:30,696161.4375,OK,
10/21/18 22:45,280496,OK,10/21/18 22:45,322393.375,OK,10/21/18 22:45,2.806981087,OK,10/21/18 22:45,0,OK,10/21/18 22:45,178.7092896,OK,10/21/18 22:45,362.0628052,OK,10/21/18 22:45,0,OK,10/21/18 22:45,696186.25,OK,
10/21/18 23:00,280499,OK,10/21/18 23:00,322418.625,OK,10/21/18 23:00,7.146663666,OK,10/21/18 23:00,0,OK,10/21/18 23:00,177.9781189,OK,10/21/18 23:00,361.7120361,OK,10/21/18 23:00,0,OK,10/21/18 23:00,696216.5,OK,
10/21/18 23:15,280503,OK,10/21/18 23:15,322442.5,OK,10/21/18 23:15,21.16927719,OK,10/21/18 23:15,0.098384552,OK,10/21/18 23:15,177.5154114,OK,10/21/18 23:15,361.256958,OK,10/21/18 23:15,117.8405762,OK,10/21/18 23:15,696245.125,OK,
10/21/18 23:30,280507,OK,10/21/18 23:30,322457.5313,OK,10/21/18 23:30,0.740935564,OK,10/21/18 23:30,0,OK,10/21/18 23:30,176.9075775,OK,10/21/18 23:30,361.472229,OK,10/21/18 23:30,0,OK,10/21/18 23:30,696263.125,OK,
10/21/18 23:45,280511,OK,10/21/18 23:45,322484.5,OK,10/21/18 23:45,2.898993492,OK,10/21/18 23:45,0,OK,10/21/18 23:45,177.7172699,OK,10/21/18 23:45,361.5543823,OK,10/21/18 23:45,0,OK,10/21/18 23:45,696295.375,OK,
