OSU_RTS.MDBUS_CC.376C_HF Time [SNAP],OSU_RTS.MDBUS_CC.376C_HF Value [SNAP],OSU_RTS.MDBUS_CC.376C_HF Status [SNAP],OSU_RTS.MDBUS_CC.376C_HGT Time [SNAP],OSU_RTS.MDBUS_CC.376C_HGT Value [SNAP],OSU_RTS.MDBUS_CC.376C_HGT Status [SNAP],OSU_RTS.MDBUS_RT.376S_C Time [SNAP],OSU_RTS.MDBUS_RT.376S_C Value [SNAP],OSU_RTS.MDBUS_RT.376S_C Status [SNAP],OSU_RTS.MDBUS_RT.376S_DP Time [SNAP],OSU_RTS.MDBUS_RT.376S_DP Value [SNAP],OSU_RTS.MDBUS_RT.376S_DP Status [SNAP],OSU_RTS.MDBUS_RT.376S_HF Time [SNAP],OSU_RTS.MDBUS_RT.376S_HF Value [SNAP],OSU_RTS.MDBUS_RT.376S_HF Status [SNAP],OSU_RTS.MDBUS_RT.376S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.376S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.376S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.376S_I Time [SNAP],OSU_RTS.MDBUS_RT.376S_I Value [SNAP],OSU_RTS.MDBUS_RT.376S_I Status [SNAP],OSU_RTS.MDBUS_RT.376S_P Time [SNAP],OSU_RTS.MDBUS_RT.376S_P Value [SNAP],OSU_RTS.MDBUS_RT.376S_P Status [SNAP],OSU_RTS.MDBUS_RT.376S_T Time [SNAP],OSU_RTS.MDBUS_RT.376S_T Value [SNAP],OSU_RTS.MDBUS_RT.376S_T Status [SNAP],OSU_RTS.OPCRTS.376_C1T Time [SNAP],OSU_RTS.OPCRTS.376_C1T Value [SNAP],OSU_RTS.OPCRTS.376_C1T Status [SNAP],OSU_RTS.OPCRTS.376_C2T Time [SNAP],OSU_RTS.OPCRTS.376_C2T Value [SNAP],OSU_RTS.OPCRTS.376_C2T Status [SNAP],OSU_RTS.OPCRTS.376_C3T Time [SNAP],OSU_RTS.OPCRTS.376_C3T Value [SNAP],OSU_RTS.OPCRTS.376_C3T Status [SNAP],OSU_RTS.OPCRTS.376_C4T Time [SNAP],OSU_RTS.OPCRTS.376_C4T Value [SNAP],OSU_RTS.OPCRTS.376_C4T Status [SNAP],OSU_RTS.OPCRTS.376_C5T Time [SNAP],OSU_RTS.OPCRTS.376_C5T Value [SNAP],OSU_RTS.OPCRTS.376_C5T Status [SNAP],OSU_RTS.OPCRTS.376_CDT Time [SNAP],OSU_RTS.OPCRTS.376_CDT Value [SNAP],OSU_RTS.OPCRTS.376_CDT Status [SNAP],OSU_RTS.OPCRTS.376_CHF Time [SNAP],OSU_RTS.OPCRTS.376_CHF Value [SNAP],OSU_RTS.OPCRTS.376_CHF Status [SNAP],OSU_RTS.OPCRTS.376_CHT Time [SNAP],OSU_RTS.OPCRTS.376_CHT Value [SNAP],OSU_RTS.OPCRTS.376_CHT Status [SNAP],OSU_RTS.OPCRTS.376_CRWT Time [SNAP],OSU_RTS.OPCRTS.376_CRWT Value [SNAP],OSU_RTS.OPCRTS.376_CRWT Status [SNAP],OSU_RTS.OPCRTS.376_CSWT Time [SNAP],OSU_RTS.OPCRTS.376_CSWT Value [SNAP],OSU_RTS.OPCRTS.376_CSWT Status [SNAP],OSU_RTS.OPCRTS.376_CVF Time [SNAP],OSU_RTS.OPCRTS.376_CVF Value [SNAP],OSU_RTS.OPCRTS.376_CVF Status [SNAP],OSU_RTS.OPCRTS..376_CWP Time [SNAP],OSU_RTS.OPCRTS..376_CWP Value [SNAP],OSU_RTS.OPCRTS..376_CWP Status [SNAP],OSU_RTS.OPCRTS.376_CWST Time [SNAP],OSU_RTS.OPCRTS.376_CWST Value [SNAP],OSU_RTS.OPCRTS.376_CWST Status [SNAP],OSU_RTS.OPCRTS.376_E1C Time [SNAP],OSU_RTS.OPCRTS.376_E1C Value [SNAP],OSU_RTS.OPCRTS.376_E1C Status [SNAP],OSU_RTS.OPCRTS.376_E2C Time [SNAP],OSU_RTS.OPCRTS.376_E2C Value [SNAP],OSU_RTS.OPCRTS.376_E2C Status [SNAP],OSU_RTS.OPCRTS.376_E3C Time [SNAP],OSU_RTS.OPCRTS.376_E3C Value [SNAP],OSU_RTS.OPCRTS.376_E3C Status [SNAP],OSU_RTS.OPCRTS.376_E4C Time [SNAP],OSU_RTS.OPCRTS.376_E4C Value [SNAP],OSU_RTS.OPCRTS.376_E4C Status [SNAP],OSU_RTS.OPCRTS..376_HEAT Time [SNAP],OSU_RTS.OPCRTS..376_HEAT Value [SNAP],OSU_RTS.OPCRTS..376_HEAT Status [SNAP],OSU_RTS.OPCRTS.376_KW Time [SNAP],OSU_RTS.OPCRTS.376_KW Value [SNAP],OSU_RTS.OPCRTS.376_KW Status [SNAP],OSU_RTS.OPCRTS.376_TONS Time [SNAP],OSU_RTS.OPCRTS.376_TONS Value [SNAP],OSU_RTS.OPCRTS.376_TONS Status [SNAP],OSU_RTS.OPCRTS..376_W1 Time [SNAP],OSU_RTS.OPCRTS..376_W1 Value [SNAP],OSU_RTS.OPCRTS..376_W1 Status [SNAP],Comments
10/19/18 2:45,0,OK,10/19/18 2:45,395779.6875,OK,10/19/18 2:45,41175.92969,OK,10/19/18 2:45,29.68877602,OK,10/19/18 2:45,1725.518677,OK,10/19/18 2:45,50374344,OK,10/19/18 2:45,1.418232788,OK,10/19/18 2:45,178.7603455,OK,10/19/18 2:45,408.8236084,OK,10/19/18 2:45,13454530,OK,10/19/18 2:45,14046310,OK,10/19/18 2:45,14827850,OK,10/19/18 2:45,12894810,OK,10/19/18 2:45,16035970,OK,10/19/18 2:45,0,OK,10/19/18 2:45,0,OK,10/19/18 2:45,32981.64,OK,10/19/18 2:45,55.53084,OK,10/19/18 2:45,46.60695,OK,10/19/18 2:45,0.02688599,OK,10/19/18 2:45,73.71399,OK,10/19/18 2:45,40.97566,OK,10/19/18 2:45,1667700,OK,10/19/18 2:45,6312994,OK,10/19/18 2:45,4124947,OK,10/19/18 2:45,4075037,OK,10/19/18 2:45,120.5516,OK,10/19/18 2:45,1.197893,OK,10/19/18 2:45,513.9831,OK,10/19/18 2:45,3657112,OK,
10/19/18 3:00,0,OK,10/19/18 3:00,395779.6875,OK,10/19/18 3:00,41176.27344,OK,10/19/18 3:00,28.60712814,OK,10/19/18 3:00,1635.758667,OK,10/19/18 3:00,50374764,OK,10/19/18 3:00,1.343929565,OK,10/19/18 3:00,176.3845367,OK,10/19/18 3:00,408.9028625,OK,10/19/18 3:00,13454530,OK,10/19/18 3:00,14046440,OK,10/19/18 3:00,14827850,OK,10/19/18 3:00,12894810,OK,10/19/18 3:00,16035970,OK,10/19/18 3:00,0,OK,10/19/18 3:00,0,OK,10/19/18 3:00,32981.64,OK,10/19/18 3:00,55.48149,OK,10/19/18 3:00,46.39565,OK,10/19/18 3:00,0.02792358,OK,10/19/18 3:00,73.72754,OK,10/19/18 3:00,41.20985,OK,10/19/18 3:00,1667775,OK,10/19/18 3:00,6312997,OK,10/19/18 3:00,4125014,OK,10/19/18 3:00,4075038,OK,10/19/18 3:00,120.524,OK,10/19/18 3:00,1.04901,OK,10/19/18 3:00,508.189,OK,10/19/18 3:00,3658412,OK,
10/19/18 3:15,0,OK,10/19/18 3:15,395779.6875,OK,10/19/18 3:15,41176.61719,OK,10/19/18 3:15,28.39196396,OK,10/19/18 3:15,1632.754028,OK,10/19/18 3:15,50375180,OK,10/19/18 3:15,1.341668091,OK,10/19/18 3:15,179.3948212,OK,10/19/18 3:15,409.4944763,OK,10/19/18 3:15,13454530,OK,10/19/18 3:15,14046560,OK,10/19/18 3:15,14827850,OK,10/19/18 3:15,12894810,OK,10/19/18 3:15,16035970,OK,10/19/18 3:15,0,OK,10/19/18 3:15,0,OK,10/19/18 3:15,32981.64,OK,10/19/18 3:15,55.50514,OK,10/19/18 3:15,46.1393,OK,10/19/18 3:15,0.02813721,OK,10/19/18 3:15,73.74811,OK,10/19/18 3:15,41.27782,OK,10/19/18 3:15,1667835,OK,10/19/18 3:15,6313000,OK,10/19/18 3:15,4125084,OK,10/19/18 3:15,4075039,OK,10/19/18 3:15,120.5607,OK,10/19/18 3:15,1.078891,OK,10/19/18 3:15,517.0831,OK,10/19/18 3:15,3659824,OK,
10/19/18 3:30,0,OK,10/19/18 3:30,395779.6875,OK,10/19/18 3:30,41176.96094,OK,10/19/18 3:30,29.18629456,OK,10/19/18 3:30,1689.536499,OK,10/19/18 3:30,50375600,OK,10/19/18 3:30,1.388135864,OK,10/19/18 3:30,179.0357361,OK,10/19/18 3:30,409.6650085,OK,10/19/18 3:30,13454530,OK,10/19/18 3:30,14046690,OK,10/19/18 3:30,14827850,OK,10/19/18 3:30,12894810,OK,10/19/18 3:30,16035970,OK,10/19/18 3:30,0,OK,10/19/18 3:30,0,OK,10/19/18 3:30,32981.64,OK,10/19/18 3:30,55.44249,OK,10/19/18 3:30,46.22102,OK,10/19/18 3:30,0.02755737,OK,10/19/18 3:30,73.72858,OK,10/19/18 3:30,40.96545,OK,10/19/18 3:30,1667915,OK,10/19/18 3:30,6313002,OK,10/19/18 3:30,4125152,OK,10/19/18 3:30,4075039,OK,10/19/18 3:30,120.4782,OK,10/19/18 3:30,1.029222,OK,10/19/18 3:30,497.7542,OK,10/19/18 3:30,3660732,OK,
10/19/18 3:45,0,OK,10/19/18 3:45,395779.6875,OK,10/19/18 3:45,41177.30859,OK,10/19/18 3:45,29.59646225,OK,10/19/18 3:45,1718.375244,OK,10/19/18 3:45,50376024,OK,10/19/18 3:45,1.411460083,OK,10/19/18 3:45,178.7682953,OK,10/19/18 3:45,410.1136475,OK,10/19/18 3:45,13454530,OK,10/19/18 3:45,14046810,OK,10/19/18 3:45,14827850,OK,10/19/18 3:45,12894810,OK,10/19/18 3:45,16035970,OK,10/19/18 3:45,0,OK,10/19/18 3:45,0,OK,10/19/18 3:45,32981.64,OK,10/19/18 3:45,55.46977,OK,10/19/18 3:45,46.2021,OK,10/19/18 3:45,0.02685547,OK,10/19/18 3:45,73.7677,OK,10/19/18 3:45,40.97159,OK,10/19/18 3:45,1667976,OK,10/19/18 3:45,6313005,OK,10/19/18 3:45,4125219,OK,10/19/18 3:45,4075040,OK,10/19/18 3:45,120.5561,OK,10/19/18 3:45,1.09622,OK,10/19/18 3:45,484.2401,OK,10/19/18 3:45,3660732,OK,
10/19/18 4:00,0,OK,10/19/18 4:00,395779.6875,OK,10/19/18 4:00,41177.66406,OK,10/19/18 4:00,29.12362671,OK,10/19/18 4:00,1669.517578,OK,10/19/18 4:00,50376456,OK,10/19/18 4:00,1.370637329,OK,10/19/18 4:00,176.8040924,OK,10/19/18 4:00,410.5528259,OK,10/19/18 4:00,13454530,OK,10/19/18 4:00,14046940,OK,10/19/18 4:00,14827850,OK,10/19/18 4:00,12894810,OK,10/19/18 4:00,16035970,OK,10/19/18 4:00,0,OK,10/19/18 4:00,0,OK,10/19/18 4:00,32981.64,OK,10/19/18 4:00,55.41411,OK,10/19/18 4:00,46.73595,OK,10/19/18 4:00,0.02792358,OK,10/19/18 4:00,73.74487,OK,10/19/18 4:00,40.99757,OK,10/19/18 4:00,1668053,OK,10/19/18 4:00,6313007,OK,10/19/18 4:00,4125287,OK,10/19/18 4:00,4075041,OK,10/19/18 4:00,120.5195,OK,10/19/18 4:00,1.212092,OK,10/19/18 4:00,486.7127,OK,10/19/18 4:00,3660874,OK,
10/19/18 4:15,0,OK,10/19/18 4:15,395779.6875,OK,10/19/18 4:15,41178.01563,OK,10/19/18 4:15,29.58514023,OK,10/19/18 4:15,1727.023438,OK,10/19/18 4:15,50376888,OK,10/19/18 4:15,1.418248657,OK,10/19/18 4:15,180.9218903,OK,10/19/18 4:15,411.1998901,OK,10/19/18 4:15,13454530,OK,10/19/18 4:15,14047060,OK,10/19/18 4:15,14827850,OK,10/19/18 4:15,12894810,OK,10/19/18 4:15,16035970,OK,10/19/18 4:15,0,OK,10/19/18 4:15,0,OK,10/19/18 4:15,32981.64,OK,10/19/18 4:15,55.41325,OK,10/19/18 4:15,46.36537,OK,10/19/18 4:15,0.02664185,OK,10/19/18 4:15,73.70245,OK,10/19/18 4:15,41.24045,OK,10/19/18 4:15,1668117,OK,10/19/18 4:15,6313010,OK,10/19/18 4:15,4125353,OK,10/19/18 4:15,4075042,OK,10/19/18 4:15,120.5882,OK,10/19/18 4:15,1.095498,OK,10/19/18 4:15,505.2718,OK,10/19/18 4:15,3661363,OK,
10/19/18 4:30,0,OK,10/19/18 4:30,395779.6875,OK,10/19/18 4:30,41178.375,OK,10/19/18 4:30,29.6439724,OK,10/19/18 4:30,1699.60144,OK,10/19/18 4:30,50377324,OK,10/19/18 4:30,1.394868164,OK,10/19/18 4:30,177.7809448,OK,10/19/18 4:30,411.5202637,OK,10/19/18 4:30,13454530,OK,10/19/18 4:30,14047190,OK,10/19/18 4:30,14827850,OK,10/19/18 4:30,12894810,OK,10/19/18 4:30,16035970,OK,10/19/18 4:30,0,OK,10/19/18 4:30,0,OK,10/19/18 4:30,32981.64,OK,10/19/18 4:30,55.40056,OK,10/19/18 4:30,46.27409,OK,10/19/18 4:30,0.02612305,OK,10/19/18 4:30,73.72455,OK,10/19/18 4:30,41.18832,OK,10/19/18 4:30,1668191,OK,10/19/18 4:30,6313012,OK,10/19/18 4:30,4125424,OK,10/19/18 4:30,4075042,OK,10/19/18 4:30,120.6386,OK,10/19/18 4:30,1.19786,OK,10/19/18 4:30,511.0179,OK,10/19/18 4:30,3661363,OK,
10/19/18 4:45,0,OK,10/19/18 4:45,395779.6875,OK,10/19/18 4:45,41178.72656,OK,10/19/18 4:45,29.10074997,OK,10/19/18 4:45,1668.789917,OK,10/19/18 4:45,50377752,OK,10/19/18 4:45,1.369381104,OK,10/19/18 4:45,176.956955,OK,10/19/18 4:45,411.5372314,OK,10/19/18 4:45,13454530,OK,10/19/18 4:45,14047310,OK,10/19/18 4:45,14827850,OK,10/19/18 4:45,12894810,OK,10/19/18 4:45,16035970,OK,10/19/18 4:45,0,OK,10/19/18 4:45,0,OK,10/19/18 4:45,32981.64,OK,10/19/18 4:45,55.40309,OK,10/19/18 4:45,46.09496,OK,10/19/18 4:45,0.02612305,OK,10/19/18 4:45,73.72711,OK,10/19/18 4:45,41.04184,OK,10/19/18 4:45,1668259,OK,10/19/18 4:45,6313015,OK,10/19/18 4:45,4125489,OK,10/19/18 4:45,4075043,OK,10/19/18 4:45,120.5378,OK,10/19/18 4:45,1.099942,OK,10/19/18 4:45,478.8324,OK,10/19/18 4:45,3661363,OK,
10/19/18 5:00,0,OK,10/19/18 5:00,395779.6875,OK,10/19/18 5:00,41179.08203,OK,10/19/18 5:00,30.92611313,OK,10/19/18 5:00,1815.489624,OK,10/19/18 5:00,50378184,OK,10/19/18 5:00,1.489610107,OK,10/19/18 5:00,178.7796173,OK,10/19/18 5:00,412.3098145,OK,10/19/18 5:00,13454530,OK,10/19/18 5:00,14047430,OK,10/19/18 5:00,14827850,OK,10/19/18 5:00,12894810,OK,10/19/18 5:00,16035970,OK,10/19/18 5:00,0,OK,10/19/18 5:00,0,OK,10/19/18 5:00,32981.64,OK,10/19/18 5:00,55.35106,OK,10/19/18 5:00,46.61708,OK,10/19/18 5:00,0.02636719,OK,10/19/18 5:00,73.72687,OK,10/19/18 5:00,40.93341,OK,10/19/18 5:00,1668329,OK,10/19/18 5:00,6313018,OK,10/19/18 5:00,4125558,OK,10/19/18 5:00,4075044,OK,10/19/18 5:00,120.6524,OK,10/19/18 5:00,1.197202,OK,10/19/18 5:00,505.347,OK,10/19/18 5:00,3661363,OK,
10/19/18 5:15,0,OK,10/19/18 5:15,395779.6875,OK,10/19/18 5:15,41179.44922,OK,10/19/18 5:15,31.06248856,OK,10/19/18 5:15,1830.37207,OK,10/19/18 5:15,50378632,OK,10/19/18 5:15,1.501361084,OK,10/19/18 5:15,179.8497925,OK,10/19/18 5:15,413.2421265,OK,10/19/18 5:15,13454530,OK,10/19/18 5:15,14047560,OK,10/19/18 5:15,14827850,OK,10/19/18 5:15,12894810,OK,10/19/18 5:15,16035970,OK,10/19/18 5:15,0,OK,10/19/18 5:15,0,OK,10/19/18 5:15,32981.64,OK,10/19/18 5:15,55.39388,OK,10/19/18 5:15,46.38921,OK,10/19/18 5:15,0.02667236,OK,10/19/18 5:15,73.68207,OK,10/19/18 5:15,41.16864,OK,10/19/18 5:15,1668400,OK,10/19/18 5:15,6313020,OK,10/19/18 5:15,4125624,OK,10/19/18 5:15,4075044,OK,10/19/18 5:15,120.8449,OK,10/19/18 5:15,1.067161,OK,10/19/18 5:15,490.2892,OK,10/19/18 5:15,3661758,OK,
10/19/18 5:30,0,OK,10/19/18 5:30,395779.6875,OK,10/19/18 5:30,41179.85547,OK,10/19/18 5:30,35.64298248,OK,10/19/18 5:30,2159.5,OK,10/19/18 5:30,50379128,OK,10/19/18 5:30,1.76890918,OK,10/19/18 5:30,178.5480804,OK,10/19/18 5:30,415.6242065,OK,10/19/18 5:30,13454530,OK,10/19/18 5:30,14047680,OK,10/19/18 5:30,14827850,OK,10/19/18 5:30,12894810,OK,10/19/18 5:30,16035970,OK,10/19/18 5:30,0,OK,10/19/18 5:30,0,OK,10/19/18 5:30,32981.64,OK,10/19/18 5:30,55.36058,OK,10/19/18 5:30,46.09538,OK,10/19/18 5:30,0.02716064,OK,10/19/18 5:30,73.68805,OK,10/19/18 5:30,41.23363,OK,10/19/18 5:30,1668466,OK,10/19/18 5:30,6313023,OK,10/19/18 5:30,4125694,OK,10/19/18 5:30,4075045,OK,10/19/18 5:30,121.7203,OK,10/19/18 5:30,1.226333,OK,10/19/18 5:30,497.9203,OK,10/19/18 5:30,3661934,OK,
10/19/18 5:45,0,OK,10/19/18 5:45,395779.6875,OK,10/19/18 5:45,41180.21094,OK,10/19/18 5:45,26.47502518,OK,10/19/18 5:45,1501.610474,OK,10/19/18 5:45,50379560,OK,10/19/18 5:45,1.230879883,OK,10/19/18 5:45,179.9380493,OK,10/19/18 5:45,414.5990906,OK,10/19/18 5:45,13454530,OK,10/19/18 5:45,14047800,OK,10/19/18 5:45,14827850,OK,10/19/18 5:45,12894810,OK,10/19/18 5:45,16035970,OK,10/19/18 5:45,0,OK,10/19/18 5:45,0,OK,10/19/18 5:45,32981.64,OK,10/19/18 5:45,55.37975,OK,10/19/18 5:45,45.89342,OK,10/19/18 5:45,0.02716064,OK,10/19/18 5:45,73.74408,OK,10/19/18 5:45,40.99829,OK,10/19/18 5:45,1668538,OK,10/19/18 5:45,6313025,OK,10/19/18 5:45,4125759,OK,10/19/18 5:45,4075046,OK,10/19/18 5:45,121.2666,OK,10/19/18 5:45,1.076924,OK,10/19/18 5:45,481.6356,OK,10/19/18 5:45,3661934,OK,
10/19/18 6:00,0,OK,10/19/18 6:00,395779.6875,OK,10/19/18 6:00,41180.55859,OK,10/19/18 6:00,33.850811,OK,10/19/18 6:00,2030.977905,OK,10/19/18 6:00,50379984,OK,10/19/18 6:00,1.664179443,OK,10/19/18 6:00,179.0731049,OK,10/19/18 6:00,415.1117554,OK,10/19/18 6:00,13454530,OK,10/19/18 6:00,14047930,OK,10/19/18 6:00,14827850,OK,10/19/18 6:00,12894810,OK,10/19/18 6:00,16035970,OK,10/19/18 6:00,0,OK,10/19/18 6:00,0,OK,10/19/18 6:00,32981.64,OK,10/19/18 6:00,55.35194,OK,10/19/18 6:00,46.11641,OK,10/19/18 6:00,0.02670288,OK,10/19/18 6:00,73.76465,OK,10/19/18 6:00,41.14502,OK,10/19/18 6:00,1668602,OK,10/19/18 6:00,6313028,OK,10/19/18 6:00,4125828,OK,10/19/18 6:00,4075047,OK,10/19/18 6:00,121.6562,OK,10/19/18 6:00,1.277474,OK,10/19/18 6:00,496.8872,OK,10/19/18 6:00,3661938,OK,
10/19/18 6:15,0,OK,10/19/18 6:15,395779.6875,OK,10/19/18 6:15,41180.97266,OK,10/19/18 6:15,30.70662498,OK,10/19/18 6:15,1798.366699,OK,10/19/18 6:15,50380492,OK,10/19/18 6:15,1.471922119,OK,10/19/18 6:15,178.9030914,OK,10/19/18 6:15,417.3375244,OK,10/19/18 6:15,13454530,OK,10/19/18 6:15,14048050,OK,10/19/18 6:15,14827850,OK,10/19/18 6:15,12894810,OK,10/19/18 6:15,16035970,OK,10/19/18 6:15,0,OK,10/19/18 6:15,0,OK,10/19/18 6:15,32981.64,OK,10/19/18 6:15,55.36449,OK,10/19/18 6:15,46.43974,OK,10/19/18 6:15,0.02587891,OK,10/19/18 6:15,73.7262,OK,10/19/18 6:15,40.86864,OK,10/19/18 6:15,1668677,OK,10/19/18 6:15,6313031,OK,10/19/18 6:15,4125895,OK,10/19/18 6:15,4075047,OK,10/19/18 6:15,122.0595,OK,10/19/18 6:15,1.032815,OK,10/19/18 6:15,492.8805,OK,10/19/18 6:15,3662251,OK,
10/19/18 6:30,0,OK,10/19/18 6:30,395779.6875,OK,10/19/18 6:30,41181.33594,OK,10/19/18 6:30,31.25884628,OK,10/19/18 6:30,1837.63269,OK,10/19/18 6:30,50380936,OK,10/19/18 6:30,1.503941284,OK,10/19/18 6:30,178.6393738,OK,10/19/18 6:30,417.4225159,OK,10/19/18 6:30,13454530,OK,10/19/18 6:30,14048180,OK,10/19/18 6:30,14827850,OK,10/19/18 6:30,12894810,OK,10/19/18 6:30,16035970,OK,10/19/18 6:30,0,OK,10/19/18 6:30,0,OK,10/19/18 6:30,32981.64,OK,10/19/18 6:30,55.35078,OK,10/19/18 6:30,46.01234,OK,10/19/18 6:30,0.02597046,OK,10/19/18 6:30,73.7428,OK,10/19/18 6:30,41.33157,OK,10/19/18 6:30,1668737,OK,10/19/18 6:30,6313033,OK,10/19/18 6:30,4125959,OK,10/19/18 6:30,4075048,OK,10/19/18 6:30,122.1054,OK,10/19/18 6:30,1.125587,OK,10/19/18 6:30,492.2283,OK,10/19/18 6:30,3662520,OK,
10/19/18 6:45,0,OK,10/19/18 6:45,395779.6875,OK,10/19/18 6:45,41181.67188,OK,10/19/18 6:45,24.38948441,OK,10/19/18 6:45,1356.01709,OK,10/19/18 6:45,50381348,OK,10/19/18 6:45,1.110694214,OK,10/19/18 6:45,181.2518768,OK,10/19/18 6:45,416.5087891,OK,10/19/18 6:45,13454530,OK,10/19/18 6:45,14048300,OK,10/19/18 6:45,14827850,OK,10/19/18 6:45,12894810,OK,10/19/18 6:45,16035970,OK,10/19/18 6:45,0,OK,10/19/18 6:45,0,OK,10/19/18 6:45,32981.64,OK,10/19/18 6:45,55.24385,OK,10/19/18 6:45,45.74361,OK,10/19/18 6:45,0.02627563,OK,10/19/18 6:45,73.76532,OK,10/19/18 6:45,41.23833,OK,10/19/18 6:45,1668812,OK,10/19/18 6:45,6313036,OK,10/19/18 6:45,4126027,OK,10/19/18 6:45,4075049,OK,10/19/18 6:45,121.3766,OK,10/19/18 6:45,1.005458,OK,10/19/18 6:45,494.4846,OK,10/19/18 6:45,3662520,OK,
10/19/18 7:00,0,OK,10/19/18 7:00,395779.6875,OK,10/19/18 7:00,41181.96484,OK,10/19/18 7:00,28.50555801,OK,10/19/18 7:00,1639.500854,OK,10/19/18 7:00,50381704,OK,10/19/18 7:00,1.343974854,OK,10/19/18 7:00,179.3644867,OK,10/19/18 7:00,414.3379517,OK,10/19/18 7:00,13454530,OK,10/19/18 7:00,14048420,OK,10/19/18 7:00,14827850,OK,10/19/18 7:00,12894810,OK,10/19/18 7:00,16035970,OK,10/19/18 7:00,0,OK,10/19/18 7:00,0,OK,10/19/18 7:00,32981.64,OK,10/19/18 7:00,55.26497,OK,10/19/18 7:00,46.03725,OK,10/19/18 7:00,0.02761841,OK,10/19/18 7:00,73.75,OK,10/19/18 7:00,41.18251,OK,10/19/18 7:00,1668875,OK,10/19/18 7:00,6313038,OK,10/19/18 7:00,4126092,OK,10/19/18 7:00,4075049,OK,10/19/18 7:00,120.7578,OK,10/19/18 7:00,1.128113,OK,10/19/18 7:00,475.6793,OK,10/19/18 7:00,3662520,OK,
10/19/18 7:15,0,OK,10/19/18 7:15,395779.6875,OK,10/19/18 7:15,41182.32031,OK,10/19/18 7:15,29.372612,OK,10/19/18 7:15,1711.589722,OK,10/19/18 7:15,50382136,OK,10/19/18 7:15,1.402563477,OK,10/19/18 7:15,181.2759705,OK,10/19/18 7:15,415.6181641,OK,10/19/18 7:15,13454530,OK,10/19/18 7:15,14048540,OK,10/19/18 7:15,14827850,OK,10/19/18 7:15,12894810,OK,10/19/18 7:15,16035970,OK,10/19/18 7:15,0,OK,10/19/18 7:15,0,OK,10/19/18 7:15,32981.64,OK,10/19/18 7:15,55.28899,OK,10/19/18 7:15,46.51006,OK,10/19/18 7:15,0.02774048,OK,10/19/18 7:15,73.69202,OK,10/19/18 7:15,41.04274,OK,10/19/18 7:15,1668949,OK,10/19/18 7:15,6313041,OK,10/19/18 7:15,4126162,OK,10/19/18 7:15,4075050,OK,10/19/18 7:15,120.8128,OK,10/19/18 7:15,1.150335,OK,10/19/18 7:15,525.7983,OK,10/19/18 7:15,3662601,OK,
10/19/18 7:30,0,OK,10/19/18 7:30,395779.6875,OK,10/19/18 7:30,41182.6875,OK,10/19/18 7:30,34.98419189,OK,10/19/18 7:30,2108.670898,OK,10/19/18 7:30,50382584,OK,10/19/18 7:30,1.726450806,OK,10/19/18 7:30,178.1533356,OK,10/19/18 7:30,416.474884,OK,10/19/18 7:30,13454530,OK,10/19/18 7:30,14048670,OK,10/19/18 7:30,14827850,OK,10/19/18 7:30,12894810,OK,10/19/18 7:30,16035970,OK,10/19/18 7:30,0,OK,10/19/18 7:30,0,OK,10/19/18 7:30,32981.64,OK,10/19/18 7:30,55.2252,OK,10/19/18 7:30,46.24388,OK,10/19/18 7:30,0.02658081,OK,10/19/18 7:30,73.66327,OK,10/19/18 7:30,41.10931,OK,10/19/18 7:30,1669014,OK,10/19/18 7:30,6313044,OK,10/19/18 7:30,4126230,OK,10/19/18 7:30,4075051,OK,10/19/18 7:30,121.2437,OK,10/19/18 7:30,1.094329,OK,10/19/18 7:30,507.2035,OK,10/19/18 7:30,3663190,OK,
10/19/18 7:45,0,OK,10/19/18 7:45,395779.6875,OK,10/19/18 7:45,41183.12109,OK,10/19/18 7:45,32.28164291,OK,10/19/18 7:45,1908.140503,OK,10/19/18 7:45,50383116,OK,10/19/18 7:45,1.559996094,OK,10/19/18 7:45,177.8526306,OK,10/19/18 7:45,419.3414307,OK,10/19/18 7:45,13454530,OK,10/19/18 7:45,14048800,OK,10/19/18 7:45,14827850,OK,10/19/18 7:45,12894810,OK,10/19/18 7:45,16035970,OK,10/19/18 7:45,0,OK,10/19/18 7:45,0,OK,10/19/18 7:45,32981.64,OK,10/19/18 7:45,55.27461,OK,10/19/18 7:45,45.96581,OK,10/19/18 7:45,0.02566528,OK,10/19/18 7:45,73.65363,OK,10/19/18 7:45,41.24399,OK,10/19/18 7:45,1669086,OK,10/19/18 7:45,6313046,OK,10/19/18 7:45,4126302,OK,10/19/18 7:45,4075051,OK,10/19/18 7:45,121.977,OK,10/19/18 7:45,1.154068,OK,10/19/18 7:45,521.1287,OK,10/19/18 7:45,3663196,OK,
