OSU_RTS.MDBUS_E1.085_E1 Time [SNAP],OSU_RTS.MDBUS_E1.085_E1 Value [SNAP],OSU_RTS.MDBUS_E1.085_E1 Status [SNAP],OSU_RTS.MDBUS_RT.085S_C Time [SNAP],OSU_RTS.MDBUS_RT.085S_C Value [SNAP],OSU_RTS.MDBUS_RT.085S_C Status [SNAP],OSU_RTS.MDBUS_RT.085S_HF Time [SNAP],OSU_RTS.MDBUS_RT.085S_HF Value [SNAP],OSU_RTS.MDBUS_RT.085S_HF Status [SNAP],OSU_RTS.MDBUS_RT.085S_I Time [SNAP],OSU_RTS.MDBUS_RT.085S_I Value [SNAP],OSU_RTS.MDBUS_RT.085S_I Status [SNAP],OSU_RTS.MDBUS_RT.085S_P Time [SNAP],OSU_RTS.MDBUS_RT.085S_P Value [SNAP],OSU_RTS.MDBUS_RT.085S_P Status [SNAP],OSU_RTS.MDBUS_RT.085S_T Time [SNAP],OSU_RTS.MDBUS_RT.085S_T Value [SNAP],OSU_RTS.MDBUS_RT.085S_T Status [SNAP],Comments
10/18/18 15:45,5981188,OK,10/18/18 15:45,21813.684,OK,10/18/18 15:45,283,OK,10/18/18 15:45,0.223999992,OK,10/18/18 15:45,178.218,OK,10/18/18 15:45,377.49,OK,
10/18/18 16:00,5981208,OK,10/18/18 16:00,21813.739,OK,10/18/18 16:00,302,OK,10/18/18 16:00,0.236999989,OK,10/18/18 16:00,177.242,OK,10/18/18 16:00,377.16,OK,
10/18/18 16:15,5981227,OK,10/18/18 16:15,21813.8,OK,10/18/18 16:15,300,OK,10/18/18 16:15,0.242999986,OK,10/18/18 16:15,183.405,OK,10/18/18 16:15,379.28,OK,
10/18/18 16:30,5981247,OK,10/18/18 16:30,21813.85,OK,10/18/18 16:30,270,OK,10/18/18 16:30,0.209999993,OK,10/18/18 16:30,175.832,OK,10/18/18 16:30,376.86,OK,
10/18/18 16:45,5981266,OK,10/18/18 16:45,21813.909,OK,10/18/18 16:45,303,OK,10/18/18 16:45,0.243999988,OK,10/18/18 16:45,181.911,OK,10/18/18 16:45,379.31,OK,
10/18/18 17:00,5981286,OK,10/18/18 17:00,21813.965,OK,10/18/18 17:00,266,OK,10/18/18 17:00,0.208999991,OK,10/18/18 17:00,176.736,OK,10/18/18 17:00,377.16,OK,
10/18/18 17:15,5981306,OK,10/18/18 17:15,21814.02,OK,10/18/18 17:15,290,OK,10/18/18 17:15,0.225999996,OK,10/18/18 17:15,176.236,OK,10/18/18 17:15,376.98,OK,
10/18/18 17:30,5981325,OK,10/18/18 17:30,21814.077,OK,10/18/18 17:30,307,OK,10/18/18 17:30,0.238999993,OK,10/18/18 17:30,175.019,OK,10/18/18 17:30,376.56,OK,
10/18/18 17:45,5981343,OK,10/18/18 17:45,21814.137,OK,10/18/18 17:45,306,OK,10/18/18 17:45,0.234999985,OK,10/18/18 17:45,173.265,OK,10/18/18 17:45,375.76,OK,
10/18/18 18:00,5981362,OK,10/18/18 18:00,21814.194,OK,10/18/18 18:00,298,OK,10/18/18 18:00,0.236999989,OK,10/18/18 18:00,179.567,OK,10/18/18 18:00,377.96,OK,
10/18/18 18:15,5981380,OK,10/18/18 18:15,21814.251,OK,10/18/18 18:15,293,OK,10/18/18 18:15,0.228999987,OK,10/18/18 18:15,176.26,OK,10/18/18 18:15,377.26,OK,
10/18/18 18:30,5981398,OK,10/18/18 18:30,21814.312,OK,10/18/18 18:30,308,OK,10/18/18 18:30,0.243999988,OK,10/18/18 18:30,178.621,OK,10/18/18 18:30,377.86,OK,
10/18/18 18:45,5981416,OK,10/18/18 18:45,21814.374,OK,10/18/18 18:45,327,OK,10/18/18 18:45,0.258999974,OK,10/18/18 18:45,178.911,OK,10/18/18 18:45,377.89,OK,
10/18/18 19:00,5981434,OK,10/18/18 19:00,21814.436,OK,10/18/18 19:00,326,OK,10/18/18 19:00,0.256999999,OK,10/18/18 19:00,177.88,OK,10/18/18 19:00,377.61,OK,
10/18/18 19:15,5981455,OK,10/18/18 19:15,21814.5,OK,10/18/18 19:15,317,OK,10/18/18 19:15,0.248999998,OK,10/18/18 19:15,177.7,OK,10/18/18 19:15,377.88,OK,
10/18/18 19:30,5981475,OK,10/18/18 19:30,21814.565,OK,10/18/18 19:30,331,OK,10/18/18 19:30,0.256999999,OK,10/18/18 19:30,174.868,OK,10/18/18 19:30,376.63,OK,
10/18/18 19:45,5981494,OK,10/18/18 19:45,21814.627,OK,10/18/18 19:45,328,OK,10/18/18 19:45,0.251999974,OK,10/18/18 19:45,172.892,OK,10/18/18 19:45,375.41,OK,
10/18/18 20:00,5981512,OK,10/18/18 20:00,21814.69,OK,10/18/18 20:00,340,OK,10/18/18 20:00,0.256999999,OK,10/18/18 20:00,170.241,OK,10/18/18 20:00,374.43,OK,
10/18/18 20:15,5981531,OK,10/18/18 20:15,21814.756,OK,10/18/18 20:15,343,OK,10/18/18 20:15,0.260999978,OK,10/18/18 20:15,170.548,OK,10/18/18 20:15,374.48,OK,
10/18/18 20:30,5981550,OK,10/18/18 20:30,21814.822,OK,10/18/18 20:30,334,OK,10/18/18 20:30,0.260999978,OK,10/18/18 20:30,175.838,OK,10/18/18 20:30,377.03,OK,
10/18/18 20:45,5981568,OK,10/18/18 20:45,21814.889,OK,10/18/18 20:45,340,OK,10/18/18 20:45,0.26699999,OK,10/18/18 20:45,176.7,OK,10/18/18 20:45,377.16,OK,
10/18/18 21:00,5981587,OK,10/18/18 21:00,21814.957,OK,10/18/18 21:00,343,OK,10/18/18 21:00,0.267999977,OK,10/18/18 21:00,176.537,OK,10/18/18 21:00,377.38,OK,
10/18/18 21:15,5981605,OK,10/18/18 21:15,21815.024,OK,10/18/18 21:15,363,OK,10/18/18 21:15,0.284999996,OK,10/18/18 21:15,177.344,OK,10/18/18 21:15,377.03,OK,
10/18/18 21:30,5981624,OK,10/18/18 21:30,21815.099,OK,10/18/18 21:30,373,OK,10/18/18 21:30,0.291999996,OK,10/18/18 21:30,176.525,OK,10/18/18 21:30,377.01,OK,
10/18/18 21:45,5981641,OK,10/18/18 21:45,21815.169,OK,10/18/18 21:45,355,OK,10/18/18 21:45,0.272999972,OK,10/18/18 21:45,173.066,OK,10/18/18 21:45,375.94,OK,
10/18/18 22:00,5981657,OK,10/18/18 22:00,21815.24,OK,10/18/18 22:00,390,OK,10/18/18 22:00,0.297999978,OK,10/18/18 22:00,172.151,OK,10/18/18 22:00,374.95,OK,
10/18/18 22:15,5981673,OK,10/18/18 22:15,21815.313,OK,10/18/18 22:15,377,OK,10/18/18 22:15,0.287999988,OK,10/18/18 22:15,171.657,OK,10/18/18 22:15,375.31,OK,
10/18/18 22:30,5981688,OK,10/18/18 22:30,21815.384,OK,10/18/18 22:30,389,OK,10/18/18 22:30,0.292999983,OK,10/18/18 22:30,168.951,OK,10/18/18 22:30,373.94,OK,
10/18/18 22:45,5981704,OK,10/18/18 22:45,21815.457,OK,10/18/18 22:45,382,OK,10/18/18 22:45,0.295999974,OK,10/18/18 22:45,174.296,OK,10/18/18 22:45,376.68,OK,
10/18/18 23:00,5981718,OK,10/18/18 23:00,21815.532,OK,10/18/18 23:00,356,OK,10/18/18 23:00,0.277999997,OK,10/18/18 23:00,176.537,OK,10/18/18 23:00,377.41,OK,
10/18/18 23:15,5981733,OK,10/18/18 23:15,21815.601,OK,10/18/18 23:15,373,OK,10/18/18 23:15,0.288999975,OK,10/18/18 23:15,174.916,OK,10/18/18 23:15,376.63,OK,
10/18/18 23:30,5981747,OK,10/18/18 23:30,21815.676,OK,10/18/18 23:30,376,OK,10/18/18 23:30,0.294999987,OK,10/18/18 23:30,176.826,OK,10/18/18 23:30,377.94,OK,
10/18/18 23:45,5981761,OK,10/18/18 23:45,21815.751,OK,10/18/18 23:45,408,OK,10/18/18 23:45,0.311999977,OK,10/18/18 23:45,172.223,OK,10/18/18 23:45,375,OK,
10/19/18 0:00,5981775,OK,10/19/18 0:00,21815.829,OK,10/19/18 0:00,418,OK,10/19/18 0:00,0.317999989,OK,10/19/18 0:00,171.024,OK,10/19/18 0:00,375.03,OK,
10/19/18 0:15,5981789,OK,10/19/18 0:15,21815.905,OK,10/19/18 0:15,400,OK,10/19/18 0:15,0.304999977,OK,10/19/18 0:15,171.416,OK,10/19/18 0:15,374.51,OK,
10/19/18 0:30,5981803,OK,10/19/18 0:30,21815.98,OK,10/19/18 0:30,401,OK,10/19/18 0:30,0.300999969,OK,10/19/18 0:30,168.391,OK,10/19/18 0:30,373.78,OK,
10/19/18 0:45,5981817,OK,10/19/18 0:45,21816.058,OK,10/19/18 0:45,372,OK,10/19/18 0:45,0.286999971,OK,10/19/18 0:45,173.494,OK,10/19/18 0:45,376.46,OK,
10/19/18 1:00,5981831,OK,10/19/18 1:00,21816.136,OK,10/19/18 1:00,399,OK,10/19/18 1:00,0.313999981,OK,10/19/18 1:00,177.615,OK,10/19/18 1:00,377.33,OK,
10/19/18 1:15,5981845,OK,10/19/18 1:15,21816.212,OK,10/19/18 1:15,396,OK,10/19/18 1:15,0.309999973,OK,10/19/18 1:15,176.049,OK,10/19/18 1:15,377.14,OK,
10/19/18 1:30,5981859,OK,10/19/18 1:30,21816.29,OK,10/19/18 1:30,407,OK,10/19/18 1:30,0.315999985,OK,10/19/18 1:30,175.025,OK,10/19/18 1:30,376.78,OK,
10/19/18 1:45,5981873,OK,10/19/18 1:45,21816.367,OK,10/19/18 1:45,331,OK,10/19/18 1:45,0.254999995,OK,10/19/18 1:45,172.681,OK,10/19/18 1:45,376.09,OK,
10/19/18 2:00,5981886,OK,10/19/18 2:00,21816.452,OK,10/19/18 2:00,572,OK,10/19/18 2:00,0.436999977,OK,10/19/18 2:00,172.018,OK,10/19/18 2:00,375.36,OK,
10/19/18 2:15,5981900,OK,10/19/18 2:15,21816.54,OK,10/19/18 2:15,423,OK,10/19/18 2:15,0.333999991,OK,10/19/18 2:15,178.368,OK,10/19/18 2:15,377.83,OK,
10/19/18 2:30,5981914,OK,10/19/18 2:30,21816.623,OK,10/19/18 2:30,441,OK,10/19/18 2:30,0.346999973,OK,10/19/18 2:30,177.163,OK,10/19/18 2:30,377.31,OK,
10/19/18 2:45,5981928,OK,10/19/18 2:45,21816.706,OK,10/19/18 2:45,394,OK,10/19/18 2:45,0.307999998,OK,10/19/18 2:45,176.615,OK,10/19/18 2:45,376.8,OK,
10/19/18 3:00,5981942,OK,10/19/18 3:00,21816.79,OK,10/19/18 3:00,434,OK,10/19/18 3:00,0.332999974,OK,10/19/18 3:00,172.464,OK,10/19/18 3:00,375.76,OK,
10/19/18 3:15,5981956,OK,10/19/18 3:15,21816.872,OK,10/19/18 3:15,440,OK,10/19/18 3:15,0.340999991,OK,10/19/18 3:15,174.151,OK,10/19/18 3:15,376.26,OK,
10/19/18 3:30,5981969,OK,10/19/18 3:30,21816.958,OK,10/19/18 3:30,463,OK,10/19/18 3:30,0.360999972,OK,10/19/18 3:30,176.031,OK,10/19/18 3:30,377.01,OK,
10/19/18 3:45,5981983,OK,10/19/18 3:45,21817.043,OK,10/19/18 3:45,471,OK,10/19/18 3:45,0.365999997,OK,10/19/18 3:45,175.025,OK,10/19/18 3:45,376.59,OK,
10/19/18 4:00,5981996,OK,10/19/18 4:00,21817.127,OK,10/19/18 4:00,388,OK,10/19/18 4:00,0.298999995,OK,10/19/18 4:00,173.783,OK,10/19/18 4:00,376.32,OK,
10/19/18 4:15,5982010,OK,10/19/18 4:15,21817.212,OK,10/19/18 4:15,468,OK,10/19/18 4:15,0.365999997,OK,10/19/18 4:15,176.248,OK,10/19/18 4:15,376.97,OK,
10/19/18 4:30,5982024,OK,10/19/18 4:30,21817.298,OK,10/19/18 4:30,459,OK,10/19/18 4:30,0.355999976,OK,10/19/18 4:30,174.603,OK,10/19/18 4:30,375.97,OK,
10/19/18 4:45,5982037,OK,10/19/18 4:45,21817.389,OK,10/19/18 4:45,452,OK,10/19/18 4:45,0.34799999,OK,10/19/18 4:45,173.066,OK,10/19/18 4:45,376.14,OK,
10/19/18 5:00,5982051,OK,10/19/18 5:00,21817.483,OK,10/19/18 5:00,502,OK,10/19/18 5:00,0.389999986,OK,10/19/18 5:00,174.88,OK,10/19/18 5:00,376.5,OK,
10/19/18 5:15,5982064,OK,10/19/18 5:15,21817.584,OK,10/19/18 5:15,461,OK,10/19/18 5:15,0.359999985,OK,10/19/18 5:15,176.218,OK,10/19/18 5:15,376.65,OK,
10/19/18 5:30,5982078,OK,10/19/18 5:30,21817.661,OK,10/19/18 5:30,524,OK,10/19/18 5:30,0.405999988,OK,10/19/18 5:30,174.271,OK,10/19/18 5:30,376.31,OK,
10/19/18 5:45,5982091,OK,10/19/18 5:45,21817.755,OK,10/19/18 5:45,452,OK,10/19/18 5:45,0.350999981,OK,10/19/18 5:45,174.928,OK,10/19/18 5:45,376.56,OK,
10/19/18 6:00,5982105,OK,10/19/18 6:00,21817.851,OK,10/19/18 6:00,535,OK,10/19/18 6:00,0.413999975,OK,10/19/18 6:00,174.362,OK,10/19/18 6:00,376,OK,
10/19/18 6:15,5982120,OK,10/19/18 6:15,21817.933,OK,10/19/18 6:15,528,OK,10/19/18 6:15,0.405999988,OK,10/19/18 6:15,173.44,OK,10/19/18 6:15,375.73,OK,
10/19/18 6:30,5982135,OK,10/19/18 6:30,21818.034,OK,10/19/18 6:30,561,OK,10/19/18 6:30,0.42899999,OK,10/19/18 6:30,172.247,OK,10/19/18 6:30,375.52,OK,
10/19/18 6:45,5982150,OK,10/19/18 6:45,21818.127,OK,10/19/18 6:45,398,OK,10/19/18 6:45,0.312999994,OK,10/19/18 6:45,177.585,OK,10/19/18 6:45,377.72,OK,
10/19/18 7:00,5982166,OK,10/19/18 7:00,21818.219,OK,10/19/18 7:00,522,OK,10/19/18 7:00,0.403999984,OK,10/19/18 7:00,174.199,OK,10/19/18 7:00,375.91,OK,
10/19/18 7:15,5982183,OK,10/19/18 7:15,21818.312,OK,10/19/18 7:15,435,OK,10/19/18 7:15,0.339999974,OK,10/19/18 7:15,176.44,OK,10/19/18 7:15,376.83,OK,
10/19/18 7:30,5982199,OK,10/19/18 7:30,21818.407,OK,10/19/18 7:30,512,OK,10/19/18 7:30,0.392999977,OK,10/19/18 7:30,173.024,OK,10/19/18 7:30,375.64,OK,
10/19/18 7:45,5982216,OK,10/19/18 7:45,21818.502,OK,10/19/18 7:45,499,OK,10/19/18 7:45,0.38499999,OK,10/19/18 7:45,173.518,OK,10/19/18 7:45,376,OK,
10/19/18 8:00,5982232,OK,10/19/18 8:00,21818.59,OK,10/19/18 8:00,350,OK,10/19/18 8:00,0.274999976,OK,10/19/18 8:00,177.453,OK,10/19/18 8:00,377.7,OK,
10/19/18 8:15,5982249,OK,10/19/18 8:15,21818.655,OK,10/19/18 8:15,439,OK,10/19/18 8:15,0.342999995,OK,10/19/18 8:15,175.995,OK,10/19/18 8:15,377.04,OK,
10/19/18 8:30,5982266,OK,10/19/18 8:30,21818.74,OK,10/19/18 8:30,361,OK,10/19/18 8:30,0.277999997,OK,10/19/18 8:30,172.85,OK,10/19/18 8:30,375.48,OK,
10/19/18 8:45,5982283,OK,10/19/18 8:45,21818.829,OK,10/19/18 8:45,606,OK,10/19/18 8:45,0.471999973,OK,10/19/18 8:45,175.404,OK,10/19/18 8:45,376.78,OK,
10/19/18 9:00,5982301,OK,10/19/18 9:00,21818.911,OK,10/19/18 9:00,332,OK,10/19/18 9:00,0.257999986,OK,10/19/18 9:00,174.976,OK,10/19/18 9:00,376.84,OK,
10/19/18 9:15,5982319,OK,10/19/18 9:15,21818.98,OK,10/19/18 9:15,404,OK,10/19/18 9:15,0.311999977,OK,10/19/18 9:15,174.012,OK,10/19/18 9:15,376.06,OK,
10/19/18 9:30,5982337,OK,10/19/18 9:30,21819.058,OK,10/19/18 9:30,370,OK,10/19/18 9:30,0.288999975,OK,10/19/18 9:30,175.573,OK,10/19/18 9:30,376.66,OK,
10/19/18 9:45,5982356,OK,10/19/18 9:45,21819.129,OK,10/19/18 9:45,386,OK,10/19/18 9:45,0.295999974,OK,10/19/18 9:45,172.88,OK,10/19/18 9:45,374.65,OK,
10/19/18 10:00,5982376,OK,10/19/18 10:00,21819.195,OK,10/19/18 10:00,303,OK,10/19/18 10:00,0.235999987,OK,10/19/18 10:00,175.585,OK,10/19/18 10:00,376.96,OK,
10/19/18 10:15,5982396,OK,10/19/18 10:15,21819.254,OK,10/19/18 10:15,315,OK,10/19/18 10:15,0.243999988,OK,10/19/18 10:15,174.151,OK,10/19/18 10:15,375.91,OK,
10/19/18 10:30,5982416,OK,10/19/18 10:30,21819.318,OK,10/19/18 10:30,339,OK,10/19/18 10:30,0.263999999,OK,10/19/18 10:30,175.211,OK,10/19/18 10:30,376.41,OK,
10/19/18 10:45,5982436,OK,10/19/18 10:45,21819.385,OK,10/19/18 10:45,314,OK,10/19/18 10:45,0.243999988,OK,10/19/18 10:45,175.368,OK,10/19/18 10:45,376.32,OK,
10/19/18 11:00,5982456,OK,10/19/18 11:00,21819.442,OK,10/19/18 11:00,313,OK,10/19/18 11:00,0.243999988,OK,10/19/18 11:00,175.597,OK,10/19/18 11:00,376.93,OK,
10/19/18 11:15,5982476,OK,10/19/18 11:15,21819.5,OK,10/19/18 11:15,295,OK,10/19/18 11:15,0.230999991,OK,10/19/18 11:15,176.754,OK,10/19/18 11:15,377.25,OK,
10/19/18 11:30,5982496,OK,10/19/18 11:30,21819.554,OK,10/19/18 11:30,278,OK,10/19/18 11:30,0.217999995,OK,10/19/18 11:30,177.254,OK,10/19/18 11:30,377.57,OK,
10/19/18 11:45,5982516,OK,10/19/18 11:45,21819.611,OK,10/19/18 11:45,295,OK,10/19/18 11:45,0.231999993,OK,10/19/18 11:45,177.314,OK,10/19/18 11:45,377.42,OK,
10/19/18 12:00,5982536,OK,10/19/18 12:00,21819.658,OK,10/19/18 12:00,228,OK,10/19/18 12:00,0.179999992,OK,10/19/18 12:00,178.356,OK,10/19/18 12:00,377.86,OK,
10/19/18 12:15,5982556,OK,10/19/18 12:15,21819.71,OK,10/19/18 12:15,248,OK,10/19/18 12:15,0.20099999,OK,10/19/18 12:15,182.893,OK,10/19/18 12:15,379.63,OK,
10/19/18 12:30,5982575,OK,10/19/18 12:30,21819.758,OK,10/19/18 12:30,224,OK,10/19/18 12:30,0.179999992,OK,10/19/18 12:30,180.821,OK,10/19/18 12:30,379.14,OK,
10/19/18 12:45,5982595,OK,10/19/18 12:45,21819.789,OK,10/19/18 12:45,51,OK,10/19/18 12:45,0.041999999,OK,10/19/18 12:45,185.213,OK,10/19/18 12:45,380.7,OK,
10/19/18 13:00,5982614,OK,10/19/18 13:00,21819.799,OK,10/19/18 13:00,46,OK,10/19/18 13:00,0.036999997,OK,10/19/18 13:00,184.906,OK,10/19/18 13:00,380.65,OK,
10/19/18 13:15,5982648,OK,10/19/18 13:15,21819.809,OK,10/19/18 13:15,45,OK,10/19/18 13:15,0.036999997,OK,10/19/18 13:15,185.815,OK,10/19/18 13:15,381.45,OK,
10/19/18 13:30,5982673,OK,10/19/18 13:30,21819.818,OK,10/19/18 13:30,39,OK,10/19/18 13:30,0.031999998,OK,10/19/18 13:30,184.496,OK,10/19/18 13:30,380.71,OK,
10/19/18 13:45,5982703,OK,10/19/18 13:45,21819.825,OK,10/19/18 13:45,33,OK,10/19/18 13:45,0.026999999,OK,10/19/18 13:45,185.074,OK,10/19/18 13:45,380.68,OK,
10/19/18 14:00,5982720,OK,10/19/18 14:00,21819.831,OK,10/19/18 14:00,27,OK,10/19/18 14:00,0.022,OK,10/19/18 14:00,185.333,OK,10/19/18 14:00,381.2,OK,
10/19/18 14:15,5982738,OK,10/19/18 14:15,21819.838,OK,10/19/18 14:15,41,OK,10/19/18 14:15,0.033,OK,10/19/18 14:15,184.357,OK,10/19/18 14:15,379.92,OK,
10/19/18 14:30,5982766,OK,10/19/18 14:30,21819.846,OK,10/19/18 14:30,33,OK,10/19/18 14:30,0.026999999,OK,10/19/18 14:30,183.423,OK,10/19/18 14:30,379.94,OK,
10/19/18 14:45,5982798,OK,10/19/18 14:45,21819.853,OK,10/19/18 14:45,41,OK,10/19/18 14:45,0.033,OK,10/19/18 14:45,184.062,OK,10/19/18 14:45,380.45,OK,
10/19/18 15:00,5982821,OK,10/19/18 15:00,21819.86,OK,10/19/18 15:00,38,OK,10/19/18 15:00,0.030999999,OK,10/19/18 15:00,183.845,OK,10/19/18 15:00,380.03,OK,
10/19/18 15:15,5982853,OK,10/19/18 15:15,21819.868,OK,10/19/18 15:15,38,OK,10/19/18 15:15,0.030999999,OK,10/19/18 15:15,184.092,OK,10/19/18 15:15,380.36,OK,
10/19/18 15:30,5982878,OK,10/19/18 15:30,21819.876,OK,10/19/18 15:30,36,OK,10/19/18 15:30,0.029999999,OK,10/19/18 15:30,185.58,OK,10/19/18 15:30,380.9,OK,
10/19/18 15:45,5982909,OK,10/19/18 15:45,21819.883,OK,10/19/18 15:45,35,OK,10/19/18 15:45,0.027999999,OK,10/19/18 15:45,184.665,OK,10/19/18 15:45,380.61,OK,
10/19/18 16:00,5982938,OK,10/19/18 16:00,21819.89,OK,10/19/18 16:00,34,OK,10/19/18 16:00,0.026999999,OK,10/19/18 16:00,183.646,OK,10/19/18 16:00,380.07,OK,
10/19/18 16:15,5982954,OK,10/19/18 16:15,21819.897,OK,10/19/18 16:15,33,OK,10/19/18 16:15,0.026999999,OK,10/19/18 16:15,182.267,OK,10/19/18 16:15,379.39,OK,
10/19/18 16:30,5982970,OK,10/19/18 16:30,21819.904,OK,10/19/18 16:30,33,OK,10/19/18 16:30,0.026999999,OK,10/19/18 16:30,180.429,OK,10/19/18 16:30,379.18,OK,
10/19/18 16:45,5982995,OK,10/19/18 16:45,21819.911,OK,10/19/18 16:45,44,OK,10/19/18 16:45,0.034999996,OK,10/19/18 16:45,180.815,OK,10/19/18 16:45,378.51,OK,
10/19/18 17:00,5983025,OK,10/19/18 17:00,21819.919,OK,10/19/18 17:00,39,OK,10/19/18 17:00,0.030999999,OK,10/19/18 17:00,180.031,OK,10/19/18 17:00,378.32,OK,
10/19/18 17:15,5983043,OK,10/19/18 17:15,21819.926,OK,10/19/18 17:15,36,OK,10/19/18 17:15,0.028999999,OK,10/19/18 17:15,179.706,OK,10/19/18 17:15,378.35,OK,
10/19/18 17:30,5983059,OK,10/19/18 17:30,21819.934,OK,10/19/18 17:30,34,OK,10/19/18 17:30,0.026999999,OK,10/19/18 17:30,182.152,OK,10/19/18 17:30,379.38,OK,
10/19/18 17:45,5983080,OK,10/19/18 17:45,21819.941,OK,10/19/18 17:45,36,OK,10/19/18 17:45,0.027999999,OK,10/19/18 17:45,177.73,OK,10/19/18 17:45,377.86,OK,
10/19/18 18:00,5983110,OK,10/19/18 18:00,21819.948,OK,10/19/18 18:00,34,OK,10/19/18 18:00,0.026999999,OK,10/19/18 18:00,177.495,OK,10/19/18 18:00,377.56,OK,
10/19/18 18:15,5983131,OK,10/19/18 18:15,21819.955,OK,10/19/18 18:15,35,OK,10/19/18 18:15,0.026999999,OK,10/19/18 18:15,177.236,OK,10/19/18 18:15,376.95,OK,
10/19/18 18:30,5983145,OK,10/19/18 18:30,21819.962,OK,10/19/18 18:30,36,OK,10/19/18 18:30,0.028999999,OK,10/19/18 18:30,180.459,OK,10/19/18 18:30,378.69,OK,
10/19/18 18:45,5983161,OK,10/19/18 18:45,21819.97,OK,10/19/18 18:45,38,OK,10/19/18 18:45,0.029999999,OK,10/19/18 18:45,180.236,OK,10/19/18 18:45,378.82,OK,
10/19/18 19:00,5983191,OK,10/19/18 19:00,21819.977,OK,10/19/18 19:00,35,OK,10/19/18 19:00,0.027999999,OK,10/19/18 19:00,180.146,OK,10/19/18 19:00,378.44,OK,
10/19/18 19:15,5983211,OK,10/19/18 19:15,21819.984,OK,10/19/18 19:15,34,OK,10/19/18 19:15,0.027999999,OK,10/19/18 19:15,181.827,OK,10/19/18 19:15,378.85,OK,
10/19/18 19:30,5983227,OK,10/19/18 19:30,21819.991,OK,10/19/18 19:30,34,OK,10/19/18 19:30,0.026999999,OK,10/19/18 19:30,181.417,OK,10/19/18 19:30,378.71,OK,
10/19/18 19:45,5983243,OK,10/19/18 19:45,21819.998,OK,10/19/18 19:45,37,OK,10/19/18 19:45,0.028999999,OK,10/19/18 19:45,177.423,OK,10/19/18 19:45,377.57,OK,
10/19/18 20:00,5983258,OK,10/19/18 20:00,21820.005,OK,10/19/18 20:00,38,OK,10/19/18 20:00,0.028999999,OK,10/19/18 20:00,175.928,OK,10/19/18 20:00,376.87,OK,
10/19/18 20:15,5983273,OK,10/19/18 20:15,21820.012,OK,10/19/18 20:15,35,OK,10/19/18 20:15,0.027999999,OK,10/19/18 20:15,182.869,OK,10/19/18 20:15,379.41,OK,
10/19/18 20:30,5983289,OK,10/19/18 20:30,21820.02,OK,10/19/18 20:30,35,OK,10/19/18 20:30,0.027999999,OK,10/19/18 20:30,181.23,OK,10/19/18 20:30,378.88,OK,
10/19/18 20:45,5983304,OK,10/19/18 20:45,21820.027,OK,10/19/18 20:45,39,OK,10/19/18 20:45,0.030999999,OK,10/19/18 20:45,177.368,OK,10/19/18 20:45,377.25,OK,
10/19/18 21:00,5983319,OK,10/19/18 21:00,21820.034,OK,10/19/18 21:00,40,OK,10/19/18 21:00,0.031999998,OK,10/19/18 21:00,179.712,OK,10/19/18 21:00,378.27,OK,
10/19/18 21:15,5983335,OK,10/19/18 21:15,21820.041,OK,10/19/18 21:15,38,OK,10/19/18 21:15,0.029999999,OK,10/19/18 21:15,179.236,OK,10/19/18 21:15,378.08,OK,
10/19/18 21:30,5983351,OK,10/19/18 21:30,21820.069,OK,10/19/18 21:30,386,OK,10/19/18 21:30,0.30399999,OK,10/19/18 21:30,177.796,OK,10/19/18 21:30,378.11,OK,
10/19/18 21:45,5983368,OK,10/19/18 21:45,21820.331,OK,10/19/18 21:45,961,OK,10/19/18 21:45,0.747999966,OK,10/19/18 21:45,175.41,OK,10/19/18 21:45,376.51,OK,
10/19/18 22:00,5983384,OK,10/19/18 22:00,21820.367,OK,10/19/18 22:00,48,OK,10/19/18 22:00,0.036999997,OK,10/19/18 22:00,175.47,OK,10/19/18 22:00,376.43,OK,
10/19/18 22:15,5983399,OK,10/19/18 22:15,21820.435,OK,10/19/18 22:15,478,OK,10/19/18 22:15,0.37499997,OK,10/19/18 22:15,176.971,OK,10/19/18 22:15,377.3,OK,
10/19/18 22:30,5983415,OK,10/19/18 22:30,21820.501,OK,10/19/18 22:30,311,OK,10/19/18 22:30,0.242999986,OK,10/19/18 22:30,176.205,OK,10/19/18 22:30,376.84,OK,
10/19/18 22:45,5983430,OK,10/19/18 22:45,21820.566,OK,10/19/18 22:45,344,OK,10/19/18 22:45,0.265999973,OK,10/19/18 22:45,174.097,OK,10/19/18 22:45,375.92,OK,
10/19/18 23:00,5983445,OK,10/19/18 23:00,21820.631,OK,10/19/18 23:00,326,OK,10/19/18 23:00,0.25999999,OK,10/19/18 23:00,179.959,OK,10/19/18 23:00,378.4,OK,
10/19/18 23:15,5983460,OK,10/19/18 23:15,21820.694,OK,10/19/18 23:15,325,OK,10/19/18 23:15,0.254999995,OK,10/19/18 23:15,176.778,OK,10/19/18 23:15,377.28,OK,
10/19/18 23:30,5983476,OK,10/19/18 23:30,21820.757,OK,10/19/18 23:30,320,OK,10/19/18 23:30,0.250999987,OK,10/19/18 23:30,176.645,OK,10/19/18 23:30,377.24,OK,
10/19/18 23:45,5983491,OK,10/19/18 23:45,21820.822,OK,10/19/18 23:45,314,OK,10/19/18 23:45,0.245999992,OK,10/19/18 23:45,177.025,OK,10/19/18 23:45,377.45,OK,
