OSU_RTS.MDBUS_E1.085_E1 Time [SNAP],OSU_RTS.MDBUS_E1.085_E1 Value [SNAP],OSU_RTS.MDBUS_E1.085_E1 Status [SNAP],OSU_RTS.MDBUS_RT.085S_C Time [SNAP],OSU_RTS.MDBUS_RT.085S_C Value [SNAP],OSU_RTS.MDBUS_RT.085S_C Status [SNAP],OSU_RTS.MDBUS_RT.085S_HF Time [SNAP],OSU_RTS.MDBUS_RT.085S_HF Value [SNAP],OSU_RTS.MDBUS_RT.085S_HF Status [SNAP],OSU_RTS.MDBUS_RT.085S_I Time [SNAP],OSU_RTS.MDBUS_RT.085S_I Value [SNAP],OSU_RTS.MDBUS_RT.085S_I Status [SNAP],OSU_RTS.MDBUS_RT.085S_P Time [SNAP],OSU_RTS.MDBUS_RT.085S_P Value [SNAP],OSU_RTS.MDBUS_RT.085S_P Status [SNAP],OSU_RTS.MDBUS_RT.085S_T Time [SNAP],OSU_RTS.MDBUS_RT.085S_T Value [SNAP],OSU_RTS.MDBUS_RT.085S_T Status [SNAP],Comments
10/20/18 0:00,5983507,OK,10/20/18 0:00,21820.884,OK,10/20/18 0:00,333,OK,10/20/18 0:00,0.258999974,OK,10/20/18 0:00,175.278,OK,10/20/18 0:00,376.68,OK,
10/20/18 0:15,5983522,OK,10/20/18 0:15,21820.948,OK,10/20/18 0:15,331,OK,10/20/18 0:15,0.253999978,OK,10/20/18 0:15,172.687,OK,10/20/18 0:15,374.84,OK,
10/20/18 0:30,5983538,OK,10/20/18 0:30,21821.012,OK,10/20/18 0:30,324,OK,10/20/18 0:30,0.254999995,OK,10/20/18 0:30,177.772,OK,10/20/18 0:30,377.87,OK,
10/20/18 0:45,5983553,OK,10/20/18 0:45,21821.075,OK,10/20/18 0:45,322,OK,10/20/18 0:45,0.250999987,OK,10/20/18 0:45,176.175,OK,10/20/18 0:45,377.29,OK,
10/20/18 1:00,5983569,OK,10/20/18 1:00,21821.142,OK,10/20/18 1:00,324,OK,10/20/18 1:00,0.253999978,OK,10/20/18 1:00,176.796,OK,10/20/18 1:00,377.29,OK,
10/20/18 1:15,5983585,OK,10/20/18 1:15,21821.205,OK,10/20/18 1:15,330,OK,10/20/18 1:15,0.254999995,OK,10/20/18 1:15,173.868,OK,10/20/18 1:15,375.88,OK,
10/20/18 1:30,5983601,OK,10/20/18 1:30,21821.269,OK,10/20/18 1:30,322,OK,10/20/18 1:30,0.246999994,OK,10/20/18 1:30,172.452,OK,10/20/18 1:30,375.76,OK,
10/20/18 1:45,5983618,OK,10/20/18 1:45,21821.332,OK,10/20/18 1:45,328,OK,10/20/18 1:45,0.260999978,OK,10/20/18 1:45,179.652,OK,10/20/18 1:45,378.31,OK,
10/20/18 2:00,5983634,OK,10/20/18 2:00,21821.397,OK,10/20/18 2:00,330,OK,10/20/18 2:00,0.261999995,OK,10/20/18 2:00,178.832,OK,10/20/18 2:00,377.49,OK,
10/20/18 2:15,5983650,OK,10/20/18 2:15,21821.46,OK,10/20/18 2:15,313,OK,10/20/18 2:15,0.247999996,OK,10/20/18 2:15,179.134,OK,10/20/18 2:15,378.44,OK,
10/20/18 2:30,5983667,OK,10/20/18 2:30,21821.521,OK,10/20/18 2:30,304,OK,10/20/18 2:30,0.238999993,OK,10/20/18 2:30,177.621,OK,10/20/18 2:30,377.49,OK,
10/20/18 2:45,5983683,OK,10/20/18 2:45,21821.583,OK,10/20/18 2:45,309,OK,10/20/18 2:45,0.24499999,OK,10/20/18 2:45,179.525,OK,10/20/18 2:45,378.36,OK,
10/20/18 3:00,5983700,OK,10/20/18 3:00,21821.645,OK,10/20/18 3:00,307,OK,10/20/18 3:00,0.243999988,OK,10/20/18 3:00,179.748,OK,10/20/18 3:00,378.54,OK,
10/20/18 3:15,5983716,OK,10/20/18 3:15,21821.707,OK,10/20/18 3:15,309,OK,10/20/18 3:15,0.241999999,OK,10/20/18 3:15,177.085,OK,10/20/18 3:15,377.39,OK,
10/20/18 3:30,5983732,OK,10/20/18 3:30,21821.768,OK,10/20/18 3:30,323,OK,10/20/18 3:30,0.250999987,OK,10/20/18 3:30,174.982,OK,10/20/18 3:30,376.47,OK,
10/20/18 3:45,5983749,OK,10/20/18 3:45,21821.831,OK,10/20/18 3:45,324,OK,10/20/18 3:45,0.250999987,OK,10/20/18 3:45,174.097,OK,10/20/18 3:45,376.21,OK,
10/20/18 4:00,5983765,OK,10/20/18 4:00,21821.893,OK,10/20/18 4:00,296,OK,10/20/18 4:00,0.233999997,OK,10/20/18 4:00,178.748,OK,10/20/18 4:00,378.11,OK,
10/20/18 4:15,5983782,OK,10/20/18 4:15,21821.953,OK,10/20/18 4:15,306,OK,10/20/18 4:15,0.243999988,OK,10/20/18 4:15,180.182,OK,10/20/18 4:15,378.62,OK,
10/20/18 4:30,5983798,OK,10/20/18 4:30,21822.014,OK,10/20/18 4:30,297,OK,10/20/18 4:30,0.236999989,OK,10/20/18 4:30,180.134,OK,10/20/18 4:30,378.77,OK,
10/20/18 4:45,5983814,OK,10/20/18 4:45,21822.075,OK,10/20/18 4:45,314,OK,10/20/18 4:45,0.248999998,OK,10/20/18 4:45,178.911,OK,10/20/18 4:45,377.95,OK,
10/20/18 5:00,5983831,OK,10/20/18 5:00,21822.137,OK,10/20/18 5:00,307,OK,10/20/18 5:00,0.242999986,OK,10/20/18 5:00,178.911,OK,10/20/18 5:00,378.14,OK,
10/20/18 5:15,5983847,OK,10/20/18 5:15,21822.195,OK,10/20/18 5:15,295,OK,10/20/18 5:15,0.234999985,OK,10/20/18 5:15,179.64,OK,10/20/18 5:15,377.98,OK,
10/20/18 5:30,5983864,OK,10/20/18 5:30,21822.255,OK,10/20/18 5:30,295,OK,10/20/18 5:30,0.232999995,OK,10/20/18 5:30,178.7,OK,10/20/18 5:30,378.18,OK,
10/20/18 5:45,5983880,OK,10/20/18 5:45,21822.314,OK,10/20/18 5:45,295,OK,10/20/18 5:45,0.234999985,OK,10/20/18 5:45,179.501,OK,10/20/18 5:45,378.32,OK,
10/20/18 6:00,5983897,OK,10/20/18 6:00,21822.374,OK,10/20/18 6:00,300,OK,10/20/18 6:00,0.234999985,OK,10/20/18 6:00,176.796,OK,10/20/18 6:00,377.03,OK,
10/20/18 6:15,5983913,OK,10/20/18 6:15,21822.433,OK,10/20/18 6:15,315,OK,10/20/18 6:15,0.243999988,OK,10/20/18 6:15,174.169,OK,10/20/18 6:15,376.19,OK,
10/20/18 6:30,5983930,OK,10/20/18 6:30,21822.492,OK,10/20/18 6:30,297,OK,10/20/18 6:30,0.231999993,OK,10/20/18 6:30,176.031,OK,10/20/18 6:30,376.82,OK,
10/20/18 6:45,5983946,OK,10/20/18 6:45,21822.551,OK,10/20/18 6:45,306,OK,10/20/18 6:45,0.243999988,OK,10/20/18 6:45,180.483,OK,10/20/18 6:45,378.64,OK,
10/20/18 7:00,5983962,OK,10/20/18 7:00,21822.611,OK,10/20/18 7:00,303,OK,10/20/18 7:00,0.237999991,OK,10/20/18 7:00,177.507,OK,10/20/18 7:00,377.39,OK,
10/20/18 7:15,5983979,OK,10/20/18 7:15,21822.671,OK,10/20/18 7:15,295,OK,10/20/18 7:15,0.234999985,OK,10/20/18 7:15,179.742,OK,10/20/18 7:15,378.37,OK,
10/20/18 7:30,5983995,OK,10/20/18 7:30,21822.728,OK,10/20/18 7:30,291,OK,10/20/18 7:30,0.230999991,OK,10/20/18 7:30,179.567,OK,10/20/18 7:30,378.15,OK,
10/20/18 7:45,5984012,OK,10/20/18 7:45,21822.786,OK,10/20/18 7:45,288,OK,10/20/18 7:45,0.227999985,OK,10/20/18 7:45,178.682,OK,10/20/18 7:45,378.32,OK,
10/20/18 8:00,5984028,OK,10/20/18 8:00,21822.844,OK,10/20/18 8:00,292,OK,10/20/18 8:00,0.230999991,OK,10/20/18 8:00,178.344,OK,10/20/18 8:00,377.97,OK,
10/20/18 8:15,5984044,OK,10/20/18 8:15,21822.901,OK,10/20/18 8:15,292,OK,10/20/18 8:15,0.230999991,OK,10/20/18 8:15,178.67,OK,10/20/18 8:15,377.98,OK,
10/20/18 8:30,5984058,OK,10/20/18 8:30,21822.958,OK,10/20/18 8:30,284,OK,10/20/18 8:30,0.223999992,OK,10/20/18 8:30,178.158,OK,10/20/18 8:30,377.87,OK,
10/20/18 8:45,5984071,OK,10/20/18 8:45,21823.013,OK,10/20/18 8:45,279,OK,10/20/18 8:45,0.219999999,OK,10/20/18 8:45,177.597,OK,10/20/18 8:45,378.05,OK,
10/20/18 9:00,5984084,OK,10/20/18 9:00,21823.068,OK,10/20/18 9:00,268,OK,10/20/18 9:00,0.212999985,OK,10/20/18 9:00,179.676,OK,10/20/18 9:00,378,OK,
10/20/18 9:15,5984097,OK,10/20/18 9:15,21823.122,OK,10/20/18 9:15,254,OK,10/20/18 9:15,0.202999994,OK,10/20/18 9:15,181.074,OK,10/20/18 9:15,379.05,OK,
10/20/18 9:30,5984111,OK,10/20/18 9:30,21823.171,OK,10/20/18 9:30,246,OK,10/20/18 9:30,0.197999999,OK,10/20/18 9:30,182.05,OK,10/20/18 9:30,379.55,OK,
10/20/18 9:45,5984124,OK,10/20/18 9:45,21823.222,OK,10/20/18 9:45,257,OK,10/20/18 9:45,0.207999989,OK,10/20/18 9:45,183.038,OK,10/20/18 9:45,379.68,OK,
10/20/18 10:00,5984137,OK,10/20/18 10:00,21823.268,OK,10/20/18 10:00,221,OK,10/20/18 10:00,0.176999986,OK,10/20/18 10:00,181.791,OK,10/20/18 10:00,379.23,OK,
10/20/18 10:15,5984151,OK,10/20/18 10:15,21823.306,OK,10/20/18 10:15,52,OK,10/20/18 10:15,0.041999999,OK,10/20/18 10:15,183.797,OK,10/20/18 10:15,380.21,OK,
10/20/18 10:30,5984162,OK,10/20/18 10:30,21823.315,OK,10/20/18 10:30,41,OK,10/20/18 10:30,0.033,OK,10/20/18 10:30,182.574,OK,10/20/18 10:30,379.67,OK,
10/20/18 10:45,5984174,OK,10/20/18 10:45,21823.323,OK,10/20/18 10:45,43,OK,10/20/18 10:45,0.034999996,OK,10/20/18 10:45,183.273,OK,10/20/18 10:45,379.95,OK,
10/20/18 11:00,5984187,OK,10/20/18 11:00,21823.332,OK,10/20/18 11:00,44,OK,10/20/18 11:00,0.034999996,OK,10/20/18 11:00,179.857,OK,10/20/18 11:00,378.39,OK,
10/20/18 11:15,5984210,OK,10/20/18 11:15,21823.341,OK,10/20/18 11:15,37,OK,10/20/18 11:15,0.028999999,OK,10/20/18 11:15,177.633,OK,10/20/18 11:15,377.37,OK,
10/20/18 11:30,5984228,OK,10/20/18 11:30,21823.348,OK,10/20/18 11:30,23,OK,10/20/18 11:30,0.017999999,OK,10/20/18 11:30,179.857,OK,10/20/18 11:30,378.06,OK,
10/20/18 11:45,5984250,OK,10/20/18 11:45,21823.354,OK,10/20/18 11:45,35,OK,10/20/18 11:45,0.027999999,OK,10/20/18 11:45,181.116,OK,10/20/18 11:45,379.25,OK,
10/20/18 12:00,5984277,OK,10/20/18 12:00,21823.361,OK,10/20/18 12:00,35,OK,10/20/18 12:00,0.027999999,OK,10/20/18 12:00,182.459,OK,10/20/18 12:00,379.28,OK,
10/20/18 12:15,5984292,OK,10/20/18 12:15,21823.368,OK,10/20/18 12:15,35,OK,10/20/18 12:15,0.027999999,OK,10/20/18 12:15,180.266,OK,10/20/18 12:15,379.07,OK,
10/20/18 12:30,5984303,OK,10/20/18 12:30,21823.375,OK,10/20/18 12:30,37,OK,10/20/18 12:30,0.029999999,OK,10/20/18 12:30,182.381,OK,10/20/18 12:30,379.51,OK,
10/20/18 12:45,5984314,OK,10/20/18 12:45,21823.382,OK,10/20/18 12:45,36,OK,10/20/18 12:45,0.028999999,OK,10/20/18 12:45,181.742,OK,10/20/18 12:45,379.35,OK,
10/20/18 13:00,5984338,OK,10/20/18 13:00,21823.389,OK,10/20/18 13:00,35,OK,10/20/18 13:00,0.027999999,OK,10/20/18 13:00,182.068,OK,10/20/18 13:00,379.17,OK,
10/20/18 13:15,5984359,OK,10/20/18 13:15,21823.396,OK,10/20/18 13:15,35,OK,10/20/18 13:15,0.027999999,OK,10/20/18 13:15,181.604,OK,10/20/18 13:15,379.14,OK,
10/20/18 13:30,5984369,OK,10/20/18 13:30,21823.403,OK,10/20/18 13:30,39,OK,10/20/18 13:30,0.030999999,OK,10/20/18 13:30,177.898,OK,10/20/18 13:30,377.63,OK,
10/20/18 13:45,5984380,OK,10/20/18 13:45,21823.41,OK,10/20/18 13:45,37,OK,10/20/18 13:45,0.028999999,OK,10/20/18 13:45,175.748,OK,10/20/18 13:45,376.63,OK,
10/20/18 14:00,5984401,OK,10/20/18 14:00,21823.417,OK,10/20/18 14:00,33,OK,10/20/18 14:00,0.026999999,OK,10/20/18 14:00,183.785,OK,10/20/18 14:00,379.86,OK,
10/20/18 14:15,5984426,OK,10/20/18 14:15,21823.424,OK,10/20/18 14:15,35,OK,10/20/18 14:15,0.027999999,OK,10/20/18 14:15,181.598,OK,10/20/18 14:15,379.03,OK,
10/20/18 14:30,5984438,OK,10/20/18 14:30,21823.43,OK,10/20/18 14:30,28,OK,10/20/18 14:30,0.022,OK,10/20/18 14:30,182.743,OK,10/20/18 14:30,379.43,OK,
10/20/18 14:45,5984448,OK,10/20/18 14:45,21823.437,OK,10/20/18 14:45,29,OK,10/20/18 14:45,0.023999998,OK,10/20/18 14:45,183.743,OK,10/20/18 14:45,380.17,OK,
10/20/18 15:00,5984464,OK,10/20/18 15:00,21823.444,OK,10/20/18 15:00,34,OK,10/20/18 15:00,0.026999999,OK,10/20/18 15:00,182.158,OK,10/20/18 15:00,379.22,OK,
10/20/18 15:15,5984488,OK,10/20/18 15:15,21823.451,OK,10/20/18 15:15,35,OK,10/20/18 15:15,0.027999999,OK,10/20/18 15:15,181.706,OK,10/20/18 15:15,379.27,OK,
10/20/18 15:30,5984504,OK,10/20/18 15:30,21823.458,OK,10/20/18 15:30,37,OK,10/20/18 15:30,0.029999999,OK,10/20/18 15:30,181.321,OK,10/20/18 15:30,378.84,OK,
10/20/18 15:45,5984514,OK,10/20/18 15:45,21823.465,OK,10/20/18 15:45,37,OK,10/20/18 15:45,0.029999999,OK,10/20/18 15:45,181.037,OK,10/20/18 15:45,379.04,OK,
10/20/18 16:00,5984526,OK,10/20/18 16:00,21823.472,OK,10/20/18 16:00,27,OK,10/20/18 16:00,0.022,OK,10/20/18 16:00,183.905,OK,10/20/18 16:00,379.68,OK,
10/20/18 16:15,5984550,OK,10/20/18 16:15,21823.479,OK,10/20/18 16:15,36,OK,10/20/18 16:15,0.028999999,OK,10/20/18 16:15,183.116,OK,10/20/18 16:15,379.43,OK,
10/20/18 16:30,5984564,OK,10/20/18 16:30,21823.486,OK,10/20/18 16:30,35,OK,10/20/18 16:30,0.027999999,OK,10/20/18 16:30,181.941,OK,10/20/18 16:30,379.33,OK,
10/20/18 16:45,5984573,OK,10/20/18 16:45,21823.492,OK,10/20/18 16:45,31,OK,10/20/18 16:45,0.024999999,OK,10/20/18 16:45,181.266,OK,10/20/18 16:45,378.98,OK,
10/20/18 17:00,5984583,OK,10/20/18 17:00,21823.499,OK,10/20/18 17:00,39,OK,10/20/18 17:00,0.030999999,OK,10/20/18 17:00,181.495,OK,10/20/18 17:00,378.96,OK,
10/20/18 17:15,5984606,OK,10/20/18 17:15,21823.507,OK,10/20/18 17:15,36,OK,10/20/18 17:15,0.027999999,OK,10/20/18 17:15,180.965,OK,10/20/18 17:15,378.67,OK,
10/20/18 17:30,5984618,OK,10/20/18 17:30,21823.513,OK,10/20/18 17:30,35,OK,10/20/18 17:30,0.027999999,OK,10/20/18 17:30,182.465,OK,10/20/18 17:30,379.66,OK,
10/20/18 17:45,5984627,OK,10/20/18 17:45,21823.52,OK,10/20/18 17:45,37,OK,10/20/18 17:45,0.029999999,OK,10/20/18 17:45,181.152,OK,10/20/18 17:45,378.84,OK,
10/20/18 18:00,5984637,OK,10/20/18 18:00,21823.527,OK,10/20/18 18:00,32,OK,10/20/18 18:00,0.024999999,OK,10/20/18 18:00,177.35,OK,10/20/18 18:00,377.49,OK,
10/20/18 18:15,5984657,OK,10/20/18 18:15,21823.534,OK,10/20/18 18:15,39,OK,10/20/18 18:15,0.030999999,OK,10/20/18 18:15,176.061,OK,10/20/18 18:15,376.86,OK,
10/20/18 18:30,5984671,OK,10/20/18 18:30,21823.542,OK,10/20/18 18:30,93,OK,10/20/18 18:30,0.071999997,OK,10/20/18 18:30,172.199,OK,10/20/18 18:30,374.73,OK,
10/20/18 18:45,5984681,OK,10/20/18 18:45,21823.633,OK,10/20/18 18:45,1337,OK,10/20/18 18:45,1.038999915,OK,10/20/18 18:45,175.001,OK,10/20/18 18:45,376.84,OK,
10/20/18 19:00,5984693,OK,10/20/18 19:00,21823.852,OK,10/20/18 19:00,74,OK,10/20/18 19:00,0.058999997,OK,10/20/18 19:00,179.622,OK,10/20/18 19:00,378.43,OK,
10/20/18 19:15,5984705,OK,10/20/18 19:15,21823.877,OK,10/20/18 19:15,452,OK,10/20/18 19:15,0.365999997,OK,10/20/18 19:15,183.134,OK,10/20/18 19:15,379.69,OK,
10/20/18 19:30,5984718,OK,10/20/18 19:30,21823.97,OK,10/20/18 19:30,341,OK,10/20/18 19:30,0.269999981,OK,10/20/18 19:30,178.899,OK,10/20/18 19:30,378.19,OK,
10/20/18 19:45,5984731,OK,10/20/18 19:45,21824.042,OK,10/20/18 19:45,421,OK,10/20/18 19:45,0.335999995,OK,10/20/18 19:45,180.712,OK,10/20/18 19:45,378.36,OK,
10/20/18 20:00,5984743,OK,10/20/18 20:00,21824.125,OK,10/20/18 20:00,399,OK,10/20/18 20:00,0.31099999,OK,10/20/18 20:00,175.754,OK,10/20/18 20:00,376.78,OK,
10/20/18 20:15,5984757,OK,10/20/18 20:15,21824.2,OK,10/20/18 20:15,368,OK,10/20/18 20:15,0.287999988,OK,10/20/18 20:15,176.621,OK,10/20/18 20:15,377.06,OK,
10/20/18 20:30,5984770,OK,10/20/18 20:30,21824.276,OK,10/20/18 20:30,415,OK,10/20/18 20:30,0.333999991,OK,10/20/18 20:30,182.074,OK,10/20/18 20:30,379.29,OK,
10/20/18 20:45,5984782,OK,10/20/18 20:45,21824.354,OK,10/20/18 20:45,411,OK,10/20/18 20:45,0.319999993,OK,10/20/18 20:45,175.47,OK,10/20/18 20:45,376.49,OK,
10/20/18 21:00,5984795,OK,10/20/18 21:00,21824.436,OK,10/20/18 21:00,403,OK,10/20/18 21:00,0.318999976,OK,10/20/18 21:00,178.573,OK,10/20/18 21:00,378.05,OK,
10/20/18 21:15,5984808,OK,10/20/18 21:15,21824.52,OK,10/20/18 21:15,439,OK,10/20/18 21:15,0.345999986,OK,10/20/18 21:15,177.79,OK,10/20/18 21:15,377.74,OK,
10/20/18 21:30,5984821,OK,10/20/18 21:30,21824.598,OK,10/20/18 21:30,407,OK,10/20/18 21:30,0.314999998,OK,10/20/18 21:30,174.139,OK,10/20/18 21:30,376.53,OK,
10/20/18 21:45,5984834,OK,10/20/18 21:45,21824.685,OK,10/20/18 21:45,469,OK,10/20/18 21:45,0.363999993,OK,10/20/18 21:45,174.766,OK,10/20/18 21:45,376.12,OK,
10/20/18 22:00,5984847,OK,10/20/18 22:00,21824.764,OK,10/20/18 22:00,430,OK,10/20/18 22:00,0.338999987,OK,10/20/18 22:00,178.055,OK,10/20/18 22:00,377.22,OK,
10/20/18 22:15,5984860,OK,10/20/18 22:15,21824.849,OK,10/20/18 22:15,436,OK,10/20/18 22:15,0.346999973,OK,10/20/18 22:15,179.826,OK,10/20/18 22:15,378.03,OK,
10/20/18 22:30,5984872,OK,10/20/18 22:30,21824.932,OK,10/20/18 22:30,409,OK,10/20/18 22:30,0.318999976,OK,10/20/18 22:30,176.103,OK,10/20/18 22:30,377,OK,
10/20/18 22:45,5984885,OK,10/20/18 22:45,21825.028,OK,10/20/18 22:45,425,OK,10/20/18 22:45,0.333999991,OK,10/20/18 22:45,177.832,OK,10/20/18 22:45,377.24,OK,
10/20/18 23:00,5984898,OK,10/20/18 23:00,21825.117,OK,10/20/18 23:00,595,OK,10/20/18 23:00,0.451999992,OK,10/20/18 23:00,170.434,OK,10/20/18 23:00,374.26,OK,
10/20/18 23:15,5984911,OK,10/20/18 23:15,21825.221,OK,10/20/18 23:15,512,OK,10/20/18 23:15,0.39199999,OK,10/20/18 23:15,172.235,OK,10/20/18 23:15,375.33,OK,
10/20/18 23:30,5984923,OK,10/20/18 23:30,21825.309,OK,10/20/18 23:30,492,OK,10/20/18 23:30,0.377999991,OK,10/20/18 23:30,172.494,OK,10/20/18 23:30,375.47,OK,
10/20/18 23:45,5984936,OK,10/20/18 23:45,21825.397,OK,10/20/18 23:45,428,OK,10/20/18 23:45,0.325999975,OK,10/20/18 23:45,171.277,OK,10/20/18 23:45,374.83,OK,
10/21/18 0:00,5984948,OK,10/21/18 0:00,21825.478,OK,10/21/18 0:00,392,OK,10/21/18 0:00,0.298999995,OK,10/21/18 0:00,171.175,OK,10/21/18 0:00,374.75,OK,
10/21/18 0:15,5984961,OK,10/21/18 0:15,21825.567,OK,10/21/18 0:15,445,OK,10/21/18 0:15,0.338999987,OK,10/21/18 0:15,171.398,OK,10/21/18 0:15,374.67,OK,
10/21/18 0:30,5984973,OK,10/21/18 0:30,21825.648,OK,10/21/18 0:30,447,OK,10/21/18 0:30,0.336999983,OK,10/21/18 0:30,169.307,OK,10/21/18 0:30,374.03,OK,
10/21/18 0:45,5984986,OK,10/21/18 0:45,21825.736,OK,10/21/18 0:45,431,OK,10/21/18 0:45,0.33099997,OK,10/21/18 0:45,172.777,OK,10/21/18 0:45,375.12,OK,
10/21/18 1:00,5984999,OK,10/21/18 1:00,21825.817,OK,10/21/18 1:00,484,OK,10/21/18 1:00,0.369999975,OK,10/21/18 1:00,172.151,OK,10/21/18 1:00,374.85,OK,
10/21/18 1:15,5985011,OK,10/21/18 1:15,21825.914,OK,10/21/18 1:15,493,OK,10/21/18 1:15,0.372999996,OK,10/21/18 1:15,169.747,OK,10/21/18 1:15,373.98,OK,
10/21/18 1:30,5985024,OK,10/21/18 1:30,21826.009,OK,10/21/18 1:30,504,OK,10/21/18 1:30,0.38499999,OK,10/21/18 1:30,171.717,OK,10/21/18 1:30,374.91,OK,
10/21/18 1:45,5985036,OK,10/21/18 1:45,21826.104,OK,10/21/18 1:45,456,OK,10/21/18 1:45,0.346999973,OK,10/21/18 1:45,171.12,OK,10/21/18 1:45,374.78,OK,
10/21/18 2:00,5985049,OK,10/21/18 2:00,21826.197,OK,10/21/18 2:00,504,OK,10/21/18 2:00,0.380999982,OK,10/21/18 2:00,169.855,OK,10/21/18 2:00,373.71,OK,
10/21/18 2:15,5985062,OK,10/21/18 2:15,21826.281,OK,10/21/18 2:15,514,OK,10/21/18 2:15,0.389999986,OK,10/21/18 2:15,170.271,OK,10/21/18 2:15,374.74,OK,
10/21/18 2:30,5985074,OK,10/21/18 2:30,21826.377,OK,10/21/18 2:30,467,OK,10/21/18 2:30,0.356999993,OK,10/21/18 2:30,172.127,OK,10/21/18 2:30,374.78,OK,
10/21/18 2:45,5985087,OK,10/21/18 2:45,21826.467,OK,10/21/18 2:45,466,OK,10/21/18 2:45,0.355999976,OK,10/21/18 2:45,171.711,OK,10/21/18 2:45,374.7,OK,
10/21/18 3:00,5985099,OK,10/21/18 3:00,21826.56,OK,10/21/18 3:00,514,OK,10/21/18 3:00,0.389999986,OK,10/21/18 3:00,170.506,OK,10/21/18 3:00,374.18,OK,
10/21/18 3:15,5985112,OK,10/21/18 3:15,21826.646,OK,10/21/18 3:15,423,OK,10/21/18 3:15,0.32099998,OK,10/21/18 3:15,170.512,OK,10/21/18 3:15,374.54,OK,
10/21/18 3:30,5985124,OK,10/21/18 3:30,21826.737,OK,10/21/18 3:30,475,OK,10/21/18 3:30,0.362999976,OK,10/21/18 3:30,171.428,OK,10/21/18 3:30,374.61,OK,
10/21/18 3:45,5985137,OK,10/21/18 3:45,21826.831,OK,10/21/18 3:45,504,OK,10/21/18 3:45,0.383999974,OK,10/21/18 3:45,171.199,OK,10/21/18 3:45,374.93,OK,
10/21/18 4:00,5985149,OK,10/21/18 4:00,21826.926,OK,10/21/18 4:00,484,OK,10/21/18 4:00,0.368999988,OK,10/21/18 4:00,171.343,OK,10/21/18 4:00,374.75,OK,
10/21/18 4:15,5985162,OK,10/21/18 4:15,21827.016,OK,10/21/18 4:15,481,OK,10/21/18 4:15,0.362999976,OK,10/21/18 4:15,169.626,OK,10/21/18 4:15,374.46,OK,
10/21/18 4:30,5985174,OK,10/21/18 4:30,21827.112,OK,10/21/18 4:30,530,OK,10/21/18 4:30,0.40199998,OK,10/21/18 4:30,170.422,OK,10/21/18 4:30,374.35,OK,
10/21/18 4:45,5985187,OK,10/21/18 4:45,21827.204,OK,10/21/18 4:45,498,OK,10/21/18 4:45,0.375999987,OK,10/21/18 4:45,169.373,OK,10/21/18 4:45,374,OK,
10/21/18 5:00,5985199,OK,10/21/18 5:00,21827.297,OK,10/21/18 5:00,454,OK,10/21/18 5:00,0.344999999,OK,10/21/18 5:00,170.584,OK,10/21/18 5:00,374.97,OK,
10/21/18 5:15,5985212,OK,10/21/18 5:15,21827.388,OK,10/21/18 5:15,520,OK,10/21/18 5:15,0.398999989,OK,10/21/18 5:15,172.464,OK,10/21/18 5:15,375.31,OK,
10/21/18 5:30,5985225,OK,10/21/18 5:30,21827.481,OK,10/21/18 5:30,468,OK,10/21/18 5:30,0.363999993,OK,10/21/18 5:30,175.296,OK,10/21/18 5:30,376.5,OK,
10/21/18 5:45,5985237,OK,10/21/18 5:45,21827.574,OK,10/21/18 5:45,460,OK,10/21/18 5:45,0.356999993,OK,10/21/18 5:45,174.772,OK,10/21/18 5:45,376.27,OK,
10/21/18 6:00,5985250,OK,10/21/18 6:00,21827.666,OK,10/21/18 6:00,500,OK,10/21/18 6:00,0.387999982,OK,10/21/18 6:00,174.862,OK,10/21/18 6:00,376.15,OK,
10/21/18 6:15,5985262,OK,10/21/18 6:15,21827.757,OK,10/21/18 6:15,490,OK,10/21/18 6:15,0.375999987,OK,10/21/18 6:15,172.819,OK,10/21/18 6:15,375.44,OK,
10/21/18 6:30,5985275,OK,10/21/18 6:30,21827.849,OK,10/21/18 6:30,478,OK,10/21/18 6:30,0.369999975,OK,10/21/18 6:30,174.344,OK,10/21/18 6:30,375.97,OK,
10/21/18 6:45,5985287,OK,10/21/18 6:45,21827.941,OK,10/21/18 6:45,460,OK,10/21/18 6:45,0.354999989,OK,10/21/18 6:45,173.868,OK,10/21/18 6:45,376.19,OK,
10/21/18 7:00,5985300,OK,10/21/18 7:00,21828.032,OK,10/21/18 7:00,458,OK,10/21/18 7:00,0.355999976,OK,10/21/18 7:00,174.982,OK,10/21/18 7:00,376.02,OK,
10/21/18 7:15,5985312,OK,10/21/18 7:15,21828.124,OK,10/21/18 7:15,485,OK,10/21/18 7:15,0.373999983,OK,10/21/18 7:15,173.723,OK,10/21/18 7:15,375.94,OK,
10/21/18 7:30,5985325,OK,10/21/18 7:30,21828.216,OK,10/21/18 7:30,478,OK,10/21/18 7:30,0.365999997,OK,10/21/18 7:30,172.229,OK,10/21/18 7:30,375.11,OK,
10/21/18 7:45,5985337,OK,10/21/18 7:45,21828.307,OK,10/21/18 7:45,475,OK,10/21/18 7:45,0.363999993,OK,10/21/18 7:45,172.41,OK,10/21/18 7:45,375.25,OK,
10/21/18 8:00,5985350,OK,10/21/18 8:00,21828.398,OK,10/21/18 8:00,474,OK,10/21/18 8:00,0.361999989,OK,10/21/18 8:00,171.928,OK,10/21/18 8:00,375.46,OK,
